!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 14:39:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,110.50159,176.49677
1001000000,110.52778,176.4424
1002000000,110.52946,176.35606
1003000000,110.43105,175.99297
1004000000,110.40778,175.84512
1005000000,110.6145,175.70584
1006000000,110.46049,175.52721
1007000000,110.60042,175.41434
1008000000,110.38419,175.07838
1009000000,110.34248,174.80284
1010000000,110.54235,174.85553
1011000000,110.25478,174.43857
1012000000,110.36578,174.32506
1013000000,110.30785,174.02551
1014000000,110.31141,173.95137
1015000000,110.24843,173.6528
1016000000,110.13705,173.42191
1017000000,110.2169,173.31926
1018000000,110.09478,173.06284
1019000000,110.10714,172.91705
1020000000,110.16299,172.98216
1021000000,110.2505,172.76253
1022000000,110.04215,172.36127
1023000000,109.84473,172.20052
1024000000,110.02533,172.0255
1025000000,109.80901,171.61826
1026000000,110.00246,171.68095
1027000000,110.08798,171.47194
1028000000,109.82529,171.16187
1029000000,109.73145,170.96873
1030000000,109.5787,170.69833
1031000000,109.8372,170.7531
1032000000,109.84624,170.57573
1033000000,109.83005,170.22566
1034000000,109.88107,170.19122
1035000000,109.81089,169.86848
1036000000,109.49049,169.58443
1037000000,109.64805,169.43565
1038000000,109.66868,169.34016
1039000000,109.63362,168.96382
1040000000,109.73901,168.85182
1041000000,109.53031,168.60951
1042000000,109.55681,168.54822
1043000000,109.39481,168.23788
1044000000,109.61443,168.09575
1045000000,109.54976,167.90642
1046000000,109.58878,167.72897
1047000000,109.32182,167.3828
1048000000,109.33629,167.19325
1049000000,109.4828,167.11832
1050000000,109.64262,167.00894
1051000000,109.58092,166.71408
1052000000,109.57641,166.54762
1053000000,109.56126,166.40291
1054000000,109.57714,166.35681
1055000000,109.33824,165.94704
1056000000,109.66457,165.8472
1057000000,109.64011,165.72066
1058000000,109.55716,165.38368
1059000000,109.60122,165.29362
1060000000,109.50732,165.08177
1061000000,109.45634,164.86342
1062000000,109.67079,164.73895
1063000000,109.54296,164.38911
1064000000,109.06314,164.00192
1065000000,109.49523,164.17796
1066000000,109.59381,164.00429
1067000000,109.81808,163.76451
1068000000,109.62936,163.7085
1069000000,109.2202,163.10947
1070000000,109.44522,163.02863
1071000000,109.37212,162.90898
