!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 16:50:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,-134.16127,141.98138
1001000000,-134.51608,141.63503
1002000000,-135.5383,141.42351
1003000000,-134.65883,141.17484
1004000000,-135.15677,141.04568
1005000000,-135.55338,140.74557
1006000000,-135.56915,140.54239
1007000000,-135.71078,140.30411
1008000000,-136.19127,140.09459
1009000000,-136.21426,139.86655
1010000000,-136.37645,139.6292
1011000000,-136.78482,139.36314
1012000000,-137.16454,139.02351
1013000000,-137.85612,138.8744
1014000000,-137.13358,138.6226
1015000000,-137.5419,138.40253
1016000000,-137.69894,138.44568
1017000000,-137.6936,138.10306
1018000000,-138.10049,137.83353
1019000000,-138.01657,137.59378
1020000000,-138.2829,137.53926
1021000000,-138.94925,137.0804
1022000000,-139.31929,136.73134
1023000000,-139.23714,136.65688
1024000000,-139.54045,136.35228
1025000000,-139.6665,136.03792
1026000000,-139.9976,135.98767
1027000000,-139.85165,135.66238
1028000000,-140.30788,135.31467
1029000000,-140.17195,135.23729
1030000000,-140.3645,134.87411
1031000000,-141.05713,134.78162
1032000000,-140.89415,134.58461
1033000000,-140.97969,134.35953
1034000000,-141.37845,133.87517
1035000000,-142.14154,133.75436
1036000000,-141.79419,133.47168
1037000000,-142.00508,133.16112
1038000000,-142.60641,133.02385
1039000000,-142.42563,132.67502
1040000000,-142.94479,132.62865
1041000000,-142.98416,132.49113
1042000000,-142.61066,132.07376
1043000000,-143.50392,131.79686
1044000000,-143.44356,131.70996
1045000000,-144.03398,131.40639
1046000000,-144.07672,131.10585
1047000000,-144.59222,130.92784
1048000000,-145.00763,130.5397
1049000000,-144.73927,130.638
1050000000,-144.82082,130.04524
1051000000,-145.11165,130.02544
1052000000,-145.37801,129.86395
1053000000,-145.3262,129.51277
1054000000,-145.45686,129.25928
1055000000,-145.89766,129.18732
1056000000,-146.39853,128.60744
1057000000,-146.44469,128.5952
1058000000,-146.41588,128.34387
1059000000,-146.88911,127.85289
1060000000,-147.28024,128.02966
1061000000,-147.45181,127.8016
1062000000,-147.87022,127.21819
1063000000,-148.13829,127.07767
1064000000,-148.50476,126.90581
1065000000,-148.63753,126.75611
1066000000,-148.56769,126.49973
1067000000,-148.3828,126.22598
1068000000,-149.43079,126.03983
1069000000,-149.34001,125.82645
1070000000,-149.56764,125.57095
1071000000,-149.78436,125.35076
1072000000,-149.80948,125.08858
1073000000,-150.26135,124.92842
1074000000,-150.34155,124.60582
1075000000,-150.60776,124.18911
1076000000,-150.68083,124.20957
1077000000,-151.31194,123.7255
1078000000,-151.15535,123.63348
1079000000,-151.54036,123.20515
1080000000,-151.42134,122.91062
1081000000,-152.3008,122.90862
1082000000,-152.36964,122.70042
1083000000,-152.56496,122.24026
1084000000,-152.60376,122.1737
1085000000,-153.10953,121.89836
1086000000,-153.09818,121.85152
1087000000,-153.14854,121.29494
1088000000,-153.73163,121.28837
1089000000,-153.61433,121.03336
1090000000,-153.60484,120.89279
1091000000,-154.34457,120.72594
1092000000,-154.46672,120.25675
1093000000,-154.86089,120.05241
1094000000,-154.49385,119.72715
1095000000,-155.1978,119.54079
1096000000,-154.98415,119.28075
1097000000,-155.62126,119.0215
1098000000,-155.37793,118.81292
1099000000,-156.2296,118.59053
1100000000,-156.3351,118.4465
