!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 14:43:59
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,72.231026,177.08978
1001000000,72.306557,177.04395
1002000000,71.870766,176.73462
1003000000,71.68634,176.53337
1004000000,71.470078,176.33142
1005000000,71.219437,176.13741
1006000000,71.144356,176.04648
1007000000,70.880592,175.82104
1008000000,70.702194,175.6389
1009000000,70.346329,175.40771
1010000000,70.416786,175.24878
1011000000,69.684135,174.65048
1012000000,69.657913,174.66135
1013000000,69.737495,174.55716
1014000000,69.252457,174.32843
1015000000,69.353729,174.10294
1016000000,68.842133,173.91371
1017000000,68.560135,173.62105
1018000000,68.581161,173.56113
1019000000,68.289124,173.24603
1020000000,68.032166,173.12926
1021000000,67.782097,172.91034
1022000000,68.037643,172.77448
1023000000,67.470924,172.63594
1024000000,67.351021,172.45688
1025000000,67.086838,172.24452
1026000000,66.900047,172.00101
1027000000,66.713203,171.7117
1028000000,66.236259,171.50514
1029000000,66.277855,171.41641
1030000000,65.816994,171.14703
1031000000,65.681358,171.02258
1032000000,65.509453,170.79591
1033000000,65.342033,170.65688
1034000000,64.90657,170.31924
1035000000,64.857658,170.29482
1036000000,64.644699,169.98788
1037000000,64.365181,169.90738
1038000000,64.131638,169.64789
1039000000,64.068726,169.5106
1040000000,63.815811,169.19328
1041000000,63.498482,169.00652
1042000000,63.384541,168.90527
1043000000,62.623211,168.49179
1044000000,63.061623,168.44215
1045000000,62.559261,168.22154
1046000000,62.111328,168.04778
1047000000,62.186871,167.81416
1048000000,61.588493,167.52098
1049000000,61.666355,167.43997
1050000000,61.627747,167.28725
1051000000,61.39093,166.84343
1052000000,61.043034,166.72993
1053000000,60.36731,166.51196
1054000000,60.443043,166.51591
1055000000,60.455494,166.30356
1056000000,60.170517,165.98357
1057000000,59.675785,165.6806
1058000000,59.420616,165.46141
1059000000,59.244469,165.37553
1060000000,58.972122,165.23222
1061000000,58.53722,165.16525
1062000000,58.393166,164.76649
1063000000,58.435928,164.64662
1064000000,57.954792,164.40256
1065000000,57.537331,164.36234
1066000000,57.125435,164.0433
1067000000,56.889954,163.96678
1068000000,56.262108,163.75046
1069000000,56.517433,163.3344
1070000000,56.045273,163.28998
1071000000,55.64259,163.05438
1072000000,55.451809,162.87221
1073000000,54.801228,162.54617
1074000000,54.21949,162.51033
1075000000,54.124561,162.20847
1076000000,55.145367,162.12445
1077000000,53.600048,161.99037
1078000000,53.541218,161.67282
1079000000,53.496479,161.40501
1080000000,53.24527,161.19107
1081000000,52.408844,160.94217
1082000000,52.873047,160.66029
1083000000,51.863083,160.7086
1084000000,51.879829,160.41882
1085000000,51.006191,160.28212
1086000000,50.727982,160.0522
1087000000,50.757618,159.89302
1088000000,50.187088,159.5461
1089000000,49.098045,159.54802
1090000000,48.27594,159.22218
1091000000,48.171806,159.10008
1092000000,47.639713,158.84256
1093000000,47.287262,158.74236
1094000000,48.145565,158.54109
1095000000,46.037407,158.28033
1096000000,44.280239,158.11809
1097000000,45.022587,157.86748
1098000000,46.503708,157.49734
1099000000,41.584568,157.58241
1100000000,41.460148,157.2254
1101000000,39.636883,156.97244
1102000000,40.521278,156.91496
1103000000,38.411251,156.49486
1104000000,38.668648,156.41139
1105000000,34.224201,156.25089
1106000000,30.19698,156.15564
1107000000,31.817019,155.8923
1108000000,27.293354,155.67105
1109000000,21.74214,155.44568
1110000000,10.070963,155.10423
1111000000,-13.391639,155.03735
1112000000,-16.017929,154.73528
1113000000,-41.183861,154.66133
1114000000,-57.77985,154.30914
1115000000,-72.909378,154.31566
1116000000,-91.184547,153.93007
1117000000,-87.804466,153.67122
1118000000,-97.37088,153.87221
1119000000,-106.4356,153.41603
1120000000,-105.64546,153.2002
1121000000,-110.0815,152.89807
1122000000,-112.43464,152.67363
1123000000,-113.1795,152.7514
1124000000,-115.68739,152.46468
1125000000,-117.32214,152.18069
1126000000,-118.16898,151.981
1127000000,-119.65784,151.89679
1128000000,-119.82413,151.63574
1129000000,-120.08797,151.3477
1130000000,-122.32281,151.17696
1131000000,-120.70576,151.0497
1132000000,-124.20978,150.71976
1133000000,-122.64807,150.62436
1134000000,-124.08627,150.30342
1135000000,-123.80457,150.20256
1136000000,-125.1779,149.97917
1137000000,-127.05854,149.7645
1138000000,-126.40489,149.3927
1139000000,-128.66548,149.35829
1140000000,-126.70333,149.0708
1141000000,-129.46622,148.82979
1142000000,-126.42791,148.65852
1143000000,-129.21292,148.42972
1144000000,-129.60846,148.20647
1145000000,-128.73026,148.19173
1146000000,-130.24292,147.82379
1147000000,-129.39978,147.65063
1148000000,-130.81714,147.3233
1149000000,-131.18965,147.17508
1150000000,-130.46721,147.03827
1151000000,-131.22763,146.82323
1152000000,-132.31052,146.72572
1153000000,-132.24751,146.40002
1154000000,-131.64293,146.32434
1155000000,-133.0175,146.02208
1156000000,-132.12338,145.90294
1157000000,-132.28436,145.57993
1158000000,-133.45412,145.47311
1159000000,-133.95702,145.12393
1160000000,-133.12437,145.18178
1161000000,-133.06212,144.76299
1162000000,-134.3907,144.76724
1163000000,-134.19533,144.48187
1164000000,-134.10564,144.26132
1165000000,-134.86302,143.93471
1166000000,-134.55458,143.83206
1167000000,-135.03526,143.56358
1168000000,-135.79655,143.26421
1169000000,-136.08258,143.31946
1170000000,-136.08032,143.04959
1171000000,-136.28574,143.03905
1172000000,-136.76146,142.60048
1173000000,-136.68771,142.42584
1174000000,-137.40089,142.20052
1175000000,-137.17374,142.11293
1176000000,-137.26587,141.83701
1177000000,-137.10962,141.50221
1178000000,-137.58733,141.40387
1179000000,-138.13004,141.03505
1180000000,-138.09833,141.13387
1181000000,-138.2606,140.89926
1182000000,-139.40796,140.6468
1183000000,-138.39653,140.4958
1184000000,-139.6965,140.37918
1185000000,-139.95815,139.89003
1186000000,-140.05423,139.84915
1187000000,-140.59242,139.58461
1188000000,-140.4355,139.42705
1189000000,-140.12912,139.05992
1190000000,-140.79263,138.78838
1191000000,-140.90729,138.72083
1192000000,-141.19429,138.4726
1193000000,-141.03026,138.29796
1194000000,-141.48602,138.0959
1195000000,-141.05214,137.95538
1196000000,-142.00294,137.65329
1197000000,-142.64336,137.49527
1198000000,-142.52977,137.40964
1199000000,-142.46188,137.03835
1200000000,-143.05202,137.0363
1201000000,-142.93117,136.61398
1202000000,-143.13663,136.45329
1203000000,-143.09758,136.32446
1204000000,-143.76564,136.11819
1205000000,-143.87012,135.9006
1206000000,-144.17407,135.73933
1207000000,-144.64606,135.49867
1208000000,-144.2682,135.26222
1209000000,-145.3821,135.00153
1210000000,-144.77747,134.94061
1211000000,-145.39053,134.63791
1212000000,-145.7023,134.48456
1213000000,-145.46404,134.31506
1214000000,-145.94061,133.97902
1215000000,-145.63306,133.8943
1216000000,-146.05208,133.66202
1217000000,-146.5455,133.50694
1218000000,-146.94504,133.20343
1219000000,-147.21251,133.12192
1220000000,-147.24632,133.00179
1221000000,-147.27478,132.73024
1222000000,-147.92365,132.28679
1223000000,-147.85373,132.21434
1224000000,-148.62215,131.70761
1225000000,-148.80537,131.65413
1226000000,-148.29704,131.55508
1227000000,-148.59163,131.33096
1228000000,-149.14108,131.07623
1229000000,-149.13196,130.98045
1230000000,-149.00841,130.89818
1231000000,-149.50012,130.57054
1232000000,-150.19368,130.21111
