!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 13:47:40
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB)
1000000000,-22.803509,-0.22850521
1001000000,-22.74758,-0.21159458
1002000000,-22.773897,-0.23416458
1003000000,-22.779341,-0.26722243
1004000000,-22.888256,-0.21158122
1005000000,-22.771278,-0.24990745
1006000000,-22.767925,-0.24022648
1007000000,-22.783613,-0.22593313
1008000000,-22.869238,-0.23662265
1009000000,-22.84112,-0.22804247
1010000000,-22.838678,-0.22065961
1011000000,-22.856184,-0.23290648
1012000000,-22.84865,-0.25399768
1013000000,-22.922226,-0.23483425
1014000000,-22.87047,-0.23618947
1015000000,-22.799282,-0.22660445
1016000000,-22.83638,-0.23666351
1017000000,-22.875399,-0.23354213
1018000000,-22.91737,-0.20712222
1019000000,-22.827049,-0.21113214
1020000000,-22.916916,-0.2266289
1021000000,-22.930944,-0.21753922
1022000000,-22.826252,-0.23408298
1023000000,-22.90062,-0.22366479
1024000000,-22.973898,-0.26227623
1025000000,-23.031483,-0.24138632
1026000000,-22.951277,-0.26132849
1027000000,-23.046179,-0.24850796
1028000000,-22.926575,-0.25228772
1029000000,-23.003267,-0.23283358
1030000000,-23.013729,-0.22673142
1031000000,-22.924925,-0.23746842
1032000000,-23.039604,-0.24169427
1033000000,-23.001942,-0.21505064
1034000000,-23.076319,-0.23148189
1035000000,-23.029459,-0.26197809
1036000000,-23.056713,-0.24973737
1037000000,-23.100119,-0.22391334
1038000000,-23.015989,-0.20307425
1039000000,-23.060556,-0.23764537
1040000000,-23.057531,-0.24325545
1041000000,-23.062363,-0.22217008
1042000000,-23.038149,-0.24637374
1043000000,-23.087446,-0.2531133
1044000000,-22.987082,-0.24563213
1045000000,-23.107624,-0.25497159
1046000000,-23.1117,-0.23988745
1047000000,-23.106787,-0.22512725
1048000000,-23.11631,-0.27037665
1049000000,-23.13562,-0.24330217
1050000000,-23.111202,-0.26096642
1051000000,-23.126589,-0.24487825
1052000000,-23.127342,-0.2479102
1053000000,-23.189251,-0.26952589
1054000000,-23.202763,-0.24968539
1055000000,-23.197523,-0.23359622
1056000000,-23.245764,-0.25976416
1057000000,-23.199265,-0.23875223
1058000000,-23.175486,-0.25406736
1059000000,-23.224184,-0.24128491
1060000000,-23.275572,-0.25063801
1061000000,-23.310202,-0.28761664
1062000000,-23.236736,-0.28357649
1063000000,-23.276434,-0.23568414
1064000000,-23.278374,-0.2088937
1065000000,-23.265818,-0.28431851
1066000000,-23.261478,-0.2446336
1067000000,-23.314264,-0.25668159
1068000000,-23.346924,-0.26969194
1069000000,-23.343485,-0.23956124
1070000000,-23.275284,-0.21627481
1071000000,-23.305105,-0.25504705
1072000000,-23.293301,-0.27141422
1073000000,-23.383448,-0.24623278
1074000000,-23.367418,-0.25506383
1075000000,-23.394119,-0.2528578
1076000000,-23.348032,-0.25879002
1077000000,-23.372158,-0.24438134
1078000000,-23.435078,-0.24389897
1079000000,-23.37508,-0.24826057
1080000000,-23.339211,-0.25918269
1081000000,-23.407347,-0.26562476
1082000000,-23.368633,-0.25015992
1083000000,-23.409855,-0.27372566
1084000000,-23.388483,-0.24154568
1085000000,-23.481516,-0.26478547
1086000000,-23.440689,-0.2514759
1087000000,-23.46357,-0.23458631
1088000000,-23.501291,-0.21725154
1089000000,-23.484882,-0.24921602
1090000000,-23.456247,-0.25955549
1091000000,-23.526129,-0.26871419
1092000000,-23.532101,-0.2637437
1093000000,-23.53643,-0.27038431
1094000000,-23.504091,-0.22641146
1095000000,-23.611092,-0.24905407
1096000000,-23.636822,-0.24620956
1097000000,-23.612535,-0.27077317
1098000000,-23.578135,-0.26600504
1099000000,-23.643124,-0.26598924
1100000000,-23.640007,-0.25155303
1101000000,-23.701229,-0.25479516
1102000000,-23.700472,-0.26291052
1103000000,-23.685261,-0.24672753
1104000000,-23.687157,-0.25463858
1105000000,-23.745548,-0.23992638
1106000000,-23.77696,-0.2752642
1107000000,-23.737621,-0.25439104
1108000000,-23.769062,-0.25403276
1109000000,-23.738953,-0.23610272
1110000000,-23.787397,-0.22480614
1111000000,-23.813438,-0.26303282
1112000000,-23.816711,-0.24796817
1113000000,-23.824692,-0.24539873
1114000000,-23.81605,-0.29268894
1115000000,-23.894682,-0.27823216
1116000000,-23.917355,-0.2514984
1117000000,-23.921074,-0.259083
1118000000,-23.918751,-0.25136873
1119000000,-23.9009,-0.26065743
1120000000,-23.881203,-0.26185417
1121000000,-23.963678,-0.22550151
1122000000,-23.918583,-0.26944426
1123000000,-23.972469,-0.24956508
1124000000,-23.965504,-0.23852772
1125000000,-24.017328,-0.26748818
1126000000,-23.985544,-0.25390399
1127000000,-24.010679,-0.2588371
1128000000,-24.046789,-0.250741
1129000000,-24.057573,-0.23439038
1130000000,-24.061005,-0.27245465
1131000000,-24.090548,-0.24214439
1132000000,-24.073107,-0.24107035
1133000000,-24.151331,-0.25330243
1134000000,-24.152571,-0.26756752
1135000000,-24.159958,-0.25517362
1136000000,-24.225916,-0.26895282
1137000000,-24.154715,-0.28200758
1138000000,-24.208439,-0.25401327
1139000000,-24.212894,-0.24897113
1140000000,-24.268917,-0.26407957
1141000000,-24.282726,-0.25115746
1142000000,-24.287525,-0.26987487
1143000000,-24.332457,-0.26183531
1144000000,-24.290924,-0.24569739
1145000000,-24.338091,-0.2539081
1146000000,-24.328173,-0.21912068
1147000000,-24.39348,-0.21406664
1148000000,-24.383186,-0.28832418
1149000000,-24.447952,-0.22972995
