Time(s),S11 Log Mag(dB)
7.00E-09,-55.26273
7.00E-09,-55.656013
7.01E-09,-56.071461
7.01E-09,-56.510635
7.02E-09,-56.975235
7.02E-09,-57.467175
7.03E-09,-57.988556
7.03E-09,-58.541763
7.04E-09,-59.129494
7.04E-09,-59.754677
7.05E-09,-60.420544
7.05E-09,-61.130497
7.06E-09,-61.888069
7.06E-09,-62.696396
7.07E-09,-63.557701
7.07E-09,-64.471832
7.08E-09,-65.434029
7.08E-09,-66.430367
7.09E-09,-67.430969
7.09E-09,-68.380501
7.10E-09,-69.191582
7.10E-09,-69.753242
7.11E-09,-69.970093
7.11E-09,-69.817978
7.12E-09,-69.360016
7.12E-09,-68.705772
7.13E-09,-67.958145
7.13E-09,-67.189377
7.14E-09,-66.441978
7.14E-09,-65.737282
7.15E-09,-65.084435
7.15E-09,-64.485641
7.16E-09,-63.939964
7.16E-09,-63.444645
7.17E-09,-62.996433
7.17E-09,-62.591957
7.18E-09,-62.227901
7.18E-09,-61.901318
7.19E-09,-61.609512
7.19E-09,-61.349964
7.20E-09,-61.120544
7.20E-09,-60.919308
7.21E-09,-60.74456
7.21E-09,-60.594715
7.22E-09,-60.46841
7.22E-09,-60.364426
7.23E-09,-60.281631
7.23E-09,-60.219009
7.24E-09,-60.175606
7.24E-09,-60.150589
7.25E-09,-60.143166
7.25E-09,-60.152508
7.26E-09,-60.177856
7.26E-09,-60.218536
7.27E-09,-60.273754
7.27E-09,-60.342739
7.28E-09,-60.424755
7.28E-09,-60.518902
7.29E-09,-60.624329
7.29E-09,-60.739979
7.30E-09,-60.864773
7.30E-09,-60.997513
7.31E-09,-61.136803
7.31E-09,-61.281109
7.32E-09,-61.428734
7.32E-09,-61.577797
7.33E-09,-61.726189
7.33E-09,-61.871609
7.34E-09,-62.011597
7.34E-09,-62.143574
7.35E-09,-62.264805
7.35E-09,-62.372589
7.36E-09,-62.464245
7.36E-09,-62.537331
7.37E-09,-62.589657
7.37E-09,-62.619324
7.38E-09,-62.625111
7.38E-09,-62.606186
7.39E-09,-62.562443
7.39E-09,-62.49424
7.40E-09,-62.402664
7.40E-09,-62.289097
7.41E-09,-62.155518
7.41E-09,-62.003952
7.42E-09,-61.836784
7.42E-09,-61.656357
7.43E-09,-61.465
7.43E-09,-61.264935
7.44E-09,-61.058273
7.44E-09,-60.846973
7.45E-09,-60.632683
7.45E-09,-60.416904
7.46E-09,-60.200985
7.46E-09,-59.986031
7.47E-09,-59.772999
7.47E-09,-59.562641
7.48E-09,-59.355675
7.48E-09,-59.152603
7.49E-09,-58.953876
7.49E-09,-58.759811
7.50E-09,-58.570698
7.50E-09,-58.386726
7.51E-09,-58.208076
7.51E-09,-58.034859
7.52E-09,-57.867119
7.52E-09,-57.704975
7.53E-09,-57.54842
7.53E-09,-57.397461
7.54E-09,-57.252148
7.54E-09,-57.112434
7.55E-09,-56.978363
7.55E-09,-56.849861
7.56E-09,-56.726997
7.56E-09,-56.609703
7.57E-09,-56.497997
7.57E-09,-56.391853
7.58E-09,-56.291309
7.58E-09,-56.196346
7.59E-09,-56.106953
7.59E-09,-56.023159
7.60E-09,-55.944977
7.60E-09,-55.872429
7.61E-09,-55.80555
7.61E-09,-55.744312
7.62E-09,-55.688812
7.62E-09,-55.63905
7.63E-09,-55.595074
7.63E-09,-55.5569
7.64E-09,-55.524609
7.64E-09,-55.498199
7.65E-09,-55.477757
7.65E-09,-55.46331
7.66E-09,-55.454918
7.66E-09,-55.452602
7.67E-09,-55.456432
7.67E-09,-55.466461
7.68E-09,-55.482731
7.68E-09,-55.505302
7.69E-09,-55.534203
7.69E-09,-55.569485
7.70E-09,-55.611229
7.70E-09,-55.659412
7.71E-09,-55.714134
7.71E-09,-55.775398
7.72E-09,-55.843273
7.72E-09,-55.917774
7.73E-09,-55.99894
7.73E-09,-56.086777
7.74E-09,-56.181328
7.74E-09,-56.282593
7.75E-09,-56.390591
7.75E-09,-56.505322
7.76E-09,-56.626789
7.76E-09,-56.75494
7.77E-09,-56.889809
7.77E-09,-57.031288
7.78E-09,-57.179386
7.78E-09,-57.334015
7.79E-09,-57.495071
7.79E-09,-57.662495
7.80E-09,-57.836121
7.80E-09,-58.015812
7.81E-09,-58.201397
7.81E-09,-58.392643
7.82E-09,-58.58931
7.82E-09,-58.791107
7.83E-09,-58.9977
7.83E-09,-59.208652
7.84E-09,-59.423576
7.84E-09,-59.641914
7.85E-09,-59.863079
7.85E-09,-60.086399
7.86E-09,-60.311108
7.86E-09,-60.5364
7.87E-09,-60.761269
7.87E-09,-60.984715
7.88E-09,-61.205509
7.88E-09,-61.422489
7.89E-09,-61.634274
7.89E-09,-61.839394
7.90E-09,-62.036358
7.90E-09,-62.223633
7.91E-09,-62.399654
7.91E-09,-62.562794
7.92E-09,-62.711632
7.92E-09,-62.84478
7.93E-09,-62.960915
7.93E-09,-63.059093
7.94E-09,-63.138397
7.94E-09,-63.198349
7.95E-09,-63.238667
7.95E-09,-63.259407
7.96E-09,-63.260784
7.96E-09,-63.243626
7.97E-09,-63.208618
7.97E-09,-63.156895
7.98E-09,-63.08963
7.98E-09,-63.008221
7.99E-09,-62.914131
7.99E-09,-62.808674
8.00E-09,-62.69347
8.00E-09,-62.569901
8.01E-09,-62.439278
8.01E-09,-62.303017
8.02E-09,-62.162182
8.02E-09,-62.018089
8.03E-09,-61.87162
8.03E-09,-61.723858
8.04E-09,-61.57555
8.04E-09,-61.427605
8.05E-09,-61.280628
8.05E-09,-61.1353
8.06E-09,-60.992142
8.06E-09,-60.851723
8.07E-09,-60.7145
8.07E-09,-60.580818
8.08E-09,-60.451088
8.08E-09,-60.325691
8.09E-09,-60.204895
8.09E-09,-60.088913
8.10E-09,-59.978046
8.10E-09,-59.872543
8.11E-09,-59.772591
8.11E-09,-59.678329
8.12E-09,-59.589993
8.12E-09,-59.507736
8.13E-09,-59.431625
8.13E-09,-59.361908
8.14E-09,-59.298615
8.14E-09,-59.241936
8.15E-09,-59.191929
8.15E-09,-59.148735
8.16E-09,-59.112389
8.16E-09,-59.082996
8.17E-09,-59.060677
8.17E-09,-59.045422
8.18E-09,-59.037399
8.18E-09,-59.036587
8.19E-09,-59.043125
8.19E-09,-59.056988
8.20E-09,-59.078281
8.20E-09,-59.107002
8.21E-09,-59.143196
8.21E-09,-59.186913
8.22E-09,-59.238174
8.22E-09,-59.296974
8.23E-09,-59.363335
8.23E-09,-59.437286
8.24E-09,-59.518787
8.24E-09,-59.607864
8.25E-09,-59.704487
8.25E-09,-59.808601
8.26E-09,-59.920208
8.26E-09,-60.039261
8.27E-09,-60.165653
8.27E-09,-60.299381
8.28E-09,-60.440308
8.28E-09,-60.588352
8.29E-09,-60.743362
8.29E-09,-60.905193
8.30E-09,-61.073765
8.30E-09,-61.248821
8.31E-09,-61.430183
8.31E-09,-61.617622
8.32E-09,-61.81086
8.32E-09,-62.00964
8.33E-09,-62.213631
8.33E-09,-62.422493
8.34E-09,-62.635811
8.34E-09,-62.853184
8.35E-09,-63.074085
8.35E-09,-63.298126
8.36E-09,-63.524734
8.36E-09,-63.753235
8.37E-09,-63.983067
8.37E-09,-64.213593
8.38E-09,-64.444092
8.38E-09,-64.67382
8.39E-09,-64.90197
8.39E-09,-65.127823
8.40E-09,-65.350479
8.40E-09,-65.569016
8.41E-09,-65.782608
8.41E-09,-65.990471
8.42E-09,-66.191452
8.42E-09,-66.384796
8.43E-09,-66.569466
8.43E-09,-66.744652
8.44E-09,-66.909363
8.44E-09,-67.06266
8.45E-09,-67.203667
8.45E-09,-67.331543
8.46E-09,-67.445381
8.46E-09,-67.544334
8.47E-09,-67.627708
8.47E-09,-67.694801
8.48E-09,-67.745003
8.48E-09,-67.777748
8.49E-09,-67.792595
8.49E-09,-67.789467
8.50E-09,-67.768028
8.50E-09,-67.72834
8.51E-09,-67.670715
8.51E-09,-67.595406
8.52E-09,-67.503113
8.52E-09,-67.394409
8.53E-09,-67.270309
8.53E-09,-67.131836
8.54E-09,-66.979927
8.54E-09,-66.815979
8.55E-09,-66.641258
8.55E-09,-66.457016
8.56E-09,-66.264633
8.56E-09,-66.065331
8.57E-09,-65.860413
8.57E-09,-65.651154
8.58E-09,-65.438652
8.58E-09,-65.223938
8.59E-09,-65.008171
8.59E-09,-64.792114
8.60E-09,-64.576714
8.60E-09,-64.362625
8.61E-09,-64.150589
8.61E-09,-63.941158
8.62E-09,-63.734825
8.62E-09,-63.532051
8.63E-09,-63.333199
8.63E-09,-63.138557
8.64E-09,-62.948402
8.64E-09,-62.76289
8.65E-09,-62.582203
8.65E-09,-62.406452
8.66E-09,-62.235626
8.66E-09,-62.069813
8.67E-09,-61.908962
8.67E-09,-61.753075
8.68E-09,-61.601997
8.68E-09,-61.4557
8.69E-09,-61.314068
8.69E-09,-61.176899
8.70E-09,-61.04406
8.70E-09,-60.915375
8.71E-09,-60.790676
8.71E-09,-60.669724
8.72E-09,-60.552277
8.72E-09,-60.438179
8.73E-09,-60.327179
8.73E-09,-60.219032
8.74E-09,-60.113499
8.74E-09,-60.010372
8.75E-09,-59.909405
8.75E-09,-59.810375
8.76E-09,-59.713074
8.76E-09,-59.617279
8.77E-09,-59.522846
8.77E-09,-59.429512
8.78E-09,-59.337177
8.78E-09,-59.245693
8.79E-09,-59.154881
8.79E-09,-59.064686
8.80E-09,-58.974972
8.80E-09,-58.885727
8.81E-09,-58.796894
8.81E-09,-58.708397
8.82E-09,-58.6203
8.82E-09,-58.532639
8.83E-09,-58.4454
8.83E-09,-58.358696
8.84E-09,-58.272579
8.84E-09,-58.187199
8.85E-09,-58.102631
8.85E-09,-58.019016
8.86E-09,-57.936539
8.86E-09,-57.855339
8.87E-09,-57.775551
8.87E-09,-57.697376
8.88E-09,-57.621033
8.88E-09,-57.54668
8.89E-09,-57.474503
8.89E-09,-57.404675
8.90E-09,-57.337437
8.90E-09,-57.272976
8.91E-09,-57.211449
8.91E-09,-57.153072
8.92E-09,-57.09803
8.92E-09,-57.04652
8.93E-09,-56.998692
8.93E-09,-56.954731
8.94E-09,-56.914825
8.94E-09,-56.879154
8.95E-09,-56.847839
8.95E-09,-56.821056
8.96E-09,-56.798988
8.96E-09,-56.78178
8.97E-09,-56.769558
8.97E-09,-56.762489
8.98E-09,-56.760738
8.98E-09,-56.764439
8.99E-09,-56.773712
8.99E-09,-56.788742
9.00E-09,-56.809662
9.00E-09,-56.836643
9.01E-09,-56.869801
9.01E-09,-56.909332
9.02E-09,-56.955372
9.02E-09,-57.008091
9.03E-09,-57.067684
9.03E-09,-57.134319
9.04E-09,-57.208191
9.04E-09,-57.289494
9.05E-09,-57.378433
9.05E-09,-57.475277
9.06E-09,-57.58017
9.06E-09,-57.693401
9.07E-09,-57.815231
9.07E-09,-57.94593
9.08E-09,-58.085732
9.08E-09,-58.234936
9.09E-09,-58.393833
9.09E-09,-58.562706
9.10E-09,-58.74181
9.10E-09,-58.931358
9.11E-09,-59.131672
9.11E-09,-59.342823
9.12E-09,-59.564976
9.12E-09,-59.798054
9.13E-09,-60.041931
9.13E-09,-60.296242
9.14E-09,-60.56023
9.14E-09,-60.832886
9.15E-09,-61.112667
9.15E-09,-61.397305
9.16E-09,-61.683685
9.16E-09,-61.967632
9.17E-09,-62.243847
9.17E-09,-62.505337
9.18E-09,-62.743748
9.18E-09,-62.949284
9.19E-09,-63.111012
9.19E-09,-63.217796
9.20E-09,-63.259129
9.20E-09,-63.22662
9.21E-09,-63.115364
9.21E-09,-62.924477
9.22E-09,-62.657604
9.22E-09,-62.321953
9.23E-09,-61.927429
9.23E-09,-61.485054
9.24E-09,-61.006077
9.24E-09,-60.500771
9.25E-09,-59.978096
9.25E-09,-59.445545
9.26E-09,-58.909065
9.26E-09,-58.373257
9.27E-09,-57.841618
9.27E-09,-57.316708
9.28E-09,-56.800346
9.28E-09,-56.293755
9.29E-09,-55.797787
9.29E-09,-55.312939
9.30E-09,-54.839439
9.30E-09,-54.377377
9.31E-09,-53.926674
9.31E-09,-53.487213
9.32E-09,-53.058781
9.32E-09,-52.641155
9.33E-09,-52.234039
9.33E-09,-51.837173
9.34E-09,-51.450275
9.34E-09,-51.073048
9.35E-09,-50.705208
9.35E-09,-50.346508
9.36E-09,-49.996681
9.36E-09,-49.655453
9.37E-09,-49.322605
9.37E-09,-48.997917
9.38E-09,-48.68116
9.38E-09,-48.372139
9.39E-09,-48.07066
9.39E-09,-47.776558
9.40E-09,-47.489651
9.40E-09,-47.209785
9.41E-09,-46.936813
9.41E-09,-46.670609
9.42E-09,-46.411011
9.42E-09,-46.157925
9.43E-09,-45.911228
9.43E-09,-45.670803
9.44E-09,-45.436569
9.44E-09,-45.208431
9.45E-09,-44.986275
9.45E-09,-44.770054
9.46E-09,-44.559669
9.46E-09,-44.355064
9.47E-09,-44.156155
9.47E-09,-43.962894
9.48E-09,-43.775219
9.48E-09,-43.593079
9.49E-09,-43.41642
9.49E-09,-43.245197
9.50E-09,-43.079369
9.50E-09,-42.918892
9.51E-09,-42.763733
9.51E-09,-42.613857
9.52E-09,-42.469238
9.52E-09,-42.329842
9.53E-09,-42.195641
9.53E-09,-42.066616
9.54E-09,-41.942745
9.54E-09,-41.824009
9.55E-09,-41.710396
9.55E-09,-41.601883
9.56E-09,-41.498466
9.56E-09,-41.400127
9.57E-09,-41.306862
9.57E-09,-41.218666
9.58E-09,-41.135525
9.58E-09,-41.057446
9.59E-09,-40.984421
9.59E-09,-40.916451
9.60E-09,-40.853539
9.60E-09,-40.795685
9.61E-09,-40.742901
9.61E-09,-40.695183
9.62E-09,-40.652546
9.62E-09,-40.614998
9.63E-09,-40.582554
9.63E-09,-40.555214
9.64E-09,-40.533009
9.64E-09,-40.515942
9.65E-09,-40.504036
9.65E-09,-40.497303
9.66E-09,-40.49577
9.66E-09,-40.499451
9.67E-09,-40.508377
9.67E-09,-40.522572
9.68E-09,-40.542049
9.68E-09,-40.566849
9.69E-09,-40.597
9.69E-09,-40.632523
9.70E-09,-40.673458
9.70E-09,-40.719837
9.71E-09,-40.77169
9.71E-09,-40.829056
9.72E-09,-40.891975
9.72E-09,-40.96048
9.73E-09,-41.034615
9.73E-09,-41.114422
9.74E-09,-41.199936
9.74E-09,-41.29121
9.75E-09,-41.388279
9.75E-09,-41.491196
9.76E-09,-41.599998
9.76E-09,-41.714741
9.77E-09,-41.835461
9.77E-09,-41.962208
9.78E-09,-42.095028
9.78E-09,-42.233963
9.79E-09,-42.379047
9.79E-09,-42.530338
9.80E-09,-42.687855
9.80E-09,-42.851639
9.81E-09,-43.021713
9.81E-09,-43.198105
9.82E-09,-43.380825
9.82E-09,-43.569878
9.83E-09,-43.765255
9.83E-09,-43.966938
9.84E-09,-44.174885
9.84E-09,-44.389046
9.85E-09,-44.609329
9.85E-09,-44.83564
9.86E-09,-45.067837
9.86E-09,-45.305729
9.87E-09,-45.549114
9.87E-09,-45.797703
9.88E-09,-46.05117
9.88E-09,-46.309113
9.89E-09,-46.571045
9.89E-09,-46.836411
9.90E-09,-47.104546
9.90E-09,-47.374657
9.91E-09,-47.645855
9.91E-09,-47.917103
9.92E-09,-48.187229
9.92E-09,-48.454918
9.93E-09,-48.7187
9.93E-09,-48.976978
9.94E-09,-49.227997
9.94E-09,-49.469921
9.95E-09,-49.700844
9.95E-09,-49.918793
9.96E-09,-50.121853
9.96E-09,-50.308197
9.97E-09,-50.476124
9.97E-09,-50.624207
9.98E-09,-50.751286
9.98E-09,-50.856571
9.99E-09,-50.939697
9.99E-09,-51.000679
1.00E-08,-51.03997
1.00E-08,-51.058411
