"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='0'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1'"
1.168,-1.03723127786063,-5.18065915511908,-12.9546643160783,-2.41216867351292
1.169,-1.03867935548343,-5.19085876844637,-12.9392921395856,-2.40697861133964
1.17,-1.04012771364109,-5.20107091816396,-12.923960794177,-2.4018003556456
1.171,-1.04157632890105,-5.21129559888229,-12.9086702289521,-2.39663389250709
1.172,-1.04302517784279,-5.22153280515639,-12.8934203927884,-2.39147920798493
1.173,-1.0444742370591,-5.23178253148583,-12.8782112343434,-2.38633628812453
1.174,-1.04592348315736,-5.2420447723148,-12.8630427020553,-2.38120511895583
1.175,-1.04737289276085,-5.25231952203203,-12.847914744144,-2.37608568649328
1.176,-1.04882244250999,-5.26260677497087,-12.8328273086126,-2.37097797673579
1.177,-1.05027210906369,-5.27290652540924,-12.8177803432483,-2.36588197566677
1.178,-1.05172186910059,-5.28321876756966,-12.8027737956239,-2.36079766925403
1.179,-1.05317169932039,-5.29354349561925,-12.7878076130984,-2.35572504344985
1.18,-1.05462157644511,-5.30388070366972,-12.772881742819,-2.35066408419084
1.181,-1.05607147722044,-5.31423038577743,-12.7579961317214,-2.34561477739803
1.182,-1.05752137841699,-5.32459253594329,-12.7431507265318,-2.34057710897681
1.183,-1.05897125683159,-5.3349671481129,-12.7283454737676,-2.33555106481693
1.184,-1.06042108928863,-5.34535421617646,-12.7135803197388,-2.33053663079243
1.185,-1.06187085264133,-5.35575373396882,-12.6988552105493,-2.32553379276172
1.186,-1.06332052377302,-5.36616569526945,-12.6841700920978,-2.32054253656747
1.187,-1.0647700795985,-5.37659009380252,-12.6695249100795,-2.31556284803674
1.188,-1.06621949706527,-5.38702692323685,-12.654919609987,-2.31059471298073
1.189,-1.06766875315488,-5.39747617718591,-12.6403541371117,-2.30563811719507
1.19,-1.0691178248842,-5.40793784920789,-12.625828436545,-2.30069304645955
1.191,-1.07056668930673,-5.41841193280568,-12.6113424531797,-2.2957594865383
1.192,-1.07201532351389,-5.42889842142686,-12.5968961317109,-2.29083742317967
1.193,-1.07346370463632,-5.43939730846375,-12.5824894166378,-2.2859268421163
1.194,-1.07491180984515,-5.44990858725339,-12.5681222522644,-2.28102772906506
1.195,-1.07635961635333,-5.46043225107758,-12.5537945827014,-2.27614006972709
1.196,-1.07780710141687,-5.47096829316286,-12.539506351867,-2.27126384978779
1.197,-1.07925424233617,-5.48151670668059,-12.5252575034883,-2.26639905491682
1.198,-1.08070101645727,-5.49207748474686,-12.5110479811029,-2.26154567076807
1.199,-1.08214740117314,-5.50265062042261,-12.4968777280597,-2.25670368297973
1.2,-1.08359337392495,-5.51323610671359,-12.4827466875208,-2.25187307717424
1.201,-1.08503891220337,-5.52383393657037,-12.4686548024621,-2.24705383895832
1.202,-1.08648399354979,-5.53444410288839,-12.4546020156754,-2.24224595392297
1.203,-1.08792859555762,-5.54506659850794,-12.4405882697692,-2.23744940764348
1.204,-1.08937269587355,-5.55570141621422,-12.42661350717,-2.23266418567944
1.205,-1.09081627219876,-5.56634854873733,-12.4126776701241,-2.22789027357475
1.206,-1.09225930229025,-5.57700798875225,-12.3987807006984,-2.22312765685764
1.207,-1.093701763962,-5.58767972887897,-12.3849225407821,-2.21837632104064
1.208,-1.09514363508627,-5.59836376168238,-12.3711031320878,-2.2136362516207
1.209,-1.0965848935948,-5.60906007967237,-12.3573224161532,-2.20890743407903
1.21,-1.09802551748005,-5.61976867530386,-12.3435803343419,-2.20418985388133
1.211,-1.09946548479642,-5.63048954097671,-12.3298768278454,-2.19948349647761
1.212,-1.10090477366147,-5.64122266903591,-12.3162118376838,-2.19478834730235
1.213,-1.10234336225712,-5.65196805177146,-12.3025853047078,-2.19010439177444
1.214,-1.10378122883084,-5.66272568141844,-12.2889971695996,-2.18543161529722
1.215,-1.10521835169689,-5.67349555015704,-12.2754473728743,-2.18077000325854
1.216,-1.10665470923743,-5.68427765011259,-12.2619358548816,-2.17611954103071
1.217,-1.10809027990378,-5.69507197335557,-12.248462555807,-2.17148021397057
1.218,-1.10952504221753,-5.70587851190161,-12.2350274156728,-2.16685200741956
1.219,-1.11095897477174,-5.71669725771155,-12.2216303743403,-2.1622349067036
1.22,-1.11239205623204,-5.72752820269146,-12.2082713715102,-2.1576288971333
1.221,-1.11382426533786,-5.73837133869263,-12.1949503467248,-2.15303396400385
1.222,-1.11525558090349,-5.74922665751164,-12.181667239369,-2.14845009259512
1.223,-1.11668598181922,-5.76009415089036,-12.1684219886716,-2.14387726817164
1.224,-1.1181154470525,-5.77097381051598,-12.1552145337071,-2.1393154759827
1.225,-1.119543955649,-5.78186562802103,-12.1420448133966,-2.13476470126231
1.226,-1.12097148673372,-5.79276959498341,-12.1289127665094,-2.13022492922928
1.227,-1.12239801951208,-5.80368570292643,-12.1158183316646,-2.12569614508724
1.228,-1.12382353327099,-5.81461394331881,-12.1027614473322,-2.12117833402464
1.229,-1.12524800737994,-5.82555430757475,-12.0897420518346,-2.11667148121486
1.23,-1.12667142129199,-5.83650678705391,-12.0767600833478,-2.11217557181621
1.231,-1.12809375454491,-5.84747137306147,-12.0638154799034,-2.10769059097193
1.232,-1.12951498676209,-5.85844805684812,-12.0509081793893,-2.10321652381028
1.233,-1.1309350976537,-5.86943682961017,-12.0380381195514,-2.09875335544459
1.234,-1.13235406701756,-5.88043768248947,-12.0252052379951,-2.09430107097324
1.235,-1.13377187474022,-5.89145060657354,-12.0124094721865,-2.08985965547974
1.236,-1.13518850079794,-5.90247559289551,-11.9996507594539,-2.0854290940328
1.237,-1.13660392525761,-5.91351263243425,-11.9869290369893,-2.08100937168631
1.238,-1.13801812827775,-5.92456171611431,-11.9742442418495,-2.07660047347945
1.239,-1.13943109010946,-5.93562283480598,-11.961596310958,-2.07220238443668
1.24,-1.1408427910973,-5.94669597932535,-11.9489851811057,-2.06781508956783
1.241,-1.14225321168026,-5.95778114043432,-11.9364107889531,-2.06343857386812
1.242,-1.14366233239266,-5.96887830884061,-11.9238730710311,-2.05907282231821
1.243,-1.14507013386501,-5.97998747519784,-11.9113719637425,-2.05471781988427
1.244,-1.14647659682489,-5.99110863010552,-11.8989074033639,-2.05037355151804
1.245,-1.14788170209785,-6.0022417641091,-11.8864793260463,-2.0460400021568
1.246,-1.14928543060822,-6.0133868677,-11.8740876678171,-2.04171715672355
1.247,-1.15068776337996,-6.02454393131566,-11.8617323645813,-2.03740500012694
1.248,-1.15208868153748,-6.03571294533955,-11.8494133521231,-2.03310351726141
1.249,-1.15348816630643,-6.04689390010121,-11.8371305661067,-2.0288126930072
1.25,-1.15488619901451,-6.05808678587628,-11.8248839420785,-2.02453251223045
1.251,-1.15628276109221,-6.06929159288654,-11.8126734154679,-2.02026295978316
1.252,-1.15767783407362,-6.08050831129999,-11.800498921589,-2.01600402050339
1.253,-1.15907139959712,-6.09173693123078,-11.7883603956419,-2.0117556792152
1.254,-1.16046343940616,-6.10297744273934,-11.7762577727141,-2.00751792072875
1.255,-1.16185393534991,-6.11422983583239,-11.7641909877819,-2.00329072984039
1.256,-1.16324286938401,-6.12549410046294,-11.7521599757118,-1.99907409133265
1.257,-1.16463022357124,-6.13677022653038,-11.7401646712617,-1.99486798997439
1.258,-1.16601598008213,-6.14805820388048,-11.7282050090827,-1.99067241052079
1.259,-1.16740012119572,-6.15935802230541,-11.7162809237202,-1.98648733771344
1.26,-1.16878262930006,-6.17066967154386,-11.7043923496153,-1.98231275628042
1.261,-1.17016348689293,-6.18199314128099,-11.6925392211062,-1.97814865093635
1.262,-1.17154267658238,-6.19332842114849,-11.6807214724296,-1.97399500638241
1.263,-1.17292018108734,-6.20467550072462,-11.6689390377222,-1.96985180730656
1.264,-1.17429598323816,-6.21603436953429,-11.6571918510218,-1.96571903838334
1.265,-1.1756700659772,-6.22740501704904,-11.6454798462689,-1.96159668427423
1.266,-1.17704241235933,-6.23878743268708,-11.6338029573081,-1.95748472962756
1.267,-1.17841300555243,-6.25018160581337,-11.6221611178892,-1.95338315907858
1.268,-1.17978182883795,-6.26158752573965,-11.610554261669,-1.94929195724955
1.269,-1.18114886561132,-6.27300518172443,-11.5989823222121,-1.94521110874983
1.27,-1.18251409938247,-6.28443456297307,-11.587445232993,-1.94114059817599
1.271,-1.18387751377624,-6.29587565863786,-11.5759429273965,-1.93708041011174
1.272,-1.18523909253284,-6.30732845781795,-11.5644753387201,-1.93303052912817
1.273,-1.18659881950824,-6.31879294955949,-11.5530424001746,-1.92899093978374
1.274,-1.18795667867459,-6.3302691228556,-11.5416440448857,-1.92496162662434
1.275,-1.18931265412057,-6.34175696664648,-11.5302802058956,-1.9209425741834
1.276,-1.19066673005177,-6.35325646981938,-11.5189508161637,-1.91693376698197
1.277,-1.19201889079104,-6.3647676212087,-11.5076558085688,-1.91293518952877
1.278,-1.1933691207788,-6.37629040959596,-11.4963951159097,-1.90894682632032
1.279,-1.19471740457338,-6.38782482370994,-11.485168670907,-1.90496866184094
1.28,-1.19606372685128,-6.3993708522266,-11.473976406204,-1.90100068056288
1.281,-1.19740807240746,-6.41092848376923,-11.4628182543686,-1.89704286694642
1.282,-1.1987504261556,-6.42249770690842,-11.4516941478942,-1.89309520543987
1.283,-1.20009077312837,-6.43407851016214,-11.4406040192011,-1.88915768047976
1.284,-1.2014290984776,-6.44567088199577,-11.429547800638,-1.88523027649081
1.285,-1.20276538747452,-6.45727481082212,-11.4185254244831,-1.88131297788613
1.286,-1.20409962550997,-6.46889028500148,-11.4075368229456,-1.87740576906719
1.287,-1.20543179809453,-6.48051729284171,-11.3965819281667,-1.87350863442396
1.288,-1.20676189085871,-6.49215582259822,-11.3856606722214,-1.86962155833503
1.289,-1.20808988955311,-6.50380586247402,-11.3747729871193,-1.86574452516761
1.29,-1.20941578004848,-6.51546740061983,-11.3639188048064,-1.86187751927768
1.291,-1.21073954833588,-6.527140425134,-11.3530980571657,-1.85802052501005
1.292,-1.21206118052678,-6.53882492406263,-11.3423106760194,-1.85417352669846
1.293,-1.21338066285309,-6.55052088539966,-11.3315565931293,-1.85033650866567
1.294,-1.21469798166725,-6.5622282970868,-11.3208357401988,-1.84650945522352
1.295,-1.21601312344227,-6.57394714701363,-11.3101480488735,-1.84269235067306
1.296,-1.21732607477175,-6.58567742301767,-11.2994934507433,-1.8388851793046
1.297,-1.21863682236989,-6.59741911288437,-11.2888718773428,-1.83508792539786
1.298,-1.21994535307151,-6.60917220434715,-11.2782832601533,-1.83130057322193
1.299,-1.22125165383198,-6.62093668508753,-11.2677275306034,-1.82752310703556
1.3,-1.22255571172723,-6.63271254273504,-11.257204620071,-1.82375551108707
1.301,-1.22385751395368,-6.64449976486737,-11.2467144598838,-1.81999776961454
1.302,-1.22515704782817,-6.65629833901036,-11.2362569813211,-1.81624986684588
1.303,-1.22645430078788,-6.66810825263806,-11.2258321156148,-1.8125117869989
1.304,-1.22774926039025,-6.67992949317278,-11.2154397939508,-1.80878351428145
1.305,-1.22904191431283,-6.6917620479851,-11.2050799474699,-1.80506503289149
1.306,-1.23033225035319,-6.70360590439395,-11.1947525072695,-1.80135632701717
1.307,-1.23162025642877,-6.71546104966663,-11.1844574044043,-1.79765738083696
1.308,-1.23290592057669,-6.72732747101886,-11.1741945698882,-1.79396817851969
1.309,-1.23418923095364,-6.73920515561483,-11.1639639346948,-1.79028870422474
1.31,-1.23547017583565,-6.75109409056723,-11.1537654297591,-1.78661894210202
1.311,-1.23674874361791,-6.76299426293728,-11.1435989859785,-1.78295887629219
1.312,-1.23802492281455,-6.77490565973482,-11.133464534214,-1.77930849092664
1.313,-1.23929870205842,-6.78682826791832,-11.1233620052915,-1.77566777012768
1.314,-1.24057007010085,-6.79876207439489,-11.113291330003,-1.77203669800861
1.315,-1.2418390158114,-6.81070706602043,-11.1032524391077,-1.76841525867378
1.316,-1.24310552817761,-6.82266322959951,-11.0932452633333,-1.76480343621877
1.317,-1.24436959630466,-6.83463055188558,-11.0832697333768,-1.76120121473039
1.318,-1.24563120941519,-6.84660901958089,-11.0733257799062,-1.75760857828689
1.319,-1.24689035684888,-6.8585986193366,-11.0634133335616,-1.75402551095797
1.32,-1.24814702806219,-6.8705993377528,-11.0535323249558,-1.75045199680496
1.321,-1.24940121262809,-6.88261116137855,-11.0436826846762,-1.74688801988083
1.322,-1.25065290023559,-6.89463407671192,-11.0338643432855,-1.74333356423038
1.323,-1.2519020806895,-6.90666807020003,-11.0240772313229,-1.7397886138903
1.324,-1.25314874391005,-6.91871312823913,-11.0143212793054,-1.73625315288928
1.325,-1.25439287993244,-6.9307692371746,-11.0045964177287,-1.73272716524812
1.326,-1.25563447890659,-6.94283638330099,-10.9949025770688,-1.72921063497982
1.327,-1.2568735310966,-6.95491455286209,-10.9852396877824,-1.72570354608972
1.328,-1.25811002688046,-6.96700373205093,-10.9756076803087,-1.72220588257555
1.329,-1.2593439567496,-6.97910390700989,-10.9660064850702,-1.71871762842761
1.33,-1.26057531130842,-6.99121506383069,-10.9564360324738,-1.71523876762875
1.331,-1.26180408127391,-7.00333718855442,-10.9468962529119,-1.71176928415466
1.332,-1.26303025747521,-7.01547026717164,-10.9373870767638,-1.70830916197381
1.333,-1.2642538308531,-7.02761428562233,-10.9279084343963,-1.70485838504764
1.334,-1.26547479245958,-7.03976922979604,-10.9184602561651,-1.70141693733065
1.335,-1.26669313345742,-7.05193508553184,-10.9090424724161,-1.69798480277052
1.336,-1.26790884511961,-7.06411183861844,-10.8996550134858,-1.69456196530819
1.337,-1.26912191882894,-7.07629947479414,-10.890297809703,-1.69114840887801
1.338,-1.27033234607745,-7.08849797974694,-10.8809707913898,-1.68774411740781
1.339,-1.27154011846598,-7.10070733911459,-10.8716738888622,-1.68434907481899
1.34,-1.2727452277036,-7.11292753848452,-10.8624070324318,-1.68096326502673
1.341,-1.27394766560714,-7.12515856339403,-10.8531701524062,-1.67758667193997
1.342,-1.27514742410062,-7.13740039933027,-10.8439631790905,-1.67421927946167
1.343,-1.27634449521475,-7.14965303173017,-10.8347860427885,-1.67086107148873
