"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-46.5947430184859,-0.0202101733966625
1.001,-46.6219192648617,-0.0202443851944381
1.002,-46.6490952125314,-0.0202784193945028
1.003,-46.6762705743102,-0.0203122766192405
1.004,-46.7034450586669,-0.0203459574891958
1.005,-46.7306183696805,-0.0203794626230741
1.006,-46.7577902069959,-0.0204127926377491
1.007,-46.7849602657796,-0.0204459481482529
1.008,-46.812128236675,-0.0204789297678076
1.009,-46.8392938057581,-0.0205117381078304
1.01,-46.8664566544928,-0.0205443737778914
1.011,-46.8936164596855,-0.0205768373857573
1.012,-46.9207728934406,-0.0206091295374202
1.013,-46.9479256231152,-0.0206412508370361
1.014,-46.9750743112735,-0.0206732018869748
1.015,-47.002218615642,-0.0207049832878364
1.016,-47.0293581890634,-0.0207365956384045
1.017,-47.0564926794517,-0.0207680395356851
1.018,-47.0836217297462,-0.0207993155749239
1.019,-47.1107449778658,-0.0208304243495787
1.02,-47.1378620566639,-0.0208613664513359
1.021,-47.1649725938817,-0.0208921424701312
1.022,-47.1920762121033,-0.0209227529941181
1.023,-47.2191725287094,-0.0209531986097309
1.024,-47.246261155832,-0.0209834799016131
1.025,-47.2733417003084,-0.0210135974526855
1.026,-47.3004137636353,-0.0210435518441251
1.027,-47.3274769419239,-0.0210733436553697
1.028,-47.3545308258535,-0.0211029734641139
1.029,-47.3815750006265,-0.0211324418463437
1.03,-47.408609045923,-0.021161749376295
1.031,-47.4356325358556,-0.0211908966265111
1.032,-47.4626450389238,-0.0212198841678005
1.033,-47.4896461179696,-0.0212487125692703
1.034,-47.5166353301325,-0.0212773823983279
1.035,-47.5436122268049,-0.0213058942206657
1.036,-47.5705763535874,-0.0213342486002782
1.037,-47.5975272502454,-0.0213624460994821
1.038,-47.6244644506642,-0.0213904872788913
1.039,-47.6513874828062,-0.0214183726974541
1.04,-47.6782958686672,-0.0214461029124023
1.041,-47.7051891242331,-0.0214736784793279
1.042,-47.7320667594377,-0.0215010999521399
1.043,-47.7589282781202,-0.0215283678830841
1.044,-47.7857731779831,-0.0215554828227366
1.045,-47.8126009505507,-0.0215824453200199
1.046,-47.8394110811281,-0.021609255922195
1.047,-47.8662030487605,-0.0216359151749038
1.048,-47.8929763261932,-0.0216624236220967
1.049,-47.9197303798314,-0.0216887818061212
