"Freq [GHz]","im(Z(1,1)) []"
1.963,-1792.80954138586
1.964,-1791.57049591427
1.965,-1790.33280043811
1.966,-1789.09645281692
1.967,-1787.8614512128
1.968,-1786.627792405
1.969,-1785.39547256659
1.97,-1784.16449757403
1.971,-1782.93485683761
1.972,-1781.70655098883
1.973,-1780.47958567878
1.974,-1779.25394525629
1.975,-1778.0296216406
1.976,-1776.80663405395
1.977,-1775.58497071456
1.978,-1774.36462835781
1.979,-1773.14560809753
1.98,-1771.9279073984
1.981,-1770.71151516763
1.982,-1769.4964402428
1.983,-1768.28267950695
1.984,-1767.07022944631
1.985,-1765.85907874414
1.986,-1764.64923811038
1.987,-1763.44069969023
1.988,-1762.23346207145
1.989,-1761.0275207304
1.99,-1759.82288301623
1.991,-1758.6195330284
1.992,-1757.41747580851
1.993,-1756.21671243048
1.994,-1755.01723538123
1.995,-1753.81904442401
1.996,-1752.62213746196
1.997,-1751.42652021441
1.998,-1750.232167036
1.999,-1749.0390926402
2,-1747.84730530653
2.001,-1746.65678208274
2.002,-1745.46754182666
2.003,-1744.27956409315
2.004,-1743.09285016672
2.005,-1741.90740143525
2.006,-1740.72322621413
2.007,-1739.54030514387
2.008,-1738.35864301473
2.009,-1737.17823777833
2.01,-1735.99908547664
2.011,-1734.82118989947
2.012,-1733.64454306759
2.013,-1732.46914490385
2.014,-1731.29499336466
2.015,-1730.12208640112
2.016,-1728.95042197683
2.017,-1727.77999802829
2.018,-1726.61081247952
2.019,-1725.44286334271
2.02,-1724.27614859821
2.021,-1723.11066616614
2.022,-1721.94641401043
2.023,-1720.78339018695
2.024,-1719.62159250087
2.025,-1718.4610191632
2.026,-1717.30165931413
2.027,-1716.14353696114
2.028,-1714.98662414549
2.029,-1713.83092748199
2.03,-1712.6764449998
2.031,-1711.52317465934
2.032,-1710.37112731602
2.033,-1709.22026245154
2.034,-1708.07061658995
2.035,-1706.92217737862
2.036,-1705.77493220957
2.037,-1704.62889470159
2.038,-1703.48405504562
2.039,-1702.3404055948
2.04,-1701.1979520058
2.041,-1700.05669746063
2.042,-1698.91663507206
2.043,-1697.77775389112
2.044,-1696.64005800462
2.045,-1695.50355134986
2.046,-1694.36821963092
2.047,-1693.23407139044
2.048,-1692.10111398289
2.049,-1690.96932261236
2.05,-1689.83870690295
2.051,-1688.70926398594
2.052,-1687.58099189882
2.053,-1686.45388661932
2.054,-1685.32794750298
2.055,-1684.20318147478
2.056,-1683.07957353409
2.057,-1681.95712679858
2.058,-1680.83583703411
2.059,-1679.71570951013
2.06,-1678.59673508893
2.061,-1677.47891062004
2.062,-1676.3622452113
2.063,-1675.24672600743
2.064,-1674.13235876258
2.065,-1673.01912777276
2.066,-1671.9070485263
2.067,-1670.79610438241
2.068,-1669.68631160535
2.069,-1668.57765196222
2.07,-1667.47012902805
2.071,-1666.36373469155
