Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB),S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
1739000000,-15.73965677,-3.2008913,-16.137829,-3.2268066,-16.029604,-16.816357,87.224899,-161.46349,-23.545044,-161.65173,-230.44176,-27.297878
1740000000,-15.74503828,-3.2292585,-16.16272,-3.2353473,-16.076561,-16.81369,87.598587,-161.64935,-23.484701,-161.71083,-230.57526,-27.267675
1741000000,-15.75041167,-3.2409298,-16.141096,-3.2234526,-16.093798,-16.816484,87.557457,-161.86699,-23.435793,-161.8441,-230.69447,-27.23736
1742000000,-15.75577688,-3.2241836,-16.143135,-3.2570753,-16.117022,-16.808945,87.397568,-161.77335,-23.561966,-161.97383,-230.81403,-27.21501
1743000000,-15.76113382,-3.2244012,-16.139599,-3.2459812,-16.104706,-16.781879,87.342545,-161.95872,-23.748646,-162.20573,-230.93837,-27.592968
1744000000,-15.76648243,-3.2110729,-16.136297,-3.2217104,-16.11315,-16.797096,87.415855,-161.89944,-23.712687,-162.08379,-230.9937,-27.561304
1745000000,-15.77182264,-3.2098279,-16.129606,-3.2250159,-16.124796,-16.783381,87.979492,-162.23341,-23.864157,-162.2253,-231.22769,-27.791101
1746000000,-15.77715436,-3.2265143,-16.137644,-3.2410319,-16.151899,-16.808344,87.754875,-162.17233,-23.524902,-162.30789,-231.28444,-27.508518
1747000000,-15.78247752,-3.2350643,-16.094213,-3.2520599,-16.145638,-16.746958,87.449097,-162.29895,-23.858149,-162.52635,-231.30756,-27.914074
1748000000,-15.78779205,-3.2448812,-16.134003,-3.2630506,-16.215668,-16.767368,88.367607,-162.44061,-24.002289,-162.58408,-231.43675,-27.915501
1749000000,-15.79309787,-3.247571,-16.114822,-3.2432151,-16.197632,-16.787119,87.633507,-162.3159,-23.936953,-162.64073,-231.50104,-27.822792
1750000000,-15.79839491,-3.2281313,-16.091869,-3.2271454,-16.157385,-16.742601,87.849823,-162.66838,-24.127996,-162.73058,-231.78537,-28.135332
1751000000,-15.80368309,-3.225271,-16.087643,-3.2229311,-16.213501,-16.740122,88.080643,-162.69098,-24.158127,-163.02278,-231.9623,-28.147482
1752000000,-15.80896234,-3.1973133,-16.104961,-3.2324154,-16.205217,-16.765907,88.249756,-162.88979,-24.179642,-162.89308,-232.12633,-28.130047
1753000000,-15.81423258,-3.2170885,-16.135525,-3.2316988,-16.221598,-16.776766,88.55146,-162.7433,-24.170666,-163.01945,-232.03598,-28.236565
1754000000,-15.81949374,-3.231667,-16.081486,-3.2234976,-16.242861,-16.727283,87.744385,-162.86591,-24.160788,-163.25247,-232.00787,-28.158743
1755000000,-15.82474573,-3.2255991,-16.081923,-3.2453518,-16.271496,-16.70998,87.773689,-163.06064,-24.304596,-163.4021,-232.21231,-28.322666
1756000000,-15.82998848,-3.2432652,-16.080276,-3.2538571,-16.286364,-16.734329,88.947716,-163.0829,-24.452576,-163.32785,-232.42213,-28.348022
1757000000,-15.83522193,-3.2212448,-16.053791,-3.2299678,-16.27199,-16.697308,88.548531,-163.46385,-24.646484,-163.56935,-232.7007,-28.605955
1758000000,-15.84044598,-3.2142799,-16.064758,-3.2166853,-16.290876,-16.726904,88.423698,-163.31186,-24.635399,-163.57425,-232.5672,-28.594725
1759000000,-15.84566056,-3.2387729,-16.074106,-3.2396812,-16.309343,-16.710379,88.484108,-163.51366,-24.632908,-163.63718,-232.858,-28.659895
1760000000,-15.8508656,-3.2052622,-16.051653,-3.2403283,-16.323959,-16.679699,88.012672,-163.4984,-24.681284,-163.69038,-232.78181,-28.70052
1761000000,-15.85606101,-3.2329304,-16.062632,-3.2340448,-16.32745,-16.687292,88.255135,-163.62216,-24.715696,-163.75085,-232.90659,-28.767626
1762000000,-15.86124673,-3.2030816,-16.046469,-3.2241247,-16.323391,-16.696592,88.789658,-163.73589,-24.724283,-163.92812,-232.96202,-28.84864
1763000000,-15.86642267,-3.2361276,-16.067574,-3.2418284,-16.392071,-16.690077,88.826683,-163.75323,-24.720451,-163.98212,-233.06543,-28.797686
1764000000,-15.87158875,-3.1923409,-16.056374,-3.2270555,-16.383358,-16.691862,88.844421,-163.98076,-24.769033,-164.14458,-233.27405,-28.824686
1765000000,-15.8767449,-3.2283885,-16.044609,-3.2210965,-16.372383,-16.662001,89.107056,-164.1805,-24.964354,-164.2827,-233.32303,-29.043846
1766000000,-15.88189104,-3.2390139,-16.036917,-3.2396162,-16.42177,-16.676664,89.160484,-164.19078,-25.049177,-164.35405,-233.3165,-29.133226
1767000000,-15.88702709,-3.2187936,-16.029781,-3.2292545,-16.406164,-16.659571,89.290939,-164.13284,-25.051918,-164.43954,-233.54753,-29.261992
1768000000,-15.89215297,-3.2026043,-16.03149,-3.2042344,-16.413248,-16.651688,89.896805,-164.36157,-25.169437,-164.52408,-233.61731,-29.197334
1769000000,-15.89726861,-3.2053127,-16.018698,-3.2111738,-16.417192,-16.634224,89.023132,-164.33223,-25.117523,-164.43753,-233.54771,-29.167664
1770000000,-15.90237392,-3.221355,-16.02858,-3.2330701,-16.442223,-16.644329,88.955505,-164.50414,-25.153433,-164.68916,-233.88486,-29.202635
1771000000,-15.90746882,-3.2048063,-16.012024,-3.2387702,-16.478827,-16.625488,88.703079,-164.41917,-25.290207,-164.79434,-234.03171,-29.383255
1772000000,-15.91255324,-3.2011151,-16.007078,-3.1844118,-16.445644,-16.626484,89.603645,-164.78351,-25.460651,-164.96068,-234.14796,-29.522779
1773000000,-15.9176271,-3.1962755,-16.028212,-3.1895547,-16.446835,-16.632553,90.239914,-164.76605,-25.560411,-164.90825,-234.07573,-29.674402
1774000000,-15.92269032,-3.223736,-16.018696,-3.2435968,-16.504923,-16.619745,89.778961,-164.89906,-25.425629,-165.05222,-234.20303,-29.557436
1775000000,-15.92774282,-3.2192438,-16.009861,-3.2217429,-16.50491,-16.619955,89.96302,-164.88365,-25.309517,-165.04416,-234.38579,-29.503567
1776000000,-15.93278451,-3.2108319,-16.002682,-3.216943,-16.523371,-16.614208,90.011986,-164.99435,-25.396757,-165.37172,-234.51662,-29.664274
1777000000,-15.93781532,-3.21696,-15.964666,-3.2366817,-16.532812,-16.572987,89.571991,-165.25276,-25.624155,-165.33815,-234.57001,-29.795069
1778000000,-15.94283517,-3.2117777,-15.998342,-3.2263653,-16.536629,-16.612757,89.859848,-165.34209,-25.884451,-165.41528,-234.6935,-29.91143
1779000000,-15.94784398,-3.2242682,-15.961744,-3.212991,-16.552305,-16.586098,89.946594,-165.26199,-25.588316,-165.35368,-234.54059,-29.771357
1780000000,-15.95284167,-3.2177951,-15.989941,-3.2170768,-16.600601,-16.592142,91.091461,-165.42896,-25.721333,-165.59801,-234.82527,-30.017509
1781000000,-15.95782816,-3.2190349,-16.022163,-3.2261174,-16.594967,-16.615585,91.512604,-165.46542,-25.961229,-165.79616,-235.0005,-30.205717
1782000000,-15.96280336,-3.2250488,-15.96678,-3.2112985,-16.621202,-16.564697,90.64901,-165.79787,-25.937498,-165.75525,-235.12102,-30.157198
1783000000,-15.9677672,-3.2086098,-15.946131,-3.2182455,-16.618008,-16.550674,90.501465,-165.75301,-26.064196,-166.00507,-235.0556,-30.305624
1784000000,-15.9727196,-3.2220011,-15.988278,-3.2306821,-16.620325,-16.590124,91.322578,-165.96236,-26.000988,-166.11612,-235.38127,-30.268776
1785000000,-15.97766047,-3.2065432,-15.947421,-3.2129967,-16.649572,-16.529783,91.18528,-165.69858,-25.986069,-166.035,-235.33652,-30.20142
1786000000,-15.98258973,-3.2159634,-15.952121,-3.225204,-16.636736,-16.568241,91.862,-165.9919,-26.4097,-166.25146,-235.51776,-30.5438
1787000000,-15.98750731,-3.2050345,-15.939394,-3.2343171,-16.66291,-16.537964,92.065926,-166.17847,-26.390881,-166.39946,-235.60541,-30.576998
1788000000,-15.99241312,-3.2085538,-15.952209,-3.2226636,-16.706549,-16.537645,91.863426,-166.18094,-26.358557,-166.22728,-235.75641,-30.731306
1789000000,-15.99730708,-3.2098401,-15.941767,-3.2241294,-16.694571,-16.526875,91.750832,-166.38802,-26.249031,-166.40698,-235.73349,-30.590727
1790000000,-16.0021891,-3.2261462,-15.97098,-3.2301419,-16.710798,-16.568232,92.064697,-166.43344,-26.442631,-166.67574,-236.04562,-30.656549
1791000000,-16.00705912,-3.2014267,-15.950257,-3.2124031,-16.725813,-16.550203,92.244415,-166.5611,-26.521927,-166.6833,-236.22012,-30.809389
1792000000,-16.01191704,-3.1972044,-15.93252,-3.2261937,-16.715017,-16.549221,92.221085,-166.60634,-26.633629,-166.88326,-236.25688,-30.923027
1793000000,-16.01676278,-3.2000048,-15.955851,-3.2149043,-16.760752,-16.54929,92.968361,-166.78883,-26.777372,-166.95395,-236.20059,-31.07538
1794000000,-16.02159626,-3.1988459,-15.902484,-3.1987669,-16.736689,-16.497297,92.345436,-166.67502,-26.570965,-167.04802,-236.31073,-30.88253
1795000000,-16.0264174,-3.2079523,-15.951629,-3.2295752,-16.793879,-16.564379,93.209633,-166.99762,-26.741768,-167.17462,-236.43031,-31.005751
1796000000,-16.03122612,-3.1738112,-15.937855,-3.2271774,-16.764599,-16.52039,93.238037,-166.99776,-26.788002,-167.24991,-236.82819,-31.093353
1797000000,-16.03602233,-3.2183397,-15.92776,-3.2282627,-16.818899,-16.503799,93.457474,-167.29103,-27.097757,-167.26233,-236.70387,-31.352669
1798000000,-16.04080596,-3.210124,-15.913664,-3.2225618,-16.83596,-16.501522,93.407455,-167.08739,-26.941843,-167.37762,-236.83086,-31.366879
1799000000,-16.04557692,-3.2247748,-15.931859,-3.2453489,-16.83209,-16.541721,94.218857,-167.43156,-27.119316,-167.46782,-236.97186,-31.433531
1800000000,-16.05033512,-3.1790533,-15.898024,-3.2215466,-16.836487,-16.50473,93.522614,-167.27405,-26.999912,-167.4353,-237.12228,-31.3992
1801000000,-16.05508049,-3.2249582,-15.886067,-3.238764,-16.852737,-16.458344,93.806786,-167.41209,-27.209522,-167.73056,-237.06169,-31.596264
1802000000,-16.05981294,-3.1857045,-15.890876,-3.2323604,-16.892904,-16.493559,94.403091,-167.54776,-27.141682,-167.91109,-237.3656,-31.611141
1803000000,-16.06453239,-3.2213511,-15.908779,-3.2367454,-16.899035,-16.466764,94.370079,-167.70587,-27.290981,-167.93011,-237.23425,-31.633768
1804000000,-16.06923876,-3.2080028,-15.929216,-3.2294934,-16.904634,-16.487846,94.93589,-167.84622,-27.364428,-167.97739,-237.49472,-31.753611
1805000000,-16.07393196,-3.2111549,-15.882756,-3.2335784,-16.929977,-16.466095,94.69928,-167.8358,-27.474112,-168.13641,-237.46524,-31.754704
1806000000,-16.07861191,-3.1919744,-15.892628,-3.2246993,-16.916046,-16.453186,94.853561,-168.0108,-27.604364,-168.24171,-237.73734,-31.900164
1807000000,-16.08327853,-3.1971886,-15.88928,-3.2314129,-16.962908,-16.442905,95.306564,-168.10318,-27.502878,-168.22523,-237.68217,-32.003719
1808000000,-16.08793174,-3.2130075,-15.901429,-3.2128923,-16.96036,-16.468214,95.419296,-168.17133,-27.476772,-168.2655,-237.77007,-31.921783
1809000000,-16.09257144,-3.2232068,-15.867,-3.2440612,-16.981375,-16.447493,95.51606,-168.46033,-27.680756,-168.61862,-238.10684,-32.128422
1810000000,-16.09719757,-3.2394035,-15.877765,-3.2332139,-17.018379,-16.447824,96.232437,-168.32388,-27.726622,-168.42746,-237.92776,-32.157093
1811000000,-16.10181003,-3.2198501,-15.883494,-3.2189543,-17.009872,-16.459408,96.023087,-168.67743,-27.86264,-168.67465,-238.01595,-32.301659
1812000000,-16.10640875,-3.2047925,-15.858009,-3.2199378,-17.003971,-16.453146,96.341095,-168.49919,-27.943348,-168.73912,-238.34573,-32.459869
1813000000,-16.11099363,-3.2467172,-15.872043,-3.2508016,-17.061838,-16.455929,97.737328,-168.48416,-28.111061,-168.8437,-238.23424,-32.559944
1814000000,-16.1155646,-3.2148697,-15.846014,-3.2175839,-17.021959,-16.411184,97.168686,-168.84056,-27.977547,-168.99567,-238.51628,-32.328506
1815000000,-16.12012157,-3.2085583,-15.881163,-3.2376335,-17.057833,-16.418289,97.514755,-168.89214,-28.031878,-169.15904,-238.67679,-32.478691
1816000000,-16.12466446,-3.2534523,-15.857074,-3.2402346,-17.091993,-16.405064,97.802109,-168.84329,-28.142445,-169.17879,-238.69785,-32.584671
1817000000,-16.12919318,-3.1840398,-15.889932,-3.2236099,-17.081644,-16.447083,98.012253,-169.04434,-28.105181,-169.27365,-238.79953,-32.712765
1818000000,-16.13370766,-3.1911216,-15.851997,-3.2139907,-17.075747,-16.416302,97.924309,-169.12776,-28.221972,-169.38593,-238.89198,-32.700718
1819000000,-16.13820781,-3.2481091,-15.852623,-3.2622492,-17.13159,-16.415419,98.638817,-169.27203,-28.353966,-169.53986,-238.99304,-32.861202
1820000000,-16.14269354,-3.2318652,-15.80436,-3.2165489,-17.145548,-16.367735,98.108261,-169.45576,-28.505016,-169.47498,-239.13799,-33.047939
1821000000,-16.14716477,-3.2156906,-15.843807,-3.2370067,-17.128689,-16.3901,99.364647,-169.33965,-28.341314,-169.53868,-239.17036,-32.925308
1822000000,-16.15162142,-3.2038887,-15.838696,-3.218008,-17.159061,-16.390404,98.744949,-169.50206,-28.52939,-169.66019,-239.3036,-33.049561
1823000000,-16.15606341,-3.2068942,-15.844442,-3.2232962,-17.171301,-16.405945,100.10329,-169.6633,-28.57061,-169.76291,-239.42616,-33.291283
1824000000,-16.16049065,-3.1963058,-15.809235,-3.2216678,-17.162348,-16.374828,99.641243,-169.6244,-28.54582,-169.72658,-239.36392,-33.272747
1825000000,-16.16490305,-3.2117643,-15.822361,-3.2350659,-17.178305,-16.394527,100.61787,-169.70869,-28.936701,-170.07304,-239.52376,-33.571438
1826000000,-16.16930054,-3.2181411,-15.831327,-3.233752,-17.236042,-16.382761,101.09011,-169.93419,-28.733213,-170.07278,-239.6367,-33.289124
1827000000,-16.17368303,-3.1739724,-15.827385,-3.2071269,-17.215429,-16.387165,101.14939,-170.08583,-29.034086,-170.14827,-239.7659,-33.520279
1828000000,-16.17805043,-3.1997812,-15.826982,-3.2074099,-17.242805,-16.371849,101.12648,-170.03523,-28.857231,-170.28416,-239.84393,-33.613766
1829000000,-16.18240267,-3.1961844,-15.816528,-3.2099502,-17.26717,-16.36412,101.62706,-170.06987,-29.159126,-170.25041,-239.86119,-33.782955
1830000000,-16.18673966,-3.227021,-15.776819,-3.2385952,-17.287941,-16.330313,101.51552,-170.24765,-29.016848,-170.42014,-240.12749,-33.681591
1831000000,-16.19106132,-3.2179401,-15.779926,-3.2120981,-17.278891,-16.329847,101.92134,-170.33994,-29.089636,-170.49947,-240.06548,-33.76297
1832000000,-16.19536756,-3.2392132,-15.81792,-3.2422154,-17.31558,-16.3647,102.78242,-170.28067,-29.006697,-170.62708,-240.13416,-33.666832
1833000000,-16.1996583,-3.2444654,-15.795591,-3.2441556,-17.342916,-16.364002,102.99678,-170.32802,-29.134701,-170.77165,-240.34143,-33.832211
1834000000,-16.20393346,-3.2306647,-15.786161,-3.229609,-17.322208,-16.322388,103.05333,-170.6913,-29.36034,-170.69601,-240.28171,-33.988121
1835000000,-16.20819295,-3.1870244,-15.764743,-3.2023106,-17.326715,-16.296906,103.091,-170.71266,-29.391697,-170.98709,-240.54271,-34.115246
1836000000,-16.21243668,-3.2191494,-15.761908,-3.2275944,-17.327232,-16.304602,103.99293,-170.70903,-29.522837,-170.93114,-240.54358,-34.212139
1837000000,-16.21666459,-3.2153602,-15.78961,-3.2243404,-17.381832,-16.332008,104.14599,-170.92104,-29.541452,-171.19086,-240.60516,-34.226311
1838000000,-16.22087658,-3.206744,-15.78645,-3.2354629,-17.37431,-16.311483,104.33937,-171.1618,-29.724806,-171.30756,-240.95171,-34.411877
1839000000,-16.22507257,-3.2148058,-15.774547,-3.2383139,-17.420671,-16.309395,104.20572,-171.11989,-29.515108,-171.27559,-240.89799,-34.240444
1840000000,-16.22925248,-3.2093472,-15.765301,-3.2351413,-17.446445,-16.314598,105.56673,-171.18683,-29.728365,-171.33865,-240.88567,-34.385086
1841000000,-16.23341622,-3.2007434,-15.763151,-3.2425666,-17.443079,-16.320742,105.70766,-171.33409,-29.833904,-171.54036,-241.18152,-34.439156
1842000000,-16.23756371,-3.2062864,-15.77421,-3.2099216,-17.453659,-16.314514,106.08985,-171.3929,-29.659359,-171.66777,-241.24023,-34.529076
1843000000,-16.24169488,-3.1904204,-15.745108,-3.2075729,-17.443491,-16.289888,106.75747,-171.4321,-30.175154,-171.69972,-241.34372,-34.879272
1844000000,-16.24580962,-3.2281156,-15.760723,-3.248569,-17.490677,-16.318659,106.62428,-171.4767,-30.0016,-171.77248,-241.35416,-34.699097
1845000000,-16.24990788,-3.2107928,-15.750824,-3.2316458,-17.475239,-16.282175,107.41075,-171.68283,-30.249033,-171.86934,-241.61169,-34.903969
1846000000,-16.25398955,-3.2046664,-15.765926,-3.2347534,-17.50489,-16.291096,108.29084,-172.00462,-30.414351,-172.20888,-241.71709,-35.124458
1847000000,-16.25805456,-3.2181268,-15.741033,-3.2459776,-17.550589,-16.279934,107.67268,-171.93881,-30.36698,-172.0764,-241.69855,-35.102436
1848000000,-16.26210282,-3.2459655,-15.764869,-3.2603669,-17.534464,-16.285608,108.30965,-172.02118,-30.283522,-172.2809,-242.06609,-35.083424
1849000000,-16.26613426,-3.2043731,-15.74112,-3.2051313,-17.525858,-16.268019,108.98339,-172.03062,-30.351465,-172.32643,-241.81271,-35.210712
1850000000,-16.27014879,-3.2482073,-15.749271,-3.2518382,-17.571125,-16.262119,109.14449,-172.17427,-30.394007,-172.28459,-241.9586,-35.103161
1851000000,-16.27414633,-3.2132866,-15.727557,-3.2224274,-17.583796,-16.253422,110.79944,-172.23607,-30.512836,-172.33658,-241.91609,-35.310108
1852000000,-16.27812679,-3.2228842,-15.731318,-3.2460272,-17.620121,-16.255289,110.63237,-172.31912,-30.568798,-172.46124,-242.02365,-35.380405
1853000000,-16.2820901,-3.2190421,-15.717178,-3.2197502,-17.634079,-16.248018,110.54393,-172.54118,-30.647568,-172.71819,-242.40279,-35.497208
1854000000,-16.28603617,-3.2380221,-15.706182,-3.2602324,-17.648273,-16.246096,111.22166,-172.47832,-30.776634,-172.68217,-242.2787,-35.596199
1855000000,-16.28996493,-3.2234414,-15.711926,-3.2361133,-17.655165,-16.24049,111.93677,-172.69742,-30.937534,-172.74324,-242.57504,-35.836586
1856000000,-16.29387628,-3.2263725,-15.73738,-3.2130556,-17.690414,-16.238337,112.2368,-172.66574,-30.868917,-173.01683,-242.52745,-35.831249
1857000000,-16.29777015,-3.1956739,-15.701047,-3.1948125,-17.669548,-16.216303,112.11742,-172.90956,-30.927656,-173.0504,-242.8344,-35.788376
1858000000,-16.30164646,-3.2046399,-15.712651,-3.2218513,-17.70689,-16.215473,113.38189,-173.0631,-31.209307,-173.16153,-242.90005,-35.951973
1859000000,-16.30550513,-3.2065845,-15.704872,-3.2326317,-17.702312,-16.22761,113.5923,-172.99385,-30.992142,-173.12465,-242.77307,-35.983952
1860000000,-16.30934607,-3.2320852,-15.704955,-3.2135866,-17.73917,-16.210361,114.42879,-173.27739,-31.285637,-173.35771,-242.79865,-36.191166
1861000000,-16.3131692,-3.2347937,-15.682556,-3.2474411,-17.744194,-16.212181,113.83292,-173.3774,-31.381269,-173.60405,-243.1067,-36.135147
1862000000,-16.31697445,-3.1870944,-15.684819,-3.2486589,-17.735918,-16.206867,114.98763,-173.2113,-31.246138,-173.39642,-243.03952,-35.983566
1863000000,-16.32076172,-3.2099323,-15.687075,-3.2360139,-17.752861,-16.181713,115.73399,-173.27118,-31.312634,-173.72591,-243.17995,-36.264137
1864000000,-16.32453096,-3.1988134,-15.652929,-3.2282228,-17.772423,-16.158453,116.58692,-173.15709,-31.592819,-173.48763,-243.14455,-36.44585
1865000000,-16.32828206,-3.2028618,-15.672374,-3.2322383,-17.80888,-16.185736,116.46329,-173.58664,-31.450361,-173.7934,-243.47758,-36.477631
1866000000,-16.33201495,-3.2078161,-15.68105,-3.2516842,-17.822531,-16.178219,117.65955,-173.68964,-31.697996,-173.76717,-243.47855,-36.515079
1867000000,-16.33572956,-3.2067976,-15.684904,-3.2573776,-17.825117,-16.156178,117.70169,-173.80815,-31.667053,-174.02852,-243.57753,-36.601849
1868000000,-16.3394258,-3.2439525,-15.65761,-3.2376978,-17.848282,-16.171057,117.67284,-173.92267,-31.677271,-173.94243,-243.75569,-36.572811
1869000000,-16.34310359,-3.2250743,-15.673409,-3.2419791,-17.854685,-16.152369,118.6804,-173.86966,-31.741449,-174.06895,-243.65222,-36.644417
1870000000,-16.34676286,-3.2284622,-15.642138,-3.2472456,-17.896992,-16.134396,120.47767,-174.13652,-31.900665,-174.32721,-243.79202,-36.880211
1871000000,-16.35040352,-3.1939478,-15.664278,-3.2187705,-17.862972,-16.155781,121.43928,-174.16496,-32.082787,-174.20998,-243.95207,-36.966133
1872000000,-16.35402549,-3.1865635,-15.656793,-3.1932716,-17.870157,-16.140928,121.02673,-174.27628,-32.104115,-174.66045,-244.09514,-37.090115
1873000000,-16.3576287,-3.2169819,-15.658974,-3.2315898,-17.897915,-16.167437,122.02188,-174.27322,-32.25066,-174.45279,-244.0363,-37.255516
1874000000,-16.36121307,-3.2139924,-15.64977,-3.2271559,-17.943155,-16.148375,121.74856,-174.30594,-32.152504,-174.6396,-244.19975,-37.202885
1875000000,-16.36477852,-3.2113199,-15.642592,-3.2371778,-17.957132,-16.12464,123.17642,-174.4785,-32.32555,-174.76608,-244.44043,-37.188084
1876000000,-16.36832497,-3.1985414,-15.646111,-3.2059996,-17.941874,-16.124962,123.71134,-174.6304,-32.511318,-174.97487,-244.34915,-37.550396
1877000000,-16.37185234,-3.2175298,-15.629482,-3.2313049,-17.978233,-16.118315,123.51559,-174.57668,-32.297421,-174.99127,-244.33644,-37.312988
1878000000,-16.37536056,-3.1744699,-15.634334,-3.2177882,-17.984667,-16.104319,124.44639,-174.96759,-32.364056,-175.06647,-244.62566,-37.382481
1879000000,-16.37884954,-3.2106738,-15.627952,-3.233161,-18.026196,-16.120052,124.49998,-175.02409,-32.671436,-175.37924,-244.78702,-37.619698
1880000000,-16.38231922,-3.2166684,-15.623774,-3.2121,-18.021532,-16.101099,124.66592,-175.17345,-32.495174,-175.33032,-244.91393,-37.427841
1881000000,-16.38576951,-3.2056167,-15.624195,-3.2027779,-18.008337,-16.092537,126.06255,-174.95493,-32.643318,-175.25426,-244.75937,-37.711376
1882000000,-16.38920034,-3.2032692,-15.615548,-3.2162936,-18.062868,-16.102356,128.2023,-175.29634,-32.960934,-175.40521,-245.10696,-38.066284
1883000000,-16.39261163,-3.2035124,-15.627224,-3.2305875,-18.061911,-16.110928,128.27365,-175.29892,-32.987926,-175.54961,-245.00888,-37.952496
1884000000,-16.3960033,-3.2236345,-15.627992,-3.2591312,-18.118433,-16.087875,128.09367,-175.37357,-33.035381,-175.68881,-245.03123,-37.941437
1885000000,-16.39937528,-3.2124863,-15.638923,-3.2219057,-18.091644,-16.114607,130.34998,-175.54623,-33.203941,-175.86108,-245.31053,-38.164063
1886000000,-16.4027275,-3.2186043,-15.607835,-3.2381921,-18.140961,-16.10219,129.3735,-175.62991,-32.932739,-176.03323,-245.41794,-38.10833
1887000000,-16.40605987,-3.2185137,-15.623885,-3.228637,-18.140865,-16.072607,129.76457,-175.83632,-33.058647,-175.9304,-245.39471,-38.094551
1888000000,-16.40937232,-3.1925054,-15.605063,-3.230973,-18.107759,-16.082935,132.11435,-175.75125,-33.150547,-175.96468,-245.48575,-38.224224
1889000000,-16.41266478,-3.2015567,-15.590183,-3.2065597,-18.152903,-16.053417,131.05792,-175.98604,-33.183167,-176.08768,-245.44968,-38.281754
1890000000,-16.41593717,-3.2083297,-15.602809,-3.2172952,-18.195026,-16.067354,131.63504,-176.10254,-33.529449,-176.08752,-245.85086,-38.433884
1891000000,-16.41918942,-3.2060928,-15.585633,-3.2132268,-18.165953,-16.041922,133.93512,-176.17148,-33.351097,-176.5062,-245.98106,-38.523182
1892000000,-16.42242146,-3.2238822,-15.589602,-3.255661,-18.214603,-16.055109,133.85457,-176.26181,-33.559395,-176.58131,-245.83102,-38.731945
1893000000,-16.4256332,-3.1822133,-15.59044,-3.2262642,-18.226057,-16.045948,134.68542,-176.33086,-33.576344,-176.479,-245.92722,-38.734905
1894000000,-16.42882458,-3.2245462,-15.583042,-3.2390714,-18.243645,-16.058928,135.60388,-176.38863,-33.670841,-176.51299,-246.0235,-38.757355
1895000000,-16.43199552,-3.2070534,-15.601645,-3.2273054,-18.252075,-16.044481,136.34482,-176.54478,-33.900116,-176.87755,-246.3394,-39.00032
1896000000,-16.43514595,-3.1743073,-15.594373,-3.2428555,-18.288496,-16.025093,137.03598,-176.65009,-33.748264,-176.81708,-246.27553,-38.917011
1897000000,-16.4382758,-3.2092452,-15.604503,-3.2384191,-18.316284,-16.055182,137.27975,-176.65375,-33.628227,-176.96819,-246.4285,-38.771412
1898000000,-16.441385,-3.2535002,-15.594128,-3.2307327,-18.317417,-16.035469,136.50923,-176.72162,-33.820889,-177.04886,-246.44438,-38.898258
1899000000,-16.44447346,-3.2067184,-15.581323,-3.2313156,-18.333921,-16.019655,138.26483,-176.92233,-34.196335,-177.08519,-246.65628,-39.341095
1900000000,-16.44754113,-3.1930287,-15.564298,-3.2254329,-18.353493,-16.007305,138.97964,-176.95906,-34.20594,-177.2448,-246.72903,-39.305218
1901000000,-16.45058793,-3.193099,-15.564046,-3.2427237,-18.378683,-15.997605,139.81082,-177.08583,-34.020298,-177.37477,-246.63649,-39.073711
1902000000,-16.45361379,-3.2025349,-15.550417,-3.2422521,-18.364357,-15.979065,140.82858,-176.93898,-34.253933,-177.17816,-246.74709,-39.242168
1903000000,-16.45661864,-3.2029016,-15.555174,-3.2182839,-18.375845,-16.003716,141.01999,-177.35486,-34.433388,-177.5825,-247.01071,-39.519985
1904000000,-16.45960241,-3.2195292,-15.550005,-3.2256448,-18.417992,-15.973402,142.29979,-177.49258,-34.418831,-177.62622,-247.07404,-39.467728
1905000000,-16.46256503,-3.209996,-15.564555,-3.2318523,-18.431887,-15.99777,142.66281,-177.49434,-34.422409,-177.63805,-247.12718,-39.653065
1906000000,-16.46550642,-3.2382064,-15.533782,-3.2486634,-18.436903,-15.985824,142.80589,-177.53313,-34.470703,-177.82826,-247.1107,-39.533726
1907000000,-16.46842652,-3.2173395,-15.598227,-3.247736,-18.453798,-16.026199,143.82991,-177.70421,-34.797695,-177.84727,-247.44087,-39.707664
1908000000,-16.47132527,-3.1896763,-15.539118,-3.2318151,-18.46324,-15.983564,143.19922,-177.72534,-34.472637,-177.91371,-247.19843,-39.688824
1909000000,-16.47420258,-3.1980484,-15.530898,-3.1968977,-18.466373,-15.975563,145.05983,-177.72842,-34.541195,-178.04419,-247.38574,-39.950619
1910000000,-16.47705841,-3.230485,-15.565317,-3.2508612,-18.512009,-15.979677,145.11809,-177.95924,-34.802616,-178.16008,-247.61696,-39.885517
1911000000,-16.47989266,-3.2036741,-15.527696,-3.2379923,-18.500477,-15.940803,147.02162,-177.88321,-35.066734,-178.21523,-247.67683,-40.154633
1912000000,-16.48270529,-3.2180245,-15.56057,-3.2348309,-18.53763,-15.976661,147.2975,-178.12491,-35.070705,-178.35347,-247.66539,-40.206734
1913000000,-16.48549622,-3.2033284,-15.562885,-3.2331429,-18.552813,-15.964303,146.73956,-178.16101,-34.934448,-178.27138,-247.88696,-40.265308
