Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB),S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
3133000000,-13.01835842,-3.2583807,-18.651358,-3.299624,-18.62051,-18.134647,79.692276,-294.80331,-72.910622,-294.23044,-248.77243,-73.411728
3134000000,-13.01884565,-3.228363,-18.620384,-3.2594392,-18.601168,-18.179667,79.908005,-294.97873,-73.569389,-294.55975,-249.03181,-74.000648
3135000000,-13.01934376,-3.2271008,-18.631517,-3.2988477,-18.649324,-18.184694,79.997513,-295.0181,-72.881714,-294.72421,-248.77161,-73.670868
3136000000,-13.01985275,-3.2593977,-18.645094,-3.3181801,-18.573463,-18.202324,79.655487,-295.13626,-73.077881,-294.51685,-248.95985,-74.081963
3137000000,-13.02037262,-3.2068558,-18.679007,-3.3043296,-18.580097,-18.092327,79.226479,-295.24075,-73.086403,-294.86124,-249.03044,-73.86396
3138000000,-13.02090337,-3.2218606,-18.591339,-3.29339,-18.562145,-18.052986,79.065208,-295.13388,-73.144081,-294.83698,-248.95436,-73.145851
3139000000,-13.02144499,-3.2260275,-18.556396,-3.2840624,-18.568968,-18.088684,78.449532,-295.3851,-72.487648,-295.01501,-249.21001,-73.904549
3140000000,-13.02199749,-3.2245953,-18.543118,-3.2947252,-18.53997,-18.088242,78.617371,-295.44177,-73.130051,-295.07635,-249.36937,-73.390121
3141000000,-13.02256086,-3.2285552,-18.643564,-3.3097486,-18.528395,-18.135462,78.934601,-295.41672,-72.876587,-295.13461,-249.19359,-73.446915
3142000000,-13.02313511,-3.1892116,-18.429939,-3.2859011,-18.504354,-17.994516,77.938026,-295.67258,-72.181679,-295.24033,-249.35327,-73.080132
3143000000,-13.02372024,-3.2399671,-18.504173,-3.3100493,-18.516817,-18.038919,77.864052,-295.77826,-72.784203,-295.37839,-249.41507,-73.146828
3144000000,-13.02431624,-3.2190292,-18.509714,-3.2938654,-18.525934,-18.0667,77.83094,-295.79199,-72.825325,-295.60956,-249.74268,-73.545517
3145000000,-13.02492311,-3.2679615,-18.545546,-3.3251317,-18.530987,-18.082645,77.623779,-295.89474,-72.815315,-295.69556,-249.62421,-72.962837
3146000000,-13.02554086,-3.2280555,-18.483829,-3.2792351,-18.476103,-18.002493,77.725418,-295.99268,-73.454124,-295.61771,-249.67424,-73.408104
3147000000,-13.02616947,-3.2383423,-18.481888,-3.2711127,-18.46426,-18.017456,77.33165,-295.99902,-72.577698,-295.74799,-249.74669,-72.969933
3148000000,-13.02680896,-3.2633078,-18.427565,-3.3068328,-18.483463,-18.029015,76.914337,-296.06772,-72.548195,-295.7081,-249.6259,-73.048126
3149000000,-13.02745932,-3.2581453,-18.478373,-3.301594,-18.464336,-17.953981,76.888672,-296.14828,-72.537842,-295.70901,-249.83531,-73.098564
3150000000,-13.02812054,-3.2153697,-18.386368,-3.2803257,-18.457264,-18.020468,76.245186,-296.40884,-72.451248,-296.22855,-250.1046,-72.797348
3151000000,-13.02879263,-3.2372189,-18.390081,-3.2957344,-18.457945,-17.968821,76.564178,-296.68665,-73.284431,-296.25513,-249.94873,-73.666595
3152000000,-13.02947559,-3.2662694,-18.430199,-3.3274336,-18.475958,-17.962168,76.678642,-296.47821,-72.387215,-296.10394,-250.00822,-72.592133
3153000000,-13.03016942,-3.2507393,-18.366179,-3.3210022,-18.46913,-17.942535,75.946106,-296.6933,-72.407555,-296.66174,-250.22313,-72.458954
3154000000,-13.03087411,-3.216521,-18.411753,-3.2878883,-18.41197,-17.88802,75.858215,-296.81122,-72.30722,-296.34302,-250.14557,-72.532387
3155000000,-13.03158966,-3.2376935,-18.362034,-3.3010857,-18.424067,-17.90626,75.364204,-296.93781,-72.154449,-296.60995,-250.28076,-72.660553
3156000000,-13.03231608,-3.2217078,-18.39299,-3.2849705,-18.403816,-17.863256,75.724907,-296.88553,-72.333031,-296.59058,-250.25797,-72.54039
3157000000,-13.03305336,-3.2266793,-18.340652,-3.3255248,-18.387909,-17.880125,75.37738,-297.32071,-72.586418,-296.95209,-250.41891,-73.310875
3158000000,-13.03380149,-3.2387462,-18.344809,-3.305774,-18.390448,-17.85034,74.930656,-297.21548,-72.069153,-296.85242,-250.36638,-72.572914
3159000000,-13.03456049,-3.2646849,-18.260609,-3.2907927,-18.407175,-17.831583,74.918648,-297.42584,-72.397041,-296.95523,-250.38245,-72.193382
3160000000,-13.03533034,-3.2311723,-18.274326,-3.3041201,-18.383301,-17.889589,74.828773,-297.40582,-72.75219,-297.05115,-250.68425,-72.508789
3161000000,-13.03611105,-3.218416,-18.255959,-3.3093529,-18.355186,-17.796381,74.437866,-297.47012,-72.028099,-297.07208,-250.69275,-72.938301
3162000000,-13.03690262,-3.2562685,-18.253628,-3.3146238,-18.355764,-17.844845,74.155632,-297.65152,-72.266792,-297.0882,-250.41,-72.114357
3163000000,-13.03770504,-3.2066202,-18.235575,-3.2686496,-18.305397,-17.746984,74.338272,-297.74344,-72.190193,-297.46185,-250.89307,-72.489525
3164000000,-13.03851831,-3.2470078,-18.224232,-3.3081689,-18.350967,-17.76631,73.73378,-297.70325,-71.888893,-297.328,-250.89905,-71.826195
3165000000,-13.03934243,-3.25178,-18.192163,-3.3187308,-18.355328,-17.798212,73.521904,-297.85443,-71.916092,-297.62833,-250.9243,-71.807777
3166000000,-13.04017741,-3.2424049,-18.167778,-3.2975233,-18.30644,-17.836578,73.669365,-298.00058,-72.001411,-297.46576,-251.02748,-72.041809
3167000000,-13.04102323,-3.2559042,-18.193235,-3.3181696,-18.313576,-17.749485,72.959778,-298.34515,-71.880836,-297.91989,-251.15773,-72.136047
3168000000,-13.04187989,-3.2257884,-18.056587,-3.3122218,-18.293196,-17.744324,72.785591,-298.30673,-72.122116,-297.82156,-251.19431,-72.049683
3169000000,-13.04274741,-3.2232499,-18.091942,-3.2919428,-18.235594,-17.692566,72.545052,-298.41376,-71.699066,-298.07001,-251.27791,-72.698708
3170000000,-13.04362576,-3.2241149,-18.1451,-3.2823873,-18.251238,-17.71917,72.538162,-298.42459,-71.669678,-297.96225,-251.28482,-71.820251
3171000000,-13.04451496,-3.2178411,-18.078424,-3.2630627,-18.236223,-17.725643,72.543419,-298.47607,-71.630562,-297.99942,-251.27327,-71.753098
3172000000,-13.045415,-3.2573111,-18.152336,-3.304312,-18.255152,-17.718069,72.279266,-298.53818,-71.398628,-298.09845,-251.43448,-71.780327
3173000000,-13.04632588,-3.2060001,-18.092026,-3.306108,-18.203503,-17.637178,71.86113,-298.77899,-72.1054,-298.43335,-251.48116,-71.868942
3174000000,-13.0472476,-3.2602146,-18.03159,-3.3113139,-18.257257,-17.7206,71.943794,-298.8558,-71.511063,-298.47125,-251.64481,-71.422577
3175000000,-13.04818015,-3.2275896,-18.08007,-3.3079236,-18.220165,-17.616699,71.412048,-298.8616,-71.85717,-298.23792,-251.46664,-71.757584
3176000000,-13.04912353,-3.2433496,-18.088381,-3.2948265,-18.233498,-17.680986,71.441467,-299.12598,-71.938889,-298.7269,-251.90285,-72.360962
3177000000,-13.05007775,-3.2265244,-17.992125,-3.2713976,-18.199976,-17.595882,71.200615,-299.19891,-72.15519,-298.89655,-251.78499,-71.890381
3178000000,-13.0510428,-3.2213585,-18.03018,-3.3200614,-18.194269,-17.620987,71.260109,-299.25601,-71.546013,-298.82816,-251.71902,-71.929039
3179000000,-13.05201867,-3.2085412,-18.063589,-3.3052409,-18.179441,-17.6495,70.874962,-299.35583,-71.800797,-298.84323,-251.88437,-71.83815
3180000000,-13.05300538,-3.216094,-18.006622,-3.2906375,-18.196215,-17.619656,70.300217,-299.15451,-71.073334,-298.9064,-251.7926,-71.671127
3181000000,-13.0540029,-3.2539482,-18.016325,-3.3122752,-18.195732,-17.618265,70.621094,-299.53629,-71.646454,-299.0278,-252.06992,-72.252983
3182000000,-13.05501125,-3.2264011,-17.928827,-3.2752419,-18.157106,-17.520235,70.50898,-299.68939,-71.575119,-299.31924,-252.07669,-71.647415
3183000000,-13.05603042,-3.2169776,-17.914333,-3.2987432,-18.153742,-17.636431,69.73246,-299.64951,-71.574577,-299.04901,-252.09302,-72.012466
3184000000,-13.05706042,-3.2113562,-17.953335,-3.2860701,-18.145531,-17.442762,69.587799,-299.78391,-72.152092,-299.43747,-252.23949,-72.243401
3185000000,-13.05810122,-3.2318783,-17.81155,-3.2900229,-18.108038,-17.479929,69.507454,-300.02542,-71.977821,-299.67984,-252.46967,-71.794441
3186000000,-13.05915285,-3.2288048,-17.926939,-3.2952459,-18.134211,-17.558577,69.065468,-299.93649,-71.169075,-299.68002,-252.53691,-71.170914
3187000000,-13.06021528,-3.2235744,-17.907169,-3.2728465,-18.116455,-17.530329,69.253281,-300.11237,-71.891594,-299.72583,-252.51305,-72.156219
3188000000,-13.06128853,-3.2439282,-17.863256,-3.3145745,-18.115873,-17.522598,68.870491,-300.08389,-71.602585,-299.68036,-252.39622,-71.344841
3189000000,-13.06237258,-3.2285583,-17.873541,-3.266984,-18.078325,-17.445045,67.92382,-300.21179,-71.731941,-299.73157,-252.60985,-70.900299
3190000000,-13.06346745,-3.2552104,-17.908646,-3.334975,-18.122095,-17.441025,68.562843,-300.58456,-71.48259,-300.19321,-252.68263,-71.242279
3191000000,-13.06457311,-3.2493293,-17.704525,-3.2878008,-18.11293,-17.479527,68.074905,-300.5444,-71.797195,-300.07809,-252.78859,-71.340446
3192000000,-13.06568958,-3.2394919,-17.804831,-3.3209832,-18.091051,-17.453901,68.099503,-300.6207,-71.55526,-300.22046,-252.84341,-71.125053
3193000000,-13.06681685,-3.2357585,-17.77017,-3.2771816,-18.073551,-17.341108,67.290703,-300.59473,-71.23719,-300.21951,-252.85172,-71.019371
3194000000,-13.06795492,-3.2266438,-17.794098,-3.3097494,-18.061352,-17.450909,67.255852,-300.78586,-71.301544,-300.59189,-252.97948,-71.3564
3195000000,-13.06910378,-3.2330995,-17.79171,-3.2993312,-18.041254,-17.434698,67.490326,-300.71161,-71.321861,-300.4548,-253.10287,-71.225113
3196000000,-13.07026343,-3.254751,-17.699308,-3.3085067,-18.074957,-17.399948,66.604118,-301.14749,-71.813011,-300.73282,-253.33032,-71.803474
3197000000,-13.07143388,-3.2452574,-17.776472,-3.3029463,-18.071291,-17.30991,66.62027,-301.12262,-71.590439,-300.68597,-253.05275,-71.505867
3198000000,-13.07261511,-3.2160747,-17.684158,-3.2710021,-17.99794,-17.356737,66.241882,-301.24979,-71.745384,-300.67874,-253.11955,-70.721176
3199000000,-13.07380713,-3.2522061,-17.723106,-3.2888684,-18.029331,-17.264378,65.895279,-301.34042,-71.310402,-300.8454,-253.2982,-70.974937
3200000000,-13.07500993,-3.1848798,-17.642094,-3.2678335,-17.973717,-17.300158,65.622391,-301.44012,-71.130165,-300.9686,-253.44597,-71.331276
3201000000,-13.07622352,-3.2033813,-17.764021,-3.3022885,-18.020241,-17.370384,65.769958,-301.51126,-71.380585,-301.21774,-253.49736,-71.187965
3202000000,-13.07744788,-3.2093871,-17.642666,-3.277266,-17.977268,-17.272005,65.398468,-301.53619,-71.92717,-301.14447,-253.5464,-71.407761
3203000000,-13.07868302,-3.2268326,-17.608686,-3.3076108,-17.985888,-17.299776,64.636147,-301.56647,-71.311508,-301.06665,-253.43674,-70.72393
3204000000,-13.07992893,-3.2010555,-17.595503,-3.2580495,-17.949711,-17.262201,64.649109,-301.55847,-71.053986,-301.31052,-253.59927,-71.141113
3205000000,-13.08118561,-3.2712357,-17.672203,-3.3142626,-17.965929,-17.261623,64.611359,-301.79208,-71.215866,-301.23938,-253.56949,-70.899467
3206000000,-13.08245306,-3.2271359,-17.586941,-3.277885,-17.955013,-17.221409,64.83503,-301.91168,-71.245758,-301.39389,-253.7536,-71.129883
3207000000,-13.08373128,-3.2641568,-17.617868,-3.3133783,-17.939779,-17.270416,64.425621,-302.10977,-71.281998,-301.67545,-253.74686,-70.449768
3208000000,-13.08502025,-3.189537,-17.582775,-3.2636845,-17.890255,-17.242599,63.345196,-302.19431,-71.095879,-301.77518,-253.81789,-70.442146
3209000000,-13.08631999,-3.1997504,-17.50708,-3.2809536,-17.906603,-17.229965,63.125988,-302.37955,-71.517899,-302.10367,-253.98149,-70.957558
3210000000,-13.08763049,-3.1804471,-17.487024,-3.2853138,-17.873281,-17.149693,63.420883,-302.20081,-71.42363,-301.84549,-253.79839,-70.99456
3211000000,-13.08895174,-3.2298217,-17.536587,-3.294296,-17.919289,-17.172409,62.709908,-302.37354,-71.433578,-302.0267,-254.07187,-70.829803
3212000000,-13.09028374,-3.2402644,-17.531582,-3.291971,-17.890329,-17.176937,63.452377,-302.53207,-71.473938,-302.39828,-254.19705,-71.062012
3213000000,-13.09162649,-3.2616322,-17.501059,-3.305618,-17.915089,-17.16095,61.691296,-302.69354,-71.447311,-302.25037,-254.29085,-71.396469
3214000000,-13.09297998,-3.22277,-17.440401,-3.2712233,-17.871632,-17.137302,61.984943,-302.90414,-71.407745,-302.45752,-254.24568,-70.92469
3215000000,-13.09434422,-3.2339127,-17.438223,-3.2946305,-17.857721,-17.124134,61.979557,-302.85571,-71.253456,-302.50375,-254.23306,-70.697212
3216000000,-13.09571919,-3.2445419,-17.468908,-3.2827432,-17.846149,-17.138889,61.81955,-303.09851,-71.87513,-302.70099,-254.65904,-71.001678
3217000000,-13.09710491,-3.2351882,-17.465923,-3.2919881,-17.848835,-17.13711,61.791752,-303.12378,-71.650833,-302.56543,-254.5511,-71.079857
3218000000,-13.09850136,-3.2359674,-17.388309,-3.317477,-17.84668,-17.092972,61.502132,-303.02823,-71.363518,-302.60291,-254.62495,-70.298729
3219000000,-13.09990853,-3.2160916,-17.345392,-3.2610421,-17.823017,-17.068213,60.516289,-303.17755,-70.93943,-302.95499,-254.74832,-70.624229
3220000000,-13.10132644,-3.2085276,-17.41592,-3.2737894,-17.826166,-17.045294,59.75589,-303.27286,-71.028442,-303.28265,-254.76338,-70.293961
3221000000,-13.10275507,-3.1978977,-17.315109,-3.2833397,-17.789238,-17.036469,60.080368,-303.48773,-71.23761,-303.07138,-254.69896,-70.883575
3222000000,-13.10419442,-3.215574,-17.344206,-3.2855368,-17.789274,-16.991804,59.632259,-303.56204,-70.849167,-303.03745,-254.85013,-70.934242
3223000000,-13.10564449,-3.2393491,-17.319977,-3.2746971,-17.784153,-16.971077,58.963112,-303.79303,-71.342873,-303.39395,-254.95769,-70.627083
3224000000,-13.10710527,-3.2351804,-17.328142,-3.2938826,-17.780819,-17.009972,58.549644,-303.56708,-71.631424,-303.345,-254.81142,-70.617958
3225000000,-13.10857677,-3.1945894,-17.265188,-3.2687213,-17.724005,-17.000259,58.545589,-303.96472,-71.307434,-303.65042,-255.23715,-70.842102
3226000000,-13.11005897,-3.2093287,-17.269526,-3.2641151,-17.763134,-16.955908,57.8675,-304.17273,-71.3395,-303.67288,-255.25095,-71.104698
3227000000,-13.11155188,-3.2280514,-17.264856,-3.2951615,-17.758751,-16.937656,57.975826,-304.08725,-71.355118,-303.58023,-255.02463,-70.848488
3228000000,-13.11305549,-3.2259634,-17.292501,-3.2908688,-17.764631,-16.993073,57.214134,-304.11984,-71.444923,-303.82504,-255.14346,-70.840767
3229000000,-13.1145698,-3.2010515,-17.164139,-3.2790248,-17.740889,-16.901903,56.856956,-304.3251,-71.237091,-303.9313,-255.50662,-70.987167
3230000000,-13.11609481,-3.2175226,-17.256981,-3.316956,-17.739033,-16.964308,56.671043,-304.39194,-71.364037,-304.04575,-255.3307,-70.974976
3231000000,-13.1176305,-3.2142429,-17.180613,-3.2930665,-17.69491,-16.882622,56.398125,-304.44516,-71.487473,-304.04266,-255.51137,-70.715294
3232000000,-13.11917688,-3.2108696,-17.247126,-3.2891517,-17.713034,-16.845026,56.348431,-304.50681,-71.183205,-304.08176,-255.37413,-70.52446
3233000000,-13.12073395,-3.2449067,-17.196142,-3.3316143,-17.714916,-16.865808,55.642616,-304.62219,-71.19931,-304.28937,-255.71632,-70.786095
3234000000,-13.1223017,-3.21295,-17.183754,-3.2751703,-17.696329,-16.909986,56.426022,-305.0163,-71.766533,-304.47461,-255.82269,-70.835754
3235000000,-13.12388013,-3.2405629,-17.172913,-3.3089831,-17.693117,-16.832684,54.823219,-304.89618,-70.853035,-304.23917,-255.66382,-70.68869
3236000000,-13.12546923,-3.2339826,-17.198383,-3.2673612,-17.66242,-16.829624,55.584415,-304.9447,-71.658028,-304.70627,-255.78423,-70.632614
3237000000,-13.127069,-3.2348199,-17.14381,-3.2791436,-17.655827,-16.832838,54.12183,-305.07318,-71.450485,-304.47433,-255.81796,-70.860031
3238000000,-13.12867943,-3.2368772,-17.108589,-3.2866793,-17.632322,-16.759914,54.189384,-305.33221,-71.236557,-304.78824,-256.04501,-70.918167
3239000000,-13.13030053,-3.2466705,-17.101431,-3.3070035,-17.65163,-16.81304,52.893993,-305.28445,-70.833374,-304.89911,-255.97359,-70.396667
3240000000,-13.13193229,-3.2377567,-17.128902,-3.3011377,-17.633112,-16.768826,53.548347,-305.37097,-71.179649,-305.06262,-256.00546,-70.604645
3241000000,-13.1335747,-3.2343755,-17.15336,-3.3210256,-17.632357,-16.812042,52.75528,-305.51974,-71.02002,-305.48477,-256.30695,-70.815659
3242000000,-13.13522776,-3.2184274,-16.972012,-3.2862284,-17.596817,-16.71884,52.516979,-305.51123,-71.101349,-305.1846,-256.3085,-70.752594
3243000000,-13.13689148,-3.232934,-17.026915,-3.2729371,-17.590969,-16.724403,52.686165,-305.80014,-71.674797,-305.34412,-256.56296,-71.063934
3244000000,-13.13856583,-3.21755,-17.02796,-3.295012,-17.609085,-16.757111,51.507263,-305.59253,-71.011848,-305.23621,-256.1879,-70.202538
3245000000,-13.14025083,-3.2195179,-17.04896,-3.2863698,-17.593113,-16.726303,51.781406,-305.70059,-71.287262,-305.44299,-256.42648,-70.632622
3246000000,-13.14194646,-3.268126,-17.034588,-3.3236003,-17.597502,-16.693338,51.203671,-305.72656,-70.856865,-305.26459,-256.35092,-70.298584
3247000000,-13.14365272,-3.20822,-16.953796,-3.2944529,-17.556376,-16.679598,50.828545,-306.18875,-71.044174,-305.60757,-256.5087,-70.421722
3248000000,-13.14536961,-3.2454095,-17.00012,-3.3088384,-17.556198,-16.752558,49.138611,-306.14905,-72.047386,-305.68231,-256.763,-70.591583
3249000000,-13.14709713,-3.2335732,-16.95956,-3.29109,-17.527456,-16.600903,48.002445,-306.38696,-71.303444,-305.87354,-256.64926,-70.093155
3250000000,-13.14883526,-3.2124507,-16.943666,-3.298655,-17.534695,-16.723721,50.017483,-306.49893,-71.851212,-305.94247,-256.89459,-70.476517
3251000000,-13.15058401,-3.2238238,-16.915874,-3.2852137,-17.526031,-16.674313,49.307411,-306.52194,-71.346779,-305.86761,-256.8779,-70.685799
3252000000,-13.15234337,-3.2281895,-16.882174,-3.2920837,-17.515295,-16.608978,47.7299,-306.49457,-71.384438,-306.1488,-256.82898,-70.677216
3253000000,-13.15411334,-3.2223637,-16.941914,-3.3085463,-17.540442,-16.63653,46.219337,-306.76624,-71.898079,-306.47623,-256.97897,-70.808708
3254000000,-13.15589392,-3.2737231,-16.962023,-3.3339889,-17.526014,-16.667107,47.143345,-306.65707,-71.104271,-306.23804,-257.13596,-70.524704
3255000000,-13.15768509,-3.2282615,-16.863913,-3.3235686,-17.516226,-16.541229,45.776218,-306.70142,-71.287735,-306.29788,-256.90262,-70.233513
3256000000,-13.15948686,-3.2724321,-16.82082,-3.3409226,-17.530399,-16.582663,46.07618,-306.90042,-70.846268,-306.35941,-256.97348,-70.507057
3257000000,-13.16129922,-3.2161431,-16.766626,-3.2977462,-17.489363,-16.568708,45.16996,-307.10922,-71.537392,-306.6055,-257.39493,-70.286125
3258000000,-13.16312216,-3.2470214,-16.773264,-3.3262465,-17.501465,-16.542336,44.228756,-307.29001,-71.779648,-306.69742,-257.39194,-70.422714
3259000000,-13.16495569,-3.2777834,-16.838808,-3.3360715,-17.520411,-16.555096,44.447834,-307.19351,-71.464905,-306.88818,-257.30148,-70.604713
3260000000,-13.16679979,-3.2160213,-16.793871,-3.3213558,-17.483034,-16.406673,42.507565,-307.61459,-71.958748,-307.16345,-257.58636,-70.544807
3261000000,-13.16865447,-3.2556987,-16.817472,-3.3333194,-17.476772,-16.451912,41.646969,-307.55893,-71.612556,-307.06381,-257.7489,-70.146324
3262000000,-13.17051972,-3.2233584,-16.744583,-3.2606478,-17.415249,-16.522322,41.607224,-307.56772,-71.514038,-307.11798,-257.43448,-70.843658
3263000000,-13.17239553,-3.2519066,-16.797972,-3.3520541,-17.466814,-16.510538,41.488712,-307.70551,-71.55162,-307.38928,-257.62906,-70.377563
3264000000,-13.1742819,-3.2115824,-16.776882,-3.3037417,-17.432404,-16.466372,41.51022,-307.79834,-71.289848,-307.38507,-257.65305,-70.480141
3265000000,-13.17617882,-3.2106216,-16.690374,-3.2747192,-17.377718,-16.358772,40.307182,-307.84979,-71.715904,-307.45987,-257.70535,-70.471123
3266000000,-13.1780863,-3.261692,-16.691795,-3.2985404,-17.425671,-16.448875,39.789272,-307.96786,-71.376198,-307.50882,-257.93802,-70.481804
3267000000,-13.18000432,-3.2311513,-16.618767,-3.2855644,-17.396284,-16.37919,39.118172,-308.08292,-71.544495,-307.58777,-257.94757,-70.414261
3268000000,-13.18193289,-3.2462907,-16.654596,-3.2968664,-17.403141,-16.400862,37.393593,-308.1626,-71.268478,-307.6676,-257.83365,-70.332031
3269000000,-13.18387199,-3.2410541,-16.661049,-3.2902172,-17.376049,-16.370111,36.978401,-308.11465,-71.363716,-307.61194,-257.8775,-70.407166
3270000000,-13.18582162,-3.2459164,-16.593344,-3.3018982,-17.366093,-16.388901,36.509243,-308.30545,-71.305443,-307.77869,-258.10941,-70.37471
3271000000,-13.18778178,-3.2340434,-16.59803,-3.3009257,-17.38801,-16.382765,35.547821,-308.40317,-71.019539,-307.95261,-258.03571,-70.502563
3272000000,-13.18975247,-3.2312264,-16.561064,-3.3053029,-17.345598,-16.46965,36.037018,-308.55035,-71.386772,-307.93362,-258.11765,-70.644234
3273000000,-13.19173367,-3.2274344,-16.587925,-3.3095169,-17.342594,-16.333664,34.130451,-308.66528,-71.635002,-308.30426,-258.33804,-70.583717
3274000000,-13.19372538,-3.2325892,-16.532188,-3.2918284,-17.327526,-16.340685,32.979176,-308.75406,-71.456673,-308.28421,-258.38147,-70.26236
3275000000,-13.19572761,-3.2297804,-16.560179,-3.2817204,-17.298052,-16.299223,31.790689,-308.98529,-71.403847,-308.36716,-258.423,-70.405441
3276000000,-13.19774033,-3.2287016,-16.515017,-3.2814488,-17.289759,-16.245665,31.767365,-309.04425,-71.387115,-308.70645,-258.64371,-70.883324
3277000000,-13.19976356,-3.2184467,-16.521055,-3.2952631,-17.27006,-16.345892,31.181831,-309.14764,-71.177895,-308.75116,-258.5459,-70.230522
3278000000,-13.20179728,-3.2363412,-16.488701,-3.2843115,-17.304316,-16.242285,30.152861,-309.11099,-71.454315,-308.71078,-258.52225,-70.460396
3279000000,-13.20384149,-3.2595854,-16.50849,-3.2832391,-17.322027,-16.332108,29.253614,-309.26706,-71.590889,-308.86209,-258.74533,-70.217506
3280000000,-13.20589618,-3.2196596,-16.497448,-3.3063495,-17.264242,-16.255297,28.311626,-309.29297,-71.416473,-309.02573,-258.82632,-70.47892
3281000000,-13.20796135,-3.2291741,-16.42404,-3.2745702,-17.263353,-16.191135,27.256407,-309.44138,-71.387024,-308.96399,-258.81186,-70.408997
3282000000,-13.21003699,-3.2094061,-16.423246,-3.2747562,-17.265896,-16.192863,26.038692,-309.72406,-71.855888,-309.24628,-258.97433,-71.007523
3283000000,-13.21212311,-3.2374365,-16.442369,-3.2744515,-17.216524,-16.239248,26.250591,-309.67691,-71.159218,-309.2876,-259.09451,-70.778221
3284000000,-13.21421968,-3.2127399,-16.447224,-3.2854209,-17.21427,-16.15209,24.890564,-309.74359,-71.231064,-309.08185,-258.74408,-70.535141
3285000000,-13.21632672,-3.2376368,-16.399593,-3.2903628,-17.233763,-16.179342,20.927673,-309.75674,-71.480583,-309.36075,-259.03625,-70.210701
3286000000,-13.2184442,-3.2491646,-16.309635,-3.2757046,-17.205559,-16.146158,21.767342,-309.99182,-71.410217,-309.62329,-259.17056,-69.925903
3287000000,-13.22057214,-3.2401619,-16.339079,-3.3209438,-17.231735,-16.203831,20.447882,-309.99658,-71.509041,-309.4751,-259.20468,-70.460594
3288000000,-13.22271052,-3.2210176,-16.406929,-3.3027265,-17.182997,-16.209389,21.784521,-310.23038,-71.901405,-309.75668,-259.30252,-70.752182
3289000000,-13.22485933,-3.2620683,-16.338423,-3.334794,-17.200329,-16.18845,19.374956,-310.21475,-71.405617,-309.95334,-259.35791,-70.351494
3290000000,-13.22701858,-3.2567997,-16.377359,-3.3274336,-17.173306,-16.165857,17.623371,-310.33102,-71.638641,-309.82254,-259.29935,-70.38739
3291000000,-13.22918825,-3.2084177,-16.397999,-3.2776854,-17.140738,-16.156456,16.914133,-310.56973,-71.772507,-310.08798,-259.57635,-70.604546
3292000000,-13.23136835,-3.2363887,-16.272837,-3.2955706,-17.16045,-16.055264,13.955242,-310.29559,-71.579185,-310.08694,-259.57965,-70.145302
3293000000,-13.23355886,-3.2341933,-16.259972,-3.3113577,-17.134129,-16.075043,13.849462,-310.66629,-71.791298,-310.16147,-259.64694,-70.146851
3294000000,-13.23575978,-3.2326934,-16.230339,-3.303335,-17.133238,-16.100542,10.872536,-310.81961,-71.670044,-310.28372,-259.6857,-71.156509
3295000000,-13.23797111,-3.2237902,-16.254187,-3.3287199,-17.139288,-16.029118,9.0274172,-310.71329,-71.749596,-310.29312,-259.91943,-70.240219
3296000000,-13.24019284,-3.2338521,-16.275257,-3.3089459,-17.126049,-16.078136,9.2585516,-310.90811,-71.361244,-310.51233,-259.75681,-70.55706
3297000000,-13.24242496,-3.2051954,-16.262608,-3.2911217,-17.095581,-16.032589,9.2297401,-310.98517,-71.730186,-310.62219,-259.74265,-70.311638
3298000000,-13.24466747,-3.2547233,-16.23386,-3.3147314,-17.109724,-16.096718,8.7077065,-311.2868,-71.785385,-310.80817,-260.29672,-70.515205
3299000000,-13.24692036,-3.2714548,-16.230381,-3.3434057,-17.133463,-16.047915,4.9937754,-311.27429,-71.645378,-310.767,-259.92041,-70.891724
3300000000,-13.24918363,-3.2456391,-16.162424,-3.2823722,-17.060463,-15.948858,2.3450885,-311.50342,-72.301964,-311.12717,-260.24432,-70.585381
3301000000,-13.25145728,-3.2708058,-16.163652,-3.3028946,-17.056271,-15.970412,1.0457742,-311.49478,-72.170364,-310.98572,-260.1445,-70.482628
3302000000,-13.25374128,-3.2390633,-16.176708,-3.2992034,-17.051596,-15.987524,-0.014284347,-311.44254,-72.16423,-310.92584,-260.07071,-70.746468
3303000000,-13.25603565,-3.216574,-16.052906,-3.3046598,-17.03285,-15.971428,-0.93448621,-311.64249,-71.956635,-311.14703,-260.17804,-70.908211
3304000000,-13.25834038,-3.2105541,-16.100449,-3.2917199,-17.028328,-15.906322,-3.6885881,-311.95886,-72.500862,-311.4075,-260.55225,-71.282509
3305000000,-13.26065545,-3.2283671,-16.026327,-3.291409,-17.017559,-15.904225,-5.9424005,-311.8114,-72.084625,-311.37552,-260.42682,-70.555687
3306000000,-13.26298086,-3.2326503,-16.080057,-3.2729795,-17.010687,-15.904555,-7.5286589,-312.043,-71.97187,-311.61743,-260.48206,-70.734154
3307000000,-13.26531662,-3.2230537,-16.069273,-3.3137994,-17.02145,-15.899057,-7.8032036,-312.07767,-72.219986,-311.59763,-260.50845,-70.936005
