Freq(Hz),S21 Log Mag(dB),21 90,S11 Log Mag(dB),11 90,,,21 180,11 180,,21 Thru,11 Thru,,21 Thru2,11 Thru2
1477000000,-0.44545767,-251.14153,-13.986108,13.634693,,76.574409,-283.425591,-31.34935,,-211.16783,66.45768,,-205.2377,56.57896
1478000000,-0.46074936,-251.35515,-14.061222,13.594313,,76.194733,-283.805267,-31.471708,,-211.40607,66.568916,,-205.35175,56.600574
1479000000,-0.45668617,-251.44571,-14.054189,13.560462,,76.175697,-283.824303,-31.164986,,-211.48611,66.525581,,-205.39798,56.703041
1480000000,-0.44471461,-251.67091,-14.114206,13.155985,,75.972397,-284.027603,-33.031925,,-211.62952,66.146446,,-205.41971,56.328468
1481000000,-0.45377961,-251.91888,-14.082541,12.962175,,75.755219,-284.244781,-33.42923,,-211.77342,66.196831,,-205.71924,56.300953
1482000000,-0.44426316,-252.1189,-14.151269,12.884597,,75.527855,-284.472145,-33.306438,,-211.93582,66.217796,,-205.74522,56.31443
1483000000,-0.40768307,-252.32948,-14.164901,12.612423,,75.419991,-284.580009,-34.930286,,-211.95329,66.226021,,-205.94565,56.053371
1484000000,-0.41261113,-252.36079,-14.190488,12.549171,,75.154633,-284.845367,-34.685982,,-212.21947,65.992966,,-205.96463,56.085876
1485000000,-0.423715,-252.47115,-14.243826,12.304125,,74.903465,-285.096535,-35.416637,,-212.21919,65.88501,,-206.07985,55.841236
1486000000,-0.45307925,-252.67148,-14.283453,11.936696,,74.704857,-285.295143,-36.804852,,-212.59561,65.251854,,-206.26904,55.428101
1487000000,-0.44347495,-252.92215,-14.342631,12.124496,,74.496056,-285.503944,-36.148415,,-212.77048,65.695366,,-206.56432,55.449261
1488000000,-0.4554238,-253.14473,-14.331468,11.73979,,74.175331,-285.824669,-36.800613,,-212.79507,65.504288,,-206.67612,55.21093
1489000000,-0.42082414,-253.37535,-14.38121,11.525181,,74.161613,-285.838387,-37.870148,,-212.78941,65.716293,,-206.71217,55.155655
1490000000,-0.42666677,-253.29672,-14.426501,11.701853,,73.958427,-286.041573,-38.138584,,-213.08469,65.630814,,-206.91049,55.142765
1491000000,-0.4165903,-253.7912,-14.451585,11.362285,,73.567924,-286.432076,-38.867409,,-213.24336,65.474648,,-207.10788,55.078682
1492000000,-0.41557631,-253.6571,-14.460553,11.233786,,73.473206,-286.526794,-39.595966,,-213.28458,65.234978,,-207.18633,54.922832
1493000000,-0.44119036,-253.84567,-14.511827,11.089286,,73.383789,-286.616211,-40.407097,,-213.3537,65.298996,,-207.26401,54.720596
1494000000,-0.44332939,-254.09935,-14.553271,10.876899,,73.096733,-286.903267,-41.322403,,-213.65952,65.113495,,-207.52649,54.704933
1495000000,-0.41074595,-254.39178,-14.542702,10.708059,,72.796822,-287.203178,-41.584713,,-213.79094,65.092743,,-207.67827,54.523151
1496000000,-0.42598015,-254.55151,-14.624434,10.433765,,72.605019,-287.394981,-42.64201,,-213.97635,64.856331,,-207.72969,54.52515
1497000000,-0.41451904,-254.48177,-14.662246,10.406016,,72.612793,-287.387207,-44.203934,,-213.78082,65.074692,,-207.73898,54.38121
1498000000,-0.42666739,-254.94252,-14.705283,9.7589798,,72.274178,-287.725822,-45.864746,,-214.37244,64.445892,,-208.04454,53.903397
1499000000,-0.40614074,-255.0826,-14.704392,9.8363628,,71.913925,-288.086075,-46.080235,,-214.54987,64.465034,,-208.09102,54.060692
1500000000,-0.43358716,-255.16823,-14.774693,9.5956278,,71.770432,-288.229568,-47.040783,,-214.30652,64.704086,,-208.24692,53.802006
1501000000,-0.42594522,-255.21541,-14.735003,9.530838,,71.679909,-288.320091,-47.060474,,-214.55864,64.244553,,-208.40393,53.704884
1502000000,-0.42224091,-255.46809,-14.803558,9.4741764,,71.421867,-288.578133,-47.954643,,-214.79073,64.553482,,-208.48518,53.631832
1503000000,-0.41072249,-255.76822,-14.830873,9.415307,,71.218849,-288.781151,-47.96785,,-214.96027,64.329826,,-208.65991,53.658581
1504000000,-0.4153395,-255.87012,-14.910154,9.1119261,,71.218185,-288.781815,-50.472546,,-214.94113,64.459801,,-208.68642,53.404335
1505000000,-0.3941308,-256.09976,-14.931673,8.9444628,,70.764465,-289.235535,-51.790195,,-215.30164,64.255775,,-209.00995,53.262962
1506000000,-0.41512516,-256.17068,-14.977552,8.7174435,,70.742554,-289.257446,-53.105404,,-215.35315,64.065346,,-208.96991,53.049301
1507000000,-0.40850732,-256.54901,-14.971143,8.331893,,70.387093,-289.612907,-54.501247,,-215.40665,63.816891,,-209.18724,52.95137
1508000000,-0.40106189,-256.68701,-15.021454,8.2943525,,70.179153,-289.820847,-55.01836,,-215.7328,63.725132,,-209.21082,53.004528
1509000000,-0.42546549,-256.76703,-15.048142,7.961832,,69.96653,-290.03347,-57.259804,,-215.97144,63.488235,,-209.56767,52.452103
1510000000,-0.42843878,-256.94812,-15.115306,7.8130441,,69.821175,-290.178825,-58.615269,,-216.06841,63.311123,,-209.64209,52.550674
1511000000,-0.3995676,-257.15134,-15.116216,7.7806368,,69.583099,-290.416901,-59.485977,,-216.12027,63.571018,,-209.89452,52.245235
1512000000,-0.41079766,-257.25012,-15.164684,7.3860269,,69.528015,-290.471985,-62.214718,,-216.30023,63.191757,,-209.71054,52.496181
1513000000,-0.4025701,-257.46722,-15.204219,7.3126311,,69.272919,-290.727081,-63.642651,,-216.31107,63.361691,,-209.82938,52.142723
1514000000,-0.41703999,-257.62631,-15.26055,7.0035481,,69.009567,-290.990433,-65.131905,,-216.55186,63.066807,,-209.96899,52.071075
1515000000,-0.38849133,-257.85251,-15.263499,7.2061057,,68.799988,-291.200012,-65.353424,,-216.63966,63.34166,,-210.27705,52.038605
1516000000,-0.40591076,-257.82132,-15.285332,6.6999087,,68.802139,-291.197861,-68.38755,,-216.58167,63.073246,,-210.24229,51.799999
1517000000,-0.36746538,-258.28253,-15.340355,6.4351149,,68.284668,-291.715332,-72.055336,,-217.08513,62.748894,,-210.69084,51.503937
1518000000,-0.39957649,-258.28271,-15.391119,6.6654015,,68.151932,-291.848068,-72.059418,,-217.05386,62.94096,,-210.72989,51.451244
1519000000,-0.40649942,-258.53613,-15.409305,6.2748737,,68.210144,-291.789856,-72.518356,,-217.10666,62.864216,,-210.78329,51.289154
1520000000,-0.39709195,-258.67377,-15.495105,6.2260408,,67.870071,-292.129929,-78.089027,,-217.23872,63.010872,,-210.98451,51.259327
1521000000,-0.38442743,-258.79022,-15.558735,5.8956294,,67.550072,-292.449928,-82.092232,,-217.5374,62.557739,,-211.10355,51.072231
1522000000,-0.38815162,-259.01871,-15.536502,5.9359803,,67.305565,-292.694435,-80.610947,,-217.80153,62.501728,,-211.25415,51.214439
1523000000,-0.37035051,-259.21512,-15.562432,5.5500507,,67.117355,-292.882645,-84.814308,,-217.85313,62.399837,,-211.35219,51.034683
1524000000,-0.4064813,-259.19379,-15.612885,5.356935,,67.072281,-292.927719,-87.100891,,-217.84929,62.29044,,-211.35664,50.587437
1525000000,-0.38653046,-259.51956,-15.620327,4.9759312,,66.814117,-293.185883,-89.754974,,-217.97993,62.11517,,-211.7063,50.395985
1526000000,-0.42000219,-259.6131,-15.741239,5.077857,,66.69722,-293.30278,-94.154251,,-218.25609,62.19495,,-211.62558,50.540176
1527000000,-0.36209977,-260.01218,-15.694736,4.6006331,,66.508896,-293.491104,-95.815681,,-218.37889,61.968395,,-211.77605,50.308636
1528000000,-0.36933035,-260.13,-15.778131,4.3260489,,66.278572,-293.721428,-102.4696,,-218.60918,61.702618,,-212.11365,49.868176
1529000000,-0.39906833,-260.30405,-15.838711,4.2344446,,66.02494,-293.97506,-104.00375,,-218.73894,61.705315,,-212.23019,49.933228
1530000000,-0.36870548,-260.39954,-15.850204,4.0827971,,65.972168,-294.027832,-107.28558,,-218.63939,61.752682,,-212.09752,50.028843
1531000000,-0.38429475,-260.66177,-15.974322,3.7618279,,65.469482,-294.530518,-114.31741,,-218.94843,61.666519,,-212.3513,49.592003
1532000000,-0.37183514,-260.80176,-16.026224,3.7360125,,65.508575,-294.491425,-118.18868,,-219.03517,61.679935,,-212.47218,49.732201
1533000000,-0.42297378,-260.93051,-16.037859,3.5535359,,65.347969,-294.652031,-119.50385,,-219.13754,61.60878,,-212.52518,49.511894
1534000000,-0.38573271,-261.06958,-16.03385,3.1385133,,65.107559,-294.892441,-120.18163,,-219.38116,60.934105,,-212.87592,49.117161
1535000000,-0.37812614,-261.36282,-16.085506,3.0880206,,64.856323,-295.143677,-125.62706,,-219.5529,61.276176,,-213.0031,49.090153
1536000000,-0.38000014,-261.52377,-16.173361,2.8814774,,64.64106,-295.35894,-131.06892,,-219.70313,61.205601,,-213.05653,49.071754
1537000000,-0.36863816,-261.62775,-16.187712,2.9359407,,64.364906,-295.635094,-132.42746,,-219.84088,61.16748,,-213.12195,49.098618
1538000000,-0.38295677,-261.92807,-16.220675,2.4886801,,64.09697,-295.90303,-135.37695,,-219.92705,61.085335,,-213.4352,48.649178
1539000000,-0.37370881,-261.92737,-16.276186,2.6147087,,64.160301,-295.839699,-138.98474,,-220.05078,61.274094,,-213.29358,48.907497
1540000000,-0.37760562,-262.09998,-16.363682,2.4073977,,63.935284,-296.064716,-143.07188,,-220.14967,61.237503,,-213.52675,48.643093
1541000000,-0.37449548,-262.21719,-16.38937,2.1220355,,63.731594,-296.268406,-144.87752,,-220.38956,60.866051,,-213.65147,48.411549
1542000000,-0.38380212,-262.48141,-16.427368,1.8511708,,63.363735,-296.636265,-148.65627,,-220.53798,60.791,,-213.97447,47.995792
1543000000,-0.36034173,-262.76007,-16.457069,1.9629394,,63.308971,-296.691029,-150.56987,,-220.63596,61.256683,,-213.9386,48.366581
1544000000,-0.39770553,-262.84409,-16.50643,1.3662978,,63.156712,-296.843288,-151.71802,,-220.74448,60.452351,,-214.11676,48.066883
1545000000,-0.37548277,-263.13358,-16.554565,1.2149864,,62.713501,-297.286499,-155.29826,,-221.05295,60.558754,,-214.29811,47.722721
1546000000,-0.3883943,-263.17947,-16.6306,0.96533453,,62.734932,-297.265068,-158.06828,,-221.04684,60.457016,,-214.30138,47.672295
1547000000,-0.35643947,-263.3735,-16.643518,0.86829579,,62.597824,-297.402176,-158.86143,,-221.20709,60.387699,,-214.43932,47.551361
1548000000,-0.37113261,-263.70206,-16.690517,0.57419509,,62.156204,-297.843796,-160.75807,,-221.42464,60.172531,,-214.81328,47.404888
1549000000,-0.35450396,-263.72653,-16.751873,0.69447261,,61.962505,-298.037495,-163.94353,,-221.62741,60.310249,,-214.89435,47.257797
1550000000,-0.35886616,-263.98221,-16.773623,0.40537068,,61.768188,-298.231812,-165.56964,,-221.68735,60.197578,,-214.97998,47.062622
1551000000,-0.3724094,-263.9679,-16.888891,0.22020133,,61.680698,-298.319302,-167.58609,,-221.81912,60.063721,,-214.94775,47.261944
1552000000,-0.36243218,-264.39377,-16.91049,0.12436529,,61.58445,-298.41555,-169.62706,,-221.92639,60.299931,,-215.18863,46.964649
1553000000,-0.37109441,-264.44235,-16.932121,-0.30902472,,61.188244,-298.811756,-169.16412,,-222.06845,59.834015,,-215.30338,46.721645
1554000000,-0.3392877,-264.90863,-16.961624,-0.74542499,,61.030487,-298.969513,-170.55606,,-222.51854,59.660889,,-215.66408,46.463322
1555000000,-0.36737418,-264.87189,-17.006079,-0.73421961,,60.90699,-299.09301,-171.86951,,-222.34183,59.672817,,-215.64244,46.512802
1556000000,-0.36584592,-265.02286,-17.092442,-1.0331105,,60.752377,-299.247623,-172.82596,,-222.40823,59.781281,,-215.55272,46.384605
1557000000,-0.34079668,-265.06903,-17.091265,-1.270556,,60.483772,-299.516228,-173.56621,,-222.57031,59.3829,,-215.80081,46.130646
1558000000,-0.35390869,-265.22546,-17.175518,-1.1369427,,60.379112,-299.620888,-175.20253,,-222.79854,59.444633,,-215.98215,46.128242
1559000000,-0.3706235,-265.45468,-17.274548,-1.7138333,,60.004093,-299.995907,-176.58177,,-223.00826,59.212059,,-216.15398,45.833607
1560000000,-0.37270388,-265.68411,-17.332863,-1.6836674,,59.798431,-300.201569,-178.72258,,-223.13242,59.372036,,-216.14029,45.847942
1561000000,-0.35950586,-266.00546,-17.311314,-1.9033078,,59.592731,-300.407269,-178.82568,,-223.24193,59.283783,,-216.36327,45.734703
1562000000,-0.37007341,-265.94312,-17.388802,-2.1192133,,59.668362,-300.331638,-179.28642,,-223.40417,59.116817,,-216.54861,45.487331
1563000000,-0.37280938,-266.01968,-17.401018,-2.2460868,,59.261898,-300.738102,-180.41852,,-223.53064,58.921658,,-216.58644,45.307865
1564000000,-0.35879055,-266.42584,-17.530058,-2.1229613,,59.34306,-300.65694,-182.94463,,-223.81448,59.361835,,-216.88622,45.334805
1565000000,-0.3716014,-266.50681,-17.534925,-2.5816653,,58.969032,-301.030968,-182.90822,,-223.77654,59.066643,,-216.84967,44.98616
1566000000,-0.3606028,-266.74945,-17.598892,-2.538635,,58.804459,-301.195541,-184.73193,,-223.89603,59.305222,,-217.01347,45.141777
1567000000,-0.3652471,-266.83597,-17.716534,-3.1339386,,58.512764,-301.487236,-184.83363,,-224.02357,58.981033,,-217.16789,44.735603
1568000000,-0.34180316,-267.04932,-17.706566,-3.2270088,,58.286896,-301.713104,-185.59366,,-224.12277,58.978432,,-217.28522,44.638077
1569000000,-0.33750668,-267.29297,-17.773081,-3.1373451,,58.085236,-301.914764,-186.69981,,-224.41464,59.05183,,-217.43292,44.628456
1570000000,-0.35599875,-267.57678,-17.79236,-3.9414213,,57.695347,-302.304653,-186.47972,,-224.70454,58.275284,,-217.87579,44.271942
1571000000,-0.35328019,-267.57565,-17.823071,-3.6137583,,57.6105,-302.3895,-188.11276,,-224.68634,58.663971,,-217.68149,44.271126
1572000000,-0.35565552,-267.65765,-17.989046,-3.9423127,,57.376938,-302.623062,-189.2379,,-224.80362,58.686577,,-217.78946,44.079124
1573000000,-0.34150556,-267.85367,-17.915453,-4.3373618,,57.459549,-302.540451,-188.4088,,-224.83258,58.494381,,-217.94998,43.905178
1574000000,-0.33556122,-268.10147,-18.074181,-4.5197945,,57.237129,-302.762871,-190.02754,,-225.04993,58.553848,,-218.1183,43.910465
1575000000,-0.3428072,-268.36829,-18.042736,-4.6938257,,56.894665,-303.105335,-190.15697,,-225.2028,58.368168,,-218.19202,43.754704
1576000000,-0.35128817,-268.55188,-18.122168,-4.9787736,,56.671246,-303.328754,-191.37704,,-225.33003,58.22897,,-218.40884,43.504742
1577000000,-0.36990443,-268.63568,-18.218363,-4.8741283,,56.475094,-303.524906,-192.27844,,-225.388,58.499001,,-218.66019,43.231327
1578000000,-0.3177503,-268.99533,-18.248159,-5.340179,,56.14513,-303.85487,-192.20129,,-225.94286,58.010983,,-218.86188,43.274696
1579000000,-0.36121666,-269.06189,-18.389208,-5.197206,,56.021484,-303.978516,-193.8725,,-225.68878,58.531315,,-218.87947,43.107674
1580000000,-0.35860497,-269.30862,-18.439402,-5.7039461,,55.858879,-304.141121,-194.26648,,-225.93741,58.290733,,-219.01155,42.843098
1581000000,-0.34797212,-269.39343,-18.491959,-5.8484092,,55.731628,-304.268372,-194.70348,,-226.13754,58.204544,,-219.09491,42.783886
1582000000,-0.34325033,-269.70911,-18.542341,-6.2215915,,55.39299,-304.60701,-195.01721,,-226.27542,58.082333,,-219.28484,42.647469
1583000000,-0.36452708,-269.68088,-18.607517,-6.2600427,,55.328751,-304.671249,-195.3839,,-226.37328,58.035652,,-219.25879,42.662045
1584000000,-0.34132108,-269.93527,-18.547884,-6.2853513,,54.960064,-305.039936,-195.81999,,-226.62309,58.111713,,-219.54039,42.495945
1585000000,-0.36870295,-269.95035,-18.667624,-6.4618883,,54.909721,-305.090279,-196.38512,,-226.54292,58.110874,,-219.52092,42.594471
1586000000,-0.35073665,-270.33475,-18.788736,-7.0442939,,54.593735,-305.406265,-196.85936,,-226.90378,57.865902,,-219.72101,42.117748
1587000000,-0.34421134,-270.41678,-18.890879,-6.516108,,54.430477,-305.569523,-199.03294,,-226.96709,58.254143,,-219.77542,42.078114
1588000000,-0.38208717,-270.73422,-18.878149,-7.2810302,,54.259762,-305.740238,-198.41696,,-227.20779,57.596157,,-220.17943,41.721752
1589000000,-0.35125756,-270.75629,-18.929531,-7.6760859,,54.222298,-305.777702,-197.7094,,-227.02287,57.725288,,-220.21561,41.553013
1590000000,-0.33360428,-270.85788,-18.990482,-7.2314911,,53.842381,-306.157619,-199.69614,,-227.32994,58.235832,,-220.19604,41.825272
1591000000,-0.34497812,-271.17426,-19.053284,-7.7305593,,53.776817,-306.223183,-199.15671,,-227.44417,58.133064,,-220.33342,41.583805
1592000000,-0.34758946,-271.51187,-19.126362,-8.5710087,,53.296463,-306.703537,-199.63055,,-227.82338,57.355183,,-220.72678,40.966843
1593000000,-0.29510647,-271.74377,-19.167788,-8.0882139,,53.099014,-306.900986,-200.92342,,-227.92267,57.969975,,-220.88356,41.184669
1594000000,-0.33124232,-271.60361,-19.221663,-8.4341393,,53.108131,-306.891869,-200.48573,,-227.87065,57.559547,,-220.90573,40.973503
1595000000,-0.31895912,-271.73343,-19.261425,-9.2306299,,52.958523,-307.041477,-199.99944,,-228.00208,57.309242,,-220.9485,40.964397
1596000000,-0.34761581,-271.76456,-19.419968,-8.4693747,,52.686546,-307.313454,-202.23155,,-228.15277,58.23032,,-220.99074,40.789177
1597000000,-0.34447211,-272.23218,-19.462536,-9.481039,,52.413792,-307.586208,-201.8336,,-228.42136,57.434528,,-221.35391,40.555233
1598000000,-0.31375948,-272.35153,-19.530481,-8.9530973,,52.27132,-307.72868,-202.69901,,-228.51901,57.874077,,-221.32013,40.71442
1599000000,-0.3212904,-272.63852,-19.541302,-9.7627211,,51.853172,-308.146828,-202.85336,,-228.7157,57.377106,,-221.71599,40.415154
1600000000,-0.31876484,-272.70651,-19.694069,-10.269913,,51.946873,-308.053127,-202.8127,,-228.7276,57.326626,,-221.57776,40.138634
1601000000,-0.35513768,-273.03735,-19.748943,-10.410995,,51.809544,-308.190456,-203.02603,,-229.01593,57.181236,,-221.59305,40.318581
1602000000,-0.31961069,-272.9968,-19.750975,-10.593712,,51.594658,-308.405342,-203.50696,,-229.01738,57.194019,,-221.79323,39.913906
1603000000,-0.3229911,-273.19647,-19.857565,-10.589939,,51.453526,-308.546474,-203.99432,,-229.31956,57.18119,,-222.0647,39.683556
1604000000,-0.33006698,-273.62784,-19.960861,-11.435199,,51.028648,-308.971352,-204.05382,,-229.40504,57.003788,,-222.23808,39.623547
1605000000,-0.33548534,-273.59048,-20.015574,-11.230761,,50.984352,-309.015648,-204.81714,,-229.48526,57.323509,,-222.23083,39.549149
1606000000,-0.31861201,-273.80719,-20.113287,-11.418269,,50.551819,-309.448181,-205.21849,,-229.81972,57.06707,,-222.48999,39.474926
1607000000,-0.34669814,-273.92459,-20.134087,-11.361554,,50.525337,-309.474663,-206.02052,,-229.74603,57.3946,,-222.5542,39.257061
1608000000,-0.3213886,-274.14795,-20.203573,-11.70255,,50.301479,-309.698521,-206.28371,,-229.72841,57.522728,,-222.65593,39.305347
1609000000,-0.33247378,-274.4686,-20.300611,-12.725307,,50.048485,-309.951515,-206.03468,,-230.13451,56.550655,,-222.97607,38.741146
1610000000,-0.33168331,-274.34601,-20.363024,-12.318501,,50.097633,-309.902367,-206.34526,,-230.0455,57.028347,,-222.82869,38.885475
1611000000,-0.34090889,-274.69843,-20.366156,-12.476617,,49.71751,-310.28249,-206.84,,-230.31989,56.756683,,-223.14449,38.596283
1612000000,-0.32059094,-274.86807,-20.490051,-12.615116,,49.597233,-310.402767,-207.3586,,-230.50943,57.04501,,-223.23564,38.460243
1613000000,-0.33449629,-274.9917,-20.61202,-12.835546,,49.168854,-310.831146,-208.21078,,-230.65767,57.127834,,-223.40617,38.427242
1614000000,-0.30827841,-275.22092,-20.636192,-13.078904,,49.075592,-310.924408,-208.46315,,-230.85477,57.027077,,-223.63152,38.268585
1615000000,-0.35249013,-275.38818,-20.769154,-13.709282,,48.962887,-311.037113,-208.42685,,-231.00244,56.726322,,-223.64365,37.862881
1616000000,-0.32081157,-275.5448,-20.819288,-14.145961,,48.702785,-311.297215,-208.43924,,-230.99992,56.647171,,-223.76712,38.023064
1617000000,-0.31410611,-275.75922,-20.884798,-14.288012,,48.52837,-311.47163,-208.97787,,-231.26501,56.623222,,-223.86392,37.914421
1618000000,-0.35360464,-275.90497,-21.048473,-13.883934,,48.199825,-311.800175,-209.89066,,-231.41508,57.161968,,-224.22769,37.591892
1619000000,-0.30175754,-276.21802,-20.994152,-14.510406,,47.949234,-312.050766,-209.83403,,-231.64748,56.49337,,-224.48428,37.331699
1620000000,-0.3412146,-276.38474,-21.165939,-14.559115,,47.8717,-312.1283,-210.55591,,-231.65106,57.076244,,-224.30621,37.473553
1621000000,-0.33593214,-276.2312,-21.176277,-15.200025,,47.896793,-312.103207,-210.19934,,-231.62549,56.879875,,-224.49483,36.988892
1622000000,-0.33530462,-276.75153,-21.32864,-15.662006,,47.492092,-312.507908,-210.55843,,-232.05623,56.665611,,-224.69753,37.026218
1623000000,-0.32654062,-276.83527,-21.377151,-15.714927,,47.334976,-312.665024,-211.03934,,-231.9147,56.741478,,-224.81413,36.807446
1624000000,-0.30573624,-277.08151,-21.54744,-16.084419,,47.143761,-312.856239,-211.29535,,-232.0694,56.984142,,-224.892,36.595413
1625000000,-0.30519727,-277.42694,-21.600227,-15.742634,,46.895386,-313.104614,-212.08977,,-232.37462,57.032253,,-225.01241,36.767643
1626000000,-0.34069496,-277.44321,-21.726532,-16.998003,,46.658585,-313.341415,-211.7428,,-232.63873,56.365944,,-225.26053,36.443424
1627000000,-0.31597507,-277.63345,-21.672472,-16.968597,,46.504879,-313.495121,-211.94931,,-232.73776,56.486935,,-225.29613,36.173359
1628000000,-0.33721092,-277.61508,-21.875759,-16.571886,,46.313454,-313.686546,-212.93044,,-232.76823,56.772373,,-225.55267,36.104095
1629000000,-0.33024424,-278.01059,-21.943134,-17.058771,,45.993378,-314.006622,-212.9955,,-233.14264,57.043064,,-225.66513,36.101147
1630000000,-0.32062361,-277.99597,-21.92787,-17.310379,,45.928017,-314.071983,-212.76253,,-233.03329,56.425812,,-225.78471,35.880856
1631000000,-0.31711823,-278.39856,-22.145597,-18.529097,,45.572643,-314.427357,-213.30663,,-233.44388,56.340576,,-226.05099,35.345585
1632000000,-0.31232321,-278.39313,-22.207638,-18.028921,,45.592167,-314.407833,-213.51605,,-233.34019,56.568527,,-226.11229,35.560089
1633000000,-0.3332231,-278.5856,-22.286934,-17.977015,,45.295872,-314.704128,-214.1275,,-233.62347,56.941959,,-226.14775,35.479942
1634000000,-0.32840741,-278.77753,-22.37974,-17.778757,,45.100197,-314.899803,-214.50731,,-233.62439,57.292065,,-226.26077,35.553844
1635000000,-0.30555892,-279.01096,-22.504648,-19.043627,,44.859425,-315.140575,-214.47247,,-233.82896,56.533104,,-226.59331,34.87043
1636000000,-0.3079187,-279.22076,-22.547741,-19.426996,,44.736504,-315.263496,-214.56374,,-233.92809,56.773396,,-226.45673,35.322502
1637000000,-0.31636032,-279.26172,-22.73662,-19.506241,,44.588814,-315.411186,-215.18146,,-234.01042,57.078018,,-226.6245,34.897041
1638000000,-0.34401223,-279.4736,-22.840757,-19.217155,,44.279453,-315.720547,-215.82048,,-234.3457,57.244934,,-226.81461,34.716885
1639000000,-0.32655463,-279.73953,-22.943977,-20.316231,,44.135433,-315.864567,-215.57436,,-234.49777,56.871109,,-226.88673,34.383366
1640000000,-0.32731083,-279.94843,-23.049088,-20.259098,,43.943974,-316.056026,-216.14847,,-234.57774,57.029758,,-227.05824,34.33577
1641000000,-0.31845531,-279.97241,-23.083786,-20.653059,,43.801785,-316.198215,-216.09209,,-234.65523,57.257675,,-227.04301,34.449375
1642000000,-0.29035494,-280.20502,-23.139835,-20.668909,,43.428623,-316.571377,-216.70174,,-234.85411,57.219936,,-227.40125,34.070435
1643000000,-0.29560643,-280.37842,-23.318798,-21.344887,,43.327969,-316.672031,-216.76097,,-234.95747,57.420799,,-227.47284,33.973824
1644000000,-0.31406251,-280.56946,-23.315783,-21.660223,,43.076405,-316.923595,-216.97606,,-235.13208,56.818516,,-227.76637,33.710384
1645000000,-0.31091639,-280.93002,-23.582684,-21.514023,,42.84795,-317.15205,-217.3587,,-235.36752,57.953255,,-227.83333,33.72974
1646000000,-0.2885572,-280.92294,-23.628977,-22.013674,,42.756805,-317.243195,-217.63162,,-235.32919,57.827785,,-227.94107,33.550377
1647000000,-0.29165182,-281.23984,-23.825422,-22.086283,,42.551659,-317.448341,-218.05209,,-235.60002,57.991798,,-228.0657,33.519302
1648000000,-0.29398951,-281.52563,-23.892788,-22.828959,,42.280907,-317.719093,-217.91136,,-235.8689,57.476658,,-228.44812,33.073483
1649000000,-0.33492014,-281.42026,-23.981022,-23.753971,,42.23769,-317.76231,-217.90593,,-235.72565,57.166958,,-228.18124,33.102505
1650000000,-0.31940421,-281.74838,-24.146709,-23.462782,,41.865356,-318.134644,-218.68628,,-236.16064,57.221237,,-228.49155,32.837749
1651000000,-0.29850468,-281.72076,-24.160875,-24.190157,,41.863644,-318.136356,-218.5094,,-236.05084,57.259644,,-228.53975,32.718201
1652000000,-0.31286278,-282.0607,-24.274979,-23.683533,,41.463554,-318.536446,-219.2758,,-236.32547,57.77153,,-228.84743,32.752525
1653000000,-0.32313645,-282.17575,-24.412928,-24.487064,,41.280407,-318.719593,-219.66975,,-236.48199,57.651196,,-228.91362,32.417027
1654000000,-0.30575967,-282.1911,-24.544977,-24.994404,,41.407269,-318.592731,-219.21565,,-236.45618,57.739647,,-228.77908,32.477306
1655000000,-0.27456319,-282.66876,-24.639053,-25.110378,,40.924095,-319.075905,-219.99849,,-236.73026,57.541885,,-229.19391,32.111416
1656000000,-0.32077339,-282.69513,-24.737146,-25.253349,,40.81028,-319.18972,-220.06363,,-236.93208,57.853477,,-229.20016,32.165985
1657000000,-0.31863728,-282.96738,-24.96032,-25.288363,,40.738251,-319.261749,-220.57202,,-236.9314,58.401245,,-229.40196,31.964029
1658000000,-0.34026369,-283.05566,-25.118839,-26.487547,,40.253525,-319.746475,-221.03391,,-237.3255,57.997375,,-229.66367,31.600172
1659000000,-0.3092604,-283.26413,-25.158567,-26.459705,,40.198868,-319.801132,-220.9744,,-237.2675,58.15921,,-229.73676,31.632389
1660000000,-0.32324827,-283.41138,-25.441895,-26.466141,,40.021137,-319.978863,-221.52129,,-237.48418,58.916515,,-229.79666,31.600431
1661000000,-0.30872273,-283.71866,-25.438206,-26.994677,,39.906555,-320.093445,-221.52219,,-237.50941,58.595272,,-229.87885,31.473314
1662000000,-0.30491814,-283.82654,-25.522034,-27.214165,,39.662064,-320.337936,-221.83815,,-237.8028,58.636375,,-230.06624,31.267948
1663000000,-0.28806365,-283.93039,-25.860285,-27.990589,,39.441936,-320.558064,-222.00095,,-237.91284,59.28363,,-230.28505,31.195313
1664000000,-0.2842268,-283.95871,-25.877577,-28.256004,,39.318672,-320.681328,-222.24561,,-237.88235,59.351509,,-230.27258,31.026609
1665000000,-0.30951709,-284.43582,-26.00733,-29.518141,,39.061665,-320.938335,-222.15935,,-237.99953,58.556366,,-230.45029,30.707298
1666000000,-0.28685644,-284.46872,-26.142714,-28.691797,,38.958088,-321.041912,-222.72073,,-238.25732,59.209312,,-230.67473,30.720774
1667000000,-0.29741114,-284.76544,-26.228451,-29.86278,,38.564842,-321.435158,-222.98097,,-238.45772,58.804131,,-230.66978,30.526705
1668000000,-0.32179737,-285.04297,-26.3778,-30.494524,,38.398205,-321.601795,-223.10735,,-238.65244,58.557816,,-231.00404,30.094187
1669000000,-0.32449368,-285.10434,-26.623987,-30.87611,,38.229565,-321.770435,-223.29115,,-238.71246,59.292667,,-231.25346,29.98292
