Freq(Hz),S21 Log Mag(dB),S21 Phase(¡),S11 Log Mag(dB),S11 Phase(¡)
1868000000,-0.57764602,-310.2572,-12.325326,104.37073
1869000000,-0.61857468,-310.45361,-12.324284,104.10722
1870000000,-0.58158237,-310.87381,-12.320979,103.57539
1871000000,-0.59552354,-310.87976,-12.262342,103.69497
1872000000,-0.61617464,-311.29556,-12.327054,103.18515
1873000000,-0.60269827,-311.3089,-12.303777,102.92467
1874000000,-0.59085852,-311.41663,-12.274061,102.85887
1875000000,-0.59721011,-311.54163,-12.331761,102.63012
1876000000,-0.62629765,-311.68997,-12.345316,102.24652
1877000000,-0.60582161,-311.87332,-12.274715,102.1798
1878000000,-0.56786698,-312.17334,-12.251329,102.0418
1879000000,-0.63405627,-312.36038,-12.319476,101.60305
1880000000,-0.60291612,-312.32626,-12.244087,101.3799
1881000000,-0.5717032,-312.7511,-12.249965,101.04864
1882000000,-0.61442769,-312.57388,-12.29187,101.34074
1883000000,-0.61840105,-312.86908,-12.233269,100.65802
1884000000,-0.59643412,-313.16406,-12.188703,100.21835
1885000000,-0.59263968,-313.12042,-12.236766,100.33198
1886000000,-0.60380679,-313.43161,-12.265797,100.10211
1887000000,-0.58666039,-313.66141,-12.224475,99.773376
1888000000,-0.60967743,-313.78522,-12.213034,99.520309
1889000000,-0.62573516,-313.78244,-12.229671,99.372688
1890000000,-0.62673682,-314.02258,-12.217327,99.016228
1891000000,-0.61801064,-314.07764,-12.22145,98.900612
1892000000,-0.59524959,-314.35873,-12.185035,98.702835
1893000000,-0.59694135,-314.52948,-12.201624,98.420959
1894000000,-0.61514938,-314.57135,-12.188042,98.194389
1895000000,-0.61042547,-314.70087,-12.172266,98.113892
1896000000,-0.60914892,-314.98181,-12.195218,97.291924
1897000000,-0.62476414,-315.29712,-12.197188,97.24897
1898000000,-0.65128136,-315.46786,-12.22313,97.222183
1899000000,-0.60925275,-315.49838,-12.205478,97.02211
1900000000,-0.6138252,-315.67862,-12.173381,96.792908
1901000000,-0.6339519,-315.77441,-12.177543,96.378059
1902000000,-0.60407043,-316.04935,-12.165976,95.936775
1903000000,-0.60631818,-316.2536,-12.130211,95.804504
1904000000,-0.60603827,-316.23584,-12.179988,95.643166
1905000000,-0.6085881,-316.54907,-12.169082,95.417618
1906000000,-0.62731761,-316.57175,-12.161708,95.097549
1907000000,-0.64147764,-316.8548,-12.182062,95.061409
1908000000,-0.65145177,-316.98041,-12.147758,94.618576
1909000000,-0.61997247,-317.04672,-12.141986,94.544861
1910000000,-0.64308858,-317.38379,-12.149299,94.151909
1911000000,-0.58163404,-317.53137,-12.113791,94.078568
1912000000,-0.62736332,-317.76886,-12.111509,93.508087
1913000000,-0.62949914,-317.93265,-12.129728,93.549538
1914000000,-0.61328745,-317.93323,-12.111616,93.341934
1915000000,-0.63540298,-317.86844,-12.133049,93.220612
1916000000,-0.62192005,-318.25095,-12.103336,92.852562
1917000000,-0.61265129,-318.54193,-12.152421,92.439949
1918000000,-0.61833256,-318.47931,-12.114867,92.297379
1919000000,-0.63706672,-318.77393,-12.115757,92.229874
1920000000,-0.57761872,-318.90265,-12.052218,91.869026
1921000000,-0.6066286,-319.12772,-12.04782,91.457153
1922000000,-0.59722281,-319.11661,-12.083649,91.755661
1923000000,-0.64676809,-319.52762,-12.108059,90.990105
1924000000,-0.64548296,-319.69086,-12.112669,90.795357
1925000000,-0.62692648,-319.6922,-12.124786,90.746391
1926000000,-0.64132625,-319.76505,-12.148112,90.527702
1927000000,-0.64334071,-319.99329,-12.090234,90.16404
1928000000,-0.61842674,-320.14566,-12.076807,90.076591
1929000000,-0.62814319,-320.1507,-12.093099,89.914452
1930000000,-0.59403759,-320.56116,-12.076575,89.282494
1931000000,-0.64847326,-320.71423,-12.068594,89.152618
1932000000,-0.63269806,-320.75211,-12.05832,89.133331
1933000000,-0.65199959,-320.9541,-12.087393,88.717247
1934000000,-0.64922827,-321.03741,-12.069873,88.727562
1935000000,-0.62116051,-321.49106,-12.055601,88.079491
1936000000,-0.63975203,-321.42953,-12.072661,87.710396
1937000000,-0.64891517,-321.65399,-12.072376,87.544014
1938000000,-0.64678723,-322.10327,-12.064557,87.30822
1939000000,-0.64148521,-322.10419,-12.041074,87.377586
1940000000,-0.64450729,-322.2735,-12.041835,86.791107
1941000000,-0.60493678,-322.19397,-12.059352,86.618385
1942000000,-0.62461501,-322.50504,-12.094578,86.164795
1943000000,-0.62834567,-322.70822,-12.049182,86.37796
1944000000,-0.66953194,-322.79465,-12.065623,85.664902
1945000000,-0.59710187,-322.91763,-12.024625,85.725426
1946000000,-0.62187958,-323.22751,-12.009474,85.235703
1947000000,-0.62786442,-323.46231,-12.03141,85.250259
1948000000,-0.63346106,-323.44852,-12.043645,84.89724
1949000000,-0.64105088,-323.66803,-12.050148,84.798248
1950000000,-0.66216755,-323.62051,-12.080771,84.61602
1951000000,-0.65275896,-324.07538,-12.064841,84.056732
1952000000,-0.64191067,-324.41492,-12.040641,83.932625
1953000000,-0.61970407,-324.28647,-12.051044,83.549797
1954000000,-0.60942626,-324.44739,-12.017026,83.267776
1955000000,-0.63827968,-324.75629,-12.091041,83.046074
1956000000,-0.616144,-324.96896,-12.014378,82.785591
1957000000,-0.65353113,-325.06146,-12.047523,82.748505
1958000000,-0.62824231,-324.90118,-12.016398,82.656593
1959000000,-0.63742739,-325.19852,-12.023036,82.366539
1960000000,-0.59862506,-325.51379,-11.999774,82.074547
1961000000,-0.66095328,-325.50082,-12.05932,81.599403
1962000000,-0.65382248,-325.95218,-11.981496,81.389236
1963000000,-0.64895016,-326.01276,-11.976144,81.320656
1964000000,-0.63207668,-326.19757,-12.004496,80.915169
1965000000,-0.65676004,-326.35608,-12.01742,80.616638
1966000000,-0.64541185,-326.63138,-12.00617,80.361748
1967000000,-0.6276986,-326.8251,-12.025509,80.051659
1968000000,-0.65063381,-326.9364,-12.055958,79.808746
1969000000,-0.64432085,-326.85977,-12.01898,79.787025
1970000000,-0.62808043,-327.10709,-11.992068,79.416206
1971000000,-0.64639992,-327.24924,-12.02374,79.021637
1972000000,-0.63783449,-327.3783,-11.981556,79.030617
1973000000,-0.62867612,-327.82919,-11.997309,78.526245
1974000000,-0.61890167,-327.80838,-11.959815,78.382271
1975000000,-0.66245097,-328.22031,-11.993946,77.810318
1976000000,-0.64181012,-328.18298,-11.997958,77.720345
1977000000,-0.66408122,-328.16818,-11.994013,77.864975
1978000000,-0.64480621,-328.53101,-12.043923,77.231125
1979000000,-0.65449667,-328.60245,-12.042521,77.143669
1980000000,-0.69660741,-328.80817,-12.038007,76.559937
1981000000,-0.6361329,-329.01233,-12.009162,76.456406
1982000000,-0.63548428,-329.00671,-12.007561,76.493065
1983000000,-0.66438484,-329.29037,-12.004083,76.018448
1984000000,-0.65265161,-329.40445,-12.031522,75.688889
1985000000,-0.66811031,-329.49396,-12.001827,75.309792
1986000000,-0.6362195,-329.74991,-12.018471,75.208717
1987000000,-0.63533682,-329.89554,-12.020522,74.767418
1988000000,-0.65470999,-329.88815,-11.995738,74.732277
1989000000,-0.64458579,-330.15427,-11.972048,74.417007
1990000000,-0.62221396,-330.45258,-11.959582,74.102417
1991000000,-0.63325834,-330.49619,-11.969772,73.964638
1992000000,-0.63938248,-330.7059,-11.980339,73.508499
1993000000,-0.64492768,-330.81546,-11.976853,73.332939
1994000000,-0.64956671,-331.15823,-11.985843,72.92675
1995000000,-0.63530964,-331.26901,-11.9733,72.604195
1996000000,-0.63248926,-331.43738,-11.97109,72.392189
1997000000,-0.63773263,-331.52859,-11.979337,72.014603
1998000000,-0.65075952,-331.88223,-11.979023,71.467056
1999000000,-0.64619696,-331.73697,-11.979721,71.554466
2000000000,-0.65060282,-332.08939,-11.959043,71.400223
2001000000,-0.68567997,-332.19495,-12.010112,71.082245
2002000000,-0.66199601,-332.27322,-11.982654,70.825226
2003000000,-0.64334738,-332.74091,-11.92328,70.449066
2004000000,-0.62135381,-332.72272,-12.019055,70.190567
2005000000,-0.65091103,-332.94632,-11.947841,69.852669
2006000000,-0.63656747,-332.97247,-11.988953,69.562202
2007000000,-0.66675913,-333.28845,-11.993067,69.235344
2008000000,-0.65635419,-333.39493,-11.979878,69.091446
2009000000,-0.64071327,-333.57935,-11.995017,68.835083
2010000000,-0.66697949,-333.79922,-11.968295,68.552055
2011000000,-0.70319253,-334.19467,-11.991586,68.02932
2012000000,-0.64907247,-333.87711,-11.979424,68.088272
2013000000,-0.65673494,-334.39532,-11.987628,67.583626
2014000000,-0.65000147,-334.2789,-11.975576,67.476204
2015000000,-0.69108343,-334.68607,-12.024927,66.849991
2016000000,-0.67325991,-334.74896,-11.987628,66.858139
2017000000,-0.67875409,-334.81644,-12.001896,66.30867
2018000000,-0.66101074,-335.07767,-11.988315,66.063133
2019000000,-0.6620183,-335.1239,-12.02871,65.791878
2020000000,-0.68136156,-335.34488,-12.013433,65.617645
2021000000,-0.63703734,-335.48111,-11.97574,65.364265
2022000000,-0.67952591,-335.65378,-11.963654,64.934341
2023000000,-0.66669387,-335.83514,-12.013806,64.521004
2024000000,-0.66739768,-336.06641,-11.968858,64.387352
2025000000,-0.67524666,-336.33392,-12.028106,64.153374
2026000000,-0.64334249,-336.22818,-11.968643,63.972698
2027000000,-0.67225206,-336.38495,-12.018664,63.516285
2028000000,-0.67968184,-336.63885,-12.020901,63.385483
2029000000,-0.65958095,-336.96817,-11.996428,62.939327
2030000000,-0.7109732,-337.14438,-12.038146,62.792122
2031000000,-0.67748028,-337.14722,-12.029386,62.659016
2032000000,-0.67624217,-337.35077,-12.025019,62.144455
2033000000,-0.65247244,-337.63467,-11.976252,61.709026
2034000000,-0.64504772,-337.8244,-11.990523,61.472885
2035000000,-0.63409555,-337.70233,-12.004672,61.118134
2036000000,-0.66230255,-337.98044,-12.016112,60.904701
2037000000,-0.65779418,-338.21008,-12.01787,60.395458
2038000000,-0.65869296,-338.48099,-12.044538,60.387009
2039000000,-0.67471129,-338.46359,-12.01092,60.124714
2040000000,-0.65790308,-338.60059,-12.029709,59.84166
2041000000,-0.6603421,-338.87885,-12.018979,59.528759
2042000000,-0.6734705,-338.92328,-12.00422,59.231926
2043000000,-0.68532723,-339.03348,-12.056841,59.0877
2044000000,-0.65726119,-339.31021,-12.014626,58.543743
2045000000,-0.6660502,-339.52881,-12.027813,58.325672
2046000000,-0.67349917,-339.60175,-12.043343,57.898079
2047000000,-0.66913742,-339.84299,-12.009066,57.581089
2048000000,-0.65183085,-339.94232,-12.062696,57.083603
2049000000,-0.65865332,-340.14163,-12.044525,56.847893
2050000000,-0.6801188,-340.27728,-12.047421,56.94669
2051000000,-0.65484303,-340.53796,-12.074425,56.466129
2052000000,-0.67446315,-340.67462,-12.022639,56.089767
2053000000,-0.67216688,-340.76718,-12.042581,55.87796
2054000000,-0.68639344,-341.07901,-12.003173,55.3559
2055000000,-0.67609656,-341.16891,-12.072475,55.169682
2056000000,-0.69998181,-341.40195,-12.056214,54.631783
2057000000,-0.68099517,-341.53934,-12.025201,54.520721
2058000000,-0.65488642,-341.84564,-12.068546,54.167507
2059000000,-0.67667407,-341.68768,-12.048983,54.014011
2060000000,-0.65097982,-342.00098,-12.064331,53.593639
2061000000,-0.66391706,-342.0249,-12.088141,53.236034
2062000000,-0.68177813,-342.37662,-12.062858,52.875008
2063000000,-0.66233402,-342.51065,-12.079041,52.671627
2064000000,-0.664491,-342.64883,-12.06787,52.62822
2065000000,-0.67776585,-342.65781,-12.095098,52.147667
2066000000,-0.67566532,-343.21609,-12.116691,51.851379
2067000000,-0.65771186,-343.0231,-12.058134,51.442959
2068000000,-0.63778341,-343.20233,-12.071665,51.380409
2069000000,-0.66182375,-343.55661,-12.074978,51.010578
2070000000,-0.663257,-343.35345,-12.102323,50.680103
2071000000,-0.65884149,-343.9325,-12.110731,50.272602
2072000000,-0.70555192,-343.93399,-12.128424,50.000469
2073000000,-0.70127708,-344.05481,-12.095122,49.541809
2074000000,-0.66467059,-344.12842,-12.085276,49.291527
2075000000,-0.65921146,-344.61761,-12.129061,48.930374
2076000000,-0.68529028,-344.73608,-12.103636,48.552101
2077000000,-0.69395,-344.72449,-12.139519,48.500919
2078000000,-0.67509234,-344.90485,-12.092054,48.039722
2079000000,-0.68019205,-345.27341,-12.111852,47.642422
2080000000,-0.67266643,-345.22928,-12.111104,47.505756
2081000000,-0.67277759,-345.79794,-12.119619,47.042927
2082000000,-0.66296655,-345.52386,-12.127896,46.769203
2083000000,-0.66956425,-345.76074,-12.127169,46.516933
2084000000,-0.68995583,-345.92194,-12.117496,46.239731
2085000000,-0.67831856,-345.97122,-12.127711,45.857685
2086000000,-0.68173981,-346.34717,-12.133404,45.457317
2087000000,-0.67970383,-346.43655,-12.104314,45.177773
2088000000,-0.69067556,-346.65601,-12.152137,44.751011
2089000000,-0.7017346,-346.84705,-12.126084,44.491726
2090000000,-0.6834392,-346.9588,-12.119419,43.973713
2091000000,-0.68993449,-346.97491,-12.128408,43.895618
2092000000,-0.64686269,-347.15329,-12.15171,43.528835
2093000000,-0.69159585,-347.51788,-12.155522,43.185299
2094000000,-0.66379976,-347.439,-12.147879,43.147163
2095000000,-0.69529909,-347.69626,-12.163455,42.699718
2096000000,-0.70796627,-348.00427,-12.152503,42.287678
2097000000,-0.66883934,-348.09335,-12.140072,41.744778
2098000000,-0.67413861,-348.17712,-12.140251,41.692051
2099000000,-0.66955328,-348.26593,-12.164463,41.515881
2100000000,-0.6878733,-348.35837,-12.189249,41.120338
2101000000,-0.72133195,-348.74423,-12.177901,40.47625
2102000000,-0.68320537,-348.91837,-12.188783,40.284664
2103000000,-0.67982626,-349.10706,-12.184628,39.986301
2104000000,-0.65834874,-349.25473,-12.144388,39.706356
2105000000,-0.70327312,-349.4939,-12.175971,39.315681
2106000000,-0.67338252,-349.39365,-12.185219,39.191013
2107000000,-0.67468101,-349.44559,-12.195271,38.762672
2108000000,-0.64931101,-349.99744,-12.176451,38.366009
2109000000,-0.66942132,-350.01672,-12.201747,38.00153
2110000000,-0.66882604,-350.20755,-12.176296,37.723675
2111000000,-0.66481382,-350.09448,-12.19764,37.455467
2112000000,-0.68638384,-350.54977,-12.182141,37.001827
2113000000,-0.68644017,-350.71783,-12.192089,36.738373
2114000000,-0.66132772,-350.98264,-12.207004,36.294876
2115000000,-0.66998512,-351.16125,-12.199334,36.017151
2116000000,-0.66283667,-351.43512,-12.195489,35.642342
2117000000,-0.69576102,-351.42542,-12.208183,35.392162
2118000000,-0.67734009,-351.58725,-12.234288,34.909515
2119000000,-0.68428236,-351.8746,-12.211724,34.551094
2120000000,-0.70219046,-351.87082,-12.215644,34.511482
2121000000,-0.67127025,-352.08481,-12.207212,34.110195
2122000000,-0.64992464,-352.30481,-12.207129,33.648018
2123000000,-0.66958994,-352.29947,-12.23463,33.437477
2124000000,-0.6711539,-352.63095,-12.22661,32.950871
2125000000,-0.66039354,-352.77017,-12.233319,32.664566
2126000000,-0.69843054,-352.77652,-12.238278,32.413258
2127000000,-0.6892994,-353.20538,-12.242995,32.027794
2128000000,-0.68673342,-352.98853,-12.239347,31.935568
2129000000,-0.70109576,-353.33527,-12.250381,31.403997
2130000000,-0.7021507,-353.43503,-12.246113,31.044456
2131000000,-0.69732201,-353.59927,-12.249256,30.920725
2132000000,-0.6754719,-353.95172,-12.255239,30.519098
2133000000,-0.66581887,-354.26807,-12.248189,29.935575
2134000000,-0.65937549,-354.25516,-12.262327,29.818834
2135000000,-0.69336128,-354.41888,-12.287747,29.429268
2136000000,-0.72708994,-354.68158,-12.286239,29.026617
2137000000,-0.67004138,-354.74921,-12.269355,28.694653
2138000000,-0.67839867,-354.82892,-12.293109,28.441811
2139000000,-0.70321506,-354.84036,-12.282092,28.220875
2140000000,-0.65149158,-355.40067,-12.259577,27.620253
2141000000,-0.68222839,-355.31454,-12.268724,27.555038
2142000000,-0.6994803,-355.81497,-12.267889,26.968079
2143000000,-0.69621325,-355.71768,-12.288316,26.823006
2144000000,-0.68008685,-355.85333,-12.264158,26.389402
2145000000,-0.6876964,-356.0484,-12.297701,26.042629
2146000000,-0.6898964,-356.25269,-12.302722,25.673452
2147000000,-0.67756981,-356.31284,-12.283587,25.301626
2148000000,-0.67539006,-356.65045,-12.275599,25.019167
2149000000,-0.69544131,-356.83118,-12.300766,24.522312
2150000000,-0.66621804,-357.16843,-12.280383,24.230288
2151000000,-0.70019621,-357.00024,-12.299533,23.956167
2152000000,-0.66953325,-357.15021,-12.292484,23.508673
2153000000,-0.69901687,-357.4964,-12.294328,23.189629
2154000000,-0.69934171,-357.75983,-12.287811,22.721502
2155000000,-0.69461089,-357.65234,-12.308196,22.571844
2156000000,-0.70423454,-358.00058,-12.315434,22.082369
2157000000,-0.6879558,-358.11926,-12.319399,21.925333
2158000000,-0.67609972,-358.30206,-12.298954,21.422451
2159000000,-0.71685767,-358.54364,-12.296284,21.021719
2160000000,-0.70411766,-358.45517,-12.334864,20.77409
2161000000,-0.68077403,-358.65964,-12.302016,20.400377
2162000000,-0.68737084,-359.09552,-12.312022,19.994329
2163000000,-0.68805039,-359.15421,-12.310905,19.670729
2164000000,-0.68480259,-359.28113,-12.306357,19.483826
2165000000,-0.68600762,-359.56366,-12.319786,19.031763
2166000000,-0.69535124,-359.61456,-12.298857,18.628244
2167000000,-0.70346975,-359.88303,-12.311401,18.306938
2168000000,-0.71769023,-360.0629,-12.329256,17.858828
2169000000,-0.71534067,-360.22128,-12.312149,17.803566
2170000000,-0.70766544,-360.39761,-12.328967,17.271635
2171000000,-0.71278811,-360.42017,-12.295205,16.848339
2172000000,-0.70308417,-360.6326,-12.305965,16.528507
2173000000,-0.67339724,-360.72668,-12.311952,16.243402
2174000000,-0.68814737,-361.00256,-12.313337,15.846999
2175000000,-0.70602697,-361.00955,-12.304062,15.595183
2176000000,-0.69040066,-361.37204,-12.297317,15.087994
2177000000,-0.70608562,-361.56442,-12.313884,14.747316
2178000000,-0.69575745,-361.60376,-12.321181,14.391294
2179000000,-0.69870663,-361.84174,-12.324454,13.967618
2180000000,-0.69059098,-361.99084,-12.34433,13.760264
2181000000,-0.69814688,-362.16519,-12.32025,13.407161
2182000000,-0.70623964,-362.37704,-12.341094,13.022877
2183000000,-0.70824742,-362.29858,-12.313897,12.686864
2184000000,-0.66826421,-362.64078,-12.286209,12.095436
2185000000,-0.71391243,-362.8707,-12.342988,11.903736
2186000000,-0.7244392,-362.89371,-12.330459,11.674396
2187000000,-0.69679934,-363.07651,-12.324017,11.245131
2188000000,-0.68842757,-363.20468,-12.324883,10.927513
2189000000,-0.71352065,-363.29547,-12.31521,10.586642
2190000000,-0.70381558,-363.69846,-12.326468,10.12432
2191000000,-0.70711398,-363.72992,-12.30442,9.7775049
2192000000,-0.68364543,-363.97617,-12.320153,9.3356781
2193000000,-0.70466268,-364.09915,-12.323022,9.1224604
2194000000,-0.71944714,-364.29709,-12.319684,8.6114244
2195000000,-0.70856547,-364.43747,-12.329129,8.3836946
2196000000,-0.70552564,-364.66379,-12.336412,7.8714919
2197000000,-0.68626708,-364.89792,-12.320138,7.4996052
2198000000,-0.68266767,-364.90103,-12.292569,7.3417645
2199000000,-0.70975238,-365.00107,-12.316662,6.7954569
2200000000,-0.73155999,-365.32019,-12.316181,6.4547033
2201000000,-0.69976467,-365.39807,-12.284941,6.1666036
2202000000,-0.67768514,-365.54199,-12.271079,5.7886934
2203000000,-0.69825733,-365.8952,-12.302888,5.3280516
2204000000,-0.7005403,-366.08984,-12.291882,4.9653835
2205000000,-0.69033635,-366.21887,-12.298271,4.7074919
2206000000,-0.69657826,-366.33539,-12.2938,4.3228064
2207000000,-0.74799854,-366.60641,-12.307589,3.9212382
2208000000,-0.71300858,-366.54242,-12.295932,3.64797
2209000000,-0.71601957,-366.77539,-12.292573,3.3122616
2210000000,-0.70011193,-367.11841,-12.293183,2.8389843
2211000000,-0.71214491,-367.13998,-12.276486,2.5206428
2212000000,-0.73441994,-367.37753,-12.300402,2.1497383
2213000000,-0.68578839,-367.5069,-12.280729,1.8166007
2214000000,-0.69855881,-367.81732,-12.285077,1.4173232
2215000000,-0.72547561,-367.68484,-12.301132,1.227514
2216000000,-0.69497675,-368.00217,-12.299436,0.79677022
2217000000,-0.69749278,-368.2124,-12.296318,0.25330421
2218000000,-0.70017087,-368.23312,-12.277554,-0.08748918
2219000000,-0.6745677,-368.68262,-12.250067,-0.51132315
2220000000,-0.73637283,-368.79654,-12.298871,-0.74909383
2221000000,-0.72474253,-369.00357,-12.269242,-1.1908772
2222000000,-0.71623367,-369.01828,-12.255237,-1.4486837
2223000000,-0.69225395,-369.13782,-12.271697,-1.7488526
2224000000,-0.70649183,-369.3826,-12.28549,-2.1375268
2225000000,-0.69301909,-369.74179,-12.258801,-2.7441177
2226000000,-0.71842253,-369.59525,-12.289259,-2.8728917
2227000000,-0.71180427,-370.06348,-12.2588,-3.2605331
2228000000,-0.73336118,-370.11789,-12.249615,-3.5521641
2229000000,-0.72909552,-370.16391,-12.261539,-4.0166564
2230000000,-0.73636359,-370.33084,-12.2574,-4.2688107
2231000000,-0.71705097,-370.54468,-12.246052,-4.655941
2232000000,-0.72396129,-370.70154,-12.235868,-5.0911927
2233000000,-0.72122473,-371.08945,-12.245107,-5.5335975
2234000000,-0.73686153,-371.10785,-12.234982,-5.7823567
2235000000,-0.69240719,-371.38962,-12.226709,-6.3805127
2236000000,-0.70125914,-371.55392,-12.228765,-6.578064
2237000000,-0.68906796,-371.51474,-12.212788,-6.9326158
2238000000,-0.71077234,-371.7843,-12.230748,-7.1284313
2239000000,-0.68297899,-372.17291,-12.204182,-7.8665776
2240000000,-0.75501949,-372.08539,-12.230017,-7.971427
2241000000,-0.73392951,-372.21335,-12.233886,-8.1282349
2242000000,-0.73487884,-372.44919,-12.223192,-8.6198454
2243000000,-0.74215919,-372.50272,-12.218221,-8.9508123
2244000000,-0.69745356,-372.71759,-12.202221,-9.5143089
2245000000,-0.73731232,-372.96753,-12.215193,-9.7279463
2246000000,-0.72231627,-373.05994,-12.190701,-10.070677
2247000000,-0.72250772,-373.2348,-12.189817,-10.549423
2248000000,-0.72031921,-373.35349,-12.175254,-10.652848
2249000000,-0.73787284,-373.4993,-12.199531,-11.031122
2250000000,-0.69812751,-373.69931,-12.153863,-11.397895
2251000000,-0.74494201,-374.06726,-12.183084,-11.78185
2252000000,-0.7609666,-374.07321,-12.198394,-12.317929
2253000000,-0.72803909,-374.2966,-12.177978,-12.741269
2254000000,-0.73854178,-374.61145,-12.153443,-13.276571
2255000000,-0.74876821,-374.79346,-12.154553,-13.367562
2256000000,-0.73087209,-374.7403,-12.162623,-13.793013
2257000000,-0.74398172,-374.73309,-12.162123,-13.911917
2258000000,-0.77152622,-375.12439,-12.189133,-14.297375
2259000000,-0.72613919,-375.27811,-12.134445,-14.698991
2260000000,-0.73452616,-375.37027,-12.130365,-15.258711
2261000000,-0.75075555,-375.82782,-12.132859,-15.439075
2262000000,-0.73814833,-375.83838,-12.122027,-15.951217
2263000000,-0.7150498,-375.95618,-12.160419,-16.288271
2264000000,-0.71962374,-375.95526,-12.108085,-16.59132
2265000000,-0.73221701,-376.38358,-12.106103,-17.011333
2266000000,-0.76203012,-376.43115,-12.09261,-17.12376
2267000000,-0.71025419,-376.80237,-12.070726,-17.754885
2268000000,-0.73031479,-376.73984,-12.069252,-18.045738
2269000000,-0.74602264,-377.14371,-12.098429,-18.343506
2270000000,-0.74048555,-377.06494,-12.076427,-18.71756
2271000000,-0.75698882,-377.10345,-12.058583,-19.006149
2272000000,-0.77089292,-377.53732,-12.064973,-19.396698
2273000000,-0.73303604,-377.76416,-12.037359,-19.863525
2274000000,-0.76106894,-377.9758,-12.053954,-20.33658
2275000000,-0.73591167,-378.16379,-12.02317,-20.748598
2276000000,-0.74316609,-378.19464,-12.020392,-21.094162
2277000000,-0.76663715,-378.36484,-12.046391,-21.384712
2278000000,-0.71823066,-378.5123,-11.99716,-21.81588
2279000000,-0.74523348,-378.71762,-12.014512,-21.983347
2280000000,-0.74530488,-378.74567,-12.00824,-22.47957
2281000000,-0.76323169,-379.00775,-12.007957,-22.543638
2282000000,-0.75894034,-379.27402,-11.988535,-23.262562
2283000000,-0.74630928,-379.39926,-11.990752,-23.472416
2284000000,-0.77078384,-379.33899,-11.981914,-23.787821
2285000000,-0.75624317,-379.5704,-11.97302,-24.05909
2286000000,-0.78427386,-379.81085,-11.989022,-24.457012
2287000000,-0.7778511,-380.0737,-11.980435,-24.737576
2288000000,-0.77137601,-380.2402,-11.954523,-25.125797
2289000000,-0.75484473,-380.40753,-11.945344,-25.540712
2290000000,-0.7889449,-380.61435,-11.955434,-25.946703
2291000000,-0.76763403,-380.72409,-11.940384,-26.366581
2292000000,-0.75430465,-380.8443,-11.927166,-26.69422
2293000000,-0.74868917,-380.97845,-11.937109,-26.975273
2294000000,-0.75469053,-381.40915,-11.946387,-27.38517
2295000000,-0.73596472,-381.37833,-11.900629,-27.810492
2296000000,-0.78531677,-381.62195,-11.946324,-27.953947
2297000000,-0.7642414,-381.83713,-11.877688,-28.369141
2298000000,-0.7896437,-381.99933,-11.935887,-28.98806
2299000000,-0.79972404,-382.10883,-11.907814,-28.971939
2300000000,-0.79224479,-382.35464,-11.927314,-29.556271
2301000000,-0.77522528,-382.31744,-11.877573,-29.633938
2302000000,-0.78151971,-382.50882,-11.895494,-30.33415
2303000000,-0.78727335,-382.79501,-11.916073,-30.576937
2304000000,-0.79295355,-382.92346,-11.907238,-30.836594
2305000000,-0.7904526,-383.06653,-11.859949,-31.187761
2306000000,-0.77393895,-383.10187,-11.848774,-31.586336
2307000000,-0.7687943,-383.38458,-11.865635,-32.018463
2308000000,-0.7599076,-383.505,-11.820119,-32.510532
2309000000,-0.75469446,-383.72968,-11.784095,-32.577816
2310000000,-0.78779972,-383.79233,-11.885395,-32.82975
2311000000,-0.74236983,-384.15311,-11.827888,-33.263874
2312000000,-0.75427979,-384.1857,-11.784582,-33.627464
2313000000,-0.76335019,-384.49725,-11.823433,-34.171749
2314000000,-0.77234459,-384.48352,-11.767601,-34.555222
2315000000,-0.8037504,-384.60693,-11.801682,-34.428432
2316000000,-0.78895503,-384.93893,-11.809822,-35.162144
2317000000,-0.79840648,-385.10547,-11.77464,-35.650311
2318000000,-0.79454345,-385.30466,-11.797342,-35.733524
2319000000,-0.78877497,-385.28073,-11.780542,-36.13282
2320000000,-0.79641551,-385.80698,-11.777602,-36.651814
2321000000,-0.81085825,-385.84665,-11.750813,-37.01123
2322000000,-0.7915538,-385.99066,-11.734025,-37.211327
2323000000,-0.78284955,-386.20776,-11.742751,-37.699131
2324000000,-0.79702526,-386.38257,-11.719821,-37.928532
2325000000,-0.78438884,-386.51004,-11.681833,-38.214302
2326000000,-0.75694221,-386.61838,-11.686521,-38.602665
2327000000,-0.80638444,-386.79068,-11.724959,-38.807251
2328000000,-0.80243659,-386.8837,-11.690467,-39.333633
2329000000,-0.79224032,-387.09375,-11.684038,-39.374699
2330000000,-0.77151871,-387.34073,-11.645675,-39.76833
2331000000,-0.80046034,-387.57822,-11.648494,-40.148888
2332000000,-0.81178033,-387.55951,-11.667501,-40.664158
2333000000,-0.80404866,-387.78665,-11.665969,-40.974236
2334000000,-0.80149323,-387.92258,-11.620357,-41.428772
2335000000,-0.80638212,-388.06076,-11.648297,-41.460472
2336000000,-0.78366601,-388.19046,-11.567757,-42.19902
2337000000,-0.82091403,-388.37015,-11.608609,-42.374149
2338000000,-0.78628534,-388.58542,-11.550006,-42.541466
2339000000,-0.76874691,-388.64774,-11.551764,-43.027138
2340000000,-0.79175723,-388.96753,-11.561357,-43.159637
2341000000,-0.81864953,-389.2803,-11.565475,-43.87542
2342000000,-0.82705218,-389.42587,-11.608369,-43.889378
