Freq(Hz),S21 Log Mag(dB),S21 Phase(¡),S11 Log Mag(dB),S11 Phase(¡)
1872000000,-0.36699426,-267.04947,-25.529657,157.00635
1873000000,-0.34139746,-267.20337,-25.475401,156.40634
1874000000,-0.33269241,-267.26871,-25.328884,156.7764
1875000000,-0.34215274,-267.55914,-25.449337,157.00377
1876000000,-0.35522395,-267.70993,-25.450932,156.5802
1877000000,-0.34718347,-267.75751,-25.360674,156.90053
1878000000,-0.34393153,-267.98917,-25.1607,157.67128
1879000000,-0.35274005,-268.12897,-25.293142,156.99796
1880000000,-0.3268415,-267.96735,-25.029436,157.15941
1881000000,-0.32707193,-268.3042,-25.210779,157.90656
1882000000,-0.3304702,-268.4447,-25.050072,157.53549
1883000000,-0.3499499,-268.6214,-24.919001,156.74982
1884000000,-0.35289866,-268.88037,-24.985043,156.69704
1885000000,-0.34157753,-268.81357,-24.909407,157.35062
1886000000,-0.3307361,-269.12302,-24.975967,158.02609
1887000000,-0.36265641,-269.45361,-24.948521,157.14468
1888000000,-0.35406363,-269.39795,-24.697407,157.93636
1889000000,-0.33718166,-269.68655,-24.609192,157.62067
1890000000,-0.3781552,-269.68753,-24.785484,157.19894
1891000000,-0.3407197,-269.97034,-24.625147,157.1981
1892000000,-0.3437148,-269.75827,-24.624184,157.52951
1893000000,-0.35051787,-270.07239,-24.659332,157.92371
1894000000,-0.34153479,-270.29059,-24.505566,157.81122
1895000000,-0.35272157,-270.21283,-24.454712,158.02179
1896000000,-0.33236375,-270.4913,-24.453773,157.00871
1897000000,-0.34813958,-270.74472,-24.450153,156.93417
1898000000,-0.35900861,-270.84216,-24.421898,158.13406
1899000000,-0.34013477,-270.83755,-24.308956,158.03413
1900000000,-0.34509706,-271.25299,-24.219784,157.68121
1901000000,-0.33590737,-271.06616,-24.304037,158.09001
1902000000,-0.33156818,-271.44998,-24.268383,156.89862
1903000000,-0.34647429,-271.63596,-24.156345,157.25497
1904000000,-0.32693207,-271.63245,-24.093027,157.95828
1905000000,-0.33829954,-271.81982,-24.171141,157.69131
1906000000,-0.38007656,-271.92355,-24.143898,157.46436
1907000000,-0.35808209,-272.2648,-24.045853,157.75275
1908000000,-0.36037001,-272.29996,-24.010284,157.00122
1909000000,-0.3664583,-272.33221,-23.989458,157.90929
1910000000,-0.36422962,-272.62717,-23.937151,157.89822
1911000000,-0.32979962,-272.55692,-23.855722,158.02338
1912000000,-0.39535281,-272.67712,-23.91762,157.71465
1913000000,-0.37197983,-272.84286,-23.805079,157.9749
1914000000,-0.35525966,-273.09451,-23.88195,157.79529
1915000000,-0.37767583,-273.20575,-23.718805,157.77461
1916000000,-0.35942084,-273.37497,-23.659098,157.3674
1917000000,-0.34360674,-273.52689,-23.742973,157.28224
1918000000,-0.37203476,-273.70285,-23.818996,157.41635
1919000000,-0.33965689,-273.85043,-23.626842,157.83934
1920000000,-0.37136665,-273.99216,-23.72123,157.56412
1921000000,-0.33878607,-273.97665,-23.461636,157.67436
1922000000,-0.36099067,-274.02747,-23.521902,158.16068
1923000000,-0.36681604,-274.63376,-23.496698,157.40042
1924000000,-0.36199713,-274.55591,-23.402403,157.90308
1925000000,-0.37570101,-274.50906,-23.528511,157.88014
1926000000,-0.37477276,-274.87967,-23.466291,158.21455
1927000000,-0.37488356,-274.96338,-23.453302,157.70451
1928000000,-0.36829659,-275.19003,-23.306396,157.59239
1929000000,-0.34140584,-275.23279,-23.250957,157.88412
1930000000,-0.31470215,-275.5069,-23.29265,157.45656
1931000000,-0.36669323,-275.69,-23.149435,157.02962
1932000000,-0.37156665,-275.54248,-23.315598,158.57126
1933000000,-0.38447452,-275.85123,-23.208084,157.32578
1934000000,-0.36835852,-275.94839,-23.079113,157.41779
1935000000,-0.36312154,-276.1199,-23.131754,157.461
1936000000,-0.36892235,-276.21173,-23.261648,157.65062
1937000000,-0.387438,-276.42886,-23.070259,157.21048
1938000000,-0.34665129,-276.77914,-22.956205,157.23253
1939000000,-0.36483791,-276.91211,-22.818859,157.46475
1940000000,-0.378672,-276.96921,-22.954884,157.02983
1941000000,-0.35207552,-276.89008,-22.955048,157.07674
1942000000,-0.35761979,-277.09875,-22.941607,157.67328
1943000000,-0.34883997,-277.31534,-22.757015,157.25835
1944000000,-0.37491879,-277.46274,-22.880381,156.49107
1945000000,-0.33441409,-277.35074,-22.817331,157.91002
1946000000,-0.37400621,-277.62643,-22.786713,156.916
1947000000,-0.3760784,-278.02072,-22.671856,157.03098
1948000000,-0.38205144,-277.83008,-22.780392,157.2664
1949000000,-0.35251904,-278.20013,-22.687424,157.52267
1950000000,-0.36806002,-278.15585,-22.734612,157.99771
1951000000,-0.39502391,-278.42267,-22.759674,157.13124
1952000000,-0.40074003,-278.724,-22.677366,157.21112
1953000000,-0.34571624,-278.67993,-22.618155,156.53078
1954000000,-0.36251476,-278.73318,-22.594707,156.94901
1955000000,-0.37734196,-279.16632,-22.636456,157.00577
1956000000,-0.36952364,-279.20224,-22.60981,156.75723
1957000000,-0.38760671,-279.39532,-22.460939,157.02429
1958000000,-0.3570767,-279.33038,-22.467218,156.84554
1959000000,-0.36569622,-279.5737,-22.379925,156.27805
1960000000,-0.31809947,-279.69998,-22.393463,157.43336
1961000000,-0.4031727,-279.78433,-22.459501,156.73358
1962000000,-0.38703173,-279.93875,-22.349812,156.60234
1963000000,-0.37669337,-280.16373,-22.290997,156.4267
1964000000,-0.37215719,-280.22885,-22.319546,156.64122
1965000000,-0.38006341,-280.55417,-22.312658,156.40379
1966000000,-0.38623142,-280.72052,-22.269087,156.32248
1967000000,-0.37518534,-280.70584,-22.277859,156.282
1968000000,-0.37422675,-281.00211,-22.172216,156.25662
1969000000,-0.38824859,-280.95084,-22.189062,156.29253
1970000000,-0.35507861,-281.07495,-22.160545,155.95216
1971000000,-0.37787569,-281.22906,-22.216352,155.72237
1972000000,-0.38577753,-281.26282,-22.15097,156.91751
1973000000,-0.346625,-281.77914,-22.069815,156.42496
1974000000,-0.35694647,-281.54602,-22.061075,156.42027
1975000000,-0.37684301,-281.83707,-21.993961,156.17819
1976000000,-0.39174977,-282.06332,-22.032715,155.65947
1977000000,-0.40037081,-282.13501,-21.995033,156.17993
1978000000,-0.37130806,-282.27884,-21.9751,155.8002
1979000000,-0.36523139,-282.3783,-22.019304,156.24852
1980000000,-0.42567137,-282.61008,-22.046679,155.4753
1981000000,-0.37763184,-282.7084,-22.023405,155.75232
1982000000,-0.3741425,-282.76437,-21.934929,156.04237
1983000000,-0.38836521,-282.9444,-21.891357,155.40576
1984000000,-0.3707813,-283.16092,-21.862856,155.2308
1985000000,-0.39066839,-283.33426,-21.912527,154.87595
1986000000,-0.37680438,-283.40884,-21.902977,155.80838
1987000000,-0.33969587,-283.55106,-21.866863,155.65009
1988000000,-0.37604582,-283.54315,-21.811626,155.34898
1989000000,-0.38129801,-283.84711,-21.761135,155.14217
1990000000,-0.3636685,-284.18655,-21.78343,154.85008
1991000000,-0.3943297,-284.19299,-21.758774,154.83371
1992000000,-0.38233554,-284.32843,-21.718313,154.57968
1993000000,-0.40215662,-284.34589,-21.719919,155.50497
1994000000,-0.36484456,-284.61679,-21.712381,154.85622
1995000000,-0.38497531,-284.8349,-21.763279,154.62044
1996000000,-0.3645263,-284.94223,-21.742626,154.68037
1997000000,-0.37726697,-284.75079,-21.648075,155.37006
1998000000,-0.40435126,-285.29077,-21.65864,153.75362
1999000000,-0.40243277,-285.1347,-21.663492,154.41917
2000000000,-0.40168527,-285.45578,-21.635538,154.70999
2001000000,-0.39025071,-285.63824,-21.641727,154.46265
2002000000,-0.4055095,-285.86774,-21.5411,153.48
2003000000,-0.38615113,-285.79767,-21.540216,153.75128
2004000000,-0.39516816,-286.06577,-21.567247,154.34254
2005000000,-0.38230184,-286.14008,-21.499018,154.37944
2006000000,-0.39444092,-286.25397,-21.580688,153.60725
2007000000,-0.39748287,-286.50696,-21.501362,153.31242
2008000000,-0.39311871,-286.58298,-21.450834,153.48634
2009000000,-0.38459459,-286.77048,-21.504419,154.07478
2010000000,-0.37556115,-287.09106,-21.395603,153.81032
2011000000,-0.43929443,-287.18707,-21.385374,153.31099
2012000000,-0.38460723,-287.14325,-21.420788,154.02055
2013000000,-0.36809927,-287.53882,-21.312147,153.11885
2014000000,-0.38456675,-287.50159,-21.334558,153.12042
2015000000,-0.41642061,-287.61816,-21.468184,152.8783
2016000000,-0.39980379,-287.67221,-21.388947,153.96428
2017000000,-0.41451412,-287.77493,-21.429827,153.02557
2018000000,-0.41693634,-288.03195,-21.376125,153.17386
2019000000,-0.36451274,-288.04822,-21.419739,153.14067
2020000000,-0.41324109,-288.24332,-21.431995,152.96901
2021000000,-0.38735941,-288.52078,-21.292189,152.65361
2022000000,-0.39030021,-288.60486,-21.34498,152.53322
2023000000,-0.39987439,-288.65305,-21.350031,152.73164
2024000000,-0.36972016,-288.88477,-21.294298,152.54306
2025000000,-0.39131552,-289.27225,-21.317858,152.44855
2026000000,-0.38449061,-289.06711,-21.303684,151.68755
2027000000,-0.40676227,-289.07236,-21.292381,152.41962
2028000000,-0.41700602,-289.46155,-21.262491,151.62907
2029000000,-0.3991265,-289.64227,-21.267229,152.5929
2030000000,-0.43133688,-289.74323,-21.305702,152.18112
2031000000,-0.40939966,-290.02899,-21.217279,152.0145
2032000000,-0.40063414,-290.08395,-21.24449,151.67929
2033000000,-0.38920543,-290.21957,-21.206015,151.41742
2034000000,-0.39109832,-290.3869,-21.135519,151.71988
2035000000,-0.37783241,-290.38718,-21.215738,151.9787
2036000000,-0.39892063,-290.7403,-21.213064,150.93781
2037000000,-0.4038091,-290.9599,-21.294428,151.05998
2038000000,-0.40475631,-291.07449,-21.191513,151.55602
2039000000,-0.40138119,-290.98215,-21.231318,151.63156
2040000000,-0.39657491,-291.13321,-21.19228,151.95334
2041000000,-0.3930876,-291.29996,-21.120325,151.10452
2042000000,-0.39691618,-291.47604,-21.164709,151.05542
2043000000,-0.40003338,-291.65744,-21.117836,151.24803
2044000000,-0.36927363,-291.5766,-21.057869,151.45541
2045000000,-0.40745631,-292.0076,-21.145855,150.81361
2046000000,-0.40372521,-292.00687,-21.150131,150.57953
2047000000,-0.38525805,-292.21432,-21.072924,150.68121
2048000000,-0.36769366,-292.35541,-21.143408,150.36218
2049000000,-0.4081696,-292.49789,-21.185633,150.59012
2050000000,-0.42291579,-292.59753,-21.190617,150.57262
2051000000,-0.40321004,-292.82413,-21.174875,150.32646
2052000000,-0.38884345,-292.9328,-21.07905,150.02664
2053000000,-0.39553201,-292.96573,-21.072344,150.65437
2054000000,-0.39583978,-293.15384,-21.070978,149.68263
2055000000,-0.41391882,-293.49265,-21.139925,149.76506
2056000000,-0.40623343,-293.27637,-21.069323,149.75502
2057000000,-0.39269578,-293.50598,-21.102329,150.32671
2058000000,-0.39454946,-293.88437,-21.096674,149.70557
2059000000,-0.42312941,-293.88943,-21.103575,149.54507
2060000000,-0.39513019,-293.94739,-21.152719,149.73753
2061000000,-0.36846086,-294.0383,-21.181944,149.68237
2062000000,-0.42369092,-294.34268,-21.137939,149.19852
2063000000,-0.38798761,-294.4751,-21.127348,149.08493
2064000000,-0.40492904,-294.5842,-21.024616,150.1474
2065000000,-0.43800589,-294.629,-21.201767,149.5197
2066000000,-0.40588623,-295.0575,-21.136671,149.85667
2067000000,-0.39272884,-295.01175,-21.159098,148.63837
2068000000,-0.3872588,-295.2168,-21.075916,149.27174
2069000000,-0.39970732,-295.45996,-21.06901,149.45395
2070000000,-0.40536201,-295.44733,-21.108294,148.528
2071000000,-0.40424803,-295.83591,-21.139906,148.95335
2072000000,-0.42383346,-295.66977,-21.16279,149.05067
2073000000,-0.41994509,-295.82568,-21.058035,148.336
2074000000,-0.3877143,-295.8028,-21.145906,148.57997
2075000000,-0.38752866,-296.3468,-21.182878,148.61911
2076000000,-0.41285846,-296.21762,-21.1418,148.26984
2077000000,-0.38764629,-296.41055,-21.153015,148.56862
2078000000,-0.40770963,-296.54901,-21.08493,147.96657
2079000000,-0.3975971,-296.80246,-21.144117,148.45364
2080000000,-0.40476033,-296.81677,-21.124243,148.4043
2081000000,-0.40456766,-297.27533,-21.093227,148.4187
2082000000,-0.36710963,-297.07684,-21.109238,148.17038
2083000000,-0.4162637,-297.22946,-21.134752,148.17395
2084000000,-0.39630222,-297.40164,-21.028463,148.26971
2085000000,-0.41123423,-297.52444,-21.152267,148.14851
2086000000,-0.41187587,-297.82782,-21.10918,147.31169
2087000000,-0.40765047,-297.85846,-21.056473,147.74759
2088000000,-0.423262,-297.99838,-21.15419,147.55252
2089000000,-0.43260136,-298.2764,-21.105841,147.52025
2090000000,-0.41314504,-298.24722,-21.138784,147.86349
2091000000,-0.42654037,-298.29327,-21.183516,147.61125
2092000000,-0.39325804,-298.39954,-21.093765,148.03333
2093000000,-0.41982651,-298.75183,-21.129303,147.43568
2094000000,-0.39668459,-298.82074,-21.091288,147.92159
2095000000,-0.44334251,-298.96942,-21.187695,146.61458
2096000000,-0.4440006,-299.17065,-21.29108,147.03336
2097000000,-0.42240244,-299.34476,-21.234276,146.38129
2098000000,-0.40715569,-299.40475,-21.171675,147.35832
2099000000,-0.42153493,-299.55383,-21.170177,146.60947
2100000000,-0.3932083,-299.57944,-21.093485,147.38713
2101000000,-0.42506695,-299.76752,-21.16544,147.11652
2102000000,-0.41558096,-299.90265,-21.210516,146.9547
2103000000,-0.42431176,-300.13776,-21.169699,146.76692
2104000000,-0.41031897,-300.41,-21.167837,145.90913
2105000000,-0.39904463,-300.43454,-21.147097,146.94701
2106000000,-0.41329327,-300.3696,-21.170609,146.77707
2107000000,-0.42062744,-300.5751,-21.20607,145.93875
2108000000,-0.39370477,-301.03561,-21.167828,146.28847
2109000000,-0.43033499,-301.01871,-21.273817,146.38411
2110000000,-0.41953501,-301.13113,-21.159439,146.3172
2111000000,-0.39241573,-301.18698,-21.142151,145.72328
2112000000,-0.41071624,-301.39563,-21.256701,145.86729
2113000000,-0.40816137,-301.47665,-21.232363,146.04764
2114000000,-0.36363998,-301.77957,-21.156528,146.17357
2115000000,-0.4035143,-302.05844,-21.159937,145.95967
2116000000,-0.4013893,-302.02985,-21.25038,146.39952
2117000000,-0.41515797,-301.94058,-21.251768,146.34216
2118000000,-0.41790017,-302.12598,-21.324022,146.33502
2119000000,-0.38901979,-302.43658,-21.223333,145.62639
2120000000,-0.42404667,-302.64459,-21.212889,145.77754
2121000000,-0.37877262,-302.82031,-21.137417,145.5359
2122000000,-0.41658482,-302.79828,-21.28162,145.23607
2123000000,-0.39193669,-302.78653,-21.320192,145.81825
2124000000,-0.42810935,-303.1102,-21.330694,145.53603
2125000000,-0.39129683,-303.24554,-21.356134,145.43929
2126000000,-0.42227158,-303.33542,-21.326902,145.20486
2127000000,-0.39418975,-303.63251,-21.30476,145.53539
2128000000,-0.36159629,-303.76367,-21.197329,145.28297
2129000000,-0.44233936,-303.65903,-21.364813,145.31186
2130000000,-0.40309706,-303.92355,-21.324331,144.88307
2131000000,-0.42363092,-304.15491,-21.348476,145.31412
2132000000,-0.41709861,-304.2475,-21.329367,145.7009
2133000000,-0.40432197,-304.56613,-21.308699,145.3282
2134000000,-0.38572663,-304.74002,-21.283279,145.48984
2135000000,-0.40571001,-304.52042,-21.387899,144.84973
2136000000,-0.43283045,-304.84219,-21.381399,144.72282
2137000000,-0.43023747,-305.02914,-21.375425,144.56735
2138000000,-0.41386476,-305.13519,-21.444342,145.2155
2139000000,-0.41192073,-305.16696,-21.476095,144.81111
2140000000,-0.40109441,-305.52789,-21.415598,144.43066
2141000000,-0.39578426,-305.57101,-21.414209,145.33951
2142000000,-0.4651632,-305.7865,-21.389799,144.74065
2143000000,-0.39230856,-305.82251,-21.429489,144.55701
2144000000,-0.40958029,-305.93518,-21.441084,144.70949
2145000000,-0.43017513,-306.13058,-21.477779,144.69501
2146000000,-0.45468783,-306.12122,-21.516603,144.58217
2147000000,-0.41261166,-306.35754,-21.427713,144.16653
2148000000,-0.41136116,-306.64395,-21.442852,144.81137
2149000000,-0.41718689,-306.80127,-21.514397,143.7881
2150000000,-0.40854907,-306.95987,-21.514368,144.36441
2151000000,-0.42340896,-306.9819,-21.471161,143.41107
2152000000,-0.39094874,-307.1817,-21.540333,143.64175
2153000000,-0.42699739,-307.32544,-21.552105,144.27162
2154000000,-0.41440463,-307.32666,-21.619951,143.88419
2155000000,-0.41868475,-307.69318,-21.596817,143.69167
2156000000,-0.39068043,-307.70663,-21.662613,143.57864
2157000000,-0.42241478,-307.88431,-21.559786,143.90923
2158000000,-0.41374379,-308.03348,-21.58363,143.87733
2159000000,-0.42316371,-308.17691,-21.677389,143.5907
2160000000,-0.38526344,-308.3497,-21.664852,143.40297
2161000000,-0.3932088,-308.19717,-21.711176,143.68698
2162000000,-0.390131,-308.61197,-21.706627,143.53157
2163000000,-0.39868966,-308.77658,-21.765825,143.10117
2164000000,-0.40581399,-308.92572,-21.666176,143.39029
2165000000,-0.39847744,-309.13541,-21.667826,143.83104
2166000000,-0.40468356,-308.98868,-21.670528,143.39648
2167000000,-0.41852066,-309.28586,-21.716356,143.24677
2168000000,-0.44795915,-309.54648,-21.742348,142.90431
2169000000,-0.42928931,-309.63824,-21.701262,143.30721
2170000000,-0.42375696,-309.7171,-21.740877,143.28528
2171000000,-0.4328219,-309.79379,-21.801931,142.98114
2172000000,-0.39514473,-309.92697,-21.804733,143.13435
2173000000,-0.40601504,-310.26633,-21.855289,143.35077
2174000000,-0.40864494,-310.21704,-21.88871,143.5013
2175000000,-0.44047987,-310.42548,-21.826569,142.20493
2176000000,-0.41720584,-310.67294,-21.838219,142.95483
2177000000,-0.43054885,-310.69098,-21.825714,143.08675
2178000000,-0.3960453,-310.89246,-21.87446,142.9749
2179000000,-0.43994698,-310.92059,-21.930151,142.7608
2180000000,-0.39468589,-311.20016,-21.917311,142.82176
2181000000,-0.43254638,-311.31015,-21.947123,142.49268
2182000000,-0.43811134,-311.453,-22.009754,142.46033
2183000000,-0.41359663,-311.40567,-21.950262,142.75053
2184000000,-0.41220632,-311.77359,-22.008953,142.1656
2185000000,-0.43935668,-311.92422,-22.085806,142.27885
2186000000,-0.42624345,-311.88516,-22.041475,142.20628
2187000000,-0.418466,-312.21445,-22.045603,142.3737
2188000000,-0.44066685,-312.32156,-22.18688,141.86723
2189000000,-0.4365049,-312.39386,-22.142057,141.51181
2190000000,-0.37956882,-312.70685,-22.104061,142.21678
2191000000,-0.40129811,-312.63428,-22.095522,142.18687
2192000000,-0.39313966,-312.84192,-22.129349,142.18031
2193000000,-0.42226452,-312.86035,-22.208506,142.24257
2194000000,-0.44426516,-312.87869,-22.249828,141.95244
2195000000,-0.39608833,-313.13809,-22.222265,142.39433
2196000000,-0.40514609,-313.27341,-22.262791,141.67216
2197000000,-0.3937813,-313.70212,-22.256565,141.99081
2198000000,-0.38878572,-313.62054,-22.308147,142.19948
2199000000,-0.42480034,-313.7941,-22.308455,141.93617
2200000000,-0.40922973,-314.06522,-22.313023,141.74257
2201000000,-0.40917748,-314.16537,-22.328335,141.4604
2202000000,-0.42133185,-314.2243,-22.431776,142.11389
2203000000,-0.38546568,-314.54236,-22.390522,141.78139
2204000000,-0.41010988,-314.47202,-22.421242,142.1373
2205000000,-0.40905255,-314.6568,-22.411751,141.83141
2206000000,-0.41516727,-314.98276,-22.472622,141.6611
2207000000,-0.42742744,-315.09256,-22.449228,141.78551
2208000000,-0.42286116,-315.00079,-22.526121,141.51311
2209000000,-0.42501339,-315.28726,-22.570457,141.45496
2210000000,-0.4121497,-315.64987,-22.611652,141.18927
2211000000,-0.39298761,-315.43362,-22.528135,142.12537
2212000000,-0.41279384,-315.87006,-22.600628,141.35435
2213000000,-0.37725353,-315.81851,-22.641674,141.25516
2214000000,-0.43085718,-316.12347,-22.68292,141.39716
2215000000,-0.44124582,-316.18658,-22.710564,140.69809
2216000000,-0.39752597,-316.3837,-22.757477,141.22119
2217000000,-0.38984847,-316.58426,-22.753885,141.3838
2218000000,-0.39920732,-316.56641,-22.736368,141.45082
2219000000,-0.39947689,-316.72168,-22.730909,141.70389
2220000000,-0.44520366,-317.01236,-22.863192,140.22284
2221000000,-0.44838113,-317.02719,-22.90193,140.88023
2222000000,-0.38263327,-317.25629,-22.718849,141.34361
2223000000,-0.39200416,-317.10513,-22.950697,141.78775
2224000000,-0.39350319,-317.40543,-22.964462,141.25534
2225000000,-0.4193536,-317.6366,-22.92786,140.20073
2226000000,-0.39278969,-317.70392,-23.003414,141.02783
2227000000,-0.41160268,-317.90872,-22.978401,141.29422
2228000000,-0.39287496,-317.98706,-22.96637,141.18575
2229000000,-0.41408905,-318.13019,-23.066612,140.94966
2230000000,-0.44519833,-318.29581,-23.126516,140.71001
2231000000,-0.41049385,-318.71405,-23.001669,140.58742
2232000000,-0.43955636,-318.52847,-23.140692,140.7261
2233000000,-0.41716149,-318.966,-23.080221,141.18181
2234000000,-0.41294232,-318.96552,-23.160166,140.99463
2235000000,-0.40893057,-319.06384,-23.224972,141.09637
2236000000,-0.39837295,-319.25937,-23.233782,140.56328
2237000000,-0.41797122,-319.37653,-23.22081,140.89146
2238000000,-0.39154467,-319.41418,-23.402563,141.34285
2239000000,-0.3891196,-319.7627,-23.297495,140.66112
2240000000,-0.42882955,-319.64642,-23.319778,141.11597
2241000000,-0.41862556,-319.90384,-23.414358,141.1356
2242000000,-0.39865413,-320.08423,-23.370691,141.07574
2243000000,-0.40564892,-320.15515,-23.414097,141.17578
2244000000,-0.40370423,-320.39023,-23.451962,141.35098
2245000000,-0.43185744,-320.55484,-23.508003,141.18925
2246000000,-0.43168896,-320.48834,-23.545443,141.17555
2247000000,-0.41587988,-320.76239,-23.54059,141.32251
2248000000,-0.40362942,-320.89499,-23.522125,141.15411
2249000000,-0.40650877,-320.9097,-23.776337,141.64902
2250000000,-0.38629556,-321.20288,-23.675785,141.75714
2251000000,-0.40859318,-321.46713,-23.661217,141.14342
2252000000,-0.41445366,-321.55136,-23.730616,141.42683
2253000000,-0.3969011,-321.62225,-23.756197,141.4256
2254000000,-0.41892314,-321.93008,-23.762722,141.59668
2255000000,-0.40181956,-321.93622,-23.828321,141.92342
2256000000,-0.37828144,-322.12714,-23.848442,141.44862
2257000000,-0.39061791,-322.1167,-23.872755,141.60025
2258000000,-0.41973376,-322.50381,-23.973516,141.64313
2259000000,-0.42517975,-322.50104,-23.998837,141.59744
2260000000,-0.40715709,-322.55447,-24.104176,141.55435
2261000000,-0.43081129,-322.8862,-24.05196,141.36516
2262000000,-0.43497238,-322.98978,-24.190674,140.80267
2263000000,-0.38604963,-323.05493,-24.094479,141.59045
2264000000,-0.39829019,-323.12177,-24.175573,141.78583
2265000000,-0.42856812,-323.27386,-24.275618,140.89961
2266000000,-0.40783083,-323.4827,-24.250774,141.91104
2267000000,-0.39419031,-323.67203,-24.258661,142.03204
2268000000,-0.43931335,-323.8837,-24.348225,141.24037
2269000000,-0.43256181,-324.10825,-24.453207,141.63403
2270000000,-0.40046823,-324.02448,-24.456152,142.06866
2271000000,-0.44833457,-324.18912,-24.589981,141.46718
2272000000,-0.41458914,-324.43515,-24.477661,141.59676
2273000000,-0.42575201,-324.77042,-24.51129,141.16385
2274000000,-0.41922763,-324.75952,-24.546406,141.77666
2275000000,-0.38978258,-324.93381,-24.597343,142.19099
2276000000,-0.41427118,-325.00998,-24.635614,141.8161
2277000000,-0.43880311,-325.25409,-24.716703,141.16359
2278000000,-0.38894242,-325.25439,-24.707951,142.62308
2279000000,-0.40999511,-325.59995,-24.87714,141.47652
2280000000,-0.38136134,-325.4162,-24.848639,142.51132
2281000000,-0.41171634,-325.62048,-24.871828,142.79326
2282000000,-0.41314501,-325.88562,-24.881117,142.28973
2283000000,-0.42557296,-325.94455,-25.02496,142.78583
2284000000,-0.41496697,-326.06787,-24.989397,141.89276
2285000000,-0.37982363,-326.15164,-25.010342,143.02925
2286000000,-0.40879181,-326.29657,-25.071926,142.54323
2287000000,-0.43002966,-326.65829,-25.139221,142.31541
2288000000,-0.42323542,-326.75757,-25.114159,143.07417
2289000000,-0.38273731,-326.89972,-25.076935,143.1805
2290000000,-0.38876453,-327.04001,-25.197863,143.94836
2291000000,-0.41147611,-326.95615,-25.394421,143.4512
2292000000,-0.39617941,-327.16629,-25.377907,143.71164
2293000000,-0.41826457,-327.47836,-25.414551,143.23778
2294000000,-0.41934499,-327.65881,-25.454695,143.42609
2295000000,-0.37871763,-327.87659,-25.395845,143.39018
2296000000,-0.40912247,-327.96899,-25.573254,143.78508
2297000000,-0.39500603,-328.14334,-25.470198,144.57782
2298000000,-0.41124049,-328.12,-25.671295,143.71129
2299000000,-0.43814871,-328.40839,-25.65513,143.96715
2300000000,-0.41639423,-328.59244,-25.772968,144.64856
2301000000,-0.42048317,-328.66248,-25.808834,144.51358
2302000000,-0.42786926,-328.57724,-25.849409,144.59837
2303000000,-0.4280569,-328.88217,-25.956341,145.21132
2304000000,-0.41074082,-328.99194,-25.92037,145.65454
2305000000,-0.41018811,-329.19131,-25.936369,145.41275
2306000000,-0.39268872,-329.33063,-25.959433,145.41644
2307000000,-0.41459134,-329.48334,-26.13098,145.39989
2308000000,-0.39724389,-329.54248,-26.13328,145.79149
2309000000,-0.39141253,-329.74683,-26.122358,146.82484
2310000000,-0.40828121,-329.87122,-26.234146,146.17976
2311000000,-0.37371436,-330.09454,-26.291481,146.55168
2312000000,-0.38480744,-330.21133,-26.239286,146.51341
2313000000,-0.40211317,-330.28809,-26.371155,146.41515
2314000000,-0.39025164,-330.35785,-26.458803,146.98535
2315000000,-0.39946261,-330.55295,-26.473364,147.40634
2316000000,-0.40607136,-330.88577,-26.537689,147.32388
2317000000,-0.41501692,-331.02396,-26.414902,146.87228
2318000000,-0.3971824,-331.00595,-26.76018,147.5955
2319000000,-0.39644846,-330.89777,-26.684578,147.79619
2320000000,-0.39967549,-331.49908,-26.732475,147.91296
2321000000,-0.42180416,-331.62112,-26.848673,147.95117
2322000000,-0.42655009,-331.58093,-26.854383,148.28903
2323000000,-0.41455615,-331.83401,-26.930634,147.99565
2324000000,-0.42686701,-331.82938,-27.053169,149.01968
2325000000,-0.44413435,-332.22324,-27.015093,149.11725
2326000000,-0.40093264,-332.19809,-27.155485,149.37971
2327000000,-0.4412114,-332.57318,-27.19891,148.44592
2328000000,-0.43778637,-332.36221,-27.362736,149.19278
2329000000,-0.41778874,-332.66266,-27.32383,149.80939
2330000000,-0.39859909,-332.69479,-27.325054,150.80341
2331000000,-0.40714899,-333.07095,-27.353657,150.46176
2332000000,-0.43344182,-333.08496,-27.372856,149.90514
2333000000,-0.4381474,-333.12393,-27.509214,150.0347
2334000000,-0.41308418,-333.06842,-27.474339,150.7926
2335000000,-0.39682311,-333.67899,-27.569183,151.5654
2336000000,-0.42282656,-333.51828,-27.623783,150.64751
2337000000,-0.39297053,-333.65692,-27.764515,150.91193
2338000000,-0.41558751,-334.03629,-27.676071,151.73738
2339000000,-0.39607385,-333.90366,-27.838585,152.63518
2340000000,-0.42564186,-334.41403,-27.740028,152.92609
2341000000,-0.4357059,-334.28821,-27.973967,152.17807
2342000000,-0.42095619,-334.68192,-27.894583,152.57364
2343000000,-0.4127939,-334.61075,-27.9674,153.98538
2344000000,-0.3961786,-334.66595,-28.094078,155.45366
2345000000,-0.41024801,-335.05304,-28.095572,154.59575
2346000000,-0.39834484,-335.21774,-28.074272,154.95891
2347000000,-0.41580144,-335.32294,-28.204729,155.21149
2348000000,-0.43120152,-335.36237,-28.260448,155.0538
2349000000,-0.42120996,-335.42868,-28.194485,155.73416
2350000000,-0.42762578,-335.62085,-28.460394,156.63164
2351000000,-0.41006744,-335.78113,-28.410013,157.29868
2352000000,-0.40740576,-336.07855,-28.326654,156.73325
