Freq(Hz),S21_90deg,S21_180deg,S21_thru,S21_thru_with_coupling
1892000000,-0.59524959,-0.55690217,-0.26055139,-0.3437148
1893000000,-0.59694135,-0.5613113,-0.30064636,-0.35051787
1894000000,-0.61514938,-0.51281184,-0.28787532,-0.34153479
1895000000,-0.61042547,-0.55403626,-0.30045569,-0.35272157
1896000000,-0.60914892,-0.56402719,-0.29868904,-0.33236375
1897000000,-0.62476414,-0.55091631,-0.30942407,-0.34813958
1898000000,-0.65128136,-0.57158649,-0.32030773,-0.35900861
1899000000,-0.60925275,-0.53591639,-0.31780487,-0.34013477
1900000000,-0.6138252,-0.53580362,-0.29872167,-0.34509706
1901000000,-0.6339519,-0.56125611,-0.29414248,-0.33590737
1902000000,-0.60407043,-0.55395764,-0.28901196,-0.33156818
1903000000,-0.60631818,-0.54731423,-0.31614333,-0.34647429
1904000000,-0.60603827,-0.5505513,-0.28363577,-0.32693207
1905000000,-0.6085881,-0.52697939,-0.30431241,-0.33829954
1906000000,-0.62731761,-0.56010592,-0.32857898,-0.38007656
1907000000,-0.64147764,-0.54209834,-0.30402279,-0.35808209
1908000000,-0.65145177,-0.57546848,-0.32913044,-0.36037001
1909000000,-0.61997247,-0.55373907,-0.32968116,-0.3664583
1910000000,-0.64308858,-0.55185694,-0.33263487,-0.36422962
1911000000,-0.58163404,-0.53445399,-0.30413902,-0.32979962
1912000000,-0.62736332,-0.55505526,-0.33561918,-0.39535281
1913000000,-0.62949914,-0.55793297,-0.32764557,-0.37197983
1914000000,-0.61328745,-0.55637503,-0.32132524,-0.35525966
1915000000,-0.63540298,-0.56363922,-0.35155234,-0.37767583
1916000000,-0.62192005,-0.5525735,-0.31677699,-0.35942084
1917000000,-0.61265129,-0.54903603,-0.30344823,-0.34360674
1918000000,-0.61833256,-0.52558136,-0.31988075,-0.37203476
1919000000,-0.63706672,-0.55386919,-0.32044017,-0.33965689
1920000000,-0.57761872,-0.52729368,-0.28777125,-0.37136665
1921000000,-0.6066286,-0.54310989,-0.3009142,-0.33878607
1922000000,-0.59722281,-0.55849564,-0.32100293,-0.36099067
1923000000,-0.64676809,-0.57650304,-0.31470469,-0.36681604
1924000000,-0.64548296,-0.5484395,-0.33059728,-0.36199713
1925000000,-0.62692648,-0.55967951,-0.31028101,-0.37570101
1926000000,-0.64132625,-0.53834754,-0.31067079,-0.37477276
1927000000,-0.64334071,-0.57701284,-0.33955407,-0.37488356
1928000000,-0.61842674,-0.57085764,-0.34646928,-0.36829659
1929000000,-0.62814319,-0.52058148,-0.34542322,-0.34140584
1930000000,-0.59403759,-0.51970106,-0.28683567,-0.31470215
1931000000,-0.64847326,-0.55490583,-0.35366687,-0.36669323
1932000000,-0.63269806,-0.53508115,-0.32092798,-0.37156665
1933000000,-0.65199959,-0.57815766,-0.34215382,-0.38447452
1934000000,-0.64922827,-0.57803565,-0.32346404,-0.36835852
1935000000,-0.62116051,-0.51786226,-0.31347486,-0.36312154
1936000000,-0.63975203,-0.56233007,-0.31186217,-0.36892235
1937000000,-0.64891517,-0.54714394,-0.33019003,-0.387438
1938000000,-0.64678723,-0.54776102,-0.32302794,-0.34665129
1939000000,-0.64148521,-0.55468804,-0.3349902,-0.36483791
1940000000,-0.64450729,-0.56220049,-0.3483758,-0.378672
1941000000,-0.60493678,-0.52502406,-0.314064,-0.35207552
1942000000,-0.62461501,-0.53616387,-0.31165975,-0.35761979
1943000000,-0.62834567,-0.56506854,-0.3388212,-0.34883997
1944000000,-0.66953194,-0.58364475,-0.35088128,-0.37491879
1945000000,-0.59710187,-0.52046359,-0.29574144,-0.33441409
1946000000,-0.62187958,-0.56194144,-0.33520719,-0.37400621
1947000000,-0.62786442,-0.5620383,-0.3296082,-0.3760784
1948000000,-0.63346106,-0.56438518,-0.35357863,-0.38205144
1949000000,-0.64105088,-0.55485529,-0.3295348,-0.35251904
1950000000,-0.66216755,-0.5586828,-0.34003928,-0.36806002
1951000000,-0.65275896,-0.53995067,-0.37783381,-0.39502391
1952000000,-0.64191067,-0.5999738,-0.35370114,-0.40074003
1953000000,-0.61970407,-0.53502613,-0.33191037,-0.34571624
1954000000,-0.60942626,-0.5251087,-0.32813713,-0.36251476
1955000000,-0.63827968,-0.55696118,-0.32326755,-0.37734196
1956000000,-0.616144,-0.58113962,-0.36988005,-0.36952364
1957000000,-0.65353113,-0.56730306,-0.35091189,-0.38760671
1958000000,-0.62824231,-0.562558,-0.33136731,-0.3570767
1959000000,-0.63742739,-0.54539084,-0.32742503,-0.36569622
1960000000,-0.59862506,-0.53650701,-0.31773126,-0.31809947
1961000000,-0.66095328,-0.55999243,-0.35195911,-0.4031727
1962000000,-0.65382248,-0.57817811,-0.34893903,-0.38703173
1963000000,-0.64895016,-0.56524444,-0.34918344,-0.37669337
1964000000,-0.63207668,-0.54137045,-0.35475883,-0.37215719
1965000000,-0.65676004,-0.54275811,-0.33726427,-0.38006341
1966000000,-0.64541185,-0.57496303,-0.34926116,-0.38623142
1967000000,-0.6276986,-0.54397494,-0.35571247,-0.37518534
1968000000,-0.65063381,-0.58016646,-0.37317938,-0.37422675
1969000000,-0.64432085,-0.55050242,-0.35388732,-0.38824859
1970000000,-0.62808043,-0.53248751,-0.33109695,-0.35507861
1971000000,-0.64639992,-0.53722954,-0.36337698,-0.37787569
1972000000,-0.63783449,-0.56590474,-0.36050549,-0.38577753
1973000000,-0.62867612,-0.54627776,-0.33533147,-0.346625
1974000000,-0.61890167,-0.53254336,-0.32700634,-0.35694647
1975000000,-0.66245097,-0.56163472,-0.34325466,-0.37684301
1976000000,-0.64181012,-0.56693608,-0.35778171,-0.39174977
1977000000,-0.66408122,-0.57029873,-0.35041347,-0.40037081
1978000000,-0.64480621,-0.55194116,-0.34656972,-0.37130806
1979000000,-0.65449667,-0.54354876,-0.35625783,-0.36523139
1980000000,-0.69660741,-0.64327079,-0.39189407,-0.42567137
1981000000,-0.6361329,-0.5407272,-0.31995958,-0.37763184
1982000000,-0.63548428,-0.54512161,-0.34533122,-0.3741425
1983000000,-0.66438484,-0.60119706,-0.37459242,-0.38836521
1984000000,-0.65265161,-0.55969131,-0.35849226,-0.3707813
1985000000,-0.66811031,-0.59384942,-0.38598308,-0.39066839
1986000000,-0.6362195,-0.55587149,-0.36621049,-0.37680438
1987000000,-0.63533682,-0.54696089,-0.333756,-0.33969587
1988000000,-0.65470999,-0.57023913,-0.3757731,-0.37604582
1989000000,-0.64458579,-0.54938418,-0.35567027,-0.38129801
1990000000,-0.62221396,-0.54680085,-0.32987612,-0.3636685
1991000000,-0.63325834,-0.54849672,-0.36846283,-0.3943297
1992000000,-0.63938248,-0.56419635,-0.356639,-0.38233554
1993000000,-0.64492768,-0.57870889,-0.38003057,-0.40215662
1994000000,-0.64956671,-0.5711531,-0.36380762,-0.36484456
1995000000,-0.63530964,-0.55475968,-0.37717983,-0.38497531
1996000000,-0.63248926,-0.55446458,-0.37362346,-0.3645263
1997000000,-0.63773263,-0.56837112,-0.35727057,-0.37726697
1998000000,-0.65075952,-0.57342207,-0.37599099,-0.40435126
1999000000,-0.64619696,-0.55924761,-0.36761618,-0.40243277
2000000000,-0.65060282,-0.58336133,-0.38033077,-0.40168527
2001000000,-0.68567997,-0.58559543,-0.37945262,-0.39025071
2002000000,-0.66199601,-0.60031086,-0.37767285,-0.4055095
2003000000,-0.64334738,-0.57475001,-0.38161671,-0.38615113
2004000000,-0.62135381,-0.58002675,-0.36739287,-0.39516816
2005000000,-0.65091103,-0.5904454,-0.39140487,-0.38230184
2006000000,-0.63656747,-0.56154442,-0.35924551,-0.39444092
2007000000,-0.66675913,-0.58287871,-0.38201529,-0.39748287
2008000000,-0.65635419,-0.56484461,-0.41701362,-0.39311871
2009000000,-0.64071327,-0.55708313,-0.37695298,-0.38459459
2010000000,-0.66697949,-0.57054549,-0.39161211,-0.37556115
2011000000,-0.70319253,-0.60436779,-0.39036685,-0.43929443
2012000000,-0.64907247,-0.57643759,-0.37940839,-0.38460723
2013000000,-0.65673494,-0.56813496,-0.3973937,-0.36809927
2014000000,-0.65000147,-0.58877289,-0.39662394,-0.38456675
2015000000,-0.69108343,-0.6021325,-0.40474424,-0.41642061
2016000000,-0.67325991,-0.58624327,-0.39743471,-0.39980379
2017000000,-0.67875409,-0.6077565,-0.41722116,-0.41451412
2018000000,-0.66101074,-0.5935775,-0.40951988,-0.41693634
2019000000,-0.6620183,-0.56031048,-0.38428766,-0.36451274
2020000000,-0.68136156,-0.58301425,-0.39701927,-0.41324109
2021000000,-0.63703734,-0.59451711,-0.41088477,-0.38735941
2022000000,-0.67952591,-0.58719134,-0.40627298,-0.39030021
2023000000,-0.66669387,-0.60482949,-0.39119583,-0.39987439
2024000000,-0.66739768,-0.59452081,-0.39938697,-0.36972016
2025000000,-0.67524666,-0.60408461,-0.38687482,-0.39131552
2026000000,-0.64334249,-0.56233412,-0.36940536,-0.38449061
2027000000,-0.67225206,-0.62452275,-0.41822693,-0.40676227
2028000000,-0.67968184,-0.60687321,-0.40186852,-0.41700602
2029000000,-0.65958095,-0.60393375,-0.39773273,-0.3991265
2030000000,-0.7109732,-0.61247855,-0.44920522,-0.43133688
2031000000,-0.67748028,-0.62326086,-0.40345079,-0.40939966
2032000000,-0.67624217,-0.59697139,-0.3960107,-0.40063414
2033000000,-0.65247244,-0.60006946,-0.38642037,-0.38920543
2034000000,-0.64504772,-0.57572913,-0.3969436,-0.39109832
2035000000,-0.63409555,-0.58832687,-0.39715987,-0.37783241
2036000000,-0.66230255,-0.60977298,-0.43315724,-0.39892063
2037000000,-0.65779418,-0.60156447,-0.42239738,-0.4038091
2038000000,-0.65869296,-0.59941018,-0.41581708,-0.40475631
2039000000,-0.67471129,-0.61168563,-0.40868178,-0.40138119
2040000000,-0.65790308,-0.6074639,-0.41251639,-0.39657491
2041000000,-0.6603421,-0.60914624,-0.39406639,-0.3930876
2042000000,-0.6734705,-0.59487438,-0.41165075,-0.39691618
2043000000,-0.68532723,-0.62077558,-0.40960729,-0.40003338
2044000000,-0.65726119,-0.59959984,-0.40862918,-0.36927363
2045000000,-0.6660502,-0.6175251,-0.39416173,-0.40745631
2046000000,-0.67349917,-0.60692489,-0.40653962,-0.40372521
2047000000,-0.66913742,-0.62010497,-0.42542881,-0.38525805
2048000000,-0.65183085,-0.58791023,-0.38091853,-0.36769366
2049000000,-0.65865332,-0.62993139,-0.40370047,-0.4081696
2050000000,-0.6801188,-0.60734802,-0.42965078,-0.42291579
2051000000,-0.65484303,-0.59802938,-0.40186983,-0.40321004
2052000000,-0.67446315,-0.61696535,-0.39837819,-0.38884345
2053000000,-0.67216688,-0.57604527,-0.40321988,-0.39553201
2054000000,-0.68639344,-0.60247701,-0.41252553,-0.39583978
2055000000,-0.67609656,-0.61841398,-0.41813713,-0.41391882
2056000000,-0.69998181,-0.59662926,-0.44468883,-0.40623343
2057000000,-0.68099517,-0.60189652,-0.43894207,-0.39269578
2058000000,-0.65488642,-0.5757224,-0.40631345,-0.39454946
2059000000,-0.67667407,-0.62432879,-0.4243345,-0.42312941
2060000000,-0.65097982,-0.60610127,-0.42528066,-0.39513019
2061000000,-0.66391706,-0.5917508,-0.39114076,-0.36846086
2062000000,-0.68177813,-0.63678026,-0.43382961,-0.42369092
2063000000,-0.66233402,-0.604231,-0.40517065,-0.38798761
2064000000,-0.664491,-0.62316489,-0.42290106,-0.40492904
2065000000,-0.67776585,-0.64100868,-0.44394636,-0.43800589
2066000000,-0.67566532,-0.60142887,-0.43749949,-0.40588623
2067000000,-0.65771186,-0.62708783,-0.3923991,-0.39272884
2068000000,-0.63778341,-0.61574519,-0.39414012,-0.3872588
2069000000,-0.66182375,-0.61944652,-0.42265469,-0.39970732
2070000000,-0.663257,-0.63506997,-0.4326821,-0.40536201
2071000000,-0.65884149,-0.63159329,-0.40485331,-0.40424803
2072000000,-0.70555192,-0.66714358,-0.42778832,-0.42383346
2073000000,-0.70127708,-0.6368435,-0.44233832,-0.41994509
2074000000,-0.66467059,-0.59619832,-0.40852761,-0.3877143
2075000000,-0.65921146,-0.59931129,-0.3958832,-0.38752866
2076000000,-0.68529028,-0.63247323,-0.42740542,-0.41285846
2077000000,-0.69395,-0.65113717,-0.42566699,-0.38764629
2078000000,-0.67509234,-0.64020926,-0.45099196,-0.40770963
2079000000,-0.68019205,-0.64369476,-0.42152795,-0.3975971
2080000000,-0.67266643,-0.62067914,-0.42697075,-0.40476033
2081000000,-0.67277759,-0.65383309,-0.44006076,-0.40456766
2082000000,-0.66296655,-0.61471432,-0.42225823,-0.36710963
2083000000,-0.66956425,-0.64310408,-0.43990448,-0.4162637
2084000000,-0.68995583,-0.6430214,-0.4400335,-0.39630222
2085000000,-0.67831856,-0.63201499,-0.44110209,-0.41123423
2086000000,-0.68173981,-0.62988782,-0.4273605,-0.41187587
2087000000,-0.67970383,-0.64292699,-0.42417341,-0.40765047
2088000000,-0.69067556,-0.68800616,-0.46054465,-0.423262
2089000000,-0.7017346,-0.65405363,-0.45519972,-0.43260136
2090000000,-0.6834392,-0.64088714,-0.4425244,-0.41314504
2091000000,-0.68993449,-0.65379906,-0.45686969,-0.42654037
2092000000,-0.64686269,-0.63457453,-0.40110892,-0.39325804
2093000000,-0.69159585,-0.65874255,-0.44488722,-0.41982651
2094000000,-0.66379976,-0.62621534,-0.42835242,-0.39668459
2095000000,-0.69529909,-0.66456938,-0.44669732,-0.44334251
2096000000,-0.70796627,-0.68527776,-0.46129546,-0.4440006
2097000000,-0.66883934,-0.64906096,-0.41829714,-0.42240244
2098000000,-0.67413861,-0.66903782,-0.4354704,-0.40715569
2099000000,-0.66955328,-0.64903313,-0.43416014,-0.42153493
2100000000,-0.6878733,-0.65406084,-0.42722949,-0.3932083
2101000000,-0.72133195,-0.66662723,-0.46610633,-0.42506695
2102000000,-0.68320537,-0.64679605,-0.43811813,-0.41558096
2103000000,-0.67982626,-0.67312407,-0.45510903,-0.42431176
2104000000,-0.65834874,-0.66727495,-0.45605552,-0.41031897
2105000000,-0.70327312,-0.65483165,-0.45068198,-0.39904463
2106000000,-0.67338252,-0.64379478,-0.43221003,-0.41329327
2107000000,-0.67468101,-0.67918581,-0.43592653,-0.42062744
2108000000,-0.64931101,-0.65723288,-0.43846813,-0.39370477
2109000000,-0.66942132,-0.67902714,-0.45461056,-0.43033499
2110000000,-0.66882604,-0.68372667,-0.45002824,-0.41953501
2111000000,-0.66481382,-0.66241425,-0.42002821,-0.39241573
2112000000,-0.68638384,-0.68712026,-0.4161903,-0.41071624
2113000000,-0.68644017,-0.65335506,-0.42783916,-0.40816137
2114000000,-0.66132772,-0.65229565,-0.41000125,-0.36363998
2115000000,-0.66998512,-0.67875779,-0.44685194,-0.4035143
2116000000,-0.66283667,-0.66334879,-0.42157671,-0.4013893
2117000000,-0.69576102,-0.67929685,-0.45679203,-0.41515797
2118000000,-0.67734009,-0.6804561,-0.46816283,-0.41790017
2119000000,-0.68428236,-0.67396599,-0.45526868,-0.38901979
2120000000,-0.70219046,-0.70396233,-0.46805912,-0.42404667
2121000000,-0.67127025,-0.68480283,-0.44287512,-0.37877262
2122000000,-0.64992464,-0.68614787,-0.42080826,-0.41658482
2123000000,-0.66958994,-0.68401003,-0.43820345,-0.39193669
2124000000,-0.6711539,-0.70119083,-0.46312976,-0.42810935
2125000000,-0.66039354,-0.65967637,-0.43147916,-0.39129683
2126000000,-0.69843054,-0.68315625,-0.43282244,-0.42227158
2127000000,-0.6892994,-0.66907507,-0.45592672,-0.39418975
2128000000,-0.68673342,-0.67745084,-0.44875085,-0.36159629
2129000000,-0.70109576,-0.69334626,-0.44572458,-0.44233936
2130000000,-0.7021507,-0.68531811,-0.46209663,-0.40309706
2131000000,-0.69732201,-0.65430993,-0.45952842,-0.42363092
2132000000,-0.6754719,-0.68625826,-0.45091012,-0.41709861
2133000000,-0.66581887,-0.69536972,-0.41790757,-0.40432197
2134000000,-0.65937549,-0.66818929,-0.42337337,-0.38572663
2135000000,-0.69336128,-0.68106133,-0.4620848,-0.40571001
2136000000,-0.72708994,-0.71493477,-0.46641767,-0.43283045
2137000000,-0.67004138,-0.71003801,-0.44152492,-0.43023747
2138000000,-0.67839867,-0.70566887,-0.44769582,-0.41386476
2139000000,-0.70321506,-0.71730459,-0.47499496,-0.41192073
2140000000,-0.65149158,-0.68236333,-0.44920781,-0.40109441
2141000000,-0.68222839,-0.71171385,-0.46035132,-0.39578426
2142000000,-0.6994803,-0.70778561,-0.46211275,-0.4651632
2143000000,-0.69621325,-0.69957298,-0.43251947,-0.39230856
2144000000,-0.68008685,-0.68886763,-0.44355732,-0.40958029
2145000000,-0.6876964,-0.71319485,-0.44842455,-0.43017513
2146000000,-0.6898964,-0.72737747,-0.47181591,-0.45468783
2147000000,-0.67756981,-0.71590716,-0.45246139,-0.41261166
2148000000,-0.67539006,-0.70429909,-0.45590714,-0.41136116
2149000000,-0.69544131,-0.71290666,-0.44620368,-0.41718689
2150000000,-0.66621804,-0.71729708,-0.46565425,-0.40854907
2151000000,-0.70019621,-0.73780054,-0.46716711,-0.42340896
2152000000,-0.66953325,-0.71833712,-0.47181913,-0.39094874
2153000000,-0.69901687,-0.74620008,-0.47577509,-0.42699739
2154000000,-0.69934171,-0.7376942,-0.45651883,-0.41440463
2155000000,-0.69461089,-0.71902686,-0.45988071,-0.41868475
2156000000,-0.70423454,-0.68745202,-0.45323381,-0.39068043
2157000000,-0.6879558,-0.74730086,-0.46073112,-0.42241478
2158000000,-0.67609972,-0.70537823,-0.46171311,-0.41374379
2159000000,-0.71685767,-0.74265808,-0.48872373,-0.42316371
2160000000,-0.70411766,-0.71210808,-0.44995874,-0.38526344
2161000000,-0.68077403,-0.72074932,-0.44001311,-0.3932088
2162000000,-0.68737084,-0.69344991,-0.44436806,-0.390131
2163000000,-0.68805039,-0.72902495,-0.46409971,-0.39868966
2164000000,-0.68480259,-0.72622782,-0.46409741,-0.40581399
2165000000,-0.68600762,-0.72951293,-0.44626153,-0.39847744
2166000000,-0.69535124,-0.7494269,-0.47707826,-0.40468356
2167000000,-0.70346975,-0.73555738,-0.48295024,-0.41852066
2168000000,-0.71769023,-0.74069321,-0.47042412,-0.44795915
2169000000,-0.71534067,-0.7664234,-0.46717337,-0.42928931
2170000000,-0.70766544,-0.76296204,-0.46586904,-0.42375696
2171000000,-0.71278811,-0.74010104,-0.45015225,-0.4328219
2172000000,-0.70308417,-0.7338714,-0.46709812,-0.39514473
2173000000,-0.67339724,-0.72830051,-0.44009069,-0.40601504
2174000000,-0.68814737,-0.72412974,-0.43996423,-0.40864494
2175000000,-0.70602697,-0.76352167,-0.44734481,-0.44047987
2176000000,-0.69040066,-0.75230044,-0.46480134,-0.41720584
2177000000,-0.70608562,-0.7483089,-0.4481011,-0.43054885
2178000000,-0.69575745,-0.73617572,-0.44231501,-0.3960453
2179000000,-0.69870663,-0.75630933,-0.4649362,-0.43994698
2180000000,-0.69059098,-0.72050822,-0.4518947,-0.39468589
2181000000,-0.69814688,-0.75314665,-0.45336226,-0.43254638
2182000000,-0.70623964,-0.76107877,-0.46063352,-0.43811134
2183000000,-0.70824742,-0.77600849,-0.46233606,-0.41359663
2184000000,-0.66826421,-0.75034297,-0.44764513,-0.41220632
2185000000,-0.71391243,-0.75921077,-0.46880367,-0.43935668
2186000000,-0.7244392,-0.76952171,-0.46246004,-0.42624345
2187000000,-0.69679934,-0.76292944,-0.43220842,-0.418466
2188000000,-0.68842757,-0.76487517,-0.45505911,-0.44066685
2189000000,-0.71352065,-0.78975916,-0.46817043,-0.4365049
2190000000,-0.70381558,-0.75268668,-0.47035953,-0.37956882
2191000000,-0.70711398,-0.7576738,-0.448293,-0.40129811
2192000000,-0.68364543,-0.75183088,-0.44249207,-0.39313966
2193000000,-0.70466268,-0.74707353,-0.44947052,-0.42226452
2194000000,-0.71944714,-0.80532116,-0.46556923,-0.44426516
2195000000,-0.70856547,-0.76053166,-0.45560527,-0.39608833
2196000000,-0.70552564,-0.77563477,-0.44713077,-0.40514609
2197000000,-0.68626708,-0.75350052,-0.46131456,-0.3937813
2198000000,-0.68266767,-0.7604875,-0.45600659,-0.38878572
2199000000,-0.70975238,-0.782875,-0.48268548,-0.42480034
2200000000,-0.73155999,-0.77899575,-0.47719246,-0.40922973
2201000000,-0.69976467,-0.76067883,-0.44895607,-0.40917748
2202000000,-0.67768514,-0.80196273,-0.48443526,-0.42133185
2203000000,-0.69825733,-0.75133592,-0.45718369,-0.38546568
2204000000,-0.7005403,-0.78241187,-0.45842934,-0.41010988
2205000000,-0.69033635,-0.77660745,-0.45459959,-0.40905255
2206000000,-0.69657826,-0.78355247,-0.45811412,-0.41516727
2207000000,-0.74799854,-0.81063735,-0.49100262,-0.42742744
2208000000,-0.71300858,-0.77805221,-0.47947255,-0.42286116
2209000000,-0.71601957,-0.79580104,-0.46919248,-0.42501339
2210000000,-0.70011193,-0.76035666,-0.47579741,-0.4121497
2211000000,-0.71214491,-0.79177713,-0.46388474,-0.39298761
2212000000,-0.73441994,-0.79133189,-0.46430621,-0.41279384
2213000000,-0.68578839,-0.76003724,-0.42661574,-0.37725353
2214000000,-0.69855881,-0.81363869,-0.47979814,-0.43085718
2215000000,-0.72547561,-0.76953322,-0.45934838,-0.44124582
2216000000,-0.69497675,-0.79463553,-0.4542467,-0.39752597
2217000000,-0.69749278,-0.77700537,-0.44030452,-0.38984847
2218000000,-0.70017087,-0.76757216,-0.45898113,-0.39920732
2219000000,-0.6745677,-0.76086491,-0.44303095,-0.39947689
2220000000,-0.73637283,-0.81346345,-0.49925959,-0.44520366
2221000000,-0.72474253,-0.82609129,-0.48911774,-0.44838113
2222000000,-0.71623367,-0.778723,-0.42810386,-0.38263327
2223000000,-0.69225395,-0.78470117,-0.47065175,-0.39200416
2224000000,-0.70649183,-0.77125037,-0.43966299,-0.39350319
2225000000,-0.69301909,-0.80351263,-0.45757535,-0.4193536
2226000000,-0.71842253,-0.79540253,-0.43429103,-0.39278969
2227000000,-0.71180427,-0.80512995,-0.46970379,-0.41160268
2228000000,-0.73336118,-0.82838666,-0.45530599,-0.39287496
2229000000,-0.72909552,-0.79237872,-0.45331019,-0.41408905
2230000000,-0.73636359,-0.8447504,-0.47496754,-0.44519833
2231000000,-0.71705097,-0.81626713,-0.46955645,-0.41049385
2232000000,-0.72396129,-0.82521343,-0.47592866,-0.43955636
2233000000,-0.72122473,-0.80655056,-0.46327639,-0.41716149
2234000000,-0.73686153,-0.81587917,-0.48623732,-0.41294232
2235000000,-0.69240719,-0.81317151,-0.45769167,-0.40893057
2236000000,-0.70125914,-0.81761426,-0.44500718,-0.39837295
2237000000,-0.68906796,-0.81373757,-0.44898766,-0.41797122
2238000000,-0.71077234,-0.7876187,-0.45720249,-0.39154467
2239000000,-0.68297899,-0.82574302,-0.45321965,-0.3891196
2240000000,-0.75501949,-0.83869129,-0.4715704,-0.42882955
2241000000,-0.73392951,-0.82486278,-0.45786542,-0.41862556
2242000000,-0.73487884,-0.80860651,-0.45982271,-0.39865413
2243000000,-0.74215919,-0.82180828,-0.46778759,-0.40564892
2244000000,-0.69745356,-0.78879094,-0.43591279,-0.40370423
2245000000,-0.73731232,-0.83509928,-0.44589767,-0.43185744
2246000000,-0.72231627,-0.80650067,-0.44794527,-0.43168896
2247000000,-0.72250772,-0.83701897,-0.44042233,-0.41587988
2248000000,-0.72031921,-0.83397937,-0.44274789,-0.40362942
2249000000,-0.73787284,-0.83327657,-0.44298959,-0.40650877
2250000000,-0.69812751,-0.81880903,-0.45103908,-0.38629556
2251000000,-0.74494201,-0.83442664,-0.48280463,-0.40859318
2252000000,-0.7609666,-0.86066216,-0.46720922,-0.41445366
2253000000,-0.72803909,-0.83566457,-0.45180851,-0.3969011
2254000000,-0.73854178,-0.82433999,-0.45251736,-0.41892314
2255000000,-0.74876821,-0.83285546,-0.45794815,-0.40181956
2256000000,-0.73087209,-0.79970556,-0.45607471,-0.37828144
2257000000,-0.74398172,-0.86724651,-0.45595899,-0.39061791
2258000000,-0.77152622,-0.85081589,-0.4679707,-0.41973376
2259000000,-0.72613919,-0.85003668,-0.44315806,-0.42517975
2260000000,-0.73452616,-0.83937329,-0.44165984,-0.40715709
2261000000,-0.75075555,-0.86066049,-0.48068881,-0.43081129
2262000000,-0.73814833,-0.85884064,-0.46965927,-0.43497238
2263000000,-0.7150498,-0.82256722,-0.43931332,-0.38604963
2264000000,-0.71962374,-0.81372899,-0.43154904,-0.39829019
2265000000,-0.73221701,-0.84924549,-0.46643141,-0.42856812
2266000000,-0.76203012,-0.85800421,-0.46199039,-0.40783083
2267000000,-0.71025419,-0.83433467,-0.4268536,-0.39419031
2268000000,-0.73031479,-0.88579023,-0.46495163,-0.43931335
2269000000,-0.74602264,-0.86750263,-0.45574269,-0.43256181
2270000000,-0.74048555,-0.84658891,-0.46829337,-0.40046823
2271000000,-0.75698882,-0.88480294,-0.46762028,-0.44833457
2272000000,-0.77089292,-0.8778035,-0.47932947,-0.41458914
2273000000,-0.73303604,-0.89046335,-0.4613573,-0.42575201
2274000000,-0.76106894,-0.87370461,-0.46812859,-0.41922763
2275000000,-0.73591167,-0.87082714,-0.44878784,-0.38978258
2276000000,-0.74316609,-0.86692852,-0.47764346,-0.41427118
2277000000,-0.76663715,-0.8860206,-0.4644472,-0.43880311
2278000000,-0.71823066,-0.8470642,-0.44877535,-0.38894242
2279000000,-0.74523348,-0.85127437,-0.43811625,-0.40999511
2280000000,-0.74530488,-0.87940937,-0.46042711,-0.38136134
2281000000,-0.76323169,-0.87305695,-0.44661483,-0.41171634
2282000000,-0.75894034,-0.8836208,-0.46553156,-0.41314501
2283000000,-0.74630928,-0.86092597,-0.44621649,-0.42557296
2284000000,-0.77078384,-0.89239782,-0.47584701,-0.41496697
2285000000,-0.75624317,-0.87203598,-0.453513,-0.37982363
2286000000,-0.78427386,-0.87294638,-0.45159721,-0.40879181
2287000000,-0.7778511,-0.88533372,-0.4754107,-0.43002966
2288000000,-0.77137601,-0.90118086,-0.44897532,-0.42323542
2289000000,-0.75484473,-0.8809858,-0.4621447,-0.38273731
2290000000,-0.7889449,-0.88670981,-0.45359886,-0.38876453
2291000000,-0.76763403,-0.90205944,-0.4604764,-0.41147611
2292000000,-0.75430465,-0.84614658,-0.40981519,-0.39617941
2293000000,-0.74868917,-0.85927355,-0.45340607,-0.41826457
2294000000,-0.75469053,-0.87020355,-0.4592056,-0.41934499
2295000000,-0.73596472,-0.88867229,-0.45100453,-0.37871763
2296000000,-0.78531677,-0.90490019,-0.44956401,-0.40912247
2297000000,-0.7642414,-0.90914792,-0.4746114,-0.39500603
2298000000,-0.7896437,-0.9001438,-0.49034286,-0.41124049
2299000000,-0.79972404,-0.9168511,-0.45800826,-0.43814871
2300000000,-0.79224479,-0.91648519,-0.4708347,-0.41639423
2301000000,-0.77522528,-0.89563257,-0.46082821,-0.42048317
2302000000,-0.78151971,-0.87958074,-0.45082152,-0.42786926
2303000000,-0.78727335,-0.91630977,-0.45689729,-0.4280569
2304000000,-0.79295355,-0.89250875,-0.48081633,-0.41074082
2305000000,-0.7904526,-0.91890788,-0.46559083,-0.41018811
2306000000,-0.77393895,-0.90825266,-0.4443472,-0.39268872
2307000000,-0.7687943,-0.89391547,-0.44205156,-0.41459134
2308000000,-0.7599076,-0.88578606,-0.44845092,-0.39724389
2309000000,-0.75469446,-0.90259099,-0.44258118,-0.39141253
2310000000,-0.78779972,-0.90185672,-0.46404791,-0.40828121
2311000000,-0.74236983,-0.87073892,-0.44276932,-0.37371436
2312000000,-0.75427979,-0.89105308,-0.461097,-0.38480744
2313000000,-0.76335019,-0.8934648,-0.44706205,-0.40211317
2314000000,-0.77234459,-0.87960368,-0.45035243,-0.39025164
