frequency,e',e''
1000000000,1.9622,0.0089
1010000000,1.9725,-0.0233
1020000000,1.9305,0.028
1030000000,1.959,0.0275
1040000000,1.9882,0.0194
1050000000,1.9746,0.0075
1060000000,1.9839,0.019
1070000000,1.9879,0.0329
1080000000,1.9765,0.0316
1090000000,1.9803,-0.004
1100000000,1.9944,0.0166
1110000000,1.9831,0.0584
1120000000,1.9831,-0.0027
1130000000,1.9826,0.0268
1140000000,1.9946,0.008
1150000000,1.9688,0.0072
1160000000,1.9851,0.0151
1170000000,1.9872,0.0313
1180000000,2.008,-0.0008
1190000000,1.9238,0.0315
1200000000,1.9901,-0.0066
1210000000,1.9948,0.0418
1220000000,2.0134,0.0134
1230000000,1.9845,-0.0086
1240000000,1.9883,0.0317
1250000000,2.0015,0.0294
1260000000,1.9822,0.0133
1270000000,1.9809,0.04
1280000000,2.006,0.03
1290000000,1.9925,0.0142
1300000000,1.9983,0.0301
1310000000,2.0013,0.0371
1320000000,2.0082,0.0395
1330000000,2.0142,0.007
1340000000,2.0108,0.0054
1350000000,1.9866,-0.0081
1360000000,1.993,0.0091
1370000000,2.0064,-0.0047
1380000000,1.9939,0.0057
1390000000,1.9375,-0.0197
1400000000,1.9944,-0.0233
1410000000,1.9863,-0.0017
1420000000,1.9841,0.0035
1430000000,1.9894,-0.005
1440000000,1.9973,-0.0019
1450000000,2.0104,-0.019
1460000000,2.0082,-0.0208
1470000000,2.0162,0.0029
1480000000,1.9975,-0.0066
1490000000,2.0133,-0.0314
1500000000,2.016,0.0134
1510000000,2.0126,0.027
1520000000,2.0239,-0.0131
1530000000,2.0164,-0.0061
1540000000,2.0087,0.0017
1550000000,2.0196,-0.0079
1560000000,2.0132,-0.0068
1570000000,2.0195,-0.0256
1580000000,2.0342,-0.0148
1590000000,2.0223,-0.0082
1600000000,2.0196,-0.0073
1610000000,2.0231,-0.0319
1620000000,2.0233,-0.0147
1630000000,2.0282,-0.0102
1640000000,2.0255,-0.0067
1650000000,2.015,-0.0046
1660000000,2.0234,-0.0066
1670000000,2.0086,-0.0138
1680000000,2.0222,-0.0107
1690000000,1.9782,-0.0106
1700000000,2.0315,0.0002
1710000000,2.0176,0.0017
1720000000,2.011,0.007
1730000000,2.0169,0.0045
1740000000,1.9957,-0.0055
1750000000,2.0174,0.0176
1760000000,2.0214,-0.0076
1770000000,2.0329,0.0161
1780000000,2.0406,0.0019
1790000000,2.044,-0.0094
1800000000,2.0346,-0.0069
1810000000,2.0398,-0.0008
1820000000,2.045,0.0067
1830000000,2.037,-0.0027
1840000000,2.046,-0.005
1850000000,2.0273,0.0017
1860000000,2.0203,0.0038
1870000000,2.0325,0.0051
1880000000,2.0316,0.0112
1890000000,2.0262,0.0052
1900000000,2.0286,0.0032
1910000000,2.0342,-0.002
1920000000,2.027,-0.0128
1930000000,2.0335,-0.007
1940000000,2.0297,0.0072
1950000000,2.0141,-0.0037
