frequency, S11, S12, S21, S22
2000000000.0000000000, -14.3257582769, -1.2049183560, -1.2049183560, -14.3257613983
2000999936.0000000000, -14.3257601497, -1.2049176836, -1.2049197007, -14.3257620225
2001999872.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257613983
2002999808.0000000000, -14.3257626468, -1.2049176836, -1.2049190283, -14.3257632711
2003999744.0000000000, -14.3257595254, -1.2049183560, -1.2049203731, -14.3257620225
2004999680.0000000000, -14.3257595254, -1.2049183560, -1.2049203731, -14.3257613983
2005999616.0000000000, -14.3257601497, -1.2049183560, -1.2049190283, -14.3257626468
2006999552.0000000000, -14.3257670168, -1.2049176836, -1.2049183560, -14.3257613983
2007999488.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257638954
2008999424.0000000000, -14.3257638954, -1.2049183560, -1.2049190283, -14.3257620225
2009999360.0000000000, -14.3257651439, -1.2049183560, -1.2049183560, -14.3257613983
2010999296.0000000000, -14.3257638954, -1.2049190283, -1.2049170112, -14.3257620225
2011999232.0000000000, -14.3257589011, -1.2049183560, -1.2049183560, -14.3257620225
2012999168.0000000000, -14.3257595254, -1.2049176836, -1.2049183560, -14.3257607740
2013999104.0000000000, -14.3257620225, -1.2049190283, -1.2049176836, -14.3257607740
2014999040.0000000000, -14.3257589011, -1.2049183560, -1.2049190283, -14.3257638954
2015998976.0000000000, -14.3257626468, -1.2049183560, -1.2049210454, -14.3257620225
2016998912.0000000000, -14.3257626468, -1.2049183560, -1.2049176836, -14.3257601497
2017998848.0000000000, -14.3257576526, -1.2049176836, -1.2049190283, -14.3257626468
2018998784.0000000000, -14.3257607740, -1.2049176836, -1.2049203731, -14.3257620225
2019998720.0000000000, -14.3257595254, -1.2049183560, -1.2049190283, -14.3257620225
2020998656.0000000000, -14.3257613983, -1.2049170112, -1.2049183560, -14.3257607740
2021998592.0000000000, -14.3257620225, -1.2049176836, -1.2049176836, -14.3257613983
2022998528.0000000000, -14.3257570283, -1.2049170112, -1.2049197007, -14.3257601497
2023998464.0000000000, -14.3257582769, -1.2049183560, -1.2049190283, -14.3257626468
2024998400.0000000000, -14.3257582769, -1.2049170112, -1.2049197007, -14.3257601497
2025998336.0000000000, -14.3257638954, -1.2049190283, -1.2049183560, -14.3257645197
2026998272.0000000000, -14.3257620225, -1.2049176836, -1.2049183560, -14.3257613983
2027998208.0000000000, -14.3257607740, -1.2049176836, -1.2049183560, -14.3257638954
2028998144.0000000000, -14.3257613983, -1.2049190283, -1.2049176836, -14.3257613983
2029998080.0000000000, -14.3257607740, -1.2049190283, -1.2049197007, -14.3257613983
2030998016.0000000000, -14.3257645197, -1.2049183560, -1.2049190283, -14.3257645197
2031997952.0000000000, -14.3257595254, -1.2049176836, -1.2049183560, -14.3257632711
2032997888.0000000000, -14.3257620225, -1.2049176836, -1.2049176836, -14.3257607740
2033997824.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257620225
2034997760.0000000000, -14.3257632711, -1.2049190283, -1.2049176836, -14.3257632711
2035997696.0000000000, -14.3257595254, -1.2049183560, -1.2049190283, -14.3257626468
2036997632.0000000000, -14.3257645197, -1.2049190283, -1.2049190283, -14.3257620225
2037997568.0000000000, -14.3257613983, -1.2049183560, -1.2049203731, -14.3257626468
2038997504.0000000000, -14.3257620225, -1.2049183560, -1.2049176836, -14.3257632711
2039997440.0000000000, -14.3257601497, -1.2049176836, -1.2049190283, -14.3257638954
2040997376.0000000000, -14.3257589011, -1.2049183560, -1.2049190283, -14.3257626468
2041997312.0000000000, -14.3257613983, -1.2049183560, -1.2049203731, -14.3257620225
2042997248.0000000000, -14.3257620225, -1.2049183560, -1.2049197007, -14.3257645197
2043997184.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257626468
2044997120.0000000000, -14.3257601497, -1.2049176836, -1.2049190283, -14.3257638954
2045997056.0000000000, -14.3257582769, -1.2049176836, -1.2049203731, -14.3257607740
2046996992.0000000000, -14.3257626468, -1.2049190283, -1.2049176836, -14.3257613983
2047996928.0000000000, -14.3257620225, -1.2049176836, -1.2049190283, -14.3257620225
2048996864.0000000000, -14.3257620225, -1.2049183560, -1.2049176836, -14.3257632711
2049996800.0000000000, -14.3257620225, -1.2049176836, -1.2049183560, -14.3257613983
2050996736.0000000000, -14.3257620225, -1.2049176836, -1.2049203731, -14.3257589011
2051996672.0000000000, -14.3257601497, -1.2049183560, -1.2049190283, -14.3257626468
2052996608.0000000000, -14.3257620225, -1.2049163388, -1.2049190283, -14.3257589011
2053996544.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257613983
2054996480.0000000000, -14.3257663925, -1.2049183560, -1.2049183560, -14.3257638954
2055996416.0000000000, -14.3257638954, -1.2049183560, -1.2049197007, -14.3257620225
2056996352.0000000000, -14.3257582769, -1.2049183560, -1.2049210454, -14.3257645197
2057996288.0000000000, -14.3257626468, -1.2049176836, -1.2049190283, -14.3257613983
2058996224.0000000000, -14.3257607740, -1.2049176836, -1.2049203731, -14.3257613983
2059996160.0000000000, -14.3257645197, -1.2049170112, -1.2049176836, -14.3257632711
2060996096.0000000000, -14.3257613983, -1.2049176836, -1.2049183560, -14.3257620225
2061996032.0000000000, -14.3257613983, -1.2049170112, -1.2049183560, -14.3257638954
2062995968.0000000000, -14.3257607740, -1.2049190283, -1.2049183560, -14.3257620225
2063995904.0000000000, -14.3257601497, -1.2049176836, -1.2049190283, -14.3257613983
2064995840.0000000000, -14.3257651439, -1.2049190283, -1.2049176836, -14.3257632711
2065995776.0000000000, -14.3257626468, -1.2049183560, -1.2049183560, -14.3257632711
2066995712.0000000000, -14.3257564040, -1.2049183560, -1.2049190283, -14.3257620225
2067995648.0000000000, -14.3257613983, -1.2049170112, -1.2049190283, -14.3257595254
2068995584.0000000000, -14.3257601497, -1.2049176836, -1.2049197007, -14.3257632711
2069995520.0000000000, -14.3257595254, -1.2049190283, -1.2049203731, -14.3257626468
2070995456.0000000000, -14.3257595254, -1.2049183560, -1.2049190283, -14.3257620225
2071995392.0000000000, -14.3257595254, -1.2049183560, -1.2049176836, -14.3257620225
2072995328.0000000000, -14.3257576526, -1.2049176836, -1.2049183560, -14.3257620225
2073995264.0000000000, -14.3257607740, -1.2049183560, -1.2049176836, -14.3257620225
2074995200.0000000000, -14.3257595254, -1.2049183560, -1.2049197007, -14.3257626468
2075995136.0000000000, -14.3257626468, -1.2049190283, -1.2049183560, -14.3257613983
2076995072.0000000000, -14.3257620225, -1.2049183560, -1.2049183560, -14.3257632711
2077995008.0000000000, -14.3257620225, -1.2049176836, -1.2049197007, -14.3257620225
2078994944.0000000000, -14.3257589011, -1.2049183560, -1.2049190283, -14.3257638954
2079994880.0000000000, -14.3257589011, -1.2049170112, -1.2049197007, -14.3257613983
2080994816.0000000000, -14.3257632711, -1.2049183560, -1.2049190283, -14.3257613983
2081994752.0000000000, -14.3257632711, -1.2049190283, -1.2049176836, -14.3257607740
2082994688.0000000000, -14.3257620225, -1.2049170112, -1.2049197007, -14.3257601497
2083994624.0000000000, -14.3257620225, -1.2049203731, -1.2049203731, -14.3257651439
2084994560.0000000000, -14.3257620225, -1.2049183560, -1.2049190283, -14.3257620225
2085994496.0000000000, -14.3257620225, -1.2049176836, -1.2049203731, -14.3257607740
2086994432.0000000000, -14.3257626468, -1.2049176836, -1.2049190283, -14.3257595254
2087994368.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257632711
2088994304.0000000000, -14.3257613983, -1.2049190283, -1.2049190283, -14.3257638954
2089994240.0000000000, -14.3257601497, -1.2049170112, -1.2049183560, -14.3257620225
2090994176.0000000000, -14.3257613983, -1.2049183560, -1.2049183560, -14.3257607740
2091994112.0000000000, -14.3257607740, -1.2049183560, -1.2049203731, -14.3257620225
2092994048.0000000000, -14.3257613983, -1.2049183560, -1.2049176836, -14.3257645197
2093993984.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257638954
2094993920.0000000000, -14.3257601497, -1.2049190283, -1.2049203731, -14.3257638954
2095993856.0000000000, -14.3257595254, -1.2049170112, -1.2049190283, -14.3257645197
2096993792.0000000000, -14.3257626468, -1.2049176836, -1.2049190283, -14.3257620225
2097993728.0000000000, -14.3257613983, -1.2049176836, -1.2049183560, -14.3257632711
2098993664.0000000000, -14.3257638954, -1.2049176836, -1.2049176836, -14.3257626468
2099993600.0000000000, -14.3257620225, -1.2049183560, -1.2049190283, -14.3257613983
2100993536.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257620225
2101993472.0000000000, -14.3257589011, -1.2049170112, -1.2049190283, -14.3257620225
2102993408.0000000000, -14.3257620225, -1.2049176836, -1.2049183560, -14.3257626468
2103993344.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257638954
2104993280.0000000000, -14.3257645197, -1.2049183560, -1.2049183560, -14.3257620225
2105993216.0000000000, -14.3257613983, -1.2049176836, -1.2049176836, -14.3257607740
2106993152.0000000000, -14.3257626468, -1.2049176836, -1.2049183560, -14.3257620225
2107993088.0000000000, -14.3257582769, -1.2049183560, -1.2049203731, -14.3257638954
2108993024.0000000000, -14.3257613983, -1.2049176836, -1.2049197007, -14.3257620225
2109992960.0000000000, -14.3257595254, -1.2049176836, -1.2049176836, -14.3257632711
2110992896.0000000000, -14.3257626468, -1.2049176836, -1.2049203731, -14.3257645197
2111992832.0000000000, -14.3257638954, -1.2049183560, -1.2049183560, -14.3257651439
2112992768.0000000000, -14.3257626468, -1.2049170112, -1.2049203731, -14.3257607740
2113992704.0000000000, -14.3257589011, -1.2049170112, -1.2049190283, -14.3257620225
2114992640.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257626468
2115992576.0000000000, -14.3257601497, -1.2049176836, -1.2049176836, -14.3257626468
2116992512.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257595254
2117992448.0000000000, -14.3257595254, -1.2049176836, -1.2049176836, -14.3257632711
2118992384.0000000000, -14.3257645197, -1.2049176836, -1.2049190283, -14.3257645197
2119992320.0000000000, -14.3257601497, -1.2049183560, -1.2049190283, -14.3257613983
2120992256.0000000000, -14.3257607740, -1.2049176836, -1.2049176836, -14.3257632711
2121992192.0000000000, -14.3257620225, -1.2049176836, -1.2049183560, -14.3257613983
2122992128.0000000000, -14.3257595254, -1.2049183560, -1.2049197007, -14.3257645197
2123992064.0000000000, -14.3257620225, -1.2049190283, -1.2049183560, -14.3257626468
2124992000.0000000000, -14.3257589011, -1.2049183560, -1.2049190283, -14.3257632711
2125991936.0000000000, -14.3257595254, -1.2049163388, -1.2049183560, -14.3257613983
2126991872.0000000000, -14.3257601497, -1.2049190283, -1.2049190283, -14.3257607740
2127991808.0000000000, -14.3257638954, -1.2049176836, -1.2049183560, -14.3257613983
2128991744.0000000000, -14.3257613983, -1.2049176836, -1.2049176836, -14.3257601497
2129991680.0000000000, -14.3257626468, -1.2049170112, -1.2049183560, -14.3257626468
2130991616.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257626468
2131991552.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257613983
2132991488.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257645197
2133991424.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257645197
2134991360.0000000000, -14.3257589011, -1.2049176836, -1.2049183560, -14.3257613983
2135991296.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257613983
2136991232.0000000000, -14.3257607740, -1.2049183560, -1.2049176836, -14.3257613983
2137991168.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257626468
2138991104.0000000000, -14.3257607740, -1.2049183560, -1.2049197007, -14.3257613983
2139991040.0000000000, -14.3257651439, -1.2049183560, -1.2049176836, -14.3257620225
2140990976.0000000000, -14.3257582769, -1.2049176836, -1.2049190283, -14.3257620225
2141990912.0000000000, -14.3257601497, -1.2049183560, -1.2049190283, -14.3257626468
2142990848.0000000000, -14.3257589011, -1.2049197007, -1.2049197007, -14.3257645197
2143990784.0000000000, -14.3257589011, -1.2049190283, -1.2049176836, -14.3257620225
2144990720.0000000000, -14.3257607740, -1.2049197007, -1.2049190283, -14.3257638954
2145990656.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257626468
2146990592.0000000000, -14.3257607740, -1.2049197007, -1.2049190283, -14.3257620225
2147990528.0000000000, -14.3257595254, -1.2049170112, -1.2049197007, -14.3257645197
2148990464.0000000000, -14.3257582769, -1.2049197007, -1.2049203731, -14.3257645197
2149990400.0000000000, -14.3257626468, -1.2049183560, -1.2049190283, -14.3257645197
2150990336.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257613983
2151990272.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257613983
2152990208.0000000000, -14.3257607740, -1.2049170112, -1.2049170112, -14.3257651439
2153990144.0000000000, -14.3257601497, -1.2049190283, -1.2049197007, -14.3257626468
2154990080.0000000000, -14.3257620225, -1.2049183560, -1.2049190283, -14.3257645197
2155990016.0000000000, -14.3257607740, -1.2049176836, -1.2049183560, -14.3257613983
2156989952.0000000000, -14.3257613983, -1.2049183560, -1.2049190283, -14.3257613983
2157989888.0000000000, -14.3257601497, -1.2049176836, -1.2049183560, -14.3257613983
2158989824.0000000000, -14.3257651439, -1.2049183560, -1.2049190283, -14.3257626468
2159989760.0000000000, -14.3257601497, -1.2049176836, -1.2049197007, -14.3257595254
2160989696.0000000000, -14.3257582769, -1.2049183560, -1.2049203731, -14.3257632711
2161989632.0000000000, -14.3257638954, -1.2049183560, -1.2049183560, -14.3257613983
2162989568.0000000000, -14.3257595254, -1.2049163388, -1.2049183560, -14.3257607740
2163989504.0000000000, -14.3257607740, -1.2049183560, -1.2049197007, -14.3257645197
2164989440.0000000000, -14.3257626468, -1.2049190283, -1.2049197007, -14.3257626468
2165989376.0000000000, -14.3257638954, -1.2049176836, -1.2049176836, -14.3257613983
2166989312.0000000000, -14.3257607740, -1.2049183560, -1.2049183560, -14.3257638954
2167989248.0000000000, -14.3257607740, -1.2049183560, -1.2049203731, -14.3257626468
2168989184.0000000000, -14.3257576526, -1.2049176836, -1.2049203731, -14.3257607740
2169989120.0000000000, -14.3257613983, -1.2049183560, -1.2049183560, -14.3257607740
2170989056.0000000000, -14.3257638954, -1.2049183560, -1.2049176836, -14.3257626468
2171988992.0000000000, -14.3257620225, -1.2049183560, -1.2049190283, -14.3257632711
2172988928.0000000000, -14.3257626468, -1.2049183560, -1.2049176836, -14.3257620225
2173988864.0000000000, -14.3257620225, -1.2049183560, -1.2049203731, -14.3257601497
2174988800.0000000000, -14.3257613983, -1.2049176836, -1.2049190283, -14.3257626468
2175988736.0000000000, -14.3257645197, -1.2049183560, -1.2049183560, -14.3257620225
2176988672.0000000000, -14.3257638954, -1.2049190283, -1.2049197007, -14.3257626468
2177988608.0000000000, -14.3257632711, -1.2049183560, -1.2049183560, -14.3257626468
2178988544.0000000000, -14.3257620225, -1.2049197007, -1.2049190283, -14.3257632711
2179988480.0000000000, -14.3257607740, -1.2049183560, -1.2049197007, -14.3257595254
2180988416.0000000000, -14.3257613983, -1.2049197007, -1.2049203731, -14.3257632711
2181988352.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257632711
2182988288.0000000000, -14.3257638954, -1.2049190283, -1.2049183560, -14.3257645197
2183988224.0000000000, -14.3257632711, -1.2049176836, -1.2049197007, -14.3257626468
2184988160.0000000000, -14.3257626468, -1.2049176836, -1.2049183560, -14.3257613983
2185988096.0000000000, -14.3257607740, -1.2049176836, -1.2049190283, -14.3257613983
2186988032.0000000000, -14.3257607740, -1.2049170112, -1.2049190283, -14.3257620225
2187987968.0000000000, -14.3257582769, -1.2049176836, -1.2049183560, -14.3257595254
2188987904.0000000000, -14.3257613983, -1.2049183560, -1.2049197007, -14.3257607740
2189987840.0000000000, -14.3257613983, -1.2049183560, -1.2049183560, -14.3257601497
2190987776.0000000000, -14.3257626468, -1.2049176836, -1.2049183560, -14.3257626468
2191987712.0000000000, -14.3257632711, -1.2049183560, -1.2049190283, -14.3257595254
2192987648.0000000000, -14.3257638954, -1.2049170112, -1.2049190283, -14.3257645197
2193987584.0000000000, -14.3257620225, -1.2049190283, -1.2049183560, -14.3257645197
2194987520.0000000000, -14.3257576526, -1.2049176836, -1.2049197007, -14.3257620225
2195987456.0000000000, -14.3257613983, -1.2049183560, -1.2049197007, -14.3257638954
2196987392.0000000000, -14.3257632711, -1.2049183560, -1.2049197007, -14.3257613983
2197987328.0000000000, -14.3257651439, -1.2049170112, -1.2049176836, -14.3257595254
2198987264.0000000000, -14.3257632711, -1.2049176836, -1.2049197007, -14.3257626468
2199987200.0000000000, -14.3257620225, -1.2049176836, -1.2049176836, -14.3257638954
2200987136.0000000000, -14.3257620225, -1.2049176836, -1.2049190283, -14.3257626468
2201987072.0000000000, -14.3257613983, -1.2049190283, -1.2049197007, -14.3257638954
2202987008.0000000000, -14.3257613983, -1.2049183560, -1.2049190283, -14.3257638954
2203986944.0000000000, -14.3257626468, -1.2049176836, -1.2049190283, -14.3257632711
2204986880.0000000000, -14.3257601497, -1.2049170112, -1.2049197007, -14.3257626468
2205986816.0000000000, -14.3257582769, -1.2049176836, -1.2049190283, -14.3257620225
2206986752.0000000000, -14.3257595254, -1.2049176836, -1.2049190283, -14.3257613983
2207986688.0000000000, -14.3257589011, -1.2049190283, -1.2049197007, -14.3257645197
2208986624.0000000000, -14.3257638954, -1.2049176836, -1.2049183560, -14.3257607740
2209986560.0000000000, -14.3257601497, -1.2049183560, -1.2049197007, -14.3257638954
2210986496.0000000000, -14.3257626468, -1.2049170112, -1.2049183560, -14.3257620225
2211986432.0000000000, -14.3257595254, -1.2049176836, -1.2049190283, -14.3257626468
2212986368.0000000000, -14.3257632711, -1.2049190283, -1.2049203731, -14.3257626468
2213986304.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257638954
2214986240.0000000000, -14.3257657682, -1.2049176836, -1.2049176836, -14.3257626468
2215986176.0000000000, -14.3257595254, -1.2049176836, -1.2049190283, -14.3257595254
2216986112.0000000000, -14.3257632711, -1.2049176836, -1.2049190283, -14.3257626468
2217986048.0000000000, -14.3257582769, -1.2049170112, -1.2049210454, -14.3257607740
2218985984.0000000000, -14.3257620225, -1.2049197007, -1.2049197007, -14.3257613983
2219985920.0000000000, -14.3257589011, -1.2049176836, -1.2049197007, -14.3257607740
2220985856.0000000000, -14.3257620225, -1.2049190283, -1.2049190283, -14.3257601497
2221985792.0000000000, -14.3257620225, -1.2049183560, -1.2049197007, -14.3257613983
2222985728.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257620225
2223985664.0000000000, -14.3257595254, -1.2049176836, -1.2049183560, -14.3257607740
2224985600.0000000000, -14.3257657682, -1.2049190283, -1.2049170112, -14.3257626468
2225985536.0000000000, -14.3257638954, -1.2049176836, -1.2049176836, -14.3257620225
2226985472.0000000000, -14.3257613983, -1.2049183560, -1.2049190283, -14.3257613983
2227985408.0000000000, -14.3257632711, -1.2049183560, -1.2049197007, -14.3257638954
2228985344.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257645197
2229985280.0000000000, -14.3257589011, -1.2049183560, -1.2049197007, -14.3257626468
2230985216.0000000000, -14.3257601497, -1.2049176836, -1.2049203731, -14.3257607740
2231985152.0000000000, -14.3257601497, -1.2049190283, -1.2049203731, -14.3257645197
2232985088.0000000000, -14.3257632711, -1.2049176836, -1.2049190283, -14.3257601497
2233985024.0000000000, -14.3257601497, -1.2049176836, -1.2049176836, -14.3257595254
2234984960.0000000000, -14.3257626468, -1.2049170112, -1.2049176836, -14.3257607740
2235984896.0000000000, -14.3257626468, -1.2049170112, -1.2049176836, -14.3257613983
2236984832.0000000000, -14.3257601497, -1.2049176836, -1.2049190283, -14.3257620225
2237984768.0000000000, -14.3257632711, -1.2049170112, -1.2049183560, -14.3257638954
2238984704.0000000000, -14.3257632711, -1.2049176836, -1.2049190283, -14.3257620225
2239984640.0000000000, -14.3257620225, -1.2049170112, -1.2049197007, -14.3257607740
2240984576.0000000000, -14.3257657682, -1.2049190283, -1.2049190283, -14.3257638954
2241984512.0000000000, -14.3257607740, -1.2049183560, -1.2049183560, -14.3257620225
2242984448.0000000000, -14.3257632711, -1.2049170112, -1.2049197007, -14.3257638954
2243984384.0000000000, -14.3257607740, -1.2049183560, -1.2049183560, -14.3257613983
2244984320.0000000000, -14.3257645197, -1.2049190283, -1.2049190283, -14.3257601497
2245984256.0000000000, -14.3257607740, -1.2049176836, -1.2049197007, -14.3257613983
2246984192.0000000000, -14.3257607740, -1.2049176836, -1.2049183560, -14.3257657682
2247984128.0000000000, -14.3257632711, -1.2049170112, -1.2049183560, -14.3257626468
2248984064.0000000000, -14.3257576526, -1.2049190283, -1.2049190283, -14.3257620225
2249984000.0000000000, -14.3257582769, -1.2049176836, -1.2049197007, -14.3257601497
2250983936.0000000000, -14.3257582769, -1.2049176836, -1.2049203731, -14.3257595254
2251983872.0000000000, -14.3257582769, -1.2049183560, -1.2049197007, -14.3257601497
2252983808.0000000000, -14.3257595254, -1.2049183560, -1.2049190283, -14.3257620225
2253983744.0000000000, -14.3257582769, -1.2049197007, -1.2049190283, -14.3257613983
2254983680.0000000000, -14.3257613983, -1.2049170112, -1.2049183560, -14.3257595254
2255983616.0000000000, -14.3257632711, -1.2049176836, -1.2049197007, -14.3257638954
2256983552.0000000000, -14.3257632711, -1.2049176836, -1.2049197007, -14.3257626468
2257983488.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257620225
2258983424.0000000000, -14.3257607740, -1.2049190283, -1.2049190283, -14.3257638954
2259983360.0000000000, -14.3257638954, -1.2049170112, -1.2049183560, -14.3257638954
2260983296.0000000000, -14.3257620225, -1.2049183560, -1.2049190283, -14.3257620225
2261983232.0000000000, -14.3257607740, -1.2049197007, -1.2049190283, -14.3257607740
2262983168.0000000000, -14.3257632711, -1.2049190283, -1.2049203731, -14.3257613983
2263983104.0000000000, -14.3257613983, -1.2049183560, -1.2049197007, -14.3257638954
2264983040.0000000000, -14.3257607740, -1.2049176836, -1.2049190283, -14.3257620225
2265982976.0000000000, -14.3257638954, -1.2049190283, -1.2049183560, -14.3257607740
2266982912.0000000000, -14.3257645197, -1.2049170112, -1.2049183560, -14.3257657682
2267982848.0000000000, -14.3257607740, -1.2049183560, -1.2049176836, -14.3257626468
2268982784.0000000000, -14.3257638954, -1.2049183560, -1.2049197007, -14.3257626468
2269982720.0000000000, -14.3257595254, -1.2049170112, -1.2049190283, -14.3257589011
2270982656.0000000000, -14.3257582769, -1.2049183560, -1.2049190283, -14.3257613983
2271982592.0000000000, -14.3257657682, -1.2049183560, -1.2049183560, -14.3257620225
2272982528.0000000000, -14.3257638954, -1.2049190283, -1.2049190283, -14.3257626468
2273982464.0000000000, -14.3257620225, -1.2049183560, -1.2049183560, -14.3257638954
2274982400.0000000000, -14.3257607740, -1.2049170112, -1.2049170112, -14.3257613983
2275982336.0000000000, -14.3257570283, -1.2049183560, -1.2049190283, -14.3257626468
2276982272.0000000000, -14.3257645197, -1.2049183560, -1.2049183560, -14.3257626468
2277982208.0000000000, -14.3257626468, -1.2049183560, -1.2049183560, -14.3257620225
2278982144.0000000000, -14.3257601497, -1.2049183560, -1.2049203731, -14.3257632711
2279982080.0000000000, -14.3257620225, -1.2049176836, -1.2049183560, -14.3257607740
2280982016.0000000000, -14.3257576526, -1.2049170112, -1.2049183560, -14.3257607740
2281981952.0000000000, -14.3257582769, -1.2049176836, -1.2049197007, -14.3257632711
2282981888.0000000000, -14.3257632711, -1.2049183560, -1.2049197007, -14.3257663925
2283981824.0000000000, -14.3257632711, -1.2049190283, -1.2049190283, -14.3257626468
2284981760.0000000000, -14.3257632711, -1.2049163388, -1.2049176836, -14.3257626468
2285981696.0000000000, -14.3257595254, -1.2049190283, -1.2049197007, -14.3257626468
2286981632.0000000000, -14.3257620225, -1.2049176836, -1.2049197007, -14.3257632711
2287981568.0000000000, -14.3257607740, -1.2049183560, -1.2049190283, -14.3257620225
2288981504.0000000000, -14.3257607740, -1.2049163388, -1.2049197007, -14.3257589011
2289981440.0000000000, -14.3257582769, -1.2049176836, -1.2049183560, -14.3257626468
2290981376.0000000000, -14.3257589011, -1.2049183560, -1.2049197007, -14.3257638954
2291981312.0000000000, -14.3257632711, -1.2049183560, -1.2049197007, -14.3257657682
2292981248.0000000000, -14.3257632711, -1.2049176836, -1.2049170112, -14.3257613983
2293981184.0000000000, -14.3257613983, -1.2049183560, -1.2049197007, -14.3257657682
2294981120.0000000000, -14.3257613983, -1.2049183560, -1.2049197007, -14.3257632711
2295981056.0000000000, -14.3257570283, -1.2049183560, -1.2049197007, -14.3257626468
2296980992.0000000000, -14.3257670168, -1.2049197007, -1.2049183560, -14.3257632711
2297980928.0000000000, -14.3257607740, -1.2049170112, -1.2049197007, -14.3257620225
2298980864.0000000000, -14.3257589011, -1.2049190283, -1.2049197007, -14.3257626468
2299980800.0000000000, -14.3257582769, -1.2049163388, -1.2049190283, -14.3257601497
2300980736.0000000000, -14.3257589011, -1.2049183560, -1.2049183560, -14.3257620225
2301980672.0000000000, -14.3257607740, -1.2049190283, -1.2049203731, -14.3257638954
2302980608.0000000000, -14.3257607740, -1.2049190283, -1.2049190283, -14.3257613983
2303980544.0000000000, -14.3257620225, -1.2049170112, -1.2049197007, -14.3257601497
2304980480.0000000000, -14.3257645197, -1.2049170112, -1.2049190283, -14.3257595254
