Freq [GHz],S11(dB)_HFSS,S11(dB)_measured,S22(dB)_HFSS,S22(dB)_measured,S33(dB)_HFSS,S33(dB)_measured,S44(dB)_HFSS,S44(dB)_measured
1.709,-5.181520161,-5.5050998,-5.152823138,-5.5990496,-5.168757015,-5.5270119,-5.157592397,-5.6275177
1.71,-5.185584799,-5.5512824,-5.156851887,-5.6312633,-5.172820748,-5.5037446,-5.161649179,-5.6106067
1.711,-5.189667219,-5.536149,-5.160898324,-5.6468153,-5.176902248,-5.516633,-5.165723781,-5.6075754
1.712,-5.193767485,-5.5258012,-5.164962508,-5.643353,-5.181001576,-5.5076523,-5.169816267,-5.620122
1.713,-5.197885657,-5.547914,-5.169044502,-5.6413445,-5.185118795,-5.5178714,-5.173926697,-5.6434197
1.714,-5.202021799,-5.5573516,-5.173144368,-5.645926,-5.189253966,-5.536375,-5.178055135,-5.6205893
1.715,-5.206175972,-5.5491266,-5.177262168,-5.6716204,-5.193407152,-5.5704079,-5.182201643,-5.6425261
1.716,-5.21034824,-5.5672598,-5.181397965,-5.7027116,-5.197578415,-5.583375,-5.186366284,-5.6381259
1.717,-5.214538665,-5.5289855,-5.185551821,-5.6446381,-5.201767819,-5.5766258,-5.190549121,-5.6334486
1.718,-5.218747311,-5.5734067,-5.1897238,-5.6908898,-5.205975426,-5.5728149,-5.194750219,-5.6431251
1.719,-5.222974242,-5.555223,-5.193913964,-5.6455393,-5.210201301,-5.5422211,-5.19896964,-5.666882
1.72,-5.227219521,-5.5608168,-5.198122378,-5.7251143,-5.214445506,-5.581183,-5.203207449,-5.6520677
1.721,-5.231483214,-5.5676823,-5.202349106,-5.6712179,-5.218708106,-5.5496678,-5.20746371,-5.6461272
1.722,-5.235765383,-5.599936,-5.206594211,-5.7104421,-5.222989166,-5.5901232,-5.211738489,-5.6643071
1.723,-5.240066094,-5.6163559,-5.210857758,-5.7002015,-5.227288749,-5.5987921,-5.216031849,-5.6517801
1.724,-5.244385413,-5.6102738,-5.215139812,-5.6915221,-5.23160692,-5.620491,-5.220343856,-5.6762214
1.725,-5.248723404,-5.5916052,-5.219440438,-5.7122378,-5.235943746,-5.6108027,-5.224674576,-5.7046633
1.726,-5.253080133,-5.5963817,-5.223759701,-5.7213244,-5.240299291,-5.6162705,-5.229024075,-5.6643476
1.727,-5.257455666,-5.6345854,-5.228097667,-5.71662,-5.24467362,-5.6038156,-5.233392418,-5.7050018
1.728,-5.26185007,-5.6526198,-5.232454402,-5.7437196,-5.249066801,-5.6617212,-5.237779672,-5.6817918
1.729,-5.26626341,-5.6308327,-5.236829971,-5.7292008,-5.253478898,-5.6273746,-5.242185904,-5.7024126
1.73,-5.270695753,-5.632853,-5.241224442,-5.7307096,-5.25790998,-5.6264286,-5.24661118,-5.7212586
1.731,-5.275147167,-5.6319547,-5.24563788,-5.7169561,-5.262360112,-5.6478138,-5.251055568,-5.6895471
1.732,-5.279617719,-5.6450562,-5.250070354,-5.7657008,-5.266829362,-5.6635189,-5.255519136,-5.7337508
1.733,-5.284107477,-5.6387839,-5.25452193,-5.7651391,-5.271317797,-5.6861148,-5.260001951,-5.7194386
1.734,-5.288616508,-5.6666183,-5.258992677,-5.7884388,-5.275825485,-5.6952643,-5.264504081,-5.7346797
1.735,-5.293144881,-5.6575089,-5.263482661,-5.765264,-5.280352495,-5.6796679,-5.269025595,-5.7332239
1.736,-5.297692664,-5.6430864,-5.267991951,-5.7644958,-5.284898893,-5.6656203,-5.273566561,-5.7240601
1.737,-5.302259927,-5.6764936,-5.272520616,-5.7762852,-5.28946475,-5.7077613,-5.278127049,-5.7435889
1.738,-5.306846738,-5.7000012,-5.277068725,-5.7847843,-5.294050133,-5.698915,-5.282707128,-5.7423568
1.739,-5.311453167,-5.6792407,-5.281636346,-5.7819915,-5.298655113,-5.6762786,-5.287306868,-5.7560773
1.74,-5.316079284,-5.7026744,-5.286223549,-5.7831602,-5.303279758,-5.7168012,-5.291926338,-5.7457433
1.741,-5.320725158,-5.7230163,-5.290830404,-5.8089886,-5.307924139,-5.7249851,-5.296565608,-5.7337065
1.742,-5.32539086,-5.7158036,-5.295456981,-5.7920384,-5.312588326,-5.7283916,-5.30122475,-5.7959967
1.743,-5.330076461,-5.7098136,-5.30010335,-5.817709,-5.317272389,-5.7333159,-5.305903834,-5.7754478
1.744,-5.334782032,-5.7352123,-5.304769581,-5.8153582,-5.321976398,-5.7450986,-5.310602932,-5.7807531
1.745,-5.339507644,-5.7092733,-5.309455746,-5.8267331,-5.326700426,-5.7366304,-5.315322114,-5.8200984
1.746,-5.344253368,-5.7216034,-5.314161916,-5.8167663,-5.331444542,-5.7699351,-5.320061453,-5.8174891
1.747,-5.349019277,-5.699193,-5.318888162,-5.8257623,-5.33620882,-5.7484741,-5.32482102,-5.7985158
1.748,-5.353805443,-5.7429881,-5.323634557,-5.8589945,-5.340993331,-5.7715268,-5.329600889,-5.8198037
1.749,-5.358611938,-5.7482033,-5.328401172,-5.8507977,-5.345798147,-5.7959514,-5.334401131,-5.7930675
1.75,-5.363438835,-5.7343855,-5.33318808,-5.8319335,-5.35062334,-5.7726021,-5.33922182,-5.8122764
1.751,-5.368286208,-5.7421265,-5.337995353,-5.8606038,-5.355468985,-5.7932172,-5.344063029,-5.8621178
1.752,-5.37315413,-5.7480693,-5.342823066,-5.8789248,-5.360335153,-5.7965159,-5.348924832,-5.8480287
1.753,-5.378042674,-5.771419,-5.34767129,-5.8599629,-5.365221919,-5.7809319,-5.353807303,-5.8182397
1.754,-5.382951916,-5.7843881,-5.352540101,-5.8939452,-5.370129356,-5.8219123,-5.358710517,-5.8637948
1.755,-5.387881928,-5.7725277,-5.357429572,-5.8838387,-5.375057539,-5.7768488,-5.363634547,-5.8482695
1.756,-5.392832787,-5.7604265,-5.362339777,-5.8766828,-5.380006542,-5.8304,-5.368579469,-5.8827453
1.757,-5.397804567,-5.7850337,-5.367270792,-5.8791599,-5.38497644,-5.8242717,-5.373545358,-5.8703108
1.758,-5.402797344,-5.808948,-5.37222269,-5.8798919,-5.389967308,-5.8257742,-5.37853229,-5.8706703
1.759,-5.407811193,-5.8052859,-5.377195548,-5.9247947,-5.394979222,-5.8417583,-5.38354034,-5.893569
1.76,-5.412846191,-5.811192,-5.382189442,-5.9217925,-5.400012257,-5.8584075,-5.388569586,-5.8756881
1.761,-5.417902413,-5.8184371,-5.387204447,-5.9007025,-5.40506649,-5.8467474,-5.393620103,-5.8863778
1.762,-5.422979938,-5.8408165,-5.392240639,-5.9358797,-5.410141997,-5.8551407,-5.398691968,-5.879159
1.763,-5.428078841,-5.8834639,-5.397298096,-5.9556231,-5.415238854,-5.8856659,-5.403785259,-5.9206138
1.764,-5.433199201,-5.8391566,-5.402376894,-5.9638643,-5.42035714,-5.8831916,-5.408900054,-5.9238882
1.765,-5.438341095,-5.8685665,-5.407477111,-5.950006,-5.425496931,-5.8898597,-5.41403643,-5.8770013
1.766,-5.443504601,-5.8801713,-5.412598824,-5.9661455,-5.430658305,-5.9388518,-5.419194466,-5.9215832
1.767,-5.448689797,-5.8625693,-5.417742111,-5.947454,-5.435841341,-5.9096928,-5.424374239,-5.935607
1.768,-5.453896763,-5.8544726,-5.422907051,-5.9563065,-5.441046117,-5.893343,-5.429575831,-5.9315095
1.769,-5.459125577,-5.8539658,-5.428093722,-6.0000405,-5.446272711,-5.9358282,-5.434799318,-5.9187431
1.77,-5.46437632,-5.8865051,-5.433302204,-5.9881539,-5.451521203,-5.8903685,-5.440044782,-5.9360466
1.771,-5.46964907,-5.919734,-5.438532575,-6.0177641,-5.456791672,-5.9436054,-5.445312302,-5.9629478
1.772,-5.474943908,-5.8980732,-5.443784916,-5.9986281,-5.462084198,-5.9315257,-5.450601958,-5.925827
1.773,-5.480260915,-5.8669381,-5.449059307,-5.987092,-5.467398862,-5.933672,-5.455913831,-5.9371161
1.774,-5.485600171,-5.9296503,-5.454355827,-6.0083647,-5.472735744,-5.9768467,-5.461248003,-5.9851875
1.775,-5.490961757,-5.8802166,-5.459674558,-5.9856744,-5.478094924,-5.9287329,-5.466604554,-5.9832473
1.776,-5.496345756,-5.9288235,-5.46501558,-6.0239978,-5.483476484,-5.9551239,-5.471983567,-5.9720569
1.777,-5.501752248,-5.9220152,-5.470378976,-6.0128655,-5.488880506,-5.9874167,-5.477385122,-6.0094867
1.778,-5.507181317,-5.959888,-5.475764827,-6.0190825,-5.494307071,-5.9669847,-5.482809304,-5.9791393
1.779,-5.512633044,-5.969389,-5.481173214,-6.0604844,-5.499756261,-6.0096879,-5.488256194,-6.0122013
1.78,-5.518107514,-5.9900241,-5.486604222,-6.0725756,-5.50522816,-6.0048137,-5.493725876,-5.9952016
1.781,-5.523604808,-5.9638462,-5.492057931,-6.0638824,-5.510722851,-6.0311408,-5.499218434,-6.0091224
1.782,-5.529125012,-5.9710813,-5.497534427,-6.0699077,-5.516240415,-6.0302358,-5.50473395,-6.0265145
1.783,-5.534668208,-5.9750996,-5.503033791,-6.087039,-5.521780938,-6.0288243,-5.51027251,-6.0033946
1.784,-5.540234482,-5.9508901,-5.508556108,-6.1037974,-5.527344504,-6.003408,-5.515834197,-6.0620337
1.785,-5.545823918,-5.9722795,-5.514101463,-6.077683,-5.532931196,-6.0262079,-5.521419098,-6.0665383
1.786,-5.5514366,-6.0202479,-5.51966994,-6.067687,-5.538541099,-6.0415187,-5.527027296,-6.0795884
1.787,-5.557072616,-6.0162616,-5.525261624,-6.0996623,-5.544174299,-6.0487733,-5.532658879,-6.0729346
1.788,-5.56273205,-6.0205126,-5.5308766,-6.134325,-5.549830882,-6.0733647,-5.538313931,-6.0646996
1.789,-5.568414989,-6.0158768,-5.536514954,-6.1102691,-5.555510932,-6.0350075,-5.54399254,-6.0598426
1.79,-5.57412152,-6.0125437,-5.542176772,-6.1024919,-5.561214536,-6.0855265,-5.549694792,-6.0658402
1.791,-5.579851729,-6.02002,-5.547862141,-6.0842977,-5.566941782,-6.0674796,-5.555420774,-6.0980864
1.792,-5.585605704,-6.0289793,-5.553571147,-6.1145205,-5.572692755,-6.0860348,-5.561170574,-6.0962663
1.793,-5.591383532,-6.0575948,-5.559303878,-6.1306353,-5.578467543,-6.1183534,-5.56694428,-6.0871544
1.794,-5.597185302,-6.0330787,-5.565060421,-6.1395888,-5.584266233,-6.1218829,-5.572741979,-6.0834737
1.795,-5.603011102,-6.0575829,-5.570840865,-6.1462269,-5.590088915,-6.1330056,-5.578563762,-6.1336145
1.796,-5.608861021,-6.0763884,-5.576645297,-6.1677332,-5.595935676,-6.1176329,-5.584409715,-6.1488385
1.797,-5.614735148,-6.0789428,-5.582473806,-6.1655731,-5.601806605,-6.1196523,-5.590279931,-6.1139379
1.798,-5.620633573,-6.0955601,-5.588326481,-6.1930623,-5.607701791,-6.1569643,-5.596174497,-6.1197553
1.799,-5.626556386,-6.1027102,-5.594203412,-6.1854143,-5.613621325,-6.1370258,-5.602093504,-6.1352553
1.8,-5.632503677,-6.116621,-5.600104689,-6.1853132,-5.619565295,-6.1327233,-5.608037042,-6.1641221
1.801,-5.638475537,-6.1090827,-5.606030401,-6.1849499,-5.625533792,-6.1607866,-5.614005204,-6.1867533
1.802,-5.644472057,-6.1006532,-5.61198064,-6.1715469,-5.631526908,-6.1725035,-5.619998079,-6.1496296
1.803,-5.65049333,-6.1303329,-5.617955496,-6.2419109,-5.637544732,-6.205111,-5.62601576,-6.1847582
1.804,-5.656539445,-6.10853,-5.62395506,-6.2024946,-5.643587357,-6.1843357,-5.632058339,-6.1777711
1.805,-5.662610497,-6.1170444,-5.629979425,-6.216815,-5.649654875,-6.2316837,-5.638125907,-6.1870236
1.806,-5.668706578,-6.1592321,-5.636028683,-6.2390895,-5.655747377,-6.2332411,-5.64421856,-6.1848655
1.807,-5.67482778,-6.1491442,-5.642102926,-6.22087,-5.661864957,-6.2118297,-5.650336388,-6.1924691
1.808,-5.680974198,-6.1696591,-5.648202247,-6.242507,-5.668007707,-6.2338986,-5.656479487,-6.2121229
1.809,-5.687145925,-6.1698465,-5.65432674,-6.2781024,-5.674175721,-6.2469902,-5.66264795,-6.2164884
1.81,-5.693343056,-6.1992893,-5.660476497,-6.2872481,-5.680369092,-6.2730746,-5.668841872,-6.1718559
1.811,-5.699565685,-6.1786237,-5.666651614,-6.250917,-5.686587916,-6.2529874,-5.675061348,-6.2394447
1.812,-5.705813907,-6.1660414,-5.672852185,-6.2560234,-5.692832287,-6.2408381,-5.681306472,-6.2178297
1.813,-5.712087819,-6.1846924,-5.679078304,-6.2918978,-5.699102299,-6.2789531,-5.687577341,-6.2436194
1.814,-5.718387515,-6.2173696,-5.685330067,-6.2779527,-5.705398048,-6.2683468,-5.693874051,-6.2715535
1.815,-5.724713093,-6.1808558,-5.69160757,-6.2636685,-5.71171963,-6.2568054,-5.700196698,-6.2844515
1.816,-5.731064648,-6.2023058,-5.697910908,-6.2965641,-5.718067141,-6.299015,-5.706545379,-6.3006687
1.817,-5.737442279,-6.2415619,-5.704240179,-6.3260756,-5.724440678,-6.3156114,-5.712920191,-6.2635522
1.818,-5.743846082,-6.2308507,-5.710595479,-6.3216105,-5.730840338,-6.3111806,-5.719321233,-6.2611766
1.819,-5.750276156,-6.2747579,-5.716976906,-6.3527241,-5.737266219,-6.3302674,-5.725748602,-6.3134723
1.82,-5.756732598,-6.2642226,-5.723384557,-6.3440752,-5.743718417,-6.3534193,-5.732202397,-6.2850165
1.821,-5.763215509,-6.2585649,-5.72981853,-6.3680072,-5.750197032,-6.3369217,-5.738682716,-6.3228364
1.822,-5.769724987,-6.268445,-5.736278924,-6.31422,-5.756702162,-6.3551211,-5.74518966,-6.3060503
1.823,-5.776261131,-6.2957726,-5.742765838,-6.3588409,-5.763233907,-6.3881502,-5.751723328,-6.3271775
1.824,-5.782824042,-6.2891531,-5.749279372,-6.3718834,-5.769792365,-6.3685112,-5.75828382,-6.3511801
1.825,-5.78941382,-6.2997365,-5.755819624,-6.3578677,-5.776377637,-6.3872643,-5.764871237,-6.3149734
1.826,-5.796030566,-6.306262,-5.762386696,-6.3967299,-5.782989822,-6.3813262,-5.771485679,-6.3480492
1.827,-5.802674381,-6.308332,-5.768980688,-6.411437,-5.789629023,-6.3899069,-5.778127249,-6.3496571
1.828,-5.809345367,-6.345458,-5.775601701,-6.4283276,-5.79629534,-6.401361,-5.784796049,-6.3481903
1.829,-5.816043627,-6.3383598,-5.782249837,-6.4373479,-5.802988874,-6.4296789,-5.79149218,-6.3806753
1.83,-5.822769262,-6.3824835,-5.788925196,-6.4562988,-5.809709727,-6.4572668,-5.798215745,-6.360755
1.831,-5.829522377,-6.3396211,-5.795627883,-6.4214835,-5.816458003,-6.4497623,-5.804966848,-6.3844519
1.832,-5.836303073,-6.3648462,-5.802357999,-6.4217472,-5.823233803,-6.4613328,-5.811745592,-6.4287424
1.833,-5.843111455,-6.400825,-5.809115648,-6.4462314,-5.830037232,-6.4648213,-5.818552081,-6.4151621
1.834,-5.849947628,-6.4004178,-5.815900933,-6.440021,-5.836868393,-6.4669366,-5.82538642,-6.4054842
1.835,-5.856811696,-6.3472872,-5.822713958,-6.4408717,-5.843727389,-6.4716954,-5.832248713,-6.3739066
1.836,-5.863703765,-6.3785095,-5.829554828,-6.4484549,-5.850614327,-6.4527345,-5.839139066,-6.3879828
1.837,-5.870623939,-6.3770237,-5.836423648,-6.4783807,-5.85752931,-6.4944553,-5.846057585,-6.4732537
1.838,-5.877572326,-6.3977442,-5.843320522,-6.462841,-5.864472444,-6.4750547,-5.853004377,-6.435946
1.839,-5.884549031,-6.4251161,-5.850245558,-6.4950633,-5.871443835,-6.49614,-5.859979546,-6.4772139
1.84,-5.891554161,-6.4351072,-5.85719886,-6.5140982,-5.878443589,-6.5249324,-5.866983202,-6.4364057
1.841,-5.898587825,-6.438899,-5.864180536,-6.5424404,-5.885471814,-6.5248656,-5.87401545,-6.4757113
1.842,-5.905650128,-6.4619355,-5.871190693,-6.502728,-5.892528616,-6.5302505,-5.8810764,-6.4919181
1.843,-5.912741181,-6.445087,-5.878229438,-6.5152569,-5.899614102,-6.5505366,-5.88816616,-6.4826484
1.844,-5.919861092,-6.4666128,-5.885296879,-6.5146184,-5.906728382,-6.5547957,-5.895284838,-6.5463133
1.845,-5.927009969,-6.4930367,-5.892393124,-6.540956,-5.913871563,-6.558445,-5.902432545,-6.5290833
1.846,-5.934187923,-6.4584036,-5.899518283,-6.5492644,-5.921043754,-6.5739565,-5.909609389,-6.5120459
1.847,-5.941395063,-6.4929953,-5.906672465,-6.5765338,-5.928245066,-6.6035542,-5.916815481,-6.5162802
1.848,-5.9486315,-6.4974957,-5.913855779,-6.5736647,-5.935475607,-6.5905209,-5.924050931,-6.5579147
1.849,-5.955897346,-6.5027952,-5.921068336,-6.5694456,-5.942735488,-6.5995283,-5.931315852,-6.5284705
1.85,-5.96319271,-6.5190835,-5.928310247,-6.57409,-5.95002482,-6.6167092,-5.938610354,-6.5550275
1.851,-5.970517706,-6.4910178,-5.935581621,-6.5989799,-5.957343714,-6.6230273,-5.945934549,-6.5600781
1.852,-5.977872446,-6.5387096,-5.942882572,-6.627069,-5.964692282,-6.6666498,-5.95328855,-6.5883989
1.853,-5.985257042,-6.5550513,-5.950213211,-6.615005,-5.972070636,-6.6465831,-5.960672471,-6.6172538
1.854,-5.992671608,-6.5353384,-5.95757365,-6.6567264,-5.979478888,-6.6871643,-5.968086424,-6.5934353
1.855,-6.000116258,-6.5374575,-5.964964003,-6.6403451,-5.986917151,-6.634481,-5.975530523,-6.6214228
1.856,-6.007591105,-6.5720053,-5.972384382,-6.6507516,-5.994385539,-6.6992216,-5.983004883,-6.5994358
1.857,-6.015096264,-6.5961781,-5.979834902,-6.6587806,-6.001884166,-6.7109256,-5.990509618,-6.6024036
1.858,-6.022631851,-6.5729618,-5.987315678,-6.6677289,-6.009413147,-6.6875992,-5.998044844,-6.6090684
1.859,-6.030197981,-6.62819,-5.994826822,-6.7123456,-6.016972595,-6.729166,-6.005610677,-6.6266298
1.86,-6.03779477,-6.6042976,-6.002368452,-6.6562157,-6.024562627,-6.7194695,-6.013207233,-6.6735063
1.861,-6.045422335,-6.6374745,-6.009940683,-6.7002101,-6.032183358,-6.7596769,-6.020834629,-6.6692047
1.862,-6.053080793,-6.6256881,-6.01754363,-6.6948719,-6.039834905,-6.7347178,-6.028492981,-6.6427341
1.863,-6.060770261,-6.6196704,-6.025177411,-6.6839857,-6.047517384,-6.7659874,-6.036182408,-6.6506901
1.864,-6.068490857,-6.6473932,-6.032842143,-6.7057667,-6.055230912,-6.7717185,-6.043903027,-6.6799846
1.865,-6.076242699,-6.6605978,-6.040537943,-6.7294555,-6.062975608,-6.779912,-6.051654957,-6.6936655
1.866,-6.084025907,-6.6693764,-6.048264929,-6.7180047,-6.070751589,-6.799181,-6.059438318,-6.6903648
1.867,-6.091840601,-6.7209959,-6.05602322,-6.7472725,-6.078558974,-6.7785001,-6.067253229,-6.7349844
1.868,-6.099686899,-6.6817923,-6.063812935,-6.7566566,-6.086397882,-6.8056884,-6.07509981,-6.7004623
1.869,-6.107564922,-6.7069049,-6.071634193,-6.7515502,-6.094268432,-6.8595228,-6.082978181,-6.7238588
1.87,-6.115474791,-6.7308855,-6.079487114,-6.8095899,-6.102170745,-6.8591194,-6.090888464,-6.7305579
1.871,-6.123416628,-6.7230678,-6.08737182,-6.7804756,-6.110104942,-6.8852196,-6.09883078,-6.7241139
1.872,-6.131390554,-6.7255626,-6.09528843,-6.8176622,-6.118071142,-6.8719668,-6.106805252,-6.7252774
1.873,-6.139396692,-6.7374792,-6.103237066,-6.7862473,-6.126069469,-6.8665719,-6.114812,-6.7601662
1.874,-6.147435164,-6.7529144,-6.11121785,-6.8283572,-6.134100043,-6.8715267,-6.12285115,-6.766808
1.875,-6.155506093,-6.7711496,-6.119230905,-6.8059196,-6.142162987,-6.8745074,-6.130922823,-6.7756453
1.876,-6.163609605,-6.7477875,-6.127276353,-6.8389316,-6.150258425,-6.9172673,-6.139027145,-6.7603226
1.877,-6.171745822,-6.775445,-6.135354318,-6.8383164,-6.158386479,-6.9270892,-6.147164239,-6.7925868
1.878,-6.179914869,-6.7942533,-6.143464924,-6.8695707,-6.166547273,-6.9294357,-6.155334231,-6.7886143
1.879,-6.188116873,-6.8171411,-6.151608294,-6.8572984,-6.174740932,-6.9705224,-6.163537245,-6.8094044
1.88,-6.196351958,-6.7714529,-6.159784554,-6.8364043,-6.182967582,-6.9095645,-6.171773409,-6.8172188
1.881,-6.204620251,-6.8362603,-6.16799383,-6.8784714,-6.191227346,-6.9774065,-6.180042848,-6.8638239
1.882,-6.212921878,-6.8291869,-6.176236246,-6.9100246,-6.199520352,-6.9487038,-6.188345689,-6.8441153
1.883,-6.221256968,-6.8308706,-6.18451193,-6.886826,-6.207846725,-6.9393415,-6.19668206,-6.8546557
1.884,-6.229625648,-6.8775454,-6.192821008,-6.9287581,-6.216206592,-7.0213156,-6.205052089,-6.8838005
1.885,-6.238028045,-6.8842454,-6.201163607,-6.9122176,-6.224600082,-6.9979162,-6.213455905,-6.8820133
1.886,-6.24646429,-6.8588328,-6.209539856,-6.9036174,-6.233027321,-7.0140815,-6.221893636,-6.8924642
1.887,-6.254934511,-6.8748651,-6.217949882,-6.9288669,-6.241488438,-7.0351782,-6.230365411,-6.904923
1.888,-6.263438838,-6.8909779,-6.226393815,-6.9326286,-6.249983562,-7.0382991,-6.238871362,-6.9028587
1.889,-6.271977401,-6.9088783,-6.234871784,-6.9631858,-6.258512823,-7.0581241,-6.247411618,-6.8954072
1.89,-6.280550332,-6.9205651,-6.243383919,-6.9556332,-6.26707635,-7.0914602,-6.255986311,-6.9359093
1.891,-6.289157761,-6.899724,-6.25193035,-6.9655447,-6.275674274,-7.0492992,-6.264595571,-6.9322844
1.892,-6.297799821,-6.9392576,-6.260511208,-7.0064397,-6.284306725,-7.087018,-6.273239532,-6.9410915
1.893,-6.306476644,-6.9562187,-6.269126625,-6.9924593,-6.292973836,-7.111166,-6.281918325,-6.9578257
1.894,-6.315188363,-6.9824476,-6.277776732,-7.0321298,-6.301675737,-7.122004,-6.290632084,-6.9762154
1.895,-6.323935111,-6.9657149,-6.286461662,-7.0245881,-6.310412562,-7.1509981,-6.299380943,-6.9975567
1.896,-6.332717023,-6.976326,-6.295181548,-7.0245109,-6.319184444,-7.1212616,-6.308165035,-6.9675994
1.897,-6.341534232,-6.9954028,-6.303936523,-7.0208597,-6.327991515,-7.1366191,-6.316984496,-6.9852104
1.898,-6.350386874,-7.012866,-6.312726721,-7.059514,-6.336833911,-7.1752009,-6.32583946,-7.0040607
1.899,-6.359275084,-7.0193,-6.321552277,-7.0639343,-6.345711764,-7.1814947,-6.334730064,-7.0446057
1.9,-6.368198999,-7.052196,-6.330413326,-7.0944486,-6.354625212,-7.2047706,-6.343656443,-7.0366101
1.901,-6.377158755,-7.0539608,-6.339310003,-7.0731869,-6.363574388,-7.2039137,-6.352618734,-7.0474329
1.902,-6.386154489,-7.0647922,-6.348242444,-7.0776997,-6.37255943,-7.1977825,-6.361617076,-7.0736232
1.903,-6.395186339,-7.0229211,-6.357210787,-7.0608392,-6.381580473,-7.1849661,-6.370651605,-7.0690913
1.904,-6.404254443,-7.0689726,-6.366215168,-7.1092463,-6.390637655,-7.235405,-6.37972246,-7.0396481
1.905,-6.413358939,-7.0836916,-6.375255725,-7.1271648,-6.399731114,-7.2765284,-6.388829779,-7.1282372
1.906,-6.422499968,-7.0619154,-6.384332595,-7.1032724,-6.408860988,-7.2200279,-6.397973704,-7.1139164
1.907,-6.431677669,-7.1001425,-6.393445919,-7.1760106,-6.418027415,-7.2717681,-6.407154372,-7.0948954
1.908,-6.440892182,-7.110045,-6.402595835,-7.1623187,-6.427230534,-7.2676272,-6.416371926,-7.1348276
1.909,-6.450143647,-7.0903115,-6.411782482,-7.1638842,-6.436470486,-7.2958789,-6.425626506,-7.1159806
1.91,-6.459432208,-7.1520181,-6.421006002,-7.1737809,-6.445747411,-7.3336129,-6.434918254,-7.1200595
1.911,-6.468758005,-7.1434636,-6.430266534,-7.1818957,-6.45506145,-7.3179173,-6.444247311,-7.1656499
1.912,-6.478121181,-7.1562634,-6.439564222,-7.2019839,-6.464412743,-7.3080349,-6.453613822,-7.1604505
1.913,-6.487521879,-7.1370306,-6.448899205,-7.199338,-6.473801434,-7.3217435,-6.463017928,-7.1440611
1.914,-6.496960243,-7.1846581,-6.458271628,-7.2153139,-6.483227663,-7.3423424,-6.472459774,-7.1904125
1.915,-6.506436416,-7.1995959,-6.467681632,-7.2445998,-6.492691576,-7.3442669,-6.481939504,-7.18819
1.916,-6.515950544,-7.2174211,-6.477129363,-7.2903953,-6.502193314,-7.377399,-6.491457264,-7.2258148
1.917,-6.525502772,-7.1898866,-6.486614962,-7.2540703,-6.511733022,-7.3953371,-6.501013198,-7.2632608
1.918,-6.535093246,-7.1940517,-6.496138577,-7.2383957,-6.521310844,-7.39045,-6.510607453,-7.2673454
1.919,-6.544722112,-7.2348781,-6.50570035,-7.2728434,-6.530926926,-7.4135261,-6.520240175,-7.2286758
1.92,-6.554389517,-7.2506342,-6.51530043,-7.3257356,-6.540581414,-7.4257007,-6.529911512,-7.2732649
1.921,-6.564095608,-7.2584,-6.524938961,-7.3320117,-6.550274454,-7.4620867,-6.539621611,-7.2690668
1.922,-6.573840534,-7.2668452,-6.53461609,-7.2989354,-6.560006192,-7.4513106,-6.54937062,-7.2992401
1.923,-6.583624443,-7.3056197,-6.544331966,-7.3325977,-6.569776775,-7.4793959,-6.559158689,-7.3044968
1.924,-6.593447484,-7.2919259,-6.554086736,-7.3423667,-6.579586353,-7.4829817,-6.568985966,-7.2966466
1.925,-6.603309807,-7.3339815,-6.563880548,-7.3531117,-6.589435073,-7.4896307,-6.578852602,-7.3157706
1.926,-6.613211563,-7.3129039,-6.573713552,-7.3545766,-6.599323084,-7.5150251,-6.588758748,-7.3427892
1.927,-6.623152902,-7.3135271,-6.583585898,-7.372746,-6.609250536,-7.5138216,-6.598704554,-7.369957
1.928,-6.633133976,-7.3628359,-6.593497735,-7.3964605,-6.619217579,-7.548337,-6.608690172,-7.3401656
1.929,-6.643154936,-7.3404889,-6.603449215,-7.3738804,-6.629224364,-7.5274253,-6.618715754,-7.3739734
1.93,-6.653215936,-7.4030356,-6.613440489,-7.4281607,-6.639271042,-7.587851,-6.628781454,-7.378757
1.931,-6.663317128,-7.3974104,-6.623471709,-7.4229374,-6.649357764,-7.5791507,-6.638887424,-7.405746
1.932,-6.673458666,-7.4004893,-6.633543026,-7.4176931,-6.659484684,-7.6017618,-6.649033819,-7.4030929
1.933,-6.683640705,-7.418601,-6.643654596,-7.4361467,-6.669651954,-7.5962329,-6.659220793,-7.4152441
1.934,-6.693863399,-7.4424872,-6.65380657,-7.465446,-6.679859727,-7.6168251,-6.669448501,-7.4214954
1.935,-6.704126904,-7.4246716,-6.663999104,-7.4910259,-6.690108158,-7.6476693,-6.679717099,-7.4364829
1.936,-6.714431375,-7.4512939,-6.674232352,-7.499166,-6.700397401,-7.6572943,-6.690026744,-7.4269652
1.937,-6.724776971,-7.4629664,-6.684506469,-7.4887986,-6.710727612,-7.6636562,-6.700377592,-7.4404211
1.938,-6.735163846,-7.503624,-6.694821612,-7.5194998,-6.721098946,-7.7130923,-6.7107698,-7.448349
1.939,-6.745592161,-7.4878888,-6.705177937,-7.5375228,-6.731511559,-7.6955652,-6.721203528,-7.4697471
1.94,-6.756062072,-7.5233192,-6.7155756,-7.5665183,-6.74196561,-7.7197366,-6.731678933,-7.5079293
1.941,-6.766573739,-7.5240011,-6.726014761,-7.5425329,-6.752461254,-7.7111015,-6.742196174,-7.5117655
