"Freq [GHz]","dB(S(2,3)) []","dB(S(4,2)) []","dB(S(4,3)) []"
1.954,-15.3064406323591,-2.52443543518895,-4.92497620640807
1.955,-15.3318778076729,-2.52724019379148,-4.91673902045536
1.956,-15.3573249034622,-2.53004278787744,-4.90853913446204
1.957,-15.3827819704575,-2.53284318836221,-4.90037637295599
1.958,-15.4082490607777,-2.53564136643627,-4.89225056130477
1.959,-15.4337262279311,-2.53843729356316,-4.88416152571364
1.96,-15.4592135268164,-2.54123094147737,-4.87610909322369
1.961,-15.4847110137237,-2.54402228218234,-4.86809309170979
1.962,-15.5102187463354,-2.54681128794838,-4.86011334987858
1.963,-15.5357367837274,-2.54959793131065,-4.85216969726641
1.964,-15.5612651863701,-2.55238218506714,-4.84426196423716
1.965,-15.5868040161293,-2.55516402227663,-4.83638998198014
1.966,-15.6123533362677,-2.55794341625669,-4.8285535825079
1.967,-15.6379132114457,-2.56072034058167,-4.82075259865388
1.968,-15.6634837077229,-2.56349476908074,-4.81298686407029
1.969,-15.689064892559,-2.56626667583582,-4.80525621322569
1.97,-15.7146568348154,-2.56903603517971,-4.79756048140264
1.971,-15.7402596047562,-2.57180282169402,-4.78989950469543
1.972,-15.7658732740496,-2.57456701020727,-4.78227312000752
1.973,-15.7914979157692,-2.57732857579293,-4.77468116504922
1.974,-15.8171336043956,-2.58008749376746,-4.76712347833513
1.975,-15.8427804158178,-2.58284373968838,-4.7595998991817
1.976,-15.8684384273341,-2.58559728935235,-4.75211026770468
1.977,-15.8941077176545,-2.58834811879326,-4.74465442481651
1.978,-15.9197883669015,-2.59109620428028,-4.7372322122238
1.979,-15.945480456612,-2.59384152231603,-4.72984347242474
1.98,-15.9711840697389,-2.59658404963465,-4.72248804870638
1.981,-15.9968992906526,-2.59932376319991,-4.71516578514202
1.982,-16.0226262051428,-2.60206064020337,-4.70787652658855
1.983,-16.0483649004204,-2.60479465806248,-4.70062011868371
1.984,-16.0741154651187,-2.60752579441879,-4.69339640784341
1.985,-16.0998779892959,-2.61025402713604,-4.68620524125892
1.986,-16.1256525644366,-2.61297933429836,-4.67904646689418
1.987,-16.1514392834536,-2.61570169420847,-4.67191993348298
1.988,-16.1772382406903,-2.6184210853858,-4.66482549052619
1.989,-16.203049531922,-2.62113748656477,-4.65776298828891
1.99,-16.2288732543585,-2.62385087669291,-4.65073227779766
1.991,-16.254709506646,-2.62656123492917,-4.64373321083753
1.992,-16.2805583888693,-2.62926854064206,-4.63676563994933
1.993,-16.3064200025536,-2.63197277340792,-4.62982941842671
1.994,-16.3322944506672,-2.63467391300917,-4.62292440031326
1.995,-16.3581818376237,-2.63737193943259,-4.61605044039962
1.996,-16.3840822692839,-2.64006683286752,-4.60920739422059
1.997,-16.4099958529588,-2.64275857370418,-4.60239511805215
1.998,-16.4359226974114,-2.64544714253196,-4.59561346890859
1.999,-16.4618629128597,-2.64813252013767,-4.58886230453953
2,-16.4878166109789,-2.65081468750393,-4.58214148342697
2.001,-16.513783904904,-2.65349362580738,-4.57545086478233
2.002,-16.5397649092327,-2.65616931641708,-4.5687903085435
2.003,-16.5657597400278,-2.65884174089282,-4.56215967537182
2.004,-16.59176851482,-2.66151088098347,-4.55555882664914
2.005,-16.617791352611,-2.66417671862532,-4.5489876244748
2.006,-16.6438283738758,-2.66683923594046,-4.54244593166265
2.007,-16.6698797005662,-2.66949841523517,-4.53593361173802
2.008,-16.6959454561135,-2.67215423899828,-4.52945052893475
2.009,-16.7220257654314,-2.67480668989957,-4.52299654819213
2.01,-16.7481207549194,-2.67745575078817,-4.51657153515194
2.011,-16.7742305524659,-2.680101404691,-4.51017535615537
2.012,-16.8003552874512,-2.68274363481118,-4.50380787824005
2.013,-16.8264950907511,-2.68538242452648,-4.49746896913698
2.014,-16.85265009474,-2.68801775738772,-4.49115849726753
2.015,-16.8788204332946,-2.69064961711729,-4.48487633174039
2.016,-16.905006241797,-2.69327798760758,-4.47862234234858
2.017,-16.9312076571386,-2.69590285291946,-4.47239639956633
2.018,-16.9574248177237,-2.69852419728077,-4.46619837454614
2.019,-16.983657863473,-2.70114200508481,-4.4600281391157
2.02,-17.0099069358273,-2.70375626088885,-4.45388556577486
2.021,-17.0361721777518,-2.70636694941268,-4.44777052769258
2.022,-17.0624537337396,-2.70897405553708,-4.44168289870395
2.023,-17.0887517498157,-2.71157756430237,-4.43562255330709
2.024,-17.1150663735411,-2.714177460907,-4.42958936666019
2.025,-17.1413977540173,-2.71677373070605,-4.42358321457842
2.026,-17.1677460418899,-2.71936635920984,-4.41760397353093
2.027,-17.1941113893532,-2.7219553320825,-4.41165152063786
2.028,-17.2204939501546,-2.7245406351405,-4.40572573366724
2.029,-17.2468938795991,-2.72712225435134,-4.39982649103204
2.03,-17.2733113345534,-2.7297001758321,-4.39395367178714
2.031,-17.2997464734511,-2.73227438584803,-4.38810715562632
2.032,-17.326199456297,-2.73484487081126,-4.38228682287922
2.033,-17.352670444672,-2.73741161727936,-4.37649255450838
2.034,-17.3791596017379,-2.73997461195401,-4.37072423210622
2.035,-17.4056670922425,-2.74253384167967,-4.36498173789207
2.036,-17.4321930825244,-2.74508929344222,-4.35926495470915
2.037,-17.4587377405183,-2.74764095436767,-4.35357376602158
2.038,-17.4853012357602,-2.7501888117208,-4.34790805591148
2.039,-17.5118837393925,-2.75273285290389,-4.34226770907589
2.04,-17.5384854241699,-2.75527306545541,-4.33665261082388
2.041,-17.5651064644642,-2.75780943704873,-4.33106264707357
2.042,-17.5917470362704,-2.76034195549086,-4.32549770434914
2.043,-17.6184073172123,-2.76287060872114,-4.31995766977794
2.044,-17.6450874865481,-2.76539538481005,-4.31444243108753
2.045,-17.6717877251765,-2.76791627195791,-4.30895187660273
2.046,-17.6985082156424,-2.77043325849365,-4.3034858952427
2.047,-17.7252491421433,-2.77294633287358,-4.29804437651804
2.048,-17.7520106905353,-2.7754554836802,-4.29262721052784
2.049,-17.7787930483394,-2.77796069962094,-4.28723428795683
2.05,-17.805596404748,-2.780461969527,-4.28186550007243
2.051,-17.8324209506313,-2.78295928235214,-4.27652073872189
2.052,-17.859266878544,-2.78545262717147,-4.27119989632943
2.053,-17.8861343827319,-2.78794199318036,-4.26590286589329
2.054,-17.9130236591389,-2.79042736969316,-4.26062954098297
2.055,-17.9399349054137,-2.79290874614215,-4.25537981573631
2.056,-17.9668683209173,-2.79538611207632,-4.25015358485665
2.057,-17.9938241067296,-2.79785945716029,-4.24495074361001
2.058,-18.0208024656573,-2.80032877117311,-4.23977118782226
2.059,-18.0478036022409,-2.80279404400723,-4.23461481387627
2.06,-18.0748277227623,-2.80525526566729,-4.22948151870917
2.061,-18.1018750352528,-2.80771242626912,-4.22437119980945
2.062,-18.1289457495004,-2.81016551603858,-4.21928375521427
2.063,-18.1560400770581,-2.81261452531049,-4.21421908350661
2.064,-18.1831582312517,-2.81505944452756,-4.20917708381251
2.065,-18.210300427188,-2.81750026423932,-4.20415765579833
2.066,-18.2374668817636,-2.81993697510107,-4.19916069966799
2.067,-18.2646578136724,-2.82236956787284,-4.19418611616021
2.068,-18.2918734434151,-2.8247980334183,-4.1892338065458
2.069,-18.3191139933074,-2.82722236270379,-4.18430367262492
2.07,-18.346379687489,-2.82964254679726,-4.17939561672439
2.071,-18.3736707519324,-2.83205857686727,-4.17450954169497
2.072,-18.4009874144526,-2.83447044418198,-4.16964535090866
2.073,-18.4283299047157,-2.83687814010813,-4.16480294825604
2.074,-18.4556984542488,-2.8392816561101,-4.15998223814361
2.075,-18.4830932964494,-2.84168098374888,-4.15518312549108
2.076,-18.510514666595,-2.84407611468111,-4.15040551572878
2.077,-18.5379628018535,-2.84646704065813,-4.145649314795
2.078,-18.5654379412926,-2.848853753525,-4.14091442913333
2.079,-18.5929403258904,-2.85123624521959,-4.13620076569009
2.08,-18.6204701985458,-2.85361450777158,-4.13150823191171
2.081,-18.6480278040886,-2.85598853330157,-4.12683673574212
2.082,-18.6756133892907,-2.85835831402017,-4.12218618562018
2.083,-18.7032272028768,-2.86072384222702,-4.11755649047711
2.084,-18.7308694955351,-2.86308511030995,-4.11294755973391
2.085,-18.758540519929,-2.86544211074401,-4.10835930329883
2.086,-18.7862405307082,-2.86779483609066,-4.10379163156483
2.087,-18.8139697845202,-2.8701432789968,-4.09924445540704
2.088,-18.8417285400223,-2.87248743219395,-4.09471768618024
2.089,-18.8695170578931,-2.87482728849736,-4.09021123571636
2.09,-18.897335600845,-2.87716284080513,-4.085725016322
2.091,-18.9251844336362,-2.8794940820974,-4.08125894077591
2.092,-18.9530638230833,-2.88182100543543,-4.0768129223266
2.093,-18.9809740380741,-2.88414360396085,-4.07238687468975
2.094,-19.0089153495801,-2.88646187089476,-4.06798071204586
2.095,-19.0368880306699,-2.88877579953692,-4.06359434903782
2.096,-19.0648923565222,-2.89108538326494,-4.0592277007684
2.097,-19.0929286044395,-2.89339061553348,-4.05488068279792
2.098,-19.1209970538616,-2.89569148987342,-4.05055321114178
2.099,-19.1490979863796,-2.89798799989106,-4.04624520226813
2.1,-19.1772316857497,-2.90028013926737,-4.04195657309545
2.101,-19.2053984379079,-2.90256790175719,-4.03768724099018
2.102,-19.2335985309845,-2.90485128118842,-4.03343712376439
2.103,-19.2618322553183,-2.90713027146131,-4.02920613967342
2.104,-19.2900999034723,-2.90940486654764,-4.02499420741351
2.105,-19.3184017702484,-2.91167506049003,-4.02080124611956
2.106,-19.346738152703,-2.91394084740112,-4.01662717536275
2.107,-19.3751093501628,-2.91620222146289,-4.01247191514824
2.108,-19.4035156642404,-2.91845917692591,-4.00833538591294
2.109,-19.4319573988506,-2.92071170810858,-4.00421750852316
2.11,-19.460434860227,-2.92295980939645,-4.00011820427243
2.111,-19.4889483569382,-2.92520347524149,-3.99603739487914
2.112,-19.5174981999051,-2.92744270016138,-3.9919750024844
2.113,-19.5460847024179,-2.92967747873882,-3.98793094964975
2.114,-19.5747081801532,-2.93190780562082,-3.98390515935494
2.115,-19.6033689511923,-2.93413367551802,-3.97989755499576
2.116,-19.6320673360387,-2.93635508320403,-3.97590806038184
2.117,-19.6608036576363,-2.93857202351469,-3.97193659973441
2.118,-19.6895782413883,-2.94078449134749,-3.96798309768417
2.119,-19.7183914151753,-2.94299248166084,-3.96404747926916
2.12,-19.747243509375,-2.94519598947344,-3.96012966993253
2.121,-19.7761348568811,-2.94739500986362,-3.95622959552046
2.122,-19.8050657931233,-2.94958953796872,-3.95234718228003
2.123,-19.8340366560868,-2.95177956898441,-3.94848235685709
2.124,-19.8630477863329,-2.9539650981641,-3.94463504629411
2.125,-19.8920995270194,-2.95614612081828,-3.9408051780282
2.126,-19.9211922239214,-2.95832263231393,-3.93699267988891
2.127,-19.9503262254526,-2.96049462807389,-3.93319748009623
2.128,-19.9795018826867,-2.96266210357625,-3.92941950725851
2.129,-20.008719549379,-2.96482505435374,-3.92565869037039
2.13,-20.037979581989,-2.96698347599316,-3.92191495881082
2.131,-20.0672823397025,-2.96913736413478,-3.91818824234096
2.132,-20.0966281844546,-2.97128671447171,-3.91447847110222
2.133,-20.1260174809527,-2.97343152274942,-3.91078557561423
2.134,-20.1554505967003,-2.97557178476504,-3.90710948677289
2.135,-20.1849279020205,-2.97770749636691,-3.90345013584829
2.136,-20.2144497700804,-2.97983865345392,-3.89980745448286
2.137,-20.2440165769157,-2.98196525197502,-3.89618137468933
2.138,-20.2736287014559,-2.98408728792864,-3.8925718288488
2.139,-20.303286525549,-2.98620475736214,-3.88897874970882
2.14,-20.3329904339878,-2.9883176563713,-3.88540207038144
2.141,-20.3627408145361,-2.99042598109971,-3.88184172434132
2.142,-20.3925380579547,-2.99252972773834,-3.87829764542379
2.143,-20.4223825580286,-2.99462889252493,-3.87476976782299
2.144,-20.4522747115944,-2.99672347174353,-3.87125802608996
2.145,-20.4822149185679,-2.99881346172393,-3.86776235513078
2.146,-20.5122035819724,-3.00089885884119,-3.86428269020472
2.147,-20.5422411079671,-3.00297965951513,-3.86081896692236
2.148,-20.5723279058763,-3.00505586020982,-3.85737112124377
2.149,-20.6024643882188,-3.00712745743307,-3.85393908947669
2.15,-20.6326509707379,-3.00919444773597,-3.85052280827466
2.151,-20.6628880724316,-3.01125682771239,-3.84712221463529
2.152,-20.6931761155835,-3.01331459399852,-3.84373724589836
2.153,-20.7235155257944,-3.01536774327234,-3.84036783974416
2.154,-20.7539067320134,-3.01741627225321,-3.83701393419158
2.155,-20.7843501665711,-3.01946017770137,-3.83367546759645
2.156,-20.8148462652114,-3.02149945641749,-3.83035237864971
2.157,-20.8453954671256,-3.02353410524221,-3.82704460637569
2.158,-20.8759982149857,-3.02556412105569,-3.82375209013039
2.159,-20.9066549549788,-3.02758950077716,-3.82047476959973
2.16,-20.9373661368419,-3.02961024136447,-3.81721258479785
2.161,-20.9681322138972,-3.03162633981367,-3.81396547606539
2.162,-20.9989536430885,-3.03363779315856,-3.8107333840678
2.163,-21.0298308850167,-3.03564459847026,-3.80751624979366
2.164,-21.0607644039778,-3.03764675285682,-3.804314014553
2.165,-21.0917546679998,-3.03964425346272,-3.80112661997561
2.166,-21.1228021488812,-3.04163709746855,-3.79795400800946
2.167,-21.1539073222297,-3.0436252820905,-3.79479612091896
2.168,-21.1850706675014,-3.04560880458006,-3.79165290128338
2.169,-21.2162926680412,-3.04758766222353,-3.78852429199521
2.17,-21.2475738111226,-3.04956185234162,-3.78541023625854
2.171,-21.2789145879899,-3.05153137228915,-3.78231067758746
2.172,-21.3103154938991,-3.05349621945452,-3.77922555980446
2.173,-21.3417770281612,-3.05545639125945,-3.77615482703886
2.174,-21.3732996941849,-3.05741188515851,-3.77309842372518
2.175,-21.4048839995206,-3.05936269863878,-3.77005629460164
2.176,-21.4365304559047,-3.06130882921946,-3.76702838470855
2.177,-21.4682395793053,-3.06325027445152,-3.76401463938679
2.178,-21.5000118899678,-3.0651870319173,-3.76101500427624
2.179,-21.5318479124614,-3.06711909923018,-3.75802942531429
2.18,-21.5637481757269,-3.06904647403418,-3.7550578487343
2.181,-21.5957132131246,-3.07096915400365,-3.75210022106406
2.182,-21.6277435624831,-3.07288713684287,-3.74915648912434
2.183,-21.6598397661491,-3.07480042028575,-3.74622660002736
2.184,-21.6920023710378,-3.07670900209545,-3.74331050117531
2.185,-21.7242319286842,-3.07861288006405,-3.7404081402589
2.186,-21.7565289952951,-3.08051205201219,-3.73751946525585
2.187,-21.7888941318018,-3.0824065157888,-3.73464442442948
2.188,-21.8213279039141,-3.0842962692707,-3.73178296632722
2.189,-21.8538308821749,-3.08618131036229,-3.72893503977921
2.19,-21.8864036420152,-3.08806163699525,-3.72610059389685
2.191,-21.9190467638108,-3.08993724712821,-3.72327957807135
2.192,-21.9517608329396,-3.09180813874642,-3.72047194197239
2.193,-21.9845464398393,-3.09367430986144,-3.71767763554664
2.194,-22.017404180067,-3.09553575851085,-3.71489660901642
2.195,-22.0503346543589,-3.09739248275791,-3.71212881287828
2.196,-22.083338468691,-3.09924448069129,-3.70937419790164
2.197,-22.116416234342,-3.10109175042475,-3.70663271512742
2.198,-22.1495685679553,-3.10293429009685,-3.70390431586665
2.199,-22.1827960916032,-3.10477209787065,-3.70118895169918
2.2,-22.2160994328526,-3.10660517193342,-3.69848657447227
2.201,-22.24947922483,-3.10843351049637,-3.6957971362993
2.202,-22.2829361062897,-3.11025711179434,-3.69312058955842
2.203,-22.3164707216811,-3.11207597408553,-3.69045688689125
2.204,-22.3500837212188,-3.11389009565124,-3.68780598120154
2.205,-22.3837757609527,-3.11569947479556,-3.68516782565389
2.206,-22.4175475028396,-3.11750410984512,-3.68254237367247
2.207,-22.4513996148164,-3.11930399914882,-3.6799295789397
2.208,-22.4853327708736,-3.12109914107755,-3.677329395395
2.209,-22.5193476511309,-3.12288953402395,-3.67474177723351
2.21,-22.5534449419137,-3.12467517640215,-3.67216667890481
2.211,-22.5876253358304,-3.12645606664747,-3.66960405511171
2.212,-22.6218895318519,-3.12823220321619,-3.66705386080897
2.213,-22.6562382353918,-3.13000358458536,-3.66451605120206
2.214,-22.690672158388,-3.13177020925242,-3.66199058174596
2.215,-22.7251920193856,-3.13353207573508,-3.65947740814392
2.216,-22.7597985436216,-3.13528918257101,-3.65697648634624
2.217,-22.7944924631106,-3.13704152831759,-3.65448777254906
2.218,-22.8292745167321,-3.13878911155174,-3.65201122319318
2.219,-22.8641454503191,-3.1405319308696,-3.64954679496287
2.22,-22.8991060167483,-3.14226998488636,-3.64709444478465
2.221,-22.9341569760324,-3.14400327223599,-3.64465412982616
2.222,-22.9692990954125,-3.14573179157105,-3.64222580749496
2.223,-23.0045331494536,-3.14745554156242,-3.6398094354374
2.224,-23.0398599201411,-3.14917452089912,-3.63740497153742
2.225,-23.0752801969784,-3.15088872828806,-3.63501237391543
2.226,-23.1107947770874,-3.15259816245383,-3.63263160092719
2.227,-23.1464044653094,-3.1543028221385,-3.63026261116266
2.228,-23.1821100743087,-3.1560027061014,-3.62790536344485
2.229,-23.2179124246777,-3.15769781311888,-3.62555981682875
2.23,-23.2538123450431,-3.15938814198413,-3.62322593060018
2.231,-23.2898106721753,-3.16107369150701,-3.62090366427471
2.232,-23.3259082510987,-3.16275446051375,-3.61859297759658
2.233,-23.3621059352038,-3.16443044784686,-3.61629383053755
2.234,-23.3984045863621,-3.16610165236483,-3.6140061832959
2.235,-23.4348050750421,-3.16776807294202,-3.61172999629526
2.236,-23.4713082804282,-3.16942970846841,-3.60946523018366
2.237,-23.5079150905405,-3.17108655784942,-3.60721184583235
2.238,-23.544626402358,-3.17273862000573,-3.60496980433482
2.239,-23.581443121943,-3.1743858938731,-3.60273906700574
2.24,-23.6183661645685,-3.17602837840215,-3.60051959537989
2.241,-23.6553964548466,-3.17766607255821,-3.59831135121117
2.242,-23.6925349268607,-3.17929897532113,-3.59611429647154
2.243,-23.729782524299,-3.1809270856851,-3.59392839335002
2.244,-23.7671402005906,-3.18255040265844,-3.59175360425164
2.245,-23.8046089190444,-3.1841689252635,-3.58958989179649
2.246,-23.8421896529897,-3.18578265253641,-3.58743721881866
2.247,-23.8798833859202,-3.18739158352696,-3.5852955483653
2.248,-23.9176911116399,-3.18899571729841,-3.58316484369558
2.249,-23.9556138344123,-3.19059505292731,-3.58104506827976
2.25,-23.9936525691113,-3.19218958950337,-3.57893618579816
2.251,-24.0318083413759,-3.19377932612926,-3.57683816014025
2.252,-24.0700821877669,-3.19536426192047,-3.57475095540362
2.253,-24.1084751559269,-3.19694439600515,-3.57267453589311
2.254,-24.146988304743,-3.19851972752394,-3.57060886611976
2.255,-24.1856227045127,-3.20009025562984,-3.56855391079996
2.256,-24.2243794371124,-3.201655979488,-3.56650963485444
2.257,-24.2632595961695,-3.20321689827565,-3.56447600340738
2.258,-24.3022642872371,-3.20477301118187,-3.56245298178548
2.259,-24.3413946279727,-3.20632431740749,-3.56044053551701
2.26,-24.3806517483192,-3.20787081616494,-3.55843863033095
2.261,-24.4200367906904,-3.20941250667808,-3.55644723215603
2.262,-24.4595509101587,-3.21094938818207,-3.55446630711985
2.263,-24.4991952746473,-3.21248145992324,-3.55249582154801
2.264,-24.5389710651256,-3.21400872115892,-3.55053574196317
2.265,-24.5788794758082,-3.21553117115734,-3.54858603508419
2.266,-24.6189217143576,-3.21704880919746,-3.54664666782528
2.267,-24.6590990020908,-3.21856163456886,-3.54471760729506
2.268,-24.6994125741901,-3.22006964657158,-3.54279882079578
2.269,-24.7398636799172,-3.22157284451601,-3.54089027582238
2.27,-24.780453582832,-3.22307122772274,-3.53899194006167
2.271,-24.8211835610151,-3.22456479552246,-3.53710378139149
2.272,-24.8620549072948,-3.22605354725582,-3.53522576787986
2.273,-24.9030689294784,-3.22753748227326,-3.53335786778411
2.274,-24.9442269505878,-3.22901659993498,-3.53150004955009
2.275,-24.9855303090998,-3.23049089961071,-3.52965228181132
2.276,-25.0269803591907,-3.23196038067966,-3.52781453338817
2.277,-25.0685784709861,-3.23342504253041,-3.52598677328705
2.278,-25.1103260308151,-3.23488488456071,-3.52416897069959
2.279,-25.1522244414695,-3.23633990617745,-3.52236109500183
2.28,-25.1942751224682,-3.23779010679649,-3.52056311575345
2.281,-25.2364795103268,-3.23923548584257,-3.51877500269693
2.282,-25.2788390588322,-3.24067604274921,-3.51699672575679
2.283,-25.3213552393224,-3.24211177695854,-3.51522825503879
2.284,-25.3640295409727,-3.24354268792126,-3.51346956082917
2.285,-25.4068634710862,-3.24496877509649,-3.51172061359383
2.286,-25.4498585553914,-3.24639003795167,-3.50998138397764
2.287,-25.4930163383443,-3.24780647596246,-3.5082518428036
2.288,-25.5363383834377,-3.24921808861264,-3.50653196107209
2.289,-25.579826273516,-3.25062487539398,-3.50482170996018
2.29,-25.6234816110964,-3.25202683580615,-3.50312106082079
2.291,-25.6673060186961,-3.25342396935664,-3.50142998518202
2.292,-25.711301139167,-3.25481627556064,-3.49974845474636
2.293,-25.7554686360362,-3.25620375394094,-3.49807644139
2.294,-25.7998101938537,-3.25758640402783,-3.49641391716205
2.295,-25.844327518547,-3.25896422535902,-3.49476085428385
2.296,-25.889022337783,-3.26033721747953,-3.49311722514826
2.297,-25.9338964013371,-3.26170537994159,-3.4914830023189
2.298,-25.97895148147,-3.26306871230458,-3.48985815852946
2.299,-26.0241893733113,-3.26442721413489,-3.48824266668304
2.3,-26.0696118952524,-3.26578088500587,-3.48663649985137
2.301,-26.1152208893458,-3.26712972449772,-3.48503963127418
2.302,-26.1610182217138,-3.2684737321974,-3.48345203435844
2.303,-26.2070057829649,-3.26981290769855,-3.48187368267776
2.304,-26.253185488619,-3.27114725060141,-3.48030454997163
2.305,-26.2995592795409,-3.27247676051272,-3.47874461014478
2.306,-26.3461291223837,-3.27380143704564,-3.4771938372665
2.307,-26.3928970100402,-3.27512127981966,-3.47565220556996
2.308,-26.4398649621043,-3.27643628846055,-3.47411968945159
2.309,-26.4870350253419,-3.27774646260022,-3.47259626347032
2.31,-26.5344092741714,-3.27905180187672,-3.47108190234706
2.311,-26.5819898111542,-3.28035230593407,-3.46957658096393
2.312,-26.6297787674954,-3.28164797442225,-3.46808027436367
2.313,-26.6777783035552,-3.28293880699708,-3.46659295774901
2.314,-26.7259906093705,-3.28422480332021,-3.46511460648197
2.315,-26.7744179051879,-3.28550596305893,-3.46364519608331
2.316,-26.8230624420074,-3.2867822858862,-3.46218470223181
2.317,-26.8719265021376,-3.28805377148054,-3.46073310076374
2.318,-26.9210123997632,-3.28932041952595,-3.45929036767214
2.319,-26.9703224815232,-3.29058222971184,-3.45785647910628
2.32,-27.0198591271022,-3.29183920173296,-3.45643141137101
2.321,-27.0696247498339,-3.29309133528935,-3.45501514092616
2.322,-27.1196217973174,-3.29433863008622,-3.45360764438593
2.323,-27.1698527520458,-3.29558108583395,-3.45220889851831
2.324,-27.2203201320496,-3.29681870224796,-3.45081888024444
2.325,-27.2710264915516,-3.29805147904869,-3.44943756663805
2.326,-27.3219744216375,-3.29927941596151,-3.44806493492489
2.327,-27.3731665509394,-3.30050251271663,-3.44670096248211
2.328,-27.4246055463349,-3.30172076904912,-3.44534562683765
2.329,-27.4762941136592,-3.30293418469874,-3.44399890566976
2.33,-27.5282349984346,-3.30414275940995,-3.44266077680632
2.331,-27.5804309866131,-3.30534649293183,-3.44133121822437
2.332,-27.6328849053362,-3.306545385018,-3.44001020804946
2.333,-27.6855996237101,-3.30773943542659,-3.43869772455513
2.334,-27.7385780535975,-3.30892864392015,-3.43739374616235
2.335,-27.7918231504258,-3.31011301026562,-3.43609825143896
2.336,-27.8453379140123,-3.31129253423425,-3.43481121909912
2.337,-27.8991253894072,-3.31246721560155,-3.43353262800277
2.338,-27.9531886677537,-3.31363705414722,-3.43226245715507
2.339,-28.0075308871664,-3.31480204965513,-3.4310006857059
2.34,-28.0621552336278,-3.31596220191323,-3.42974729294928
2.341,-28.117064941904,-3.3171175107135,-3.42850225832285
2.342,-28.1722632964785,-3.3182679758519,-3.42726556140738
2.343,-28.2277536325066,-3.31941359712833,-3.42603718192616
2.344,-28.2835393367881,-3.32055437434656,-3.42481709974459
2.345,-28.3396238487611,-3.32169030731418,-3.42360529486959
2.346,-28.3960106615156,-3.32282139584258,-3.42240174744907
2.347,-28.4527033228277,-3.32394763974681,-3.4212064377715
2.348,-28.5097054362153,-3.32506903884565,-3.42001934626533
2.349,-28.5670206620142,-3.32618559296146,-3.4188404534985
2.35,-28.6246527184766,-3.3272973019202,-3.417669740178
2.351,-28.6826053828912,-3.32840416555134,-3.41650718714926
2.352,-28.740882492725,-3.32950618368783,-3.41535277539579
2.353,-28.7994879467879,-3.33060335616603,-3.41420648603856
2.354,-28.85842570642,-3.33169568282571,-3.41306830033564
2.355,-28.9176997967016,-3.33278316350996,-3.41193819968161
2.356,-28.9773143076857,-3.33386579806514,-3.41081616560715
2.357,-29.0372733956547,-3.33494358634089,-3.40970217977851
2.358,-29.0975812843998,-3.33601652819003,-3.40859622399709
2.359,-29.1582422665238,-3.33708462346854,-3.40749828019896
2.36,-29.2192607047676,-3.33814787203552,-3.40640833045435
2.361,-29.2806410333604,-3.33920627375311,-3.40532635696722
2.362,-29.3423877593934,-3.3402598284865,-3.40425234207483
2.363,-29.4045054642165,-3.34130853610388,-3.4031862682472
2.364,-29.4669988048589,-3.34235239647636,-3.40212811808675
2.365,-29.5298725154728,-3.34339140947794,-3.4010778743278
2.366,-29.5931314088,-3.34442557498551,-3.4000355198361
2.367,-29.6567803776607,-3.34545489287879,-3.39900103760845
2.368,-29.7208243964651,-3.34647936304025,-3.39797441077221
2.369,-29.7852685227464,-3.3474989853551,-3.39695562258488
2.37,-29.8501178987154,-3.34851375971131,-3.39594465643364
2.371,-29.915377752834,-3.34952368599946,-3.39494149583499
2.372,-29.9810534014106,-3.35052876411279,-3.39394612443422
2.373,-30.0471502502119,-3.35152899394712,-3.39295852600506
2.374,-30.1136737960936,-3.35252437540083,-3.39197868444924
2.375,-30.1806296286465,-3.35351490837482,-3.39100658379604
2.376,-30.2480234318581,-3.35450059277248,-3.39004220820192
2.377,-30.3158609857864,-3.35548142849963,-3.38908554195007
2.378,-30.384148168246,-3.35645741546451,-3.38813656945002
2.379,-30.4528909565022,-3.35742855357777,-3.38719527523722
2.38,-30.522095428973,-3.35839484275235,-3.38626164397263
2.381,-30.5917677669346,-3.35935628290353,-3.38533566044235
2.382,-30.6619142562281,-3.36031287394889,-3.38441730955718
2.383,-30.7325412889649,-3.3612646158082,-3.38350657635224
2.384,-30.8036553652254,-3.36221150840349,-3.38260344598659
2.385,-30.8752630947485,-3.36315355165895,-3.38170790374282
2.386,-30.9473711986077,-3.36409074550092,-3.38081993502668
2.387,-31.019986510866,-3.36502308985784,-3.37993952536667
2.388,-31.0931159802085,-3.36595058466026,-3.37906666041366
2.389,-31.1667666715424,-3.36687322984078,-3.37820132594057
2.39,-31.2409457675609,-3.36779102533401,-3.37734350784189
2.391,-31.3156605702617,-3.36870397107656,-3.37649319213341
2.392,-31.3909185024126,-3.36961206700701,-3.37565036495177
2.393,-31.4667271089557,-3.37051531306587,-3.37481501255412
2.394,-31.5430940583394,-3.37141370919556,-3.37398712131778
2.395,-31.6200271437686,-3.37230725534036,-3.37316667773983
2.396,-31.6975342843595,-3.37319595144641,-3.37235366843678
2.397,-31.7756235261884,-3.37407979746168,-3.3715480801442
2.398,-31.8543030432171,-3.37495879333592,-3.37074989971639
2.399,-31.9335811380823,-3.37583293902066,-3.36995911412596
2.4,-32.0134662427294,-3.37670223446913,-3.36917571046359
2.401,-32.0939669188727,-3.37756667963633,-3.36839967593755
2.402,-32.1750918582618,-3.37842627447888,-3.36763099787347
2.403,-32.2568498827301,-3.37928101895512,-3.36686966371394
2.404,-32.3392499440012,-3.38013091302498,-3.36611566101817
2.405,-32.4223011232271,-3.38097595665001,-3.36536897746168
