"Freq [GHz]","dB(S(4,2)) []","dB(S(3,2)) []","dB(S(4,3)) []"
1.367,-5.46998536788307,-8.00098565736267,-8.30939318366161
1.368,-5.46789983941669,-8.00295401606584,-8.31162008832608
1.369,-5.46580988932656,-8.004922396696,-8.31384322165724
1.37,-5.46371551544102,-8.0068908035887,-8.31606255926614
1.371,-5.46161671560917,-8.00885924114878,-8.31827807668487
1.372,-5.45951348770096,-8.01082771385078,-8.3204897493658
1.373,-5.4574058296074,-8.01279622623948,-8.32269755268102
1.374,-5.45529373924059,-8.0147647829304,-8.32490146192154
1.375,-5.45317721453396,-8.01673338861026,-8.32710145229671
1.376,-5.45105625344228,-8.01870204803757,-8.32929749893349
1.377,-5.44893085394192,-8.02067076604302,-8.33148957687578
1.378,-5.44680101403085,-8.02263954753011,-8.33367766108372
1.379,-5.44466673172889,-8.02460839747557,-8.33586172643305
1.38,-5.44252800507778,-8.02657732092988,-8.33804174771432
1.381,-5.44038483214132,-8.02854632301781,-8.34021769963229
1.382,-5.43823721100554,-8.03051540893893,-8.34238955680518
1.383,-5.43608513977877,-8.03248458396807,-8.34455729376395
1.384,-5.43392861659187,-8.03445385345589,-8.34672088495164
1.385,-5.43176763959825,-8.03642322282938,-8.34888030472262
1.386,-5.42960220697414,-8.03839269759233,-8.35103552734193
1.387,-5.42743231691863,-8.04036228332589,-8.35318652698447
1.388,-5.42525796765384,-8.0423319856891,-8.3553332777344
1.389,-5.42307915742509,-8.04430181041935,-8.35747575358429
1.39,-5.42089588450099,-8.04627176333295,-8.35961392843453
1.391,-5.41870814717361,-8.04824185032561,-8.36174777609246
1.392,-5.41651594375864,-8.05021207737298,-8.36387727027177
1.393,-5.4143192725955,-8.05218245053118,-8.36600238459165
1.394,-5.41211813204749,-8.05415297593729,-8.36812309257616
1.395,-5.40991252050198,-8.05612365980988,-8.3702393676534
1.396,-5.40770243637049,-8.05809450844959,-8.37235118315482
1.397,-5.40548787808888,-8.06006552823953,-8.37445851231443
1.398,-5.40326884411748,-8.06203672564594,-8.37656132826812
1.399,-5.40104533294126,-8.06400810721862,-8.37865960405282
1.4,-5.39881734306993,-8.06597967959151,-8.38075331260583
1.401,-5.39658487303819,-8.06795144948317,-8.38284242676398
1.402,-5.39434792140574,-8.06992342369736,-8.38492691926295
1.403,-5.39210648675756,-8.07189560912352,-8.38700676273644
1.404,-5.38986056770397,-8.07386801273732,-8.38908192971545
1.405,-5.38761016288087,-8.07584064160121,-8.39115239262748
1.406,-5.38535527094982,-8.07781350286488,-8.39321812379577
1.407,-5.38309589059822,-8.0797866037659,-8.39527909543854
1.408,-5.38083202053947,-8.08175995163014,-8.39733527966818
1.409,-5.37856365951314,-8.08373355387237,-8.39938664849051
1.41,-5.37629080628511,-8.08570741799678,-8.40143317380397
1.411,-5.37401345964771,-8.08768155159749,-8.40347482739883
1.412,-5.37173161841993,-8.08965596235913,-8.40551158095644
1.413,-5.36944528144755,-8.09163065805731,-8.4075434060484
1.414,-5.36715444760328,-8.09360564655922,-8.40957027413578
1.415,-5.36485911578695,-8.0955809358241,-8.41159215656836
1.416,-5.36255928492569,-8.09755653390386,-8.41360902458378
1.417,-5.36025495397405,-8.09953244894355,-8.41562084930674
1.418,-5.35794612191417,-8.10150868918188,-8.41762760174828
1.419,-5.35563278775601,-8.10348526295187,-8.41962925280487
1.42,-5.35331495053742,-8.10546217868122,-8.42162577325766
1.421,-5.35099260932438,-8.10743944489303,-8.4236171337717
1.422,-5.34866576321112,-8.1094170702062,-8.42560330489504
1.423,-5.34633441132033,-8.11139506333603,-8.42758425705802
1.424,-5.34399855280331,-8.11337343309476,-8.42955996057236
1.425,-5.34165818684013,-8.1153521883921,-8.43153038563043
1.426,-5.3393133126398,-8.11733133823577,-8.43349550230435
1.427,-5.3369639294405,-8.11931089173206,-8.43545528054526
1.428,-5.33461003650966,-8.12129085808633,-8.43740969018239
1.429,-5.33225163314421,-8.12327124660362,-8.43935870092235
1.43,-5.32988871867072,-8.12525206668912,-8.44130228234819
1.431,-5.32752129244558,-8.12723332784878,-8.44324040391866
1.432,-5.32514935385519,-8.12921503968979,-8.44517303496733
1.433,-5.3227729023161,-8.13119721192119,-8.44710014470181
1.434,-5.32039193727527,-8.13317985435436,-8.44902170220283
1.435,-5.31800645821015,-8.13516297690359,-8.45093767642349
1.436,-5.31561646462892,-8.13714658958664,-8.45284803618837
1.437,-5.31322195607066,-8.13913070252526,-8.45475275019274
1.438,-5.31082293210555,-8.14111532594573,-8.45665178700165
1.439,-5.308419392335,-8.14310047017947,-8.45854511504918
1.44,-5.3060113363919,-8.14508614566348,-8.46043270263749
1.441,-5.30359876394075,-8.147072362941,-8.46231451793607
1.442,-5.3011816746779,-8.14905913266198,-8.46419052898086
1.443,-5.29876006833168,-8.15104646558365,-8.46606070367338
