!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 29, 2016 12:45:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SMITH Real(Ohm),S11 SMITH Imag(Ohm)
1079000000,4.9558797,118.1277
1080000000,5.3076558,118.06007
1081000000,4.8542933,118.77481
1082000000,5.045115,119.63912
1083000000,5.0717344,119.84022
1084000000,5.2092543,119.81589
1085000000,5.2904706,121.24545
1086000000,4.9153533,121.40734
1087000000,5.3695784,122.38187
1088000000,5.018734,122.4262
1089000000,5.0596337,123.04952
1090000000,4.655468,123.45742
1091000000,5.5472388,124.48184
1092000000,5.6198878,124.99248
1093000000,5.5891867,124.94577
1094000000,5.8810024,126.42096
1095000000,5.8879175,126.78559
1096000000,5.7699976,126.75097
1097000000,6.1177616,128.29805
1098000000,6.1572795,128.02066
1099000000,5.8153839,128.55339
1100000000,5.5921507,129.47925
1101000000,5.9951062,129.71222
1102000000,5.7389359,130.90514
1103000000,6.9517431,131.04662
1104000000,6.3080959,131.40178
1105000000,6.5002465,133.21834
1106000000,6.9159346,132.88945
1107000000,6.0059843,133.92953
1108000000,6.7170978,134.64816
1109000000,7.0186605,135.11623
1110000000,6.8519845,136.0717
1111000000,6.4412794,136.80418
1112000000,7.2546496,137.2101
1113000000,6.8788662,138.02455
1114000000,7.0134706,138.89815
1115000000,7.5976582,139.24255
1116000000,7.3171196,140.03081
1117000000,7.4884324,140.96132
1118000000,7.5160666,141.27989
1119000000,7.5933585,141.75783
1120000000,6.7088528,143.73166
1121000000,8.4895468,143.09993
1122000000,9.1415148,144.16637
1123000000,7.7591224,145.30167
1124000000,7.9590797,145.92906
1125000000,7.6652064,146.74707
1126000000,7.7439623,146.61508
1127000000,8.2024336,148.96924
1128000000,8.6901808,149.90424
1129000000,8.3038158,149.44922
1130000000,9.4095078,150.52599
1131000000,7.7985325,152.25095
1132000000,8.4392624,152.70831
1133000000,8.9090357,152.74252
1134000000,8.3519516,153.8019
1135000000,9.6168232,155.31703
1136000000,9.8868237,155.51033
1137000000,9.1833954,157.40207
1138000000,8.8170786,157.76759
1139000000,8.7761545,158.5307
1140000000,10.028543,159.42418
1141000000,9.1282043,160.43124
1142000000,8.830636,160.793
1143000000,10.625755,161.51538
1144000000,10.325253,163.52008
1145000000,10.451288,163.78899
1146000000,10.927511,165.04344
1147000000,10.988001,165.91336
1148000000,10.323182,166.53697
1149000000,11.505306,168.62692
1150000000,11.446534,168.11499
1151000000,10.451311,169.93401
1152000000,11.463179,170.91591
1153000000,12.657334,172.50949
1154000000,10.751262,172.87619
1155000000,11.630629,173.23067
1156000000,11.091416,174.75923
1157000000,11.721635,175.63937
1158000000,11.354259,177.36945
1159000000,12.303553,177.68449
1160000000,12.203356,179.22916
1161000000,11.856619,179.83945
1162000000,12.159178,182.0654
1163000000,12.603538,182.16023
1164000000,13.802268,184.70879
1165000000,12.323128,185.75909
1166000000,12.521765,185.49454
1167000000,12.031636,186.82404
1168000000,14.019868,188.4771
1169000000,13.139706,190.94826
1170000000,13.331132,191.01288
1171000000,14.230795,193.30746
1172000000,14.561449,192.77823
1173000000,14.324692,195.3988
1174000000,13.794206,196.43094
1175000000,15.522358,198.46983
1176000000,16.202215,199.41611
1177000000,15.670241,201.16934
1178000000,15.775476,202.35841
1179000000,16.327997,204.09229
1180000000,16.087284,206.29384
1181000000,17.314144,206.73943
1182000000,17.187687,208.59833
1183000000,17.820555,208.90211
1184000000,17.842245,211.39545
1185000000,18.239853,214.44328
1186000000,18.675297,214.86835
1187000000,19.834789,216.81802
1188000000,19.629677,218.21428
1189000000,17.884476,219.57478
1190000000,19.849714,220.67587
1191000000,20.268511,223.42088
1192000000,19.117369,225.92867
1193000000,21.07288,226.86772
1194000000,21.189966,228.22487
1195000000,23.094564,229.48112
1196000000,22.232111,233.05571
1197000000,22.915958,233.08904
1198000000,22.381918,237.00467
1199000000,21.971148,238.08012
1200000000,24.784473,241.45778
1201000000,25.32007,242.40443
1202000000,24.682377,243.44368
1203000000,23.782738,246.72314
1204000000,25.141951,250.7231
1205000000,27.445868,251.97964
1206000000,27.768745,252.95114
1207000000,27.585983,252.93163
1208000000,26.988306,256.72656
1209000000,25.976042,259.56012
1210000000,28.021204,262.12823
1211000000,30.146057,262.57941
1212000000,29.901337,266.56073
1213000000,31.531334,268.03888
1214000000,29.788399,271.84039
1215000000,29.782518,273.35983
1216000000,31.71372,279.20889
1217000000,31.048426,278.95645
1218000000,33.010983,282.58856
1219000000,32.79108,286.91422
1220000000,34.204163,287.64035
1221000000,33.555523,290.2265
1222000000,36.826889,294.85141
1223000000,37.002571,297.16574
1224000000,39.179672,297.94101
1225000000,39.882549,302.95206
1226000000,39.749893,307.4556
1227000000,41.137341,310.78824
1228000000,42.366894,314.41418
1229000000,45.928879,317.66769
1230000000,42.051445,320.78506
1231000000,43.919903,325.39771
1232000000,46.07637,327.76288
1233000000,50.352085,331.44446
1234000000,49.394302,332.03513
1235000000,53.703648,338.67935
1236000000,53.080074,346.19116
1237000000,53.976665,351.42206
1238000000,59.600513,349.72006
1239000000,55.152382,359.80035
1240000000,58.016823,362.7619
1241000000,59.283764,365.10461
1242000000,58.361183,369.89725
1243000000,56.407063,375.22125
1244000000,63.198082,381.08118
1245000000,64.392174,382.01297
1246000000,65.558937,385.55737
1247000000,68.708076,394.61426
1248000000,75.073402,400.80212
1249000000,74.758675,404.211
1250000000,78.16832,410.18338
1251000000,80.522766,420.87454
1252000000,78.152641,420.21381
1253000000,85.388474,435.36826
1254000000,93.306747,435.32343
1255000000,82.573975,441.77222
1256000000,91.580894,445.31451
1257000000,99.001465,454.4816
1258000000,99.723427,458.19064
1259000000,101.1617,476.95541
1260000000,102.23621,478.44003
1261000000,109.88065,486.35739
1262000000,119.3672,487.46704
1263000000,119.2627,498.11765
1264000000,128.07805,512.38861
1265000000,130.87103,521.35669
1266000000,131.07376,521.48639
1267000000,134.47075,540.57495
1268000000,143.04955,550.29712
1269000000,142.10791,556.92432
1270000000,148.65715,569.26477
1271000000,151.04024,586.49829
1272000000,165.88634,583.85529
1273000000,179.89899,609.22559
1274000000,182.10046,607.11639
1275000000,191.698,620.68445
1276000000,184.09286,638.4812
1277000000,226.48849,655.51813
1278000000,223.20023,675.99292
1279000000,232.1922,669.77917
1280000000,236.92227,704.06696
1281000000,259.99957,690.86804
1282000000,269.33923,732.41583
1283000000,265.81638,742.85999
1284000000,293.38736,754.05042
1285000000,310.01358,775.05798
1286000000,332.41187,793.52655
1287000000,353.84192,818.36652
1288000000,378.57278,840.8717
1289000000,411.90414,850.84399
1290000000,446.04053,866.30908
1291000000,440.36292,898.35541
1292000000,481.15802,969.70575
1293000000,490.87051,931.96698
1294000000,510.34528,957.63397
1295000000,593.80359,971.78925
1296000000,633.67212,997.40991
1297000000,687.59064,984.09625
1298000000,684.84692,1066.864
1299000000,806.72339,1084.3846
1300000000,861.47388,1076.3198
1301000000,1003.8427,1095.9263
1302000000,1056.3922,1087.5399
1303000000,1136.7216,998.15381
1304000000,1193.7041,1130.2194
1305000000,1385.839,1118.7974
1306000000,1339.8357,1051.2148
1307000000,1491.3743,987.70245
1308000000,1572.2914,881.84717
1309000000,1800.1288,828.43665
1310000000,1828.3796,748.94611
1311000000,1870.8042,621.93176
1312000000,1993.2394,628.65454
1313000000,2163.0044,479.78516
1314000000,2214.7085,205.37003
1315000000,2145.6982,56.175022
1316000000,2318.2473,-45.488499
1317000000,2156.0256,-151.08789
1318000000,2069.0674,-291.01361
1319000000,1993.9751,-530.25653
1320000000,2028.7299,-596.94073
1321000000,1769.832,-802.99023
1322000000,1836.0563,-895.62323
1323000000,1697.4497,-944.74847
1324000000,1515.0796,-1115.4916
1325000000,1348.1277,-1087.4851
1326000000,1167.1145,-1070.2028
1327000000,1167.8448,-1197.3011
1328000000,1069.0208,-1066.9221
1329000000,1029.4329,-1139.5302
1330000000,980.35602,-1082.4277
1331000000,865.61005,-1089.8116
1332000000,743.57648,-1012.4559
1333000000,732.27673,-1004.4077
1334000000,666.07068,-1059.261
1335000000,655.80139,-968.64026
1336000000,597.30713,-934.43768
1337000000,565.9483,-939.18817
1338000000,502.93268,-907.2652
1339000000,500.31418,-913.05103
1340000000,465.00497,-867.28894
1341000000,446.77411,-865.28217
1342000000,409.46368,-848.97632
1343000000,380.55591,-822.2229
1344000000,339.84692,-798.8288
1345000000,345.04095,-778.96228
1346000000,315.48358,-756.73523
1347000000,291.8031,-761.29077
1348000000,308.05164,-731.67932
1349000000,285.67358,-701.0094
1350000000,279.06549,-690.93182
1351000000,247.45067,-679.14417
1352000000,227.63043,-666.19293
1353000000,224.76547,-648.88861
1354000000,217.94696,-637.57111
1355000000,214.21059,-627.45044
1356000000,195.66599,-605.35486
1357000000,182.25792,-600.41101
1358000000,190.4964,-586.76288
1359000000,175.37782,-579.18488
1360000000,166.75894,-555.25189
1361000000,160.27361,-552.48828
1362000000,145.55199,-539.04993
1363000000,140.01871,-521.69244
1364000000,135.88461,-526.18359
1365000000,127.42815,-519.69623
1366000000,133.60382,-506.68665
1367000000,121.57148,-492.49481
1368000000,120.99341,-480.51334
1369000000,113.38306,-477.34647
1370000000,109.10748,-469.13104
1371000000,106.99335,-464.91962
1372000000,106.40623,-459.80133
1373000000,100.22167,-441.61758
1374000000,100.03868,-438.7085
1375000000,98.108223,-438.9115
1376000000,89.468796,-429.83688
1377000000,87.314278,-426.85266
1378000000,85.152603,-414.7142
1379000000,82.654968,-408.70819
1380000000,77.599091,-404.51721
1381000000,80.851738,-401.3544
1382000000,79.46946,-388.41678
1383000000,79.519226,-381.83716
1384000000,69.936638,-380.10928
1385000000,69.79631,-378.54608
1386000000,69.110016,-367.29941
1387000000,68.650993,-366.99054
1388000000,64.681557,-359.15466
1389000000,62.605797,-358.67172
1390000000,64.603882,-349.06702
1391000000,62.20536,-344.40173
1392000000,58.901714,-338.67703
1393000000,59.062119,-338.59238
1394000000,59.118111,-332.99231
1395000000,54.255844,-332.00699
1396000000,53.05051,-326.71167
1397000000,50.61834,-322.65024
1398000000,53.411102,-318.19836
1399000000,53.441864,-314.80246
1400000000,47.463154,-308.5885
1401000000,47.403156,-307.16162
1402000000,47.043716,-303.11313
1403000000,48.45726,-299.4194
1404000000,44.131447,-292.45456
1405000000,46.520241,-291.06659
1406000000,43.441063,-287.38931
1407000000,44.443058,-285.24844
1408000000,41.619915,-280.72839
1409000000,39.882271,-280.67856
1410000000,40.86224,-275.42136
1411000000,39.321224,-274.68512
1412000000,36.903385,-273.4281
1413000000,37.410542,-268.80096
1414000000,34.931454,-265.66568
1415000000,39.15485,-260.65091
1416000000,36.111744,-258.74222
1417000000,34.06303,-258.17551
1418000000,34.40313,-253.47069
1419000000,35.583923,-251.17247
1420000000,33.844826,-249.80779
1421000000,33.073322,-246.99359
1422000000,32.032089,-245.21449
1423000000,30.904913,-244.95349
1424000000,29.476521,-239.97112
1425000000,30.206421,-238.48906
1426000000,30.089993,-236.72824
1427000000,29.857317,-231.75519
1428000000,29.243889,-231.96208
1429000000,28.523937,-230.54709
1430000000,27.741436,-227.70352
1431000000,27.759903,-225.31577
1432000000,29.357191,-223.35605
1433000000,27.503839,-222.25497
1434000000,26.871044,-220.27028
1435000000,24.854221,-218.71402
1436000000,25.614172,-216.09006
1437000000,26.203856,-214.84819
1438000000,25.591406,-212.83206
1439000000,24.95586,-211.41147
1440000000,23.00498,-209.93805
1441000000,22.601814,-207.64763
1442000000,24.398214,-206.0332
1443000000,23.212786,-205.38402
1444000000,22.821144,-203.36856
1445000000,20.923651,-200.42258
1446000000,21.734877,-198.16518
1447000000,21.193167,-196.26897
1448000000,21.6535,-196.57617
1449000000,20.435698,-194.32066
1450000000,21.972231,-193.79295
1451000000,21.118031,-190.81796
1452000000,19.183249,-188.95534
1453000000,20.178757,-187.7262
1454000000,18.938309,-186.04294
1455000000,19.596846,-184.55171
1456000000,19.239492,-183.46481
1457000000,18.44982,-182.52942
1458000000,18.623253,-180.8745
1459000000,18.31579,-180.81886
1460000000,17.569576,-178.29506
1461000000,18.608366,-177.03288
1462000000,18.754581,-175.95775
1463000000,17.632427,-175.37498
1464000000,17.873158,-173.6732
1465000000,16.73597,-172.32489
1466000000,17.097708,-171.22516
1467000000,15.981849,-169.27733
1468000000,17.027601,-169.12816
1469000000,16.001495,-167.70668
1470000000,16.845306,-167.64856
1471000000,15.875965,-166.04552
1472000000,15.980187,-164.5564
1473000000,15.513638,-163.72607
1474000000,15.77984,-161.25912
1475000000,15.718214,-160.62305
1476000000,15.392099,-159.82129
1477000000,14.684585,-158.74321
1478000000,15.113235,-157.85381
1479000000,15.084667,-157.11461
1480000000,13.764758,-156.38185
1481000000,14.292871,-155.26479
1482000000,13.659449,-153.21315
1483000000,13.875246,-152.6889
1484000000,13.202484,-151.66296
1485000000,13.874478,-151.43495
1486000000,13.617616,-150.44757
1487000000,13.569489,-149.28319
1488000000,13.367726,-148.39148
1489000000,13.579704,-146.98637
1490000000,13.084393,-145.96872
1491000000,12.630404,-145.04546
1492000000,13.11928,-143.99139
1493000000,12.626187,-143.46472
1494000000,12.708691,-143.11488
1495000000,12.576411,-142.25742
1496000000,12.241298,-140.29077
1497000000,12.769881,-139.88713
1498000000,12.102375,-139.20833
1499000000,11.776896,-138.72209
1500000000,12.04687,-137.46587
1501000000,11.554082,-137.12308
1502000000,11.470334,-136.1017
1503000000,11.43656,-135.32489
1504000000,12.002558,-133.74094
1505000000,11.36314,-133.59312
1506000000,11.668242,-132.79166
1507000000,10.987934,-132.40874
1508000000,11.098148,-131.60106
1509000000,11.247825,-130.64848
1510000000,11.061689,-130.09897
1511000000,11.273124,-129.35805
1512000000,10.408463,-128.64279
1513000000,10.692345,-127.974
1514000000,10.263259,-126.80427
1515000000,10.754086,-126.27347
1516000000,10.030687,-125.5049
1517000000,10.540023,-125.09545
1518000000,9.9336491,-124.40046
1519000000,9.9588861,-123.62177
1520000000,9.9676657,-123.28483
1521000000,9.9665461,-122.9131
1522000000,9.9276428,-121.50523
1523000000,9.2892504,-121.27205
1524000000,8.980381,-119.99243
1525000000,9.392766,-119.81917
1526000000,9.3778973,-119.14764
1527000000,9.5756102,-118.62925
1528000000,9.1238508,-118.22758
1529000000,9.2601385,-117.24364
1530000000,8.8986893,-116.61234
1531000000,8.9459152,-115.79691
1532000000,9.2225027,-115.18482
1533000000,9.114645,-114.57292
1534000000,8.6927443,-113.60606
1535000000,8.330121,-114.13837
1536000000,8.9666634,-113.00424
1537000000,8.6528416,-112.48489
1538000000,8.8279228,-112.23329
1539000000,8.9006796,-111.52725
1540000000,8.2085381,-111.06924
1541000000,8.100975,-110.34196
1542000000,7.9643345,-110.12509
1543000000,8.3704033,-108.80869
1544000000,8.3442392,-108.88918
1545000000,8.0339556,-108.25057
1546000000,8.2069712,-107.76683
1547000000,7.9590783,-107.17458
1548000000,8.1709843,-106.77728
1549000000,7.7193527,-106.21438
1550000000,7.8520699,-105.78677
1551000000,7.5862226,-105.26852
1552000000,7.5435586,-104.7134
1553000000,7.3807297,-104.13183
1554000000,7.4462719,-103.533
1555000000,7.6089725,-102.8737
1556000000,7.3481708,-102.97692
1557000000,7.5188689,-101.95728
1558000000,7.5764508,-101.62532
1559000000,7.172183,-101.29164
1560000000,7.0435734,-100.69296
1561000000,7.136827,-100.30753
1562000000,7.1500936,-99.965309
1563000000,6.8202653,-100.0377
1564000000,7.0438004,-99.00782
1565000000,6.9220772,-98.552177
1566000000,6.604928,-97.94442
1567000000,6.4709439,-97.310806
1568000000,6.7044272,-97.278023
1569000000,6.573102,-96.561668
1570000000,6.2791119,-96.09729
1571000000,6.7097297,-95.631859
1572000000,6.8138041,-95.045181
1573000000,6.3828611,-94.361931
1574000000,6.4658022,-94.286385
1575000000,6.205657,-94.068459
1576000000,6.0574999,-93.423325
1577000000,6.2131128,-93.471359
1578000000,6.3785563,-92.66082
1579000000,6.2585936,-92.35405
1580000000,6.1520948,-91.914063
1581000000,6.1026759,-91.569054
1582000000,6.040091,-91.342262
1583000000,6.2390575,-90.599403
1584000000,6.2695613,-90.317459
1585000000,5.7023244,-89.69558
1586000000,6.2260423,-89.491577
1587000000,5.9629207,-89.045204
1588000000,5.6542983,-88.84938
1589000000,6.1696911,-88.644394
1590000000,5.8689003,-88.171478
1591000000,5.7607102,-87.824852
1592000000,5.8595409,-87.162186
1593000000,5.8701191,-87.076378
1594000000,5.5568819,-86.549179
1595000000,5.4635706,-86.13839
1596000000,5.6791368,-85.901443
1597000000,5.5779533,-85.69886
1598000000,5.6814933,-84.939133
1599000000,5.281765,-84.584229
1600000000,5.4722724,-84.155479
1601000000,5.1483083,-84.228058
1602000000,5.5345411,-83.617981
1603000000,5.2533989,-83.213516
1604000000,5.6276717,-82.970833
1605000000,5.3479524,-82.369652
1606000000,5.0605564,-82.598068
1607000000,5.1445656,-81.925194
1608000000,5.2508283,-81.409492
1609000000,4.9029288,-81.289932
1610000000,5.2101569,-81.071976
1611000000,4.8557663,-80.615036
1612000000,5.0151215,-80.397079
1613000000,5.0401487,-79.801422
1614000000,5.0178213,-79.771111
1615000000,4.9647398,-79.258873
1616000000,4.930254,-79.136261
1617000000,5.1962161,-78.636513
1618000000,5.0031838,-78.272263
1619000000,4.8643236,-77.99646
1620000000,5.0238247,-77.702057
1621000000,4.773066,-77.412994
1622000000,4.6370492,-77.168457
1623000000,4.8278146,-76.829956
1624000000,4.7901325,-76.65403
1625000000,4.9188857,-76.466545
1626000000,4.7374158,-75.733498
1627000000,4.8508849,-75.482246
1628000000,4.8314214,-75.35495
1629000000,4.7324862,-74.962547
1630000000,4.5476637,-74.606995
1631000000,4.7801385,-74.486595
1632000000,4.7209272,-74.098412
1633000000,4.5396013,-73.940392
1634000000,4.7133284,-73.542587
1635000000,4.5342321,-73.274757
1636000000,4.5346451,-72.925072
1637000000,4.6158009,-72.701874
1638000000,4.5256348,-72.723511
1639000000,4.3583961,-71.959976
1640000000,4.5162287,-72.100815
1641000000,4.1114259,-71.82518
1642000000,4.480227,-71.320587
1643000000,4.4723516,-71.108803
1644000000,4.2367959,-71.026192
1645000000,4.27209,-70.714844
1646000000,4.2749376,-70.323875
1647000000,4.0100493,-70.144699
1648000000,4.1275687,-69.775948
1649000000,4.33112,-69.649254
1650000000,4.2505546,-69.456474
1651000000,3.9700811,-68.891891
1652000000,4.1852074,-68.700974
1653000000,4.2499022,-68.574059
1654000000,4.0017481,-68.059364
1655000000,4.0901022,-67.955681
1656000000,4.10816,-67.862091
1657000000,4.1062212,-67.456032
1658000000,3.846662,-66.964584
1659000000,4.0648913,-66.997902
1660000000,3.9032907,-66.913506
1661000000,3.8574529,-66.368088
1662000000,3.963954,-66.214394
1663000000,3.8518112,-66.022041
1664000000,3.9962916,-65.615883
1665000000,3.8581543,-65.453613
1666000000,3.8440871,-65.185226
1667000000,3.772572,-65.067917
1668000000,3.7955947,-64.805809
1669000000,3.871706,-64.548294
1670000000,3.7713354,-64.386787
1671000000,3.6983073,-64.336845
1672000000,3.8286753,-63.862682
1673000000,3.6647358,-63.587112
1674000000,3.7311277,-63.259731
1675000000,3.6367455,-63.317345
1676000000,3.6799257,-63.06358
1677000000,3.7319632,-62.891621
1678000000,3.6635611,-62.6119
1679000000,3.6150749,-62.436783
1680000000,3.6651485,-62.025368
1681000000,3.6618485,-61.907322
1682000000,3.6618564,-61.414383
1683000000,3.7706559,-61.585106
1684000000,3.48489,-61.199738
1685000000,3.6721177,-61.021202
1686000000,3.3497243,-60.845451
1687000000,3.4212184,-60.345684
1688000000,3.4917102,-60.319508
1689000000,3.5780337,-60.190254
1690000000,3.5083606,-60.031021
1691000000,3.3825457,-59.786427
1692000000,3.4023478,-59.31332
1693000000,3.2780602,-59.39045
1694000000,3.4001396,-59.272148
1695000000,3.4085493,-58.889938
1696000000,3.3985012,-58.703159
1697000000,3.1440279,-58.490665
1698000000,3.2358463,-58.297813
1699000000,3.2294564,-58.025467
1700000000,3.1554933,-58.003246
1701000000,3.2470732,-57.586723
1702000000,3.3086166,-57.424122
1703000000,3.1789019,-57.42173
1704000000,3.2297976,-57.012737
1705000000,3.0239773,-57.046871
1706000000,3.0958798,-56.682922
1707000000,3.1896791,-56.590576
1708000000,3.124625,-56.216328
1709000000,3.1149592,-56.376743
1710000000,2.975445,-55.942135
1711000000,3.1540065,-55.756538
1712000000,3.0388706,-55.614193
1713000000,3.1408272,-55.417038
1714000000,3.1109877,-55.110229
1715000000,3.0987575,-55.016273
1716000000,2.8494895,-54.769943
1717000000,3.0276396,-54.408192
1718000000,2.9224756,-54.405624
1719000000,3.033705,-54.253876
1720000000,3.1703663,-54.137676
1721000000,2.9283471,-53.823895
1722000000,2.9742446,-53.53904
1723000000,2.9174604,-53.545059
1724000000,2.8512139,-53.385155
1725000000,2.7835977,-53.344906
1726000000,2.9282632,-53.049271
1727000000,2.7486885,-52.863789
1728000000,2.7506909,-52.452721
1729000000,2.8488777,-52.287197
1730000000,2.7711434,-52.20039
1731000000,2.6992376,-52.092979
1732000000,2.9220219,-51.98098
1733000000,2.7740753,-51.741486
1734000000,2.8824062,-51.664574
1735000000,2.7875817,-51.315235
1736000000,2.8509851,-51.271027
1737000000,2.776922,-51.079498
1738000000,2.6696291,-50.801243
1739000000,2.8255494,-50.65033
1740000000,2.600982,-50.554993
1741000000,2.7798889,-50.502449
1742000000,2.7819386,-50.218983
1743000000,2.8139348,-50.00441
1744000000,2.7170556,-50.078289
1745000000,2.6930614,-49.694412
1746000000,2.6746619,-49.577629
1747000000,2.6153781,-49.390923
1748000000,2.8042371,-49.294701
1749000000,2.6492405,-49.049168
1750000000,2.653784,-48.961407
1751000000,2.5792649,-48.670208
1752000000,2.8456566,-48.582203
1753000000,2.7216907,-48.451595
1754000000,2.6372457,-48.310707
1755000000,2.5789785,-48.137875
1756000000,2.5761766,-47.870068
1757000000,2.6236112,-47.780769
1758000000,2.6207244,-47.75853
1759000000,2.5823555,-47.56004
1760000000,2.5268772,-47.449295
1761000000,2.5421989,-47.24622
1762000000,2.4894631,-47.06633
1763000000,2.6202066,-47.059464
1764000000,2.4171431,-46.656246
1765000000,2.6354148,-46.682972
1766000000,2.4895604,-46.537834
1767000000,2.4285328,-46.254196
1768000000,2.4899497,-46.021599
1769000000,2.4994185,-45.869511
1770000000,2.5338509,-45.793037
1771000000,2.3579657,-45.585747
1772000000,2.5333116,-45.302303
1773000000,2.4514894,-45.42551
1774000000,2.3072259,-45.226772
1775000000,2.3766971,-45.102585
1776000000,2.4315841,-44.846371
1777000000,2.4856334,-44.953453
1778000000,2.326052,-44.662743
1779000000,2.4699531,-44.314537
1780000000,2.4023573,-44.363094
1781000000,2.4092996,-44.23288
1782000000,2.4552088,-44.188229
1783000000,2.4169722,-43.888847
1784000000,2.5516694,-43.86002
1785000000,2.4188676,-43.785076
1786000000,2.4712067,-43.596493
1787000000,2.4328973,-43.50412
1788000000,2.4356017,-43.185635
1789000000,2.3686371,-43.126312
1790000000,2.5125153,-43.083431
1791000000,2.4203551,-42.730816
1792000000,2.4684629,-42.67696
1793000000,2.4562373,-42.43222
1794000000,2.5439224,-42.348152
1795000000,2.3681858,-42.263779
1796000000,2.2881861,-42.113884
1797000000,2.3791251,-41.926022
1798000000,2.2184129,-41.966526
1799000000,2.3929131,-41.760109
1800000000,2.4127133,-41.549377
1801000000,2.3459013,-41.505234
1802000000,2.4245064,-41.286152
1803000000,2.2327645,-41.21928
1804000000,2.3336835,-41.11869
1805000000,2.2286921,-40.907482
1806000000,2.3869822,-40.776379
1807000000,2.2328825,-40.595963
1808000000,2.2127407,-40.595379
1809000000,2.3125887,-40.397053
1810000000,2.2080226,-40.209095
1811000000,2.2092993,-40.091499
1812000000,2.3123798,-40.11385
1813000000,2.2654972,-40.000046
1814000000,2.1813543,-39.745377
1815000000,2.1579406,-39.598061
1816000000,2.3246005,-39.65176
1817000000,2.2705426,-39.600433
1818000000,2.2051506,-39.35313
1819000000,2.2199671,-39.223972
1820000000,2.2648644,-39.046963
1821000000,2.3337903,-39.037292
1822000000,2.2344849,-38.698433
1823000000,2.12552,-38.624607
1824000000,2.2609341,-38.614201
1825000000,2.2526546,-38.534584
1826000000,2.155365,-38.374565
1827000000,2.1534166,-38.143719
1828000000,2.1863539,-38.189125
1829000000,2.2770615,-38.003952
1830000000,2.2388535,-37.923546
1831000000,2.1913168,-37.739735
1832000000,2.0865591,-37.702114
1833000000,2.0953004,-37.472382
1834000000,2.1450191,-37.552269
1835000000,1.9931945,-37.308357
1836000000,2.117434,-37.233521
1837000000,2.0600195,-36.876564
1838000000,2.316437,-36.849014
1839000000,2.2493374,-36.840946
1840000000,2.0529678,-36.68063
1841000000,2.129746,-36.678986
1842000000,2.0952375,-36.382641
1843000000,1.9686629,-36.197979
1844000000,2.1480947,-36.258049
1845000000,2.0856462,-36.307026
1846000000,2.1164808,-35.981586
