Freq(Hz),S11 Log Mag_measured(dB),S11 Log Mag_HFSS(dB)
1113000000,-6.5505738,-6.298973771
1114000000,-6.5492258,-6.311054798
1115000000,-6.6057601,-6.32314969
1116000000,-6.6032686,-6.335258446
1117000000,-6.6088438,-6.347381065
1118000000,-6.6245761,-6.359517547
1119000000,-6.6202803,-6.371667891
1120000000,-6.6280661,-6.383832095
1121000000,-6.6684618,-6.396010159
1122000000,-6.6713252,-6.408202082
1123000000,-6.6743932,-6.420407862
1124000000,-6.6767936,-6.432627498
1125000000,-6.6883879,-6.44486099
1126000000,-6.7112098,-6.457108336
1127000000,-6.7320194,-6.469369533
1128000000,-6.7077885,-6.481644583
1129000000,-6.7484145,-6.493933481
1130000000,-6.7432308,-6.506236228
1131000000,-6.7978177,-6.518552821
1132000000,-6.7889585,-6.530883259
1133000000,-6.7728157,-6.54322754
1134000000,-6.7988682,-6.555585662
1135000000,-6.8236318,-6.567957623
1136000000,-6.8565068,-6.580343422
1137000000,-6.8559499,-6.592743056
1138000000,-6.8682098,-6.605156524
1139000000,-6.8728771,-6.617583823
1140000000,-6.9118614,-6.630024951
1141000000,-6.8952885,-6.642479906
1142000000,-6.8829684,-6.654948686
1143000000,-6.8959465,-6.667431287
1144000000,-6.9612365,-6.679927708
1145000000,-6.9543672,-6.692437947
1146000000,-6.974113,-6.704961999
1147000000,-6.9783683,-6.717499864
1148000000,-6.9812565,-6.730051537
1149000000,-6.9738255,-6.742617017
1150000000,-6.9939022,-6.7551963
1151000000,-7.0295906,-6.767789384
1152000000,-7.0480556,-6.780396265
1153000000,-7.0210824,-6.79301694
1154000000,-7.0390224,-6.805651406
1155000000,-7.0702567,-6.81829966
1156000000,-7.0743365,-6.830961698
1157000000,-7.1108403,-6.843637517
1158000000,-7.1023288,-6.856327114
1159000000,-7.1287284,-6.869030485
1160000000,-7.1324244,-6.881747626
1161000000,-7.159019,-6.894478533
1162000000,-7.186132,-6.907223204
1163000000,-7.1864305,-6.919981633
1164000000,-7.1995378,-6.932753817
1165000000,-7.1972427,-6.945539753
1166000000,-7.2094002,-6.958339435
1167000000,-7.2137108,-6.971152859
1168000000,-7.2174392,-6.983980022
1169000000,-7.2250333,-6.996820919
1170000000,-7.2616339,-7.009675545
1171000000,-7.2754374,-7.022543897
1172000000,-7.2661481,-7.035425968
1173000000,-7.2882614,-7.048321756
1174000000,-7.3077526,-7.061231254
1175000000,-7.3399434,-7.074154458
1176000000,-7.3486228,-7.087091364
1177000000,-7.3566055,-7.100041965
1178000000,-7.359879,-7.113006258
1179000000,-7.3607612,-7.125984236
1180000000,-7.3908534,-7.138975894
1181000000,-7.4012451,-7.151981228
1182000000,-7.408206,-7.165000231
1183000000,-7.4116917,-7.178032898
1184000000,-7.432817,-7.191079224
1185000000,-7.4480147,-7.204139202
1186000000,-7.4871268,-7.217212827
1187000000,-7.4794888,-7.230300093
1188000000,-7.5044174,-7.243400994
1189000000,-7.4589949,-7.256515524
1190000000,-7.5294719,-7.269643676
1191000000,-7.4741802,-7.282785444
1192000000,-7.5322266,-7.295940823
1193000000,-7.5518179,-7.309109805
1194000000,-7.5877886,-7.322292384
1195000000,-7.5740643,-7.335488553
1196000000,-7.6026015,-7.348698305
1197000000,-7.6119986,-7.361921635
1198000000,-7.6050887,-7.375158534
1199000000,-7.6285138,-7.388408995
1200000000,-7.6350212,-7.401673012
