Freq(Hz),S21 Log Mag_measured(dB),S21 Log Mag_HFSS(dB)
1000000000,-2.0602469,-2.453956368
1001000000,-2.0587018,-2.448363585
1002000000,-2.0380919,-2.442783862
1003000000,-2.0349774,-2.437217179
1004000000,-2.0596142,-2.431663518
1005000000,-2.0315719,-2.42612286
1006000000,-2.0444472,-2.420595183
1007000000,-1.9919,-2.41508047
1008000000,-1.9767214,-2.4095787
1009000000,-2.0671017,-2.404089855
1010000000,-2.0029323,-2.398613915
1011000000,-1.9751306,-2.39315086
1012000000,-2.0033989,-2.387700671
1013000000,-1.9872025,-2.382263329
1014000000,-2.0132356,-2.376838815
1015000000,-2.0026743,-2.371427109
1016000000,-1.9581355,-2.366028193
1017000000,-1.9770247,-2.360642046
1018000000,-2.0146911,-2.35526865
1019000000,-1.9581691,-2.349907985
1020000000,-1.9721299,-2.344560033
1021000000,-1.9837574,-2.339224774
1022000000,-1.9348466,-2.33390219
1023000000,-1.9541045,-2.32859226
1024000000,-1.9561138,-2.323294966
1025000000,-1.9566902,-2.318010289
1026000000,-1.9279308,-2.31273821
1027000000,-1.9237424,-2.30747871
1028000000,-1.9544325,-2.302231769
1029000000,-1.9528514,-2.29699737
1030000000,-1.9510432,-2.291775492
1031000000,-1.9238206,-2.286566117
1032000000,-1.9415443,-2.281369226
1033000000,-1.9294149,-2.2761848
1034000000,-1.8972276,-2.27101282
1035000000,-1.895294,-2.265853268
1036000000,-1.9045298,-2.260706124
1037000000,-1.9056784,-2.25557137
1038000000,-1.8877946,-2.250448986
1039000000,-1.8969773,-2.245338954
1040000000,-1.8927132,-2.240241256
1041000000,-1.8796914,-2.235155872
1042000000,-1.8809029,-2.230082784
1043000000,-1.8826911,-2.225021972
1044000000,-1.8740127,-2.219973419
1045000000,-1.8688345,-2.214937105
1046000000,-1.8892119,-2.209913012
1047000000,-1.837505,-2.204901121
1048000000,-1.8809452,-2.199901413
1049000000,-1.8654951,-2.19491387
1050000000,-1.8302137,-2.189938474
1051000000,-1.8359646,-2.184975205
1052000000,-1.8487223,-2.180024045
1053000000,-1.8421949,-2.175084975
1054000000,-1.8120425,-2.170157977
1055000000,-1.8412603,-2.165243032
1056000000,-1.8355126,-2.160340123
1057000000,-1.7991422,-2.155449229
1058000000,-1.835443,-2.150570333
1059000000,-1.8050703,-2.145703416
1060000000,-1.8287338,-2.14084846
1061000000,-1.812247,-2.136005446
1062000000,-1.810382,-2.131174356
1063000000,-1.7969733,-2.126355171
1064000000,-1.7906247,-2.121547874
1065000000,-1.771601,-2.116752444
1066000000,-1.7946696,-2.111968865
1067000000,-1.7988112,-2.107197118
1068000000,-1.7798254,-2.102437184
1069000000,-1.7753788,-2.097689045
1070000000,-1.7750187,-2.092952683
1071000000,-1.7797767,-2.088228079
1072000000,-1.7467009,-2.083515215
1073000000,-1.7683257,-2.078814073
1074000000,-1.7379198,-2.074124634
1075000000,-1.7538546,-2.069446881
1076000000,-1.7306967,-2.064780794
1077000000,-1.7408615,-2.060126356
1078000000,-1.7573298,-2.055483549
1079000000,-1.7577983,-2.050852353
1080000000,-1.7453068,-2.046232752
1081000000,-1.7220867,-2.041624726
1082000000,-1.715554,-2.037028258
1083000000,-1.7095101,-2.032443329
1084000000,-1.7130212,-2.027869922
1085000000,-1.7118115,-2.023308017
1086000000,-1.7257344,-2.018757598
1087000000,-1.716171,-2.014218645
1088000000,-1.6841993,-2.009691141
1089000000,-1.6863488,-2.005175067
1090000000,-1.700119,-2.000670406
1091000000,-1.6952066,-1.996177139
1092000000,-1.7190136,-1.991695249
1093000000,-1.6948062,-1.987224716
1094000000,-1.6884507,-1.982765524
1095000000,-1.7009057,-1.978317654
1096000000,-1.6660463,-1.973881088
1097000000,-1.6946352,-1.969455808
1098000000,-1.687808,-1.965041796
1099000000,-1.704037,-1.960639034
1100000000,-1.6676193,-1.956247504
1101000000,-1.6647751,-1.951867189
1102000000,-1.6744406,-1.947498069
1103000000,-1.6543657,-1.943140127
1104000000,-1.6676908,-1.938793346
1105000000,-1.6285453,-1.934457707
1106000000,-1.6287962,-1.930133192
1107000000,-1.6594139,-1.925819784
1108000000,-1.6651531,-1.921517464
1109000000,-1.6353469,-1.917226214
1110000000,-1.6056095,-1.912946017
1111000000,-1.6094342,-1.908676856
1112000000,-1.6060894,-1.904418711
1113000000,-1.6020839,-1.900171565
1114000000,-1.6096784,-1.8959354
1115000000,-1.5824074,-1.891710199
1116000000,-1.6238581,-1.887495943
1117000000,-1.5935069,-1.883292615
1118000000,-1.6248196,-1.879100197
1119000000,-1.6313654,-1.874918671
1120000000,-1.5860255,-1.870748019
1121000000,-1.5910512,-1.866588224
1122000000,-1.5776414,-1.862439268
1123000000,-1.5875684,-1.858301132
1124000000,-1.6019094,-1.8541738
1125000000,-1.5675709,-1.850057253
1126000000,-1.5960727,-1.845951474
1127000000,-1.5719352,-1.841856445
1128000000,-1.5828246,-1.837772149
1129000000,-1.5857519,-1.833698566
1130000000,-1.5495657,-1.829635681
1131000000,-1.5928679,-1.825583475
1132000000,-1.5906831,-1.82154193
1133000000,-1.5664713,-1.817511029
1134000000,-1.5575134,-1.813490754
1135000000,-1.5677807,-1.809481088
1136000000,-1.5544626,-1.805482012
1137000000,-1.544736,-1.80149351
1138000000,-1.5448775,-1.797515563
1139000000,-1.5326358,-1.793548154
1140000000,-1.5304754,-1.789591265
1141000000,-1.5065229,-1.785644879
1142000000,-1.5383316,-1.781708978
1143000000,-1.4988397,-1.777783545
1144000000,-1.5237174,-1.773868561
1145000000,-1.5232497,-1.769964009
1146000000,-1.5326672,-1.766069873
1147000000,-1.5228435,-1.762186133
1148000000,-1.5324895,-1.758312773
1149000000,-1.5025282,-1.754449775
1150000000,-1.5425397,-1.750597122
1151000000,-1.5119059,-1.746754795
1152000000,-1.5284004,-1.742922779
1153000000,-1.4740986,-1.739101053
1154000000,-1.4817683,-1.735289603
1155000000,-1.5034502,-1.731488409
1156000000,-1.4897695,-1.727697455
1157000000,-1.4892131,-1.723916723
1158000000,-1.4804622,-1.720146195
1159000000,-1.50797,-1.716385854
1160000000,-1.461513,-1.712635683
1161000000,-1.4666944,-1.708895664
1162000000,-1.4624412,-1.70516578
1163000000,-1.459312,-1.701446013
1164000000,-1.4607561,-1.697736346
1165000000,-1.464734,-1.694036761
1166000000,-1.4829146,-1.690347241
1167000000,-1.434855,-1.686667768
1168000000,-1.4450186,-1.682998326
1169000000,-1.4506313,-1.679338897
1170000000,-1.4590799,-1.675689463
1171000000,-1.4317268,-1.672050007
1172000000,-1.4511232,-1.668420512
1173000000,-1.4455003,-1.66480096
1174000000,-1.4644705,-1.661191334
1175000000,-1.4424092,-1.657591616
1176000000,-1.4529752,-1.65400179
1177000000,-1.4236757,-1.650421838
1178000000,-1.4272903,-1.646851742
1179000000,-1.4096556,-1.643291486
1180000000,-1.422454,-1.639741052
1181000000,-1.4228218,-1.636200422
1182000000,-1.4183575,-1.63266958
1183000000,-1.4152154,-1.629148508
1184000000,-1.3783224,-1.625637189
1185000000,-1.4093258,-1.622135606
1186000000,-1.4075655,-1.618643741
1187000000,-1.4010508,-1.615161577
1188000000,-1.3905033,-1.611689097
1189000000,-1.367517,-1.608226283
1190000000,-1.3789765,-1.604773119
1191000000,-1.3961579,-1.601329587
1192000000,-1.4155769,-1.59789567
1193000000,-1.3819684,-1.59447135
1194000000,-1.3912946,-1.591056612
1195000000,-1.413691,-1.587651436
1196000000,-1.3624569,-1.584255807
1197000000,-1.3554364,-1.580869707
1198000000,-1.3586097,-1.577493118
1199000000,-1.3697633,-1.574126025
1200000000,-1.3762237,-1.570768408
1201000000,-1.3794787,-1.567420253
1202000000,-1.3372369,-1.56408154
1203000000,-1.3438747,-1.560752253
1204000000,-1.3377391,-1.557432376
1205000000,-1.3532995,-1.55412189
1206000000,-1.356959,-1.550820779
1207000000,-1.3556759,-1.547529026
1208000000,-1.3257216,-1.544246614
1209000000,-1.3349091,-1.540973525
1210000000,-1.3435487,-1.537709742
1211000000,-1.3157251,-1.534455249
1212000000,-1.3066142,-1.531210028
1213000000,-1.308403,-1.527974062
1214000000,-1.3336953,-1.524747334
1215000000,-1.3313076,-1.521529828
1216000000,-1.3367097,-1.518321526
1217000000,-1.2968754,-1.515122411
1218000000,-1.2980558,-1.511932466
1219000000,-1.2865804,-1.508751674
1220000000,-1.3189893,-1.505580018
1221000000,-1.2971184,-1.502417481
1222000000,-1.3009766,-1.499264047
1223000000,-1.2671517,-1.496119698
1224000000,-1.3065115,-1.492984416
1225000000,-1.3119183,-1.489858187
1226000000,-1.2824234,-1.486740991
1227000000,-1.3001835,-1.483632813
1228000000,-1.2808123,-1.480533635
1229000000,-1.2757038,-1.477443441
1230000000,-1.2723968,-1.474362213
1231000000,-1.2707831,-1.471289936
1232000000,-1.2779034,-1.468226591
1233000000,-1.2810853,-1.465172161
1234000000,-1.3034054,-1.462126631
1235000000,-1.2822988,-1.459089983
1236000000,-1.268227,-1.456062201
1237000000,-1.2724597,-1.453043266
1238000000,-1.2206985,-1.450033164
1239000000,-1.2895396,-1.447031876
1240000000,-1.2690632,-1.444039386
1241000000,-1.2724508,-1.441055677
1242000000,-1.2603499,-1.438080732
1243000000,-1.2668869,-1.435114535
1244000000,-1.2392399,-1.432157069
1245000000,-1.2216741,-1.429208316
1246000000,-1.2442192,-1.426268261
1247000000,-1.2762315,-1.423336885
1248000000,-1.2352847,-1.420414174
1249000000,-1.2244856,-1.417500109
1250000000,-1.2124927,-1.414594675
1251000000,-1.2235079,-1.411697853
1252000000,-1.2023729,-1.408809629
1253000000,-1.2017975,-1.405929984
1254000000,-1.2184842,-1.403058902
1255000000,-1.2253473,-1.400196367
1256000000,-1.1935357,-1.397342362
1257000000,-1.1960607,-1.394496869
1258000000,-1.2083063,-1.391659874
1259000000,-1.1866714,-1.388831358
1260000000,-1.1992877,-1.386011305
1261000000,-1.221433,-1.383199698
1262000000,-1.2112247,-1.380396522
1263000000,-1.1970071,-1.377601759
1264000000,-1.1784773,-1.374815392
1265000000,-1.1894011,-1.372037405
1266000000,-1.1625339,-1.369267782
1267000000,-1.2041761,-1.366506505
1268000000,-1.182557,-1.363753559
1269000000,-1.1753021,-1.361008926
1270000000,-1.1759104,-1.35827259
1271000000,-1.1864595,-1.355544535
1272000000,-1.171769,-1.352824744
1273000000,-1.1644424,-1.3501132
1274000000,-1.1726164,-1.347409887
1275000000,-1.1526552,-1.344714789
1276000000,-1.1581204,-1.342027889
1277000000,-1.1807262,-1.33934917
1278000000,-1.1507121,-1.336678615
1279000000,-1.1352918,-1.33401621
1280000000,-1.1588902,-1.331361936
1281000000,-1.159918,-1.328715778
1282000000,-1.1488478,-1.326077719
1283000000,-1.1573882,-1.323447742
1284000000,-1.1365124,-1.320825832
1285000000,-1.1611881,-1.318211972
1286000000,-1.1515418,-1.315606145
1287000000,-1.1483949,-1.313008335
1288000000,-1.1409589,-1.310418525
1289000000,-1.1424649,-1.3078367
1290000000,-1.142287,-1.305262843
1291000000,-1.1103833,-1.302696937
1292000000,-1.1182604,-1.300138967
1293000000,-1.1194205,-1.297588915
1294000000,-1.11308,-1.295046766
1295000000,-1.132665,-1.292512503
1296000000,-1.1034611,-1.28998611
1297000000,-1.1283302,-1.287467571
1298000000,-1.0893685,-1.284956869
1299000000,-1.1300386,-1.282453988
1300000000,-1.1222672,-1.279958912
1301000000,-1.1194861,-1.277471625
1302000000,-1.1226182,-1.274992109
1303000000,-1.0982046,-1.27252035
1304000000,-1.0605255,-1.270056331
1305000000,-1.1226586,-1.267600036
1306000000,-1.0731435,-1.265151448
1307000000,-1.0666553,-1.262710551
1308000000,-1.0812341,-1.26027733
1309000000,-1.1016937,-1.257851767
1310000000,-1.0889478,-1.255433848
1311000000,-1.0637907,-1.253023555
1312000000,-1.0410689,-1.250620873
1313000000,-1.0889195,-1.248225785
1314000000,-1.0656375,-1.245838275
1315000000,-1.0512074,-1.243458328
1316000000,-1.0622284,-1.241085927
1317000000,-1.0396408,-1.238721056
1318000000,-1.0590876,-1.236363699
1319000000,-1.0404012,-1.23401384
1320000000,-1.0502433,-1.231671463
1321000000,-1.0866874,-1.229336553
1322000000,-1.026862,-1.227009092
1323000000,-1.0355355,-1.224689065
1324000000,-1.0453485,-1.222376456
1325000000,-1.0597545,-1.220071249
1326000000,-1.0458305,-1.217773428
1327000000,-1.0451325,-1.215482977
1328000000,-1.0558034,-1.21319988
1329000000,-1.0483439,-1.210924122
1330000000,-1.0257498,-1.208655686
1331000000,-1.03536,-1.206394556
1332000000,-1.0638834,-1.204140717
1333000000,-1.0401533,-1.201894152
1334000000,-1.0500418,-1.199654846
1335000000,-1.0196648,-1.197422783
1336000000,-1.0239738,-1.195197947
1337000000,-1.0417253,-1.192980323
1338000000,-1.039811,-1.190769894
1339000000,-1.0289383,-1.188566644
1340000000,-1.0235608,-1.186370559
1341000000,-1.0033041,-1.184181621
1342000000,-1.0147334,-1.181999816
1343000000,-1.0041754,-1.179825127
1344000000,-0.99289322,-1.177657539
1345000000,-1.024188,-1.175497037
1346000000,-1.0195385,-1.173343603
1347000000,-0.99333441,-1.171197224
1348000000,-0.98214447,-1.169057882
