Freq(Hz),S21 Phase_measured(deg),S21 Phase_HFSS(deg)
1111000000,149.97859,146.9992617
1112000000,150.08641,146.9684281
1113000000,149.79385,146.9375962
1114000000,149.97795,146.906766
1115000000,149.85905,146.8759377
1116000000,149.69557,146.845111
1117000000,149.75829,146.8142862
1118000000,149.72754,146.783463
1119000000,149.64886,146.7526416
1120000000,149.731,146.7218219
1121000000,149.6716,146.691004
1122000000,149.45096,146.6601878
1123000000,149.58846,146.6293733
1124000000,149.55074,146.5985605
1125000000,149.55116,146.5677495
1126000000,149.51263,146.5369401
1127000000,149.40254,146.5061325
1128000000,149.27704,146.4753266
1129000000,149.35963,146.4445223
1130000000,149.24231,146.4137198
1131000000,149.2722,146.382919
1132000000,149.33115,146.3521198
1133000000,149.19655,146.3213224
1134000000,149.25859,146.2905266
1135000000,149.28479,146.2597325
1136000000,149.33134,146.2289401
1137000000,149.17749,146.1981493
1138000000,149.04779,146.1673602
1139000000,149.04848,146.1365728
1140000000,149.0708,146.1057871
1141000000,148.94624,146.075003
1142000000,149.07513,146.0442205
1143000000,148.95001,146.0134398
1144000000,148.9463,145.9826606
1145000000,148.86311,145.9518831
1146000000,148.96454,145.9211073
1147000000,148.68858,145.890333
1148000000,148.8555,145.8595605
1149000000,148.83577,145.8287895
1150000000,148.71758,145.7980202
1151000000,148.58203,145.7672525
1152000000,148.76154,145.7364864
1153000000,148.67474,145.7057219
1154000000,148.62581,145.6749591
1155000000,148.61134,145.6441978
1156000000,148.56219,145.6134382
1157000000,148.56001,145.5826801
1158000000,148.33698,145.5519237
1159000000,148.4649,145.5211688
1160000000,148.40034,145.4904156
1161000000,148.34792,145.4596639
1162000000,148.42769,145.4289139
1163000000,148.38501,145.3981654
1164000000,148.37749,145.3674185
1165000000,148.34929,145.3366731
1166000000,148.40872,145.3059293
1167000000,148.24005,145.2751872
1168000000,148.29236,145.2444465
1169000000,148.09167,145.2137074
1170000000,148.03319,145.1829699
1171000000,148.28259,145.152234
1172000000,148.02208,145.1214996
1173000000,147.96883,145.0907667
1174000000,148.04442,145.0600354
1175000000,148.01646,145.0293057
1176000000,147.83263,144.9985774
1177000000,147.89864,144.9678507
1178000000,147.90695,144.9371256
1179000000,147.83226,144.906402
1180000000,147.85176,144.8756799
1181000000,147.77779,144.8449593
1182000000,147.80962,144.8142402
1183000000,147.72388,144.7835227
1184000000,147.5361,144.7528067
1185000000,147.60239,144.7220921
1186000000,147.55423,144.6913791
1187000000,147.67085,144.6606676
1188000000,147.45561,144.6299576
1189000000,147.54323,144.5992491
1190000000,147.46669,144.5685421
1191000000,147.47902,144.5378366
1192000000,147.40585,144.5071325
1193000000,147.35167,144.47643
1194000000,147.27066,144.4457289
1195000000,147.21449,144.4150293
1196000000,147.38922,144.3843312
1197000000,147.22284,144.3536346
1198000000,147.24016,144.3229394
1199000000,147.08572,144.2922457
1200000000,147.25832,144.2615535
1201000000,147.04129,144.2308627
1202000000,147.1165,144.2001733
1203000000,146.97095,144.1694855
1204000000,146.92404,144.1387991
1205000000,146.99013,144.1081141
1206000000,146.99443,144.0774306
1207000000,146.83876,144.0467485
1208000000,146.99973,144.0160678
1209000000,146.73566,143.9853886
1210000000,146.98846,143.9547108
1211000000,146.67966,143.9240345
1212000000,146.72519,143.8933595
1213000000,146.82834,143.862686
1214000000,146.79311,143.832014
1215000000,146.60822,143.8013433
1216000000,146.60246,143.770674
1217000000,146.49292,143.7400062
1218000000,146.56287,143.7093398
1219000000,146.50093,143.6786747
1220000000,146.50435,143.6480111
1221000000,146.31259,143.6173489
1222000000,146.46999,143.5866881
1223000000,146.35088,143.5560286
1224000000,146.45683,143.5253706
1225000000,146.43578,143.4947139
1226000000,146.41403,143.4640587
1227000000,146.37463,143.4334048
1228000000,146.14995,143.4027523
1229000000,146.35152,143.3721011
1230000000,146.05637,143.3414514
1231000000,146.229,143.310803
1232000000,146.1752,143.2801559
1233000000,146.01227,143.2495103
1234000000,146.15005,143.218866
1235000000,146.10985,143.188223
1236000000,145.9245,143.1575814
1237000000,146.03664,143.1269412
1238000000,146.12311,143.0963023
1239000000,145.75192,143.0656648
1240000000,145.86096,143.0350286
1241000000,145.67796,143.0043937
1242000000,145.83406,142.9737602
1243000000,145.74808,142.9431281
1244000000,145.60503,142.9124972
1245000000,145.67491,142.8818677
1246000000,145.77626,142.8512395
1247000000,145.62973,142.8206126
1248000000,145.61221,142.7899871
1249000000,145.74603,142.7593629
1250000000,145.34871,142.72874
1251000000,145.38493,142.6981184
1252000000,145.45038,142.6674981
1253000000,145.41501,142.6368791
1254000000,145.30605,142.6062614
1255000000,145.33658,142.5756451
1256000000,145.23114,142.54503
1257000000,145.19054,142.5144162
1258000000,145.26724,142.4838037
1259000000,145.21806,142.4531925
1260000000,145.26215,142.4225826
1261000000,145.22125,142.391974
1262000000,145.01256,142.3613667
1263000000,145.12491,142.3307606
1264000000,145.07898,142.3001559
1265000000,145.0721,142.2695523
1266000000,145.07709,142.2389501
1267000000,145.01974,142.2083492
1268000000,144.85378,142.1777495
1269000000,144.9137,142.147151
1270000000,144.75725,142.1165538
1271000000,144.97572,142.0859579
1272000000,144.78438,142.0553633
1273000000,144.78708,142.0247699
1274000000,144.74696,141.9941777
1275000000,144.6678,141.9635868
1276000000,144.54817,141.9329971
1277000000,144.61119,141.9024087
1278000000,144.58681,141.8718215
1279000000,144.57486,141.8412356
1280000000,144.5258,141.8106509
1281000000,144.40846,141.7800674
1282000000,144.52164,141.7494851
1283000000,144.42973,141.7189041
1284000000,144.46217,141.6883243
1285000000,144.40759,141.6577457
1286000000,144.407,141.6271684
1287000000,144.23399,141.5965922
1288000000,144.22609,141.5660173
1289000000,144.22649,141.5354435
1290000000,144.16437,141.504871
1291000000,144.12178,141.4742997
1292000000,144.20107,141.4437296
1293000000,144.14366,141.4131607
1294000000,144.28957,141.382593
1295000000,144.06902,141.3520265
1296000000,144.18048,141.3214612
1297000000,143.76247,141.290897
1298000000,144.00182,141.2603341
1299000000,143.9519,141.2297723
1300000000,143.83403,141.1992117
1301000000,143.79248,141.1686523
1302000000,143.71107,141.1380941
1303000000,143.85938,141.1075371
1304000000,143.75356,141.0769812
1305000000,143.68596,141.0464265
1306000000,143.66216,141.0158729
1307000000,143.62268,140.9853205
1308000000,143.55157,140.9547693
1309000000,143.29257,140.9242193
1310000000,143.6131,140.8936704
1311000000,143.40445,140.8631226
1312000000,143.53101,140.832576
1313000000,143.46069,140.8020306
1314000000,143.47041,140.7714863
1315000000,143.38931,140.7409431
1316000000,143.38797,140.7104011
1317000000,143.40211,140.6798603
1318000000,143.28419,140.6493205
1319000000,143.25308,140.6187819
1320000000,143.23338,140.5882445
1321000000,143.34161,140.5577081
1322000000,143.06604,140.5271729
1323000000,143.21411,140.4966388
1324000000,143.09023,140.4661059
1325000000,142.9785,140.435574
1326000000,143.01355,140.4050433
1327000000,143.07938,140.3745137
1328000000,142.95799,140.3439852
1329000000,142.89648,140.3134578
1330000000,142.76668,140.2829315
1331000000,143.01419,140.2524063
1332000000,142.85416,140.2218822
1333000000,142.84059,140.1913593
1334000000,142.76633,140.1608374
1335000000,142.57103,140.1303166
1336000000,142.67427,140.0997969
1337000000,142.78381,140.0692783
1338000000,142.73572,140.0387608
1339000000,142.70663,140.0082444
1340000000,142.62463,139.977729
1341000000,142.51965,139.9472148
1342000000,142.40402,139.9167016
1343000000,142.47583,139.8861895
1344000000,142.47826,139.8556784
1345000000,142.37097,139.8251685
1346000000,142.2834,139.7946596
1347000000,142.3757,139.7641517
1348000000,142.22578,139.733645
1349000000,142.15465,139.7031393
1350000000,142.06972,139.6726346
1351000000,142.18571,139.6421311
1352000000,142.10655,139.6116285
1353000000,142.15393,139.5811271
1354000000,141.90439,139.5506266
1355000000,142.08139,139.5201273
1356000000,142.01547,139.4896289
1357000000,141.91364,139.4591316
1358000000,141.94022,139.4286354
1359000000,142.02957,139.3981402
1360000000,141.80797,139.367646
1361000000,141.85318,139.3371529
1362000000,141.82712,139.3066608
1363000000,141.72372,139.2761697
1364000000,141.77615,139.2456797
1365000000,141.86682,139.2151906
1366000000,141.80252,139.1847026
1367000000,141.75185,139.1542157
1368000000,141.44249,139.1237297
1369000000,141.40956,139.0932447
1370000000,141.58389,139.0627608
1371000000,141.55296,139.0322779
1372000000,141.54488,139.001796
1373000000,141.4248,138.9713151
1374000000,141.4753,138.9408352
1375000000,141.47186,138.9103563
1376000000,141.47113,138.8798784
1377000000,141.4874,138.8494015
1378000000,141.48306,138.8189256
1379000000,141.36169,138.7884507
1380000000,141.05997,138.7579767
1381000000,141.20436,138.7275038
1382000000,141.11856,138.6970319
1383000000,141.18854,138.6665609
1384000000,141.07469,138.6360909
1385000000,140.94147,138.6056219
1386000000,140.97903,138.5751539
1387000000,140.91046,138.5446869
1388000000,140.86885,138.5142208
1389000000,140.85164,138.4837557
1390000000,140.7742,138.4532916
1391000000,140.77544,138.4228284
1392000000,140.80084,138.3923662
1393000000,140.91652,138.361905
1394000000,140.70816,138.3314447
1395000000,140.59004,138.3009854
1396000000,140.758,138.270527
1397000000,140.78401,138.2400696
1398000000,140.78026,138.2096131
1399000000,140.70148,138.1791576
1400000000,140.50865,138.1487031
1401000000,140.56279,138.1182494
1402000000,140.42728,138.0877968
1403000000,140.43227,138.057345
1404000000,140.31398,138.0268942
1405000000,140.35948,137.9964444
1406000000,140.38121,137.9659955
1407000000,140.33817,137.9355475
1408000000,140.33138,137.9051004
1409000000,140.54401,137.8746543
1410000000,140.14667,137.844209
1411000000,140.28049,137.8137648
1412000000,140.18335,137.7833214
1413000000,140.11859,137.752879
1414000000,140.03621,137.7224374
1415000000,140.06595,137.6919968
1416000000,140.0284,137.6615571
1417000000,140.05464,137.6311183
1418000000,139.90062,137.6006804
1419000000,139.78151,137.5702435
1420000000,139.84674,137.5398074
1421000000,139.85716,137.5093722
1422000000,139.96103,137.478938
1423000000,139.86424,137.4485046
1424000000,139.7215,137.4180721
1425000000,139.71889,137.3876405
1426000000,139.71173,137.3572098
1427000000,139.62346,137.32678
1428000000,139.66103,137.2963511
1429000000,139.69138,137.2659231
1430000000,139.56273,137.235496
1431000000,139.75244,137.2050697
1432000000,139.40295,137.1746443
1433000000,139.52055,137.1442198
1434000000,139.43347,137.1137962
1435000000,139.36708,137.0833735
1436000000,139.36304,137.0529516
1437000000,139.4445,137.0225306
1438000000,139.18025,136.9921104
1439000000,139.20232,136.9616911
1440000000,139.28795,136.9312727
1441000000,139.1181,136.9008552
1442000000,139.16481,136.8704385
1443000000,139.30444,136.8400226
1444000000,139.14436,136.8096076
1445000000,139.11258,136.7791935
1446000000,139.06201,136.7487802
1447000000,138.81281,136.7183678
1448000000,138.89645,136.6879562
1449000000,138.99348,136.6575455
1450000000,139.01372,136.6271356
1451000000,138.90196,136.5967265
1452000000,138.84822,136.5663183
1453000000,138.70663,136.5359109
1454000000,138.75052,136.5055044
1455000000,138.76614,136.4750987
1456000000,138.78807,136.4446938
1457000000,138.60918,136.4142897
1458000000,138.69275,136.3838865
1459000000,138.7077,136.3534841
1460000000,138.80426,136.3230825
1461000000,138.63722,136.2926818
1462000000,138.43169,136.2622818
1463000000,138.46126,136.2318827
1464000000,138.42996,136.2014844
1465000000,138.47954,136.1710869
1466000000,138.37576,136.1406902
1467000000,138.30981,136.1102943
1468000000,138.33275,136.0798993
1469000000,138.29568,136.049505
1470000000,138.27324,136.0191116
1471000000,138.34166,135.9887189
1472000000,138.28418,135.9583271
1473000000,138.25136,135.927936
1474000000,138.22586,135.8975457
1475000000,138.29732,135.8671563
1476000000,137.99843,135.8367676
1477000000,138.05043,135.8063797
1478000000,138.04927,135.7759926
1479000000,137.99875,135.7456063
1480000000,137.87946,135.7152208
1481000000,137.93387,135.684836
1482000000,137.87364,135.654452
1483000000,138.06747,135.6240689
1484000000,137.80464,135.5936864
1485000000,137.81952,135.5633048
1486000000,137.92174,135.5329239
1487000000,137.73653,135.5025438
1488000000,137.82469,135.4721645
1489000000,137.77708,135.441786
1490000000,137.91206,135.4114082
1491000000,137.60896,135.3810311
1492000000,137.60741,135.3506549
1493000000,137.72215,135.3202794
1494000000,137.63243,135.2899046
1495000000,137.56339,135.2595306
1496000000,137.61176,135.2291574
1497000000,137.46866,135.1987849
1498000000,137.4249,135.1684131
1499000000,137.25009,135.1380421
1500000000,137.37343,135.1076719
1501000000,137.41637,135.0773024
1502000000,137.53856,135.0469336
1503000000,137.1673,135.0165656
1504000000,137.08432,134.9861983
1505000000,137.26653,134.9558318
1506000000,137.29399,134.925466
1507000000,137.12152,134.8951009
1508000000,137.1127,134.8647366
1509000000,137.092,134.8343729
1510000000,136.97658,134.8040101
1511000000,137.06686,134.7736479
1512000000,137.19753,134.7432865
1513000000,136.9437,134.7129257
1514000000,136.94846,134.6825657
1515000000,136.93402,134.6522065
1516000000,136.72026,134.6218479
1517000000,136.9445,134.5914901
1518000000,136.76216,134.5611329
1519000000,136.95473,134.5307765
1520000000,136.98878,134.5004208
1521000000,136.73123,134.4700658
1522000000,136.69582,134.4397115
1523000000,136.79298,134.4093579
1524000000,136.68134,134.379005
1525000000,136.56024,134.3486528
1526000000,136.63223,134.3183013
1527000000,136.48904,134.2879505
1528000000,136.70343,134.2576004
1529000000,136.52698,134.227251
1530000000,136.54787,134.1969023
1531000000,136.49615,134.1665543
1532000000,136.37172,134.136207
1533000000,136.4599,134.1058603
1534000000,136.33847,134.0755143
1535000000,136.4919,134.0451691
1536000000,136.34926,134.0148244
1537000000,136.17696,133.9844805
1538000000,136.29109,133.9541373
1539000000,136.34679,133.9237947
1540000000,136.22461,133.8934528
1541000000,136.26781,133.8631116
1542000000,136.34012,133.832771
1543000000,136.1212,133.8024311
1544000000,136.19814,133.7720919
1545000000,136.15617,133.7417534
1546000000,136.02911,133.7114155
1547000000,136.19876,133.6810782
1548000000,136.1097,133.6507417
1549000000,135.91031,133.6204058
1550000000,136.01125,133.5900705
1551000000,135.97574,133.5597359
1552000000,135.97299,133.5294019
1553000000,135.81107,133.4990687
1554000000,136.03683,133.468736
1555000000,135.77702,133.438404
1556000000,135.6433,133.4080726
1557000000,135.7881,133.3777419
1558000000,135.82741,133.3474119
1559000000,135.7166,133.3170824
1560000000,135.73778,133.2867537
1561000000,135.5564,133.2564255
1562000000,135.59589,133.226098
1563000000,135.60744,133.1957711
1564000000,135.69379,133.1654449
1565000000,135.52405,133.1351192
1566000000,135.508,133.1047942
1567000000,135.4398,133.0744699
1568000000,135.45345,133.0441461
1569000000,135.57416,133.013823
1570000000,135.27052,132.9835005
1571000000,135.31311,132.9531787
1572000000,135.18842,132.9228574
1573000000,135.36533,132.8925368
1574000000,135.27856,132.8622168
1575000000,135.24094,132.8318974
1576000000,135.3107,132.8015786
1577000000,135.15254,132.7712604
1578000000,135.24973,132.7409428
1579000000,135.14035,132.7106258
1580000000,135.2684,132.6803095
1581000000,135.14922,132.6499937
1582000000,135.15639,132.6196786
1583000000,135.13316,132.589364
1584000000,135.02658,132.55905
1585000000,135.02602,132.5287367
1586000000,135.05611,132.4984239
1587000000,134.84569,132.4681118
1588000000,134.85934,132.4378002
1589000000,134.86371,132.4074892
1590000000,134.78615,132.3771788
1591000000,134.73853,132.346869
1592000000,134.84874,132.3165597
1593000000,134.69191,132.2862511
1594000000,134.7812,132.255943
1595000000,134.66327,132.2256356
1596000000,134.61508,132.1953287
1597000000,134.7406,132.1650223
1598000000,134.63689,132.1347166
1599000000,134.60316,132.1044114
1600000000,134.52736,132.0741068
1601000000,134.49734,132.0438028
1602000000,134.49628,132.0134993
1603000000,134.38478,131.9831964
1604000000,134.38052,131.9528941
1605000000,134.4113,131.9225924
1606000000,134.39233,131.8922912
1607000000,134.29988,131.8619905
1608000000,134.42043,131.8316904
1609000000,134.35359,131.8013909
1610000000,134.47777,131.771092
1611000000,134.40778,131.7407936
1612000000,134.41066,131.7104957
1613000000,134.34581,131.6801984
1614000000,134.2077,131.6499016
1615000000,134.20602,131.6196054
1616000000,134.09819,131.5893098
1617000000,134.10066,131.5590147
1618000000,133.77011,131.5287201
1619000000,133.88191,131.4984261
1620000000,133.90605,131.4681326
1621000000,134.04503,131.4378397
1622000000,133.89584,131.4075473
1623000000,133.77029,131.3772554
1624000000,133.90829,131.346964
1625000000,133.67973,131.3166732
1626000000,134.02214,131.286383
1627000000,133.78496,131.2560932
1628000000,133.65096,131.225804
1629000000,133.77051,131.1955153
1630000000,133.64925,131.1652272
1631000000,133.63292,131.1349395
1632000000,133.69565,131.1046524
1633000000,133.58673,131.0743658
1634000000,133.60487,131.0440798
1635000000,133.54726,131.0137942
1636000000,133.47528,130.9835092
1637000000,133.66391,130.9532246
1638000000,133.42477,130.9229406
1639000000,133.5784,130.8926571
1640000000,133.4068,130.8623741
1641000000,133.37923,130.8320916
1642000000,133.26794,130.8018097
1643000000,133.49059,130.7715282
1644000000,133.49791,130.7412472
1645000000,133.24382,130.7109668
1646000000,133.17467,130.6806868
1647000000,133.00673,130.6504073
1648000000,133.25401,130.6201284
1649000000,133.2641,130.5898499
1650000000,133.18797,130.5595719
1651000000,133.08803,130.5292944
1652000000,133.25618,130.4990174
1653000000,133.08957,130.4687409
1654000000,133.117,130.4384649
1655000000,133.16385,130.4081894
1656000000,132.90251,130.3779144
1657000000,133.01205,130.3476398
1658000000,132.81464,130.3173657
1659000000,132.91985,130.2870921
1660000000,132.64928,130.256819
1661000000,132.76245,130.2265464
1662000000,132.6376,130.1962742
1663000000,132.71564,130.1660026
1664000000,132.70091,130.1357314
1665000000,132.77611,130.1054606
1666000000,132.75323,130.0751904
1667000000,132.57703,130.0449206
1668000000,132.65782,130.0146513
1669000000,132.56241,129.9843824
1670000000,132.5766,129.954114
1671000000,132.3416,129.9238461
1672000000,132.57927,129.8935786
1673000000,132.39392,129.8633116
1674000000,132.37784,129.8330451
1675000000,132.39374,129.802779
1676000000,132.24768,129.7725133
1677000000,132.35493,129.7422482
1678000000,132.35451,129.7119835
1679000000,132.24934,129.6817192
1680000000,132.21822,129.6514554
1681000000,132.23625,129.621192
1682000000,132.33969,129.5909291
1683000000,132.12738,129.5606666
1684000000,132.14487,129.5304046
1685000000,131.92891,129.500143
1686000000,132.08556,129.4698818
1687000000,132.08168,129.4396211
1688000000,132.14169,129.4093609
1689000000,132.06628,129.379101
1690000000,132.05309,129.3488417
1691000000,131.98541,129.3185827
1692000000,131.98108,129.2883242
1693000000,131.85275,129.2580661
1694000000,131.79134,129.2278084
1695000000,131.80412,129.1975512
1696000000,131.91647,129.1672944
1697000000,131.82233,129.137038
1698000000,131.75102,129.1067821
1699000000,131.85046,129.0765266
1700000000,131.76457,129.0462715
1701000000,131.71802,129.0160168
1702000000,131.63025,128.9857625
1703000000,131.63809,128.9555087
1704000000,131.55209,128.9252553
1705000000,131.62233,128.8950023
1706000000,131.60382,128.8647497
1707000000,131.37358,128.8344975
1708000000,131.33264,128.8042457
1709000000,131.37726,128.7739944
1710000000,131.40283,128.7437434
1711000000,131.4201,128.7134929
1712000000,131.37044,128.6832427
1713000000,131.28174,128.652993
1714000000,131.35303,128.6227437
1715000000,131.2388,128.5924947
1716000000,131.17009,128.5622462
1717000000,131.11797,128.5319981
1718000000,131.18787,128.5017504
1719000000,131.11438,128.471503
1720000000,131.03474,128.4412561
1721000000,131.09784,128.4110095
1722000000,130.97375,128.3807634
1723000000,131.14844,128.3505176
1724000000,131.03658,128.3202723
1725000000,130.89877,128.2900273
1726000000,130.91084,128.2597827
1727000000,131.02679,128.2295385
1728000000,130.99333,128.1992946
1729000000,130.91029,128.1690512
1730000000,130.84901,128.1388081
1731000000,130.73274,128.1085655
1732000000,130.74123,128.0783232
1733000000,130.81839,128.0480812
1734000000,130.83209,128.0178397
1735000000,130.63821,127.9875985
1736000000,130.5352,127.9573577
1737000000,130.69138,127.9271173
1738000000,130.54672,127.8968772
1739000000,130.59798,127.8666376
1740000000,130.51945,127.8363983
1741000000,130.65221,127.8061593
1742000000,130.39162,127.7759207
1743000000,130.53587,127.7456825
1744000000,130.5097,127.7154447
1745000000,130.38649,127.6852072
1746000000,130.31352,127.65497
1747000000,130.20985,127.6247333
1748000000,130.34198,127.5944968
1749000000,130.14621,127.5642608
1750000000,130.27625,127.5340251
1751000000,130.16452,127.5037897
1752000000,130.00528,127.4735548
1753000000,130.01041,127.4433201
1754000000,130.06302,127.4130858
1755000000,130.14003,127.3828519
1756000000,130.20067,127.3526183
1757000000,129.97908,127.322385
1758000000,130.05669,127.2921521
1759000000,130.1037,127.2619196
1760000000,129.97849,127.2316874
1761000000,129.85783,127.2014555
1762000000,129.9886,127.171224
1763000000,129.85493,127.1409928
1764000000,129.92535,127.1107619
1765000000,129.84395,127.0805314
1766000000,129.63408,127.0503012
1767000000,129.7637,127.0200714
1768000000,129.83176,126.9898418
1769000000,129.73918,126.9596127
1770000000,129.63824,126.9293838
1771000000,129.65082,126.8991553
1772000000,129.57532,126.8689271
1773000000,129.63329,126.8386992
1774000000,129.5806,126.8084717
1775000000,129.43327,126.7782444
1776000000,129.55284,126.7480175
1777000000,129.50676,126.717791
1778000000,129.52597,126.6875647
1779000000,129.46834,126.6573388
1780000000,129.3484,126.6271131
1781000000,129.21474,126.5968878
1782000000,129.22171,126.5666629
1783000000,129.25706,126.5364382
1784000000,129.29694,126.5062138
1785000000,129.05125,126.4759898
1786000000,129.12811,126.445766
1787000000,129.01605,126.4155426
1788000000,129.14331,126.3853195
1789000000,129.20723,126.3550967
1790000000,128.8049,126.3248742
1791000000,129.16306,126.294652
1792000000,129.07468,126.2644301
1793000000,128.94571,126.2342085
1794000000,129.08679,126.2039872
1795000000,128.89001,126.1737662
1796000000,128.92151,126.1435455
1797000000,128.74956,126.1133251
1798000000,128.79845,126.083105
1799000000,128.95399,126.0528852
1800000000,128.78795,126.0226656
1801000000,128.74133,125.9924464
1802000000,128.77498,125.9622275
1803000000,128.65654,125.9320089
1804000000,128.55582,125.9017905
1805000000,128.57309,125.8715724
1806000000,128.58727,125.8413547
1807000000,128.47772,125.8111372
1808000000,128.35594,125.78092
1809000000,128.65645,125.750703
1810000000,128.4238,125.7204864
1811000000,128.3373,125.69027
1812000000,128.29807,125.660054
1813000000,128.37863,125.6298382
1814000000,128.44516,125.5996226
1815000000,128.21223,125.5694074
1816000000,128.23099,125.5391924
1817000000,128.20836,125.5089777
1818000000,128.14285,125.4787633
1819000000,128.28308,125.4485491
1820000000,128.11348,125.4183352
1821000000,128.16106,125.3881216
1822000000,127.89787,125.3579083
1823000000,128.15765,125.3276952
1824000000,128.08548,125.2974824
1825000000,128.0361,125.2672698
1826000000,127.80829,125.2370576
1827000000,127.98335,125.2068455
1828000000,127.95161,125.1766338
1829000000,127.91391,125.1464223
1830000000,127.90385,125.116211
1831000000,127.9089,125.086
1832000000,127.82674,125.0557893
1833000000,127.69593,125.0255788
1834000000,127.75487,124.9953686
1835000000,127.70992,124.9651587
1836000000,127.62874,124.934949
1837000000,127.50371,124.9047395
1838000000,127.57055,124.8745303
1839000000,127.50571,124.8443213
1840000000,127.42516,124.8141126
1841000000,127.59962,124.7839041
1842000000,127.40277,124.7536959
1843000000,127.57516,124.723488
1844000000,127.68554,124.6932802
1845000000,127.46146,124.6630727
1846000000,127.40979,124.6328655
1847000000,127.45479,124.6026585
1848000000,127.20342,124.5724517
1849000000,127.26662,124.5422452
1850000000,127.36308,124.5120389
1851000000,127.37148,124.4818328
1852000000,127.24426,124.451627
1853000000,127.19917,124.4214214
1854000000,127.27118,124.3912161
1855000000,127.00487,124.3610109
1856000000,126.92422,124.3308061
1857000000,127.01321,124.3006014
1858000000,126.99764,124.270397
1859000000,126.95644,124.2401928
1860000000,127.00725,124.2099888
1861000000,126.98917,124.179785
1862000000,126.71161,124.1495815
1863000000,126.86238,124.1193782
1864000000,126.84758,124.0891751
1865000000,126.87239,124.0589722
1866000000,126.80199,124.0287696
1867000000,126.65481,123.9985671
1868000000,126.68208,123.9683649
1869000000,126.87216,123.9381629
1870000000,126.62042,123.9079612
1871000000,126.46612,123.8777596
1872000000,126.66158,123.8475583
1873000000,126.76364,123.8173571
1874000000,126.67667,123.7871562
1875000000,126.46479,123.7569555
1876000000,126.51849,123.726755
1877000000,126.54674,123.6965547
1878000000,126.39305,123.6663546
1879000000,126.53408,123.6361547
1880000000,126.2695,123.605955
1881000000,126.35032,123.5757556
1882000000,126.0825,123.5455563
1883000000,126.32464,123.5153572
