Freq(Hz),S21 Phase(deg)
2269000000,-69.455826
2270000000,-69.33374
2271000000,-69.471352
2272000000,-69.447327
2273000000,-69.527725
2274000000,-69.669533
2275000000,-69.380516
2276000000,-69.542122
2277000000,-69.387962
2278000000,-69.719894
2279000000,-69.682579
2280000000,-69.740723
2281000000,-69.894341
2282000000,-69.899261
2283000000,-69.795227
2284000000,-69.805611
2285000000,-69.991241
2286000000,-69.798454
2287000000,-70.048676
2288000000,-70.007133
2289000000,-69.774673
2290000000,-70.044594
2291000000,-70.115898
2292000000,-70.013504
2293000000,-70.051872
2294000000,-70.176369
2295000000,-70.091835
2296000000,-70.390862
2297000000,-70.224953
2298000000,-70.239395
2299000000,-70.35199
2300000000,-70.409615
2301000000,-70.268486
2302000000,-70.335861
2303000000,-70.427147
2304000000,-70.266739
2305000000,-70.555084
2306000000,-70.528435
2307000000,-70.541138
2308000000,-70.503128
2309000000,-70.59874
2310000000,-70.523056
2311000000,-70.60511
2312000000,-70.754936
2313000000,-70.538033
2314000000,-70.836418
2315000000,-70.613907
2316000000,-70.805481
2317000000,-70.80172
2318000000,-70.56916
2319000000,-70.873291
2320000000,-70.968422
2321000000,-70.863838
2322000000,-70.906517
2323000000,-71.070053
2324000000,-70.980225
2325000000,-71.018173
2326000000,-71.20504
2327000000,-71.043411
2328000000,-71.174286
2329000000,-70.963455
2330000000,-71.16153
2331000000,-71.150063
2332000000,-71.324409
2333000000,-71.257965
2334000000,-71.23156
2335000000,-71.202301
2336000000,-71.276649
2337000000,-71.367416
2338000000,-71.271751
2339000000,-71.323326
2340000000,-71.366463
2341000000,-71.403366
2342000000,-71.5784
2343000000,-71.430717
2344000000,-71.538689
2345000000,-71.70356
2346000000,-71.585258
2347000000,-71.653954
2348000000,-71.693359
2349000000,-71.770348
2350000000,-71.667549
2351000000,-71.637505
2352000000,-72.024406
2353000000,-71.824898
2354000000,-71.724876
2355000000,-71.943314
2356000000,-71.938087
2357000000,-71.911972
2358000000,-71.91774
2359000000,-72.036446
2360000000,-71.996819
2361000000,-72.307068
2362000000,-72.218315
2363000000,-72.019951
2364000000,-72.194641
2365000000,-72.404251
2366000000,-72.223045
2367000000,-72.425209
2368000000,-72.485878
2369000000,-72.390633
2370000000,-72.407356
2371000000,-72.511841
2372000000,-72.302658
2373000000,-72.483246
2374000000,-72.521332
2375000000,-72.474449
2376000000,-72.728897
2377000000,-72.517586
2378000000,-72.665253
2379000000,-72.474739
2380000000,-72.683502
2381000000,-72.716896
2382000000,-72.768425
2383000000,-72.631805
2384000000,-72.57589
2385000000,-72.782028
2386000000,-72.809212
2387000000,-72.792938
2388000000,-72.985138
2389000000,-73.039978
2390000000,-73.105652
2391000000,-72.907295
2392000000,-72.971169
2393000000,-72.984459
2394000000,-73.070847
2395000000,-73.127647
2396000000,-73.267395
2397000000,-73.180374
2398000000,-73.01255
2399000000,-73.236389
2400000000,-73.305428
2401000000,-73.31485
2402000000,-73.402222
2403000000,-73.363884
2404000000,-73.443901
2405000000,-73.345436
2406000000,-73.76516
2407000000,-73.526718
2408000000,-73.235054
2409000000,-73.435364
2410000000,-73.569839
2411000000,-73.358879
2412000000,-73.539635
2413000000,-73.73217
2414000000,-73.624344
2415000000,-73.620285
2416000000,-73.661385
2417000000,-73.774269
2418000000,-73.762474
2419000000,-73.780251
2420000000,-73.721504
2421000000,-74.095718
2422000000,-73.746689
2423000000,-73.929993
2424000000,-73.96637
2425000000,-74.021233
2426000000,-74.062302
2427000000,-74.098015
2428000000,-74.188255
2429000000,-74.044418
2430000000,-74.228508
2431000000,-74.412422
2432000000,-74.149429
2433000000,-74.184746
2434000000,-74.37365
2435000000,-74.302811
2436000000,-74.250984
2437000000,-74.478706
2438000000,-74.245178
2439000000,-74.454964
2440000000,-74.456146
2441000000,-74.438026
2442000000,-74.746361
2443000000,-74.686142
2444000000,-74.584297
2445000000,-74.63295
2446000000,-74.549629
2447000000,-74.475273
2448000000,-74.604385
2449000000,-74.592056
2450000000,-74.669922
2451000000,-74.780487
2452000000,-74.645752
2453000000,-74.969566
2454000000,-74.740143
2455000000,-74.72876
2456000000,-75.083603
2457000000,-75.061058
2458000000,-74.981255
2459000000,-75.037712
2460000000,-75.067841
2461000000,-75.068825
2462000000,-75.112755
2463000000,-75.160973
2464000000,-75.163322
2465000000,-75.246437
2466000000,-75.316765
2467000000,-75.306679
2468000000,-75.534492
2469000000,-75.263908
2470000000,-75.068848
2471000000,-75.327606
2472000000,-75.196487
2473000000,-75.554047
2474000000,-75.527946
2475000000,-75.313942
2476000000,-75.647301
2477000000,-75.473869
2478000000,-75.629425
2479000000,-75.536064
2480000000,-75.649452
2481000000,-75.622215
2482000000,-75.742722
2483000000,-75.449875
2484000000,-75.767174
2485000000,-75.730515
2486000000,-75.738937
2487000000,-75.881859
2488000000,-75.927689
2489000000,-75.802078
2490000000,-76.187103
2491000000,-75.802849
2492000000,-75.897278
2493000000,-76.111595
2494000000,-76.084526
2495000000,-76.045639
2496000000,-76.117104
2497000000,-76.066208
2498000000,-76.220375
2499000000,-76.239487
2500000000,-76.097923
2501000000,-76.365044
2502000000,-76.458366
2503000000,-76.59671
2504000000,-76.298813
2505000000,-76.488403
2506000000,-76.391777
2507000000,-76.366867
2508000000,-76.592339
2509000000,-76.557755
2510000000,-76.573235
2511000000,-76.594162
2512000000,-76.723381
2513000000,-76.828041
2514000000,-76.607986
2515000000,-76.758324
2516000000,-76.708794
2517000000,-76.779991
2518000000,-76.826508
2519000000,-76.843498
2520000000,-76.916283
2521000000,-76.767082
2522000000,-77.031998
2523000000,-76.914841
2524000000,-77.106796
2525000000,-76.926056
2526000000,-77.286491
2527000000,-77.088791
2528000000,-77.047081
2529000000,-77.339836
2530000000,-77.170555
2531000000,-77.123604
2532000000,-77.226135
2533000000,-77.410378
2534000000,-77.411667
2535000000,-77.417877
2536000000,-77.246643
2537000000,-77.515839
2538000000,-77.376068
2539000000,-77.468315
2540000000,-77.484123
2541000000,-77.379219
2542000000,-77.598465
2543000000,-77.606415
2544000000,-77.485786
2545000000,-77.828918
2546000000,-77.730606
2547000000,-77.580605
2548000000,-77.801506
2549000000,-77.592514
2550000000,-77.928474
2551000000,-77.815063
2552000000,-78.012825
2553000000,-77.728447
2554000000,-77.88562
2555000000,-77.86972
2556000000,-77.835686
2557000000,-78.083771
2558000000,-77.953613
2559000000,-78.080467
2560000000,-78.235275
2561000000,-78.218445
2562000000,-78.193672
2563000000,-78.307648
2564000000,-78.228561
2565000000,-78.268501
2566000000,-78.392212
2567000000,-78.1931
2568000000,-78.550514
2569000000,-78.196259
2570000000,-78.546059
2571000000,-78.496262
2572000000,-78.742851
2573000000,-78.467407
2574000000,-78.615021
2575000000,-78.653168
2576000000,-78.59903
2577000000,-78.463264
2578000000,-78.78405
2579000000,-78.756607
2580000000,-78.858727
2581000000,-78.805115
2582000000,-78.809174
2583000000,-78.797165
2584000000,-78.78344
2585000000,-78.787231
2586000000,-78.810921
2587000000,-79.131653
2588000000,-78.732742
2589000000,-79.052711
2590000000,-78.909142
2591000000,-79.158905
2592000000,-79.033882
2593000000,-79.184006
2594000000,-79.270729
2595000000,-79.244064
2596000000,-79.371056
2597000000,-79.203362
2598000000,-79.27697
2599000000,-79.334183
2600000000,-79.548416
2601000000,-79.417625
2602000000,-79.474472
2603000000,-79.474365
2604000000,-79.522438
2605000000,-79.546143
2606000000,-79.563545
2607000000,-79.540901
2608000000,-79.549118
2609000000,-79.809044
2610000000,-79.617332
2611000000,-79.783371
2612000000,-79.791443
2613000000,-79.65316
2614000000,-79.865486
2615000000,-79.985458
2616000000,-79.918526
2617000000,-79.955109
2618000000,-80.014168
2619000000,-80.049492
2620000000,-79.973732
2621000000,-80.055969
2622000000,-79.940163
2623000000,-80.130127
2624000000,-80.139946
2625000000,-80.133797
2626000000,-80.295151
2627000000,-80.355904
2628000000,-80.285759
2629000000,-80.246414
2630000000,-80.503098
2631000000,-80.422699
2632000000,-80.443787
2633000000,-80.406708
2634000000,-80.655731
2635000000,-80.423119
2636000000,-80.557983
2637000000,-80.836777
2638000000,-80.594452
2639000000,-80.521255
2640000000,-80.910408
2641000000,-80.904442
2642000000,-80.786179
2643000000,-80.872795
2644000000,-80.910873
2645000000,-80.818565
2646000000,-80.942604
2647000000,-80.924965
2648000000,-81.031891
2649000000,-80.90303
2650000000,-80.920128
2651000000,-80.772316
2652000000,-81.308571
2653000000,-81.223289
2654000000,-81.117317
2655000000,-81.176414
2656000000,-81.041931
2657000000,-80.929504
2658000000,-81.291603
2659000000,-81.256882
2660000000,-81.398476
2661000000,-81.333122
2662000000,-81.267426
2663000000,-81.292419
2664000000,-81.304184
2665000000,-81.333206
2666000000,-81.466896
2667000000,-81.652359
2668000000,-81.530136
2669000000,-81.785637
2670000000,-81.688217
2671000000,-81.911682
2672000000,-81.702583
2673000000,-81.665619
2674000000,-81.637596
2675000000,-81.787086
2676000000,-81.748123
2677000000,-81.650871
2678000000,-82.129471
2679000000,-81.842674
2680000000,-82.001732
2681000000,-82.133842
2682000000,-81.967812
2683000000,-81.956352
2684000000,-81.98912
2685000000,-82.25428
2686000000,-82.091698
2687000000,-82.465927
2688000000,-82.162781
2689000000,-82.204292
2690000000,-82.215546
2691000000,-82.169479
2692000000,-82.375587
2693000000,-82.484192
2694000000,-82.407104
2695000000,-82.334229
2696000000,-82.450287
2697000000,-82.532486
2698000000,-82.652039
2699000000,-82.372894
2700000000,-82.730721
2701000000,-82.606003
2702000000,-82.649452
2703000000,-82.868874
2704000000,-82.955589
2705000000,-82.667778
2706000000,-82.689362
2707000000,-82.820786
2708000000,-82.720703
2709000000,-83.094566
2710000000,-82.884659
2711000000,-82.873741
2712000000,-83.065758
2713000000,-82.842979
2714000000,-83.023132
2715000000,-83.083252
2716000000,-82.928711
2717000000,-83.115036
2718000000,-83.092171
2719000000,-83.001686
2720000000,-83.298866
2721000000,-83.108765
2722000000,-83.117188
2723000000,-83.126022
2724000000,-83.160385
2725000000,-83.176102
2726000000,-83.43618
2727000000,-83.386307
2728000000,-83.487091
2729000000,-83.52832
2730000000,-83.296532
2731000000,-83.418915
2732000000,-83.604645
2733000000,-83.694305
2734000000,-83.680244
2735000000,-83.730499
2736000000,-83.811958
2737000000,-83.803627
2738000000,-83.775246
2739000000,-83.706734
2740000000,-83.733955
2741000000,-83.842079
2742000000,-84.009041
2743000000,-83.849159
2744000000,-84.042847
2745000000,-84.016785
2746000000,-83.986794
2747000000,-83.864349
2748000000,-84.093338
2749000000,-84.033188
2750000000,-83.990021
2751000000,-84.23008
2752000000,-84.079758
2753000000,-84.286156
2754000000,-84.322838
2755000000,-84.208473
2756000000,-84.145454
2757000000,-84.38755
2758000000,-84.250702
2759000000,-84.406563
2760000000,-84.432732
2761000000,-84.513893
2762000000,-84.563019
2763000000,-84.613098
2764000000,-84.628479
2765000000,-84.835152
2766000000,-84.575874
2767000000,-84.603958
2768000000,-84.622475
2769000000,-84.649506
2770000000,-84.87439
2771000000,-84.84613
2772000000,-84.755714
2773000000,-84.745384
2774000000,-84.814423
2775000000,-84.980988
2776000000,-84.914536
2777000000,-85.089989
2778000000,-85.085335
2779000000,-84.99482
2780000000,-85.064148
2781000000,-85.128334
2782000000,-85.216087
2783000000,-85.172203
2784000000,-85.221222
2785000000,-85.214523
2786000000,-85.134087
2787000000,-85.370613
2788000000,-85.208527
2789000000,-85.359497
2790000000,-85.422585
2791000000,-85.46804
2792000000,-85.632668
2793000000,-85.40033
2794000000,-85.260529
2795000000,-85.357498
2796000000,-85.440147
2797000000,-85.344597
2798000000,-85.822426
2799000000,-85.658821
2800000000,-85.64534
2801000000,-85.836876
2802000000,-85.722618
2803000000,-85.545036
2804000000,-85.893578
2805000000,-86.073669
2806000000,-85.77607
2807000000,-85.817184
2808000000,-85.964569
2809000000,-85.911766
2810000000,-86.217972
2811000000,-86.05233
2812000000,-85.917137
2813000000,-86.092941
2814000000,-86.063118
2815000000,-86.095215
2816000000,-86.170364
2817000000,-86.383072
2818000000,-86.196419
2819000000,-86.403503
2820000000,-86.298943
2821000000,-86.197357
2822000000,-86.416534
2823000000,-86.215942
2824000000,-86.227028
2825000000,-86.294792
2826000000,-86.481918
2827000000,-86.36924
2828000000,-86.598442
2829000000,-86.461205
2830000000,-86.630569
2831000000,-86.420113
2832000000,-86.504082
2833000000,-86.584221
2834000000,-86.921593
2835000000,-86.664063
2836000000,-86.710762
2837000000,-86.871628
2838000000,-86.745613
2839000000,-86.770462
2840000000,-86.816246
2841000000,-86.834808
2842000000,-87.037201
2843000000,-86.914101
2844000000,-87.233337
2845000000,-86.980057
2846000000,-86.922302
2847000000,-87.098518
2848000000,-87.024681
2849000000,-87.215157
2850000000,-87.234863
2851000000,-87.27462
2852000000,-87.240631
2853000000,-87.132927
2854000000,-87.276573
2855000000,-87.197891
2856000000,-87.398155
2857000000,-87.137428
2858000000,-87.169533
2859000000,-87.395172
2860000000,-87.292007
2861000000,-87.625816
2862000000,-87.396782
2863000000,-87.564384
2864000000,-87.443031
2865000000,-87.585106
2866000000,-87.595467
2867000000,-87.665169
2868000000,-87.962578
2869000000,-87.86412
2870000000,-87.747726
2871000000,-87.944809
2872000000,-87.845749
2873000000,-88.035362
2874000000,-87.92305
2875000000,-87.915619
2876000000,-88.163635
2877000000,-87.988312
2878000000,-87.760246
2879000000,-88.026154
2880000000,-88.164963
2881000000,-87.98558
2882000000,-88.189896
2883000000,-88.041496
2884000000,-88.056381
2885000000,-88.186775
2886000000,-88.340645
2887000000,-88.410965
2888000000,-88.371582
2889000000,-88.30925
2890000000,-88.503029
2891000000,-88.436356
2892000000,-88.47374
2893000000,-88.347458
2894000000,-88.558571
2895000000,-88.526909
2896000000,-88.448196
2897000000,-88.57489
2898000000,-88.438202
2899000000,-88.526344
2900000000,-88.567154
2901000000,-88.947273
2902000000,-88.599396
2903000000,-88.814789
2904000000,-88.720459
2905000000,-88.772156
2906000000,-88.830505
2907000000,-88.828423
2908000000,-88.856674
2909000000,-89.019478
2910000000,-88.785027
2911000000,-88.9664
2912000000,-89.024681
2913000000,-89.070412
2914000000,-89.191101
2915000000,-88.987816
2916000000,-89.291489
2917000000,-89.434853
2918000000,-89.273903
2919000000,-89.189957
2920000000,-89.290939
2921000000,-89.471436
2922000000,-89.519264
2923000000,-89.492355
2924000000,-89.424263
2925000000,-89.343887
2926000000,-89.491554
2927000000,-89.454788
2928000000,-89.357437
2929000000,-89.651382
2930000000,-89.506248
2931000000,-89.418236
2932000000,-89.566902
2933000000,-89.678108
2934000000,-89.831055
2935000000,-89.678841
2936000000,-89.779465
2937000000,-89.787857
2938000000,-89.801659
2939000000,-89.836975
2940000000,-89.81913
2941000000,-89.712204
2942000000,-89.898079
2943000000,-90.110161
2944000000,-90.160378
2945000000,-90.00666
2946000000,-89.945915
2947000000,-90.16433
2948000000,-90.077019
2949000000,-90.037033
2950000000,-90.190819
2951000000,-90.27597
2952000000,-90.167702
2953000000,-90.217331
2954000000,-90.468056
2955000000,-90.273605
2956000000,-90.223732
2957000000,-90.362175
2958000000,-90.235939
2959000000,-90.368904
2960000000,-90.412987
2961000000,-90.696846
2962000000,-90.549706
2963000000,-90.643738
2964000000,-90.553818
2965000000,-90.59124
2966000000,-90.702057
2967000000,-90.869568
2968000000,-90.827141
2969000000,-90.681786
2970000000,-90.573997
2971000000,-90.959435
2972000000,-90.703339
2973000000,-90.81086
2974000000,-91.015091
2975000000,-90.827461
2976000000,-90.832634
2977000000,-90.844574
2978000000,-90.742798
2979000000,-90.95137
2980000000,-91.137215
2981000000,-91.03157
2982000000,-91.022247
2983000000,-91.034332
2984000000,-91.159821
2985000000,-91.220901
2986000000,-91.164955
2987000000,-91.317078
2988000000,-91.263168
2989000000,-91.387794
2990000000,-91.454338
2991000000,-91.382675
2992000000,-91.442261
2993000000,-91.444481
2994000000,-91.279015
2995000000,-91.539635
2996000000,-91.555687
2997000000,-91.726891
2998000000,-91.601395
2999000000,-91.790619
3000000000,-91.622787
3001000000,-91.682068
3002000000,-91.72551
3003000000,-91.662476
3004000000,-91.821739
3005000000,-91.813683
3006000000,-91.845947
3007000000,-91.876534
3008000000,-91.852692
3009000000,-91.951324
3010000000,-91.783951
3011000000,-91.977356
3012000000,-92.100975
3013000000,-92.080093
3014000000,-92.026794
3015000000,-92.18013
3016000000,-92.175354
3017000000,-92.121635
3018000000,-92.079155
3019000000,-92.281464
3020000000,-92.319839
3021000000,-92.13826
3022000000,-92.281044
3023000000,-92.331306
3024000000,-92.280197
3025000000,-92.292503
3026000000,-92.280449
3027000000,-92.706848
3028000000,-92.334496
3029000000,-92.712364
3030000000,-92.660027
3031000000,-92.658531
3032000000,-92.512436
3033000000,-92.737663
3034000000,-92.666527
3035000000,-92.707016
3036000000,-92.557335
3037000000,-92.883102
3038000000,-92.899681
3039000000,-92.8479
3040000000,-92.970528
3041000000,-92.877357
3042000000,-92.81839
3043000000,-92.975777
3044000000,-93.033943
3045000000,-93.002068
3046000000,-93.049789
3047000000,-93.014442
3048000000,-92.978477
3049000000,-93.148857
3050000000,-93.390968
3051000000,-93.232048
3052000000,-93.23774
3053000000,-93.3591
3054000000,-93.046631
3055000000,-93.357338
3056000000,-93.644577
3057000000,-93.418137
3058000000,-93.319283
3059000000,-93.37471
3060000000,-93.625404
3061000000,-93.314865
3062000000,-93.598633
3063000000,-93.507217
3064000000,-93.502426
3065000000,-93.637085
3066000000,-93.412704
3067000000,-93.406425
3068000000,-93.758095
3069000000,-93.714958
3070000000,-93.847862
3071000000,-93.896919
3072000000,-93.667877
3073000000,-93.773964
3074000000,-93.924728
3075000000,-93.985909
3076000000,-93.889
3077000000,-93.87027
3078000000,-94.133911
3079000000,-93.934303
3080000000,-94.110558
3081000000,-94.259354
3082000000,-94.148384
3083000000,-93.864754
3084000000,-94.110031
3085000000,-94.289314
3086000000,-94.255318
3087000000,-94.225693
3088000000,-94.313889
3089000000,-94.188324
3090000000,-94.440552
3091000000,-94.184502
3092000000,-94.37426
3093000000,-94.540161
3094000000,-94.426559
3095000000,-94.545288
3096000000,-94.59201
3097000000,-94.607933
3098000000,-94.440819
3099000000,-94.632111
3100000000,-94.601227
3101000000,-94.733681
3102000000,-94.719025
3103000000,-94.668678
3104000000,-94.907845
3105000000,-94.743668
3106000000,-95.012207
3107000000,-94.820198
3108000000,-95.034027
3109000000,-94.986206
3110000000,-95.069313
3111000000,-95.051399
3112000000,-95.081512
3113000000,-94.916321
3114000000,-94.948219
3115000000,-95.112686
3116000000,-95.188164
3117000000,-95.031349
3118000000,-95.365425
3119000000,-95.309364
3120000000,-95.145416
3121000000,-95.301941
3122000000,-95.350197
3123000000,-95.548943
3124000000,-95.416344
3125000000,-95.579521
3126000000,-95.451561
3127000000,-95.769539
3128000000,-95.533211
3129000000,-95.706154
3130000000,-95.79612
3131000000,-95.5327
3132000000,-95.693436
3133000000,-95.78878
3134000000,-95.845802
3135000000,-95.941368
3136000000,-95.894569
3137000000,-95.835327
3138000000,-95.909325
3139000000,-96.073875
3140000000,-95.854958
3141000000,-95.906143
3142000000,-95.969795
3143000000,-95.892296
3144000000,-95.866562
3145000000,-96.087547
3146000000,-96.178291
3147000000,-96.233215
3148000000,-96.242416
3149000000,-96.312126
3150000000,-96.344406
3151000000,-96.31768
3152000000,-96.411263
3153000000,-96.452705
3154000000,-96.224495
3155000000,-96.444771
3156000000,-96.319237
3157000000,-96.622887
3158000000,-96.375092
3159000000,-96.63208
3160000000,-96.515213
3161000000,-96.616196
3162000000,-96.546593
3163000000,-96.766777
3164000000,-96.933395
3165000000,-96.85334
3166000000,-96.658653
3167000000,-96.907364
3168000000,-96.812668
3169000000,-96.885757
3170000000,-96.928864
3171000000,-96.936249
3172000000,-96.789856
3173000000,-97.021378
3174000000,-97.150871
3175000000,-97.238777
3176000000,-97.177818
3177000000,-97.23494
3178000000,-97.09005
3179000000,-97.192406
3180000000,-97.200081
3181000000,-97.294533
3182000000,-97.309891
3183000000,-97.272835
3184000000,-97.616051
3185000000,-97.29631
3186000000,-97.466347
3187000000,-97.432762
3188000000,-97.689934
3189000000,-97.711937
3190000000,-97.445251
3191000000,-97.540154
3192000000,-97.684319
3193000000,-97.540451
3194000000,-97.849144
3195000000,-97.740463
3196000000,-97.678177
3197000000,-97.723175
3198000000,-97.813896
3199000000,-97.802994
3200000000,-97.729263
3201000000,-97.948021
3202000000,-98.033997
3203000000,-97.844177
3204000000,-97.97065
3205000000,-98.05867
3206000000,-97.957008
3207000000,-98.073395
3208000000,-98.05513
3209000000,-98.094254
3210000000,-98.062599
3211000000,-98.193588
3212000000,-98.143433
3213000000,-98.047012
3214000000,-98.450523
3215000000,-98.115578
3216000000,-98.237961
3217000000,-98.388367
3218000000,-98.395157
3219000000,-98.380539
3220000000,-98.751297
3221000000,-98.354301
3222000000,-98.700829
3223000000,-98.580078
3224000000,-98.721886
3225000000,-98.588364
3226000000,-98.66571
3227000000,-98.941483
3228000000,-98.875954
3229000000,-98.819557
3230000000,-98.922432
3231000000,-98.92971
3232000000,-98.866501
3233000000,-98.94957
3234000000,-99.143028
3235000000,-98.978455
3236000000,-99.018593
3237000000,-99.188042
3238000000,-99.227036
3239000000,-98.966652
3240000000,-99.109642
3241000000,-99.183411
3242000000,-99.368393
3243000000,-99.117744
3244000000,-99.33136
3245000000,-99.552116
3246000000,-99.229843
3247000000,-99.548546
3248000000,-99.428391
3249000000,-99.360863
3250000000,-99.333633
3251000000,-99.528534
3252000000,-99.797829
3253000000,-99.751564
3254000000,-99.593948
3255000000,-99.674736
3256000000,-99.704727
3257000000,-99.585579
3258000000,-99.80172
3259000000,-99.828888
3260000000,-99.965103
3261000000,-99.900032
3262000000,-99.796692
3263000000,-100.01057
3264000000,-100.21387
3265000000,-99.963127
3266000000,-100.07118
3267000000,-99.943123
3268000000,-100.18144
3269000000,-100.0543
3270000000,-100.2979
3271000000,-100.25142
3272000000,-100.21059
3273000000,-100.19949
3274000000,-100.16493
3275000000,-100.39333
3276000000,-100.26494
3277000000,-100.54001
3278000000,-100.53091
3279000000,-100.44038
3280000000,-100.54292
3281000000,-100.68723
3282000000,-100.47274
3283000000,-100.67355
3284000000,-100.4163
3285000000,-100.70226
3286000000,-100.62469
3287000000,-100.79463
3288000000,-100.66331
3289000000,-100.74819
3290000000,-100.79606
3291000000,-100.83745
3292000000,-101.03959
3293000000,-100.87407
3294000000,-100.82662
3295000000,-100.86966
3296000000,-101.03669
3297000000,-100.93918
3298000000,-100.84119
3299000000,-101.10893
3300000000,-101.28722
3301000000,-101.15922
3302000000,-101.20541
3303000000,-101.03348
3304000000,-101.35275
3305000000,-101.12629
3306000000,-101.3939
3307000000,-101.41022
3308000000,-101.17397
3309000000,-101.51348
3310000000,-101.37572
3311000000,-101.41153
3312000000,-101.65795
3313000000,-101.66553
3314000000,-101.43457
3315000000,-101.62215
3316000000,-101.65234
3317000000,-101.7621
3318000000,-101.90383
3319000000,-101.55347
3320000000,-101.76725
3321000000,-101.90592
3322000000,-101.91889
3323000000,-102.00662
3324000000,-101.97523
3325000000,-101.78079
3326000000,-101.89431
3327000000,-101.90705
3328000000,-102.10281
3329000000,-101.99503
3330000000,-102.05565
3331000000,-101.90257
3332000000,-102.12277
3333000000,-102.01864
3334000000,-102.23653
3335000000,-102.20815
3336000000,-102.18719
3337000000,-102.03387
3338000000,-102.40427
3339000000,-102.08607
3340000000,-102.4464
3341000000,-102.3443
3342000000,-102.34013
3343000000,-102.49288
3344000000,-102.50377
3345000000,-102.5867
3346000000,-102.6422
3347000000,-102.49651
3348000000,-102.64113
3349000000,-102.7553
3350000000,-102.66914
3351000000,-102.84924
3352000000,-102.68537
3353000000,-102.65666
3354000000,-102.77434
3355000000,-102.8016
3356000000,-102.71203
3357000000,-103.09464
3358000000,-103.09776
3359000000,-103.0445
3360000000,-103.28152
3361000000,-103.03678
3362000000,-102.89868
3363000000,-103.24117
3364000000,-103.19338
3365000000,-103.24304
3366000000,-102.8698
3367000000,-103.27013
3368000000,-103.28108
3369000000,-103.37589
3370000000,-103.65791
3371000000,-103.34695
3372000000,-103.39198
3373000000,-103.55502
3374000000,-103.39677
3375000000,-103.46586
3376000000,-103.58665
3377000000,-103.59428
3378000000,-103.62714
3379000000,-103.75676
3380000000,-103.63062
3381000000,-103.56239
3382000000,-103.47231
3383000000,-103.71323
3384000000,-103.67647
3385000000,-103.89935
3386000000,-104.02932
3387000000,-103.74489
3388000000,-103.97266
3389000000,-103.96695
3390000000,-104.13924
3391000000,-103.86494
3392000000,-103.90756
3393000000,-104.05509
3394000000,-103.98775
3395000000,-104.19031
3396000000,-104.14034
3397000000,-104.10037
3398000000,-104.27081
3399000000,-104.13363
3400000000,-104.17113
3401000000,-104.18304
3402000000,-104.30717
3403000000,-104.40826
3404000000,-104.53845
3405000000,-104.39181
3406000000,-104.38981
3407000000,-104.52588
3408000000,-104.28535
3409000000,-104.58846
3410000000,-104.59862
3411000000,-104.38045
3412000000,-104.65209
3413000000,-104.46433
3414000000,-104.54524
3415000000,-104.57143
3416000000,-104.80364
3417000000,-104.73949
3418000000,-104.92287
3419000000,-104.72942
3420000000,-104.79679
3421000000,-104.74107
3422000000,-104.99783
3423000000,-104.81721
3424000000,-104.85425
3425000000,-105.00417
3426000000,-105.14818
3427000000,-105.21062
3428000000,-105.04979
3429000000,-105.12432
3430000000,-105.12051
3431000000,-104.97159
3432000000,-105.29271
3433000000,-105.24029
3434000000,-105.2552
3435000000,-105.2063
3436000000,-105.35671
3437000000,-105.48025
3438000000,-105.20708
3439000000,-105.58035
3440000000,-105.4232
3441000000,-105.32325
3442000000,-105.47777
3443000000,-105.64124
3444000000,-105.51575
3445000000,-105.63303
3446000000,-105.60056
3447000000,-105.79872
3448000000,-105.51685
3449000000,-105.66376
3450000000,-105.53746
3451000000,-105.72462
3452000000,-105.71902
3453000000,-106.00224
3454000000,-105.74957
3455000000,-105.89525
3456000000,-105.98372
3457000000,-105.85464
3458000000,-105.8391
3459000000,-105.75098
3460000000,-105.99711
3461000000,-106.21129
3462000000,-106.07435
3463000000,-106.21726
3464000000,-106.20654
3465000000,-106.15289
3466000000,-106.41611
3467000000,-105.93945
3468000000,-106.2038
3469000000,-106.3026
3470000000,-106.35174
3471000000,-106.24691
3472000000,-106.59841
3473000000,-106.40313
3474000000,-106.54038
3475000000,-106.46942
3476000000,-106.67427
3477000000,-106.4593
3478000000,-106.61298
3479000000,-106.50761
3480000000,-106.49533
3481000000,-106.78181
3482000000,-106.73156
3483000000,-106.41473
3484000000,-106.78641
3485000000,-106.91837
3486000000,-106.72075
3487000000,-106.88126
3488000000,-106.97993
3489000000,-106.81113
3490000000,-106.92133
3491000000,-106.80935
3492000000,-107.02325
3493000000,-107.11846
3494000000,-107.1665
3495000000,-107.1049
3496000000,-106.87089
3497000000,-107.11722
3498000000,-106.99296
3499000000,-107.16329
3500000000,-107.30191
3501000000,-107.11604
3502000000,-107.16758
3503000000,-107.48441
3504000000,-107.25941
3505000000,-107.30965
3506000000,-107.27031
3507000000,-107.53432
3508000000,-107.57252
3509000000,-107.50398
3510000000,-107.75727
3511000000,-107.70496
3512000000,-107.72057
3513000000,-107.5079
3514000000,-107.66688
3515000000,-107.74129
3516000000,-107.72822
3517000000,-107.69439
3518000000,-107.75456
3519000000,-107.85178
3520000000,-107.52345
3521000000,-107.8178
3522000000,-107.93902
3523000000,-107.98612
3524000000,-107.92459
3525000000,-108.14935
3526000000,-107.87087
3527000000,-108.09889
3528000000,-108.01242
3529000000,-108.02995
3530000000,-108.4472
3531000000,-108.22707
3532000000,-108.20161
3533000000,-108.1324
3534000000,-108.40913
3535000000,-108.33279
3536000000,-108.11422
3537000000,-108.24263
3538000000,-108.61543
3539000000,-108.41439
