!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 08, 2016 15:09:01
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°)
1671000000,-8.1277037,-102.59099
1672000000,-8.1551285,-102.57128
1673000000,-8.1303101,-102.69068
1674000000,-8.1472597,-102.88264
1675000000,-8.1524754,-102.92549
1676000000,-8.1725702,-102.98351
1677000000,-8.1519423,-103.06977
1678000000,-8.176734,-103.09416
1679000000,-8.1576757,-103.31561
1680000000,-8.1912422,-103.2454
1681000000,-8.1843739,-103.2257
1682000000,-8.1785269,-103.53088
1683000000,-8.1635656,-103.65932
1684000000,-8.1881657,-103.49862
1685000000,-8.2004061,-103.57853
1686000000,-8.2093782,-103.9285
1687000000,-8.1881933,-103.89362
1688000000,-8.2095098,-103.83613
1689000000,-8.1911201,-104.05433
1690000000,-8.2153006,-104.0122
1691000000,-8.2165642,-104.04639
1692000000,-8.203414,-104.28944
1693000000,-8.2414885,-104.43472
1694000000,-8.213191,-104.60976
1695000000,-8.2323427,-104.64587
1696000000,-8.2157412,-104.75235
1697000000,-8.2478657,-104.73336
1698000000,-8.2512579,-104.79967
1699000000,-8.2280836,-104.96381
1700000000,-8.2332964,-104.8465
1701000000,-8.2350941,-104.91849
1702000000,-8.2891178,-105.21901
1703000000,-8.2399273,-105.37878
1704000000,-8.2796021,-105.17743
1705000000,-8.2972021,-105.50967
1706000000,-8.2944241,-105.48342
1707000000,-8.2957935,-105.77457
1708000000,-8.2637844,-105.81829
1709000000,-8.286891,-105.77406
1710000000,-8.2823067,-105.86412
1711000000,-8.2801905,-105.82313
1712000000,-8.2898026,-106.05763
1713000000,-8.3201733,-106.35262
1714000000,-8.3218136,-106.47659
1715000000,-8.3141584,-106.32789
1716000000,-8.3362932,-106.48776
1717000000,-8.3096819,-106.50141
1718000000,-8.353137,-106.58485
1719000000,-8.3390741,-106.69543
1720000000,-8.325841,-106.61563
1721000000,-8.3500118,-106.86618
1722000000,-8.3665266,-106.87164
1723000000,-8.34375,-106.89726
1724000000,-8.3409958,-107.22042
1725000000,-8.353632,-107.27201
1726000000,-8.3612089,-107.42139
1727000000,-8.3519344,-107.17768
1728000000,-8.3775139,-107.30104
1729000000,-8.3643217,-107.51657
1730000000,-8.379837,-107.74586
1731000000,-8.3663406,-107.66685
1732000000,-8.3853617,-108.03695
1733000000,-8.3724775,-108.08752
1734000000,-8.3818455,-108.01398
1735000000,-8.3961353,-107.80408
1736000000,-8.3695641,-108.23344
