!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 13:44:24
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,-62.359669,-147.84789
1001000000,-61.167324,-147.72012
1002000000,-63.113087,-147.69635
1003000000,-62.187645,-147.97263
1004000000,-62.920292,-148.22067
1005000000,-62.588562,-148.34241
1006000000,-63.130203,-148.53918
1007000000,-65.421997,-148.46495
1008000000,-65.931824,-148.67293
1009000000,-65.059669,-148.92966
1010000000,-64.574234,-148.8992
1011000000,-65.457939,-149.32843
1012000000,-66.25074,-149.44186
1013000000,-67.489418,-149.7476
1014000000,-65.52655,-149.73221
1015000000,-67.362518,-149.88771
1016000000,-64.952332,-149.89763
1017000000,-67.539803,-150.10562
1018000000,-68.619125,-150.37778
1019000000,-66.47049,-150.46552
1020000000,-68.0261,-150.55299
1021000000,-68.972771,-150.62309
1022000000,-66.738541,-150.74617
1023000000,-68.030846,-151.02786
1024000000,-68.718636,-151.06808
1025000000,-69.659714,-151.2906
1026000000,-69.94059,-151.34718
1027000000,-70.308006,-151.66989
1028000000,-67.860275,-151.85863
1029000000,-70.474167,-151.95097
1030000000,-70.113495,-152.14052
1031000000,-69.641029,-152.02299
1032000000,-71.032372,-152.28224
1033000000,-70.300598,-152.57861
1034000000,-70.848907,-152.54984
1035000000,-69.383736,-152.77586
1036000000,-70.742653,-153.0076
1037000000,-71.407448,-153.00891
1038000000,-71.506866,-153.16
1039000000,-71.226746,-153.50566
1040000000,-70.003853,-153.49928
1041000000,-71.609276,-153.72324
1042000000,-70.609283,-153.74127
1043000000,-71.968063,-153.87918
1044000000,-71.363609,-154.06476
1045000000,-71.622993,-154.34836
1046000000,-72.235542,-154.35735
1047000000,-71.826935,-154.66125
1048000000,-72.268547,-154.77968
1049000000,-72.757988,-154.77969
1050000000,-72.747108,-154.99394
1051000000,-72.762779,-155.10463
1052000000,-73.552727,-155.39583
1053000000,-73.839584,-155.44402
1054000000,-75.293236,-155.50595
1055000000,-75.611832,-155.57428
1056000000,-75.791794,-155.8882
1057000000,-75.138779,-155.95096
1058000000,-75.029854,-156.36472
1059000000,-75.848259,-156.2999
1060000000,-76.629128,-156.43823
1061000000,-76.675873,-156.50293
1062000000,-76.872108,-156.8286
1063000000,-75.539124,-157.00586
1064000000,-77.829247,-157.01869
1065000000,-77.913116,-157.13466
1066000000,-77.05381,-157.27344
1067000000,-77.587341,-157.49501
1068000000,-77.50824,-157.49062
1069000000,-78.342781,-157.96025
1070000000,-78.001572,-157.86513
1071000000,-78.481903,-158.00864
1072000000,-78.00972,-158.09708
1073000000,-79.234596,-158.34984
1074000000,-79.231918,-158.38377
1075000000,-79.991127,-158.75635
1076000000,-78.161674,-158.78885
1077000000,-80.240326,-158.78221
1078000000,-80.367958,-159.0679
1079000000,-79.249886,-159.31053
1080000000,-79.320084,-159.48589
1081000000,-80.309196,-159.6172
1082000000,-79.644035,-159.74052
1083000000,-80.595512,-159.76857
1084000000,-80.502716,-159.90938
1085000000,-81.031685,-160.17776
1086000000,-80.949051,-160.22101
1087000000,-81.736092,-160.52231
1088000000,-82.114166,-160.63441
1089000000,-81.595772,-160.60869
1090000000,-81.667252,-160.76479
1091000000,-82.205887,-160.94208
1092000000,-82.688599,-161.17896
1093000000,-82.964455,-161.27646
1094000000,-82.933563,-161.39789
1095000000,-83.706779,-161.67587
1096000000,-84.691223,-161.64767
1097000000,-84.311768,-161.95097
1098000000,-83.276176,-162.1062
1099000000,-85.491203,-162.27325
1100000000,-84.281693,-162.55469
1101000000,-86.231079,-162.52992
1102000000,-85.35424,-162.56465
1103000000,-85.588791,-162.98691
1104000000,-84.43338,-162.93677
1105000000,-86.079544,-163.03418
1106000000,-86.652206,-163.16476
1107000000,-86.302124,-163.3754
1108000000,-86.139626,-163.67831
1109000000,-86.806618,-163.713
