"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-4.27041239838143,-10.4660130517975,-4.25687369164732,-10.3335051538269
1.001,-4.2669658770643,-10.4813919135872,-4.25341773404525,-10.3482854226092
1.002,-4.26351757487757,-10.4969223285423,-4.24996020822879,-10.3632329280899
1.003,-4.26006751636613,-10.5126046077161,-4.24650113949473,-10.3783480425238
1.004,-4.2566157262879,-10.5284390532287,-4.24304055335388,-10.3936311261752
1.005,-4.25316222961537,-10.5444259582231,-4.2395784755326,-10.4090825272463
1.006,-4.24970705153714,-10.5605656068235,-4.23611493197436,-10.4247025818086
1.007,-4.24625021745946,-10.5768582740959,-4.23264994884121,-10.4404916137386
1.008,-4.24279175300775,-10.5933042260114,-4.2291835525154,-10.4564499346562
1.009,-4.23933168402822,-10.6099037194111,-4.22571576960087,-10.4725778438679
1.01,-4.23587003658938,-10.6266570019743,-4.22224662692489,-10.4888756283124
1.011,-4.23240683698364,-10.6435643121886,-4.21877615153954,-10.5053435625111
1.012,-4.22894211172892,-10.6606258793223,-4.21530437072338,-10.5219819085214
1.013,-4.22547588757023,-10.6778419233994,-4.211831311983,-10.5387909158941
1.014,-4.22200819148128,-10.6952126551772,-4.20835700305463,-10.5557708216346
1.015,-4.21853905066611,-10.712738276126,-4.20488147190578,-10.5729218501678
1.016,-4.2150684925607,-10.7304189784109,-4.2014047467368,-10.5902442133069
1.017,-4.21159654483463,-10.7482549448774,-4.19792685598261,-10.6077381102258
1.018,-4.20812323539271,-10.7662463490374,-4.19444782831424,-10.6254037274353
1.019,-4.20464859237666,-10.7843933550595,-4.19096769264057,-10.6432412387632
1.02,-4.20117264416678,-10.8026961177603,-4.18748647810995,-10.6612508053384
1.021,-4.19769541938359,-10.8211547825992,-4.18400421411188,-10.6794325755784
1.022,-4.19421694688958,-10.8397694856747,-4.18052093027868,-10.6977866851807
1.023,-4.19073725579087,-10.8585403537237,-4.17703665648723,-10.7163132571182
1.024,-4.18725637543892,-10.8774675041229,-4.17355142286064,-10.7350124016384
1.025,-4.18377433543228,-10.8965510448926,-4.17006525976995,-10.7538842162658
1.026,-4.18029116561827,-10.9157910747029,-4.1665781978359,-10.7729287858087
1.027,-4.17680689609481,-10.9351876828824,-4.16309026793062,-10.7921461823696
1.028,-4.17332155721207,-10.9547409494286,-4.15960150117942,-10.811536465359
1.029,-4.16983517957431,-10.9744509450216,-4.15611192896249,-10.8310996815129
1.03,-4.16634779404158,-10.9943177310388,-4.15262158291674,-10.8508358649145
1.031,-4.1628594317316,-11.0143413595733,-4.14913049493752,-10.870745037019
1.032,-4.15937012402147,-11.0345218734534,-4.1456386971804,-10.8908272066818
1.033,-4.15587990254951,-11.0548593062646,-4.14214622206302,-10.9110823701911
1.034,-4.15238879921707,-11.075353682374,-4.13865310226686,-10.931510511303
1.035,-4.14889684619037,-11.096005016957,-4.13515937073907,-10.9521116012809
1.036,-4.14540407590231,-11.1168133160252,-4.1316650606943,-10.9728855989379
1.037,-4.14191052105434,-11.1377785764576,-4.12817020561655,-10.9938324506824
1.038,-4.13841621461832,-11.158900786033,-4.12467483926098,-11.0149520905678
1.039,-4.13492118983835,-11.1801799234648,-4.12117899565583,-11.0362444403444
1.04,-4.1314254802327,-11.2016159584374,-4.11768270910425,-11.0577094095154
1.041,-4.12792911959569,-11.223208851645,-4.11418601418621,-11.079346895396
1.042,-4.12443214199958,-11.2449585548323,-4.11068894576037,-11.1011567831747
1.043,-4.12093458179646,-11.2668650108364,-4.10719153896599,-11.1231389459789
1.044,-4.11743647362023,-11.2889281536312,-4.10369382922488,-11.1452932449428
1.045,-4.1139378523885,-11.3111479083735,-4.10019585224326,-11.1676195292781
1.046,-4.11043875330452,-11.3335241914504,-4.09669764401376,-11.1901176363477
1.047,-4.10693921185918,-11.3560569105287,-4.09319924081735,-11.2127873917425
1.048,-4.10343926383294,-11.378745964606,-4.08970067922527,-11.2356286093607
1.049,-4.09993894529783,-11.401591244063,-4.08620199610103,-11.2586410914892
1.05,-4.09643829261943,-11.4245926307181,-4.0827032286024,-11.2818246288885
1.051,-4.09293734245889,-11.4477499978822,-4.07920441418337,-11.3051790008791
1.052,-4.08943613177489,-11.4710632104164,-4.07570559059617,-11.3287039754313
1.053,-4.08593469782575,-11.49453212479,-4.0722067958933,-11.3523993092564
1.054,-4.08243307817139,-11.5181565891402,-4.06870806842953,-11.3762647479008
1.055,-4.07893131067539,-11.5419364433329,-4.06520944686394,-11.4003000258414
1.056,-4.07542943350707,-11.5658715190254,-4.06171097016197,-11.4245048665844
1.057,-4.07192748514357,-11.5899616397289,-4.0582126775975,-11.4488789827645
1.058,-4.06842550437187,-11.6142066208733,-4.0547146087549,-11.4734220762473
1.059,-4.06492353029093,-11.6386062698727,-4.0512168035311,-11.4981338382325
1.06,-4.0614216023138,-11.6631603861913,-4.0477193021377,-11.5230139493595
1.061,-4.05791976016969,-11.687868761411,-4.04422214510308,-11.548062079814
1.062,-4.05441804390613,-11.7127311792993,-4.04072537327449,-11.5732778894367
1.063,-4.05091649389108,-11.7377474158782,-4.0372290278202,-11.5986610278328
1.064,-4.04741515081513,-11.7629172394936,-4.03373315023162,-11.6242111344834
1.065,-4.04391405569359,-11.7882404108858,-4.03023778232546,-11.6499278388573
1.066,-4.0404132498687,-11.8137166832598,-4.02674296624589,-11.675810760525
1.067,-4.0369127750118,-11.839345802357,-4.02324874446669,-11.7018595092727
1.068,-4.03341267312554,-11.8651275065266,-4.01975515979346,-11.7280736852176
1.069,-4.02991298654608,-11.8910615267976,-4.01626225536581,-11.7544528789241
1.07,-4.02641375794527,-11.9171475869517,-4.01277007465955,-11.7809966715207
1.071,-4.02291503033294,-11.9433854035949,-4.00927866148889,-11.8077046348172
1.072,-4.01941684705908,-11.9697746862312,-4.00578806000872,-11.8345763314227
1.073,-4.01591925181613,-11.996315137335,-4.00229831471682,-11.8616113148637
1.074,-4.01242228864123,-12.0230064524236,-3.99880947045609,-11.8888091297027
1.075,-4.00892600191847,-12.0498483201309,-3.99532157241685,-11.9161693116572
1.076,-4.00543043638124,-12.076840422279,-3.99183466613907,-11.9436913877181
1.077,-4.00193563711445,-12.1039824339513,-3.98834879751469,-11.9713748762686
1.078,-3.99844164955687,-12.1312740235643,-3.98486401278993,-11.9992192872028
1.079,-3.99494851950346,-12.1587148529399,-3.98138035856751,-12.0272241220441
1.08,-3.9914562931077,-12.1863045773762,-3.97789788180909,-12.0553888740632
1.081,-3.9879650168839,-12.2140428457187,-3.97441662983747,-12.0837130283956
1.082,-3.9844747377096,-12.2419293004304,-3.97093665033906,-12.1121960621586
1.083,-3.98098550282789,-12.2699635776619,-3.96745799136615,-12.1408374445676
1.084,-3.97749735984983,-12.2981453073196,-3.96398070133925,-12.1696366370519
1.085,-3.97401035675678,-12.3264741131346,-3.96050482904957,-12.1985930933688
1.086,-3.97052454190288,-12.3549496127293,-3.9570304236613,-12.2277062597179
1.087,-3.96703996401737,-12.3835714176841,-3.95355753471405,-12.256975574853
1.088,-3.96355667220708,-12.4123391336024,-3.95008621212528,-12.2864004701943
1.089,-3.96007471595885,-12.4412523601749,-3.94661650619267,-12.3159803699377
1.09,-3.95659414514194,-12.4703106912424,-3.94314846759658,-12.345714691164
1.091,-3.95311501001052,-12.4995137148578,-3.93968214740249,-12.3756028439458
1.092,-3.94963736120613,-12.5288610133461,-3.93621759706346,-12.4056442314531
1.093,-3.94616124976013,-12.5583521633635,-3.93275486842256,-12.4358382500574
1.094,-3.94268672709625,-12.5879867359548,-3.92929401371539,-12.4661842894332
1.095,-3.93921384503303,-12.6177642966095,-3.92583508557252,-12.4966817326587
1.096,-3.93574265578637,-12.6476844053156,-3.92237813702202,-12.5273299563136
1.097,-3.93227321197202,-12.6777466166124,-3.91892322149197,-12.5581283305748
1.098,-3.92880556660814,-12.7079504796412,-3.91547039281293,-12.5890762193109
1.099,-3.92533977311785,-12.7382955381939,-3.91201970522055,-12.6201729801728
1.1,-3.92187588533176,-12.7687813307601,-3.90857121335802,-12.6514179646835
1.101,-3.91841395749055,-12.7994073905717,-3.90512497227871,-12.6828105183239
1.102,-3.91495404424754,-12.8301732456456,-3.90168103744865,-12.7143499806172
1.103,-3.91149620067131,-12.8610784188245,-3.89823946474916,-12.74603568521
1.104,-3.90804048224826,-12.8921224278146,-3.89480031047941,-12.7778669599505
1.105,-3.90458694488524,-12.923304785222,-3.89136363135903,-12.8098431269642
1.106,-3.90113564491216,-12.9546249985857,-3.88792948453067,-12.8419635027262
1.107,-3.89768663908463,-12.986082570409,-3.88449792756268,-12.874227398131
1.108,-3.8942399845866,-13.0176769981874,-3.88106901845169,-12.9066341185582
1.109,-3.89079573903305,-13.0494077744345,-3.87764281562527,-12.939182963936
1.11,-3.88735396047254,-13.0812743867049,-3.87421937794454,-12.9718732288002
1.111,-3.88391470739005,-13.1132763176143,-3.87079876470686,-13.004704202351
1.112,-3.8804780387095,-13.1454130448569,-3.86738103564853,-13.0376751685053
1.113,-3.87704401379658,-13.1776840412192,-3.86396625094737,-13.0707854059454
1.114,-3.87361269246135,-13.2100887745916,-3.86055447122548,-13.1040341881647
1.115,-3.87018413496103,-13.2426267079762,-3.85714575755195,-13.1374207835089
1.116,-3.86675840200267,-13.2752972994918,-3.85374017144548,-13.1709444552137
1.117,-3.86333555474594,-13.3081000023752,-3.85033777487723,-13.2046044614381
1.118,-3.85991565480583,-13.3410342649794,-3.8469386302734,-13.2384000552939
1.119,-3.85649876425541,-13.3740995307684,-3.84354280051808,-13.2723304848715
1.12,-3.85308494562863,-13.4072952383082,-3.84015034895594,-13.3063949932602
1.121,-3.84967426192305,-13.4406208212545,-3.83676133939502,-13.3405928185655
1.122,-3.84626677660266,-13.4740757083362,-3.83337583610945,-13.3749231939215
1.123,-3.84286255360064,-13.5076593233359,-3.82999390384226,-13.4093853474982
1.124,-3.8394616573222,-13.5413710850657,-3.82661560780816,-13.4439785025053
1.125,-3.83606415264736,-13.5752104073397,-3.82324101369633,-13.4787018771906
1.126,-3.8326701049338,-13.6091766989419,-3.81987018767322,-13.5135546848337
1.127,-3.82927958001966,-13.6432693635908,-3.81650319638534,-13.5485361337353
