"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,2)) [deg]","ang_deg(S(3,1)) [deg]","ang_deg(S(3,2)) [deg]","ang_deg(S(3,3)) [deg]"
1.035,134.137448683106,-84.1167083065935,15.6341678495493,-84.2674105432009,-142.293448468362,14.5836370066283
1.036,134.114696200224,-84.1991001268308,15.5393077778311,-84.350227664257,-142.41364075344,14.4866049476189
1.037,134.091979972903,-84.2814945102181,15.4445115077365,-84.4330459996826,-142.53382109606,14.3896454397658
1.038,134.069299987017,-84.3638914559392,15.3497791517303,-84.5158655454261,-142.653989540499,14.292758592891
1.039,134.046656228574,-84.446290963173,15.2551108224496,-84.5986862974544,-142.774146130894,14.1959445169003
1.04,134.024048683719,-84.5286930310924,15.1605066326989,-84.6815082517539,-142.894290911245,14.0992033217767
1.041,134.001477338732,-84.611097658865,15.0659666954433,-84.7643314043298,-143.014423925413,14.0025351175758
1.042,133.978942180033,-84.6935048456532,14.9714911238008,-84.8471557512062,-143.13454521712,13.9059400144188
1.043,133.95644319418,-84.7759145906133,14.8770800310386,-84.9299812884263,-143.25465482995,13.8094181224878
1.044,133.933980367868,-84.8583268928971,14.7827335305635,-85.0128080120529,-143.37475280735,13.7129695520195
1.045,133.911553687932,-84.9407417516505,14.688451735918,-85.0956359181667,-143.494839192629,13.6165944133
1.046,133.889163141348,-85.0231591660148,14.5942347607719,-85.1784650028692,-143.614914028958,13.5202928166581
1.047,133.86680871523,-85.1055791351255,14.5000827189179,-85.26129526228,-143.734977359372,13.4240648724612
1.048,133.844490396833,-85.1880016581135,14.4059957242634,-85.3441266925387,-143.855029226768,13.3279106911075
1.049,133.822208173555,-85.2704267341044,14.3119738908252,-85.4269592898039,-143.975069673905,13.231830383022
1.05,133.799962032934,-85.3528543622191,14.2180173327224,-85.5097930502542,-144.095098743409,13.13582405865
1.051,133.777751962651,-85.4352845415735,14.1241261641704,-85.5926279700871,-144.215116477767,13.039891828452
1.052,133.755577950528,-85.5177172712786,14.0303004994745,-85.67546404552,-144.335122919329,12.944033802897
1.053,133.733439984533,-85.60015255044,13.9365404530237,-85.7583012727896,-144.455118110312,12.8482500924579
1.054,133.711338052777,-85.6825903781599,13.8428461392833,-85.8411396481525,-144.575102092796,12.7525408076054
1.055,133.689272143514,-85.7650307535348,13.7492176727901,-85.9239791678854,-144.695074908725,12.6569060588015
1.056,133.667242245144,-85.8474736756568,13.6556551681445,-86.0068198282838,-144.815036599907,12.5613459564959
1.057,133.645248346213,-85.9299191436135,13.5621587400051,-86.0896616256636,-144.934987208018,12.4658606111185
1.058,133.62329043541,-86.0123671564883,13.4687285030818,-86.1725045563608,-145.054926774596,12.3704501330738
1.059,133.601368501575,-86.0948177133597,13.3753645721297,-86.2553486167306,-145.174855341046,12.2751146327371
1.06,133.57948253369,-86.1772708133019,13.2820670619432,-86.338193803149,-145.29477294864,12.1798542204462
1.061,133.557632520888,-86.2597264553851,13.1888360873485,-86.4210401120112,-145.414679638512,12.0846690064982
1.062,133.53581845245,-86.342184638675,13.095671763198,-86.5038875397327,-145.534575451666,11.9895591011427
1.063,133.514040317802,-86.4246453622332,13.0025742043643,-86.5867360827499,-145.65446042897,11.8945246145755
1.064,133.492298106523,-86.5071086251169,12.9095435257327,-86.6695857375181,-145.77433461116,11.7995656569348
1.065,133.47059180834,-86.5895744263795,12.8165798421965,-86.7524365005131,-145.894198038838,11.7046823382951
1.066,133.44892141313,-86.6720427650703,12.7236832686492,-86.8352883682317,-146.014050752474,11.6098747686597
1.067,133.427286910921,-86.7545136402347,12.6308539199788,-86.9181413371901,-146.133892792403,11.5151430579581
1.068,133.405688291892,-86.8369870509141,12.5380919110617,-87.0009954039254,-146.25372419883,11.4204873160382
1.069,133.384125546373,-86.9194629961463,12.4453973567562,-87.0838505649948,-146.373545011826,11.3259076526616
1.07,133.362598664849,-87.0019414749649,12.352770371896,-87.166706816976,-146.493355271332,11.2314041774987
1.071,133.341107637953,-87.0844224864001,12.2602110712843,-87.249564156467,-146.613155017155,11.1369770001216
1.072,133.319652456477,-87.1669060294781,12.1677195696875,-87.3324225800863,-146.732944288971,11.0426262300001
1.073,133.298233111363,-87.2493921032222,12.0752959818283,-87.4152820844735,-146.852723126326,10.9483519764951
1.074,133.276849593707,-87.3318807066516,11.9829404223803,-87.4981426662882,-146.972491568633,10.854154348854
1.075,133.255501894762,-87.414371838782,11.8906530059616,-87.5810043222106,-147.092249655176,10.7600334562048
1.076,133.234190005937,-87.4968654986255,11.7984338471285,-87.6638670489418,-147.211997425106,10.6659894075502
1.077,133.212913918796,-87.5793616851916,11.7062830603683,-87.7467308432032,-147.331734917447,10.5720223117633
1.078,133.191673625057,-87.6618603974861,11.6142007600948,-87.8295957017382,-147.451462171089,10.4781322775803
1.079,133.170469116599,-87.7443616345113,11.5221870606411,-87.9124616213093,-147.571179224796,10.3843194135973
1.08,133.149300385457,-87.8268653952666,11.4302420762533,-87.9953285987008,-147.690886117198,10.2905838282634
1.081,133.128167423824,-87.9093716787481,11.3383659210852,-88.0781966307178,-147.810582886799,10.1969256298751
1.082,133.107070224053,-87.9918804839491,11.2465587091906,-88.1610657141862,-147.930269571974,10.1033449265719
1.083,133.086008778654,-88.0743918098598,11.1548205545189,-88.2439358459526,-148.049946210966,10.009841826331
1.084,133.064983080298,-88.1569056554673,11.0631515709078,-88.3268070228848,-148.169612841891,9.91641643696037
1.085,133.043993121817,-88.2394220197559,10.9715518720778,-88.4096792418719,-148.289269502738,9.8230688660947
1.086,133.023038896204,-88.3219409017072,10.8800215716252,-88.4925524998233,-148.408916231365,9.7297992211903
1.087,133.002120396611,-88.4044623003,10.7885607830173,-88.5754267936704,-148.528553065504,9.6366076095182
1.088,132.981237616355,-88.4869862145103,10.6971696195848,-88.658302120365,-148.648180042759,9.54349413816059
1.089,132.960390548914,-88.5695126433116,10.6058481945172,-88.7411784768803,-148.767797200606,9.45045891400451
1.09,132.93957918793,-88.6520415856743,10.5145966208561,-88.8240558602106,-148.887404576393,9.35750204373709
1.091,132.918803527207,-88.7345730405675,10.4234150114879,-88.906934267372,-149.007002207344,9.26462363383877
1.092,132.898063560716,-88.8171070069564,10.3323034791405,-88.9898136954006,-149.126590130551,9.17182379058105
1.093,132.877359282588,-88.8996434838048,10.2412621363747,-89.0726941413554,-149.246168382986,9.0791026200176
1.094,132.856690687126,-88.9821824700738,10.1502910955794,-89.1555756023154,-149.365737001489,8.98646022798191
1.095,132.836057768793,-89.0647239647222,10.0593904689656,-89.2384580753813,-149.485296022778,8.89389672008084
1.096,132.81546052222,-89.1472679667064,9.96856036856008,-89.3213415576757,-149.604845483442,8.80141220168911
1.097,132.794898942208,-89.2298144749812,9.87780090619935,-89.4042260463419,-149.724385419948,8.70900677794459
1.098,132.774373023722,-89.3123634884988,9.78711219352438,-89.4871115385453,-149.843915868634,8.61668055374329
1.099,132.753882761896,-89.3949150062093,9.69649434197371,-89.569998031472,-149.963436865716,8.52443363373404
1.1,132.733428152033,-89.4774690270615,9.60594746277788,-89.6528855223305,-150.082948447284,8.43226612231243
1.101,132.713009189605,-89.5600255500015,9.51547166695422,-89.7357740083501,-150.202450649303,8.34017812361759
1.102,132.692625870255,-89.6425845739738,9.42506706529983,-89.818663486782,-150.321943507614,8.24816974152487
1.103,132.672278189795,-89.7251460979213,9.33473376838642,-89.901553954899,-150.441427057935,8.15624107964253
1.104,132.651966144207,-89.8077101207849,9.24447188655416,-89.9844454099954,-150.560901335859,8.06439224130535
1.105,132.631689729648,-89.890276641504,9.15428152990572,-90.0673378493869,-150.680366376856,7.97262332957106
1.106,132.611448942442,-89.9728456590161,9.06416280830124,-90.1502312704115,-150.799822216273,7.88093444721301
1.107,132.591243779091,-90.0554171722575,8.97411583135102,-90.2331256704285,-150.919268889333,7.78932569671735
1.108,132.571074236266,-90.1379911801627,8.88414070841123,-90.3160210468187,-151.038706431138,7.69779718027679
1.109,132.550940310813,-90.2205676816651,8.79423754857717,-90.3989173969853,-151.158134876665,7.60634899978611
1.11,132.530841999755,-90.303146675696,8.70440646067793,-90.4818147183524,-151.27755426077,7.51498125683639
1.111,132.510779300285,-90.3857281611862,8.61464755327062,-90.5647130083665,-151.396964618189,7.42369405271168
1.112,132.490752209775,-90.4683121370645,8.52496093463484,-90.6476122644959,-151.516365983532,7.33248748838147
1.113,132.470760725772,-90.5508986022594,8.43534671276542,-90.7305124842304,-151.635758391292,7.24136166449842
1.114,132.450804846001,-90.6334875556972,8.34580499536942,-90.813413665082,-151.755141875837,7.15031668139163
1.115,132.430884568361,-90.7160789963037,8.25633588985797,-90.8963158045844,-151.874516471416,7.0593526390622
1.116,132.410999890932,-90.7986729230037,8.16693950334233,-90.9792189002932,-151.993882212158,6.96846963717889
1.117,132.391150811971,-90.8812693347205,8.07761594262735,-91.0621229497857,-152.113239132069,6.8776677750729
1.118,132.371337329913,-90.9638682303774,7.98836531420545,-91.145027950662,-152.232587265037,6.78694715173194
1.119,132.351559443375,-91.0464696088955,7.89918772425283,-91.227933900543,-152.351926644829,6.69630786579733
1.12,132.331817151152,-91.1290734691966,7.81008327862141,-91.3108407970721,-152.471257305093,6.60575001555851
1.121,132.312110452221,-91.2116798102007,7.72105208283492,-91.3937486379152,-152.590579279356,6.51527369894618
1.122,132.292439345738,-91.2942886308273,7.63209424208394,-91.4766574207594,-152.709892601028,6.42487901353148
1.123,132.272803831044,-91.3768999299954,7.54320986121746,-91.5595671433141,-152.829197303398,6.33456605651749
1.124,132.253203907661,-91.4595137066238,7.45439904474094,-91.6424778033113,-152.948493419639,6.24433492473636
1.125,132.233639575293,-91.5421299596299,7.36566189680827,-91.725389398504,-153.067780982802,6.15418571464445
1.126,132.21411083383,-91.624748687931,7.2769985212178,-91.808301926668,-153.187060025822,6.06411852231745
1.127,132.194617683344,-91.7073698904448,7.18840902140561,-91.8912153856015,-153.306330581516,5.97413344344505
1.128,132.175160124093,-91.7899935660872,7.09989350044124,-91.9741297731238,-153.425592682584,5.88423057332756
1.129,132.15573815652,-91.8726197137751,7.01145206102162,-92.0570450870773,-153.544846361606,5.79441000687002
1.13,132.136351781254,-91.9552483324243,6.92308480546588,-92.139961325326,-153.664091651049,5.70467183857805
1.131,132.117000999111,-92.0378794209508,6.83479183571003,-92.2228784857563,-153.783328583258,5.61501616255364
1.132,132.097685811094,-92.1205129782705,6.74657325330154,-92.3057965662766,-153.902557190467,5.52544307249005
1.133,132.078406218394,-92.2031490032991,6.6584291593938,-92.3887155648176,-154.021777504788,5.43595266166715
1.134,132.059162222389,-92.2857874949524,6.57035965474098,-92.4716354793322,-154.140989558222,5.3465450229472
1.135,132.039953824648,-92.368428452146,6.4823648396935,-92.5545563077954,-154.260193382651,5.2572202487702
1.136,132.020781026929,-92.4510718737957,6.39444481419123,-92.6374780482043,-154.379389009842,5.16797843114923
1.137,132.00164383118,-92.5337177588178,6.30659967775954,-92.7204006985784,-154.498576471447,5.07881966166659
1.138,131.98254223954,-92.6163661061285,6.21882952950348,-92.8033242569598,-154.617755799004,4.98974403146791
1.139,131.963476254338,-92.6990169146441,6.13113446810278,-92.8862487214122,-154.736927023934,4.90075163125926
1.14,131.944445878097,-92.7816701832816,6.04351459180663,-92.9691740900218,-154.856090177545,4.81184255130187
1.141,131.925451113532,-92.8643259109581,5.95596999842859,-93.0521003608973,-154.975245291031,4.72301688140759
1.142,131.906491963552,-92.9469840965912,5.86850078534135,-93.1350275321691,-155.09439239547,4.63427471093572
1.143,131.887568431257,-93.029644739099,5.78110704947179,-93.2179556019906,-155.213531521829,4.54561612878666
1.144,131.868680519946,-93.1123078374002,5.69378888729543,-93.3008845685368,-155.332662700959,4.4570412233991
1.145,131.849828233108,-93.1949733904139,5.60654639483217,-93.3838144300054,-155.4517859636,4.36855008274532
1.146,131.831011574433,-93.2776413970601,5.51937966764064,-93.4667451846164,-155.570901340377,4.28014279432635
1.147,131.812230547803,-93.3603118562594,5.43228880081322,-93.5496768306119,-155.690008861804,4.19181944516843
1.148,131.793485157298,-93.4429847669329,5.34527388897189,-93.6326093662565,-155.809108558282,4.1035801218183
1.149,131.774775407199,-93.5256601280029,5.25833502626139,-93.715542789837,-155.928200460099,4.01542491033877
1.15,131.75610130198,-93.6083379383924,5.17147230634636,-93.7984770996625,-156.047284597432,3.92735389630557
1.151,131.737462846317,-93.6910181970251,5.0846858224055,-93.8814122940641,-156.166361000345,3.83936716480181
1.152,131.718860045084,-93.7737009028262,4.99797566712606,-93.9643483713962,-156.285429698794,3.75146480041406
1.153,131.700292903357,-93.8563860547213,4.91134193270022,-94.0472853300344,-156.404490722621,3.66364688722915
1.154,131.68176142641,-93.9390736516375,4.82478471081956,-94.1302231683773,-156.523544101556,3.57591350882884
1.155,131.663265619721,-94.0217636925027,4.7383040926703,-94.2131618848456,-156.642589865222,3.48826474828646
1.156,131.644805488969,-94.1044561762464,4.65190016892812,-94.2961014778825,-156.76162804313,3.4007006881627
1.157,131.626381040034,-94.1871511017987,4.56557302975425,-94.3790419459531,-156.880658664679,3.31322141050111
1.158,131.607992279001,-94.2698484680917,4.47932276479026,-94.4619832875452,-156.999681759161,3.22582699682492
1.159,131.589639212159,-94.3525482740582,4.39314946315327,-94.544925501169,-157.118697355757,3.13851752813158
1.16,131.571321846001,-94.4352505186328,4.3070532134312,-94.6278685853566,-157.23770548354,3.05129308489066
1.161,131.553040187224,-94.5179552007513,4.22103410367832,-94.7108125386627,-157.356706171473,2.96415374703817
1.162,131.534794242732,-94.6006623193511,4.13509222141051,-94.7937573596643,-157.475699448409,2.87709959397344
1.163,131.516584019637,-94.6833718733711,4.04922765360057,-94.8767030469608,-157.594685343095,2.79013070455503
1.164,131.498409525254,-94.7660838617517,3.96344048667422,-94.9596495991739,-157.713663884169,2.70324715709707
1.165,131.48027076711,-94.848798283435,3.87773080650421,-95.0425970149472,-157.832635100159,2.61644902936454
1.166,131.462167752937,-94.931515137365,3.79209869840712,-95.1255452929472,-157.951599019489,2.52973639857069
1.167,131.444100490677,-95.0142344224868,3.70654424713835,-95.2084944318623,-158.070555670472,2.44310934137193
1.168,131.426068988484,-95.0969561377477,3.62106753688754,-95.2914444304031,-158.189505081316,2.35656793386529
1.169,131.408073254718,-95.1796802820973,3.53566865127358,-95.3743952873031,-158.308447280121,2.27011225158288
1.17,131.390113297954,-95.2624068544863,3.45034767334142,-95.4573470013174,-158.427382294882,2.18374236948979
1.171,131.372189126977,-95.3451358538672,3.36510468555714,-95.5402995712236,-158.546310153485,2.0974583619797
1.172,131.354300750782,-95.4278672791957,3.27993976980246,-95.6232529958217,-158.665230883713,2.01126030287113
1.173,131.336448178581,-95.5106011294282,3.19485300737237,-95.7062072739342,-158.784144513239,1.92514826540325
1.174,131.318631419797,-95.5933374035236,3.10984447896939,-95.7891624044048,-158.903051069635,1.8391223222339
1.175,131.300850484068,-95.6760761004432,3.02491426469943,-95.8721183861008,-159.021950580364,1.75318254543289
1.176,131.283105381246,-95.7588172191503,2.94006244406779,-95.9550752179107,-159.140843072787,1.66732900648229
1.177,131.2653961214,-95.8415607586099,2.85528909597542,-96.0380328987456,-159.259728574158,1.58156177626936
1.178,131.247722714814,-95.9243067177903,2.77059429871337,-96.120991427539,-159.378607111626,1.49588092508487
1.179,131.23008517199,-96.0070550956612,2.6859781299595,-96.2039508032464,-159.497478712238,1.41028652261859
1.18,131.212483503646,-96.089805891195,2.60144066677462,-96.2869110248452,-159.616343402936,1.32477863795713
1.181,131.19491772072,-96.1725591033663,2.51698198559759,-96.3698720913354,-159.735201210558,1.23935733957853
1.182,131.177387834368,-96.2553147311527,2.4326021622412,-96.4528340017393,-159.854052161838,1.15402269535022
1.183,131.159893855965,-96.3380727735334,2.3483012718889,-96.5357967551006,-159.972896283407,1.06877477252498
1.184,131.142435797106,-96.4208332294911,2.26407938908963,-96.6187603504858,-160.091733601795,0.983613637737775
1.185,131.12501366961,-96.5035960980102,2.17993658775532,-96.7017247869834,-160.210564143426,0.898539357001468
1.186,131.107627485513,-96.5863613780783,2.09587294115507,-96.7846900637038,-160.329387934624,0.81355199570534
1.187,131.090277257077,-96.6691290686854,2.01188852191245,-96.8676561797798,-160.448205001611,0.728651618609134
1.188,131.072962996786,-96.751899168824,1.92798340200135,-96.9506231343656,-160.567015370505,0.643838289842424
1.189,131.055684717345,-96.8346716774902,1.84415765274112,-97.0335909266385,-160.685819067323,0.559112072899002
1.19,131.038442431687,-96.917446593682,1.76041134479416,-97.116559555797,-160.804616117983,0.474473030634794
1.191,131.021236152968,-97.0002239164003,1.67674454816139,-97.1995290210618,-160.923406548299,0.38992122526453
1.192,131.00406589457,-97.0830036446496,1.59315733217776,-97.2824993216759,-161.042190383985,0.305456718358424
1.193,130.986931670101,-97.1657857774366,1.5096497655093,-97.365470456904,-161.160967650655,0.221079570838198
1.194,130.969833493398,-97.2485703137711,1.42622191614942,-97.4484424260328,-161.279738373822,0.136789842975315
1.195,130.952771378524,-97.3313572526661,1.34287385141444,-97.531415228371,-161.398502578899,0.0525875943865575
1.196,130.935745339769,-97.4141465931378,1.25960563794014,-97.6143888632494,-161.5172602912,-0.0315271159684903
1.197,130.918755391655,-97.4969383342049,1.17641734167866,-97.6973633300204,-161.636011535939,-0.115554229790656
1.198,130.901801548932,-97.5797324748897,1.09330902789389,-97.7803386280584,-161.754756338229,-0.199493689444408
1.199,130.884883826583,-97.6625290142178,1.01028076115832,-97.8633147567599,-161.873494723088,-0.283345437960938
1.2,130.868002239818,-97.7453279512173,0.927332605350229,-97.9462917155426,-161.99222671543,-0.36710941904046
1.201,130.851156804083,-97.8281292849203,0.84446462364788,-98.0292695038469,-162.110952340074,-0.450785577057122
1.202,130.834347535054,-97.9109330143617,0.761676878528508,-98.1122481211343,-162.229671621742,-0.53437385705967
1.203,130.817574448642,-97.99373913858,0.678969431763481,-98.1952275668884,-162.348384585054,-0.61787420477569
1.204,130.80083756099,-98.0765476566171,0.596342344414421,-98.2782078406145,-162.467091254534,-0.70128656661475
1.205,130.784136888479,-98.159358567518,0.513795676830883,-98.3611889418395,-162.585791654611,-0.784610889670934
1.206,130.767472447723,-98.2421718703315,0.431329488646178,-98.4441708701124,-162.704485809612,-0.867847121725116
1.207,130.750844255572,-98.3249875641093,0.348943838774335,-98.527153625003,-162.823173743772,-0.950995211248975
1.208,130.734252329113,-98.4078056479075,0.266638785406282,-98.6101372061039,-162.941855481226,-1.03405510740744
1.209,130.717696685672,-98.490626120785,0.184414386006998,-98.6931216130286,-163.060531046013,-1.11702676006095
1.21,130.701177342814,-98.5734489818045,0.102270697311796,-98.7761068454122,-163.179200462077,-1.19991011976874
1.211,130.684694318338,-98.6562742300326,0.0202077753231331,-98.8590929029117,-163.297863753266,-1.28270513779211
1.212,130.66824763029,-98.7391018645392,-0.0617743246924255,-98.9420797852052,-163.416520943332,-1.36541176609547
1.213,130.65183729695,-98.8219318843979,-0.143675548207262,-99.0250674919928,-163.53517205593,-1.44802995735151
1.214,130.635463336842,-98.9047642886866,-0.225495841437115,-99.1080560229958,-163.653817114624,-1.53055966494161
1.215,130.619125768733,-98.9875990764862,-0.307235151342558,-99.1910453779571,-163.772456142878,-1.61300084296003
1.216,130.602824611632,-99.0704362468819,-0.388893425633226,-99.2740355566409,-163.891089164065,-1.69535344621575
1.217,130.586559884788,-99.1532757989625,-0.470470612770656,-99.3570265588327,-164.009716201463,-1.77761743023516
1.218,130.5703316077,-99.2361177318209,-0.55196666197126,-99.4400183843397,-164.128337278255,-1.85979275126513
1.219,130.554139800107,-99.3189620445536,-0.633381523209548,-99.5230110329902,-164.246952417531,-1.94187936627529
1.22,130.537984481995,-99.4018087362614,-0.714715147221333,-99.6060045046339,-164.365561642287,-2.02387723296035
1.221,130.521865673597,-99.4846578060486,-0.795967485505615,-99.6889987991412,-164.484164975425,-2.10578630974235
1.222,130.505783395393,-99.567509253024,-0.877138490329397,-99.771993916405,-164.602762439757,-2.18760655577487
1.223,130.48973766811,-99.6503630763002,-0.958228114729271,-99.8549898563381,-164.721354057997,-2.2693379309432
1.224,130.473728512724,-99.7332192749937,-1.03923631251413,-99.937986618875,-164.839939852772,-2.35098039586772
1.225,130.457755950459,-99.8160778482255,-1.1201630382693,-100.020984203972,-164.958519846612,-2.43253391190722
1.226,130.441820002791,-99.8989387951206,-1.20100824735852,-100.103982611605,-165.077094061959,-2.51399844116004
1.227,130.425920691446,-99.9818021148077,-1.28177189592643,-100.186981841772,-165.19566252116,-2.5953739464664
1.228,130.410058038401,-100.06466780642,-1.3624539409022,-100.269981894492,-165.314225246472,-2.6766603914123
1.229,130.394232065885,-100.147535869096,-1.44305434000172,-100.352982769805,-165.432782260062,-2.75785774032933
1.23,130.378442796381,-100.230406301976,-1.52357305173115,-100.435984467772,-165.551333584002,-2.83896595829965
1.231,130.362690252625,-100.313279104207,-1.60401003538798,-100.518986988474,-165.669879240279,-2.91998501115627
1.232,130.346974457607,-100.396154274939,-1.68436525106525,-100.601990332014,-165.788419250783,-3.00091486548609
1.233,130.331295434574,-100.479031813327,-1.76463865965342,-100.684994498515,-165.906953637319,-3.08175548863195
1.234,130.315653207026,-100.561911718529,-1.84483022284362,-100.767999488122,-166.0254824216,-3.16250684869514
1.235,130.300047798724,-100.644793989709,-1.92493990312897,-100.851005300999,-166.144005625249,-3.2431689145369
1.236,130.284479233682,-100.727678626036,-2.00496766380921,-100.934011937333,-166.2625232698,-3.32374165578118
1.237,130.268947536175,-100.81056562668,-2.08491346899027,-101.017019397329,-166.381035376698,-3.4042250428164
1.238,130.253452730736,-100.89345499082,-2.16477728359007,-101.100027681216,-166.499541967299,-3.48461904679783
1.239,130.237994842159,-100.976346717636,-2.24455907333843,-101.183036789239,-166.618043062868,-3.564923639649
1.24,130.222573895497,-101.059240806313,-2.32425880478022,-101.266046721668,-166.736538684586,-3.64513879406459
1.241,130.207189916065,-101.142137256044,-2.4038764452789,-101.349057478791,-166.855028853542,-3.72526448351179
1.242,130.19184292944,-101.225036066021,-2.48341196301685,-101.432069060918,-166.973513590738,-3.80530068223297
1.243,130.176532961462,-101.307937235445,-2.56286532699987,-101.515081468378,-167.09199291709,-3.88524736524662
1.244,130.161260038234,-101.390840763519,-2.64223650705739,-101.598094701522,-167.210466853424,-3.96510450835019
1.245,130.146024186124,-101.473746649454,-2.72152547384647,-101.681108760718,-167.328935420481,-4.04487208812159
1.246,130.130825431766,-101.556654892461,-2.80073219885303,-101.76412364636,-167.447398638914,-4.12455008192087
1.247,130.115663802059,-101.63956549176,-2.87985665439494,-101.847139358856,-167.565856529288,-4.20413846789301
1.248,130.100539324167,-101.722478446572,-2.95889881362271,-101.930155898639,-167.684309112084,-4.28363722496826
1.249,130.085452025525,-101.805393756126,-3.03785865052321,-102.013173266159,-167.802756407696,-4.36304633286556
1.25,130.070401933834,-101.888311419654,-3.11673613992141,-102.096191461889,-167.921198436431,-4.44236577209292
1.251,130.055389077064,-101.971231436392,-3.19553125748163,-102.179210486319,-168.039635218512,-4.52159552395031
1.252,130.040413483456,-102.054153805584,-3.27424397971055,-102.262230339961,-168.158066774074,-4.60073557053031
1.253,130.025475181522,-102.137078526475,-3.3528742839594,-102.345251023348,-168.27649312317,-4.6797858947209
1.254,130.010574200043,-102.220005598317,-3.43142214842463,-102.428272537029,-168.394914285766,-4.75874648020616
1.255,129.995710568074,-102.302935020366,-3.50988755215153,-102.511294881577,-168.513330281743,-4.83761731146856
1.256,129.980884314944,-102.385866791885,-3.58827047503522,-102.594318057582,-168.6317411309,-4.91639837379089
1.257,129.966095470253,-102.468800912138,-3.66657089782252,-102.677342065656,-168.750146852948,-4.9950896532564
1.258,129.951344063878,-102.551737380398,-3.74478880211467,-102.76036690643,-168.868547467518,-5.07369113675237
1.259,129.93663012597,-102.634676195939,-3.82292417036775,-102.843392580553,-168.986942994155,-5.15220281197023
