"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(2,2)) []","dB(S(3,1)) []","dB(S(3,2)) []","dB(S(3,3)) []"
1.168,-13.3501571556829,-3.40873559851432,-13.4611814505479,-3.39557640844312,-8.06794027002186,-13.5621776791579
1.169,-13.3549586692148,-3.40859947815204,-13.4668402908981,-3.39551322915294,-8.07218238180624,-13.5673279809944
1.17,-13.3597607304475,-3.40846347801167,-13.4725006758742,-3.39545022026551,-8.07642379288437,-13.5724784836586
1.171,-13.3645633411916,-3.40832759836461,-13.4781625816541,-3.39538738120452,-8.08066450694229,-13.5776291672415
1.172,-13.3693665032643,-3.40819183948125,-13.4838259842701,-3.39532471139368,-8.08490452767192,-13.5827800117117
1.173,-13.3741702184898,-3.40805620163107,-13.4894908596103,-3.39526221025671,-8.089143858771,-13.5879309969154
1.174,-13.3789744886985,-3.40792068508258,-13.4951571834185,-3.39519987721743,-8.0933825039431,-13.5930821025774
1.175,-13.3837793157277,-3.40778529010337,-13.5008249312954,-3.39513771169965,-8.09762046689751,-13.5982333083016
1.176,-13.3885847014209,-3.4076500169601,-13.5064940786991,-3.39507571312731,-8.10185775134929,-13.6033845935716
1.177,-13.3933906476278,-3.40751486591848,-13.512164600946,-3.39501388092443,-8.10609436101915,-13.6085359377513
1.178,-13.3981971562046,-3.40737983724334,-13.5178364732114,-3.39495221451514,-8.11033029963347,-13.6136873200858
1.179,-13.4030042290134,-3.40724493119858,-13.5235096705298,-3.3948907133237,-8.11456557092421,-13.6188387197015
1.18,-13.4078118679223,-3.40711014804718,-13.5291841677966,-3.39482937677453,-8.11880017862893,-13.6239901156074
1.181,-13.4126200748054,-3.40697548805125,-13.5348599397677,-3.39476820429221,-8.12303412649071,-13.6291414866952
1.182,-13.4174288515426,-3.40684095147197,-13.540536961061,-3.3947071953015,-8.1272674182581,-13.6342928117402
1.183,-13.4222382000194,-3.40670653856968,-13.5462152061568,-3.39464634922733,-8.13150005768514,-13.639444069402
1.184,-13.427048122127,-3.4065722496038,-13.5518946493985,-3.3945856654949,-8.13573204853127,-13.6445952382249
1.185,-13.4318586197621,-3.4064380848329,-13.5575752649935,-3.3945251435296,-8.13996339456131,-13.6497462966387
1.186,-13.4366696948268,-3.40630404451467,-13.5632570270138,-3.39446478275708,-8.14419409954543,-13.6548972229594
1.187,-13.4414813492284,-3.40617012890597,-13.5689399093967,-3.39440458260327,-8.14842416725913,-13.6600479953898
1.188,-13.4462935848795,-3.40603633826276,-13.5746238859457,-3.39434454249435,-8.15265360148312,-13.66519859202
1.189,-13.4511064036978,-3.40590267284019,-13.5803089303311,-3.39428466185684,-8.15688240600341,-13.6703489908283
1.19,-13.4559198076059,-3.40576913289257,-13.5859950160907,-3.39422494011754,-8.16111058461116,-13.6754991696818
1.191,-13.4607337985313,-3.40563571867336,-13.5916821166307,-3.39416537670362,-8.16533814110273,-13.6806491063371
1.192,-13.4655483784065,-3.4055024304352,-13.5973702052264,-3.39410597104256,-8.16956507927958,-13.6857987784405
1.193,-13.4703635491682,-3.40536926842994,-13.6030592550228,-3.39404672256223,-8.17379140294826,-13.6909481635294
1.194,-13.4751793127581,-3.40523623290858,-13.6087492390356,-3.39398763069089,-8.17801711592039,-13.6960972390326
1.195,-13.4799956711222,-3.40510332412133,-13.6144401301515,-3.39392869485719,-8.1822422220126,-13.7012459822707
1.196,-13.4848126262108,-3.40497054231763,-13.6201319011296,-3.39386991449019,-8.18646672504651,-13.7063943704573
1.197,-13.4896301799784,-3.40483788774609,-13.6258245246018,-3.3938112890194,-8.19069062884868,-13.7115423806993
1.198,-13.4944483343839,-3.40470536065456,-13.6315179730733,-3.39375281787477,-8.19491393725061,-13.7166899899978
1.199,-13.4992670913899,-3.40457296129013,-13.6372122189239,-3.39369450048673,-8.19913665408864,-13.7218371752484
1.2,-13.5040864529631,-3.40444068989908,-13.6429072344084,-3.39363633628616,-8.20335878320398,-13.7269839132425
1.201,-13.5089064210739,-3.40430854672699,-13.6486029916575,-3.3935783247045,-8.20758032844265,-13.7321301806674
1.202,-13.5137269976965,-3.40417653201863,-13.6542994626786,-3.39352046517365,-8.21180129365546,-13.7372759541071
1.203,-13.5185481848086,-3.40404464601806,-13.6599966193563,-3.39346275712607,-8.21602168269792,-13.7424212100433
1.204,-13.5233699843914,-3.40391288896861,-13.6656944334535,-3.39340519999477,-8.22024149943031,-13.7475659248557
1.205,-13.5281923984294,-3.40378126111284,-13.6713928766122,-3.39334779321333,-8.22446074771754,-13.7527100748229
1.206,-13.5330154289105,-3.40364976269264,-13.6770919203539,-3.39329053621591,-8.22867943142918,-13.7578536361231
1.207,-13.5378390778256,-3.40351839394916,-13.6827915360807,-3.39323342843727,-8.23289755443941,-13.7629965848346
1.208,-13.5426633471686,-3.40338715512283,-13.6884916950761,-3.39317646931279,-8.23711512062699,-13.7681388969366
1.209,-13.5474882389363,-3.40325604645341,-13.6941923685055,-3.39311965827847,-8.24133213387521,-13.77328054831
1.21,-13.5523137551285,-3.40312506817995,-13.6998935274171,-3.393062994771,-8.24554859807189,-13.7784215147379
1.211,-13.5571398977473,-3.40299422054084,-13.7055951427431,-3.39300647822768,-8.24976451710932,-13.7835617719063
1.212,-13.5619666687976,-3.40286350377377,-13.7112971852997,-3.39295010808653,-8.25397989488423,-13.7887012954051
1.213,-13.5667940702867,-3.40273291811579,-13.7169996257886,-3.39289388378627,-8.25819473529777,-13.7938400607284
1.214,-13.5716221042243,-3.40260246380326,-13.7227024347974,-3.39283780476632,-8.26240904225549,-13.7989780432754
1.215,-13.5764507726221,-3.40247214107193,-13.7284055828005,-3.39278187046685,-8.26662281966726,-13.8041152183511
1.216,-13.5812800774939,-3.40234195015687,-13.7341090401601,-3.39272608032875,-8.2708360714473,-13.8092515611669
1.217,-13.5861100208557,-3.40221189129254,-13.7398127771264,-3.39267043379373,-8.27504880151409,-13.8143870468414
1.218,-13.5909406047251,-3.40208196471276,-13.7455167638392,-3.39261493030421,-8.27926101379038,-13.819521650401
1.219,-13.5957718311215,-3.40195217065075,-13.7512209703282,-3.39255956930347,-8.28347271220316,-13.8246553467808
1.22,-13.600603702066,-3.40182250933911,-13.7569253665136,-3.39250435023557,-8.28768390068359,-13.8297881108252
1.221,-13.6054362195809,-3.40169298100984,-13.7626299222077,-3.39244927254542,-8.291894583167,-13.8349199172883
1.222,-13.6102693856901,-3.40156358589435,-13.7683346071148,-3.39239433567875,-8.29610476359287,-13.8400507408352
1.223,-13.6151032024186,-3.40143432422345,-13.7740393908326,-3.39233953908217,-8.30031444590476,-13.8451805560423
1.224,-13.6199376717927,-3.40130519622741,-13.7797442428528,-3.39228488220319,-8.30452363405033,-13.8503093373979
1.225,-13.6247727958394,-3.40117620213591,-13.785449132562,-3.39223036449018,-8.30873233198125,-13.8554370593035
1.226,-13.6296085765868,-3.40104734217808,-13.7911540292423,-3.39217598539244,-8.31294054365323,-13.8605636960738
1.227,-13.6344450160635,-3.40091861658247,-13.7968589020725,-3.3921217443602,-8.31714827302594,-13.865689221938
1.228,-13.6392821162989,-3.40079002557713,-13.8025637201285,-3.39206764084462,-8.32135552406303,-13.8708136110399
1.229,-13.6441198793227,-3.40066156938957,-13.8082684523842,-3.39201367429784,-8.32556230073206,-13.8759368374393
1.23,-13.6489583071651,-3.40053324824676,-13.8139730677127,-3.39195984417294,-8.32976860700448,-13.8810588751123
1.231,-13.6537974018565,-3.40040506237517,-13.8196775348866,-3.39190614992405,-8.33397444685561,-13.886179697952
1.232,-13.6586371654272,-3.40027701200074,-13.8253818225791,-3.39185259100625,-8.33817982426461,-13.8912992797694
1.233,-13.6634775999076,-3.40014909734894,-13.8310858993649,-3.39179916687568,-8.34238474321445,-13.8964175942939
1.234,-13.6683187073281,-3.40002131864475,-13.8367897337207,-3.39174587698951,-8.34658920769187,-13.9015346151745
1.235,-13.6731604897183,-3.39989367611265,-13.8424932940264,-3.39169272080597,-8.35079322168736,-13.9066503159797
1.236,-13.6780029491079,-3.39976616997666,-13.8481965485656,-3.39163969778434,-8.35499678919515,-13.9117646701991
