"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-46.0457232347537,-0.0155039730568724
1.001,-46.0511526538622,-0.0155456431392324
1.002,-46.0566149254211,-0.0155872348884325
1.003,-46.0621100346684,-0.0156287481574157
1.004,-46.0676379662998,-0.0156701827997164
1.005,-46.0731987044662,-0.0157115386695101
1.006,-46.0787922327708,-0.0157528156215821
1.007,-46.084418534267,-0.0157940135113362
1.008,-46.0900775914548,-0.0158351321948049
1.009,-46.0957693862786,-0.0158761715286274
1.01,-46.1014939001244,-0.0159171313700832
1.011,-46.1072511138172,-0.015958011577054
1.012,-46.1130410076177,-0.0159988120080482
1.013,-46.1188635612202,-0.0160395325222034
1.014,-46.1247187537493,-0.0160801729792888
1.015,-46.1306065637575,-0.016120733239674
1.016,-46.1365269692222,-0.0161612131643699
1.017,-46.1424799475427,-0.0162016126150052
1.018,-46.1484654755378,-0.0162419314538363
1.019,-46.1544835294427,-0.0162821695437492
1.02,-46.1605340849062,-0.0163223267482442
1.021,-46.1666171169879,-0.0163624029314637
1.022,-46.1727326001552,-0.0164023979581682
1.023,-46.1788805082806,-0.0164423116937441
1.024,-46.1850608146389,-0.0164821440042106
1.025,-46.1912734919036,-0.0165218947562164
1.026,-46.1975185121451,-0.0165615638170325
1.027,-46.203795846827,-0.0166011510545731
1.028,-46.2101054668031,-0.0166406563373582
1.029,-46.2164473423151,-0.0166800795345666
1.03,-46.222821442989,-0.016719420515986
1.031,-46.2292277378326,-0.016758679152049
1.032,-46.2356661952318,-0.0167978553138072
1.033,-46.2421367829489,-0.0168369488729541
1.034,-46.2486394681181,-0.0168759597018235
1.035,-46.2551742172435,-0.0169148876733565
1.036,-46.2617409961957,-0.0169537326611479
1.037,-46.2683397702085,-0.016992494539428
1.038,-46.2749705038767,-0.017031173183042
1.039,-46.2816331611518,-0.0170697684674865
1.04,-46.2883277053401,-0.0171082802688941
1.041,-46.2950540990987,-0.0171467084640109
1.042,-46.301812304433,-0.0171850529302483
1.043,-46.3086022826932,-0.0172233135456383
1.044,-46.3154239945711,-0.0172614901888469
1.045,-46.3222774000975,-0.017299582739183
1.046,-46.3291624586384,-0.0173375910765809
1.047,-46.336079128892,-0.0173755150816317
1.048,-46.3430273688859,-0.0174133546355497
1.049,-46.3500071359731,-0.0174511096201895
1.05,-46.3570183868296,-0.0174887799180564
1.051,-46.3640610774506,-0.0175263654122678
1.052,-46.3711351631474,-0.0175638659866043
1.053,-46.3782405985443,-0.017601281525479
1.054,-46.3853773375751,-0.0176386119139445
1.055,-46.3925453334798,-0.0176758570376942
1.056,-46.3997445388013,-0.0177130167830474
1.057,-46.4069749053822,-0.0177500910369909
1.058,-46.4142363843614,-0.0177870796871273
1.059,-46.4215289261707,-0.017823982621721
1.06,-46.4288524805313,-0.0178607997296593
1.061,-46.4362069964506,-0.0178975309004825
1.062,-46.4435924222188,-0.0179341760243732
1.063,-46.451008705405,-0.0179707349921494
1.064,-46.4584557928546,-0.0180072076952785
1.065,-46.4659336306851,-0.0180435940258702
1.066,-46.473442164283,-0.0180798938766669
1.067,-46.4809813383003,-0.018116107141066
1.068,-46.4885510966506,-0.0181522337131105
1.069,-46.4961513825061,-0.018188273487475
1.07,-46.5037821382937,-0.0182242263594805
1.071,-46.5114433056917,-0.0182600922251043
1.072,-46.5191348256262,-0.0182958709809592
1.073,-46.5268566382668,-0.0183315625242961
1.074,-46.5346086830243,-0.0183671667530256
1.075,-46.5423908985458,-0.0184026835656885
1.076,-46.550203222712,-0.0184381128614895
1.077,-46.5580455926329,-0.0184734545402597
1.078,-46.5659179446445,-0.0185087085024803
1.079,-46.5738202143048,-0.0185438746492931
1.08,-46.5817523363904,-0.0185789528824647
1.081,-46.5897142448925,-0.0186139431044244
1.082,-46.5977058730132,-0.0186488452182351
1.083,-46.6057271531621,-0.0186836591276192
1.084,-46.6137780169518,-0.0187183847369351
1.085,-46.6218583951947,-0.0187530219511929
1.086,-46.629968217899,-0.0187875706760445
1.087,-46.6381074142648,-0.0188220308178088
1.088,-46.64627591268,-0.0188564022834256
1.089,-46.6544736407172,-0.018890684980492
1.09,-46.6627005251288,-0.0189248788172529
1.091,-46.6709564918438,-0.0189589837026177
1.092,-46.6792414659637,-0.0189929995461067
1.093,-46.6875553717583,-0.0190269262579219
1.094,-46.6958981326621,-0.0190607637489007
1.095,-46.7042696712701,-0.0190945119305294
1.096,-46.7126699093336,-0.0191281707149433
1.097,-46.7210987677567,-0.0191617400149206
1.098,-46.7295561665917,-0.0191952197438906
1.099,-46.7380420250356,-0.0192286098159411
1.1,-46.7465562614252,-0.0192619101457974
1.101,-46.7550987932341,-0.0192951206488385
1.102,-46.7636695370677,-0.0193282412410878
1.103,-46.7722684086592,-0.0193612718392253
1.104,-46.7808953228658,-0.0193942123605687
1.105,-46.7895501936643,-0.0194270627230933
1.106,-46.7982329341469,-0.0194598228454227
1.107,-46.8069434565169,-0.0194924926468294
1.108,-46.8156816720849,-0.0195250720472316
1.109,-46.824447491264,-0.0195575609672021
1.11,-46.8332408235657,-0.0195899593279669
1.111,-46.842061577596,-0.0196222670513772
1.112,-46.8509096610504,-0.0196544840599632
1.113,-46.8597849807104,-0.0196866102768813
1.114,-46.8686874424384,-0.0197186456259641
1.115,-46.8776169511738,-0.0197505900316657
1.116,-46.8865734109284,-0.0197824434191068
1.117,-46.8955567247823,-0.0198142057140457
1.118,-46.9045667948791,-0.0198458768429087
1.119,-46.9136035224219,-0.0198774567327471
1.12,-46.9226668076683,-0.0199089453112754
1.121,-46.9317565499266,-0.0199403425068571
1.122,-46.9408726475509,-0.0199716482485094
1.123,-46.9500149979364,-0.0200028624658853
1.124,-46.9591834975156,-0.0200339850893016
1.125,-46.9683780417532,-0.0200650160497134
1.126,-46.9775985251415,-0.0200959552787268
1.127,-46.9868448411964,-0.0201268027086044
1.128,-46.9961168824521,-0.0201575582722527
1.129,-47.0054145404571,-0.0201882219032238
1.13,-47.0147377057693,-0.0202187935357249
1.131,-47.0240862679515,-0.0202492731046056
1.132,-47.0334601155664,-0.0202796605453764
1.133,-47.0428591361726,-0.0203099557941811
1.134,-47.0522832163195,-0.0203401587878217
1.135,-47.0617322415423,-0.0203702694637511
1.136,-47.0712060963582,-0.0204002877600544
