Freq [GHz],"deg(S(2,1))"
3.564,73.6179954725
3.565,73.5877836285
3.566,73.5575714888
3.567,73.5273590536
3.568,73.4971463232
3.569,73.4669332976
3.57,73.4367199771
3.571,73.4065063619
3.572,73.3762924521
3.573,73.3460782479
3.574,73.3158637495
3.575,73.2856489571
3.576,73.2554338709
3.577,73.2252184911
3.578,73.1950028177
3.579,73.1647868511
3.58,73.1345705914
3.581,73.1043540388
3.582,73.0741371934
3.583,73.0439200555
3.584,73.0137026252
3.585,72.9834849027
3.586,72.9532668883
3.587,72.923048582
3.588,72.8928299841
3.589,72.8626110947
3.59,72.832391914
3.591,72.8021724423
3.592,72.7719526796
3.593,72.7417326263
3.594,72.7115122823
3.595,72.6812916481
3.596,72.6510707236
3.597,72.6208495092
3.598,72.5906280049
3.599,72.560406211
3.6,72.5301841276
3.601,72.499961755
3.602,72.4697390933
3.603,72.4395161427
3.604,72.4092929033
3.605,72.3790693754
3.606,72.3488455592
3.607,72.3186214547
3.608,72.2883970623
3.609,72.258172382
3.61,72.2279474141
3.611,72.1977221587
3.612,72.1674966161
3.613,72.1372707863
3.614,72.1070446697
3.615,72.0768182663
3.616,72.0465915763
3.617,72.0163645999
3.618,71.9861373374
3.619,71.9559097888
3.62,71.9256819544
3.621,71.8954538343
3.622,71.8652254287
3.623,71.8349967378
3.624,71.8047677618
3.625,71.7745385008
3.626,71.7443089551
3.627,71.7140791247
3.628,71.68384901
3.629,71.6536186109
3.63,71.6233879279
3.631,71.5931569609
3.632,71.5629257102
3.633,71.532694176
3.634,71.5024623584
3.635,71.4722302577
3.636,71.4419978739
3.637,71.4117652073
3.638,71.381532258
3.639,71.3512990263
3.64,71.3210655122
3.641,71.290831716
3.642,71.2605976379
3.643,71.230363278
3.644,71.2001286364
3.645,71.1698937134
3.646,71.1396585092
3.647,71.1094230238
3.648,71.0791872575
3.649,71.0489512105
3.65,71.0187148829
3.651,70.9884782749
3.652,70.9582413867
3.653,70.9280042184
3.654,70.8977667702
3.655,70.8675290423
3.656,70.8372910348
3.657,70.807052748
3.658,70.7768141819
3.659,70.7465753368
3.66,70.7163362128
3.661,70.6860968101
3.662,70.6558571289
3.663,70.6256171693
3.664,70.5953769315
3.665,70.5651364157
3.666,70.534895622
3.667,70.5046545506
3.668,70.4744132017
3.669,70.4441715754
3.67,70.4139296718
3.671,70.3836874913
3.672,70.3534450339
3.673,70.3232022997
3.674,70.2929592891
3.675,70.262716002
3.676,70.2324724387
3.677,70.2022285994
3.678,70.1719844842
3.679,70.1417400932
3.68,70.1114954267
3.681,70.0812504847
3.682,70.0510052675
3.683,70.0207597753
3.684,69.9905140081
3.685,69.9602679661
3.686,69.9300216495
3.687,69.8997750585
3.688,69.8695281932
3.689,69.8392810537
3.69,69.8090336403
3.691,69.778785953
3.692,69.7485379921
3.693,69.7182897577
3.694,69.68804125
3.695,69.657792469
3.696,69.627543415
3.697,69.5972940881
3.698,69.5670444885
3.699,69.5367946163
3.7,69.5065444717
3.701,69.4762940548
3.702,69.4460433658
3.703,69.4157924048
3.704,69.385541172
3.705,69.3552896676
3.706,69.3250378916
3.707,69.2947858442
3.708,69.2645335257
3.709,69.234280936
3.71,69.2040280755
3.711,69.1737749442
3.712,69.1435215422
3.713,69.1132678698
3.714,69.083013927
3.715,69.0527597141
3.716,69.0225052311
3.717,68.9922504782
3.718,68.9619954556
3.719,68.9317401634
3.72,68.9014846017
3.721,68.8712287706
3.722,68.8409726704
3.723,68.8107163012
3.724,68.7804596631
3.725,68.7502027561
3.726,68.7199455806
3.727,68.6896881366
3.728,68.6594304243
3.729,68.6291724438
3.73,68.5989141952
3.731,68.5686556786
3.732,68.5383968943
3.733,68.5081378424
3.734,68.4778785229
3.735,68.447618936
3.736,68.4173590819
3.737,68.3870989606
3.738,68.3568385724
3.739,68.3265779174
3.74,68.2963169956
3.741,68.2660558072
3.742,68.2357943524
3.743,68.2055326312
3.744,68.1752706439
3.745,68.1450083905
3.746,68.1147458711
3.747,68.084483086
3.748,68.0542200351
3.749,68.0239567187
3.75,67.9936931369
3.751,67.9634292897
3.752,67.9331651774
3.753,67.9029008001
3.754,67.8726361578
3.755,67.8423712506
3.756,67.8121060788
3.757,67.7818406425
3.758,67.7515749416
3.759,67.7213089765
3.76,67.6910427471
3.761,67.6607762537
3.762,67.6305094963
3.763,67.6002424751
3.764,67.5699751901
3.765,67.5397076415
3.766,67.5094398294
3.767,67.4791717539
3.768,67.4489034151
3.769,67.4186348132
3.77,67.3883659482
3.771,67.3580968203
3.772,67.3278274296
3.773,67.2975577761
3.774,67.2672878601
3.775,67.2370176816
3.776,67.2067472407
3.777,67.1764765375
3.778,67.1462055721
3.779,67.1159343447
3.78,67.0856628554
3.781,67.0553911042
3.782,67.0251190912
3.783,66.9948468167
3.784,66.9645742805
3.785,66.934301483
3.786,66.9040284241
3.787,66.873755104
3.788,66.8434815228
3.789,66.8132076805
3.79,66.7829335773
3.791,66.7526592133
3.792,66.7223845886
3.793,66.6921097032
3.794,66.6618345573
3.795,66.6315591509
3.796,66.6012834842
3.797,66.5710075572
3.798,66.5407313701
3.799,66.5104549229
3.8,66.4801782157
3.801,66.4499012486
3.802,66.4196240218
3.803,66.3893465352
3.804,66.359068789
3.805,66.3287907833
3.806,66.2985125182
3.807,66.2682339937
3.808,66.2379552099
3.809,66.2076761669
3.81,66.1773968649
3.811,66.1471173038
3.812,66.1168374838
3.813,66.0865574049
3.814,66.0562770673
3.815,66.025996471
3.816,65.9957156161
3.817,65.9654345026
3.818,65.9351531307
3.819,65.9048715005
3.82,65.8745896119
3.821,65.8443074651
3.822,65.8140250602
3.823,65.7837423972
3.824,65.7534594761
3.825,65.7231762972
3.826,65.6928928604
3.827,65.6626091659
3.828,65.6323252136
3.829,65.6020410037
3.83,65.5717565362
3.831,65.5414718112
3.832,65.5111868287
3.833,65.4809015889
3.834,65.4506160918
3.835,65.4203303375
3.836,65.390044326
3.837,65.3597580573
3.838,65.3294715316
3.839,65.2991847489
3.84,65.2688977093
3.841,65.2386104129
3.842,65.2083228596
3.843,65.1780350496
3.844,65.1477469828
3.845,65.1174586595
3.846,65.0871700795
3.847,65.0568812431
3.848,65.0265921501
3.849,64.9963028008
3.85,64.9660131951
3.851,64.935723333
3.852,64.9054332148
3.853,64.8751428403
3.854,64.8448522096
3.855,64.8145613228
3.856,64.78427018
3.857,64.7539787812
3.858,64.7236871263
3.859,64.6933952156
3.86,64.663103049
3.861,64.6328106265
3.862,64.6025179483
3.863,64.5722250142
3.864,64.5419318245
3.865,64.5116383791
3.866,64.4813446781
3.867,64.4510507215
3.868,64.4207565093
3.869,64.3904620416
3.87,64.3601673185
3.871,64.3298723399
3.872,64.2995771058
3.873,64.2692816164
3.874,64.2389858717
3.875,64.2086898716
3.876,64.1783936163
3.877,64.1480971057
3.878,64.1178003399
3.879,64.0875033189
3.88,64.0572060427
3.881,64.0269085114
3.882,63.9966107249
3.883,63.9663126834
3.884,63.9360143869
3.885,63.9057158353
3.886,63.8754170286
3.887,63.845117967
3.888,63.8148186504
3.889,63.7845190789
3.89,63.7542192524
3.891,63.723919171
3.892,63.6936188347
3.893,63.6633182435
3.894,63.6330173975
3.895,63.6027162966
3.896,63.5724149409
3.897,63.5421133304
3.898,63.511811465
3.899,63.4815093449
3.9,63.45120697
3.901,63.4209043403
3.902,63.3906014558
3.903,63.3602983166
3.904,63.3299949226
3.905,63.2996912739
3.906,63.2693873704
3.907,63.2390832122
3.908,63.2087787993
3.909,63.1784741317
3.91,63.1481692093
3.911,63.1178640322
3.912,63.0875586004
3.913,63.0572529139
3.914,63.0269469727
3.915,62.9966407767
3.916,62.966334326
3.917,62.9360276206
3.918,62.9057206604
3.919,62.8754134456
3.92,62.8451059759
3.921,62.8147982516
3.922,62.7844902724
3.923,62.7541820385
3.924,62.7238735498
3.925,62.6935648064
3.926,62.6632558081
3.927,62.6329465551
3.928,62.6026370472
3.929,62.5723272845
3.93,62.5420172669
3.931,62.5117069945
3.932,62.4813964672
3.933,62.451085685
3.934,62.4207746479
3.935,62.3904633558
3.936,62.3601518089
3.937,62.3298400069
3.938,62.2995279499
3.939,62.269215638
3.94,62.238903071
3.941,62.2085902489
3.942,62.1782771718
3.943,62.1479638396
3.944,62.1176502522
3.945,62.0873364096
3.946,62.0570223119
3.947,62.026707959
3.948,61.9963933508
3.949,61.9660784873
3.95,61.9357633686
3.951,61.9054479945
3.952,61.875132365
3.953,61.8448164802
3.954,61.8145003399
3.955,61.7841839441
3.956,61.7538672929
3.957,61.7235503861
3.958,61.6932332237
3.959,61.6629158057
3.96,61.632598132
3.961,61.6022802027
3.962,61.5719620176
3.963,61.5416435767
3.964,61.5113248801
3.965,61.4810059275
3.966,61.4506867191
3.967,61.4203672547
3.968,61.3900475344
3.969,61.359727558
3.97,61.3294073255
3.971,61.2990868369
3.972,61.2687660921
3.973,61.2384450911
3.974,61.2081238338
3.975,61.1778023202
3.976,61.1474805502
3.977,61.1171585238
3.978,61.0868362409
3.979,61.0565137015
3.98,61.0261909054
3.981,60.9958678528
3.982,60.9655445434
3.983,60.9352209773
3.984,60.9048971544
3.985,60.8745730746
3.986,60.8442487379
3.987,60.8139241442
3.988,60.7835992934
3.989,60.7532741856
3.99,60.7229488206
3.991,60.6926231983
3.992,60.6622973188
3.993,60.6319711819
3.994,60.6016447875
3.995,60.5713181357
3.996,60.5409912264
3.997,60.5106640594
3.998,60.4803366348
3.999,60.4500089524
4,60.4196810121
4.001,60.389352814
4.002,60.359024358
4.003,60.3286956439
4.004,60.2983666717
4.005,60.2680374413
4.006,60.2377079527
4.007,60.2073782057
4.008,60.1770482004
4.009,60.1467179366
4.01,60.1163874143
4.011,60.0860566333
4.012,60.0557255937
4.013,60.0253942953
4.014,59.995062738
4.015,59.9647309219
4.016,59.9343988467
4.017,59.9040665124
4.018,59.873733919
4.019,59.8434010663
4.02,59.8130679543
4.021,59.7827345829
4.022,59.752400952
4.023,59.7220670615
4.024,59.6917329113
4.025,59.6613985014
4.026,59.6310638317
4.027,59.6007289021
4.028,59.5703937124
4.029,59.5400582627
4.03,59.5097225528
4.031,59.4793865826
4.032,59.4490503521
4.033,59.4187138612
4.034,59.3883771097
4.035,59.3580400976
4.036,59.3277028247
4.037,59.2973652911
4.038,59.2670274966
4.039,59.236689441
4.04,59.2063511244
4.041,59.1760125466
4.042,59.1456737076
4.043,59.1153346072
4.044,59.0849952453
4.045,59.0546556219
4.046,59.0243157368
4.047,58.9939755899
4.048,58.9636351812
4.049,58.9332945106
4.05,58.9029535779
4.051,58.8726123831
4.052,58.842270926
4.053,58.8119292066
4.054,58.7815872248
4.055,58.7512449804
4.056,58.7209024734
4.057,58.6905597036
4.058,58.660216671
4.059,58.6298733754
4.06,58.5995298168
4.061,58.569185995
4.062,58.5388419099
4.063,58.5084975615
4.064,58.4781529496
4.065,58.4478080742
4.066,58.417462935
4.067,58.3871175321
4.068,58.3567718653
4.069,58.3264259345
4.07,58.2960797396
4.071,58.2657332804
4.072,58.235386557
4.073,58.2050395691
4.074,58.1746923167
4.075,58.1443447996
4.076,58.1139970178
4.077,58.0836489711
4.078,58.0533006594
4.079,58.0229520826
4.08,57.9926032407
4.081,57.9622541334
4.082,57.9319047607
4.083,57.9015551225
4.084,57.8712052186
4.085,57.840855049
4.086,57.8105046135
4.087,57.780153912
4.088,57.7498029445
4.089,57.7194517107
4.09,57.6891002106
4.091,57.6587484441
4.092,57.628396411
4.093,57.5980441113
4.094,57.5676915447
4.095,57.5373387113
4.096,57.5069856109
4.097,57.4766322434
4.098,57.4462786086
4.099,57.4159247064
4.1,57.3855705368
4.101,57.3552160996
4.102,57.3248613947
4.103,57.294506422
4.104,57.2641511814
4.105,57.2337956727
4.106,57.2034398958
4.107,57.1730838506
4.108,57.1427275371
4.109,57.112370955
4.11,57.0820141043
4.111,57.0516569848
4.112,57.0212995964
4.113,56.9909419391
4.114,56.9605840126
4.115,56.9302258169
4.116,56.8998673519
4.117,56.8695086174
4.118,56.8391496133
4.119,56.8087903396
4.12,56.778430796
4.121,56.7480709825
4.122,56.7177108989
4.123,56.6873505451
4.124,56.6569899211
4.125,56.6266290266
4.126,56.5962678616
4.127,56.565906426
4.128,56.5355447196
4.129,56.5051827423
4.13,56.474820494
4.131,56.4444579746
4.132,56.414095184
4.133,56.383732122
4.134,56.3533687885
4.135,56.3230051834
4.136,56.2926413067
4.137,56.2622771581
4.138,56.2319127375
4.139,56.2015480449
4.14,56.1711830801
4.141,56.140817843
4.142,56.1104523335
4.143,56.0800865515
4.144,56.0497204968
4.145,56.0193541693
4.146,55.988987569
4.147,55.9586206957
4.148,55.9282535492
4.149,55.8978861295
4.15,55.8675184365
4.151,55.83715047
4.152,55.8067822299
4.153,55.7764137162
4.154,55.7460449286
4.155,55.7156758671
4.156,55.6853065316
4.157,55.6549369219
4.158,55.624567038
4.159,55.5941968796
4.16,55.5638264468
4.161,55.5334557394
4.162,55.5030847573
4.163,55.4727135003
4.164,55.4423419684
4.165,55.4119701615
4.166,55.3815980793
4.167,55.351225722
4.168,55.3208530892
4.169,55.2904801809
4.17,55.260106997
4.171,55.2297335375
4.172,55.1993598021
4.173,55.1689857907
4.174,55.1386115034
4.175,55.1082369398
4.176,55.0778621001
4.177,55.0474869839
4.178,55.0171115914
4.179,54.9867359222
4.18,54.9563599764
4.181,54.9259837538
4.182,54.8956072543
4.183,54.8652304778
4.184,54.8348534242
4.185,54.8044760935
4.186,54.7740984854
4.187,54.7437206
4.188,54.7133424371
4.189,54.6829639966
4.19,54.6525852783
4.191,54.6222062823
4.192,54.5918270085
4.193,54.5614474566
4.194,54.5310676266
4.195,54.5006875185
4.196,54.4703071321
4.197,54.4399264673
4.198,54.4095455241
4.199,54.3791643023
4.2,54.3487828019
4.201,54.3184010227
4.202,54.2880189647
4.203,54.2576366278
4.204,54.2272540118
4.205,54.1968711168
4.206,54.1664879426
4.207,54.1361044891
4.208,54.1057207563
4.209,54.075336744
4.21,54.0449524523
4.211,54.0145678809
4.212,53.9841830298
4.213,53.9537978989
4.214,53.9234124882
4.215,53.8930267975
4.216,53.8626408269
4.217,53.8322545761
4.218,53.8018680452
4.219,53.771481234
4.22,53.7410941426
4.221,53.7107067707
4.222,53.6803191184
4.223,53.6499311855
4.224,53.619542972
4.225,53.5891544779
4.226,53.558765703
4.227,53.5283766473
4.228,53.4979873107
4.229,53.4675976932
4.23,53.4372077947
4.231,53.4068176151
4.232,53.3764271543
4.233,53.3460364124
4.234,53.3156453892
4.235,53.2852540847
4.236,53.2548624988
4.237,53.2244706316
4.238,53.1940784828
4.239,53.1636860525
4.24,53.1332933406
4.241,53.1029003471
4.242,53.0725070718
4.243,53.0421135149
4.244,53.0117196762
4.245,52.9813255556
4.246,52.9509311532
4.247,52.9205364688
4.248,52.8901415025
4.249,52.8597462542
4.25,52.8293507238
4.251,52.7989549114
4.252,52.7685588169
4.253,52.7381624402
4.254,52.7077657813
4.255,52.6773688403
4.256,52.646971617
4.257,52.6165741114
4.258,52.5861763235
4.259,52.5557782533
4.26,52.5253799008
4.261,52.4949812659
4.262,52.4645823486
4.263,52.4341831488
4.264,52.4037836667
4.265,52.3733839021
4.266,52.3429838551
4.267,52.3125835255
4.268,52.2821829136
4.269,52.2517820191
4.27,52.2213808421
4.271,52.1909793826
4.272,52.1605776406
4.273,52.130175616
4.274,52.099773309
4.275,52.0693707195
4.276,52.0389678474
4.277,52.0085646928
4.278,51.9781612558
4.279,51.9477575362
4.28,51.9173535342
4.281,51.8869492497
4.282,51.8565446827
4.283,51.8261398333
4.284,51.7957347015
4.285,51.7653292873
4.286,51.7349235907
4.287,51.7045176117
4.288,51.6741113504
4.289,51.6437048068
4.29,51.6132979809
4.291,51.5828908728
4.292,51.5524834825
4.293,51.52207581
4.294,51.4916678554
4.295,51.4612596186
4.296,51.4308510999
4.297,51.4004422991
4.298,51.3700332163
4.299,51.3396238516
4.3,51.3092142051
4.301,51.2788042768
4.302,51.2483940667
4.303,51.2179835749
4.304,51.1875728015
4.305,51.1571617465
4.306,51.1267504099
4.307,51.096338792
4.308,51.0659268926
4.309,51.035514712
4.31,51.0051022501
4.311,50.9746895071
4.312,50.944276483
4.313,50.9138631779
4.314,50.8834495919
4.315,50.8530357251
4.316,50.8226215775
4.317,50.7922071493
4.318,50.7617924406
4.319,50.7313774513
4.32,50.7009621818
4.321,50.6705466319
4.322,50.640130802
4.323,50.6097146919
4.324,50.579298302
4.325,50.5488816322
4.326,50.5184646827
4.327,50.4880474536
4.328,50.457629945
4.329,50.4272121571
4.33,50.39679409
4.331,50.3663757437
4.332,50.3359571185
4.333,50.3055382145
4.334,50.2751190318
4.335,50.2446995705
4.336,50.2142798307
4.337,50.1838598128
4.338,50.1534395167
4.339,50.1230189426
4.34,50.0925980907
4.341,50.0621769611
4.342,50.0317555541
4.343,50.0013338697
4.344,49.9709119081
4.345,49.9404896696
4.346,49.9100671542
4.347,49.8796443621
4.348,49.8492212936
4.349,49.8187979487
4.35,49.7883743278
4.351,49.7579504309
4.352,49.7275262583
4.353,49.6971018102
4.354,49.6666770867
4.355,49.6362520881
4.356,49.6058268145
4.357,49.5754012662
4.358,49.5449754434
4.359,49.5145493463
4.36,49.484122975
4.361,49.45369633
4.362,49.4232694112
4.363,49.3928422191
4.364,49.3624147537
4.365,49.3319870154
4.366,49.3015590044
4.367,49.271130721
4.368,49.2407021652
4.369,49.2102733375
4.37,49.1798442381
4.371,49.1494148672
4.372,49.1189852251
4.373,49.088555312
4.374,49.0581251283
4.375,49.0276946741
4.376,48.9972639498
4.377,48.9668329556
4.378,48.9364016919
4.379,48.9059701588
4.38,48.8755383567
4.381,48.845106286
4.382,48.8146739467
4.383,48.7842413394
4.384,48.7538084643
4.385,48.7233753216
4.386,48.6929419118
4.387,48.662508235
4.388,48.6320742918
4.389,48.6016400822
4.39,48.5712056068
4.391,48.5407708658
4.392,48.5103358595
4.393,48.4799005884
4.394,48.4494650527
4.395,48.4190292528
4.396,48.388593189
4.397,48.3581568618
4.398,48.3277202714
4.399,48.2972834182
4.4,48.2668463026
4.401,48.236408925
4.402,48.2059712858
4.403,48.1755333852
4.404,48.1450952238
4.405,48.114656802
4.406,48.08421812
4.407,48.0537791783
4.408,48.0233399773
4.409,47.9929005175
4.41,47.9624607992
4.411,47.9320208228
4.412,47.9015805888
4.413,47.8711400976
4.414,47.8406993497
4.415,47.8102583454
4.416,47.7798170852
4.417,47.7493755696
4.418,47.718933799
4.419,47.6884917738
4.42,47.6580494946
4.421,47.6276069617
4.422,47.5971641757
4.423,47.566721137
4.424,47.5362778462
4.425,47.5058343036
4.426,47.4753905098
4.427,47.4449464652
4.428,47.4145021705
4.429,47.384057626
4.43,47.3536128323
4.431,47.3231677899
4.432,47.2927224993
4.433,47.262276961
4.434,47.2318311756
4.435,47.2013851437
4.436,47.1709388656
4.437,47.1404923421
4.438,47.1100455735
4.439,47.0795985606
4.44,47.0491513038
4.441,47.0187038037
4.442,46.9882560609
4.443,46.957808076
4.444,46.9273598495
4.445,46.8969113821
4.446,46.8664626742
4.447,46.8360137266
4.448,46.8055645398
4.449,46.7751151144
4.45,46.7446654511
4.451,46.7142155504
4.452,46.683765413
4.453,46.6533150395
4.454,46.6228644306
4.455,46.5924135869
4.456,46.561962509
4.457,46.5315111977
4.458,46.5010596535
4.459,46.4706078771
4.46,46.4401558691
4.461,46.4097036304
4.462,46.3792511615
4.463,46.3487984632
4.464,46.318345536
4.465,46.2878923809
4.466,46.2574389983
4.467,46.2269853891
4.468,46.196531554
4.469,46.1660774937
4.47,46.1356232088
4.471,46.1051687003
4.472,46.0747139687
4.473,46.0442590149
4.474,46.0138038396
4.475,45.9833484436
4.476,45.9528928276
4.477,45.9224369924
4.478,45.8919809388
4.479,45.8615246676
4.48,45.8310681795
4.481,45.8006114754
4.482,45.7701545561
4.483,45.7396974223
4.484,45.709240075
4.485,45.6787825148
4.486,45.6483247427
4.487,45.6178667596
4.488,45.5874085661
4.489,45.5569501632
4.49,45.5264915518
4.491,45.4960327327
4.492,45.4655737068
4.493,45.4351144749
4.494,45.404655038
4.495,45.3741953969
4.496,45.3437355525
4.497,45.3132755058
4.498,45.2828152576
4.499,45.2523548089
4.5,45.2218941605
4.501,45.1914333135
4.502,45.1609722688
4.503,45.1305110273
4.504,45.10004959
4.505,45.0695879577
4.506,45.0391261316
4.507,45.0086641126
4.508,44.9782019016
4.509,44.9477394996
4.51,44.9172769077
4.511,44.8868141268
4.512,44.856351158
4.513,44.8258880022
4.514,44.7954246606
4.515,44.7649611341
4.516,44.7344974237
4.517,44.7040335306
4.518,44.6735694558
4.519,44.6431052003
4.52,44.6126407652
4.521,44.5821761517
4.522,44.5517113607
4.523,44.5212463933
4.524,44.4907812508
4.525,44.4603159341
4.526,44.4298504445
4.527,44.3993847829
4.528,44.3689189507
4.529,44.3384529488
4.53,44.3079867785
4.531,44.2775204409
4.532,44.2470539371
4.533,44.2165872684
4.534,44.1861204359
4.535,44.1556534409
4.536,44.1251862844
4.537,44.0947189678
4.538,44.0642514922
4.539,44.0337838588
4.54,44.0033160689
4.541,43.9728481237
4.542,43.9423800245
4.543,43.9119117725
4.544,43.8814433689
4.545,43.8509748151
4.546,43.8205061124
4.547,43.7900372619
4.548,43.7595682651
4.549,43.7290991232
4.55,43.6986298375
4.551,43.6681604093
4.552,43.63769084
4.553,43.607221131
4.554,43.5767512835
4.555,43.5462812989
4.556,43.5158111786
4.557,43.485340924
4.558,43.4548705364
4.559,43.4244000172
4.56,43.3939293679
4.561,43.3634585898
4.562,43.3329876844
4.563,43.302516653
4.564,43.2720454972
4.565,43.2415742184
4.566,43.2111028179
4.567,43.1806312974
4.568,43.1501596582
4.569,43.1196879019
4.57,43.0892160299
4.571,43.0587440437
4.572,43.0282719449
4.573,42.9977997349
4.574,42.9673274153
4.575,42.9368549876
4.576,42.9063824534
4.577,42.8759098143
4.578,42.8454370717
4.579,42.8149642273
4.58,42.7844912826
4.581,42.7540182393
4.582,42.7235450989
4.583,42.6930718631
4.584,42.6625985335
4.585,42.6321251117
4.586,42.6016515994
4.587,42.5711779982
4.588,42.5407043098
4.589,42.5102305358
4.59,42.479756678
4.591,42.449282738
4.592,42.4188087175
4.593,42.3883346183
4.594,42.357860442
4.595,42.3273861904
4.596,42.2969118653
4.597,42.2664374683
4.598,42.2359630013
4.599,42.2054884661
4.6,42.1750138643
4.601,42.1445391978
4.602,42.1140644685
4.603,42.0835896781
4.604,42.0531148284
4.605,42.0226399213
4.606,41.9921649587
4.607,41.9616899423
4.608,41.9312148741
4.609,41.9007397559
4.61,41.8702645896
4.611,41.8397893772
4.612,41.8093141205
4.613,41.7788388214
4.614,41.7483634819
4.615,41.7178881039
4.616,41.6874126894
4.617,41.6569372404
4.618,41.6264617587
4.619,41.5959862465
4.62,41.5655107056
4.621,41.5350351381
4.622,41.5045595461
4.623,41.4740839315
4.624,41.4436082964
4.625,41.4131326429
4.626,41.3826569729
4.627,41.3521812887
4.628,41.3217055922
4.629,41.2912298855
4.63,41.2607541709
4.631,41.2302784503
4.632,41.1998027259
4.633,41.169327
4.634,41.1388512745
4.635,41.1083755518
4.636,41.0778998339
4.637,41.047424123
4.638,41.0169484214
4.639,40.9864727313
4.64,40.9559970549
4.641,40.9255213944
4.642,40.8950457521
4.643,40.8645701302
4.644,40.8340945311
4.645,40.8036189569
4.646,40.7731434101
4.647,40.7426678928
4.648,40.7121924074
4.649,40.6817169563
4.65,40.6512415418
4.651,40.6207661663
4.652,40.5902908321
4.653,40.5598155415
4.654,40.5293402971
4.655,40.4988651012
4.656,40.4683899562
4.657,40.4379148645
4.658,40.4074398286
4.659,40.376964851
4.66,40.3464899341
4.661,40.3160150804
4.662,40.2855402924
4.663,40.2550655726
4.664,40.2245909235
4.665,40.1941163476
4.666,40.1636418476
4.667,40.1331674258
4.668,40.102693085
4.669,40.0722188277
4.67,40.0417446565
4.671,40.011270574
4.672,39.9807965828
4.673,39.9503226856
4.674,39.919848885
4.675,39.8893751836
4.676,39.8589015842
4.677,39.8284280894
4.678,39.797954702
4.679,39.7674814245
4.68,39.7370082599
4.681,39.7065352108
4.682,39.6760622799
4.683,39.6455894701
4.684,39.615116784
4.685,39.5846442246
4.686,39.5541717946
4.687,39.5236994968
4.688,39.4932273341
4.689,39.4627553093
4.69,39.4322834253
4.691,39.401811685
4.692,39.3713400912
4.693,39.3408686468
4.694,39.3103973548
4.695,39.2799262182
4.696,39.2494552397
4.697,39.2189844225
4.698,39.1885137695
4.699,39.1580432836
4.7,39.1275729679
4.701,39.0971028254
4.702,39.0666328591
4.703,39.0361630721
4.704,39.0056934673
4.705,38.975224048
4.706,38.9447548172
4.707,38.9142857779
4.708,38.8838169334
4.709,38.8533482867
4.71,38.822879841
4.711,38.7924115994
4.712,38.7619435651
4.713,38.7314757413
4.714,38.7010081312
4.715,38.6705407381
4.716,38.6400735651
4.717,38.6096066155
4.718,38.5791398926
4.719,38.5486733997
4.72,38.51820714
4.721,38.4877411168
4.722,38.4572753336
4.723,38.4268097935
4.724,38.3963445001
4.725,38.3658794565
4.726,38.3354146663
4.727,38.3049501328
4.728,38.2744858595
4.729,38.2440218497
4.73,38.2135581069
4.731,38.1830946346
4.732,38.1526314363
4.733,38.1221685154
4.734,38.0917058754
4.735,38.0612435199
4.736,38.0307814525
4.737,38.0003196766
4.738,37.9698581958
4.739,37.9393970138
4.74,37.9089361341
4.741,37.8784755603
4.742,37.8480152961
4.743,37.8175553451
4.744,37.787095711
4.745,37.7566363975
4.746,37.7261774083
4.747,37.695718747
4.748,37.6652604174
4.749,37.6348024234
4.75,37.6043447685
4.751,37.5738874566
4.752,37.5434304915
4.753,37.512973877
4.754,37.482517617
4.755,37.4520617152
4.756,37.4216061756
4.757,37.3911510019
4.758,37.3606961982
4.759,37.3302417683
4.76,37.2997877161
4.761,37.2693340456
4.762,37.2388807608
4.763,37.2084278655
4.764,37.1779753639
4.765,37.1475232599
4.766,37.1170715576
4.767,37.086620261
4.768,37.0561693741
4.769,37.025718901
4.77,36.9952688459
4.771,36.9648192129
4.772,36.934370006
4.773,36.9039212294
4.774,36.8734728873
4.775,36.8430249839
4.776,36.8125775233
4.777,36.7821305099
4.778,36.7516839477
4.779,36.7212378411
4.78,36.6907921944
4.781,36.6603470117
4.782,36.6299022975
4.783,36.5994580561
4.784,36.5690142917
4.785,36.5385710087
4.786,36.5081282116
4.787,36.4776859047
4.788,36.4472440924
4.789,36.4168027792
4.79,36.3863619694
4.791,36.3559216676
4.792,36.3254818783
4.793,36.2950426058
4.794,36.2646038549
4.795,36.2341656299
4.796,36.2037279355
4.797,36.1732907762
4.798,36.1428541566
4.799,36.1124180813
4.8,36.081982555
4.801,36.0515475823
4.802,36.0211131678
4.803,35.9906793163
4.804,35.9602460324
4.805,35.9298133209
4.806,35.8993811865
4.807,35.8689496339
4.808,35.838518668
4.809,35.8080882935
4.81,35.7776585153
4.811,35.7472293381
4.812,35.7168007669
4.813,35.6863728065
4.814,35.6559454617
4.815,35.6255187376
4.816,35.595092639
4.817,35.5646671708
4.818,35.5342423381
4.819,35.5038181458
4.82,35.4733945989
4.821,35.4429717025
4.822,35.4125494616
4.823,35.3821278812
4.824,35.3517069665
4.825,35.3212867225
4.826,35.2908671543
4.827,35.2604482672
4.828,35.2300300662
4.829,35.1996125566
4.83,35.1691957434
4.831,35.1387796321
4.832,35.1083642277
4.833,35.0779495355
4.834,35.0475355609
4.835,35.0171223092
4.836,34.9867097855
4.837,34.9562979953
4.838,34.925886944
4.839,34.8954766369
4.84,34.8650670794
4.841,34.8346582769
4.842,34.8042502349
4.843,34.7738429588
4.844,34.7434364542
4.845,34.7130307264
4.846,34.682625781
