"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-52.9212909074678,-0.0842481916987811
1.001,-52.966261763348,-0.0843124338159779
1.002,-53.0114574522755,-0.0843765726587707
1.003,-53.056877940309,-0.0844406074046881
1.004,-53.1025231390375,-0.0845045372306032
1.005,-53.148392903048,-0.0845683613127816
1.006,-53.1944870272967,-0.0846320788268755
1.007,-53.2408052443751,-0.0846956889479627
1.008,-53.2873472216718,-0.0847591908505809
1.009,-53.3341125584244,-0.084822583708755
1.01,-53.3811007826577,-0.0848858666960059
1.011,-53.4283113480058,-0.0849490389853993
1.012,-53.4757436304124,-0.0850120997495566
1.013,-53.5233969247068,-0.0850750481606878
1.014,-53.5712704410514,-0.0851378833906212
1.015,-53.6193633012553,-0.0852006046108354
1.016,-53.6676745349527,-0.0852632109924701
1.017,-53.7162030756381,-0.0853257017063827
1.018,-53.7649477565574,-0.085388075923139
1.019,-53.8139073064495,-0.0854503328130962
1.02,-53.8630803451327,-0.0855124715463652
1.021,-53.9124653789339,-0.0855744912928904
1.022,-53.9620607959547,-0.0856363912224722
1.023,-54.0118648611707,-0.085698170504776
1.024,-54.0618757113592,-0.0857598283093643
1.025,-54.1120913498512,-0.0858213638057653
1.026,-54.1625096411043,-0.0858827761634509
1.027,-54.2131283050907,-0.085944064551903
1.028,-54.2639449114974,-0.0860052281406273
1.029,-54.3149568737349,-0.0860662660991894
1.03,-54.366161442749,-0.0861271775972637
1.031,-54.4175557006335,-0.0861879618046225
1.032,-54.4691365540407,-0.0862486178912098
1.033,-54.5209007273845,-0.0863091450271554
1.034,-54.572844755835,-0.0863695423828083
1.035,-54.6249649781014,-0.0864298091287712
1.036,-54.677257529001,-0.0864899444359239
1.037,-54.7297183318118,-0.0865499474754798
1.038,-54.7823430904085,-0.0866098174189945
1.039,-54.8351272811801,-0.0866695534384088
1.04,-54.8880661447294,-0.0867291547060866
1.041,-54.9411546773536,-0.0867886203948394
1.042,-54.9943876223092,-0.0868479496779735
1.043,-55.0477594608608,-0.0869071417292985
1.044,-55.1012644031172,-0.0869661957232076
1.045,-55.1548963786592,-0.0870251108346659
1.046,-55.2086490269637,-0.0870838862392576
1.047,-55.2625156876276,-0.0871425211132468
1.048,-55.3164893904025,-0.0872010146335848
1.049,-55.3705628450447,-0.0872593659779504
1.05,-55.4247284309927,-0.0873175743247966
1.051,-55.4789781868829,-0.0873756388533747
1.052,-55.533303799916,-0.0874335587437824
1.053,-55.5876965950901,-0.0874913331769812
1.054,-55.6421475243156,-0.0875489613348613
1.055,-55.6966471554331,-0.0876064424002521
1.056,-55.7511856611528,-0.0876637755569711
1.057,-55.8057528079405,-0.0877209599898613
1.058,-55.8603379448759,-0.0877779948848334
1.059,-55.9149299925118,-0.0878348794288799
1.06,-55.9695174317644,-0.0878916128101453
1.061,-56.0240882928712,-0.0879481942179498
1.062,-56.0786301444522,-0.0880046228428088
1.063,-56.1331300827153,-0.0880608978765143
1.064,-56.1875747208516,-0.0881170185121277
1.065,-56.2419501786653,-0.0881729839440505
1.066,-56.2962420724927,-0.0882287933680497
1.067,-56.3504355054624,-0.0882844459812923
1.068,-56.4045150581572,-0.0883399409823996
1.069,-56.4584647797409,-0.0883952775714753
1.07,-56.5122681796149,-0.0884504549501496
1.071,-56.5659082196774,-0.0885054723216165
1.072,-56.6193673072587,-0.088560328890676
1.073,-56.6726272888129,-0.0886150238637652
1.074,-56.7256694444477,-0.0886695564490316
1.075,-56.7784744833799,-0.088723925856314
1.076,-56.8310225404067,-0.0887781312972382
1.077,-56.8832931734887,-0.0888321719852403
1.078,-56.9352653625385,-0.0888860471355943
1.079,-56.9869175095204,-0.0889397559654692
1.08,-57.03822743996,-0.0889932976939674
1.081,-57.0891724059728,-0.0890466715421472
1.082,-57.1397290909164,-0.0890998767331051
1.083,-57.1898736157775,-0.0891529124919784
1.084,-57.2395815474007,-0.0892057780460009
1.085,-57.2888279086688,-0.0892584726245497
1.086,-57.3375871907434,-0.0893109954591816
1.087,-57.3858333674711,-0.08936334578368
1.088,-57.4335399120581,-0.0894155228340855
1.089,-57.4806798161132,-0.0894675258487611
1.09,-57.5272256111536,-0.0895193540684093
1.091,-57.5731493926607,-0.0895710067361315
1.092,-57.6184228467652,-0.089622483097452
1.093,-57.6630172796355,-0.0896737824004013
1.094,-57.7069036496267,-0.0897249038955093
1.095,-57.7500526022412,-0.0897758468358879
1.096,-57.7924345079359,-0.0898266104772412
1.097,-57.8340195027955,-0.0898771940779337
1.098,-57.8747775320778,-0.0899275968990355
1.099,-57.9146783966151,-0.0899778182043401
1.1,-57.9536918020408,-0.0900278572604289
1.101,-57.9917874107851,-0.0900777133367171
1.102,-58.0289348967669,-0.0901273857054873
1.103,-58.0651040026811,-0.0901768736419256
1.104,-58.1002645997593,-0.0902261764241952
1.105,-58.1343867498589,-0.0902752933334458
1.106,-58.1674407697046,-0.0903242236538867
1.107,-58.1993972970876,-0.0903729666728078
1.108,-58.2302273587974,-0.0904215216806378
1.109,-58.2599024400392,-0.0904698879709889
1.11,-58.2883945550617,-0.0905180648406897
1.111,-58.3156763187014,-0.0905660515898472
1.112,-58.3417210185212,-0.0906138475218669
1.113,-58.3665026872071,-0.0906614519435252
1.114,-58.3899961748619,-0.0907088641649907
1.115,-58.412177220823,-0.0907560834998885
1.116,-58.4330225246163,-0.0908031092653238
1.117,-58.4525098156476,-0.0908499407819426
1.118,-58.4706179212261,-0.0908965773739712
1.119,-58.4873268325125,-0.0909430183692596
1.12,-58.5026177679821,-0.0909892630993324
1.121,-58.5164732339996,-0.0910353108994222
1.122,-58.5288770821118,-0.0910811611085176
1.123,-58.5398145626746,-0.0911268130694238
1.124,-58.5492723744495,-0.0911722661287862
1.125,-58.5572387098267,-0.0912175196371367
1.126,-58.5637032953559,-0.0912625729489657
1.127,-58.5686574272935,-0.0913074254227247
1.128,-58.5720940019108,-0.0913520764209021
1.129,-58.574007540342,-0.091396525310063
1.13,-58.574394207786,-0.0914407714608752
1.131,-58.5732518269223,-0.0914848142481819
1.132,-58.5705798854396,-0.0915286530510254
