Freq(Hz),S21 Log Mag(dB),S21 Phase(°)
1000000000,-7.0394664,-47.158913
1001000000,-7.0345783,-47.221416
1002000000,-7.0650668,-47.171177
1003000000,-7.0542197,-47.057983
1004000000,-7.0226908,-47.097599
1005000000,-7.0941124,-47.293175
1006000000,-7.061789,-47.365517
1007000000,-7.0442119,-47.263214
1008000000,-7.0529675,-47.4342
1009000000,-7.0538778,-47.468647
1010000000,-7.0642672,-47.52533
1011000000,-7.0897455,-47.419407
1012000000,-7.0906281,-47.337097
1013000000,-7.0511017,-47.631424
1014000000,-7.0776067,-47.5354
1015000000,-7.071907,-47.633579
1016000000,-7.07903,-47.562248
1017000000,-7.0626936,-47.839478
1018000000,-7.0982895,-47.727798
1019000000,-7.0863442,-47.7575
1020000000,-7.1149182,-47.686474
1021000000,-7.0785055,-48.014408
1022000000,-7.0632644,-47.735413
1023000000,-7.0899191,-48.103733
1024000000,-7.1230268,-48.01474
1025000000,-7.1232591,-47.818779
1026000000,-7.1364331,-48.01606
1027000000,-7.0752301,-48.07666
1028000000,-7.0952253,-48.117378
1029000000,-7.115437,-48.188763
1030000000,-7.0895495,-48.285702
1031000000,-7.1151433,-48.207764
1032000000,-7.1445079,-48.428585
1033000000,-7.138207,-48.151287
1034000000,-7.1594553,-48.348328
1035000000,-7.1332183,-48.229713
1036000000,-7.1046162,-48.521751
1037000000,-7.1053381,-48.620415
1038000000,-7.1194057,-48.409618
1039000000,-7.1420965,-48.540928
1040000000,-7.1173959,-48.479275
1041000000,-7.1673322,-48.654781
1042000000,-7.1442084,-48.589729
1043000000,-7.1249156,-48.564465
1044000000,-7.1157689,-48.536366
1045000000,-7.1586871,-48.769009
1046000000,-7.1481347,-48.91222
1047000000,-7.1596127,-48.617516
1048000000,-7.1699572,-48.716457
1049000000,-7.173049,-48.683651
1050000000,-7.1357207,-48.790165
1051000000,-7.1571112,-48.853054
1052000000,-7.1805754,-49.066723
1053000000,-7.1763091,-48.940006
1054000000,-7.1543627,-49.048275
1055000000,-7.1842351,-48.938946
1056000000,-7.1749258,-49.128071
1057000000,-7.1641889,-49.209518
1058000000,-7.1968856,-49.250248
1059000000,-7.2106571,-49.291138
1060000000,-7.169559,-49.283058
1061000000,-7.2208104,-49.334316
1062000000,-7.2121367,-49.359234
1063000000,-7.1908884,-49.287388
1064000000,-7.2047296,-49.563725
1065000000,-7.1764779,-49.627754
1066000000,-7.195509,-49.449261
1067000000,-7.2182083,-49.557568
1068000000,-7.1717086,-49.523842
1069000000,-7.2026968,-49.528217
1070000000,-7.2172799,-49.581802
1071000000,-7.1965151,-49.520924
1072000000,-7.2115035,-49.638294
1073000000,-7.2248874,-49.632107
1074000000,-7.1940217,-49.710117
1075000000,-7.2432046,-49.942566
1076000000,-7.2336063,-49.894249
1077000000,-7.2298741,-49.883411
1078000000,-7.2090383,-49.751621
1079000000,-7.2204576,-49.867882
1080000000,-7.2302833,-49.927559
1081000000,-7.2626681,-49.960594
1082000000,-7.2521286,-50.113186
1083000000,-7.2266693,-50.097099
1084000000,-7.2133574,-50.064899
1085000000,-7.2443447,-50.081089
1086000000,-7.259696,-50.327656
1087000000,-7.2462287,-50.163204
1088000000,-7.254437,-50.273338
1089000000,-7.2469277,-50.232742
1090000000,-7.2149014,-50.423302
1091000000,-7.2373562,-50.310772
1092000000,-7.2281199,-50.499443
1093000000,-7.2493706,-50.359463
1094000000,-7.2959471,-50.652073
1095000000,-7.2501245,-50.489838
1096000000,-7.2845197,-50.713829
1097000000,-7.2812352,-50.506397
1098000000,-7.2599607,-50.509384
1099000000,-7.2879682,-50.854202
1100000000,-7.2485199,-50.666397
1101000000,-7.2929163,-50.663376
1102000000,-7.3091044,-50.640541
1103000000,-7.2916889,-50.831326
1104000000,-7.2897573,-50.903702
1105000000,-7.3046784,-50.863312
1106000000,-7.2929211,-50.883694
1107000000,-7.3117247,-50.932419
1108000000,-7.305203,-50.996052
1109000000,-7.2694101,-50.950214
1110000000,-7.3110271,-50.891384
1111000000,-7.3173652,-50.900089
1112000000,-7.2942328,-51.201447
1113000000,-7.3418741,-51.139557
1114000000,-7.3278947,-51.282085
1115000000,-7.3415341,-51.096016
1116000000,-7.3245282,-51.386814
1117000000,-7.2985106,-51.034241
1118000000,-7.3225484,-51.160824
1119000000,-7.3124089,-51.397022
1120000000,-7.3375473,-51.334938
1121000000,-7.3442116,-51.413681
1122000000,-7.3643479,-51.464561
1123000000,-7.3172517,-51.394222
1124000000,-7.306397,-51.507572
1125000000,-7.3427043,-51.588413
1126000000,-7.35111,-51.570713
1127000000,-7.3486977,-51.49435
1128000000,-7.3747015,-51.613796
1129000000,-7.3566179,-51.763069
1130000000,-7.3834405,-51.582085
1131000000,-7.3410625,-51.777431
1132000000,-7.3664017,-51.647636
1133000000,-7.3531914,-51.799847
1134000000,-7.3516297,-51.812298
1135000000,-7.407249,-51.642025
1136000000,-7.3779011,-51.746704
1137000000,-7.3773046,-51.896259
1138000000,-7.3632255,-51.968716
1139000000,-7.3842216,-51.970642
1140000000,-7.3823204,-52.113808
1141000000,-7.3915815,-52.045094
1142000000,-7.3948503,-52.164978
1143000000,-7.3598866,-52.111145
1144000000,-7.4093914,-52.144054
1145000000,-7.3751116,-52.212719
1146000000,-7.3577962,-52.080734
1147000000,-7.3635597,-52.308475
1148000000,-7.372869,-52.321476
1149000000,-7.4044108,-52.272747
1150000000,-7.3995752,-52.274014
1151000000,-7.4065132,-52.315044
1152000000,-7.3929043,-52.431156
1153000000,-7.3890009,-52.234238
1154000000,-7.4217291,-52.377686
1155000000,-7.4191513,-52.525249
1156000000,-7.3855066,-52.626358
1157000000,-7.4178419,-52.537689
1158000000,-7.429491,-52.460461
1159000000,-7.4306054,-52.672775
1160000000,-7.4146895,-52.633904
1161000000,-7.4093804,-52.512257
1162000000,-7.4341226,-52.779175
1163000000,-7.4539576,-52.819599
1164000000,-7.4348578,-52.863758
1165000000,-7.4280453,-52.674587
1166000000,-7.4258671,-52.840214
1167000000,-7.4305477,-52.921551
1168000000,-7.4439464,-52.792305
1169000000,-7.430192,-52.895649
1170000000,-7.4485178,-52.910542
1171000000,-7.4284711,-52.942425
1172000000,-7.438128,-52.910015
1173000000,-7.4484911,-53.030689
1174000000,-7.4864168,-52.937275
1175000000,-7.4459977,-53.003296
1176000000,-7.4313946,-53.061615
1177000000,-7.4925728,-53.025028
1178000000,-7.4687009,-53.176956
1179000000,-7.4681082,-53.19804
1180000000,-7.456202,-53.248543
1181000000,-7.4609709,-53.204288
1182000000,-7.466856,-53.171787
1183000000,-7.4915223,-53.251099
1184000000,-7.501945,-53.345104
1185000000,-7.5030398,-53.24144
1186000000,-7.4792933,-53.213707
1187000000,-7.4919605,-53.435272
1188000000,-7.4907932,-53.599598
1189000000,-7.4999123,-53.685715
1190000000,-7.4797263,-53.44696
1191000000,-7.4885607,-53.52607
1192000000,-7.474894,-53.613197
1193000000,-7.4743834,-53.652237
1194000000,-7.4841924,-53.684196
1195000000,-7.5020061,-53.54855
1196000000,-7.488194,-53.597851
1197000000,-7.4951277,-53.917938
1198000000,-7.5118194,-53.777027
1199000000,-7.5097928,-53.826775
1200000000,-7.5143805,-54.011929
1201000000,-7.4902139,-53.950645
1202000000,-7.509583,-54.003353
1203000000,-7.516767,-53.901093
1204000000,-7.5060501,-53.875191
1205000000,-7.5247803,-54.045036
1206000000,-7.5419779,-54.086563
1207000000,-7.5319829,-53.903076
1208000000,-7.5283136,-54.073006
1209000000,-7.524116,-53.927761
1210000000,-7.5691967,-54.044533
1211000000,-7.5458422,-54.140923
1212000000,-7.5233245,-54.234516
1213000000,-7.5249681,-54.354527
1214000000,-7.5393434,-54.278336
1215000000,-7.5369153,-54.055168
1216000000,-7.5419769,-54.387012
1217000000,-7.5597358,-54.348976
1218000000,-7.532515,-54.497456
1219000000,-7.5539951,-54.232426
1220000000,-7.5393386,-54.449146
1221000000,-7.55233,-54.3936
1222000000,-7.5544605,-54.446896
1223000000,-7.5619855,-54.399994
1224000000,-7.5359831,-54.246468
1225000000,-7.5626421,-54.533585
1226000000,-7.567668,-54.594746
1227000000,-7.5579057,-54.708069
1228000000,-7.6004143,-54.595913
1229000000,-7.5721216,-54.659172
1230000000,-7.5731435,-54.772919
