"Freq [GHz]","cang_deg(S(2,1))-cang_deg(S(3,1)) [deg]"
1.311,36.6843161499043
1.312,36.7339725790476
1.313,36.7836946029803
1.314,36.8334823088797
1.315,36.883335783514
1.316,36.9332551132365
1.317,36.98324038398
1.318,37.0332916812518
1.319,37.0834090901271
1.32,37.1335926952448
1.321,37.1838425807998
1.322,37.2341588305393
1.323,37.2845415277557
1.324,37.3349907552819
1.325,37.385506595484
1.326,37.4360891302571
1.327,37.4867384410183
1.328,37.5374546087011
1.329,37.5882377137497
1.33,37.6390878361126
1.331,37.6900050552369
1.332,37.7409894500623
1.333,37.7920410990146
1.334,37.84316008
1.335,37.8943464703989
1.336,37.9456003470594
1.337,37.9969217862916
1.338,38.0483108638608
1.339,38.0997676549818
1.34,38.1512922343122
1.341,38.2028846759459
1.342,38.2545450534074
1.343,38.3062734396447
1.344,38.3580699070232
1.345,38.409934527319
1.346,38.4618673717128
1.347,38.513868510783
1.348,38.5659380144992
1.349,38.6180759522156
1.35,38.6702823926647
1.351,38.7225574039497
1.352,38.774901053539
1.353,38.8273134082589
1.354,38.8797945342864
1.355,38.932344497143
1.356,38.9849633616879
1.357,39.0376511921107
1.358,39.0904080519249
1.359,39.1432340039607
1.36,39.1961291103584
1.361,39.2490934325608
1.362,39.3021270313069
1.363,39.3552299666242
1.364,39.4084022978224
1.365,39.4616440834852
1.366,39.5149553814644
1.367,39.5683362488716
1.368,39.6217867420719
1.369,39.6753069166758
1.37,39.7288968275328
1.371,39.7825565287237
1.372,39.8362860735528
1.373,39.8900855145418
1.374,39.943954903421
1.375,39.9978942911226
1.376,40.0519037277736
1.377,40.1059832626876
1.378,40.1601329443577
1.379,40.2143528204486
1.38,40.2686429377898
1.381,40.3230033423674
1.382,40.3774340793162
1.383,40.4319351929132
1.384,40.4865067265685
1.385,40.541148722819
1.386,40.5958612233196
1.387,40.6506442688357
1.388,40.7054978992359
1.389,40.7604221534837
1.39,40.8154170696297
1.391,40.8704826848043
1.392,40.9256190352088
1.393,40.9808261561086
1.394,41.0361040818244
1.395,41.0914528457247
1.396,41.1468724802176
1.397,41.2023630167431
1.398,41.2579244857647
1.399,41.3135569167615
1.4,41.3692603382202
1.401,41.425034777627
1.402,41.480880261459
1.403,41.5367968151767
1.404,41.5927844632156
1.405,41.648843228978
1.406,41.7049731348248
1.407,41.7611742020669
1.408,41.8174464509574
1.409,41.8737899006835
1.41,41.9302045693575
1.411,41.9866904740089
1.412,42.0432476305764
1.413,42.0998760538984
1.414,42.1565757577064
1.415,42.2133467546149
1.416,42.2701890561138
1.417,42.3271026725599
1.418,42.3840876131683
1.419,42.4411438860045
1.42,42.4982714979747
1.421,42.5554704548188
1.422,42.6127407611004
1.423,42.6700824201998
1.424,42.7274954343041
1.425,42.7849798043994
1.426,42.8425355302622
1.427,42.9001626104502
1.428,42.9578610422947
1.429,43.0156308218912
1.43,43.0734719440909
1.431,43.1313844024924
1.432,43.1893681894327
1.433,43.2474232959791
1.434,43.3055497119193
1.435,43.3637474257545
1.436,43.422016424689
1.437,43.4803566946228
1.438,43.538768220142
1.439,43.597250984511
1.44,43.6558049696625
1.441,43.7144301561901
1.442,43.773126523339
1.443,43.8318940489971
1.444,43.8907327096862
1.445,43.9496424805543
1.446,44.008623335365
1.447,44.0676752464909
1.448,44.1267981849031
1.449,44.1859921201631
1.45,44.2452570204142
1.451,44.3045928523731
1.452,44.36399958132
1.453,44.4234771710907
1.454,44.4830255840676
1.455,44.5426447811716
1.456,44.602334721852
1.457,44.6620953640791
1.458,44.7219266643345
1.459,44.7818285776033
1.46,44.8418010573645
1.461,44.9018440555826
1.462,44.9619575226992
1.463,45.0221414076238
1.464,45.0823956577254
1.465,45.1427202188238
1.466,45.2031150351809
1.467,45.2635800494918
1.468,45.3241152028766
1.469,45.3847204348717
1.47,45.4453956834201
1.471,45.5061408848649
1.472,45.5669559739383
1.473,45.6278408837553
1.474,45.6887955458031
1.475,45.7498198899339
1.476,45.8109138443558
1.477,45.8720773356247
1.478,45.933310288635
1.479,45.9946126266119
1.48,46.0559842711029
1.481,46.1174251419687
1.482,46.1789351573756
1.483,46.2405142337865
1.484,46.3021622859529
1.485,46.3638792269062
1.486,46.4256649679501
1.487,46.4875194186513
1.488,46.5494424868322
1.489,46.6114340785618
1.49,46.6734940981481
1.491,46.7356224481301
1.492,46.7978190292689
1.493,46.8600837405399
1.494,46.9224164791252
1.495,46.9848171404049
1.496,47.0472856179498
1.497,47.1098218035124
1.498,47.1724255870198
1.499,47.2350968565656
1.5,47.2978354984023
1.501,47.3606413969327
1.502,47.4235144347027
1.503,47.4864544923934
1.504,47.5494614488139
1.505,47.6125351808927
1.506,47.6756755636709
1.507,47.7388824702942
1.508,47.8021557720053
1.509,47.8654953381371
1.51,47.9289010361046
1.511,47.9923727313976
1.512,48.0559102875734
1.513,48.1195135662502
1.514,48.1831824270989
1.515,48.2469167278363
1.516,48.3107163242182
1.517,48.3745810700322
1.518,48.4385108170907
1.519,48.5025054152234
1.52,48.5665647122718
1.521,48.6306885540808
1.522,48.6948767844931
1.523,48.7591292453419
1.524,48.8234457764442
1.525,48.8878262155945
1.526,48.9522703985583
1.527,49.0167781590656
1.528,49.0813493288043
1.529,49.145983737414
1.53,49.2106812124799
1.531,49.2754415795267
1.532,49.3402646620117
1.533,49.4051502813203
1.534,49.4700982567581
1.535,49.535108405547
1.536,49.6001805428176
1.537,49.6653144816047
1.538,49.7305100328411
1.539,49.7957670053523
1.54,49.8610852058505
1.541,49.9264644389297
1.542,49.9919045070605
1.543,50.0574052105839
1.544,50.1229663477069
1.545,50.1885877144977
1.546,50.2542691048798
1.547,50.3200103106277
1.548,50.385811121362
1.549,50.4516713245443
1.55,50.517590705473
1.551,50.5835690472786
1.552,50.6496061309194
1.553,50.7157017351764
1.554,50.7818556366499
1.555,50.8480676097551
1.556,50.9143374267178
1.557,50.9806648575704
1.558,51.0470496701481
1.559,51.1134916300853
1.56,51.1799905008117
1.561,51.2465460435486
1.562,51.3131580173064
1.563,51.379826178879
1.564,51.446550282843
1.565,51.5133300815534
1.566,51.5801653251404
1.567,51.6470557615066
1.568,51.7140011363244
1.569,51.7810011930333
1.57,51.8480556728366
1.571,51.9151643146996
1.572,51.9823268553475
1.573,52.0495430292617
1.574,52.1168125686795
1.575,52.1841352035906
1.576,52.2515106617356
1.577,52.3189386686046
1.578,52.3864189474352
1.579,52.4539512192107
1.58,52.521535202659
1.581,52.5891706142514
1.582,52.6568571682007
1.583,52.724594576461
1.584,52.792382548726
1.585,52.8602207924292
1.586,52.9281090127418
1.587,52.996046912573
1.588,53.0640341925697
1.589,53.1320705511159
1.59,53.2001556843321
1.591,53.2682892860763
1.592,53.3364710479431
1.593,53.4047006592645
1.594,53.4729778071099
1.595,53.5413021762869
1.596,53.6096734493418
1.597,53.6780913065601
1.598,53.746555425968
1.599,53.8150654833328
1.6,53.8836211521646
1.601,53.9522221037174
1.602,54.0208680069906
1.603,54.0895585287302
1.604,54.1582933334314
1.605,54.2270720833397
1.606,54.2958944384534
1.607,54.3647600565257
1.608,54.4336685930667
1.609,54.5026197013463
1.61,54.5716130323968
1.611,54.6406482350152
1.612,54.7097249557666
1.613,54.7788428389871
1.614,54.8480015267872
1.615,54.9172006590546
1.616,54.9864398734584
1.617,55.0557188054523
1.618,55.1250370882787
1.619,55.1943943529724
1.62,55.2637902283651
1.621,55.3332243410892
1.622,55.4026963155831
1.623,55.4722057740942
1.624,55.5417523366856
1.625,55.6113356212394
1.626,55.6809552434627
1.627,55.7506108168924
1.628,55.8203019529006
1.629,55.8900282607003
1.63,55.959789347351
1.631,56.0295848177645
1.632,56.0994142747108
1.633,56.1692773188246
1.634,56.2391735486113
1.635,56.3091025604535
1.636,56.379063948618
1.637,56.4490573052618
1.638,56.5190822204404
1.639,56.5891382821134
1.64,56.6592250761526
1.641,56.7293421863496
1.642,56.7994891944231
1.643,56.8696656800263
1.644,56.9398712207556
1.645,57.0101053921584
1.646,57.0803677677409
1.647,57.150657918977
1.648,57.2209754153168
1.649,57.2913198241953
1.65,57.3616907110411
1.651,57.4320876392859
1.652,57.5025101703732
1.653,57.5729578637679
1.654,57.6434302769661
1.655,57.7139269655044
1.656,57.78444748297
1.657,57.8549913810106
1.658,57.9255582093447
1.659,57.9961475157719
1.66,58.0667588461833
1.661,58.1373917445723
1.662,58.2080457530457
1.663,58.278720411834
1.664,58.349415259303
1.665,58.4201298319653
1.666,58.4908636644913
1.667,58.5616162897209
1.668,58.6323872386759
1.669,58.703176040571
1.67,58.7739822228267
1.671,58.8448053110808
1.672,58.9156448292017
1.673,58.9865002993002
1.674,59.0573712417428
1.675,59.1282571751638
1.676,59.1991576164796
1.677,59.2700720809002
1.678,59.3410000819443
1.679,59.4119411314515
1.68,59.4828947395965
1.681,59.5538604149028
1.682,59.6248376642566
1.683,59.695825992921
1.684,59.7668249045503
1.685,59.8378339012039
1.686,59.9088524833616
1.687,59.9798801499378
1.688,60.0509163982963
1.689,60.1219607242654
1.69,60.1930126221535
1.691,60.2640715847632
1.692,60.3351371034079
1.693,60.4062086679266
1.694,60.4772857667001
1.695,60.5483678866662
1.696,60.6194545133365
1.697,60.6905451308117
1.698,60.7616392217982
1.699,60.8327362676245
1.7,60.9038357482578
1.701,60.9749371423204
1.702,61.0460399271065
1.703,61.1171435785994
1.704,61.1882475714879
1.705,61.2593513791842
1.706,61.3304544738408
1.707,61.4015563263681
1.708,61.4726564064515
1.709,61.5437541825695
1.71,61.6148491220114
1.711,61.6859406908952
1.712,61.7570283541854
1.713,61.8281115757113
1.714,61.8991898181855
1.715,61.9702625432217
1.716,62.0413292113536
1.717,62.1123892820537
1.718,62.1834422137513
1.719,62.254487463852
1.72,62.325524488756
1.721,62.3965527438777
1.722,62.4675716836648
1.723,62.5385807616166
1.724,62.6095794303048
1.725,62.6805671413917
1.726,62.7515433456503
1.727,62.8225074929842
1.728,62.8934590324462
1.729,62.9643974122593
1.73,63.0353220798363
1.731,63.1062324817994
1.732,63.1771280640004
1.733,63.2480082715412
1.734,63.3188725487936
1.735,63.3897203394203
1.736,63.4605510863941
1.737,63.5313642320198
1.738,63.6021592179539
1.739,63.6729354852254
1.74,63.7436924742564
1.741,63.8144296248832
1.742,63.885146376377
1.743,63.9558421674646
1.744,64.0265164363497
1.745,64.0971686207338
1.746,64.1677981578372
1.747,64.2384044844204
1.748,64.3089870368051
1.749,64.3795452508956
1.75,64.4500785622001
1.751,64.5205864058519
1.752,64.5910682166313
1.753,64.6615234289865
1.754,64.7319514770555
1.755,64.8023517946875
1.756,64.8727238154647
1.757,64.9430669727235
1.758,65.0133806995767
1.759,65.0836644289347
1.76,65.153917593528
1.761,65.2241396259279
1.762,65.2943299585696
1.763,65.3644880237725
1.764,65.4346132537635
1.765,65.504705080698
1.766,65.5747629366819
1.767,65.6447862537942
1.768,65.7147744641076
1.769,65.7847269997117
1.77,65.8546432927343
1.771,65.9245227753638
1.772,65.9943648798704
1.773,66.0641690386288
1.774,66.1339346841399
1.775,66.2036612490528
1.776,66.2733481661868
1.777,66.3429948685532
1.778,66.4126007893773
1.779,66.4821653621206
1.78,66.5516880205026
1.781,66.6211681985224
1.782,66.6906053304811
1.783,66.7599988510034
1.784,66.8293481950594
1.785,66.898652797987
1.786,66.967912095513
1.787,67.0371255237751
1.788,67.1062925193441
1.789,67.1754125192451
1.79,67.2444849609795
1.791,67.3135092825466
1.792,67.382484922465
1.793,67.4514113197949
1.794,67.5202879141586
1.795,67.5891141457629
1.796,67.6578894554201
1.797,67.7266132845699
1.798,67.7952850752999
1.799,67.8639042703676
1.8,67.9324703132216
1.801,68.0009826480223
1.802,68.0694407196642
1.803,68.1378439737953
1.804,68.2061918568395
1.805,68.2744838160169
1.806,68.3427192993649
1.807,68.4108977557589
1.808,68.4790186349333
1.809,68.5470813875017
1.81,68.6150854649778
1.811,68.6830303197961
1.812,68.750915405332
1.813,68.8187401759222
1.814,68.8865040868852
1.815,68.9542065945414
1.816,69.0218471562326
1.817,69.0894252303436
1.818,69.1569402763199
1.819,69.2243917546895
1.82,69.2917791270819
1.821,69.359101856247
1.822,69.426359406076
1.823,69.4935512416198
1.824,69.5606768291087
1.825,69.6277356359719
1.826,69.694727130856
1.827,69.7616507836447
1.828,69.8285060654772
1.829,69.895292448767
1.83,69.9620094072212
1.831,70.0286564158582
1.832,70.095232951027
1.833,70.1617384904248
1.834,70.2281725131156
1.835,70.2945344995483
1.836,70.3608239315746
1.837,70.4270402924668
1.838,70.4931830669357
1.839,70.5592517411479
1.84,70.6252458027435
1.841,70.6911647408535
1.842,70.7570080461166
1.843,70.8227752106967
1.844,70.8884657282997
1.845,70.9540790941901
1.846,71.0196148052082
1.847,71.0850723597858
1.848,71.1504512579632
1.849,71.2157510014053
1.85,71.2809710934175
1.851,71.3461110389622
1.852,71.4111703446735
1.853,71.4761485188744
1.854,71.5410450715907
1.855,71.6058595145678
1.856,71.6705913612846
1.857,71.7352401269696
1.858,71.7998053286153
1.859,71.8642864849931
1.86,71.9286831166676
1.861,71.9929947460116
1.862,72.0572208972198
1.863,72.121361096323
1.864,72.1854148712029
1.865,72.2493817516044
1.866,72.3132612691509
1.867,72.3770529573563
1.868,72.4407563516394
1.869,72.5043709893363
1.87,72.567896409714
1.871,72.631332153983
1.872,72.6946777653095
1.873,72.7579327888285
1.874,72.8210967716563
1.875,72.8841692629017
1.876,72.9471498136789
1.877,73.010037977119
1.878,73.0728333083813
1.879,73.1355353646655
1.88,73.1981437052225
1.881,73.2606578913656
1.882,73.3230774864815
1.883,73.3854020560414
1.884,73.447631167611
1.885,73.5097643908612
1.886,73.5718012975788
1.887,73.633741461676
1.888,73.6955844592009
1.889,73.7573298683465
1.89,73.8189772694609
1.891,73.8805262450564
1.892,73.9419763798192
1.893,74.0033272606175
1.894,74.0645784765112
1.895,74.1257296187606
1.896,74.1867802808341
1.897,74.2477300584177
1.898,74.3085785494222
1.899,74.3693253539916
1.9,74.429970074511
1.901,74.4905123156142
1.902,74.5509516841908
1.903,74.6112877893939
1.904,74.6715202426474
1.905,74.7316486576522
1.906,74.7916726503936
1.907,74.8515918391477
1.908,74.9114058444878
1.909,74.9711142892904
1.91,75.0307167987419
1.911,75.0902130003437
1.912,75.1496025239186
1.913,75.2088850016158
1.914,75.2680600679167
1.915,75.3271273596397
1.916,75.3860865159456
1.917,75.4449371783423
1.918,75.5036789906893
1.919,75.5623115992024
1.92,75.620834652458
1.921,75.6792478013973
1.922,75.7375506993304
1.923,75.7957430019397
1.924,75.8538243672842
1.925,75.9117944558024
1.926,75.9696529303159
1.927,76.0273994560326
1.928,76.0850337005496
1.929,76.1425553338562
1.93,76.1999640283363
1.931,76.2572594587709
1.932,76.3144413023409
1.933,76.3715092386289
1.934,76.4284629496208
1.935,76.4853021197088
1.936,76.5420264356923
1.937,76.5986355867789
1.938,76.6551292645875
1.939,76.7115071631475
1.94,76.7677689789018
1.941,76.823914410706
1.942,76.8799431598302
1.943,76.9358549299597
1.944,76.9916494271947
1.945,77.0473263600512
1.946,77.1028854394609
1.947,77.1583263787714
1.948,77.2136488937462
1.949,77.2688527025637
1.95,77.3239375258178
1.951,77.3789030865163
1.952,77.4337491100812
1.953,77.4884753243473
1.954,77.543081459561
1.955,77.5975672483795
1.956,77.6519324258697
1.957,77.7061767295064
1.958,77.7602998991711
1.959,77.81430167715
1.96,77.8681818081328
1.961,77.9219400392097
1.962,77.9755761198707
1.963,78.0290898020022
1.964,78.0824808398854
1.965,78.1357489901936
1.966,78.1888940119899
1.967,78.2419156667241
1.968,78.2948137182301
1.969,78.3475879327234
1.97,78.4002380787968
1.971,78.452763927419
1.972,78.5051652519298
1.973,78.5574418280377
1.974,78.6095934338158
1.975,78.6616198496982
1.976,78.7135208584772
1.977,78.765296245298
1.978,78.8169457976561
1.979,78.8684693053923
1.98,78.9198665606892
1.981,78.9711373580666
1.982,79.0222814943772
1.983,79.0732987688025
1.984,79.1241889828478
1.985,79.1749519403379
1.986,79.2255874474121
1.987,79.2760953125195
1.988,79.3264753464142
1.989,79.3767273621504
1.99,79.426851175077
1.991,79.4768466028326
1.992,79.5267134653403
1.993,79.5764515848021
1.994,79.6260607856939
1.995,79.6755408947597
1.996,79.7248917410064
1.997,79.7741131556976
1.998,79.8232049723481
1.999,79.8721670267188
2,79.9209991568094
2.001,79.9697012028541
2.002,80.0182730073142
2.003,80.0667144148733
2.004,80.1150252724299
2.005,80.1632054290922
2.006,80.2112547361717
2.007,80.2591730471764
2.008,80.3069602178048
2.009,80.3546161059397
2.01,80.4021405716413
2.011,80.4495334771407
2.012,80.496794686834
2.013,80.5439240672749
2.014,80.5909214871681
2.015,80.6377868173634
2.016,80.6845199308476
2.017,80.7311207027395
2.018,80.7775890102809
2.019,80.8239247328319
2.02,80.8701277518621
2.021,80.9161979509455
2.022,80.9621352157516
2.023,81.00793943404
2.024,81.0536104956525
2.025,81.0991482925062
2.026,81.1445527185867
2.027,81.1898236699406
2.028,81.2349610446684
2.029,81.2799647429177
2.03,81.3248346668757
2.031,81.3695707207621
2.032,81.4141728108216
2.033,81.4586408453176
2.034,81.5029747345235
2.035,81.5471743907167
2.036,81.5912397281708
2.037,81.6351706631486
2.038,81.6789671138941
2.039,81.7226290006264
2.04,81.766156245531
2.041,81.809548772754
2.042,81.8528065083935
2.043,81.8959293804932
2.044,81.9389173190344
2.045,81.9817702559296
2.046,82.0244881250141
2.047,82.0670708620397
2.048,82.1095184046669
2.049,82.151830692458
2.05,82.1940076668692
2.051,82.2360492712442
2.052,82.2779554508064
2.053,82.3197261526519
2.054,82.361361325742
2.055,82.4028609208968
2.056,82.4442248907872
2.057,82.485453189928
2.058,82.5265457746712
2.059,82.5675026031984
2.06,82.608323635514
2.061,82.6490088334377
2.062,82.6895581605988
2.063,82.7299715824273
2.064,82.7702490661486
2.065,82.8103905807754
2.066,82.8503960971017
2.067,82.8902655876956
2.068,82.9299990268921
2.069,82.9695963907868
2.07,83.0090576572292
2.071,83.0483828058156
2.072,83.0875718178827
2.073,83.1266246765006
2.074,83.1655413664668
2.075,83.2043218742996
2.076,83.2429661882305
2.077,83.2814742981995
2.078,83.3198461958472
2.079,83.3580818745091
2.08,83.3961813292093
2.081,83.434144556654
2.082,83.4719715552256
2.083,83.5096623249762
2.084,83.5472168676212
2.085,83.5846351865345
2.086,83.6219172867407
2.087,83.6590631749109
2.088,83.6960728593556
2.089,83.7329463500189
2.09,83.7696836584736
2.091,83.8062847979148
2.092,83.842749783154
2.093,83.8790786306143
2.094,83.9152713583242
2.095,83.951327985912
2.096,83.9872485346011
2.097,84.0230330272042
2.098,84.0586814881175
2.099,84.0941939433167
2.1,84.1295704203506
2.101,84.1648109483365
2.102,84.1999155579553
2.103,84.2348842814465
2.104,84.2697171526029
2.105,84.3044142067662
2.106,84.3389754808221
2.107,84.3734010131952
2.108,84.4076908438452
2.109,84.4418450142616
2.11,84.4758635674595
2.111,84.5097465479752
2.112,84.5434940018619
2.113,84.577105976685
2.114,84.6105825215184
2.115,84.6439236869402
2.116,84.6771295250284
2.117,84.7102000893578
2.118,84.7431354349943
2.119,84.7759356184929
2.12,84.8086006978933
2.121,84.8411307327157
2.122,84.8735257839575
2.123,84.9057859140902
2.124,84.9379111870555
2.125,84.9699016682618
2.126,85.001757424581
2.127,85.0334785243455
2.128,85.0650650373446
2.129,85.0965170348218
2.13,85.1278345894716
2.131,85.1590177754364
2.132,85.190066668304
2.133,85.2209813451045
2.134,85.2517618843076
2.135,85.2824083658201
2.136,85.3129208709835
2.137,85.3432994825709
2.138,85.3735442847853
2.139,85.4036553632566
2.14,85.43363280504
2.141,85.4634766986133
2.142,85.4931871338748
2.143,85.5227642021419
2.144,85.5522079961481
2.145,85.581518610042
2.146,85.6106961393851
2.147,85.6397406811501
2.148,85.6686523337189
2.149,85.6974311968818
2.15,85.7260773718353
2.151,85.7545909611811
2.152,85.7829720689239
2.153,85.8112208004714
2.154,85.8393372626319
2.155,85.8673215636134
2.156,85.8951738130231
2.157,85.9228941218661
2.158,85.9504826025435
2.159,85.9779393688532
2.16,86.0052645359877
2.161,86.0324582205341
2.162,86.0595205404731
2.163,86.0864516151786
2.164,86.1132515654165
2.165,86.1399205133457
