"Freq [GHz]","cang_deg(S(2,1)) [deg]"
1,116.267417350264
1.001,116.202607616263
1.002,116.137797859877
1.003,116.072988084155
1.004,116.008178292126
1.005,115.943368486806
1.006,115.878558671192
1.007,115.813748848267
1.008,115.748939020998
1.009,115.684129192334
1.01,115.619319365211
1.011,115.554509542547
1.012,115.489699727245
1.013,115.424889922193
1.014,115.360080130261
1.015,115.295270354305
1.016,115.230460597166
1.017,115.165650861667
1.018,115.100841150618
1.019,115.036031466811
1.02,114.971221813024
1.021,114.90641219202
1.022,114.841602606545
1.023,114.776793059331
1.024,114.711983553094
1.025,114.647174090535
1.026,114.582364674339
1.027,114.517555307176
1.028,114.452745991701
1.029,114.387936730554
1.03,114.323127526361
1.031,114.25831838173
1.032,114.193509299257
1.033,114.128700281521
1.034,114.063891331086
1.035,113.999082450503
1.036,113.934273642307
1.037,113.869464909016
1.038,113.804656253138
1.039,113.739847677161
1.04,113.675039183563
1.041,113.610230774803
1.042,113.545422453329
1.043,113.480614221572
1.044,113.41580608195
1.045,113.350998036864
1.046,113.286190088704
1.047,113.221382239843
1.048,113.15657449264
1.049,113.091766849441
1.05,113.026959312575
1.051,112.96215188436
1.052,112.897344567097
1.053,112.832537363074
1.054,112.767730274565
1.055,112.70292330383
1.056,112.638116453113
1.057,112.573309724646
1.058,112.508503120646
1.059,112.443696643317
1.06,112.378890294847
1.061,112.314084077413
1.062,112.249277993176
1.063,112.184472044284
1.064,112.11966623287
1.065,112.054860561054
1.066,111.990055030944
1.067,111.925249644631
1.068,111.860444404196
1.069,111.795639311702
1.07,111.730834369203
1.071,111.666029578737
1.072,111.601224942327
1.073,111.536420461987
1.074,111.471616139714
1.075,111.406811977492
1.076,111.342007977293
1.077,111.277204141074
1.078,111.212400470781
1.079,111.147596968344
1.08,111.082793635682
1.081,111.017990474701
1.082,110.953187487291
1.083,110.888384675333
1.084,110.823582040691
1.085,110.758779585218
1.086,110.693977310755
1.087,110.629175219129
1.088,110.564373312152
1.089,110.499571591627
1.09,110.434770059342
1.091,110.369968717072
1.092,110.30516756658
1.093,110.240366609617
1.094,110.175565847919
1.095,110.110765283212
1.096,110.045964917207
1.097,109.981164751604
1.098,109.91636478809
1.099,109.85156502834
1.1,109.786765474016
1.101,109.721966126768
1.102,109.657166988233
1.103,109.592368060035
1.104,109.527569343788
1.105,109.462770841092
1.106,109.397972553535
1.107,109.333174482693
1.108,109.268376630129
1.109,109.203578997396
1.11,109.138781586033
1.111,109.073984397568
1.112,109.009187433516
1.113,108.94439069538
1.114,108.879594184652
1.115,108.814797902811
1.116,108.750001851326
1.117,108.685206031653
1.118,108.620410445234
1.119,108.555615093504
1.12,108.490819977882
1.121,108.426025099776
1.122,108.361230460586
1.123,108.296436061695
