"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-45.8678856757987,-0.145933693890166
1.001,-45.8796338526216,-0.1459923206495
1.002,-45.8913714689042,-0.146050698214767
1.003,-45.9030984096028,-0.146108827122724
1.004,-45.914814559146,-0.146166707910258
1.005,-45.926519801436,-0.146224341114397
1.006,-45.9382140198499,-0.146281727272292
1.007,-45.9498970972411,-0.146338866921207
1.008,-45.961568915941,-0.146395760598525
1.009,-45.97322935776,-0.146452408841733
1.01,-45.9848783039894,-0.146508812188422
1.011,-45.9965156354029,-0.146564971176255
1.012,-46.0081412322583,-0.146620886343009
1.013,-46.0197549742991,-0.146676558226519
1.014,-46.0313567407564,-0.146731987364706
1.015,-46.0429464103507,-0.146787174295546
1.016,-46.0545238612936,-0.146842119557077
1.017,-46.06608897129,-0.146896823687394
1.018,-46.07764161754,-0.146951287224635
1.019,-46.0891816767407,-0.147005510706984
1.02,-46.1007090250888,-0.147059494672654
1.021,-46.1122235382823,-0.147113239659884
1.022,-46.123725091523,-0.147166746206943
1.023,-46.1352135595188,-0.147220014852105
1.024,-46.1466888164856,-0.147273046133658
1.025,-46.1581507361505,-0.147325840589896
1.026,-46.1695991917534,-0.147378398759111
1.027,-46.1810340560503,-0.147430721179575
1.028,-46.1924552013154,-0.147482808389556
1.029,-46.2038624993438,-0.147534660927296
1.03,-46.2152558214544,-0.147586279331014
1.031,-46.2266350384925,-0.147637664138892
1.032,-46.2380000208329,-0.147688815889076
1.033,-46.2493506383824,-0.147739735119665
1.034,-46.2606867605832,-0.147790422368709
1.035,-46.2720082564154,-0.147840878174202
1.036,-46.2833149944008,-0.147891103074079
1.037,-46.2946068426055,-0.147941097606204
1.038,-46.3058836686433,-0.147990862308366
1.039,-46.3171453396791,-0.148040397718279
1.04,-46.3283917224321,-0.148089704373575
1.041,-46.3396226831792,-0.14813878281179
1.042,-46.3508380877588,-0.148187633570368
1.043,-46.3620378015741,-0.148236257186647
1.044,-46.3732216895967,-0.148284654197872
1.045,-46.3843896163705,-0.148332825141164
1.046,-46.3955414460153,-0.148380770553524
1.047,-46.4066770422307,-0.148428490971844
