"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-47.6030646831279,-0.21680733105597
1.001,-47.6180804089589,-0.216843223225764
1.002,-47.6330246911874,-0.216878989785676
1.003,-47.6478969154745,-0.216914631109954
1.004,-47.6626964733382,-0.216950147571278
1.005,-47.6774227622365,-0.216985539540791
1.006,-47.6920751856495,-0.217020807388108
1.007,-47.7066531531605,-0.217055951481308
1.008,-47.7211560805372,-0.217090972186961
1.009,-47.7355833898103,-0.217125869870124
1.01,-47.7499345093531,-0.21716064489437
1.011,-47.7642088739586,-0.217195297621775
1.012,-47.7784059249166,-0.217229828412944
1.013,-47.7925251100892,-0.217264237627
1.014,-47.8065658839858,-0.217298525621622
1.015,-47.8205277078363,-0.217332692753033
1.016,-47.834410049664,-0.217366739376015
1.017,-47.8482123843571,-0.21740066584391
1.018,-47.8619341937386,-0.217434472508647
1.019,-47.8755749666356,-0.217468159720736
1.02,-47.8891341989472,-0.217501727829283
1.021,-47.9026113937113,-0.217535177181992
1.022,-47.9160060611698,-0.217568508125184
1.023,-47.9293177188326,-0.217601721003795
1.024,-47.942545891541,-0.2176348161614
1.025,-47.9556901115283,-0.21766779394019
1.026,-47.9687499184809,-0.217700654681026
1.027,-47.9817248595962,-0.217733398723407
1.028,-47.9946144896403,-0.217766026405502
1.029,-48.0074183710041,-0.217798538064143
1.03,-48.0201360737572,-0.217830934034845
1.031,-48.0327671757013,-0.217863214651817
1.032,-48.0453112624216,-0.217895380247948
1.033,-48.0577679273364,-0.217927431154838
1.034,-48.0701367717461,-0.217959367702806
1.035,-48.0824174048793,-0.217991190220871
1.036,-48.0946094439387,-0.218022899036795
1.037,-48.1067125141441,-0.218054494477067
1.038,-48.1187262487752,-0.21808597686692
1.039,-48.1306502892111,-0.218117346530342
1.04,-48.1424842849698,-0.218148603790061
1.041,-48.1542278937445,-0.218179748967594
1.042,-48.1658807814398,-0.218210782383217
1.043,-48.1774426222045,-0.218241704355985
1.044,-48.1889130984642,-0.218272515203753
1.045,-48.2002919009508,-0.21830321524316
1.046,-48.2115787287316,-0.218333804789645
1.047,-48.2227732892358,-0.218364284157464
1.048,-48.2338752982791,-0.218394653659696
1.049,-48.2448844800871,-0.218424913608237
1.05,-48.2558005673165,-0.218455064313803
1.051,-48.2666233010749,-0.21848510608597
1.052,-48.2773524309382,-0.218515039233147
1.053,-48.2879877149666,-0.218544864062597
1.054,-48.2985289197187,-0.218574580880446
1.055,-48.3089758202638,-0.218604189991687
1.056,-48.3193282001922,-0.218633691700179
1.057,-48.329585851624,-0.218663086308672
1.058,-48.3397485752154,-0.218692374118791
1.059,-48.349816180164,-0.218721555431065
1.06,-48.3597884842117,-0.218750630544922
1.061,-48.3696653136459,-0.218779599758691
1.062,-48.3794465032987,-0.218808463369624
1.063,-48.3891318965445,-0.218837221673883
1.064,-48.3987213452959,-0.218865874966559
1.065,-48.408214709997,-0.218894423541686
1.066,-48.4176118596158,-0.218922867692226
1.067,-48.4269126716341,-0.218951207710093
1.068,-48.4361170320359,-0.218979443886148
1.069,-48.4452248352939,-0.219007576510228
