"Freq [GHz]","im(Z(1,1)) []"
1.358,-51.5314909828604
1.359,-51.4701170742185
1.36,-51.4088172186065
1.361,-51.3475912356976
1.362,-51.2864389457127
1.363,-51.2253601694172
1.364,-51.1643547281193
1.365,-51.1034224436681
1.366,-51.0425631384515
1.367,-50.9817766353938
1.368,-50.9210627579539
1.369,-50.8604213301235
1.37,-50.7998521764244
1.371,-50.7393551219073
1.372,-50.6789299921491
1.373,-50.6185766132514
1.374,-50.5582948118381
1.375,-50.4980844150537
1.376,-50.4379452505612
1.377,-50.3778771465402
1.378,-50.3178799316849
1.379,-50.2579534352022
1.38,-50.1980974868095
1.381,-50.1383119167333
1.382,-50.0785965557066
1.383,-50.0189512349678
1.384,-49.9593757862579
1.385,-49.8998700418193
1.386,-49.8404338343935
1.387,-49.7810669972195
1.388,-49.7217693640317
1.389,-49.6625407690582
1.39,-49.6033810470189
1.391,-49.5442900331235
1.392,-49.4852675630698
1.393,-49.426313473042
1.394,-49.3674275997086
1.395,-49.3086097802208
1.396,-49.2498598522106
1.397,-49.1911776537888
1.398,-49.1325630235437
1.399,-49.0740158005389
1.4,-49.0155358243116
1.401,-48.9571229348711
1.402,-48.8987769726965
1.403,-48.8404977787355
1.404,-48.7822851944023
1.405,-48.7241390615761
1.406,-48.6660592225992
1.407,-48.6080455202754
1.408,-48.550097797868
1.409,-48.4922158990985
1.41,-48.4343996681446
1.411,-48.3766489496388
1.412,-48.3189635886663
1.413,-48.2613434307638
1.414,-48.2037883219172
1.415,-48.1462981085607
1.416,-48.0888726375744
1.417,-48.0315117562835
1.418,-47.9742153124556
1.419,-47.9169831543001
1.42,-47.8598151304658
1.421,-47.8027110900396
1.422,-47.745670882545
1.423,-47.6886943579404
1.424,-47.6317813666172
1.425,-47.5749317593988
1.426,-47.5181453875383
1.427,-47.4614221027176
1.428,-47.4047617570454
1.429,-47.3481642030558
1.43,-47.2916292937065
1.431,-47.2351568823779
1.432,-47.1787468228706
1.433,-47.1223989694047
1.434,-47.0661131766178
1.435,-47.0098892995634
1.436,-46.9537271937101
1.437,-46.897626714939
1.438,-46.8415877195431
1.439,-46.7856100642253
1.44,-46.7296936060972
1.441,-46.6738382026774
1.442,-46.6180437118901
1.443,-46.5623099920637
1.444,-46.506636901929
1.445,-46.4510243006182
1.446,-46.3954720476632
1.447,-46.3399800029943
1.448,-46.2845480269384
1.449,-46.229175980218
1.45,-46.1738637239494
1.451,-46.1186111196415
1.452,-46.0634180291944
1.453,-46.0082843148979
1.454,-45.95320983943
1.455,-45.8981944658557
1.456,-45.8432380576253
1.457,-45.7883404785736
1.458,-45.7335015929178
1.459,-45.6787212652566
1.46,-45.6239993605685
1.461,-45.569335744211
1.462,-45.5147302819183
1.463,-45.4601828398009
1.464,-45.4056932843439
1.465,-45.3512614824052
1.466,-45.296887301215
1.467,-45.2425706083737
1.468,-45.1883112718511
1.469,-45.1341091599848
1.47,-45.079964141479
1.471,-45.0258760854031
1.472,-44.9718448611907
1.473,-44.9178703386375
1.474,-44.8639523879012
1.475,-44.8100908794993
1.476,-44.7562856843078
1.477,-44.7025366735606
1.478,-44.6488437188477
1.479,-44.5952066921142
1.48,-44.5416254656585
1.481,-44.4880999121321
1.482,-44.4346299045369
1.483,-44.3812153162255
1.484,-44.3278560208988
1.485,-44.2745518926051
1.486,-44.2213028057393
1.487,-44.168108635041
1.488,-44.1149692555938
1.489,-44.0618845428237
1.49,-44.0088543724982
1.491,-43.9558786207249
1.492,-43.9029571639504
1.493,-43.8500898789591
1.494,-43.7972766428718
1.495,-43.7445173331449
1.496,-43.6918118275689
1.497,-43.6391600042673
1.498,-43.5865617416957
1.499,-43.53401691864
1.5,-43.4815254142159
1.501,-43.4290871078675
1.502,-43.3767018793659
1.503,-43.3243696088086
1.504,-43.2720901766176
1.505,-43.2198634635391
1.506,-43.1676893506418
1.507,-43.1155677193159
1.508,-43.0634984512721
1.509,-43.0114814285402
1.51,-42.9595165334683
1.511,-42.9076036487217
1.512,-42.8557426572814
1.513,-42.8039334424434
1.514,-42.7521758878175
1.515,-42.7004698773259
1.516,-42.6488152952027
1.517,-42.5972120259924
1.518,-42.5456599545487
1.519,-42.494158966034
1.52,-42.4427089459176
1.521,-42.3913097799753
1.522,-42.3399613542879
1.523,-42.2886635552402
1.524,-42.2374162695202
1.525,-42.1862193841178
1.526,-42.1350727863238
1.527,-42.083976363729
1.528,-42.0329300042229
1.529,-41.9819335959928
1.53,-41.9309870275232
1.531,-41.8800901875937
1.532,-41.8292429652794
1.533,-41.7784452499485
1.534,-41.7276969312623
1.535,-41.6769978991736
1.536,-41.6263480439261
1.537,-41.5757472560532
1.538,-41.5251954263767
1.539,-41.4746924460066
1.54,-41.4242382063393
1.541,-41.373832599057
1.542,-41.3234755161269
1.543,-41.2731668497998
1.544,-41.2229064926092
1.545,-41.1726943373708
1.546,-41.122530277181
1.547,-41.072414205416
1.548,-41.0223460157313
1.549,-40.9723256020601
1.55,-40.9223528586129
1.551,-40.8724276798763
1.552,-40.822549960612
1.553,-40.772719595856
1.554,-40.7229364809176
1.555,-40.6732005113786
1.556,-40.623511583092
1.557,-40.5738695921816
1.558,-40.5242744350408
1.559,-40.4747260083315
1.56,-40.4252242089835
1.561,-40.3757689341935
1.562,-40.3263600814243
1.563,-40.2769975484036
1.564,-40.2276812331232
1.565,-40.1784110338385
1.566,-40.1291868490669
1.567,-40.0800085775877
1.568,-40.0308761184406
1.569,-39.981789370925
1.57,-39.9327482345992
1.571,-39.8837526092797
1.572,-39.8348023950399
1.573,-39.7858974922095
1.574,-39.7370378013736
1.575,-39.6882232233719
1.576,-39.6394536592976
1.577,-39.5907290104969
1.578,-39.542049178568
1.579,-39.4934140653601
1.58,-39.4448235729727
1.581,-39.3962776037548
1.582,-39.347776060304
1.583,-39.2993188454656
1.584,-39.250905862332
1.585,-39.2025370142415
1.586,-39.154212204778
1.587,-39.1059313377696
1.588,-39.0576943172882
1.589,-39.0095010476484
1.59,-38.9613514334071
1.591,-38.913245379362
1.592,-38.8651827905518
1.593,-38.8171635722543
1.594,-38.7691876299864
1.595,-38.7212548695029
1.596,-38.6733651967959
1.597,-38.6255185180939
1.598,-38.5777147398612
1.599,-38.5299537687967
1.6,-38.4822355118337
1.601,-38.4345598761386
1.602,-38.3869267691105
1.603,-38.3393360983801
1.604,-38.2917877718092
1.605,-38.2442816974899
1.606,-38.1968177837437
1.607,-38.1493959391208
1.608,-38.1020160723994
1.609,-38.054678092585
1.61,-38.0073819089095
1.611,-37.9601274308303
1.612,-37.91291456803
1.613,-37.8657432304154
1.614,-37.8186133281168
1.615,-37.7715247714872
1.616,-37.7244774711015
1.617,-37.6774713377561
1.618,-37.6305062824678
1.619,-37.5835822164733
1.62,-37.5366990512284
1.621,-37.4898566984073
1.622,-37.4430550699019
1.623,-37.3962940778209
1.624,-37.3495736344894
1.625,-37.302893652448
1.626,-37.2562540444522
1.627,-37.2096547234714
1.628,-37.1630956026887
1.629,-37.1165765954998
1.63,-37.0700976155124
1.631,-37.0236585765456
1.632,-36.9772593926291
1.633,-36.9308999780026
1.634,-36.8845802471151
1.635,-36.8383001146241
1.636,-36.7920594953952
1.637,-36.7458583045011
1.638,-36.6996964572209
1.639,-36.6535738690399
1.64,-36.6074904556485
1.641,-36.5614461329417
1.642,-36.5154408170182
1.643,-36.46947442418
1.644,-36.4235468709319
1.645,-36.3776580739804
1.646,-36.3318079502332
1.647,-36.2859964167987
1.648,-36.2402233909853
1.649,-36.1944887903006
1.65,-36.1487925324508
1.651,-36.1031345353404
1.652,-36.0575147170711
1.653,-36.0119329959411
1.654,-35.9663892904452
1.655,-35.9208835192732
1.656,-35.87541560131
1.657,-35.8299854556348
1.658,-35.78459300152
1.659,-35.7392381584313
1.66,-35.6939208460267
1.661,-35.6486409841558
1.662,-35.6033984928593
1.663,-35.5581932923685
1.664,-35.5130253031045
1.665,-35.4678944456777
1.666,-35.4228006408871
1.667,-35.3777438097199
1.668,-35.3327238733506
1.669,-35.2877407531404
1.67,-35.2427943706372
1.671,-35.1978846475742
1.672,-35.1530115058696
1.673,-35.1081748676264
1.674,-35.0633746551313
1.675,-35.0186107908541
1.676,-34.9738831974475
1.677,-34.9291917977464
1.678,-34.8845365147671
1.679,-34.8399172717068
1.68,-34.7953339919433
1.681,-34.7507865990339
1.682,-34.7062750167153
1.683,-34.661799168903
1.684,-34.6173589796903
1.685,-34.5729543733482
1.686,-34.5285852743246
1.687,-34.4842516072439
1.688,-34.4399532969063
1.689,-34.395690268287
1.69,-34.3514624465364
1.691,-34.3072697569786
1.692,-34.2631121251118
1.693,-34.2189894766067
1.694,-34.174901737307
1.695,-34.1308488332281
1.696,-34.0868306905569
1.697,-34.0428472356513
1.698,-33.9988983950392
1.699,-33.9549840954187
1.7,-33.9111042636568
1.701,-33.8672588267897
1.702,-33.8234477120212
1.703,-33.7796708467233
1.704,-33.7359281584347
1.705,-33.6922195748611
1.706,-33.6485450238741
1.707,-33.6049044335108
1.708,-33.5612977319733
1.709,-33.5177248476285
1.71,-33.4741857090071
1.711,-33.4306802448033
1.712,-33.3872083838742
1.713,-33.3437700552395
1.714,-33.3003651880808
1.715,-33.2569937117412
1.716,-33.2136555557246
1.717,-33.1703506496953
1.718,-33.1270789234779
1.719,-33.0838403070559
1.72,-33.040634730572
1.721,-32.9974621243274
1.722,-32.9543224187812
1.723,-32.9112155445497
1.724,-32.8681414324064
1.725,-32.8251000132812
1.726,-32.7820912182599
1.727,-32.7391149785839
1.728,-32.6961712256494
1.729,-32.6532598910073
1.73,-32.6103809063624
1.731,-32.5675342035732
1.732,-32.524719714651
1.733,-32.48193737176
1.734,-32.4391871072163
1.735,-32.3964688534878
1.736,-32.3537825431934
1.737,-32.3111281091028
1.738,-32.268505484136
1.739,-32.2259146013626
1.74,-32.1833553940017
1.741,-32.140827795421
1.742,-32.0983317391367
1.743,-32.055867158813
1.744,-32.0134339882615
1.745,-31.9710321614406
1.746,-31.9286616124556
1.747,-31.8863222755575
1.748,-31.8440140851433
1.749,-31.801736975755
1.75,-31.7594908820793
1.751,-31.7172757389472
1.752,-31.6750914813337
1.753,-31.6329380443571
1.754,-31.5908153632785
1.755,-31.5487233735018
1.756,-31.5066620105728
1.757,-31.4646312101789
1.758,-31.4226309081488
1.759,-31.380661040452
1.76,-31.3387215431981
1.761,-31.2968123526369
1.762,-31.2549334051575
1.763,-31.2130846372881
1.764,-31.1712659856953
1.765,-31.1294773871843
1.766,-31.0877187786976
1.767,-31.0459900973154
1.768,-31.0042912802545
1.769,-30.9626222648685
1.77,-30.9209829886469
1.771,-30.8793733892149
1.772,-30.8377934043329
1.773,-30.7962429718961
1.774,-30.7547220299343
1.775,-30.713230516611
1.776,-30.6717683702236
1.777,-30.6303355292025
1.778,-30.5889319321109
1.779,-30.5475575176443
1.78,-30.5062122246304
1.781,-30.4648959920282
1.782,-30.423608758928
1.783,-30.3823504645508
1.784,-30.341121048248
1.785,-30.2999204495008
1.786,-30.2587486079203
1.787,-30.2176054632465
1.788,-30.1764909553482
1.789,-30.1354050242226
1.79,-30.094347609995
1.791,-30.0533186529181
1.792,-30.012318093372
1.793,-29.9713458718635
1.794,-29.9304019290259
1.795,-29.8894862056186
1.796,-29.8485986425266
1.797,-29.8077391807602
1.798,-29.7669077614545
1.799,-29.7261043258694
1.8,-29.6853288153887
1.801,-29.64458117152
1.802,-29.6038613358946
1.803,-29.5631692502664
1.804,-29.5225048565121
1.805,-29.4818680966309
1.806,-29.4412589127436
1.807,-29.4006772470927
1.808,-29.3601230420418
1.809,-29.3195962400755
1.81,-29.2790967837985
1.811,-29.2386246159359
1.812,-29.1981796793323
1.813,-29.1577619169517
1.814,-29.1173712718772
1.815,-29.0770076873105
1.816,-29.0366711065713
1.817,-28.9963614730976
1.818,-28.9560787304448
1.819,-28.9158228222855
1.82,-28.8755936924091
1.821,-28.8353912847215
1.822,-28.7952155432449
1.823,-28.7550664121171
1.824,-28.7149438355915
1.825,-28.6748477580366
1.826,-28.6347781239355
1.827,-28.5947348778859
1.828,-28.5547179645994
1.829,-28.5147273289014
1.83,-28.4747629157307
1.831,-28.4348246701392
1.832,-28.3949125372913
1.833,-28.355026462464
1.834,-28.3151663910461
1.835,-28.2753322685382
1.836,-28.2355240405523
1.837,-28.1957416528114
1.838,-28.1559850511491
1.839,-28.1162541815094
1.84,-28.0765489899463
1.841,-28.0368694226236
1.842,-27.9972154258144
1.843,-27.9575869459008
1.844,-27.9179839293736
1.845,-27.8784063228321
1.846,-27.8388540729835
1.847,-27.7993271266429
1.848,-27.7598254307328
1.849,-27.7203489322826
1.85,-27.6808975784286
1.851,-27.6414713164137
1.852,-27.6020700935868
1.853,-27.5626938574025
1.854,-27.5233425554212
1.855,-27.4840161353082
1.856,-27.4447145448339
1.857,-27.405437731873
1.858,-27.3661856444048
1.859,-27.3269582305123
1.86,-27.2877554383822
1.861,-27.2485772163045
1.862,-27.2094235126722
1.863,-27.1702942759812
1.864,-27.1311894548294
1.865,-27.0921089979171
1.866,-27.0530528540465
1.867,-27.014020972121
1.868,-26.9750133011453
1.869,-26.936029790225
1.87,-26.8970703885663
1.871,-26.8581350454757
1.872,-26.8192237103597
1.873,-26.7803363327245
1.874,-26.7414728621755
1.875,-26.7026332484175
1.876,-26.6638174412539
1.877,-26.6250253905868
1.878,-26.5862570464163
1.879,-26.5475123588407
1.88,-26.5087912780556
1.881,-26.4700937543542
1.882,-26.4314197381269
1.883,-26.3927691798604
1.884,-26.3541420301384
1.885,-26.3155382396404
1.886,-26.2769577591421
1.887,-26.2384005395148
1.888,-26.199866531725
1.889,-26.1613556868343
1.89,-26.1228679559992
1.891,-26.0844032904707
1.892,-26.0459616415939
1.893,-26.007542960808
1.894,-25.9691471996458
1.895,-25.9307743097334
1.896,-25.8924242427903
1.897,-25.8540969506285
1.898,-25.8157923851527
1.899,-25.7775104983601
1.9,-25.7392512423397
1.901,-25.7010145692723
1.902,-25.6628004314301
1.903,-25.6246087811768
1.904,-25.5864395709666
1.905,-25.5482927533448
1.906,-25.5101682809469
1.907,-25.4720661064985
1.908,-25.4339861828153
1.909,-25.3959284628022
1.91,-25.357892899454
1.911,-25.319879445854
1.912,-25.2818880551749
1.913,-25.2439186806774
1.914,-25.2059712757109
1.915,-25.1680457937127
1.916,-25.1301421882079
1.917,-25.092260412809
1.918,-25.0544004212159
1.919,-25.0165621672156
1.92,-24.9787456046816
1.921,-24.9409506875741
1.922,-24.9031773699394
1.923,-24.8654256059098
1.924,-24.8276953497036
1.925,-24.7899865556241
1.926,-24.7522991780603
1.927,-24.714633171486
1.928,-24.6769884904595
1.929,-24.639365089624
1.93,-24.6017629237067
1.931,-24.5641819475187
1.932,-24.5266221159551
1.933,-24.4890833839944
1.934,-24.4515657066981
1.935,-24.4140690392112
1.936,-24.3765933367609
1.937,-24.3391385546573
1.938,-24.3017046482928
1.939,-24.2642915731416
1.94,-24.2268992847598
1.941,-24.1895277387851
1.942,-24.1521768909365
1.943,-24.114846697014
1.944,-24.0775371128986
1.945,-24.0402480945517
1.946,-24.0029795980152
1.947,-23.9657315794111
1.948,-23.9285039949414
1.949,-23.8912968008875
1.95,-23.8541099536106
1.951,-23.8169434095507
1.952,-23.7797971252272
1.953,-23.7426710572377
1.954,-23.7055651622588
1.955,-23.6684793970451
1.956,-23.6314137184294
1.957,-23.5943680833221
1.958,-23.5573424487115
1.959,-23.5203367716629
1.96,-23.483351009319
1.961,-23.4463851188994
1.962,-23.4094390577003
1.963,-23.3725127830943
1.964,-23.3356062525303
1.965,-23.2987194235334
1.966,-23.2618522537041
1.967,-23.2250047007188
1.968,-23.1881767223292
1.969,-23.1513682763619
1.97,-23.1145793207188
1.971,-23.077809813376
1.972,-23.0410597123846
1.973,-23.0043289758695
1.974,-22.9676175620299
1.975,-22.9309254291388
1.976,-22.8942525355427
1.977,-22.8575988396615
1.978,-22.8209642999884
1.979,-22.7843488750895
1.98,-22.7477525236035
1.981,-22.7111752042419
1.982,-22.6746168757883
1.983,-22.6380774970985
1.984,-22.6015570271003
1.985,-22.565055424793
1.986,-22.5285726492475
1.987,-22.492108659606
1.988,-22.4556634150816
1.989,-22.4192368749585
1.99,-22.3828289985914
1.991,-22.3464397454054
1.992,-22.3100690748959
1.993,-22.2737169466284
1.994,-22.2373833202382
1.995,-22.20106815543
1.996,-22.1647714119784
1.997,-22.1284930497267
1.998,-22.0922330285875
1.999,-22.0559913085423
2,-22.0197678496409
2.001,-21.9835626120019
2.002,-21.9473755558117
2.003,-21.9112066413249
2.004,-21.8750558288641
2.005,-21.8389230788193
2.006,-21.8028083516479
2.007,-21.7667116078747
2.008,-21.7306328080914
2.009,-21.6945719129565
2.01,-21.6585288831952
2.011,-21.6225036795992
2.012,-21.5864962630263
2.013,-21.5505065944004
2.014,-21.5145346347115
2.015,-21.4785803450148
2.016,-21.4426436864315
2.017,-21.4067246201475
2.018,-21.3708231074144
2.019,-21.3349391095483
2.02,-21.2990725879302
2.021,-21.2632235040055
2.022,-21.227391819284
2.023,-21.1915774953396
2.024,-21.1557804938103
2.025,-21.1200007763978
2.026,-21.0842383048673
2.027,-21.0484930410474
2.028,-21.0127649468301
2.029,-20.9770539841704
2.03,-20.9413601150858
2.031,-20.905683301657
2.032,-20.8700235060267
2.033,-20.8343806904003
2.034,-20.7987548170449
2.035,-20.76314584829
2.036,-20.7275537465264
2.037,-20.6919784742068
2.038,-20.6564199938451
2.039,-20.6208782680165
2.04,-20.5853532593572
2.041,-20.5498449305644
2.042,-20.5143532443956
2.043,-20.4788781636692
2.044,-20.4434196512638
2.045,-20.407977670118
2.046,-20.3725521832305
2.047,-20.3371431536599
2.048,-20.301750544524
2.049,-20.2663743190006
2.05,-20.2310144403263
2.051,-20.1956708717971
2.052,-20.1603435767678
2.053,-20.1250325186519
2.054,-20.0897376609216
2.055,-20.0544589671074
2.056,-20.0191964007981
2.057,-19.9839499256405
2.058,-19.9487195053393
2.059,-19.913505103657
2.06,-19.8783066844136
2.061,-19.8431242114865
2.062,-19.8079576488102
2.063,-19.7728069603765
2.064,-19.7376721102337
2.065,-19.7025530624872
2.066,-19.6674497812988
2.067,-19.6323622308866
2.068,-19.597290375525
2.069,-19.5622341795444
2.07,-19.5271936073311
2.071,-19.4921686233272
2.072,-19.4571591920301
2.073,-19.422165277993
2.074,-19.3871868458241
2.075,-19.3522238601864
2.076,-19.3172762857984
2.077,-19.2823440874328
2.078,-19.2474272299172
2.079,-19.2125256781334
