"Freq [GHz]","dB(S(1,1)) [] - line_width='1mm' reflect_length='10mm'","dB(S(1,1)) [] - line_width='3.09mm' reflect_length='15mm'"
3.448,-0.151583682798587,-0.226638976547021
3.449,-0.151608635375286,-0.226642442749088
3.45,-0.151633578034991,-0.2266459202559
3.451,-0.151658510784969,-0.226649409167379
3.452,-0.151683433632508,-0.226652909583258
3.453,-0.15170834658492,-0.226656421603153
3.454,-0.151733249649564,-0.226659945326535
3.455,-0.151758142833811,-0.226663480852733
3.456,-0.15178302614507,-0.22666702828095
3.457,-0.151807899590787,-0.226670587710198
3.458,-0.15183276317841,-0.2266741592394
3.459,-0.151857616915457,-0.226677742967299
3.46,-0.151882460809437,-0.226681338992518
3.461,-0.151907294867909,-0.226684947413512
3.462,-0.151932119098459,-0.226688568328602
3.463,-0.151956933508696,-0.226692201835967
3.464,-0.151981738106264,-0.226695848033632
3.465,-0.152006532898826,-0.226699507019456
3.466,-0.152031317894094,-0.226703178891178
3.467,-0.152056093099782,-0.226706863746389
3.468,-0.152080858523655,-0.226710561682485
3.469,-0.15210561417349,-0.226714272796777
3.47,-0.152130360057113,-0.226717997186357
3.471,-0.15215509618236,-0.226721734948218
3.472,-0.152179822557091,-0.226725486179168
3.473,-0.152204539189222,-0.226729250975879
3.474,-0.152229246086674,-0.226733029434858
3.475,-0.152253943257397,-0.226736821652462
3.476,-0.152278630709383,-0.226740627724898
3.477,-0.152303308450637,-0.226744447748203
3.478,-0.152327976489205,-0.226748281818255
3.479,-0.15235263483315,-0.22675213003081
3.48,-0.152377283490569,-0.226755992481409
3.481,-0.152401922469594,-0.226759869265471
3.482,-0.152426551778367,-0.226763760478261
3.483,-0.152451171425062,-0.226767666214869
3.484,-0.152475781417908,-0.226771586570216
3.485,-0.152500381765117,-0.226775521639076
3.486,-0.152524972474962,-0.226779471516049
3.487,-0.152549553555734,-0.226783436295583
3.488,-0.152574125015747,-0.226787416071982
3.489,-0.152598686863344,-0.226791410939315
3.49,-0.152623239106905,-0.226795420991568
3.491,-0.152647781754825,-0.226799446322513
3.492,-0.152672314815523,-0.226803487025772
3.493,-0.152696838297463,-0.226807543194796
3.494,-0.152721352209122,-0.226811614922867
3.495,-0.152745856559006,-0.226815702303101
3.496,-0.152770351355651,-0.226819805428443
3.497,-0.152794836607621,-0.226823924391677
3.498,-0.1528193123235,-0.226828059285401
3.499,-0.152843778511905,-0.226832210202055
3.5,-0.15286823518148,-0.226836377233902
3.501,-0.152892682340889,-0.226840560473052
3.502,-0.152917119998825,-0.226844760011388
3.503,-0.15294154816402,-0.226848975940688
3.504,-0.15296596684521,-0.226853208352495
3.505,-0.152990376051176,-0.226857457338225
3.506,-0.153014775790713,-0.226861722989093
3.507,-0.15303916607265,-0.226866005396146
3.508,-0.153063546905843,-0.226870304650253
3.509,-0.153087918299167,-0.226874620842092
3.51,-0.153112280261529,-0.226878954062187
3.511,-0.153136632801856,-0.226883304400855
3.512,-0.153160975929108,-0.226887671948272
3.513,-0.153185309652265,-0.226892056794397
3.514,-0.153209633980338,-0.226896459029034
3.515,-0.153233948922357,-0.226900878741765
3.516,-0.153258254487384,-0.22690531602206
3.517,-0.153282550684507,-0.226909770959133
3.518,-0.153306837522827,-0.226914243642051
3.519,-0.153331115011491,-0.226918734159702
3.52,-0.153355383159653,-0.226923242600775
3.521,-0.153379641976501,-0.226927769053788
3.522,-0.153403891471245,-0.226932313607049
3.523,-0.153428131653126,-0.226936876348707
3.524,-0.153452362531403,-0.226941457366688
3.525,-0.153476584115361,-0.226946056748787
3.526,-0.153500796414313,-0.226950674582537
3.527,-0.153524999437602,-0.226955310955343
3.528,-0.153549193194584,-0.226959965954396
3.529,-0.15357337769464,-0.226964639666693
3.53,-0.15359755294719,-0.226969332179043
3.531,-0.153621718961667,-0.226974043578079
3.532,-0.153645875747523,-0.22697877395021
3.533,-0.153670023314254,-0.226983523381674
3.534,-0.153694161671358,-0.226988291958513
3.535,-0.15371829082838,-0.226993079766577
3.536,-0.153742410794868,-0.226997886891502
3.537,-0.153766521580404,-0.227002713418762
3.538,-0.153790623194599,-0.227007559433588
3.539,-0.153814715647077,-0.227012425021058
3.54,-0.153838798947498,-0.227017310266041
3.541,-0.153862873105532,-0.227022215253176
3.542,-0.153886938130886,-0.227027140066958
3.543,-0.153910994033278,-0.22703208479163
3.544,-0.153935040822466,-0.227037049511272
3.545,-0.153959078508221,-0.227042034309732
3.546,-0.153983107100329,-0.227047039270699
3.547,-0.15400712660862,-0.227052064477622
3.548,-0.154031137042932,-0.227057110013753
3.549,-0.154055138413127,-0.227062175962152
3.55,-0.154079130729106,-0.227067262405663
3.551,-0.154103114000772,-0.227072369426952
3.552,-0.154127088238067,-0.227077497108446
3.553,-0.154151053450939,-0.22708264553237
3.554,-0.154175009649384,-0.22708781478077
3.555,-0.1541989568434,-0.227093004935454
3.556,-0.154222895043009,-0.227098216078043
3.557,-0.15424682425827,-0.227103448289942
3.558,-0.154270744499251,-0.227108701652342
3.559,-0.154294655776049,-0.227113976246242
3.56,-0.154318558098779,-0.227119272152391
3.561,-0.154342451477587,-0.227124589451376
3.562,-0.154366335922638,-0.227129928223546
3.563,-0.154390211444106,-0.227135288549025
3.564,-0.154414078052202,-0.227140670507754
3.565,-0.154437935757167,-0.227146074179448
3.566,-0.154461784569242,-0.227151499643609
3.567,-0.154485624498699,-0.227156946979512
3.568,-0.154509455555842,-0.227162416266216
3.569,-0.154533277750988,-0.227167907582597
3.57,-0.154557091094472,-0.227173421007296
3.571,-0.154580895596657,-0.227178956618699
3.572,-0.154604691267925,-0.227184514495032
3.573,-0.154628478118681,-0.227190094714286
3.574,-0.154652256159354,-0.227195697354191
3.575,-0.154676025400388,-0.227201322492311
3.576,-0.154699785852253,-0.22720697020598
3.577,-0.154723537525444,-0.227212640572283
3.578,-0.154747280430461,-0.227218333668093
3.579,-0.154771014577852,-0.22722404957009
3.58,-0.154794739978163,-0.227229788354694
3.581,-0.154818456641964,-0.227235550098128
3.582,-0.15484216457986,-0.227241334876382
3.583,-0.154865863802459,-0.22724714276518
3.584,-0.154889554320406,-0.227252973840096
3.585,-0.154913236144356,-0.227258828176432
3.586,-0.154936909284985,-0.227264705849282
3.587,-0.154960573752999,-0.227270606933476
3.588,-0.154984229559114,-0.227276531503668
3.589,-0.155007876714072,-0.227282479634252
3.59,-0.155031515228629,-0.227288451399391
3.591,-0.155055145113575,-0.227294446873032
3.592,-0.155078766379698,-0.227300466128888
3.593,-0.155102379037828,-0.227306509240432
3.594,-0.155125983098806,-0.227312576280922
3.595,-0.155149578573491,-0.227318667323371
3.596,-0.15517316547277,-0.227324782440558
3.597,-0.155196743807534,-0.227330921705042
3.598,-0.155220313588716,-0.227337085189125
3.599,-0.155243874827243,-0.227343272964902
3.6,-0.155267427534083,-0.227349485104228
3.601,-0.15529097172022,-0.227355721678673
3.602,-0.155314507396644,-0.227361982759655
3.603,-0.155338034574375,-0.227368268418283
3.604,-0.155361553264455,-0.227374578725472
3.605,-0.155385063477935,-0.227380913751868
3.606,-0.155408565225896,-0.227387273567912
3.607,-0.155432058519433,-0.227393658243761
3.608,-0.155455543369661,-0.227400067849378
3.609,-0.155479019787705,-0.227406502454443
3.61,-0.155502487784726,-0.227412962128453
3.611,-0.155525947371891,-0.227419446940588
3.612,-0.155549398560393,-0.227425956959848
3.613,-0.155572841361429,-0.227432492254947
3.614,-0.155596275786238,-0.227439052894392
3.615,-0.15561970184606,-0.22744563894641
3.616,-0.155643119552155,-0.227452250479006
3.617,-0.15566652891581,-0.227458887559938
3.618,-0.155689929948322,-0.227465550256713
3.619,-0.155713322661006,-0.227472238636587
3.62,-0.155736707065206,-0.227478952766579
3.621,-0.155760083172268,-0.227485692713447
3.622,-0.155783450993569,-0.227492458543727
3.623,-0.155806810540493,-0.227499250323658
3.624,-0.155830161824454,-0.22750606811927
3.625,-0.155853504856877,-0.227512911996345
3.626,-0.155876839649202,-0.227519782020393
3.627,-0.155900166212884,-0.227526678256666
3.628,-0.15592348455941,-0.227533600770183
3.629,-0.155946794700271,-0.22754054962573
3.63,-0.155970096646977,-0.227547524887782
3.631,-0.155993390411065,-0.227554526620599
3.632,-0.156016676004073,-0.227561554888171
3.633,-0.156039953437571,-0.22756860975429
3.634,-0.156063222723131,-0.227575691282388
3.635,-0.156086483872363,-0.227582799535736
3.636,-0.156109736896874,-0.227589934577277
3.637,-0.156132981808297,-0.227597096469747
3.638,-0.156156218618274,-0.227604285275621
3.639,-0.156179447338478,-0.227611501057049
3.64,-0.15620266798059,-0.227618743876042
3.641,-0.156225880556299,-0.227626013794231
3.642,-0.156249085077326,-0.227633310873063
3.643,-0.156272281555398,-0.227640635173695
3.644,-0.156295470002259,-0.227647986757018
3.645,-0.156318650429675,-0.227655365683679
3.646,-0.156341822849421,-0.227662772014053
3.647,-0.156364987273295,-0.227670205808252
3.648,-0.156388143713104,-0.227677667126122
3.649,-0.156411292180675,-0.227685156027241
3.65,-0.156434432687845,-0.227692672570921
3.651,-0.15645756524648,-0.227700216816235
3.652,-0.156480689868446,-0.227707788821978
3.653,-0.156503806565632,-0.227715388646648
3.654,-0.156526915349942,-0.227723016348496
3.655,-0.156550016233292,-0.22773067198552
3.656,-0.156573109227622,-0.227738355615448
3.657,-0.15659619434488,-0.22774606729571
3.658,-0.156619271597024,-0.22775380708348
3.659,-0.156642340996039,-0.227761575035678
3.66,-0.156665402553913,-0.227769371208953
3.661,-0.156688456282664,-0.227777195659649
3.662,-0.156711502194307,-0.227785048443863
3.663,-0.156734540300887,-0.227792929617429
3.664,-0.156757570614451,-0.227800839235898
3.665,-0.156780593147066,-0.227808777354529
3.666,-0.15680360791082,-0.227816744028338
3.667,-0.156826614917806,-0.227824739312048
3.668,-0.156849614180133,-0.227832763260116
3.669,-0.156872605709923,-0.227840815926721
3.67,-0.156895589519319,-0.227848897365734
3.671,-0.156918565620471,-0.227857007630808
3.672,-0.156941534025543,-0.227865146775283
3.673,-0.156964494746724,-0.227873314852219
3.674,-0.1569874477962,-0.227881511914417
3.675,-0.157010393186182,-0.227889738014374
3.676,-0.157033330928887,-0.227897993204325
3.677,-0.157056261036552,-0.227906277536208
3.678,-0.157079183521425,-0.227914591061722
3.679,-0.157102098395774,-0.227922933832225
3.68,-0.157125005671865,-0.227931305898842
3.681,-0.157147905361987,-0.22793970731237
3.682,-0.157170797478442,-0.227948138123388
3.683,-0.157193682033551,-0.227956598382124
3.684,-0.157216559039629,-0.227965088138551
3.685,-0.157239428509023,-0.227973607442363
3.686,-0.157262290454083,-0.227982156342974
3.687,-0.157285144887174,-0.227990734889476
3.688,-0.157307991820674,-0.227999343130721
3.689,-0.157330831266978,-0.228007981115242
3.69,-0.157353663238478,-0.228016648891302
3.691,-0.157376487747604,-0.228025346506863
3.692,-0.157399304806769,-0.228034074009595
3.693,-0.15742211442842,-0.228042831446917
3.694,-0.157444916625007,-0.22805161886591
3.695,-0.157467711408991,-0.228060436313383
3.696,-0.157490498792856,-0.228069283835855
3.697,-0.157513278789076,-0.228078161479567
3.698,-0.157536051410158,-0.22808706929045
3.699,-0.157558816668617,-0.22809600731415
3.7,-0.157581574576963,-0.228104975595999
3.701,-0.157604325147743,-0.228113974181092
3.702,-0.157627068393498,-0.228123003114162
3.703,-0.157649804326773,-0.228132062439699
3.704,-0.157672532960151,-0.228141152201869
3.705,-0.157695254306211,-0.228150272444553
3.706,-0.157717968377529,-0.228159423211338
3.707,-0.157740675186716,-0.228168604545501
3.708,-0.157763374746382,-0.228177816490036
3.709,-0.157786067069157,-0.228187059087661
3.71,-0.157808752167665,-0.228196332380722
3.711,-0.157831430054549,-0.228205636411344
3.712,-0.157854100742466,-0.228214971221318
3.713,-0.157876764244091,-0.228224336852139
3.714,-0.157899420572087,-0.228233733345004
3.715,-0.15792206973914,-0.228243160740796
3.716,-0.157944711757954,-0.228252619080125
3.717,-0.157967346641234,-0.228262108403279
3.718,-0.157989974401687,-0.228271628750246
3.719,-0.15801259505205,-0.228281180160704
3.72,-0.158035208605058,-0.228290762674048
3.721,-0.158057815073453,-0.228300376329353
3.722,-0.158080414469988,-0.228310021165375
3.723,-0.158103006807438,-0.228319697220624
3.724,-0.15812559209857,-0.228329404533218
3.725,-0.158148170356171,-0.228339143141062
3.726,-0.158170741593035,-0.228348913081653
3.727,-0.15819330582196,-0.228358714392282
3.728,-0.158215863055762,-0.22836854710986
3.729,-0.158238413307269,-0.228378411271023
3.73,-0.158260956589299,-0.22838830691209
3.731,-0.158283492914704,-0.228398234069063
3.732,-0.158306022296317,-0.228408192777654
3.733,-0.158328544747004,-0.228418183073249
3.734,-0.158351060279638,-0.22842820499093
3.735,-0.158373568907075,-0.228438258565464
3.736,-0.158396070642208,-0.228448343831309
3.737,-0.158418565497927,-0.228458460822613
3.738,-0.158441053487134,-0.228468609573192
3.739,-0.158463534622734,-0.228478790116586
3.74,-0.158486008917642,-0.228489002485995
3.741,-0.158508476384783,-0.228499246714285
3.742,-0.158530937037086,-0.22850952283407
3.743,-0.158553390887497,-0.228519830877583
3.744,-0.158575837948955,-0.22853017087678
3.745,-0.158598278234423,-0.228540542863294
3.746,-0.15862071175686,-0.228550946868423
3.747,-0.158643138529235,-0.228561382923178
3.748,-0.158665558564528,-0.228571851058228
3.749,-0.158687971875726,-0.228582351303928
3.75,-0.158710378475813,-0.228592883690329
3.751,-0.158732778377801,-0.228603448247139
3.752,-0.15875517159469,-0.228614045003764
3.753,-0.158777558139485,-0.228624673989283
3.754,-0.158799938025225,-0.228635335232475
3.755,-0.158822311264926,-0.228646028761748
3.756,-0.158844677871629,-0.228656754605242
3.757,-0.158867037858364,-0.228667512790745
3.758,-0.158889391238186,-0.228678303345727
3.759,-0.158911738024151,-0.228689126297337
3.76,-0.158934078229313,-0.2286999816724
3.761,-0.158956411866749,-0.228710869497421
3.762,-0.158978738949517,-0.228721789798572
3.763,-0.159001059490707,-0.228732742601723
3.764,-0.159023373503401,-0.228743727932365
3.765,-0.159045681000688,-0.228754745815732
3.766,-0.159067981995669,-0.228765796276688
3.767,-0.159090276501446,-0.22877687933976
3.768,-0.159112564531121,-0.228787995029185
3.769,-0.159134846097817,-0.228799143368857
3.77,-0.159157121214649,-0.228810324382331
3.771,-0.159179389894741,-0.228821538092846
3.772,-0.159201652151221,-0.228832784523294
3.773,-0.159223907997234,-0.228844063696268
3.774,-0.159246157445912,-0.228855375633984
3.775,-0.1592684005104,-0.228866720358378
3.776,-0.159290637203855,-0.228878097891032
3.777,-0.159312867539429,-0.228889508253185
3.778,-0.159335091530277,-0.228900951465759
3.779,-0.159357309189575,-0.228912427549348
3.78,-0.159379520530483,-0.228923936524171
3.781,-0.159401725566185,-0.228935478410191
3.782,-0.159423924309844,-0.228947053226958
3.783,-0.159446116774656,-0.228958660993737
3.784,-0.159468302973804,-0.22897030172944
3.785,-0.159490482920479,-0.228981975452645
3.786,-0.159512656627882,-0.228993682181585
3.787,-0.159534824109202,-0.22900542193418
3.788,-0.159556985377646,-0.229017194727996
3.789,-0.159579140446423,-0.229029000580268
3.79,-0.159601289328745,-0.229040839507871
3.791,-0.159623432037825,-0.229052711527385
3.792,-0.159645568586877,-0.229064616655023
3.793,-0.159667698989127,-0.229076554906634
3.794,-0.159689823257799,-0.229088526297796
3.795,-0.159711941406119,-0.229100530843691
3.796,-0.159734053447318,-0.229112568559175
3.797,-0.15975615939463,-0.229124639458763
3.798,-0.1597782592613,-0.229136743556633
3.799,-0.159800353060554,-0.229148880866614
3.8,-0.159822440805644,-0.229161051402191
3.801,-0.159844522509814,-0.229173255176543
3.802,-0.159866598186308,-0.229185492202439
3.803,-0.159888667848386,-0.229197762492359
3.804,-0.159910731509295,-0.229210066058419
3.805,-0.159932789182292,-0.229222402912375
3.806,-0.159954840880622,-0.229234773065675
3.807,-0.159976886617566,-0.229247176529389
3.808,-0.159998926406375,-0.229259613314262
3.809,-0.160020960260312,-0.229272083430684
3.81,-0.160042988192647,-0.229284586888675
3.811,-0.160065010216647,-0.229297123697948
3.812,-0.160087026345568,-0.229309693867861
3.813,-0.160109036592706,-0.229322297407393
3.814,-0.160131040971314,-0.229334934325214
3.815,-0.160153039494672,-0.229347604629607
3.816,-0.160175032176057,-0.229360308328543
3.817,-0.160197019028736,-0.229373045429612
3.818,-0.160219000065999,-0.229385815940076
3.819,-0.160240975301118,-0.229398619866822
3.82,-0.160262944747373,-0.229411457216417
3.821,-0.16028490841805,-0.229424327995062
3.822,-0.160306866326421,-0.229437232208582
3.823,-0.16032881848577,-0.229450169862506
3.824,-0.160350764909385,-0.229463140961946
3.825,-0.160372705610547,-0.229476145511706
3.826,-0.160394640602539,-0.229489183516222
3.827,-0.160416569898636,-0.229502254979563
3.828,-0.160438493512135,-0.229515359905457
3.829,-0.160460411456315,-0.229528498297299
3.83,-0.160482323744458,-0.229541670158075
3.831,-0.160504230389851,-0.229554875490454
3.832,-0.160526131405779,-0.229568114296768
3.833,-0.160548026805519,-0.229581386578928
3.834,-0.160569916602361,-0.229594692338542
3.835,-0.160591800809585,-0.229608031576824
3.836,-0.160613679440477,-0.229621404294681
3.837,-0.160635552508314,-0.229634810492621
3.838,-0.160657420026379,-0.229648250170789
3.839,-0.160679282007953,-0.229661723328979
3.84,-0.160701138466314,-0.229675229966655
3.841,-0.16072298941474,-0.229688770082898
3.842,-0.160744834866511,-0.229702343676406
3.843,-0.160766674834905,-0.229715950745546
3.844,-0.160788509333186,-0.229729591288321
3.845,-0.160810338374637,-0.229743265302365
3.846,-0.160832161972531,-0.229756972784955
3.847,-0.160853980140136,-0.229770713732996
3.848,-0.160875792890717,-0.229784488143048
3.849,-0.160897600237544,-0.229798296011291
3.85,-0.160919402193887,-0.229812137333557
3.851,-0.160941198773002,-0.229826012105285
3.852,-0.160962989988152,-0.229839920321588
3.853,-0.160984775852602,-0.229853861977188
3.854,-0.1610065563796,-0.229867837066464
3.855,-0.161028331582412,-0.2298818455834
3.856,-0.16105010147428,-0.229895887521638
3.857,-0.16107186606846,-0.229909962874444
3.858,-0.161093625378195,-0.229924071634707
3.859,-0.161115379416732,-0.229938213794986
3.86,-0.161137128197316,-0.229952389347419
3.861,-0.161158871733183,-0.229966598283838
3.862,-0.161180610037567,-0.229980840595641
3.863,-0.161202343123701,-0.229995116273913
3.864,-0.161224071004819,-0.230009425309342
3.865,-0.161245793694139,-0.230023767692234
3.866,-0.161267511204893,-0.230038143412569
3.867,-0.161289223550305,-0.230052552459929
3.868,-0.161310930743581,-0.230066994823506
3.869,-0.161332632797933,-0.230081470492159
3.87,-0.161354329726579,-0.230095979454355
3.871,-0.161376021542716,-0.230110521698201
3.872,-0.161397708259552,-0.230125097211428
3.873,-0.161419389890277,-0.230139705981362
3.874,-0.161441066448088,-0.230154347995031
3.875,-0.161462737946177,-0.23016902323901
3.876,-0.161484404397721,-0.230183731699555
3.877,-0.161506065815911,-0.230198473362516
3.878,-0.161527722213909,-0.230213248213393
3.879,-0.161549373604899,-0.23022805623729
3.88,-0.161571020002038,-0.230242897418961
3.881,-0.161592661418493,-0.23025777174275
3.882,-0.161614297867423,-0.230272679192662
3.883,-0.161635929361976,-0.230287619752315
3.884,-0.161657555915299,-0.230302593404923
3.885,-0.161679177540534,-0.230317600133351
3.886,-0.161700794250821,-0.230332639920098
3.887,-0.161722406059284,-0.230347712747256
3.888,-0.161744012979054,-0.230362818596566
3.889,-0.161765615023255,-0.23037795744934
3.89,-0.161787212204993,-0.230393129286599
3.891,-0.161808804537382,-0.230408334088917
3.892,-0.161830392033521,-0.230423571836478
3.893,-0.161851974706513,-0.230438842509159
3.894,-0.161873552569445,-0.230454146086392
3.895,-0.161895125635407,-0.230469482547246
3.896,-0.16191669391747,-0.230484851870411
3.897,-0.161938257428711,-0.230500254034216
3.898,-0.161959816182201,-0.230515689016596
3.899,-0.16198137019099,-0.230531156795072
3.9,-0.162002919468137,-0.230546657346835
3.901,-0.162024464026682,-0.230562190648672
3.902,-0.162046003879681,-0.230577756676961
3.903,-0.162067539040146,-0.230593355407727
3.904,-0.162089069521119,-0.230608986816632
3.905,-0.162110595335608,-0.230624650878905
3.906,-0.162132116496628,-0.230640347569424
3.907,-0.162153633017184,-0.230656076862673
3.908,-0.162175144910275,-0.230671838732749
3.909,-0.162196652188888,-0.230687633153354
3.91,-0.162218154866005,-0.230703460097843
3.911,-0.162239652954598,-0.230719319539156
3.912,-0.162261146467641,-0.23073521144985
3.913,-0.162282635418084,-0.230751135802067
3.914,-0.162304119818886,-0.230767092567625
3.915,-0.162325599682978,-0.230783081717927
3.916,-0.162347075023312,-0.230799103223955
3.917,-0.1623685458528,-0.23081515705635
3.918,-0.162390012184362,-0.230831243185344
3.919,-0.162411474030914,-0.230847361580799
3.92,-0.162432931405353,-0.230863512212155
3.921,-0.162454384320567,-0.2308796950485
3.922,-0.16247583278945,-0.230895910058498
3.923,-0.162497276824874,-0.230912157210451
3.924,-0.162518716439701,-0.230928436472261
3.925,-0.162540151646784,-0.230944747811434
3.926,-0.162561582458979,-0.230961091195108
3.927,-0.162583008889125,-0.230977466589987
3.928,-0.162604430950052,-0.230993873962433
3.929,-0.162625848654576,-0.231010313278403
3.93,-0.162647262015507,-0.231026784503424
3.931,-0.162668671045644,-0.231043287602677
3.932,-0.162690075757786,-0.231059822540954
3.933,-0.162711476164711,-0.231076389282593
3.934,-0.162732872279193,-0.231092987791631
3.935,-0.162754264113989,-0.231109618031625
3.936,-0.162775651681853,-0.231126279965801
3.937,-0.162797034995531,-0.231142973556958
3.938,-0.162818414067741,-0.231159698767501
3.939,-0.162839788911215,-0.231176455559469
3.94,-0.162861159538661,-0.231193243894463
3.941,-0.162882525962785,-0.231210063733727
3.942,-0.16290388819626,-0.231226915038112
3.943,-0.162925246251779,-0.231243797768026
3.944,-0.162946600142003,-0.231260711883537
3.945,-0.162967949879593,-0.231277657344271
3.946,-0.162989295477188,-0.231294634109523
3.947,-0.163010636947424,-0.231311642138098
3.948,-0.163031974302931,-0.23132868138847
3.949,-0.163053307556315,-0.231345751818714
3.95,-0.163074636720172,-0.23136285338648
3.951,-0.163095961807103,-0.231379986049056
3.952,-0.163117282829676,-0.231397149763277
3.953,-0.163138599800454,-0.231414344485627
3.954,-0.163159912731998,-0.23143157017219
3.955,-0.163181221636846,-0.231448826778621
3.956,-0.163202526527533,-0.2314661142602
3.957,-0.163223827416565,-0.23148343257181
3.958,-0.163245124316459,-0.231500781667912
3.959,-0.163266417239699,-0.231518161502582
3.96,-0.163287706198768,-0.231535572029497
3.961,-0.163308991206133,-0.23155301320194
3.962,-0.163330272274252,-0.23157048497277
3.963,-0.163351549415565,-0.231587987294465
3.964,-0.163372822642512,-0.231605520119098
3.965,-0.163394091967496,-0.231623083398347
3.966,-0.163415357402929,-0.23164067708347
3.967,-0.163436618961193,-0.231658301125319
3.968,-0.16345787665468,-0.231675955474391
3.969,-0.163479130495732,-0.231693640080712
3.97,-0.163500380496723,-0.23171135489397
3.971,-0.163521626669979,-0.231729099863397
3.972,-0.163542869027822,-0.231746874937872
3.973,-0.163564107582569,-0.231764680065817
3.974,-0.163585342346511,-0.2317825151953
3.975,-0.163606573331927,-0.231800380273935
3.976,-0.163627800551093,-0.231818275248976
3.977,-0.163649024016257,-0.231836200067256
3.978,-0.163670243739665,-0.231854154675202
3.979,-0.163691459733535,-0.231872139018811
3.98,-0.163712672010083,-0.231890153043755
3.981,-0.163733880581502,-0.23190819669519
3.982,-0.163755085459981,-0.231926269917949
3.983,-0.163776286657682,-0.231944372656438
3.984,-0.163797484186755,-0.231962504854638
3.985,-0.163818678059345,-0.231980666456125
3.986,-0.163839868287568,-0.231998857404118
3.987,-0.163861054883536,-0.232017077641347
3.988,-0.163882237859334,-0.232035327110203
3.989,-0.163903417227053,-0.232053605752641
3.99,-0.163924592998738,-0.232071913510219
3.991,-0.163945765186451,-0.232090250324059
3.992,-0.163966933802203,-0.232108616134917
3.993,-0.163988098858033,-0.232127010883136
3.994,-0.164009260365923,-0.232145434508588
3.995,-0.164030418337859,-0.23216388695083
3.996,-0.164051572785812,-0.232182368148922
3.997,-0.164072723721741,-0.232200878041579
3.998,-0.164093871157555,-0.232219416567085
3.999,-0.164115015105197,-0.232237983663317
4,-0.16413615557656,-0.232256579267735
4.001,-0.164157292583529,-0.232275203317388
4.002,-0.164178426137972,-0.23229385574891
4.003,-0.164199556251754,-0.232312536498554
4.004,-0.164220682936692,-0.232331245502121
4.005,-0.164241806204618,-0.232349982695038
4.006,-0.16426292606733,-0.232368748012302
4.007,-0.164284042536609,-0.232387541388492
4.008,-0.164305155624224,-0.232406362757806
4.009,-0.16432626534193,-0.232425212053982
4.01,-0.164347371701457,-0.232444089210384
4.011,-0.164368474714521,-0.232462994159967
4.012,-0.16438957439281,-0.232481926835244
4.013,-0.164410670748022,-0.232500887168328
4.014,-0.16443176379181,-0.232519875090968
4.015,-0.164452853535812,-0.232538890534386
4.016,-0.164473939991669,-0.232557933429515
4.017,-0.164495023170971,-0.232577003706781
4.018,-0.164516103085328,-0.23259610129626
4.019,-0.164537179746299,-0.23261522612757
4.02,-0.16455825316544,-0.23263437812997
4.021,-0.164579323354286,-0.232653557232249
4.022,-0.164600390324359,-0.232672763362764
4.023,-0.164621454087144,-0.232691996449567
4.024,-0.164642514654129,-0.232711256420173
4.025,-0.164663572036778,-0.232730543201747
4.026,-0.164684626246517,-0.232749856721033
4.027,-0.164705677294784,-0.232769196904353
4.028,-0.164726725192976,-0.232788563677591
4.029,-0.164747769952465,-0.232807956966252
4.03,-0.164768811584639,-0.23282737669543
4.031,-0.164789850100824,-0.23284682278976
4.032,-0.164810885512347,-0.232866295173466
4.033,-0.164831917830525,-0.232885793770427
4.034,-0.164852947066623,-0.232905318504016
4.035,-0.164873973231931,-0.232924869297236
4.036,-0.164894996337678,-0.23294444607267
4.037,-0.16491601639509,-0.23296404875247
4.038,-0.164937033415377,-0.232983677258376
4.039,-0.164958047409727,-0.233003331511725
4.04,-0.1649790583893,-0.233023011433415
4.041,-0.16500006636524,-0.233042716943944
4.042,-0.16502107134867,-0.233062447963377
4.043,-0.165042073350694,-0.233082204411387
4.044,-0.165063072382403,-0.233101986207191
4.045,-0.165084068454839,-0.233121793269607
4.046,-0.165105061579064,-0.233141625517064
4.047,-0.165126051766071,-0.233161482867515
4.048,-0.165147039026888,-0.233181365238537
4.049,-0.165168023372468,-0.233201272547259
4.05,-0.165189004813784,-0.233221204710434
4.051,-0.165209983361754,-0.23324116164437
4.052,-0.165230959027295,-0.233261143264918
4.053,-0.165251931821302,-0.233281149487558
4.054,-0.165272901754638,-0.23330118022736
4.055,-0.165293868838157,-0.233321235398947
4.056,-0.165314833082677,-0.233341314916508
4.057,-0.165335794499007,-0.233361418693862
4.058,-0.165356753097916,-0.233381546644347
4.059,-0.165377708890172,-0.233401698680955
4.06,-0.16539866188651,-0.233421874716167
4.061,-0.165419612097642,-0.233442074662108
4.062,-0.165440559534253,-0.233462298430477
4.063,-0.165461504207024,-0.233482545932538
4.064,-0.165482446126587,-0.233502817079128
4.065,-0.165503385303572,-0.233523111780688
4.066,-0.165524321748574,-0.233543429947189
4.067,-0.165545255472168,-0.233563771488258
4.068,-0.165566186484914,-0.23358413631302
4.069,-0.165587114797335,-0.23360452433023
4.07,-0.165608040419936,-0.233624935448196
4.071,-0.165628963363204,-0.233645369574819
4.072,-0.165649883637597,-0.233665826617591
4.073,-0.165670801253551,-0.233686306483547
4.074,-0.165691716221478,-0.233706809079325
4.075,-0.165712628551764,-0.233727334311112
4.076,-0.165733538254766,-0.233747882084722
4.077,-0.16575444534084,-0.233768452305504
4.078,-0.165775349820283,-0.2337890448784
4.079,-0.165796251703398,-0.233809659707922
