Freq(Hz),S11 50 Mag,S21 50 Mag,,S11 BSF Mag,S21 BSF Mag,,S11 BSF HFSS Mag,S21 BSF HFSS Mag,,S11 BSF Milled Mag,S21 BSF Milled Mag
1508000000,-22.997561,-0.46530631,,-21.085257,-0.47989053,,-33.59288755,-0.8786688,,-8.7982292,-1.3103186
1509000000,-23.061655,-0.4325054,,-21.163755,-0.45681041,,-33.59741127,-0.879609699,,-8.7331028,-1.309896
1510000000,-23.010128,-0.46499723,,-21.131891,-0.49155861,,-33.57955454,-0.880563334,,-8.6924143,-1.3211014
1511000000,-23.104609,-0.46627843,,-21.277405,-0.50408369,,-33.53926513,-0.881529871,,-8.6192179,-1.3023449
1512000000,-23.098549,-0.46197125,,-21.280857,-0.49446735,,-33.47683785,-0.882509479,,-8.5768433,-1.340106
1513000000,-23.096796,-0.44912353,,-21.250933,-0.47648436,,-33.39289955,-0.883502326,,-8.5223808,-1.3208171
1514000000,-23.125595,-0.48283511,,-21.351591,-0.49497056,,-33.28837813,-0.88450858,,-8.5014868,-1.3802465
1515000000,-23.242743,-0.4832761,,-21.416899,-0.51077759,,-33.16445862,-0.885528412,,-8.4472132,-1.3820101
1516000000,-23.236404,-0.46542192,,-21.341406,-0.51093489,,-33.02253045,-0.886561992,,-8.3940716,-1.3741241
1517000000,-23.158567,-0.46200457,,-21.3605,-0.50317448,,-32.86413069,-0.887609491,,-8.3260612,-1.3737663
1518000000,-23.201895,-0.44191915,,-21.38269,-0.45724118,,-32.69088732,-0.888671081,,-8.295332,-1.3862311
1519000000,-23.232761,-0.45327303,,-21.441921,-0.50082284,,-32.50446651,-0.889746935,,-8.2474546,-1.3957018
1520000000,-23.277035,-0.47221965,,-21.378176,-0.47978687,,-32.30652618,-0.890837224,,-8.2157946,-1.4016285
1521000000,-23.401127,-0.46698248,,-21.449472,-0.49270916,,-32.09867765,-0.891942124,,-8.180439,-1.4388473
1522000000,-23.273853,-0.46823841,,-21.461838,-0.47497955,,-31.88245587,-0.893061808,,-8.0926647,-1.426435
1523000000,-23.30497,-0.45785403,,-21.509993,-0.48952195,,-31.65929802,-0.894196451,,-8.0716944,-1.4425471
1524000000,-23.346197,-0.45010918,,-21.490757,-0.48217025,,-31.43052964,-0.89534623,,-8.0146742,-1.4534078
1525000000,-23.401217,-0.4525778,,-21.450407,-0.49321547,,-31.19735734,-0.89651132,,-7.9545388,-1.446418
1526000000,-23.343214,-0.45539176,,-21.466328,-0.48473665,,-30.96086672,-0.897691897,,-7.9451084,-1.4891764
1527000000,-23.462811,-0.45950684,,-21.531561,-0.49168444,,-30.7220244,-0.898888141,,-7.8877673,-1.5045221
1528000000,-23.427414,-0.47466505,,-21.441896,-0.50397372,,-30.48168293,-0.900100227,,-7.8435111,-1.4928759
1529000000,-23.506224,-0.47502026,,-21.451044,-0.49667585,,-30.24058774,-0.901328336,,-7.7964206,-1.5218071
1530000000,-23.482271,-0.45706654,,-21.537977,-0.50906891,,-29.99938529,-0.902572646,,-7.7599301,-1.5170186
1531000000,-23.488775,-0.48687133,,-21.492945,-0.52240199,,-29.7586318,-0.903833336,,-7.7267675,-1.544902
1532000000,-23.49892,-0.46793637,,-21.427948,-0.48333424,,-29.5188021,-0.905110586,,-7.6619692,-1.5569267
1533000000,-23.444065,-0.45778647,,-21.44998,-0.49527094,,-29.28029833,-0.906404579,,-7.6266961,-1.5513507
1534000000,-23.483267,-0.43906444,,-21.404022,-0.48015067,,-29.04345817,-0.907715493,,-7.5829077,-1.5631742
1535000000,-23.539095,-0.46660149,,-21.452213,-0.50121921,,-28.80856258,-0.909043512,,-7.5304222,-1.5674709
1536000000,-23.593658,-0.46670076,,-21.4697,-0.52048445,,-28.57584285,-0.910388818,,-7.4766946,-1.5891126
1537000000,-23.56922,-0.46148232,,-21.465443,-0.50383681,,-28.34548702,-0.911751592,,-7.4537592,-1.5877823
1538000000,-23.572079,-0.47538495,,-21.436872,-0.51176345,,-28.11764564,-0.913132018,,-7.4284272,-1.6247444
1539000000,-23.639767,-0.45038378,,-21.441898,-0.50336373,,-27.8924369,-0.91453028,,-7.3739138,-1.6262391
1540000000,-23.570831,-0.46995369,,-21.47275,-0.49022436,,-27.66995118,-0.915946561,,-7.2905793,-1.5840364
1541000000,-23.679358,-0.47536153,,-21.464666,-0.51918441,,-27.45025501,-0.917381046,,-7.2687898,-1.6098115
1542000000,-23.643076,-0.47950757,,-21.358595,-0.51234066,,-27.23339461,-0.91883392,,-7.2549047,-1.6325675
1543000000,-23.597116,-0.46914598,,-21.433207,-0.51372176,,-27.01939891,-0.920305368,,-7.2445636,-1.6854324
1544000000,-23.72633,-0.47298741,,-21.353422,-0.50460845,,-26.80828219,-0.921795575,,-7.1794853,-1.6888753
1545000000,-23.711246,-0.4828214,,-21.400045,-0.48411137,,-26.60004641,-0.923304727,,-7.1398168,-1.6835884
1546000000,-23.657261,-0.45234296,,-21.354927,-0.51394892,,-26.39468319,-0.924833011,,-7.0787086,-1.6700079
1547000000,-23.634838,-0.4550826,,-21.359221,-0.50558496,,-26.19217548,-0.926380613,,-7.0485363,-1.6973063
1548000000,-23.711004,-0.49148518,,-21.380045,-0.52188629,,-25.9924991,-0.927947721,,-7.0100336,-1.7163131
1549000000,-23.766144,-0.46585491,,-21.239187,-0.49016303,,-25.79562397,-0.929534521,,-6.9441209,-1.7159969
1550000000,-23.708973,-0.47736037,,-21.295334,-0.49851269,,-25.60151521,-0.931141201,,-6.912128,-1.7241045
1551000000,-23.845888,-0.48839688,,-21.195038,-0.50691265,,-25.41013406,-0.932767949,,-6.8714042,-1.7526188
1552000000,-23.756197,-0.47871682,,-21.183594,-0.51965976,,-25.22143868,-0.934414953,,-6.8551564,-1.7797327
1553000000,-23.828817,-0.49531651,,-21.156935,-0.51281178,,-25.03538485,-0.936082402,,-6.797564,-1.7568014
1554000000,-23.705297,-0.45468348,,-21.124943,-0.5008778,,-24.85192651,-0.937770484,,-6.7689056,-1.781767
1555000000,-23.840117,-0.47614738,,-21.10866,-0.50804865,,-24.6710163,-0.939479387,,-6.7512264,-1.7953743
1556000000,-23.738781,-0.48155057,,-21.184895,-0.52352011,,-24.49260592,-0.941209302,,-6.7214565,-1.8245034
1557000000,-23.780346,-0.47599012,,-21.02771,-0.52591413,,-24.31664653,-0.942960417,,-6.6736164,-1.8252146
1558000000,-23.912073,-0.4890376,,-20.985825,-0.51578867,,-24.14308903,-0.944732922,,-6.6299543,-1.8222126
1559000000,-23.811785,-0.47484982,,-21.0382,-0.53366864,,-23.97188429,-0.946527006,,-6.5987554,-1.8388699
1560000000,-23.865171,-0.49453264,,-20.975677,-0.53059661,,-23.80298338,-0.948342859,,-6.5384188,-1.8633155
1561000000,-23.909477,-0.48649049,,-20.915295,-0.539738,,-23.63633775,-0.950180671,,-6.5334425,-1.8458776
1562000000,-23.849474,-0.49096951,,-20.87759,-0.56849748,,-23.47189934,-0.952040632,,-6.4654155,-1.8524839
1563000000,-23.845751,-0.45204288,,-20.857386,-0.50486481,,-23.30962072,-0.953922932,,-6.4552298,-1.8655032
1564000000,-23.964336,-0.4715637,,-20.7885,-0.54562449,,-23.1494552,-0.955827762,,-6.4160957,-1.9013754
1565000000,-23.8276,-0.44140336,,-20.747669,-0.5020529,,-22.99135686,-0.957755311,,-6.3668094,-1.8913951
1566000000,-24.056116,-0.50637412,,-20.68236,-0.52595919,,-22.83528066,-0.95970577,,-6.358407,-1.9079473
1567000000,-24.006964,-0.4816553,,-20.677261,-0.50996232,,-22.68118244,-0.961679329,,-6.3208365,-1.9198105
1568000000,-23.990799,-0.47435328,,-20.587791,-0.53107214,,-22.52901899,-0.963676179,,-6.2902656,-1.9668527
1569000000,-24.02396,-0.47397801,,-20.522303,-0.52538377,,-22.37874806,-0.965696509,,-6.2614274,-1.9713706
1570000000,-23.923088,-0.47161794,,-20.585289,-0.53128785,,-22.23032837,-0.967740511,,-6.244349,-1.9874314
1571000000,-23.980646,-0.46814111,,-20.469946,-0.52952182,,-22.08371965,-0.969808374,,-6.1745834,-1.9911811
1572000000,-24.049978,-0.45469344,,-20.409714,-0.53480136,,-21.93888259,-0.971900289,,-6.1284542,-2.0074031
1573000000,-24.074188,-0.46845654,,-20.33569,-0.52339679,,-21.79577887,-0.974016446,,-6.1161313,-2.0144439
1574000000,-23.971657,-0.4603458,,-20.362837,-0.52881151,,-21.65437118,-0.976157035,,-6.10464,-2.0414989
1575000000,-24.027346,-0.4758929,,-20.279461,-0.5166418,,-21.51462316,-0.978322246,,-6.0338478,-2.0218945
1576000000,-24.058655,-0.47495854,,-20.248177,-0.54826742,,-21.3764994,-0.980512269,,-6.0100369,-2.0401046
1577000000,-24.032242,-0.51249081,,-20.257431,-0.56649411,,-21.23996545,-0.982727293,,-5.9792175,-2.04968
1578000000,-24.056664,-0.49826524,,-20.161316,-0.53489524,,-21.1049878,-0.984967509,,-5.9698963,-2.0822895
1579000000,-24.149965,-0.51409525,,-20.078648,-0.54167467,,-20.97153382,-0.987233104,,-5.9244537,-2.0817564
1580000000,-24.109949,-0.47030878,,-19.984798,-0.53824031,,-20.83957179,-0.98952427,,-5.8929114,-2.096081
1581000000,-24.130947,-0.47980976,,-19.95685,-0.5494442,,-20.70907086,-0.991841193,,-5.8662734,-2.1026809
1582000000,-24.146431,-0.48138374,,-19.910297,-0.5556491,,-20.58000102,-0.994184064,,-5.8514838,-2.1322994
1583000000,-24.069187,-0.45973611,,-19.895306,-0.5383116,,-20.45233311,-0.99655307,,-5.8005638,-2.1419463
1584000000,-24.098572,-0.48390865,,-19.846148,-0.54634875,,-20.32603876,-0.9989484,,-5.7708869,-2.1408546
1585000000,-24.204672,-0.47165433,,-19.724165,-0.5553897,,-20.20109039,-1.001370241,,-5.7566128,-2.1620448
1586000000,-24.096348,-0.4615857,,-19.768131,-0.55223465,,-20.07746119,-1.003818782,,-5.7018833,-2.1792901
1587000000,-24.197554,-0.4793725,,-19.641748,-0.53511387,,-19.95512508,-1.006294209,,-5.6787167,-2.1983736
1588000000,-24.141052,-0.49343985,,-19.607624,-0.5652706,,-19.83405672,-1.008796708,,-5.6545086,-2.2057621
1589000000,-24.197496,-0.48159173,,-19.512377,-0.54024422,,-19.71423145,-1.011326467,,-5.63094,-2.2211285
1590000000,-24.141336,-0.48306933,,-19.52651,-0.54598022,,-19.59562532,-1.013883672,,-5.5942626,-2.2319818
1591000000,-24.293354,-0.52324867,,-19.395067,-0.56650943,,-19.47821502,-1.016468507,,-5.5544772,-2.2010021
1592000000,-24.213404,-0.45676923,,-19.283375,-0.53534865,,-19.36197788,-1.019081159,,-5.5488019,-2.2590766
1593000000,-24.287222,-0.49713424,,-19.284216,-0.56951916,,-19.24689185,-1.021721812,,-5.4895535,-2.2438242
1594000000,-24.353735,-0.5038498,,-19.172173,-0.56116629,,-19.1329355,-1.02439065,,-5.4839773,-2.2324235
1595000000,-24.316742,-0.47618139,,-19.141041,-0.55138808,,-19.02008796,-1.027087857,,-5.4474893,-2.2744982
1596000000,-24.233116,-0.45526665,,-19.040546,-0.52712077,,-18.90832894,-1.029813616,,-5.4286189,-2.3098917
1597000000,-24.240566,-0.47616875,,-19.048557,-0.56959915,,-18.7976387,-1.03256811,,-5.37642,-2.3042016
1598000000,-24.223034,-0.44377887,,-18.910999,-0.51326579,,-18.68799803,-1.035351521,,-5.3662486,-2.3143585
1599000000,-24.397581,-0.47919363,,-18.849977,-0.55132747,,-18.57938822,-1.03816403,,-5.3219037,-2.3151417
1600000000,-24.312048,-0.48922592,,-18.89106,-0.57132792,,-18.47179107,-1.041005819,,-5.3251028,-2.3424652
1601000000,-24.345396,-0.46238598,,-18.74511,-0.55868548,,-18.36518887,-1.043877067,,-5.2924542,-2.3712432
1602000000,-24.269123,-0.47293583,,-18.724894,-0.56999564,,-18.25956437,-1.046777954,,-5.2797675,-2.3811591
1603000000,-24.352858,-0.47680587,,-18.654455,-0.59002596,,-18.15490076,-1.049708659,,-5.241271,-2.3937659
1604000000,-24.295637,-0.5204429,,-18.60615,-0.58857834,,-18.0511817,-1.052669361,,-5.1972084,-2.3837247
1605000000,-24.420309,-0.49719709,,-18.530796,-0.5825789,,-17.94839125,-1.055660236,,-5.2031379,-2.453891
1606000000,-24.430792,-0.47798774,,-18.460104,-0.57708037,,-17.84651389,-1.058681462,,-5.1439719,-2.4205074
1607000000,-24.389582,-0.49278265,,-18.372557,-0.57966149,,-17.7455345,-1.061733215,,-5.1355543,-2.4517598
1608000000,-24.38802,-0.50174862,,-18.340088,-0.56348234,,-17.64543834,-1.06481567,,-5.1121979,-2.4587948
1609000000,-24.294731,-0.48673189,,-18.282091,-0.56657213,,-17.54621106,-1.067929001,,-5.0805688,-2.4676163
1610000000,-24.318472,-0.51685524,,-18.242365,-0.58187413,,-17.44783866,-1.071073382,,-5.0418139,-2.4504025
1611000000,-24.377481,-0.4829959,,-18.14492,-0.57045722,,-17.3503075,-1.074248986,,-5.0248504,-2.4846349
1612000000,-24.333019,-0.46197385,,-18.086466,-0.5593605,,-17.25360428,-1.077455985,,-4.9821625,-2.4925165
1613000000,-24.393623,-0.46584213,,-17.99822,-0.57369292,,-17.15771602,-1.080694549,,-5.0015273,-2.522589
1614000000,-24.396906,-0.47479597,,-17.955072,-0.57678503,,-17.06263008,-1.083964849,,-4.9616714,-2.5385418
1615000000,-24.441408,-0.51656061,,-17.897408,-0.60014492,,-16.96833411,-1.087267054,,-4.9588308,-2.5442944
1616000000,-24.274389,-0.48065808,,-17.865696,-0.58199614,,-16.87481607,-1.090601332,,-4.9175873,-2.5591543
1617000000,-24.464798,-0.47550967,,-17.737787,-0.57504272,,-16.78206424,-1.093967851,,-4.9088187,-2.5938828
1618000000,-24.512129,-0.47938102,,-17.631723,-0.59469545,,-16.69006713,-1.097366776,,-4.8556995,-2.5963428
1619000000,-24.30698,-0.47456101,,-17.650389,-0.58466607,,-16.59881356,-1.100798273,,-4.8285804,-2.5869381
1620000000,-24.451189,-0.49613523,,-17.561401,-0.58272099,,-16.50829262,-1.104262505,,-4.7877035,-2.5881488
1621000000,-24.426699,-0.49555475,,-17.504375,-0.59751785,,-16.41849365,-1.107759637,,-4.8001704,-2.620204
1622000000,-24.458797,-0.50443757,,-17.457436,-0.61643028,,-16.32940623,-1.111289829,,-4.7746906,-2.6428251
1623000000,-24.431881,-0.47073078,,-17.370056,-0.60647196,,-16.2410202,-1.114853243,,-4.7614255,-2.665607
1624000000,-24.348675,-0.49920592,,-17.316591,-0.6062966,,-16.15332563,-1.118450039,,-4.7261181,-2.6565526
1625000000,-24.414091,-0.49953932,,-17.275002,-0.60928911,,-16.06631282,-1.122080374,,-4.6910939,-2.671169
1626000000,-24.425606,-0.5142799,,-17.204432,-0.61860812,,-15.97997231,-1.125744407,,-4.6768584,-2.6910672
1627000000,-24.489389,-0.50373441,,-17.090364,-0.61455721,,-15.89429482,-1.129442294,,-4.651001,-2.6971912
1628000000,-24.392143,-0.50214708,,-17.095421,-0.61230201,,-15.80927131,-1.133174189,,-4.6495781,-2.7261007
1629000000,-24.430132,-0.46488011,,-16.970734,-0.58833826,,-15.72489295,-1.136940246,,-4.6175842,-2.7508032
1630000000,-24.548658,-0.48194399,,-16.87146,-0.60573816,,-15.64115107,-1.140740618,,-4.5783119,-2.7519622
1631000000,-24.483177,-0.50337118,,-16.8363,-0.60462534,,-15.55803724,-1.144575456,,-4.5671782,-2.7447367
1632000000,-24.437645,-0.46657628,,-16.781761,-0.5862574,,-15.47554318,-1.148444909,,-4.57131,-2.7716055
1633000000,-24.448135,-0.48217785,,-16.728966,-0.61197686,,-15.39366081,-1.152349126,,-4.5241899,-2.7579527
1634000000,-24.550808,-0.50586003,,-16.675398,-0.63678282,,-15.31238224,-1.156288255,,-4.5362663,-2.8088765
1635000000,-24.480959,-0.50835782,,-16.608341,-0.61187571,,-15.23169972,-1.16026244,,-4.4871459,-2.8082805
1636000000,-24.421906,-0.49866775,,-16.599476,-0.64328974,,-15.15160568,-1.164271826,,-4.4703588,-2.8140781
1637000000,-24.435535,-0.50389767,,-16.476681,-0.61376548,,-15.07209274,-1.168316556,,-4.4218154,-2.794203
1638000000,-24.54188,-0.50202972,,-16.434814,-0.63196695,,-14.99315364,-1.172396772,,-4.4168468,-2.834034
1639000000,-24.533804,-0.5022471,,-16.346651,-0.62940669,,-14.91478129,-1.176512614,,-4.4146199,-2.8602345
1640000000,-24.45863,-0.48453873,,-16.258667,-0.62929934,,-14.83696875,-1.180664219,,-4.3498697,-2.8293393
1641000000,-24.567558,-0.48864946,,-16.2353,-0.62415695,,-14.75970923,-1.184851725,,-4.3548026,-2.8638361
1642000000,-24.632309,-0.49900854,,-16.168215,-0.68862993,,-14.68299606,-1.189075267,,-4.3523407,-2.8966451
1643000000,-24.506218,-0.49168554,,-16.136333,-0.66246527,,-14.60682275,-1.19333498,,-4.3187623,-2.9102724
1644000000,-24.531067,-0.49396449,,-16.078321,-0.65491593,,-14.5311829,-1.197630995,,-4.3145361,-2.9183893
1645000000,-24.539536,-0.51377898,,-16.006674,-0.66964447,,-14.45607026,-1.201963444,,-4.2839966,-2.9255321
1646000000,-24.555525,-0.51661712,,-15.926587,-0.64239436,,-14.38147872,-1.206332454,,-4.3098226,-2.9701831
1647000000,-24.623041,-0.50582993,,-15.825402,-0.64584142,,-14.30740227,-1.210738154,,-4.2447553,-2.9673045
1648000000,-24.667912,-0.4822765,,-15.770525,-0.64291072,,-14.23383503,-1.21518067,,-4.2365255,-2.9973004
1649000000,-24.536339,-0.48873013,,-15.723309,-0.64075953,,-14.16077125,-1.219660125,,-4.2133589,-3.0069907
1650000000,-24.539381,-0.5003587,,-15.730883,-0.64711267,,-14.08820527,-1.224176642,,-4.1701555,-2.9854445
1651000000,-24.514011,-0.47853327,,-15.610728,-0.64773041,,-14.01613156,-1.228730341,,-4.17664,-3.0391014
1652000000,-24.413879,-0.4930473,,-15.604846,-0.6654219,,-13.9445447,-1.233321342,,-4.1719027,-3.0508721
1653000000,-24.562252,-0.49878925,,-15.504292,-0.64781141,,-13.87343936,-1.237949761,,-4.1618519,-3.0503075
1654000000,-24.613073,-0.48094547,,-15.461895,-0.66851664,,-13.80281032,-1.242615714,,-4.143991,-3.0682192
1655000000,-24.457491,-0.49510556,,-15.396311,-0.65072209,,-13.73265247,-1.247319315,,-4.1146822,-3.1024826
1656000000,-24.524261,-0.51291388,,-15.352443,-0.67136103,,-13.6629608,-1.252060674,,-4.0850778,-3.093889
1657000000,-24.594122,-0.50544399,,-15.278543,-0.69239104,,-13.59373036,-1.256839903,,-4.0611234,-3.1005385
1658000000,-24.6141,-0.48293516,,-15.198517,-0.67261326,,-13.52495634,-1.261657108,,-4.0481725,-3.1238661
1659000000,-24.574499,-0.51661575,,-15.183773,-0.70283055,,-13.45663399,-1.266512396,,-4.0294704,-3.1179564
1660000000,-24.462412,-0.48690376,,-15.13071,-0.68711329,,-13.38875867,-1.271405872,,-4.0224967,-3.133863
1661000000,-24.476057,-0.50545561,,-15.080889,-0.68035865,,-13.3213258,-1.276337636,,-4.0006289,-3.1450756
1662000000,-24.55262,-0.5279097,,-15.013416,-0.70810843,,-13.25433091,-1.281307791,,-3.9881675,-3.1680164
1663000000,-24.510134,-0.50685638,,-14.946064,-0.6777159,,-13.1877696,-1.286316434,,-3.9889634,-3.1680045
1664000000,-24.524406,-0.53004026,,-14.930273,-0.70939732,,-13.12163755,-1.291363661,,-3.9662182,-3.2034822
1665000000,-24.572073,-0.50424474,,-14.794806,-0.68083316,,-13.05593051,-1.296449567,,-3.9461973,-3.1887782
1666000000,-24.600855,-0.51850259,,-14.781842,-0.7114237,,-12.99064433,-1.301574244,,-3.9188352,-3.2309902
1667000000,-24.475925,-0.49446732,,-14.737887,-0.71417034,,-12.92577492,-1.306737782,,-3.9256954,-3.2483912
1668000000,-24.461143,-0.50470597,,-14.663785,-0.70855433,,-12.86131825,-1.311940271,,-3.8909376,-3.2588701
1669000000,-24.590572,-0.50084943,,-14.6104,-0.70917857,,-12.79727038,-1.317181795,,-3.8724742,-3.2706652
1670000000,-24.403696,-0.49931625,,-14.579624,-0.72026557,,-12.73362744,-1.322462439,,-3.8419454,-3.2873845
1671000000,-24.496407,-0.50561982,,-14.507477,-0.70183724,,-12.67038561,-1.327782285,,-3.8122253,-3.2668233
1672000000,-24.504364,-0.51159221,,-14.454431,-0.71653122,,-12.60754116,-1.333141413,,-3.8125198,-3.2940521
1673000000,-24.448992,-0.51008427,,-14.370782,-0.71185464,,-12.5450904,-1.338539901,,-3.8039007,-3.3201623
1674000000,-24.468452,-0.50608331,,-14.350765,-0.73106503,,-12.48302971,-1.343977824,,-3.7554531,-3.2718821
1675000000,-24.470858,-0.4897348,,-14.247732,-0.71269542,,-12.42135555,-1.349455255,,-3.7882354,-3.3600771
1676000000,-24.592979,-0.49102125,,-14.204711,-0.72292924,,-12.36006441,-1.354972266,,-3.7554305,-3.352844
1677000000,-24.530876,-0.47184762,,-14.117547,-0.70960552,,-12.29915287,-1.360528925,,-3.7223768,-3.3423917
1678000000,-24.533974,-0.4657799,,-14.077641,-0.71526676,,-12.23861753,-1.3661253,,-3.7071266,-3.353621
1679000000,-24.439791,-0.49433407,,-14.057129,-0.72818756,,-12.17845509,-1.371761455,,-3.7149315,-3.3899422
1680000000,-24.43067,-0.50789827,,-14.014684,-0.73183209,,-12.11866227,-1.377437452,,-3.6783588,-3.3833382
1681000000,-24.544632,-0.49728754,,-13.925825,-0.73090905,,-12.05923586,-1.383153352,,-3.6820602,-3.4128628
1682000000,-24.557495,-0.50965887,,-13.887595,-0.73430175,,-12.00017269,-1.388909211,,-3.6746888,-3.4278378
1683000000,-24.483244,-0.50098854,,-13.848476,-0.73602837,,-11.94146965,-1.394705086,,-3.6711402,-3.4538953
1684000000,-24.379137,-0.48361635,,-13.811065,-0.75890112,,-11.88312369,-1.40054103,,-3.6168613,-3.4239161
1685000000,-24.564236,-0.49849018,,-13.746776,-0.75514424,,-11.82513178,-1.406417092,,-3.6405306,-3.4723275
1686000000,-24.475771,-0.4768557,,-13.644613,-0.71408057,,-11.76749097,-1.412333323,,-3.5924456,-3.4780674
1687000000,-24.466639,-0.48386288,,-13.610897,-0.75702691,,-11.71019834,-1.418289767,,-3.5790603,-3.4788616
1688000000,-24.590443,-0.53300071,,-13.594097,-0.76998532,,-11.653251,-1.424286469,,-3.5844958,-3.510112
1689000000,-24.550093,-0.50993204,,-13.517099,-0.76074165,,-11.59664614,-1.430323469,,-3.5725257,-3.5065117
1690000000,-24.513567,-0.48220706,,-13.473073,-0.7558856,,-11.54038097,-1.436400808,,-3.56285,-3.5241892
1691000000,-24.533842,-0.48958394,,-13.410288,-0.75676191,,-11.48445275,-1.442518521,,-3.5386953,-3.5492117
1692000000,-24.536961,-0.52551043,,-13.374742,-0.7556023,,-11.42885877,-1.448676643,,-3.5600402,-3.5630221
1693000000,-24.392609,-0.51262939,,-13.332105,-0.79098922,,-11.37359637,-1.454875206,,-3.5212619,-3.563597
1694000000,-24.515984,-0.54016572,,-13.25692,-0.80836695,,-11.31866294,-1.461114238,,-3.4870641,-3.5743899
1695000000,-24.514385,-0.48488882,,-13.18297,-0.7594685,,-11.2640559,-1.467393766,,-3.5101371,-3.5923967
1696000000,-24.390844,-0.49902347,,-13.182472,-0.791646,,-11.20977269,-1.473713816,,-3.4492702,-3.6007321
1697000000,-24.324133,-0.49130672,,-13.126444,-0.7781601,,-11.15581082,-1.480074408,,-3.4590008,-3.6073086
1698000000,-24.493526,-0.48589057,,-13.047551,-0.77047241,,-11.10216782,-1.486475563,,-3.4456592,-3.6096907
1699000000,-24.442184,-0.50643289,,-13.020953,-0.80136138,,-11.04884125,-1.492917297,,-3.4702723,-3.6427135
1700000000,-24.403191,-0.51961792,,-13.00177,-0.80584824,,-10.99582872,-1.499399624,,-3.4469528,-3.6515689
1701000000,-24.417645,-0.50522125,,-12.923675,-0.77567202,,-10.94312785,-1.505922558,,-3.4122362,-3.6705551
1702000000,-24.418018,-0.50987196,,-12.874725,-0.80822098,,-10.89073632,-1.512486107,,-3.419265,-3.6726067
1703000000,-24.334602,-0.52184111,,-12.839122,-0.81432223,,-10.83865183,-1.519090277,,-3.4182837,-3.7077417
1704000000,-24.283918,-0.51099348,,-12.796375,-0.78965408,,-10.78687212,-1.525735075,,-3.386559,-3.7021394
1705000000,-24.429333,-0.49696806,,-12.748533,-0.83665103,,-10.73539495,-1.5324205,,-3.3784375,-3.7152371
1706000000,-24.312267,-0.51804304,,-12.687737,-0.80417222,,-10.68421811,-1.539146553,,-3.3592021,-3.7295225
1707000000,-24.247101,-0.52785009,,-12.658267,-0.83898664,,-10.63333944,-1.545913231,,-3.333756,-3.7129831
1708000000,-24.344345,-0.51606703,,-12.582154,-0.81254756,,-10.58275678,-1.552720527,,-3.3324544,-3.7442148
1709000000,-24.330671,-0.50357831,,-12.545394,-0.82465512,,-10.53246803,-1.559568434,,-3.3309469,-3.787812
1710000000,-24.207588,-0.50099939,,-12.521838,-0.83307266,,-10.48247109,-1.56645694,,-3.3097403,-3.779768
1711000000,-24.16938,-0.50595069,,-12.403686,-0.80909115,,-10.43276391,-1.573386032,,-3.3103762,-3.7823544
1712000000,-24.226212,-0.53227347,,-12.402873,-0.83500189,,-10.38334445,-1.580355693,,-3.2825391,-3.779644
1713000000,-24.23208,-0.51808047,,-12.337551,-0.83683032,,-10.33421071,-1.587365906,,-3.2810924,-3.7977853
1714000000,-24.208405,-0.4948675,,-12.301585,-0.84312773,,-10.2853607,-1.594416648,,-3.323513,-3.8546824
1715000000,-24.242229,-0.51551884,,-12.249546,-0.84305441,,-10.23679248,-1.601507896,,-3.2548666,-3.834769
1716000000,-24.308477,-0.52092111,,-12.185542,-0.8385694,,-10.1885041,-1.608639624,,-3.2496328,-3.8470304
1717000000,-24.235699,-0.51748216,,-12.145914,-0.81609315,,-10.14049368,-1.615811802,,-3.2619617,-3.8684394
1718000000,-24.289881,-0.51405174,,-12.126192,-0.85087472,,-10.09275932,-1.623024399,,-3.2499151,-3.8913286
1719000000,-24.182644,-0.51384914,,-12.100262,-0.85447609,,-10.04529917,-1.63027738,,-3.2148435,-3.8707664
1720000000,-24.189148,-0.50104803,,-12.045861,-0.84301353,,-9.998111393,-1.637570709,,-3.2065859,-3.8858039
1721000000,-24.148134,-0.50531447,,-12.013062,-0.87144393,,-9.951194177,-1.644904346,,-3.193444,-3.9012578
1722000000,-24.168507,-0.52264524,,-11.966609,-0.86620849,,-9.904545731,-1.652278248,,-3.2301981,-3.9412425
1723000000,-24.13423,-0.50257897,,-11.952047,-0.87670428,,-9.858164286,-1.659692372,,-3.1742239,-3.9083149
1724000000,-24.157022,-0.52791965,,-11.857708,-0.87447608,,-9.812048096,-1.667146669,,-3.1793554,-3.9190202
1725000000,-24.153059,-0.5205909,,-11.861799,-0.90019947,,-9.766195433,-1.67464109,,-3.1716354,-3.9475636
1726000000,-24.027826,-0.53001088,,-11.759282,-0.88620371,,-9.72060459,-1.682175582,,-3.1590905,-3.9709702
1727000000,-24.13274,-0.50131923,,-11.751542,-0.8937254,,-9.675273881,-1.689750091,,-3.148417,-3.9849095
1728000000,-24.11655,-0.51709867,,-11.702651,-0.90552866,,-9.63020164,-1.697364557,,-3.1242669,-3.975632
1729000000,-24.075333,-0.51454985,,-11.667891,-0.88822824,,-9.585386217,-1.705018921,,-3.1309509,-4.0012131
1730000000,-24.15201,-0.54254317,,-11.589107,-0.88649893,,-9.540825985,-1.712713119,,-3.0977986,-3.9834211
1731000000,-24.069843,-0.51002997,,-11.594129,-0.90149462,,-9.496519332,-1.720447086,,-3.0961454,-4.0128384
