Freq(Hz),S11 50 Phase,S21 50 Phase,,S11 BSF Phase,S21 BSF Phase,,S11 BSF Milled Phase,S21 BSF Milled Phase
2011000000,-40.102539,50.139072,,-151.40688,-30.355717,,140.09528,-141.31812
2012000000,-40.679676,50.006191,,-151.2498,-30.584082,,139.62332,-141.97649
2013000000,-40.764683,49.872475,,-151.45706,-30.739532,,139.36179,-142.53897
2014000000,-41.202858,49.506081,,-151.87424,-31.017815,,139.29913,-142.80789
2015000000,-41.317566,49.626289,,-151.88071,-31.188988,,138.79695,-143.59299
2016000000,-41.389912,49.489174,,-151.9847,-31.316263,,138.56886,-143.95845
2017000000,-42.098637,49.337921,,-152.48772,-31.845207,,138.29568,-144.63042
2018000000,-42.216228,49.305534,,-152.37943,-31.831568,,138.13722,-144.9944
2019000000,-42.966995,48.899227,,-152.73831,-32.089272,,137.73956,-145.66249
2020000000,-43.339455,49.006012,,-152.91203,-32.373402,,137.62169,-145.97618
2021000000,-43.443573,48.548706,,-153.15068,-32.642918,,137.49948,-146.67242
2022000000,-43.790554,48.516335,,-152.99916,-32.5784,,136.90981,-147.52516
2023000000,-44.258389,48.334358,,-153.13625,-32.818634,,136.70319,-147.99628
2024000000,-44.164593,48.259109,,-153.58342,-33.221409,,136.65401,-148.3194
2025000000,-44.772251,48.020859,,-153.60666,-33.458862,,136.02359,-148.92014
2026000000,-45.057999,47.986191,,-153.68961,-33.536583,,136.17,-149.60793
2027000000,-46.08168,47.579044,,-154.1265,-34.145611,,135.59184,-150.21739
2028000000,-45.876629,47.417095,,-154.2381,-34.263058,,135.82253,-150.62521
2029000000,-46.180065,47.609787,,-154.14157,-33.980888,,135.43796,-151.25526
2030000000,-46.48032,47.399174,,-154.34384,-34.300213,,135.2543,-152.00839
2031000000,-46.764633,46.99971,,-154.85934,-34.946732,,134.84656,-152.51201
2032000000,-46.963932,47.18158,,-154.5455,-34.688896,,134.87456,-152.9223
2033000000,-47.288479,46.904411,,-154.95479,-35.114365,,134.67838,-153.58835
2034000000,-47.736141,46.744896,,-155.09967,-35.315277,,134.22867,-154.35992
2035000000,-48.15477,46.340057,,-155.11819,-35.472713,,134.10443,-154.90404
2036000000,-48.159531,46.338242,,-155.45407,-35.637154,,134.12624,-155.36229
2037000000,-48.480774,46.144245,,-155.53926,-35.957371,,133.92912,-156.13809
2038000000,-49.378319,46.024677,,-155.7753,-36.178711,,133.56741,-156.77017
2039000000,-49.163189,45.853077,,-155.8558,-36.369804,,133.58998,-157.44974
2040000000,-49.093254,45.727478,,-156.05721,-36.727657,,133.32948,-158.03632
2041000000,-50.068569,45.374409,,-156.22826,-36.970837,,133.30981,-158.56171
2042000000,-49.916901,45.51712,,-156.28154,-37.013973,,133.06171,-159.15988
2043000000,-50.507168,45.281933,,-156.63994,-37.332382,,133.32457,-159.93095
2044000000,-50.447834,45.011307,,-156.67931,-37.547432,,133.03004,-160.35771
2045000000,-51.1614,45.048546,,-156.66061,-37.621738,,133.08414,-161.12328
2046000000,-50.955589,44.875118,,-156.92599,-37.863228,,132.87386,-161.81447
2047000000,-51.612686,44.587601,,-157.24805,-38.171688,,132.68213,-162.60112
2048000000,-52.113335,44.706203,,-157.06096,-38.152302,,132.84639,-163.03102
2049000000,-52.570137,44.238125,,-157.64063,-38.666119,,133.12868,-163.7034
2050000000,-52.673489,44.2906,,-157.34218,-38.630581,,132.74991,-164.69489
2051000000,-53.194485,44.132248,,-157.7251,-38.850292,,132.94351,-165.18137
2052000000,-52.908005,43.917103,,-157.85255,-39.141651,,132.97495,-165.95297
2053000000,-53.404453,43.615456,,-158.11711,-39.507896,,132.84875,-166.72038
2054000000,-54.163971,43.561543,,-158.15807,-39.630245,,133.19289,-167.31081
2055000000,-54.176285,43.485817,,-158.30782,-39.76226,,133.43719,-167.87001
2056000000,-54.302761,43.492485,,-158.39502,-39.902664,,133.46834,-168.66246
2057000000,-54.869186,43.059406,,-158.60359,-40.271866,,133.68619,-169.18697
2058000000,-55.042282,42.935257,,-158.87335,-40.422707,,133.87257,-170.01917
2059000000,-55.585087,42.599266,,-159.11769,-40.813362,,134.17227,-170.65152
2060000000,-56.078835,42.712162,,-159.15907,-41.011787,,134.68741,-171.31136
2061000000,-56.273159,42.367588,,-159.18376,-41.121582,,134.94431,-172.01413
2062000000,-56.226482,42.410252,,-159.42537,-41.303585,,135.12097,-172.86685
2063000000,-56.999985,42.178745,,-159.54541,-41.57655,,135.58578,-173.59761
2064000000,-57.220413,41.88459,,-159.90172,-41.751232,,135.87677,-174.32397
2065000000,-57.216953,41.87574,,-159.90117,-41.959892,,136.66014,-175.10146
2066000000,-57.566364,41.81781,,-159.94983,-42.068184,,137.04102,-175.66168
2067000000,-58.184101,41.613495,,-160.15535,-42.261559,,137.65152,-176.4745
2068000000,-58.002159,41.438213,,-160.39436,-42.459881,,138.38087,-177.01118
2069000000,-58.548901,41.362621,,-160.68166,-42.835537,,138.66595,-178.06085
2070000000,-58.819077,41.104969,,-160.6044,-43.018616,,139.49564,-178.75653
2071000000,-59.461075,40.902096,,-161.03886,-43.226898,,140.41475,-179.5425
2072000000,-59.868774,40.717823,,-161.20984,-43.504738,,141.29424,179.67558
2073000000,-60.281544,40.505283,,-161.32889,-43.810505,,142.23776,179.06384
2074000000,-60.01556,40.625477,,-161.3343,-43.854458,,142.75137,178.21199
2075000000,-60.915787,40.425446,,-161.61214,-44.232174,,143.7963,177.64639
2076000000,-60.815418,40.185497,,-161.69664,-44.34964,,144.83893,176.62421
2077000000,-61.03059,40.273979,,-161.97737,-44.500687,,146.13734,176.205
2078000000,-61.533142,40.028698,,-162.00958,-44.659962,,146.98633,175.26996
2079000000,-62.323898,39.479954,,-162.3009,-45.110329,,148.38953,174.64055
2080000000,-62.138714,39.681355,,-162.43335,-45.30611,,149.2092,173.59787
2081000000,-62.632851,39.596848,,-162.63976,-45.457817,,150.59862,172.95235
2082000000,-63.115128,39.257206,,-162.69736,-45.641129,,151.74359,172.13902
2083000000,-63.614525,39.056595,,-162.74768,-45.677467,,153.1674,171.48795
2084000000,-64.156342,38.818176,,-163.09871,-46.212273,,154.32278,170.48528
2085000000,-63.6446,39.016254,,-162.86104,-45.943871,,155.77924,169.87761
2086000000,-64.688156,38.633575,,-163.45615,-46.64164,,157.0412,169.00717
2087000000,-64.317139,38.636517,,-163.1944,-46.461433,,158.46956,168.2002
2088000000,-64.521133,38.540997,,-163.49342,-46.68581,,159.53044,167.33902
2089000000,-65.510834,38.096195,,-163.98952,-47.256519,,161.41508,166.91385
2090000000,-65.68129,38.248096,,-163.82547,-47.210567,,162.54979,165.91833
2091000000,-66.199448,37.794415,,-163.98297,-47.539112,,164.04169,165.14119
2092000000,-66.655998,37.747589,,-164.20955,-47.774906,,165.56741,164.57722
2093000000,-66.101257,37.787235,,-164.30844,-47.768856,,166.69212,163.439
2094000000,-66.867744,37.440723,,-164.72145,-48.337524,,168.17496,162.9622
2095000000,-67.540909,37.289803,,-164.6637,-48.438034,,169.02939,161.85046
2096000000,-67.670067,37.01564,,-165.17859,-48.878895,,170.6413,161.20598
2097000000,-67.643776,37.091442,,-164.83148,-48.59005,,171.54884,160.37814
2098000000,-68.685654,36.921165,,-164.92737,-48.872967,,173.00142,159.68802
2099000000,-68.901817,36.676865,,-165.24109,-49.257893,,173.68796,158.65947
2100000000,-68.842003,36.436268,,-165.37798,-49.506096,,174.83572,158.02934
2101000000,-69.530006,36.4828,,-165.5742,-49.649746,,175.84743,157.10081
2102000000,-69.708908,36.229984,,-165.68523,-49.895721,,176.71092,156.36584
2103000000,-70.066368,36.002399,,-165.81903,-50.086399,,177.51631,155.62521
2104000000,-70.74379,35.870808,,-166.14336,-50.399681,,178.63951,154.74718
2105000000,-70.781281,35.646275,,-166.36633,-50.652508,,179.02856,154
2106000000,-71.276123,35.712425,,-166.28738,-50.650791,,-179.92058,153.09143
2107000000,-71.314644,35.548222,,-166.56212,-50.909012,,-179.38947,152.34276
2108000000,-71.622543,35.305641,,-166.91939,-51.285912,,-178.59671,151.78426
2109000000,-72.286194,35.060135,,-166.95914,-51.551067,,-178.20264,150.72845
2110000000,-72.467628,35.004982,,-167.38174,-51.613892,,-177.76524,149.98862
2111000000,-72.963615,34.908707,,-167.41829,-51.979385,,-177.07411,149.34569
2112000000,-73.184814,34.693687,,-167.63048,-52.163696,,-177.04909,148.12497
2113000000,-73.413437,34.425255,,-167.68974,-52.533459,,-176.76373,147.46115
2114000000,-73.981812,34.261665,,-168.03867,-52.679234,,-176.25404,146.60553
2115000000,-73.898674,34.135571,,-167.54468,-52.551388,,-176.05432,146.01483
2116000000,-74.249825,34.085476,,-168.10304,-53.066631,,-175.79865,145.13054
2117000000,-74.250137,34.098186,,-168.01237,-53.007946,,-175.3035,144.2511
2118000000,-75.084602,33.583969,,-168.4958,-53.533119,,-174.97028,143.63644
2119000000,-75.048683,33.731171,,-168.49809,-53.571461,,-175.16458,142.60777
2120000000,-75.871086,33.470829,,-168.42047,-53.672981,,-175.01033,141.8893
2121000000,-76.532715,33.103313,,-168.82362,-54.093166,,-174.78897,141.18546
2122000000,-76.524361,33.050823,,-168.99556,-54.168217,,-174.63373,140.4274
2123000000,-77.010315,32.906364,,-169.27759,-54.510029,,-175.08217,139.34734
2124000000,-77.195724,32.920013,,-169.17534,-54.581863,,-174.97017,138.59851
2125000000,-77.697464,32.597206,,-169.5419,-54.891872,,-174.9834,137.99014
2126000000,-77.861115,32.555008,,-169.25697,-55.084007,,-175.10785,137.05161
2127000000,-78.132515,32.487862,,-169.71558,-55.162369,,-175.12309,136.28558
2128000000,-78.64563,32.321747,,-169.68335,-55.283173,,-175.2809,135.49066
2129000000,-78.580879,32.21339,,-170.10617,-55.634163,,-175.33372,134.80072
2130000000,-79.530029,31.897429,,-170.32742,-55.854065,,-175.58781,133.74248
2131000000,-79.721725,31.753,,-170.4334,-56.260948,,-175.60847,133.1519
2132000000,-80.030159,31.61326,,-170.68864,-56.475712,,-176.16628,132.25134
2133000000,-80.793922,31.451727,,-170.80591,-56.608585,,-176.06323,131.38506
2134000000,-81.120438,31.225231,,-170.8325,-56.78006,,-176.33128,130.56203
2135000000,-81.272858,31.234299,,-171.16528,-57.042503,,-176.77873,129.45819
2136000000,-81.258934,31.127434,,-171.18071,-57.052471,,-177.03055,128.8213
2137000000,-82.226334,30.726713,,-171.59235,-57.566406,,-177.29007,128.11166
2138000000,-82.298477,30.61739,,-171.41766,-57.547546,,-177.32904,127.42004
2139000000,-83.113747,30.36754,,-171.43126,-57.83374,,-177.89894,126.61333
2140000000,-83.257401,30.254398,,-171.68225,-58.203903,,-178.22885,125.80762
2141000000,-83.775612,30.098509,,-171.80138,-58.250816,,-178.83606,124.73399
2142000000,-83.820358,30.001143,,-172.0385,-58.660458,,-179.03189,124.03564
2143000000,-84.067543,29.870638,,-172.28159,-58.735031,,-179.28539,123.30582
2144000000,-84.603569,29.747314,,-172.49565,-58.868847,,-179.69505,122.54548
2145000000,-84.871292,29.633043,,-172.53345,-59.089161,,179.9617,121.59496
2146000000,-85.070496,29.359549,,-172.61684,-59.364445,,179.47469,120.75923
2147000000,-85.090118,29.384619,,-173.12166,-59.5933,,179.11601,120.15886
2148000000,-86.211502,29.020603,,-173.05769,-59.838726,,178.77382,119.20179
2149000000,-86.338356,28.939953,,-173.35208,-60.138527,,178.31133,118.47503
2150000000,-86.087296,28.879328,,-173.24414,-60.052849,,177.90862,117.7229
2151000000,-87.168488,28.725033,,-173.33409,-60.348225,,177.04619,116.82471
2152000000,-86.9608,28.788572,,-173.57703,-60.65786,,176.96964,116.09707
2153000000,-87.71019,28.46682,,-173.73793,-60.931538,,176.25841,115.15472
2154000000,-88.156876,28.214371,,-173.98862,-61.109882,,175.8924,114.29423
2155000000,-88.702026,28.127346,,-173.86905,-60.994785,,175.27307,113.44865
2156000000,-88.674171,27.80312,,-174.16385,-61.49593,,174.7451,112.60009
2157000000,-89.38517,27.742321,,-174.35851,-61.669724,,174.36583,111.85591
2158000000,-89.254341,27.746038,,-174.46718,-61.785763,,173.49661,110.78244
2159000000,-90.092743,27.28126,,-174.85709,-62.273792,,173.11201,110.04723
2160000000,-90.320625,27.138319,,-174.99345,-62.498833,,172.83511,109.52197
2161000000,-90.526054,27.159519,,-174.88002,-62.510235,,172.02776,108.47641
2162000000,-91.151871,27.057352,,-175.24706,-62.697941,,171.58615,107.64268
2163000000,-91.866905,26.784412,,-175.3806,-63.069183,,171.27956,106.94205
2164000000,-91.590508,26.933903,,-175.50925,-63.082024,,170.22404,105.90157
2165000000,-92.333427,26.459728,,-175.61586,-63.537979,,170.0425,105.2243
2166000000,-92.630074,26.297125,,-175.8278,-63.66291,,169.43062,104.13219
2167000000,-93.0653,26.308754,,-175.8929,-63.851887,,168.6886,103.46854
2168000000,-93.244781,26.146418,,-175.8213,-63.881756,,168.32285,102.65052
2169000000,-93.675301,26.094296,,-175.90619,-64.077644,,167.59776,101.48071
2170000000,-94.030563,25.743101,,-176.54022,-64.527306,,167.01866,100.65875
2171000000,-94.577599,25.727345,,-176.78668,-64.880035,,166.03661,99.863716
2172000000,-94.731354,25.500916,,-176.90463,-65.089828,,165.5153,98.957787
2173000000,-95.141327,25.28694,,-176.82088,-65.146301,,165.23376,98.139297
2174000000,-95.865761,25.108564,,-177.15639,-65.440422,,164.40747,97.274696
2175000000,-96.365372,24.913824,,-177.19817,-65.635979,,163.99448,96.206024
2176000000,-97.172455,24.59049,,-177.27733,-65.842072,,163.21687,95.339592
2177000000,-96.857933,24.710567,,-177.62903,-66.09623,,162.54895,94.556267
2178000000,-97.039619,24.493275,,-177.57976,-66.225105,,161.59843,93.492722
2179000000,-97.861649,24.36507,,-177.73387,-66.309044,,161.07832,92.615433
2180000000,-97.960342,24.281553,,-177.82877,-66.518074,,160.44376,91.743034
2181000000,-99.25486,23.919336,,-177.9816,-66.853615,,159.53162,90.555984
2182000000,-99.27739,23.804602,,-178.36024,-67.269302,,159.06856,89.701294
2183000000,-99.686806,23.738119,,-178.29036,-67.134804,,158.36961,88.783539
2184000000,-100.03391,23.718391,,-178.58369,-67.632141,,157.44159,87.719749
2185000000,-100.02213,23.519999,,-178.81409,-67.773735,,156.94865,86.588234
2186000000,-100.48721,23.348373,,-178.47696,-67.836525,,155.77107,85.337273
2187000000,-100.81747,23.095779,,-178.69743,-67.86264,,155.57097,84.725121
2188000000,-101.14595,23.151653,,-179.06065,-68.250938,,154.827,83.802422
2189000000,-102.09142,22.844261,,-179.33835,-68.66227,,154.20367,82.872192
2190000000,-101.80722,22.821529,,-179.31496,-68.655121,,153.31157,81.630676
2191000000,-102.91431,22.434752,,-179.57932,-68.986916,,152.47217,80.361389
2192000000,-103.68202,22.227758,,-179.72093,-69.276337,,152.00455,79.738403
2193000000,-103.66629,22.145256,,-179.88954,-69.4002,,151.02718,78.520378
2194000000,-103.82744,22.295017,,-179.90166,-69.431114,,150.20131,77.258774
2195000000,-104.71877,21.841257,,179.89404,-70.03614,,149.50177,76.3918
2196000000,-105.03738,21.610363,,179.65274,-70.174355,,148.83171,75.031013
2197000000,-105.32761,21.650423,,179.62503,-70.214485,,148.12155,74.027412
2198000000,-105.98923,21.405895,,179.30708,-70.573021,,147.19861,72.779099
2199000000,-106.57285,21.257345,,179.16664,-70.777794,,146.76463,71.656342
2200000000,-106.71391,21.121119,,179.14131,-70.826065,,146.21437,70.668884
2201000000,-107.25739,20.940804,,178.94586,-71.258194,,145.50183,69.394928
2202000000,-108.13392,20.746672,,178.87497,-71.385551,,144.67139,68.256424
2203000000,-107.84705,20.783522,,178.62779,-71.556664,,144.20166,67.139786
2204000000,-108.17068,20.558378,,178.49738,-71.753304,,143.09973,65.860229
2205000000,-109.53568,20.305874,,178.13429,-72.137756,,143.12212,64.609184
2206000000,-109.4254,20.320761,,178.20341,-72.056854,,142.57674,63.427261
2207000000,-109.65319,20.134357,,178.05559,-72.387474,,142.0136,62.104008
2208000000,-110.47108,19.871262,,177.84235,-72.753426,,142.16962,61.19556
2209000000,-110.87083,19.706369,,177.66725,-72.921791,,141.56718,59.639534
2210000000,-111.01659,19.653326,,177.42368,-73.320808,,141.32909,58.518917
2211000000,-111.98912,19.313658,,177.52167,-73.362083,,141.33789,57.154633
2212000000,-112.13307,19.102703,,176.99635,-73.784836,,141.3907,55.694302
2213000000,-112.49094,19.063766,,177.02834,-73.80558,,141.70648,54.377277
2214000000,-112.78064,19.046583,,177.07607,-73.988976,,142.11848,53.098122
2215000000,-113.73241,18.653416,,176.91397,-74.152222,,144.13734,52.107975
2216000000,-113.67243,18.592007,,176.77751,-74.439529,,145.24379,50.528522
2217000000,-113.85904,18.513647,,176.63843,-74.376793,,147.42477,49.058872
2218000000,-114.20019,18.511629,,176.53305,-74.751953,,150.71675,47.759781
2219000000,-115.21439,18.135946,,175.9799,-75.283333,,154.93881,46.281361
2220000000,-115.34865,18.239939,,176.16626,-75.317436,,161.21388,44.970993
2221000000,-115.58376,17.895235,,175.63933,-75.67408,,170.23442,43.589447
2222000000,-115.91763,17.947657,,175.97989,-75.645393,,-178.84982,41.919277
2223000000,-116.28472,17.554268,,175.57632,-76.016747,,-164.93549,40.781658
2224000000,-116.70611,17.332966,,175.44127,-76.222427,,-151.15651,39.319706
2225000000,-117.87974,17.092768,,175.12898,-76.56797,,-139.17262,37.743183
2226000000,-117.98174,17.009356,,175.10936,-76.728783,,-129.23175,36.17934
2227000000,-118.31075,17.025694,,174.93117,-76.979607,,-121.23488,35.079166
2228000000,-118.84965,16.827879,,175.11354,-76.893761,,-116.03411,33.279385
2229000000,-119.40787,16.688595,,175.03102,-77.019775,,-112.52916,31.743715
2230000000,-119.61221,16.433374,,174.5463,-77.470886,,-109.73408,30.194454
2231000000,-120.25195,16.228104,,174.42493,-77.629143,,-107.65809,29.017612
2232000000,-120.48746,16.125113,,174.1662,-77.988266,,-106.58614,27.536728
2233000000,-120.78217,16.141924,,174.10764,-77.988693,,-105.90446,25.7516
2234000000,-121.7602,15.716701,,173.98831,-78.341644,,-105.23095,24.608213
2235000000,-121.80772,15.715495,,173.84558,-78.640625,,-105.2599,23.161995
2236000000,-122.23843,15.744568,,173.68484,-78.780602,,-105.42234,21.585173
2237000000,-122.99735,15.31145,,173.37694,-79.155312,,-105.80046,20.021372
2238000000,-123.67425,15.156994,,173.37489,-79.336288,,-106.27815,18.697224
2239000000,-124.54931,14.93795,,173.01768,-79.598549,,-106.72739,17.395395
2240000000,-124.15611,14.992789,,173.07419,-79.555084,,-107.32674,15.976606
2241000000,-124.92818,14.683624,,172.7579,-80.085449,,-108.00765,14.510517
2242000000,-125.26116,14.687486,,172.90068,-79.862724,,-108.88057,12.872208
2243000000,-126.05677,14.342532,,172.56972,-80.489708,,-109.26264,11.68237
2244000000,-126.22932,14.352866,,172.61473,-80.571236,,-110.48392,10.162586
2245000000,-126.58147,14.156513,,172.32631,-80.792816,,-111.32269,8.7302666
2246000000,-127.39735,14.055213,,172.17067,-81.04348,,-112.01026,7.5306516
2247000000,-127.49181,13.936744,,172.05879,-81.24514,,-113.23833,6.0604939
2248000000,-128.31383,13.77299,,171.94379,-81.365929,,-114.35626,4.5137658
2249000000,-128.88084,13.41502,,171.87192,-81.551971,,-114.92667,3.51159
2250000000,-128.7325,13.41297,,171.48201,-81.907211,,-116.16438,2.0747316
2251000000,-129.94617,13.176009,,171.48898,-81.942276,,-117.27403,0.58067143
2252000000,-130.38286,13.172341,,171.53201,-82.276657,,-117.98141,-0.35057232
2253000000,-130.99045,12.796914,,171.22813,-82.58918,,-119.26401,-2.1471846
2254000000,-131.14053,12.72669,,170.87386,-82.732887,,-120.02399,-2.9389663
2255000000,-131.46436,12.729724,,170.70251,-83.005646,,-121.13491,-4.2498522
2256000000,-132.6458,12.352042,,170.61794,-83.163109,,-122.02883,-5.5415125
2257000000,-132.77145,12.492987,,170.5298,-83.260834,,-123.07125,-6.7039404
2258000000,-133.1711,12.116321,,170.51724,-83.476578,,-123.98447,-7.875001
2259000000,-133.85199,11.895114,,170.31065,-83.802994,,-125.03738,-9.0380478
2260000000,-133.14871,12.149078,,170.14658,-84.108383,,-125.91623,-10.24056
2261000000,-134.42365,11.815502,,169.9129,-84.109161,,-126.737,-11.081558
2262000000,-134.69196,11.591488,,169.65549,-84.571182,,-127.94833,-12.666166
2263000000,-136.03954,11.204679,,169.46519,-84.953316,,-128.73878,-13.368633
2264000000,-135.17924,11.300959,,169.5164,-84.850136,,-129.7672,-14.807981
2265000000,-136.52238,10.938232,,169.37695,-85.242653,,-130.60005,-15.811871
2266000000,-136.5873,10.956974,,169.42168,-85.219482,,-131.24728,-16.644176
2267000000,-137.5508,10.689467,,168.91127,-85.861954,,-132.31413,-17.63732
2268000000,-137.05267,10.825639,,169.02956,-85.745216,,-133.22989,-18.745697
2269000000,-138.67249,10.365885,,169.007,-85.992783,,-134.01964,-19.773159
2270000000,-138.87785,10.235414,,168.77469,-86.14917,,-134.75008,-20.684488
2271000000,-138.31718,10.382528,,168.58939,-86.377007,,-135.80206,-21.455563
2272000000,-139.24944,10.108135,,168.42749,-86.490791,,-136.50261,-22.434008
2273000000,-139.91483,9.9643593,,168.42206,-86.64621,,-137.44754,-23.303675
2274000000,-139.98149,9.8723564,,168.168,-87.012787,,-138.01057,-24.13689
2275000000,-141.32722,9.4327164,,167.8694,-87.400154,,-138.94138,-25.003426
2276000000,-141.81293,9.2484846,,167.88185,-87.575851,,-139.65508,-25.976198
2277000000,-142.42119,9.1999226,,167.34924,-87.893997,,-140.73988,-27.056334
2278000000,-142.54422,9.0868397,,167.55376,-87.948502,,-141.40097,-28.041149
2279000000,-143.04897,8.996645,,167.34309,-88.110756,,-141.83568,-28.556889
2280000000,-143.34221,8.8039875,,167.31779,-88.32724,,-142.78145,-29.576235
2281000000,-144.46875,8.4343596,,166.97711,-88.720207,,-143.48091,-30.350571
2282000000,-144.44666,8.5461779,,166.83066,-88.716164,,-144.2476,-31.071341
2283000000,-145.27739,8.2366409,,166.57065,-89.239349,,-144.82806,-31.741764
2284000000,-145.68965,8.1789732,,166.49124,-89.262848,,-145.47852,-32.539825
2285000000,-146.00737,8.0709562,,166.4395,-89.468773,,-146.43382,-33.512138
2286000000,-146.80045,7.8012815,,166.3067,-89.694008,,-147.07207,-34.292736
2287000000,-147.95161,7.5341845,,166.06818,-90.019943,,-147.71161,-35.029068
2288000000,-147.61024,7.5144515,,165.92441,-90.123703,,-148.29189,-35.650742
2289000000,-148.47871,7.226902,,165.90317,-90.542664,,-149.16856,-36.550289
2290000000,-148.63545,7.1811337,,165.44464,-90.826157,,-149.50925,-36.884632
2291000000,-149.09097,7.094645,,165.56703,-91.002266,,-150.16516,-37.562862
2292000000,-149.52805,6.8546629,,165.36067,-91.221321,,-151.05641,-38.546497
2293000000,-150.20737,6.8482699,,165.26675,-91.31469,,-151.62042,-39.11433
2294000000,-150.0887,6.8868403,,164.90456,-91.66407,,-151.90215,-39.54351
2295000000,-151.00079,6.5928674,,165.10674,-91.599625,,-152.53127,-40.171574
2296000000,-151.76878,6.3627262,,164.88821,-91.931961,,-153.52562,-41.219334
2297000000,-152.80168,6.0873375,,164.58171,-92.249435,,-153.6481,-41.392502
2298000000,-153.02692,6.0015187,,164.47554,-92.385826,,-154.49275,-42.207901
2299000000,-153.72588,5.6809769,,164.15643,-92.844757,,-154.92451,-42.782707
2300000000,-154.37624,5.6160707,,164.0887,-92.92205,,-155.58476,-43.400364
2301000000,-154.7681,5.6271696,,163.8539,-93.293869,,-156.04372,-44.034466
2302000000,-155.1403,5.5107436,,164.1378,-93.280159,,-156.51244,-44.524124
2303000000,-156.3047,4.9732032,,163.5462,-93.682312,,-157.10374,-45.108524
2304000000,-156.13441,5.0333652,,163.64919,-93.859192,,-157.6059,-45.70409
2305000000,-156.51645,5.0659814,,163.35452,-94.034378,,-157.9814,-46.079414
2306000000,-157.83813,4.7126746,,163.25337,-94.246628,,-158.55003,-46.713039
2307000000,-158.1532,4.5361295,,163.01062,-94.59494,,-159.00259,-47.377274
2308000000,-157.93982,4.6043825,,163.11688,-94.501923,,-159.5526,-47.632751
2309000000,-158.86598,4.3462119,,162.81264,-95.039177,,-160.24593,-48.413448
2310000000,-159.851,3.9795341,,162.56667,-95.282188,,-160.46773,-48.645996
2311000000,-159.9325,3.9145932,,162.54984,-95.560669,,-160.98222,-49.116856
2312000000,-160.36678,3.996135,,162.29814,-95.698441,,-161.38239,-49.752724
2313000000,-161.24553,3.6216993,,162.36829,-95.738014,,-161.95627,-50.214046
2314000000,-161.22809,3.5898404,,162.08041,-96.193718,,-162.33832,-50.641537
2315000000,-161.74153,3.383199,,161.93433,-96.270317,,-162.82735,-50.996201
2316000000,-162.72116,3.005281,,161.64082,-96.673477,,-163.21869,-51.580345
2317000000,-163.32643,2.898838,,161.5739,-96.786278,,-163.71982,-52.160954
2318000000,-163.97766,2.5538373,,161.53999,-96.994774,,-163.97961,-52.449471
2319000000,-163.7442,2.8073988,,161.61407,-97.043732,,-164.46144,-52.981236
2320000000,-164.93297,2.4243305,,161.26137,-97.368439,,-165.07817,-53.439327
2321000000,-164.88448,2.5614479,,161.06975,-97.651955,,-165.47183,-54.018002
2322000000,-166.0752,2.0249922,,160.79857,-98.110596,,-165.85249,-54.248566
2323000000,-165.72949,2.2045255,,160.96831,-97.91629,,-166.12488,-54.624466
2324000000,-166.17688,2.0430968,,160.68414,-98.297508,,-166.59294,-55.187218
2325000000,-166.77646,1.9111428,,160.60358,-98.550903,,-167.10316,-55.488514
2326000000,-167.55779,1.7757096,,160.55092,-98.55751,,-167.36685,-55.73703
2327000000,-168.04831,1.4123762,,160.20027,-99.24305,,-167.55083,-56.555962
2328000000,-169.10599,1.152986,,160.1794,-99.250717,,-168.40028,-57.05859
2329000000,-169.30319,1.1782945,,159.65283,-99.759361,,-168.50224,-57.059803
2330000000,-169.81377,1.0127456,,159.71075,-99.746193,,-168.86987,-57.364006
2331000000,-170.2923,0.75756139,,159.15184,-100.38597,,-169.46259,-58.135284
2332000000,-170.44609,0.87127393,,159.28528,-100.25394,,-169.67947,-58.296955
2333000000,-171.5787,0.5995065,,159.4588,-100.29053,,-169.9837,-58.641682
2334000000,-171.43408,0.51489186,,159.26001,-100.55106,,-170.32393,-58.828415
2335000000,-172.28262,0.27571175,,158.94164,-100.93564,,-170.73167,-59.319191
2336000000,-173.08748,-0.11160966,,158.70146,-101.18328,,-170.99799,-59.496719
2337000000,-173.02063,0.020225126,,158.41368,-101.52412,,-171.44377,-59.818668
2338000000,-173.95569,-0.20904292,,158.32698,-101.69056,,-171.93259,-60.681232
2339000000,-174.30646,-0.44434494,,158.42572,-101.81812,,-172.08592,-60.685917
2340000000,-174.62723,-0.34882802,,158.25211,-101.98879,,-172.7412,-61.057404
2341000000,-175.86366,-0.84872282,,158.12852,-102.37537,,-172.90889,-61.640469
2342000000,-176.35104,-0.97549307,,157.73334,-102.80206,,-173.25734,-61.785065
2343000000,-177.47812,-1.0292389,,157.58194,-102.84488,,-173.65857,-62.289715
2344000000,-177.42604,-1.3687983,,157.69559,-103.05405,,-174.05716,-62.395008
2345000000,-177.66701,-1.302664,,157.39706,-103.24264,,-174.42815,-62.902561
2346000000,-178.06387,-1.3748503,,157.49126,-103.37852,,-174.38985,-62.90683
2347000000,-178.52486,-1.6700339,,157.29013,-103.70504,,-174.97067,-63.252907
2348000000,-179.4778,-1.9205551,,156.91528,-104.06797,,-175.25009,-63.946083
2349000000,-179.89511,-1.9907455,,156.68175,-104.3464,,-175.25031,-63.517849
2350000000,179.62468,-2.136678,,156.65199,-104.49745,,-175.74602,-64.149635
2351000000,179.1089,-2.1611476,,156.51213,-104.56891,,-175.99179,-64.600082
