Freq(Hz),S11 50 Phase,S21 50 Phase,,S11 BSF Phase,S21 BSF Phase,,S11 BSF Milled Phase,S21 BSF Milled Phase
3126000000,-76.593925,-122.00583,,102.31519,-49.532207,,58.269012,168.66948
3127000000,-76.589249,-122.26841,,102.35722,-50.321938,,58.045681,167.92293
3128000000,-76.522682,-122.23192,,102.31148,-49.127979,,57.761368,166.6284
3129000000,-77.275711,-122.49571,,102.09709,-51.437088,,57.695408,165.58786
3130000000,-77.780174,-122.54787,,102.08913,-49.621368,,57.460197,164.56505
3131000000,-78.224907,-122.72546,,101.92573,-48.516308,,56.924114,163.21759
3132000000,-78.196968,-123.06442,,101.97585,-48.41098,,56.99662,162.31326
3133000000,-78.119781,-122.90562,,101.70721,-49.790718,,56.70253,161.25693
3134000000,-78.411751,-123.07023,,101.51588,-48.378925,,56.344131,160.29309
3135000000,-79.569725,-123.27435,,101.65208,-48.627995,,56.205212,159.10216
3136000000,-79.892326,-123.56602,,101.35823,-47.357956,,56.173306,158.12393
3137000000,-80.301994,-123.59736,,101.28271,-48.980877,,55.851254,156.87859
3138000000,-79.546463,-123.51456,,101.24486,-47.113579,,55.547718,155.67561
3139000000,-81.073463,-124.01151,,101.04998,-46.86829,,55.288727,154.82747
3140000000,-81.448799,-124.06061,,100.93368,-46.623409,,54.922478,153.76256
3141000000,-81.108536,-124.37015,,100.85524,-47.251801,,54.880009,152.79112
3142000000,-82.085701,-124.62676,,100.53753,-44.340191,,54.636936,151.86067
3143000000,-82.408005,-124.62725,,100.57504,-43.964893,,54.367367,150.60913
3144000000,-83.441368,-124.84631,,100.58131,-46.056377,,53.977814,149.51318
3145000000,-83.026642,-124.79843,,100.31489,-44.355644,,53.862003,148.69318
3146000000,-83.456657,-125.23984,,100.2388,-45.697643,,53.673389,147.70258
3147000000,-83.686226,-125.12112,,100.11895,-44.553017,,53.46785,146.72545
3148000000,-84.273628,-125.49998,,100.22187,-46.123112,,52.971531,145.51082
3149000000,-84.491997,-125.54392,,99.990273,-44.424465,,53.089401,144.75194
3150000000,-85.152969,-125.86237,,100.00468,-43.560822,,52.553646,143.73404
3151000000,-85.755646,-125.88795,,99.757843,-41.900051,,52.498871,142.66464
3152000000,-85.635765,-125.95255,,99.639259,-43.223198,,52.09972,141.474
3153000000,-86.382591,-126.13585,,99.630043,-41.051182,,51.842709,140.55879
3154000000,-86.416344,-126.4971,,99.194992,-42.076942,,51.585987,139.53354
3155000000,-86.924294,-126.38075,,99.433281,-39.952499,,51.594627,138.7191
3156000000,-87.564751,-126.658,,99.392944,-41.232891,,51.398781,137.5782
3157000000,-86.891655,-126.60764,,99.142441,-41.167168,,51.148045,136.78925
3158000000,-87.742897,-126.78207,,99.187538,-40.882492,,50.676342,135.56755
3159000000,-87.538498,-127.15015,,98.877731,-40.834396,,50.746769,134.94244
3160000000,-88.713058,-127.1011,,98.617195,-39.73457,,50.512402,133.93663
3161000000,-88.794121,-127.37044,,98.547012,-40.981575,,50.042866,132.93878
3162000000,-90.236763,-127.56973,,98.609627,-38.09737,,49.827446,131.77673
3163000000,-90.055511,-127.74511,,98.535576,-41.033344,,49.574394,130.83698
3164000000,-90.132751,-127.64436,,98.390472,-39.368717,,49.279419,129.73137
3165000000,-90.728104,-128.23375,,98.383972,-40.585266,,49.177914,128.92857
3166000000,-90.490852,-128.23242,,98.129623,-39.797714,,48.952595,128.00404
3167000000,-91.250175,-128.29308,,98.037689,-40.361027,,48.661564,127.08392
3168000000,-91.594238,-128.49873,,97.873215,-40.773994,,48.439342,125.92924
3169000000,-91.89576,-128.8463,,97.602936,-40.374912,,48.24049,125.34644
3170000000,-92.446068,-128.93127,,97.896614,-40.740288,,48.129292,124.19272
3171000000,-92.457809,-128.95877,,97.695358,-41.441887,,48.038387,123.39723
3172000000,-93.047478,-129.32286,,97.439041,-41.105595,,47.745823,122.24438
3173000000,-93.172333,-129.26762,,97.410355,-39.513794,,47.563103,121.3654
3174000000,-93.271164,-129.51987,,97.289055,-40.847198,,47.306477,120.45068
3175000000,-94.336937,-129.70691,,97.063255,-41.603668,,47.514721,119.67563
3176000000,-95.002571,-129.93291,,96.948875,-41.922668,,46.746582,118.34776
3177000000,-94.557854,-129.96318,,96.831261,-41.724255,,47.074043,117.67847
3178000000,-95.215157,-130.28844,,96.77578,-43.067142,,47.085079,116.75748
3179000000,-95.100212,-130.0975,,96.676903,-39.652237,,46.684044,115.75873
3180000000,-95.688728,-130.46877,,96.743439,-40.954124,,46.548203,114.72363
3181000000,-96.097221,-130.44791,,96.44574,-43.557083,,46.485016,113.77943
3182000000,-96.794487,-130.60818,,96.332138,-41.275948,,46.472984,113.01942
3183000000,-96.540092,-130.7541,,96.295364,-40.603817,,46.187679,111.85268
3184000000,-97.256248,-130.86053,,96.21067,-40.583988,,46.614529,111.40675
3185000000,-97.447655,-131.12187,,96.011047,-40.342113,,46.437168,110.18214
3186000000,-97.404953,-131.1304,,96.188889,-38.701778,,46.43248,109.22164
3187000000,-98.573204,-131.45515,,95.703865,-43.337761,,46.51104,108.50629
3188000000,-98.947678,-131.59962,,95.847656,-40.725929,,46.397503,107.28604
3189000000,-98.859894,-131.61086,,95.517204,-40.808228,,46.282982,106.22904
3190000000,-99.301949,-131.83861,,95.722458,-40.409416,,46.511742,105.49847
3191000000,-99.887794,-132.11774,,95.618484,-41.560616,,46.446156,104.37946
3192000000,-100.39504,-131.93878,,95.306839,-43.843796,,46.451347,103.52413
3193000000,-100.54964,-132.17198,,95.244789,-43.013256,,46.637562,102.55915
3194000000,-101.33624,-132.63924,,95.13031,-43.569721,,46.705311,101.58852
3195000000,-101.49427,-132.71935,,95.089264,-41.890366,,47.063046,100.71614
3196000000,-102.2794,-132.97777,,94.872711,-43.132046,,47.242798,99.82576
3197000000,-102.07774,-132.90338,,94.669014,-42.474293,,47.522324,98.994164
3198000000,-102.60992,-133.27652,,94.676384,-41.292408,,47.820335,97.919868
3199000000,-102.60684,-133.32224,,94.581406,-40.692024,,48.006199,97.021019
3200000000,-103.06363,-133.5415,,94.5784,-43.134106,,48.678902,96.060974
3201000000,-103.66315,-133.57863,,94.356926,-40.949638,,48.825703,95.052872
3202000000,-104.22659,-133.7807,,94.265381,-40.726246,,49.511852,94.331841
3203000000,-104.39854,-133.97292,,94.24221,-44.110279,,49.570675,93.201508
3204000000,-104.55157,-134.10173,,94.121368,-45.414982,,50.274712,92.153076
3205000000,-105.72998,-134.24713,,94.121758,-40.430866,,50.818722,91.493805
3206000000,-106.16022,-134.42096,,93.966629,-41.968075,,51.421764,90.4011
3207000000,-105.48041,-134.51884,,93.805801,-43.328575,,51.973129,89.581177
3208000000,-106.67152,-134.89554,,93.720818,-43.740894,,52.61306,88.731483
3209000000,-107.09408,-135.0397,,93.325989,-44.004848,,53.168484,87.547211
3210000000,-107.80346,-135.08278,,93.35643,-44.728527,,54.075947,86.823814
3211000000,-108.1593,-135.28711,,93.253975,-44.216595,,54.703537,85.552223
3212000000,-108.17599,-135.50397,,93.090439,-45.821579,,55.644264,85.060974
3213000000,-108.55671,-135.4828,,93.233345,-44.673027,,56.754707,84.011139
3214000000,-108.86533,-135.85236,,92.912827,-48.361252,,57.885818,83.270683
3215000000,-109.18266,-135.72807,,92.923882,-47.476486,,58.835857,82.369217
3216000000,-109.48321,-135.89546,,92.694214,-46.706871,,59.778049,81.247787
3217000000,-109.73344,-136.07178,,92.795731,-44.757168,,60.94138,80.54258
3218000000,-110.08565,-136.26025,,92.559364,-48.185764,,61.926361,79.680237
3219000000,-110.27097,-136.42253,,92.496216,-46.427925,,63.419037,78.71064
3220000000,-111.48196,-136.65297,,92.379372,-51.549416,,64.63353,77.744896
3221000000,-111.46849,-136.92281,,92.310036,-51.846607,,65.465462,76.748512
3222000000,-111.8878,-136.82875,,92.152672,-46.956524,,67.080971,75.903229
3223000000,-112.2402,-137.02559,,92.109177,-50.999939,,68.231979,75.035995
3224000000,-111.75707,-137.0979,,92.097198,-43.823101,,69.582039,73.990303
3225000000,-112.42909,-137.35172,,91.800415,-48.435215,,70.885887,73.181854
3226000000,-113.28098,-137.50511,,91.836601,-53.167015,,72.130821,72.309044
3227000000,-113.71353,-137.74783,,91.516426,-52.227566,,73.633553,71.35067
3228000000,-113.80161,-137.72034,,91.496956,-54.552078,,74.747887,70.521591
3229000000,-115.15842,-138.09087,,91.381264,-52.020584,,76.161148,69.609726
3230000000,-114.75988,-138.31931,,91.336586,-51.556007,,77.491806,68.782898
3231000000,-115.23427,-138.34102,,91.140747,-53.455185,,79.004112,68.000938
3232000000,-115.22159,-138.34537,,91.292892,-55.724762,,79.994011,66.927994
3233000000,-116.20526,-138.78336,,90.806618,-54.560265,,81.172974,66.135155
3234000000,-116.85963,-138.68536,,90.913254,-53.888706,,82.481827,65.169243
3235000000,-116.68242,-138.79584,,90.884605,-50.245609,,83.520027,64.341965
3236000000,-116.74235,-138.96541,,90.623901,-53.867241,,84.970467,63.352928
3237000000,-117.4201,-139.25702,,90.500908,-53.099739,,85.98597,62.624481
3238000000,-117.98911,-139.46967,,90.677269,-55.236828,,86.927528,61.721695
3239000000,-118.29015,-139.50217,,90.39875,-55.815567,,88.210831,60.980236
3240000000,-119.07388,-139.52277,,90.376045,-53.086777,,88.993599,60.149166
3241000000,-119.28435,-139.69304,,90.137642,-57.595303,,90.097626,59.413097
3242000000,-119.61164,-140.09865,,90.170876,-55.151176,,91.080124,58.484287
3243000000,-120.00115,-140.19792,,89.958801,-54.802467,,91.750557,57.445831
3244000000,-119.89168,-140.27283,,89.878006,-59.911983,,92.566353,56.894154
3245000000,-120.77729,-140.7379,,89.743378,-59.325085,,93.219643,55.575531
3246000000,-120.7114,-140.64476,,89.741821,-55.928139,,93.804123,54.938942
3247000000,-121.57027,-140.62721,,89.808472,-59.110088,,94.640663,54.119553
3248000000,-122.59554,-140.9446,,89.245934,-58.572807,,95.344215,53.339958
3249000000,-122.91933,-141.12692,,89.326843,-59.526123,,95.634171,52.546932
3250000000,-122.19501,-141.25658,,89.412453,-63.033466,,96.260513,51.794369
3251000000,-122.87798,-141.38512,,88.947701,-59.641945,,96.68174,50.915592
3252000000,-123.72607,-141.68712,,89.128036,-56.582523,,97.137703,50.278034
3253000000,-124.0815,-141.91594,,88.881943,-62.005844,,97.532089,49.171047
3254000000,-123.69531,-141.87326,,88.902489,-62.878613,,97.982452,48.602608
3255000000,-125.53434,-142.07698,,88.757767,-58.160954,,98.34861,47.826054
3256000000,-125.45443,-142.34,,88.503571,-57.920792,,98.503304,47.025795
3257000000,-125.31963,-142.29445,,88.639801,-61.17461,,98.720497,46.122242
3258000000,-125.58087,-142.62392,,88.49852,-56.959984,,99.085632,45.490173
3259000000,-126.28094,-142.92169,,88.2855,-63.587238,,99.389168,44.865032
3260000000,-126.91298,-142.84364,,88.228676,-67.540535,,99.467735,44.111427
3261000000,-126.88107,-142.93092,,87.98262,-70.402237,,99.531616,43.095703
3262000000,-127.75646,-143.31293,,87.900459,-67.454201,,99.741661,42.453918
3263000000,-127.71851,-143.23936,,87.891136,-67.921249,,99.736267,41.715439
3264000000,-127.8586,-143.20872,,87.760033,-67.351273,,100.06538,41.121353
3265000000,-128.74088,-143.6055,,87.648117,-71.88694,,100.19174,40.263397
3266000000,-128.72466,-143.84702,,87.536995,-65.453522,,100.3833,39.720852
3267000000,-128.93279,-143.79617,,87.434807,-69.900566,,100.0727,38.77346
3268000000,-129.92633,-144.0121,,87.203972,-72.720367,,100.32211,38.153145
3269000000,-130.12566,-144.20029,,87.447685,-72.819931,,100.14516,37.393097
3270000000,-130.74483,-144.5304,,87.120262,-69.303238,,100.22066,36.539288
3271000000,-130.63017,-144.53276,,87.215042,-74.058197,,100.30061,35.809452
3272000000,-130.90244,-144.44269,,87.061699,-74.656616,,100.1983,35.251678
3273000000,-131.62482,-144.74956,,86.999962,-71.531441,,100.10879,34.596298
3274000000,-132.08331,-144.83017,,86.645805,-77.514473,,99.981934,33.855625
3275000000,-131.94612,-145.24228,,86.749519,-77.951591,,99.814102,33.264515
3276000000,-132.42375,-145.1409,,86.629333,-75.99958,,99.8218,32.587917
3277000000,-133.19696,-145.55293,,86.391304,-81.625832,,99.553551,31.842575
3278000000,-133.715,-145.60236,,86.395905,-75.369087,,99.420288,31.278479
3279000000,-134.3392,-145.96883,,86.194847,-78.851616,,99.588272,30.70738
3280000000,-133.91341,-145.9895,,86.205734,-81.528259,,99.141045,29.726425
3281000000,-134.88382,-146.19907,,86.033241,-81.82119,,99.135727,29.344648
3282000000,-135.24326,-146.15591,,86.052559,-79.428429,,98.992241,28.555
3283000000,-135.14256,-146.3242,,85.762123,-82.658394,,98.88253,27.897074
3284000000,-135.62938,-146.65491,,85.778763,-85.104401,,98.547516,27.464024
3285000000,-136.80772,-146.66426,,85.576233,-87.761757,,98.597977,26.671419
3286000000,-136.90646,-146.94035,,85.543053,-85.890305,,97.975922,26.112461
3287000000,-136.68843,-146.79283,,85.489571,-82.030785,,98.100578,25.483133
3288000000,-136.94389,-147.16908,,85.243538,-87.458336,,97.904068,24.921959
3289000000,-138.0963,-147.48576,,85.139282,-87.297211,,97.477661,24.254391
3290000000,-138.76123,-147.70157,,85.070374,-87.627594,,97.238396,23.618814
3291000000,-138.72278,-147.56026,,85.190971,-88.176414,,97.010063,22.816916
3292000000,-139.27676,-147.91313,,84.712967,-93.6912,,96.705681,22.28113
3293000000,-139.59187,-147.7726,,84.81369,-93.554192,,96.551102,21.848886
3294000000,-140.20621,-148.11349,,84.688393,-89.179222,,96.544945,21.248976
3295000000,-140.60884,-148.38148,,84.497902,-99.048622,,96.145927,20.427412
3296000000,-141.02686,-148.3799,,84.507141,-91.425247,,95.897827,20.066912
3297000000,-141.40741,-148.51263,,84.260529,-94.718735,,95.845177,19.665476
3298000000,-141.0999,-148.64471,,84.384735,-101.56046,,95.583496,18.892801
3299000000,-141.37764,-148.93356,,84.209442,-99.683487,,95.326225,18.645405
3300000000,-142.43523,-148.93843,,83.900505,-98.96476,,95.088905,17.766125
3301000000,-141.85776,-149.25854,,83.649017,-100.64902,,94.690971,17.294672
3302000000,-143.01758,-149.19888,,83.914726,-92.797989,,94.503578,16.48699
3303000000,-143.7717,-149.58192,,83.546341,-96.061607,,94.250481,16.143839
3304000000,-143.76552,-149.70691,,83.435425,-99.356529,,94.154243,15.296173
3305000000,-144.91069,-149.9994,,83.289391,-97.382164,,93.770157,14.8297
3306000000,-144.43358,-150.14296,,83.288948,-103.00723,,93.57486,14.537588
3307000000,-144.80205,-149.98503,,83.180206,-100.08631,,93.427559,13.855751
3308000000,-145.47331,-150.43964,,83.025696,-101.561,,93.100075,13.205661
3309000000,-145.09662,-150.66084,,82.86895,-100.13054,,92.824806,12.811781
3310000000,-146.07588,-150.47057,,82.940712,-96.827553,,92.223351,12.279338
3311000000,-146.48969,-150.79677,,82.921173,-102.96229,,92.209641,11.919185
3312000000,-146.63213,-150.94606,,82.797279,-107.0894,,91.832924,11.228706
3313000000,-147.38062,-151.27753,,82.657944,-99.804611,,91.481407,10.624766
3314000000,-147.67265,-151.1682,,82.68586,-106.79539,,91.318871,10.032517
3315000000,-148.1243,-151.27148,,82.278206,-108.03991,,91.040024,9.6540728
3316000000,-148.23152,-151.53375,,82.146881,-104.99268,,90.818008,9.0785618
3317000000,-148.84743,-151.5981,,82.381683,-110.19616,,90.448784,8.5222788
3318000000,-149.44035,-151.74815,,82.403381,-110.62818,,90.218216,8.2106733
3319000000,-149.00221,-151.94778,,81.977379,-112.01466,,89.835327,7.7292309
3320000000,-150.27452,-152.27971,,81.870255,-106.46877,,89.896011,7.240202
3321000000,-150.6882,-152.30861,,81.947754,-107.93404,,89.536606,6.797173
3322000000,-150.82167,-152.44598,,81.573067,-109.92335,,89.235825,6.1994567
3323000000,-150.70766,-152.85277,,81.524315,-113.64448,,88.771599,5.7737226
3324000000,-151.35178,-152.70439,,81.497787,-117.74773,,88.581192,5.3824906
3325000000,-151.54262,-152.7878,,81.294052,-113.54418,,88.498398,4.8766661
3326000000,-151.93539,-153.05429,,81.249001,-114.32692,,88.014297,4.3346143
3327000000,-152.57878,-153.26169,,81.3088,-118.82004,,87.745491,3.7728558
3328000000,-153.00252,-153.22229,,81.129906,-119.80078,,87.655922,3.176312
3329000000,-153.30649,-153.57851,,80.89537,-114.31163,,87.197357,2.8564281
3330000000,-153.56726,-153.74805,,80.835533,-117.55182,,86.892326,2.4040458
3331000000,-154.12117,-153.58864,,80.85556,-121.93703,,86.762772,1.9324665
3332000000,-154.38814,-153.94159,,80.630928,-123.89568,,86.291672,1.4296075
3333000000,-154.84932,-154.32991,,80.553833,-122.31675,,86.269836,1.1637015
3334000000,-155.03093,-154.21408,,80.528214,-123.35834,,85.908775,0.50678748
3335000000,-155.16975,-154.70065,,80.344765,-128.89848,,85.425362,-0.14408456
3336000000,-155.67805,-154.67339,,79.914513,-123.27789,,85.259857,-0.19719288
3337000000,-156.32127,-154.91562,,80.020721,-121.22752,,84.996223,-0.77071828
3338000000,-156.54811,-154.9827,,79.890549,-122.45869,,84.651695,-1.2419935
3339000000,-156.55176,-155.15257,,79.733543,-123.94875,,84.312302,-1.7536912
3340000000,-157.58018,-155.31577,,79.910454,-126.71168,,84.147255,-1.9687139
3341000000,-158.01544,-155.42902,,79.575623,-132.0513,,83.902069,-2.6247821
3342000000,-158.51474,-155.6279,,79.470947,-124.21639,,83.53392,-3.0382535
3343000000,-158.41252,-155.78096,,79.60183,-133.34366,,83.192543,-3.5074639
3344000000,-158.71039,-155.73787,,79.475998,-132.06345,,83.048576,-3.9769797
3345000000,-159.59077,-156.08426,,79.203018,-124.42252,,82.77739,-4.3442225
3346000000,-159.81204,-156.29521,,79.002113,-122.61546,,82.617935,-4.5743651
3347000000,-159.6205,-156.21883,,79.019768,-127.08657,,82.096794,-5.1784778
3348000000,-160.81779,-156.52957,,78.893463,-130.38531,,82.075737,-5.3870454
3349000000,-160.67026,-156.64851,,78.719597,-134.20357,,81.618416,-6.0561266
3350000000,-161.97525,-156.77299,,78.7658,-133.68713,,81.409164,-6.2119637
3351000000,-161.60011,-157.02054,,78.397636,-136.42281,,81.405037,-6.583055
3352000000,-162.37041,-157.24883,,78.409554,-129.38783,,80.902069,-7.1091805
3353000000,-163.15657,-157.35318,,78.213379,-138.65056,,80.49588,-7.5721731
3354000000,-163.18935,-157.50656,,78.247833,-139.01567,,80.118492,-7.9481215
3355000000,-163.36731,-157.76105,,78.156746,-141.41463,,79.983734,-8.5054035
3356000000,-163.42155,-157.67218,,78.117989,-137.903,,79.741539,-8.7232857
3357000000,-163.42186,-157.91028,,78.131287,-140.16393,,79.531471,-9.0418434
3358000000,-164.2581,-158.01736,,77.724213,-141.46991,,79.075874,-9.4687662
3359000000,-164.99268,-158.37366,,77.637299,-142.25008,,78.794556,-10.004949
3360000000,-165.23659,-158.50459,,77.56955,-137.87392,,78.626503,-10.308869
3361000000,-165.38113,-158.66353,,77.379333,-142.68568,,78.451912,-10.756033
3362000000,-166.2449,-158.49478,,77.226105,-137.01712,,78.021057,-11.264554
3363000000,-166.49272,-158.93889,,77.273628,-138.40788,,77.834702,-11.583101
3364000000,-166.51099,-158.97258,,77.106133,-146.23045,,77.824692,-11.859417
3365000000,-166.36719,-159.02461,,76.971962,-143.16644,,77.252762,-12.323601
3366000000,-167.21405,-159.39305,,76.885414,-143.3177,,77.143478,-12.829074
3367000000,-168.10614,-159.4346,,76.859001,-146.1907,,76.644585,-13.281821
3368000000,-168.47897,-159.69249,,76.759254,-145.73528,,76.551636,-13.293264
3369000000,-168.47304,-159.59712,,76.729546,-143.33755,,76.286568,-13.837138
3370000000,-168.30058,-159.811,,76.652855,-143.73509,,76.007751,-14.142504
3371000000,-169.53038,-159.88586,,76.636482,-150.75502,,75.830643,-14.604068
3372000000,-169.43767,-160.33232,,76.248489,-147.83505,,75.549263,-14.946748
3373000000,-169.66814,-160.45175,,76.474236,-147.67926,,75.442314,-15.020392
3374000000,-170.36177,-160.84512,,75.990166,-148.58395,,74.928108,-15.806018
3375000000,-171.14342,-160.6848,,76.056244,-151.19209,,74.704697,-15.891582
3376000000,-171.83018,-160.82953,,75.872765,-148.57866,,74.395775,-16.612671
3377000000,-171.65045,-161.13472,,75.680229,-154.60922,,74.185585,-16.786137
3378000000,-171.41113,-161.06836,,75.511818,-145.72523,,73.966583,-17.341991
3379000000,-172.02808,-161.26175,,75.766457,-153.25969,,73.866867,-17.578644
3380000000,-172.42363,-161.67496,,75.333305,-154.36668,,73.089691,-18.0797
3381000000,-173.07623,-161.5838,,75.11274,-154.52721,,73.09343,-18.156881
3382000000,-172.92908,-161.87726,,75.362991,-153.26794,,72.833252,-18.612926
3383000000,-173.55704,-162.20845,,74.907639,-154.1039,,72.454536,-18.874592
3384000000,-174.05276,-162.05515,,74.906586,-152.52303,,72.314194,-19.330294
3385000000,-174.58301,-162.52554,,74.622704,-152.13074,,71.985405,-19.764917
3386000000,-174.76846,-162.33154,,74.672127,-156.58963,,71.687233,-20.189808
3387000000,-174.82292,-162.71066,,74.716431,-157.56998,,71.402855,-20.576967
3388000000,-175.0701,-162.58371,,74.548553,-154.45665,,71.256096,-20.831207
3389000000,-176.00159,-163.00838,,74.317307,-157.30254,,71.039986,-21.257862
3390000000,-176.17229,-163.11855,,74.342384,-155.51176,,70.420723,-21.656591
3391000000,-176.60333,-163.15569,,74.068451,-154.02824,,70.422966,-21.972719
3392000000,-176.98407,-163.3745,,73.986488,-159.0061,,70.090294,-22.151789
3393000000,-177.42555,-163.50241,,73.871536,-157.32491,,69.965569,-22.643005
3394000000,-177.50327,-163.66684,,73.951416,-155.04172,,69.53994,-23.077433
3395000000,-177.79433,-163.6871,,73.899994,-157.85381,,69.293373,-23.505331
3396000000,-178.88176,-164.06863,,73.652618,-158.2534,,69.157349,-23.626341
3397000000,-178.76563,-164.2663,,73.506088,-157.20071,,68.844727,-24.111532
3398000000,-178.82388,-164.31761,,73.422432,-161.24675,,68.471474,-24.370905
3399000000,-179.43179,-164.5731,,73.178093,-161.33563,,68.371872,-24.641811
3400000000,-179.70206,-164.7301,,73.068779,-161.56636,,68.19001,-25.104881
3401000000,179.85136,-164.7198,,73.004662,-166.05014,,67.756073,-25.64053
3402000000,179.34875,-164.9789,,72.951881,-164.68634,,67.370834,-25.979212
3403000000,178.9335,-165.1472,,73.087959,-165.57658,,67.199265,-25.966719
3404000000,179.15419,-165.21281,,72.73925,-165.6358,,66.90786,-26.475765
3405000000,178.42053,-165.48761,,72.396194,-165.6288,,66.769272,-26.749601
3406000000,177.80646,-165.44432,,72.693756,-169.64473,,66.630569,-27.274689
3407000000,178.37646,-165.71048,,72.51075,-168.57274,,66.068893,-27.492765
3408000000,177.67126,-165.94406,,72.332565,-165.64439,,66.085716,-27.985725
3409000000,177.13657,-166.15341,,72.131607,-170.46857,,65.87471,-27.903091
3410000000,176.14413,-166.17149,,71.985275,-169.31018,,65.43602,-28.489233
3411000000,176.18359,-166.23497,,72.080025,-168.85336,,65.418777,-28.753328
3412000000,175.91731,-166.42183,,71.81485,-172.91679,,64.859444,-28.996895
3413000000,175.78545,-166.71178,,71.650513,-167.51184,,64.542229,-29.717413
3414000000,175.54041,-166.77504,,71.773781,-172.55524,,64.456306,-29.832361
3415000000,175.23964,-166.97226,,71.585304,-173.41121,,64.079918,-30.345299
3416000000,174.67126,-167.03008,,71.353119,-172.16222,,64.083496,-30.421522
3417000000,174.8342,-167.30777,,71.194153,-168.09767,,63.541477,-30.88516
3418000000,174.02504,-167.47247,,71.40963,-174.40466,,63.466465,-31.159412
3419000000,174.00618,-167.78331,,71.021263,-173.05856,,63.124771,-31.549768
3420000000,174.04214,-167.67676,,71.071693,-170.68469,,62.827839,-31.691174
3421000000,173.21243,-167.75238,,70.974701,-172.27934,,62.786186,-32.077377
3422000000,172.15565,-168.12962,,70.712189,-171.09514,,62.428669,-32.430996
3423000000,171.99887,-168.04887,,70.561661,-170.98268,,62.135624,-32.800056
3424000000,172.40651,-168.40575,,70.321777,-170.87091,,61.932453,-33.233871
3425000000,171.48744,-168.51476,,70.620949,-169.9735,,61.678829,-33.470276
3426000000,171.4482,-168.63248,,70.395882,-174.08835,,61.403095,-33.882881
3427000000,170.81371,-168.83434,,70.054939,-171.7999,,61.057453,-34.342602
3428000000,170.74707,-169.04997,,70.009727,-171.22398,,61.020611,-34.442852
3429000000,170.22099,-169.25589,,69.841789,-177.95094,,60.760803,-34.654446
3430000000,169.87447,-169.16096,,69.927002,-176.77888,,60.443707,-35.059715
3431000000,169.58441,-169.49899,,69.844612,-179.54263,,59.95805,-35.554405
3432000000,169.49878,-169.71596,,69.90921,-169.42287,,59.959515,-35.575569
3433000000,168.87384,-169.87761,,69.364243,-172.877,,59.434258,-36.19244
3434000000,168.67215,-169.79456,,69.584435,-176.27736,,59.465805,-36.359512
3435000000,168.22243,-170.16156,,69.269669,-173.41876,,59.143715,-36.779011
3436000000,167.97586,-170.33978,,69.056686,-178.3452,,58.767181,-37.200478
3437000000,167.24716,-170.33673,,69.118858,-177.93068,,58.48872,-37.41074
3438000000,167.03279,-170.45554,,68.812424,175.66136,,58.172722,-37.891846
3439000000,166.79114,-170.66116,,68.661041,175.28398,,58.227821,-38.005852
3440000000,166.41458,-170.5683,,68.810341,-178.74161,,57.887993,-38.2999
3441000000,165.94038,-170.87563,,68.669334,179.29378,,57.443703,-38.800873
3442000000,165.85786,-171.13963,,68.505531,-177.84325,,57.403416,-38.954685
3443000000,165.51746,-171.21304,,68.436325,178.53946,,57.054638,-39.371384
3444000000,165.23264,-171.47366,,68.272308,179.12477,,56.966736,-39.500092
3445000000,164.93089,-171.82988,,67.92749,177.57541,,56.668236,-39.966152
3446000000,164.38007,-171.66792,,68.154495,179.32506,,56.419575,-40.455311
3447000000,164.09441,-172.1783,,67.851158,175.29994,,56.162842,-40.788113
3448000000,163.73511,-172.09515,,67.81739,177.20403,,55.778801,-41.077759
3449000000,163.50917,-172.32574,,67.812309,174.87085,,55.693069,-41.218132
3450000000,163.06004,-172.33061,,67.480415,175.26813,,55.309734,-41.491661
3451000000,162.78143,-172.28709,,67.590149,172.9247,,55.280876,-41.903984
3452000000,162.18474,-172.72415,,67.202049,170.85764,,54.821632,-42.259518
3453000000,161.94531,-173.01031,,67.157097,173.7494,,54.701565,-42.542217
3454000000,161.55141,-173.0692,,66.75808,172.90752,,54.35487,-42.836369
3455000000,161.18658,-172.88496,,67.106194,169.94193,,54.241684,-42.980843
3456000000,160.6134,-173.49994,,66.712387,170.58481,,53.814503,-43.395897
3457000000,160.86697,-173.40599,,66.79567,168.01842,,53.590565,-43.764858
3458000000,160.45195,-173.56114,,66.658134,169.13008,,53.225548,-44.20203
3459000000,160.0197,-173.7247,,66.58773,171.07233,,53.182583,-44.630184
3460000000,159.82187,-174.0825,,66.573708,171.23549,,52.661652,-44.927109
3461000000,159.58153,-174.26917,,66.464767,169.46635,,52.677601,-45.194588
3462000000,158.61247,-174.33061,,66.123863,167.73019,,52.203739,-45.424934
3463000000,158.69621,-174.60881,,66.139351,166.29929,,52.188263,-45.704113
3464000000,158.05234,-174.56743,,66.095894,168.72818,,51.8638,-45.834824
3465000000,158.01537,-174.70862,,66.040253,168.12444,,51.398338,-46.416386
3466000000,157.7202,-175.01357,,65.760414,168.9234,,51.554363,-46.651917
3467000000,157.26831,-174.95711,,65.503273,163.853,,50.904724,-47.145523
3468000000,156.84468,-174.94063,,65.411003,169.68579,,50.803905,-47.242329
3469000000,156.74631,-175.48679,,65.38958,164.97917,,50.623196,-47.688667
3470000000,156.052,-175.53326,,65.045563,163.7899,,50.298393,-47.924374
3471000000,156.1577,-175.74899,,64.994263,166.20563,,49.923042,-48.31292
