Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),,S11 BSF HFSS Mag,S21 BSF HFSS Mag
3109000000,-0.60244638,-46.894119,,-0.972527897,-72.9208213
3110000000,-0.58156633,-47.179436,,-0.972879728,-72.9699191
3111000000,-0.60187244,-47.25032,,-0.973238563,-73.01829822
3112000000,-0.59677666,-47.440605,,-0.973604386,-73.06592915
3113000000,-0.61759424,-47.473293,,-0.973977178,-73.11278204
3114000000,-0.59394532,-47.569111,,-0.974356924,-73.15882679
3115000000,-0.60416764,-47.912212,,-0.974743605,-73.20403306
3116000000,-0.58542174,-47.854496,,-0.975137206,-73.24837031
3117000000,-0.57240623,-47.941593,,-0.97553771,-73.29180789
3118000000,-0.58874619,-48.118729,,-0.975945099,-73.33431505
3119000000,-0.59234959,-48.130203,,-0.976359358,-73.37586101
3120000000,-0.56949037,-48.308834,,-0.97678047,-73.41641503
3121000000,-0.57604712,-48.447823,,-0.977208419,-73.45594646
3122000000,-0.58517104,-48.571922,,-0.977643189,-73.49442479
3123000000,-0.56639981,-48.458214,,-0.978084763,-73.53181974
3124000000,-0.5796029,-48.56477,,-0.978533127,-73.5681013
3125000000,-0.54694259,-48.805172,,-0.978988264,-73.60323983
3126000000,-0.57028097,-48.573776,,-0.979450158,-73.6372061
3127000000,-0.55003798,-48.806873,,-0.979918795,-73.66997139
3128000000,-0.57825953,-48.788563,,-0.980394159,-73.70150755
3129000000,-0.53555185,-48.980019,,-0.980876234,-73.73178704
3130000000,-0.6115368,-48.929295,,-0.981365006,-73.76078309
3131000000,-0.53745097,-49.161758,,-0.98186046,-73.78846969
3132000000,-0.56984651,-49.115807,,-0.982362581,-73.81482169
3133000000,-0.54925776,-49.137943,,-0.982871354,-73.83981491
3134000000,-0.58392084,-49.107689,,-0.983386765,-73.86342615
3135000000,-0.60125464,-49.316025,,-0.983908799,-73.8856333
3136000000,-0.58745629,-49.505932,,-0.984437443,-73.90641543
3137000000,-0.59346259,-49.669891,,-0.984972682,-73.92575278
3138000000,-0.57818985,-49.877068,,-0.985514502,-73.9436269
3139000000,-0.59482443,-49.822163,,-0.98606289,-73.96002068
3140000000,-0.57715297,-50.010773,,-0.986617832,-73.97491838
3141000000,-0.56365067,-49.778786,,-0.987179314,-73.98830575
3142000000,-0.57087642,-50.137833,,-0.987747324,-74.00016999
3143000000,-0.57035625,-50.096954,,-0.988321848,-74.01049987
3144000000,-0.56578737,-50.292759,,-0.988902874,-74.01928573
3145000000,-0.57304925,-50.156277,,-0.989490388,-74.02651952
3146000000,-0.60573888,-50.531952,,-0.990084378,-74.03219481
3147000000,-0.60465771,-50.558605,,-0.990684832,-74.03630684
3148000000,-0.57223904,-50.804829,,-0.991291737,-74.03885254
3149000000,-0.58752835,-50.768185,,-0.991905081,-74.03983048
3150000000,-0.5780564,-50.721958,,-0.992524853,-74.03924095
3151000000,-0.57300127,-50.970463,,-0.99315104,-74.0370859
3152000000,-0.59742188,-50.936459,,-0.993783632,-74.03336895
3153000000,-0.57246,-50.753441,,-0.994422616,-74.02809539
3154000000,-0.56267536,-50.927078,,-0.995067982,-74.02127213
3155000000,-0.5792402,-51.071201,,-0.995719719,-74.01290769
3156000000,-0.57048261,-51.042282,,-0.996377816,-74.00301217
3157000000,-0.57882726,-51.134789,,-0.997042262,-73.99159717
3158000000,-0.55365795,-51.213776,,-0.997713047,-73.97867583
3159000000,-0.55377525,-51.101883,,-0.998390161,-73.9642627
3160000000,-0.56589931,-51.231285,,-0.999073594,-73.94837371
3161000000,-0.56917793,-51.283276,,-0.999763336,-73.93102615
3162000000,-0.57961065,-51.230293,,-1.000459378,-73.91223856
3163000000,-0.56850141,-51.1586,,-1.00116171,-73.8920307
3164000000,-0.58420706,-51.336018,,-1.001870323,-73.87042344
3165000000,-0.58153951,-51.210648,,-1.002585208,-73.84743876
3166000000,-0.59964746,-51.317005,,-1.003306356,-73.82309961
3167000000,-0.59109032,-51.461437,,-1.004033759,-73.79742988
3168000000,-0.56700748,-51.552685,,-1.004767409,-73.77045429
3169000000,-0.59276557,-51.584625,,-1.005507298,-73.74219836
3170000000,-0.58479637,-51.617577,,-1.006253417,-73.71268829
3171000000,-0.58829659,-51.733532,,-1.00700576,-73.68195092
3172000000,-0.59698653,-51.60508,,-1.007764319,-73.65001363
3173000000,-0.60819727,-51.916027,,-1.008529086,-73.61690428
3174000000,-0.58995843,-51.771072,,-1.009300055,-73.58265112
3175000000,-0.57166618,-51.825512,,-1.01007722,-73.54728274
3176000000,-0.54702026,-52.173687,,-1.010860573,-73.51082798
3177000000,-0.60592973,-52.242485,,-1.011650109,-73.47331589
3178000000,-0.59456426,-51.945385,,-1.012445822,-73.43477562
3179000000,-0.57122469,-52.486534,,-1.013247707,-73.39523638
3180000000,-0.58153379,-52.375099,,-1.014055756,-73.3547274
3181000000,-0.56361067,-52.535717,,-1.014869967,-73.31327783
3182000000,-0.5885148,-52.802231,,-1.015690334,-73.2709167
3183000000,-0.56018835,-52.574234,,-1.016516851,-73.22767289
3184000000,-0.60255742,-52.611031,,-1.017349516,-73.18357504
3185000000,-0.58240306,-52.56152,,-1.018188323,-73.13865151
3186000000,-0.61050647,-52.661861,,-1.01903327,-73.09293037
3187000000,-0.60232866,-52.845284,,-1.019884351,-73.04643933
3188000000,-0.5881415,-53.124733,,-1.020741566,-72.99920569
3189000000,-0.61212516,-52.742802,,-1.021604909,-72.95125632
3190000000,-0.56272918,-53.277157,,-1.022474379,-72.90261763
3191000000,-0.60259688,-53.247929,,-1.023349973,-72.85331556
3192000000,-0.57902354,-53.411205,,-1.02423169,-72.80337548
3193000000,-0.56429094,-53.435268,,-1.025119527,-72.75282225
3194000000,-0.56662017,-53.592411,,-1.026013483,-72.70168014
3195000000,-0.57222646,-53.438606,,-1.026913556,-72.64997285
3196000000,-0.58643401,-53.867901,,-1.027819747,-72.59772346
3197000000,-0.59062666,-53.698563,,-1.028732054,-72.54495442
3198000000,-0.5684759,-53.91864,,-1.029650476,-72.49168758
3199000000,-0.57440454,-53.760334,,-1.030575015,-72.4379441
3200000000,-0.5771777,-53.693588,,-1.031505671,-72.38374452
3201000000,-0.55521744,-53.84116,,-1.032442443,-72.32910871
3202000000,-0.59153342,-53.752022,,-1.033385334,-72.27405585
3203000000,-0.59293914,-54.234207,,-1.034334344,-72.2186045
3204000000,-0.57292092,-54.062393,,-1.035289476,-72.16277249
3205000000,-0.60104388,-54.056141,,-1.036250731,-72.10657702
3206000000,-0.60146183,-54.540493,,-1.037218112,-72.05003461
3207000000,-0.56896925,-54.433521,,-1.038191621,-71.99316107
3208000000,-0.58992469,-54.341034,,-1.039171262,-71.93597161
3209000000,-0.56133956,-54.396446,,-1.040157038,-71.8784807
3210000000,-0.5714947,-54.459915,,-1.041148953,-71.82070222
3211000000,-0.57648224,-54.07111,,-1.04214701,-71.76264934
3212000000,-0.61885691,-54.717281,,-1.043151215,-71.70433462
3213000000,-0.59576482,-54.796711,,-1.044161573,-71.64576996
3214000000,-0.56591749,-54.767113,,-1.045178088,-71.58696661
3215000000,-0.57866466,-54.611183,,-1.046200767,-71.52793524
3216000000,-0.61974323,-54.773205,,-1.047229615,-71.46868585
3217000000,-0.59105051,-55.256226,,-1.048264639,-71.40922787
3218000000,-0.59372818,-55.538128,,-1.049305846,-71.34957011
3219000000,-0.57387412,-55.431313,,-1.050353243,-71.28972078
3220000000,-0.60820788,-55.819199,,-1.051406837,-71.22968755
3221000000,-0.60258007,-55.607578,,-1.052466637,-71.16947746
3222000000,-0.57680464,-55.840607,,-1.053532652,-71.10909703
3223000000,-0.61395729,-55.507023,,-1.054604889,-71.04855221
3224000000,-0.58855414,-55.845806,,-1.055683358,-70.98784843
3225000000,-0.57563114,-56.032597,,-1.05676807,-70.92699054
3226000000,-0.56339085,-55.85627,,-1.057859034,-70.86598293
3227000000,-0.61419588,-56.546391,,-1.058956261,-70.80482942
3228000000,-0.59948051,-56.260998,,-1.060059761,-70.74353337
3229000000,-0.5899992,-56.046036,,-1.061169548,-70.68209762
3230000000,-0.58793783,-56.919262,,-1.062285631,-70.62052454
3231000000,-0.60129911,-56.655304,,-1.063408025,-70.55881603
3232000000,-0.59598184,-56.69416,,-1.064536741,-70.49697351
3233000000,-0.61695951,-56.697102,,-1.065671793,-70.43499797
3234000000,-0.61465126,-56.24258,,-1.066813195,-70.37288993
3235000000,-0.60285598,-56.978123,,-1.067960962,-70.31064949
3236000000,-0.59712815,-56.84119,,-1.069115107,-70.24827632
3237000000,-0.61651194,-57.198345,,-1.070275647,-70.18576968
3238000000,-0.60143709,-57.085377,,-1.071442597,-70.12312839
3239000000,-0.58286339,-57.106995,,-1.072615974,-70.06035091
3240000000,-0.64311665,-57.249462,,-1.073795794,-69.99743529
3241000000,-0.56875288,-57.295994,,-1.074982074,-69.93437918
3242000000,-0.59005517,-57.646027,,-1.076174834,-69.87117989
3243000000,-0.60808671,-57.887657,,-1.07737409,-69.80783433
3244000000,-0.59911031,-57.646629,,-1.078579862,-69.74433906
3245000000,-0.60410315,-58.139881,,-1.07979217,-69.68069031
3246000000,-0.60872298,-58.09021,,-1.081011033,-69.61688394
3247000000,-0.61734408,-57.85553,,-1.082236473,-69.55291547
3248000000,-0.61611336,-58.183582,,-1.08346851,-69.48878012
3249000000,-0.63502467,-58.354656,,-1.084707166,-69.42447276
3250000000,-0.62777621,-58.332336,,-1.085952463,-69.35998797
3251000000,-0.60437942,-58.549873,,-1.087204425,-69.29531999
3252000000,-0.63972139,-58.486523,,-1.088463075,-69.2304628
3253000000,-0.59267521,-58.569614,,-1.089728437,-69.16541005
3254000000,-0.58926737,-58.335289,,-1.091000536,-69.10015515
3255000000,-0.60127014,-58.605251,,-1.092279397,-69.03469118
3256000000,-0.61004388,-59.133659,,-1.093565046,-68.96901099
3257000000,-0.61980194,-57.981968,,-1.09485751,-68.90310714
3258000000,-0.62309951,-59.014759,,-1.096156817,-68.83697195
3259000000,-0.61547083,-58.209579,,-1.097462993,-68.77059748
3260000000,-0.62635636,-58.797897,,-1.098776069,-68.70397556
3261000000,-0.63740754,-58.246262,,-1.100096072,-68.63709777
3262000000,-0.59784412,-58.068851,,-1.101423033,-68.56995547
3263000000,-0.61872512,-58.804447,,-1.102756983,-68.5025398
3264000000,-0.63297319,-58.1889,,-1.104097952,-68.43484169
3265000000,-0.60804063,-58.920685,,-1.105445974,-68.36685185
3266000000,-0.60010427,-59.328789,,-1.106801081,-68.29856081
3267000000,-0.56248963,-60.051331,,-1.108163306,-68.2299589
3268000000,-0.6307652,-59.52401,,-1.109532683,-68.16103627
3269000000,-0.57744628,-59.530903,,-1.110909248,-68.0917829
3270000000,-0.62505358,-59.613804,,-1.112293036,-68.0221886
3271000000,-0.62903923,-60.055794,,-1.113684085,-67.95224301
3272000000,-0.63643217,-59.989521,,-1.11508243,-67.88193566
3273000000,-0.59017056,-60.024696,,-1.11648811,-67.81125589
3274000000,-0.63785625,-59.768505,,-1.117901164,-67.74019294
3275000000,-0.61941695,-59.859062,,-1.119321633,-67.66873592
3276000000,-0.62345904,-60.307301,,-1.120749555,-67.59687383
3277000000,-0.60881078,-59.57703,,-1.122184973,-67.52459555
3278000000,-0.60179204,-59.369228,,-1.123627929,-67.45188989
3279000000,-0.60004675,-60.039436,,-1.125078466,-67.37874555
3280000000,-0.61995125,-59.746128,,-1.126536627,-67.30515118
3281000000,-0.64401442,-59.454067,,-1.128002458,-67.23109534
3282000000,-0.61799824,-60.365101,,-1.129476004,-67.15656655
3283000000,-0.62287492,-59.822693,,-1.130957313,-67.08155329
3284000000,-0.60197437,-60.304054,,-1.13244643,-67.006044
3285000000,-0.61472899,-59.989372,,-1.133943406,-66.93002709
3286000000,-0.60045516,-60.187935,,-1.135448289,-66.85349096
3287000000,-0.60520977,-60.647964,,-1.136961129,-66.77642404
3288000000,-0.62321109,-60.429474,,-1.138481979,-66.69881472
3289000000,-0.60359818,-60.063553,,-1.14001089,-66.62065146
3290000000,-0.61866933,-60.348774,,-1.141547915,-66.54192271
3291000000,-0.61788559,-60.550076,,-1.143093109,-66.46261701
3292000000,-0.62765223,-60.279221,,-1.144646528,-66.38272292
3293000000,-0.61035639,-60.587418,,-1.146208228,-66.30222909
3294000000,-0.6352309,-60.284782,,-1.147778266,-66.22112424
3295000000,-0.62687039,-60.5331,,-1.149356701,-66.1393972
3296000000,-0.58522731,-60.766361,,-1.150943593,-66.05703689
3297000000,-0.60049433,-60.732601,,-1.152539001,-65.97403235
3298000000,-0.64088064,-60.517311,,-1.15414299,-65.89037276
3299000000,-0.62210697,-60.482807,,-1.15575562,-65.80604742
3300000000,-0.59760189,-60.882561,,-1.157376957,-65.72104581
3301000000,-0.6357916,-60.199718,,-1.159007066,-65.63535756
3302000000,-0.63231218,-60.958157,,-1.160646014,-65.54897247
3303000000,-0.65689081,-61.661564,,-1.162293868,-65.46188056
3304000000,-0.61788553,-61.250053,,-1.163950697,-65.37407201
3305000000,-0.64246553,-60.21476,,-1.165616572,-65.28553725
3306000000,-0.61823058,-61.460506,,-1.167291565,-65.19626692
3307000000,-0.59587079,-60.738556,,-1.168975748,-65.10625188
3308000000,-0.61748821,-61.466316,,-1.170669195,-65.01548325
3309000000,-0.6305263,-61.104149,,-1.172371982,-64.9239524
3310000000,-0.65388322,-61.645405,,-1.174084186,-64.83165099
3311000000,-0.60799158,-60.587399,,-1.175805886,-64.73857092
3312000000,-0.63915867,-60.714252,,-1.17753716,-64.64470439
3313000000,-0.64744586,-60.403336,,-1.17927809,-64.55004391
3314000000,-0.62553954,-60.588799,,-1.181028758,-64.45458227
3315000000,-0.62520009,-61.636868,,-1.182789249,-64.3583126
3316000000,-0.63867825,-61.016594,,-1.184559648,-64.26122831
3317000000,-0.61373371,-60.930855,,-1.186340042,-64.16332317
3318000000,-0.63467079,-60.265835,,-1.18813052,-64.06459128
3319000000,-0.61254513,-60.958244,,-1.189931171,-63.96502707
3320000000,-0.62676775,-60.452003,,-1.191742088,-63.86462533
3321000000,-0.61028296,-60.618938,,-1.193563364,-63.76338119
3322000000,-0.61268985,-60.439987,,-1.195395093,-63.66129013
3323000000,-0.60604882,-60.403397,,-1.197237372,-63.55834802
3324000000,-0.6294995,-60.431374,,-1.199090301,-63.45455106
3325000000,-0.64831102,-60.696026,,-1.200953978,-63.34989584
3326000000,-0.65418363,-59.173759,,-1.202828506,-63.24437932
3327000000,-0.63984358,-60.682667,,-1.204713988,-63.13799882
3328000000,-0.64646482,-60.551262,,-1.206610531,-63.03075205
3329000000,-0.63640523,-60.501621,,-1.20851824,-62.92263706
3330000000,-0.64074939,-59.957573,,-1.210437225,-62.81365232
3331000000,-0.62798411,-60.706299,,-1.212367598,-62.70379664
3332000000,-0.64814836,-59.942814,,-1.214309471,-62.59306921
3333000000,-0.64431334,-60.172726,,-1.21626296,-62.48146959
3334000000,-0.62677485,-60.242989,,-1.218228181,-62.36899771
3335000000,-0.61295617,-60.006649,,-1.220205254,-62.25565387
3336000000,-0.62473017,-60.960484,,-1.222194299,-62.14143872
3337000000,-0.6409049,-61.128277,,-1.22419544,-62.02635327
3338000000,-0.64568478,-60.429031,,-1.226208803,-61.91039889
3339000000,-0.65492159,-60.312351,,-1.228234514,-61.79357728
3340000000,-0.65595704,-60.524555,,-1.230272704,-61.67589049
3341000000,-0.62354672,-60.525707,,-1.232323506,-61.55734093
3342000000,-0.60533565,-60.661209,,-1.234387052,-61.43793129
3343000000,-0.62513196,-60.091892,,-1.236463481,-61.31766462
3344000000,-0.63104314,-60.140881,,-1.238552932,-61.19654427
3345000000,-0.63875496,-59.374825,,-1.240655545,-61.07457389
3346000000,-0.64870697,-59.220135,,-1.242771466,-60.95175744
3347000000,-0.65768403,-59.560516,,-1.24490084,-60.82809917
3348000000,-0.65336567,-59.82394,,-1.247043818,-60.70360359
3349000000,-0.64144135,-59.330757,,-1.24920055,-60.5782755
3350000000,-0.6532644,-59.881176,,-1.251371191,-60.45211997
3351000000,-0.64444059,-59.080952,,-1.2535559,-60.32514229
3352000000,-0.64081764,-59.585964,,-1.255754835,-60.19734803
3353000000,-0.66318363,-58.690994,,-1.257968159,-60.06874295
3354000000,-0.64255226,-59.239895,,-1.260196038,-59.93933308
3355000000,-0.63395786,-59.662506,,-1.262438641,-59.80912462
3356000000,-0.65949112,-59.213684,,-1.26469614,-59.67812399
3357000000,-0.66588002,-59.024483,,-1.266968709,-59.5463378
3358000000,-0.66837281,-58.897739,,-1.269256525,-59.41377285
3359000000,-0.64014435,-59.340199,,-1.27155977,-59.28043608
3360000000,-0.65254974,-59.84153,,-1.273878627,-59.14633462
3361000000,-0.64520037,-59.789791,,-1.276213285,-59.01147573
3362000000,-0.62108493,-59.640965,,-1.278563934,-58.87586682
3363000000,-0.64393032,-59.59866,,-1.280930767,-58.73951542
3364000000,-0.63784444,-59.628334,,-1.283313983,-58.60242918
3365000000,-0.69131368,-59.596439,,-1.285713783,-58.46461585
3366000000,-0.67057127,-59.330639,,-1.288130372,-58.3260833
3367000000,-0.62272066,-59.196201,,-1.290563957,-58.18683947
3368000000,-0.68607533,-60.011299,,-1.293014751,-58.04689237
3369000000,-0.71324337,-59.532993,,-1.295482969,-57.9062501
3370000000,-0.65933782,-59.497398,,-1.297968833,-57.76492081
3371000000,-0.66443843,-59.74321,,-1.300472566,-57.62291268
3372000000,-0.65104818,-59.154793,,-1.302994395,-57.48023398
3373000000,-0.65174919,-60.019402,,-1.305534552,-57.33689296
3374000000,-0.65658736,-59.789139,,-1.308093275,-57.19289793
3375000000,-0.69642192,-59.359158,,-1.310670802,-57.04825719
3376000000,-0.68321973,-58.608047,,-1.31326738,-56.90297907
3377000000,-0.65615797,-60.038616,,-1.315883258,-56.75707189
3378000000,-0.66583544,-59.142639,,-1.31851869,-56.61054396
3379000000,-0.67821366,-59.234379,,-1.321173934,-56.46340359
3380000000,-0.68888539,-59.072815,,-1.323849253,-56.31565906
3381000000,-0.68780214,-59.482803,,-1.326544917,-56.16731861
3382000000,-0.65854299,-58.300442,,-1.329261198,-56.01839047
3383000000,-0.66310912,-59.208698,,-1.331998374,-55.86888282
3384000000,-0.67635584,-59.788254,,-1.334756729,-55.71880379
3385000000,-0.71179837,-59.304756,,-1.337536552,-55.56816146
3386000000,-0.69563478,-59.099781,,-1.340338136,-55.41696386
3387000000,-0.66380292,-59.289959,,-1.343161782,-55.26521895
3388000000,-0.64528459,-59.323223,,-1.346007794,-55.11293464
3389000000,-0.69187975,-58.729286,,-1.348876483,-54.96011876
3390000000,-0.67679125,-59.723251,,-1.351768167,-54.80677906
3391000000,-0.6822657,-58.62302,,-1.354683167,-54.65292322
3392000000,-0.6865505,-59.129147,,-1.357621813,-54.49855884
3393000000,-0.66593736,-58.658581,,-1.36058444,-54.34369343
3394000000,-0.69506139,-58.874783,,-1.363571389,-54.18833441
3395000000,-0.6685034,-59.580475,,-1.366583008,-54.03248911
3396000000,-0.66858786,-59.166672,,-1.369619651,-53.87616477
3397000000,-0.71511763,-59.051262,,-1.372681681,-53.71936853
3398000000,-0.64866358,-58.856228,,-1.375769465,-53.56210745
3399000000,-0.68753576,-59.229153,,-1.378883378,-53.40438845
3400000000,-0.69511485,-59.240421,,-1.382023804,-53.24621837
3401000000,-0.67603523,-58.735157,,-1.385191133,-53.08760397
3402000000,-0.69879359,-58.640602,,-1.388385762,-52.92855186
3403000000,-0.67376345,-59.042061,,-1.391608096,-52.76906856
3404000000,-0.68560749,-58.923084,,-1.394858549,-52.6091605
3405000000,-0.68226713,-59.310467,,-1.398137541,-52.44883398
3406000000,-0.68848658,-58.81509,,-1.401445504,-52.28809519
3407000000,-0.69662219,-58.472961,,-1.404782874,-52.12695023
3408000000,-0.69824362,-58.902348,,-1.408150099,-51.96540506
3409000000,-0.67210698,-58.954426,,-1.411547634,-51.80346555
3410000000,-0.69302344,-58.953857,,-1.414975944,-51.64113745
3411000000,-0.71581787,-58.944458,,-1.418435502,-51.4784264
3412000000,-0.70648885,-59.13842,,-1.421926793,-51.31533793
3413000000,-0.71343017,-58.71611,,-1.425450308,-51.15187745
3414000000,-0.72736752,-58.484322,,-1.429006551,-50.98805028
3415000000,-0.70572263,-59.494198,,-1.432596034,-50.8238616
3416000000,-0.6578477,-58.585983,,-1.436219283,-50.65931649
3417000000,-0.72326857,-58.822788,,-1.439876829,-50.49441994
3418000000,-0.7199043,-59.272575,,-1.443569219,-50.3291768
3419000000,-0.67344666,-59.450111,,-1.447297007,-50.16359183
3420000000,-0.76478595,-58.581196,,-1.451060763,-49.99766967
3421000000,-0.71007365,-59.421753,,-1.454861063,-49.83141487
3422000000,-0.73526937,-59.440102,,-1.4586985,-49.66483185
3423000000,-0.70396096,-59.899113,,-1.462573677,-49.49792495
3424000000,-0.70618099,-59.806904,,-1.466487208,-49.33069838
3425000000,-0.71794975,-59.825638,,-1.470439723,-49.16315627
3426000000,-0.7262274,-58.415237,,-1.474431863,-48.99530262
3427000000,-0.73409224,-59.889893,,-1.478464282,-48.82714137
3428000000,-0.71153998,-58.888107,,-1.48253765,-48.65867632
3429000000,-0.72659284,-58.969585,,-1.486652648,-48.48991118
3430000000,-0.72639465,-58.717079,,-1.490809975,-48.32084958
3431000000,-0.74190331,-58.321434,,-1.495010341,-48.15149505
3432000000,-0.74458134,-58.207989,,-1.499254473,-47.981851
3433000000,-0.74131215,-58.582676,,-1.503543115,-47.81192078
3434000000,-0.72429335,-58.422768,,-1.507877023,-47.64170763
3435000000,-0.7378754,-58.409363,,-1.512256973,-47.47121469
3436000000,-0.72681135,-58.539772,,-1.516683755,-47.30044504
3437000000,-0.69913876,-58.639141,,-1.521158178,-47.12940165
3438000000,-0.73827416,-58.168659,,-1.525681067,-46.9580874
3439000000,-0.7550686,-59.034431,,-1.530253266,-46.7865051
3440000000,-0.71578646,-58.987602,,-1.534875636,-46.61465748
3441000000,-0.73550093,-58.949898,,-1.539549059,-46.44254717
3442000000,-0.72718585,-58.727463,,-1.544274433,-46.27017673
3443000000,-0.74713194,-58.229794,,-1.54905268,-46.09754864
3444000000,-0.75895631,-58.622486,,-1.553884738,-45.92466531
3445000000,-0.75323421,-58.02755,,-1.558771568,-45.75152907
3446000000,-0.74298239,-58.200817,,-1.563714153,-45.57814217
3447000000,-0.73025525,-57.849457,,-1.568713495,-45.4045068
3448000000,-0.74195927,-58.285381,,-1.573770622,-45.23062507
3449000000,-0.75987518,-57.963448,,-1.578886582,-45.05649902
3450000000,-0.75198847,-58.162613,,-1.584062448,-44.88213063
3451000000,-0.76860714,-58.699375,,-1.589299317,-44.70752182
3452000000,-0.76383543,-58.280575,,-1.59459831,-44.53267443
3453000000,-0.69720018,-58.422783,,-1.599960574,-44.35759024
3454000000,-0.76102245,-58.403252,,-1.605387281,-44.18227099
3455000000,-0.77483851,-58.637672,,-1.610879632,-44.00671834
3456000000,-0.7645005,-58.779884,,-1.616438853,-43.83093391
3457000000,-0.76917559,-58.661377,,-1.622066199,-43.65491924
3458000000,-0.7708807,-59.246147,,-1.627762954,-43.47867584
3459000000,-0.77384454,-58.451183,,-1.633530431,-43.30220517
3460000000,-0.77482808,-59.261684,,-1.639369973,-43.12550862
3461000000,-0.79095161,-59.66156,,-1.645282956,-42.94858755
3462000000,-0.77895206,-59.106129,,-1.651270786,-42.77144326
3463000000,-0.77930909,-59.593586,,-1.657334901,-42.59407702
3464000000,-0.78869283,-58.663307,,-1.663476775,-42.41649006
3465000000,-0.78516775,-58.31834,,-1.669697915,-42.23868354
3466000000,-0.80525452,-59.646366,,-1.675999863,-42.06065862
3467000000,-0.81370658,-59.966007,,-1.682384197,-41.8824164
3468000000,-0.8007949,-59.594769,,-1.688852534,-41.70395795
3469000000,-0.80118662,-60.261383,,-1.695406527,-41.52528431
3470000000,-0.79000092,-59.004166,,-1.702047869,-41.3463965
3471000000,-0.80387187,-58.771084,,-1.708778294,-41.16729548
3472000000,-0.79219794,-59.271103,,-1.715599575,-40.98798223
3473000000,-0.78932434,-59.147415,,-1.722513528,-40.80845766
3474000000,-0.77020568,-58.681103,,-1.729522014,-40.62872269
3475000000,-0.81140518,-58.345413,,-1.736626935,-40.4487782
3476000000,-0.80708718,-58.149517,,-1.743830243,-40.26862508
3477000000,-0.8215453,-58.29108,,-1.751133932,-40.08826417
3478000000,-0.81907678,-58.830185,,-1.758540047,-39.90769632
3479000000,-0.80633801,-58.473042,,-1.766050681,-39.72692237
3480000000,-0.81650233,-59.256275,,-1.773667978,-39.54594315
3481000000,-0.79543954,-58.962551,,-1.781394132,-39.36475948
3482000000,-0.84372658,-57.967136,,-1.789231392,-39.18337217
3483000000,-0.79538238,-58.877686,,-1.79718206,-39.00178205
3484000000,-0.82745266,-58.203033,,-1.805248495,-38.81998995
3485000000,-0.83385909,-58.412445,,-1.81343311,-38.63799668
3486000000,-0.84696668,-59.012463,,-1.82173838,-38.45580311
3487000000,-0.82576048,-58.35796,,-1.830166838,-38.27341006
3488000000,-0.82247162,-58.679131,,-1.838721079,-38.09081841
3489000000,-0.83671272,-58.602379,,-1.84740376,-37.90802904
3490000000,-0.8335638,-57.966511,,-1.856217603,-37.72504287
3491000000,-0.8158645,-58.504501,,-1.865165396,-37.5418608
3492000000,-0.82116205,-58.307472,,-1.874249994,-37.35848382
3493000000,-0.84064513,-57.836746,,-1.883474322,-37.1749129
3494000000,-0.85501325,-58.275528,,-1.892841376,-36.99114907
3495000000,-0.8363905,-58.190216,,-1.902354222,-36.80719339
3496000000,-0.83743626,-58.38015,,-1.912016003,-36.62304697
3497000000,-0.82469004,-58.840038,,-1.921829936,-36.43871097
3498000000,-0.82215101,-57.506519,,-1.931799316,-36.2541866
3499000000,-0.84544885,-58.339771,,-1.941927517,-36.0694751
3500000000,-0.84017646,-57.815544,,-1.952217993,-35.88457781
3501000000,-0.86565346,-57.857819,,-1.962674284,-35.6994961
3502000000,-0.85048896,-58.43763,,-1.973300009,-35.51423144
3503000000,-0.84965092,-58.394852,,-1.984098878,-35.32878534
3504000000,-0.84136403,-57.600658,,-1.995074687,-35.14315943
3505000000,-0.84316927,-57.981308,,-2.00623132,-34.95735538
3506000000,-0.85593331,-57.104572,,-2.017572754,-34.77137498
3507000000,-0.85916591,-57.764751,,-2.02910306,-34.58522011
3508000000,-0.84410018,-58.029396,,-2.040826401,-34.39889274
3509000000,-0.84982556,-58.094246,,-2.052747039,-34.21239496
3510000000,-0.87347853,-58.164951,,-2.064869333,-34.02572895
3511000000,-0.86308175,-57.064785,,-2.07719774,-33.83889704
3512000000,-0.85755748,-58.384972,,-2.08973682,-33.65190167
3513000000,-0.87800527,-57.145348,,-2.102491236,-33.46474541
3514000000,-0.89943242,-57.168159,,-2.115465753,-33.27743096
3515000000,-0.885526,-57.1717,,-2.128665243,-33.0899612
3516000000,-0.90384978,-57.283115,,-2.142094684,-32.90233912
3517000000,-0.89269257,-57.474564,,-2.155759162,-32.71456791
3518000000,-0.86840087,-56.631565,,-2.16966387,-32.5266509
3519000000,-0.8477149,-57.108555,,-2.183814113,-32.33859161
3520000000,-0.86908442,-56.779087,,-2.198215305,-32.15039375
3521000000,-0.89479637,-56.704643,,-2.212872971,-31.96206122
3522000000,-0.86896151,-55.756252,,-2.227792748,-31.77359811
3523000000,-0.90224838,-56.19553,,-2.242980383,-31.58500874
3524000000,-0.90282661,-56.639366,,-2.258441736,-31.39629766
3525000000,-0.90145755,-56.289051,,-2.274182777,-31.20746961
3526000000,-0.89950681,-55.899914,,-2.290209587,-31.01852961
3527000000,-0.91235775,-56.012856,,-2.306528357,-30.82948293
3528000000,-0.88482249,-56.35603,,-2.323145386,-30.64033507
3529000000,-0.90170246,-56.403168,,-2.340067081,-30.45109183
3530000000,-0.89426732,-56.070065,,-2.357299954,-30.26175929
