Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),,S11 BSF HFSS Mag,S21 BSF HFSS Mag
1999000000,-5.0977578,-2.454812,,-3.519929587,-4.580576428
2000000000,-5.0553269,-2.4329526,,-3.511566749,-4.590871061
2001000000,-5.0681014,-2.4671533,,-3.503267653,-4.601136203
2002000000,-5.099782,-2.5158367,,-3.495032039,-4.611371565
2003000000,-5.045423,-2.492059,,-3.486859651,-4.621576863
2004000000,-5.0034227,-2.4440348,,-3.478750235,-4.63175181
2005000000,-4.9931927,-2.4757037,,-3.47070354,-4.641896119
2006000000,-5.0350561,-2.5320654,,-3.462719317,-4.652009505
2007000000,-4.9568863,-2.4802279,,-3.454797321,-4.662091682
2008000000,-4.972703,-2.4998255,,-3.446937306,-4.672142365
2009000000,-4.9770122,-2.5432041,,-3.439139033,-4.682161269
2010000000,-4.9478502,-2.5223894,,-3.431402262,-4.692148108
2011000000,-4.9414339,-2.5208633,,-3.423726757,-4.7021026
2012000000,-4.9503069,-2.5370533,,-3.416112285,-4.712024458
2013000000,-4.9513483,-2.5987282,,-3.408558614,-4.721913399
2014000000,-4.9295154,-2.5580282,,-3.401065516,-4.731769138
2015000000,-4.9056597,-2.5770476,,-3.393632765,-4.741591393
2016000000,-4.9126415,-2.5606284,,-3.386260137,-4.75137988
2017000000,-4.8443727,-2.5575607,,-3.378947412,-4.761134315
2018000000,-4.8502097,-2.5586095,,-3.37169437,-4.770854415
2019000000,-4.834095,-2.5846708,,-3.364500797,-4.780539897
2020000000,-4.8255234,-2.5844712,,-3.357366478,-4.790190478
2021000000,-4.7783642,-2.5783122,,-3.350291204,-4.799805877
2022000000,-4.8050075,-2.6028857,,-3.343274764,-4.80938581
2023000000,-4.7902184,-2.5987644,,-3.336316954,-4.818929995
2024000000,-4.7698932,-2.5923765,,-3.329417571,-4.828438151
2025000000,-4.817873,-2.6463828,,-3.322576414,-4.837909995
2026000000,-4.800106,-2.6419764,,-3.315793284,-4.847345246
2027000000,-4.7579932,-2.6305029,,-3.309067986,-4.856743622
2028000000,-4.7610283,-2.6677136,,-3.302400327,-4.866104842
2029000000,-4.7243304,-2.6123953,,-3.295790116,-4.875428624
2030000000,-4.7569418,-2.6854534,,-3.289237166,-4.884714688
2031000000,-4.7221699,-2.6535089,,-3.282741291,-4.893962752
2032000000,-4.7105722,-2.6836476,,-3.276302308,-4.903172535
2033000000,-4.7327671,-2.7116256,,-3.269920037,-4.912343758
2034000000,-4.6957049,-2.7003253,,-3.2635943,-4.921476139
2035000000,-4.6959572,-2.7006998,,-3.257324922,-4.930569397
2036000000,-4.6867442,-2.6933134,,-3.25111173,-4.939623253
2037000000,-4.6825733,-2.7203305,,-3.244954555,-4.948637426
2038000000,-4.6464977,-2.711252,,-3.238853229,-4.957611636
2039000000,-4.6223707,-2.7211943,,-3.232807587,-4.966545602
2040000000,-4.6463375,-2.7418561,,-3.226817466,-4.975439045
2041000000,-4.6272326,-2.7351723,,-3.220882708,-4.984291685
2042000000,-4.5787263,-2.7121797,,-3.215003155,-4.993103242
2043000000,-4.5719905,-2.7156007,,-3.209178652,-5.001873436
2044000000,-4.594686,-2.7608607,,-3.203409048,-5.010601988
2045000000,-4.5487247,-2.7380521,,-3.197694194,-5.019288617
2046000000,-4.5751858,-2.7703843,,-3.192033942,-5.027933044
2047000000,-4.5860353,-2.7824695,,-3.186428149,-5.036534989
2048000000,-4.5335727,-2.7626858,,-3.180876673,-5.045094174
2049000000,-4.5676317,-2.8164368,,-3.175379376,-5.053610317
2050000000,-4.540319,-2.7806172,,-3.169936121,-5.062083141
2051000000,-4.5049434,-2.7693715,,-3.164546775,-5.070512365
2052000000,-4.5003271,-2.8152666,,-3.159211207,-5.07889771
2053000000,-4.4764037,-2.8084953,,-3.153929289,-5.087238896
2054000000,-4.5016055,-2.8071191,,-3.148700895,-5.095535644
2055000000,-4.4577169,-2.7988482,,-3.143525902,-5.103787675
2056000000,-4.4556456,-2.8236256,,-3.138404191,-5.111994709
2057000000,-4.4157805,-2.8267329,,-3.133335644,-5.120156467
2058000000,-4.4668884,-2.856184,,-3.128320145,-5.128272668
2059000000,-4.4868712,-2.8753486,,-3.123357584,-5.136343034
2060000000,-4.4149051,-2.8810599,,-3.118447849,-5.144367285
2061000000,-4.3931665,-2.8533988,,-3.113590836,-5.152345141
2062000000,-4.430697,-2.8829718,,-3.10878644,-5.160276323
2063000000,-4.3783808,-2.8657851,,-3.104034559,-5.168160551
2064000000,-4.4009242,-2.8779752,,-3.099335095,-5.175997544
2065000000,-4.3379087,-2.8495114,,-3.094687953,-5.183787025
2066000000,-4.3628154,-2.8925753,,-3.09009304,-5.191528711
2067000000,-4.33815,-2.8851516,,-3.085550265,-5.199222324
2068000000,-4.3539233,-2.9106896,,-3.081059541,-5.206867583
2069000000,-4.3341203,-2.9231277,,-3.076620783,-5.214464209
2070000000,-4.3492708,-2.9453666,,-3.07223391,-5.22201192
2071000000,-4.3505697,-2.9558828,,-3.067898843,-5.229510437
2072000000,-4.3135204,-2.9548504,,-3.063615506,-5.236959479
2073000000,-4.2941113,-2.9129965,,-3.059383825,-5.244358765
2074000000,-4.3043804,-2.9397628,,-3.05520373,-5.251708015
2075000000,-4.2969193,-2.9680874,,-3.051075153,-5.259006948
2076000000,-4.2896128,-2.9942548,,-3.04699803,-5.266255283
2077000000,-4.2952919,-2.9735632,,-3.042972299,-5.273452739
2078000000,-4.2725592,-2.9763558,,-3.038997902,-5.280599034
2079000000,-4.2521353,-2.9675314,,-3.035074781,-5.287693888
2080000000,-4.2522707,-3.0045207,,-3.031202885,-5.294737018
2081000000,-4.2394123,-2.9938571,,-3.027382162,-5.301728143
2082000000,-4.2227874,-2.9983866,,-3.023612567,-5.308666982
2083000000,-4.2032709,-2.992486,,-3.019894055,-5.315553251
2084000000,-4.2388949,-3.0442903,,-3.016226584,-5.32238667
2085000000,-4.2085295,-3.0194578,,-3.012610117,-5.329166954
2086000000,-4.2119079,-3.032269,,-3.009044619,-5.335893823
2087000000,-4.1603951,-3.021446,,-3.005530057,-5.342566993
2088000000,-4.1666269,-3.0221603,,-3.002066403,-5.34918618
2089000000,-4.1711841,-3.055454,,-2.998653631,-5.355751103
2090000000,-4.170013,-3.0678692,,-2.995291718,-5.362261476
2091000000,-4.1600652,-3.0711484,,-2.991980644,-5.368717018
2092000000,-4.1309409,-3.0580964,,-2.988720393,-5.375117444
2093000000,-4.1695094,-3.0778749,,-2.985510951,-5.381462469
2094000000,-4.1531196,-3.0856986,,-2.982352309,-5.38775181
2095000000,-4.1088839,-3.064894,,-2.979244458,-5.393985182
2096000000,-4.1308389,-3.0991726,,-2.976187397,-5.400162301
2097000000,-4.1081181,-3.0918894,,-2.973181123,-5.40628288
2098000000,-4.0902147,-3.0934784,,-2.970225639,-5.412346635
2099000000,-4.0566626,-3.1128175,,-2.967320952,-5.418353281
2100000000,-4.0823002,-3.1101885,,-2.964467071,-5.424302531
2101000000,-4.0912657,-3.1043668,,-2.961664009,-5.4301941
2102000000,-4.0446901,-3.1017892,,-2.958911781,-5.436027701
2103000000,-4.0875382,-3.1476767,,-2.956210406,-5.441803047
2104000000,-4.039485,-3.1118104,,-2.953559909,-5.447519852
2105000000,-4.0488319,-3.1437409,,-2.950960313,-5.453177829
2106000000,-4.0045919,-3.1359026,,-2.948411651,-5.458776689
2107000000,-4.0290308,-3.1578529,,-2.945913953,-5.464316146
2108000000,-4.0149446,-3.1603239,,-2.943467257,-5.469795911
2109000000,-4.0355215,-3.1737244,,-2.941071604,-5.475215695
2110000000,-3.9873786,-3.169174,,-2.938727036,-5.480575211
2111000000,-3.9997752,-3.1669264,,-2.936433601,-5.485874169
2112000000,-3.9542665,-3.1771281,,-2.93419135,-5.49111228
2113000000,-3.9585054,-3.1738415,,-2.932000337,-5.496289254
2114000000,-3.9869728,-3.200784,,-2.929860621,-5.501404801
2115000000,-3.9723408,-3.2145712,,-2.927772263,-5.506458632
2116000000,-3.971844,-3.2411251,,-2.925735329,-5.511450455
2117000000,-3.9406602,-3.2263458,,-2.923749889,-5.51637998
2118000000,-3.9777133,-3.2386305,,-2.921816015,-5.521246915
2119000000,-3.9486725,-3.2719681,,-2.919933785,-5.526050969
2120000000,-3.9158361,-3.2137241,,-2.918103279,-5.53079185
2121000000,-3.8968878,-3.2323146,,-2.916324583,-5.535469266
2122000000,-3.9447231,-3.2597706,,-2.914597784,-5.540082924
2123000000,-3.9385695,-3.2385681,,-2.912922977,-5.544632532
2124000000,-3.9463933,-3.2741027,,-2.911300257,-5.549117796
2125000000,-3.9040215,-3.2624032,,-2.909729725,-5.553538422
2126000000,-3.9089656,-3.2878346,,-2.908211486,-5.557894117
2127000000,-3.8850787,-3.2794511,,-2.906745649,-5.562184586
2128000000,-3.883574,-3.2722352,,-2.905332327,-5.566409535
2129000000,-3.8543627,-3.2818656,,-2.903971638,-5.570568669
2130000000,-3.8489118,-3.2940729,,-2.902663703,-5.574661692
2131000000,-3.833194,-3.2765772,,-2.901408648,-5.578688308
2132000000,-3.8710456,-3.3370888,,-2.900206603,-5.582648222
2133000000,-3.8443611,-3.3274312,,-2.899057703,-5.586541138
2134000000,-3.8225183,-3.3286088,,-2.897962087,-5.590366758
2135000000,-3.8458519,-3.3342319,,-2.896919898,-5.594124786
2136000000,-3.8222663,-3.3179164,,-2.895931285,-5.597814923
2137000000,-3.8402719,-3.3436537,,-2.894996399,-5.601436873
2138000000,-3.8069952,-3.340497,,-2.894115399,-5.604990337
2139000000,-3.7970805,-3.3358371,,-2.893288446,-5.608475017
2140000000,-3.8024735,-3.3640707,,-2.892515707,-5.611890613
2141000000,-3.7697284,-3.3497243,,-2.891797352,-5.615236827
2142000000,-3.8027666,-3.3964653,,-2.891133558,-5.618513359
2143000000,-3.8046579,-3.3881745,,-2.890524507,-5.62171991
2144000000,-3.76179,-3.3908634,,-2.889970384,-5.624856178
2145000000,-3.7745361,-3.3765001,,-2.889471379,-5.627921864
2146000000,-3.7730002,-3.3901939,,-2.88902769,-5.630916667
2147000000,-3.7383614,-3.3865166,,-2.888639516,-5.633840285
2148000000,-3.7290089,-3.3948793,,-2.888307065,-5.636692418
2149000000,-3.7101934,-3.3957214,,-2.888030548,-5.639472762
2150000000,-3.7545044,-3.4319396,,-2.887810181,-5.642181017
2151000000,-3.7154052,-3.4313223,,-2.887646186,-5.644816879
2152000000,-3.7471743,-3.4057412,,-2.887538791,-5.647380046
2153000000,-3.7225497,-3.4350548,,-2.887488229,-5.649870215
2154000000,-3.7022223,-3.4253495,,-2.887494739,-5.652287083
2155000000,-3.6714444,-3.4273007,,-2.887558563,-5.654630345
2156000000,-3.7339873,-3.4682536,,-2.887679953,-5.656899698
2157000000,-3.677289,-3.4509416,,-2.887859163,-5.659094839
2158000000,-3.7117879,-3.4587948,,-2.888096456,-5.661215461
2159000000,-3.6942253,-3.4645052,,-2.888392097,-5.663261261
2160000000,-3.6914275,-3.4910164,,-2.888746361,-5.665231934
2161000000,-3.6867759,-3.4752307,,-2.889159526,-5.667127174
2162000000,-3.6621404,-3.4498925,,-2.889631877,-5.668946676
2163000000,-3.645813,-3.4743478,,-2.890163707,-5.670690135
2164000000,-3.6539907,-3.4899962,,-2.890755313,-5.672357244
2165000000,-3.6458726,-3.4935257,,-2.891406998,-5.673947698
2166000000,-3.6235597,-3.4968069,,-2.892119075,-5.675461189
2167000000,-3.6416192,-3.5070939,,-2.892891859,-5.676897413
2168000000,-3.6379447,-3.4923749,,-2.893725674,-5.678256062
2169000000,-3.6170621,-3.4954498,,-2.894620852,-5.679536829
2170000000,-3.6217852,-3.5254006,,-2.895577728,-5.680739407
2171000000,-3.6172824,-3.5177591,,-2.896596648,-5.68186349
2172000000,-3.6002278,-3.5241177,,-2.897677961,-5.68290877
2173000000,-3.6353507,-3.5510418,,-2.898822027,-5.683874941
2174000000,-3.5781872,-3.5283158,,-2.90002921,-5.684761694
2175000000,-3.6276753,-3.5786903,,-2.901299884,-5.685568722
2176000000,-3.5712707,-3.5435889,,-2.902634428,-5.686295718
2177000000,-3.6047378,-3.5563662,,-2.904033229,-5.686942375
2178000000,-3.6071069,-3.567014,,-2.905496682,-5.687508384
2179000000,-3.5726993,-3.5657747,,-2.907025191,-5.687993439
2180000000,-3.5874729,-3.5756631,,-2.908619165,-5.688397232
2181000000,-3.5551198,-3.5661187,,-2.910279024,-5.688719455
2182000000,-3.5240505,-3.5534849,,-2.912005193,-5.688959801
2183000000,-3.5645051,-3.6130452,,-2.913798106,-5.689117962
2184000000,-3.5265219,-3.5730405,,-2.915658208,-5.689193633
2185000000,-3.5430639,-3.6142316,,-2.917585949,-5.689186504
2186000000,-3.5251882,-3.6066444,,-2.919581788,-5.689096271
2187000000,-3.5535858,-3.6355641,,-2.921646194,-5.688922625
2188000000,-3.5327978,-3.616919,,-2.923779645,-5.68866526
2189000000,-3.493211,-3.5792747,,-2.925982625,-5.68832387
2190000000,-3.4994044,-3.6176815,,-2.928255631,-5.687898149
2191000000,-3.5436006,-3.6409311,,-2.930599165,-5.687387792
2192000000,-3.4912956,-3.6390634,,-2.933013742,-5.686792491
2193000000,-3.4946229,-3.6273773,,-2.935499885,-5.686111943
2194000000,-3.5088439,-3.6431687,,-2.938058125,-5.685345843
2195000000,-3.4758682,-3.6360509,,-2.940689006,-5.684493886
2196000000,-3.4777009,-3.651077,,-2.943393078,-5.683555768
2197000000,-3.4702158,-3.6483269,,-2.946170905,-5.682531186
2198000000,-3.4883599,-3.6963451,,-2.949023057,-5.681419837
2199000000,-3.480509,-3.6557431,,-2.951950119,-5.680221418
2200000000,-3.4560833,-3.6609626,,-2.954952683,-5.678935628
2201000000,-3.4656086,-3.6786103,,-2.958031352,-5.677562165
2202000000,-3.4587266,-3.6662395,,-2.961186742,-5.676100729
2203000000,-3.4293535,-3.695575,,-2.964419478,-5.674551019
2204000000,-3.4764626,-3.6991422,,-2.967730196,-5.672912737
2205000000,-3.4397535,-3.6733844,,-2.971119546,-5.671185584
2206000000,-3.4111917,-3.6773818,,-2.974588186,-5.669369262
2207000000,-3.4219213,-3.6982136,,-2.978136787,-5.667463475
2208000000,-3.4268601,-3.7075419,,-2.981766034,-5.665467927
2209000000,-3.416126,-3.6966128,,-2.985476622,-5.663382323
2210000000,-3.4438932,-3.7117217,,-2.989269258,-5.661206369
2211000000,-3.4473186,-3.7605176,,-2.993144663,-5.658939773
2212000000,-3.4399271,-3.7406912,,-2.99710357,-5.656582242
2213000000,-3.4371958,-3.7604756,,-3.001146724,-5.654133485
2214000000,-3.3886528,-3.7370877,,-3.005274885,-5.651593215
2215000000,-3.3977225,-3.7562137,,-3.009488825,-5.648961142
2216000000,-3.4106379,-3.7434618,,-3.013789331,-5.646236979
2217000000,-3.386869,-3.7428255,,-3.018177201,-5.643420442
2218000000,-3.4060984,-3.7514229,,-3.022653249,-5.640511246
2219000000,-3.3599725,-3.7293701,,-3.027218305,-5.637509109
2220000000,-3.3468184,-3.7375734,,-3.031873209,-5.63441375
2221000000,-3.3682196,-3.7470946,,-3.036618821,-5.631224891
2222000000,-3.3816905,-3.7547266,,-3.041456012,-5.627942252
2223000000,-3.3850009,-3.8202417,,-3.046385669,-5.624565559
2224000000,-3.3636029,-3.8039958,,-3.051408697,-5.621094538
2225000000,-3.3607137,-3.7684059,,-3.056526013,-5.617528916
2226000000,-3.3926587,-3.8203835,,-3.061738553,-5.613868424
2227000000,-3.3563738,-3.8004756,,-3.067047269,-5.610112794
2228000000,-3.3605981,-3.7967708,,-3.072453128,-5.60626176
2229000000,-3.3970046,-3.8425953,,-3.077957115,-5.602315059
2230000000,-3.3944256,-3.8097615,,-3.083560233,-5.598272429
2231000000,-3.3305159,-3.8255343,,-3.089263501,-5.594133611
2232000000,-3.3690991,-3.8352726,,-3.095067956,-5.58989835
2233000000,-3.3516886,-3.8414698,,-3.100974655,-5.585566391
2234000000,-3.3575864,-3.8423817,,-3.106984671,-5.581137483
2235000000,-3.3092172,-3.8179007,,-3.113099097,-5.576611378
2236000000,-3.3086026,-3.8094282,,-3.119319044,-5.571987831
2237000000,-3.3147564,-3.8486874,,-3.125645645,-5.567266599
2238000000,-3.3449349,-3.8668251,,-3.132080051,-5.562447443
2239000000,-3.3135407,-3.8521066,,-3.138623433,-5.557530126
2240000000,-3.3203189,-3.8615162,,-3.145276982,-5.552514416
2241000000,-3.309051,-3.8315899,,-3.152041912,-5.547400082
2242000000,-3.3081443,-3.8550341,,-3.158919456,-5.542186899
2243000000,-3.3201113,-3.8718245,,-3.165910871,-5.536874645
2244000000,-3.3116124,-3.8870366,,-3.173017433,-5.5314631
2245000000,-3.3200736,-3.8638701,,-3.180240444,-5.525952049
2246000000,-3.3015528,-3.8705683,,-3.187581225,-5.520341283
2247000000,-3.3131099,-3.8844221,,-3.195041124,-5.514630593
2248000000,-3.3068106,-3.8835931,,-3.20262151,-5.508819777
2249000000,-3.2689509,-3.8833292,,-3.210323777,-5.502908637
2250000000,-3.2899721,-3.9030676,,-3.218149344,-5.49689698
2251000000,-3.2551603,-3.8702035,,-3.226099655,-5.490784616
2252000000,-3.2274699,-3.8466911,,-3.234176179,-5.484571361
2253000000,-3.2902503,-3.9055898,,-3.242380412,-5.478257035
2254000000,-3.2795687,-3.9080522,,-3.250713873,-5.471841465
2255000000,-3.2601824,-3.8946016,,-3.259178113,-5.465324481
2256000000,-3.2585118,-3.9002876,,-3.267774708,-5.45870592
2257000000,-3.2432952,-3.9117839,,-3.27650526,-5.451985623
2258000000,-3.2514853,-3.9083021,,-3.285371404,-5.445163438
2259000000,-3.266094,-3.9104221,,-3.2943748,-5.438239219
2260000000,-3.2792017,-3.9519348,,-3.303517139,-5.431212826
2261000000,-3.2442539,-3.9333785,,-3.312800143,-5.424084123
2262000000,-3.2565663,-3.9425082,,-3.322225564,-5.416852984
2263000000,-3.2533319,-3.9647424,,-3.331795185,-5.409519287
2264000000,-3.276685,-3.9552722,,-3.341510821,-5.402082917
2265000000,-3.22399,-3.9516711,,-3.35137432,-5.394543768
2266000000,-3.2335122,-3.9730632,,-3.361387562,-5.386901739
2267000000,-3.2326562,-3.9325256,,-3.371552463,-5.379156738
2268000000,-3.242394,-3.9723728,,-3.381870971,-5.371308679
2269000000,-3.2268956,-3.9650495,,-3.39234507,-5.363357484
2270000000,-3.2297089,-3.9691277,,-3.402976781,-5.355303084
2271000000,-3.2301822,-3.9467125,,-3.413768159,-5.347145419
2272000000,-3.2453895,-3.9597328,,-3.424721298,-5.338884435
2273000000,-3.2265677,-3.9576263,,-3.43583833,-5.330520089
2274000000,-3.259099,-3.9965336,,-3.447121424,-5.322052344
2275000000,-3.2444172,-3.9849524,,-3.458572789,-5.313481176
2276000000,-3.2404974,-3.9822767,,-3.470194676,-5.304806568
2277000000,-3.2435575,-3.9972389,,-3.481989375,-5.296028514
2278000000,-3.2291527,-3.9839764,,-3.493959218,-5.287147015
2279000000,-3.1855741,-3.974288,,-3.506106579,-5.278162086
2280000000,-3.2016842,-3.971055,,-3.518433877,-5.26907375
2281000000,-3.1960263,-4.0052581,,-3.530943575,-5.259882041
2282000000,-3.2052732,-3.9962277,,-3.54363818,-5.250587006
2283000000,-3.2040474,-4.0150151,,-3.556520246,-5.241188701
2284000000,-3.226305,-3.9961352,,-3.569592372,-5.231687194
2285000000,-3.1915789,-3.9782426,,-3.582857209,-5.222082566
2286000000,-3.1722481,-3.9914281,,-3.596317453,-5.212374909
2287000000,-3.1737266,-3.9929845,,-3.609975852,-5.202564328
2288000000,-3.1911838,-3.9982646,,-3.623835203,-5.19265094
2289000000,-3.1988995,-4.0120659,,-3.637898356,-5.182634878
2290000000,-3.2004895,-4.0104737,,-3.652168214,-5.172516284
2291000000,-3.1963453,-4.0028377,,-3.666647735,-5.162295317
2292000000,-3.2106183,-4.0278153,,-3.681339928,-5.15197215
2293000000,-3.2029269,-4.0557132,,-3.696247864,-5.141546968
2294000000,-3.1596296,-3.9749086,,-3.711374666,-5.131019975
2295000000,-3.1767061,-4.0212865,,-3.726723518,-5.120391386
2296000000,-3.1644957,-4.0315733,,-3.742297665,-5.109661434
2297000000,-3.1685534,-4.0209374,,-3.758100409,-5.098830367
2298000000,-3.1615214,-4.0327182,,-3.774135117,-5.08789845
2299000000,-3.1984303,-4.0428414,,-3.79040522,-5.076865964
2300000000,-3.1831181,-4.0192218,,-3.80691421,-5.065733208
2301000000,-3.2173557,-4.0785117,,-3.823665649,-5.054500498
2302000000,-3.1642916,-4.0136213,,-3.840663164,-5.043168167
2303000000,-3.1641879,-4.0330453,,-3.857910452,-5.031736568
2304000000,-3.1553171,-4.0314102,,-3.875411278,-5.020206072
2305000000,-3.1750765,-4.0388298,,-3.893169481,-5.00857707
2306000000,-3.1621499,-4.0828438,,-3.911188972,-4.99684997
2307000000,-3.1679935,-4.0614233,,-3.929473737,-4.985025204
2308000000,-3.1730106,-4.0550828,,-3.948027836,-4.973103221
2309000000,-3.1580226,-4.0498919,,-3.966855411,-4.961084494
2310000000,-3.1648633,-4.0588517,,-3.985960678,-4.948969515
2311000000,-3.1501749,-4.0580134,,-4.005347939,-4.9367588
2312000000,-3.1450362,-4.0599718,,-4.025021574,-4.924452885
2313000000,-3.1578681,-4.0891924,,-4.044986051,-4.912052332
2314000000,-3.1592724,-4.0808496,,-4.065245922,-4.899557724
2315000000,-3.1505473,-4.0683312,,-4.085805827,-4.886969669
2316000000,-3.1782665,-4.1020918,,-4.106670497,-4.874288799
2317000000,-3.1401732,-4.0502458,,-4.127844752,-4.861515771
2318000000,-3.1708508,-4.1000433,,-4.149333509,-4.848651269
2319000000,-3.1698282,-4.0940781,,-4.171141777,-4.835696001
2320000000,-3.1565185,-4.1153879,,-4.193274664,-4.822650703
2321000000,-3.1210108,-4.0524411,,-4.215737378,-4.809516137
2322000000,-3.1570892,-4.101728,,-4.238535228,-4.796293094
2323000000,-3.1750114,-4.1015301,,-4.261673626,-4.782982392
2324000000,-3.1673,-4.1041675,,-4.285158091,-4.769584879
2325000000,-3.1619544,-4.1073551,,-4.308994249,-4.756101432
2326000000,-3.1416149,-4.1017013,,-4.333187837,-4.742532957
2327000000,-3.1473875,-4.0853615,,-4.357744703,-4.728880392
2328000000,-3.15376,-4.0774922,,-4.382670814,-4.715144706
2329000000,-3.1909657,-4.1274519,,-4.407972249,-4.7013269
2330000000,-3.1531641,-4.1131392,,-4.433655212,-4.687428006
2331000000,-3.1257067,-4.0970502,,-4.459726026,-4.67344909
2332000000,-3.1369984,-4.0873361,,-4.48619114,-4.659391253
2333000000,-3.1526413,-4.0915885,,-4.513057131,-4.645255628
2334000000,-3.1566169,-4.1079121,,-4.540330706,-4.631043384
2335000000,-3.1382446,-4.1048355,,-4.568018705,-4.616755725
2336000000,-3.1418955,-4.114378,,-4.596128104,-4.602393892
2337000000,-3.1701298,-4.1250129,,-4.624666018,-4.587959163
2338000000,-3.143126,-4.1038136,,-4.653639702,-4.573452852
2339000000,-3.1563735,-4.1022348,,-4.683056558,-4.558876313
2340000000,-3.1729524,-4.1032934,,-4.712924133,-4.544230938
2341000000,-3.1357031,-4.102097,,-4.743250127,-4.529518156
2342000000,-3.1739879,-4.1294527,,-4.774042393,-4.514739441
2343000000,-3.1713736,-4.1295409,,-4.805308941,-4.499896304
2344000000,-3.1335647,-4.086597,,-4.837057942,-4.484990298
2345000000,-3.1431892,-4.0755129,,-4.869297728,-4.470023019
2346000000,-3.1565645,-4.1114817,,-4.902036803,-4.454996104
2347000000,-3.1654708,-4.1258326,,-4.935283838,-4.439911237
2348000000,-3.1539547,-4.1084704,,-4.969047679,-4.424770141
2349000000,-3.1361701,-4.1358385,,-5.00333735,-4.409574587
2350000000,-3.1772344,-4.1485481,,-5.038162057,-4.39432639
2351000000,-3.1511743,-4.1410093,,-5.07353119,-4.379027413
2352000000,-3.162905,-4.1049132,,-5.10945433,-4.363679561
2353000000,-3.1756694,-4.1434922,,-5.14594125,-4.348284791
2354000000,-3.1728816,-4.1102824,,-5.183001919,-4.332845105
2355000000,-3.1470315,-4.0718107,,-5.220646509,-4.317362553
2356000000,-3.1539149,-4.1009989,,-5.258885395,-4.301839237
2357000000,-3.1824403,-4.1250029,,-5.297729163,-4.286277306
2358000000,-3.1768124,-4.1174212,,-5.337188612,-4.27067896
2359000000,-3.175194,-4.1191177,,-5.377274758,-4.255046448
2360000000,-3.1288934,-4.0742059,,-5.417998842,-4.239382073
2361000000,-3.184586,-4.1402135,,-5.459372327,-4.223688188
2362000000,-3.1651123,-4.1038194,,-5.501406911,-4.207967199
2363000000,-3.190305,-4.1256509,,-5.544114526,-4.192221564
2364000000,-3.169404,-4.1089287,,-5.587507346,-4.176453796
2365000000,-3.204109,-4.1266375,,-5.631597788,-4.160666459
2366000000,-3.1901164,-4.1343575,,-5.67639852,-4.144862174
2367000000,-3.1452079,-4.1055408,,-5.721922464,-4.129043614
2368000000,-3.1823888,-4.1101732,,-5.768182803,-4.11321351
2369000000,-3.1420152,-4.0905299,,-5.81519298,-4.097374645
2370000000,-3.1998334,-4.130209,,-5.862966713,-4.081529859
2371000000,-3.2229199,-4.164567,,-5.911517989,-4.065682049
2372000000,-3.1689639,-4.1157794,,-5.960861078,-4.049834167
2373000000,-3.1749246,-4.1011548,,-6.011010531,-4.033989222
2374000000,-3.1865633,-4.1125064,,-6.061981189,-4.018150279
2375000000,-3.1969402,-4.1310372,,-6.113788188,-4.002320461
2376000000,-3.1825716,-4.1095281,,-6.166446962,-3.986502946
2377000000,-3.16921,-4.1084704,,-6.219973248,-3.97070097
2378000000,-3.2212803,-4.1454458,,-6.274383093,-3.954917827
2379000000,-3.1767659,-4.1061149,,-6.329692856,-3.939156867
2380000000,-3.2156856,-4.1361699,,-6.385919215,-3.923421497
2381000000,-3.2072108,-4.1127305,,-6.443079172,-3.907715181
2382000000,-3.2470341,-4.1262636,,-6.501190053,-3.892041439
2383000000,-3.2325709,-4.1391172,,-6.560269519,-3.876403849
2384000000,-3.214077,-4.1081605,,-6.620335563,-3.860806043
2385000000,-3.1912413,-4.0899248,,-6.681406522,-3.845251711
2386000000,-3.2444105,-4.1023827,,-6.743501071,-3.829744598
2387000000,-3.207058,-4.1138453,,-6.806638236,-3.814288502
2388000000,-3.2377121,-4.104126,,-6.870837389,-3.798887279
2389000000,-3.2627254,-4.1222048,,-6.936118257,-3.783544836
2390000000,-3.2340603,-4.0979342,,-7.002500918,-3.768265134
2391000000,-3.2567658,-4.133081,,-7.07000581,-3.753052186
2392000000,-3.2557981,-4.1332011,,-7.138653724,-3.737910059
2393000000,-3.2503693,-4.1099501,,-7.208465809,-3.722842869
2394000000,-3.3020229,-4.1296396,,-7.279463573,-3.70785478
2395000000,-3.2747531,-4.109695,,-7.351668875,-3.692950009
2396000000,-3.2824044,-4.0994949,,-7.425103932,-3.678132818
2397000000,-3.2702928,-4.1483512,,-7.499791308,-3.663407515
2398000000,-3.2631156,-4.0753489,,-7.575753911,-3.648778455
2399000000,-3.2502954,-4.0926218,,-7.653014991,-3.634250035
2400000000,-3.26231,-4.0706143,,-7.731598127,-3.619826697
2401000000,-3.2319043,-4.0669518,,-7.811527221,-3.60551292
2402000000,-3.2802212,-4.088562,,-7.892826484,-3.591313225
2403000000,-3.2583222,-4.073534,,-7.975520427,-3.577232169
2404000000,-3.2830968,-4.0728612,,-8.059633839,-3.563274345
2405000000,-3.2825384,-4.0932832,,-8.145191773,-3.549444379
2406000000,-3.27158,-4.0692005,,-8.23221952,-3.535746929
2407000000,-3.2849946,-4.0747867,,-8.320742587,-3.522186682
2408000000,-3.2814813,-4.0818276,,-8.410786665,-3.508768352
2409000000,-3.3096282,-4.0835977,,-8.502377596,-3.495496677
2410000000,-3.2935808,-4.0709891,,-8.595541336,-3.482376419
