frequency, S11, S12, S21, S22
1000000000.0000000000, 0.0050135115, 0.9989015460, 0.9989016056, 0.0050135860
1010000000.0000000000, 0.0050050803, 0.9989010692, 0.9989010096, 0.0050051347
1020000000.0000000000, 0.0049927384, 0.9989006519, 0.9989005327, 0.0049926974
1030000000.0000000000, 0.0049766167, 0.9988998771, 0.9989001751, 0.0049766297
1040000000.0000000000, 0.0049567930, 0.9989002347, 0.9989002943, 0.0049567679
1050000000.0000000000, 0.0049326383, 0.9988996983, 0.9988994002, 0.0049326424
1060000000.0000000000, 0.0049041379, 0.9988988042, 0.9988988638, 0.0049041719
1070000000.0000000000, 0.0048712594, 0.9988987446, 0.9988987446, 0.0048712017
1080000000.0000000000, 0.0048338673, 0.9988979697, 0.9988982081, 0.0048338934
1090000000.0000000000, 0.0047916560, 0.9988976717, 0.9988976717, 0.0047916435
1100000000.0000000000, 0.0047446834, 0.9988976121, 0.9988976717, 0.0047446820
1110000000.0000000000, 0.0046924525, 0.9988968968, 0.9988970160, 0.0046924818
1120000000.0000000000, 0.0046349559, 0.9988964796, 0.9988963604, 0.0046350905
1130000000.0000000000, 0.0045721093, 0.9988960028, 0.9988961220, 0.0045721787
1140000000.0000000000, 0.0045035891, 0.9988958240, 0.9988961816, 0.0045034927
1150000000.0000000000, 0.0044293082, 0.9988951087, 0.9988951087, 0.0044291941
1160000000.0000000000, 0.0043488806, 0.9988949299, 0.9988948107, 0.0043488559
1170000000.0000000000, 0.0042624464, 0.9988945723, 0.9988945127, 0.0042625060
1180000000.0000000000, 0.0041694054, 0.9988943934, 0.9988945127, 0.0041694539
1190000000.0000000000, 0.0040699374, 0.9988937974, 0.9988937378, 0.0040699784
1200000000.0000000000, 0.0039635994, 0.9988935590, 0.9988932610, 0.0039635627
1210000000.0000000000, 0.0038503821, 0.9988931417, 0.9988929629, 0.0038503271
1220000000.0000000000, 0.0037298328, 0.9988927841, 0.9988926649, 0.0037297267
1230000000.0000000000, 0.0036017685, 0.9988920689, 0.9988920689, 0.0036018086
1240000000.0000000000, 0.0034663428, 0.9988918900, 0.9988917708, 0.0034663053
1250000000.0000000000, 0.0033226139, 0.9988913536, 0.9988911748, 0.0033228269
1260000000.0000000000, 0.0031711711, 0.9988911152, 0.9988907576, 0.0031713236
1270000000.0000000000, 0.0030114043, 0.9988899231, 0.9988904595, 0.0030111875
1280000000.0000000000, 0.0028431639, 0.9988898635, 0.9988898039, 0.0028431653
1290000000.0000000000, 0.0026661626, 0.9988892674, 0.9988893270, 0.0026661560
1300000000.0000000000, 0.0024806692, 0.9988888502, 0.9988890290, 0.0024806876
1310000000.0000000000, 0.0022860141, 0.9988883734, 0.9988883138, 0.0022860807
1320000000.0000000000, 0.0020828885, 0.9988877177, 0.9988875985, 0.0020828061
1330000000.0000000000, 0.0018708593, 0.9988870025, 0.9988869429, 0.0018708373
1340000000.0000000000, 0.0016506214, 0.9988863468, 0.9988863468, 0.0016504814
1350000000.0000000000, 0.0014229226, 0.9988852739, 0.9988853931, 0.0014229866
1360000000.0000000000, 0.0011901376, 0.9988845587, 0.9988845587, 0.0011901440
1370000000.0000000000, 0.0009566755, 0.9988837838, 0.9988835454, 0.0009567171
1380000000.0000000000, 0.0007345236, 0.9988829494, 0.9988827705, 0.0007344704
1390000000.0000000000, 0.0005549393, 0.9988816381, 0.9988816977, 0.0005550004
1400000000.0000000000, 0.0004915334, 0.9988804460, 0.9988805056, 0.0004912671
1410000000.0000000000, 0.0006025912, 0.9988787770, 0.9988790154, 0.0006024889
1420000000.0000000000, 0.0008346849, 0.9988775849, 0.9988773465, 0.0008347278
1430000000.0000000000, 0.0011264768, 0.9988756776, 0.9988756776, 0.0011263803
1440000000.0000000000, 0.0014519475, 0.9988741875, 0.9988742471, 0.0014521237
1450000000.0000000000, 0.0018014002, 0.9988722205, 0.9988722801, 0.0018017200
1460000000.0000000000, 0.0021714470, 0.9988703132, 0.9988703132, 0.0021714023
1470000000.0000000000, 0.0025595780, 0.9988675117, 0.9988675714, 0.0025594661
1480000000.0000000000, 0.0029649702, 0.9988652468, 0.9988650084, 0.0029649313
1490000000.0000000000, 0.0033878908, 0.9988619089, 0.9988618493, 0.0033878314
1500000000.0000000000, 0.0038282317, 0.9988586903, 0.9988587499, 0.0038281481
1510000000.0000000000, 0.0042857910, 0.9988553524, 0.9988557100, 0.0042857900
1520000000.0000000000, 0.0047615711, 0.9988515973, 0.9988517165, 0.0047617373
1530000000.0000000000, 0.0052552819, 0.9988476038, 0.9988475442, 0.0052551911
1540000000.0000000000, 0.0057674674, 0.9988431334, 0.9988431334, 0.0057676700
1550000000.0000000000, 0.0062987562, 0.9988381267, 0.9988383651, 0.0062986407
1560000000.0000000000, 0.0068490808, 0.9988330603, 0.9988328815, 0.0068491697
1570000000.0000000000, 0.0074193571, 0.9988272786, 0.9988272786, 0.0074194064
1580000000.0000000000, 0.0080101732, 0.9988203049, 0.9988203645, 0.0080098817
1590000000.0000000000, 0.0086212773, 0.9988134503, 0.9988133907, 0.0086213797
1600000000.0000000000, 0.0092540514, 0.9988061786, 0.9988059998, 0.0092541492
1610000000.0000000000, 0.0099084191, 0.9987977743, 0.9987976551, 0.0099084908
1620000000.0000000000, 0.0105853705, 0.9987888336, 0.9987888336, 0.0105852466
1630000000.0000000000, 0.0112849008, 0.9987787008, 0.9987792373, 0.0112852193
1640000000.0000000000, 0.0120085608, 0.9987685680, 0.9987686872, 0.0120086418
1650000000.0000000000, 0.0127559686, 0.9987573624, 0.9987574816, 0.0127557116
1660000000.0000000000, 0.0135279447, 0.9987447858, 0.9987449050, 0.0135280462
1670000000.0000000000, 0.0143253040, 0.9987315536, 0.9987315536, 0.0143253496
1680000000.0000000000, 0.0151487757, 0.9987170100, 0.9987171888, 0.0151487924
1690000000.0000000000, 0.0159986001, 0.9987015724, 0.9987013936, 0.0159986522
1700000000.0000000000, 0.0168759488, 0.9986847043, 0.9986844659, 0.0168756321
1710000000.0000000000, 0.0177808981, 0.9986662269, 0.9986661673, 0.0177809652
1720000000.0000000000, 0.0187144652, 0.9986470938, 0.9986470342, 0.0187144820
1730000000.0000000000, 0.0196775123, 0.9986261129, 0.9986256957, 0.0196774602
1740000000.0000000000, 0.0206703190, 0.9986032248, 0.9986029863, 0.0206702910
1750000000.0000000000, 0.0216940120, 0.9985786080, 0.9985788465, 0.0216939710
1760000000.0000000000, 0.0227492191, 0.9985527396, 0.9985528588, 0.0227491297
1770000000.0000000000, 0.0238363426, 0.9985244870, 0.9985241890, 0.0238363761
1780000000.0000000000, 0.0249568820, 0.9984941483, 0.9984942675, 0.0249570124
1790000000.0000000000, 0.0261113513, 0.9984617233, 0.9984617233, 0.0261114873
1800000000.0000000000, 0.0273002889, 0.9984269142, 0.9984267950, 0.0273004584
1810000000.0000000000, 0.0285250042, 0.9983896017, 0.9983900785, 0.0285250098
1820000000.0000000000, 0.0297857095, 0.9983496070, 0.9983496666, 0.0297857672
1830000000.0000000000, 0.0310837384, 0.9983070493, 0.9983069897, 0.0310839824
1840000000.0000000000, 0.0324197337, 0.9982607961, 0.9982609153, 0.0324198082
1850000000.0000000000, 0.0337949581, 0.9982119799, 0.9982121587, 0.0337948799
1860000000.0000000000, 0.0352100879, 0.9981594682, 0.9981595874, 0.0352100469
1870000000.0000000000, 0.0366659239, 0.9981038570, 0.9981036782, 0.0366658866
1880000000.0000000000, 0.0381636843, 0.9980440736, 0.9980438948, 0.0381636843
1890000000.0000000000, 0.0397040807, 0.9979804158, 0.9979804754, 0.0397042036
1900000000.0000000000, 0.0412883125, 0.9979119301, 0.9979122281, 0.0412886404
1910000000.0000000000, 0.0429177657, 0.9978398681, 0.9978396297, 0.0429177135
1920000000.0000000000, 0.0445926227, 0.9977624416, 0.9977625012, 0.0445923433
1930000000.0000000000, 0.0463145822, 0.9976801872, 0.9976802468, 0.0463146381
1940000000.0000000000, 0.0480844937, 0.9975920916, 0.9975922108, 0.0480843782
1950000000.0000000000, 0.0499032810, 0.9974985123, 0.9974986911, 0.0499034598
1960000000.0000000000, 0.0517726988, 0.9973989725, 0.9973992109, 0.0517727286
1970000000.0000000000, 0.0536934622, 0.9972936511, 0.9972937107, 0.0536932275
1980000000.0000000000, 0.0556665361, 0.9971805811, 0.9971806407, 0.0556664690
1990000000.0000000000, 0.0576934852, 0.9970607758, 0.9970607162, 0.0576935187
2000000000.0000000000, 0.0597752742, 0.9969338179, 0.9969336987, 0.0597754233
2010000000.0000000000, 0.0619134903, 0.9967985153, 0.9967984557, 0.0619135536
2020000000.0000000000, 0.0641088709, 0.9966542125, 0.9966545701, 0.0641090050
2030000000.0000000000, 0.0663629025, 0.9965026379, 0.9965023398, 0.0663631335
2040000000.0000000000, 0.0686771274, 0.9963403344, 0.9963403344, 0.0686772391
2050000000.0000000000, 0.0710528269, 0.9961690903, 0.9961688519, 0.0710529089
2060000000.0000000000, 0.0734907761, 0.9959864020, 0.9959865808, 0.0734909922
2070000000.0000000000, 0.0759934336, 0.9957935214, 0.9957935214, 0.0759933889
2080000000.0000000000, 0.0785609633, 0.9955886602, 0.9955887198, 0.0785610080
2090000000.0000000000, 0.0811950341, 0.9953716993, 0.9953717589, 0.0811950266
2100000000.0000000000, 0.0838979334, 0.9951422811, 0.9951421618, 0.0838977918
2110000000.0000000000, 0.0866703913, 0.9948984385, 0.9948986173, 0.0866704434
2120000000.0000000000, 0.0895139277, 0.9946409464, 0.9946410060, 0.0895138979
2130000000.0000000000, 0.0924302563, 0.9943679571, 0.9943677783, 0.0924301147
2140000000.0000000000, 0.0954207182, 0.9940794706, 0.9940793514, 0.0954207703
2150000128.0000000000, 0.0984867811, 0.9937741756, 0.9937743545, 0.0984869599
2160000000.0000000000, 0.1016300842, 0.9934509397, 0.9934511781, 0.1016302854
2169999872.0000000000, 0.1048523709, 0.9931098819, 0.9931099415, 0.1048526466
2179999744.0000000000, 0.1081551909, 0.9927490354, 0.9927490950, 0.1081550643
2189999616.0000000000, 0.1115398481, 0.9923681021, 0.9923679233, 0.1115400270
2199999488.0000000000, 0.1150080860, 0.9919652939, 0.9919654131, 0.1150080934
2209999360.0000000000, 0.1185616106, 0.9915398359, 0.9915397763, 0.1185618341
2219999232.0000000000, 0.1222022623, 0.9910907149, 0.9910905957, 0.1222023442
2229999104.0000000000, 0.1259310991, 0.9906167388, 0.9906167984, 0.1259311140
2239998976.0000000000, 0.1297503263, 0.9901168346, 0.9901164770, 0.1297503710
2249998848.0000000000, 0.1336614043, 0.9895890355, 0.9895890355, 0.1336615235
2259998720.0000000000, 0.1376660913, 0.9890325665, 0.9890321493, 0.1376659870
2269998592.0000000000, 0.1417663544, 0.9884455800, 0.9884455800, 0.1417662799
2279998464.0000000000, 0.1459629536, 0.9878273606, 0.9878275394, 0.1459627599
2289998336.0000000000, 0.1502579600, 0.9871753454, 0.9871755838, 0.1502580345
2299998208.0000000000, 0.1546536386, 0.9864884615, 0.9864887595, 0.1546535492
2309998080.0000000000, 0.1591511667, 0.9857653379, 0.9857653975, 0.1591511518
2319997952.0000000000, 0.1637524813, 0.9850036502, 0.9850038886, 0.1637523919
2329997824.0000000000, 0.1684590131, 0.9842014909, 0.9842014313, 0.1684589982
2339997696.0000000000, 0.1732721180, 0.9833577871, 0.9833578467, 0.1732718498
2349997568.0000000000, 0.1781934351, 0.9824698567, 0.9824697971, 0.1781937182
2359997440.0000000000, 0.1832244396, 0.9815356731, 0.9815355539, 0.1832247674
