x,y1,y2,y3
2.233,-12.16080028,-12.4433,-14.3258
2.234,-12.16141315,-12.4433,-14.3258
2.235,-12.16202449,-12.4433,-14.3258
2.236,-12.16263428,-12.4433,-14.3258
2.237,-12.16324251,-12.4433,-14.3258
2.238,-12.16384917,-12.4433,-14.3258
2.239,-12.16445427,-12.4433,-14.3258
2.24,-12.16505779,-12.4433,-14.3258
2.241,-12.16565973,-12.4433,-14.3258
2.242,-12.16626007,-12.4433,-14.3258
2.243,-12.16685881,-12.4433,-14.3258
2.244,-12.16745595,-12.4433,-14.3258
2.245,-12.16805147,-12.4433,-14.3258
2.246,-12.16864538,-12.4433,-14.3258
2.247,-12.16923766,-12.4433,-14.3258
2.248,-12.1698283,-12.4433,-14.3258
2.249,-12.1704173,-12.4433,-14.3258
2.25,-12.17100466,-12.4433,-14.3258
2.251,-12.17159036,-12.4433,-14.3258
2.252,-12.1721744,-12.4433,-14.3258
2.253,-12.17275677,-12.4433,-14.3258
2.254,-12.17333747,-12.4433,-14.3258
2.255,-12.17391649,-12.4433,-14.3258
2.256,-12.17449381,-12.4433,-14.3258
2.257,-12.17506944,-12.4433,-14.3258
2.258,-12.17564338,-12.4433,-14.3258
2.259,-12.1762156,-12.4433,-14.3258
2.26,-12.17678611,-12.4433,-14.3258
2.261,-12.17735489,-12.4433,-14.3258
2.262,-12.17792195,-12.4433,-14.3258
2.263,-12.17848728,-12.4433,-14.3258
2.264,-12.17905086,-12.4433,-14.3258
2.265,-12.1796127,-12.4433,-14.3258
2.266,-12.18017278,-12.4433,-14.3258
2.267,-12.1807311,-12.4433,-14.3258
2.268,-12.18128766,-12.4433,-14.3258
2.269,-12.18184245,-12.4433,-14.3258
2.27,-12.18239545,-12.4433,-14.3258
2.271,-12.18294667,-12.4433,-14.3258
2.272,-12.1834961,-12.4433,-14.3258
2.273,-12.18404373,-12.4433,-14.3258
2.274,-12.18458956,-12.4433,-14.3258
2.275,-12.18513358,-12.4433,-14.3258
2.276,-12.18567579,-12.4433,-14.3258
2.277,-12.18621617,-12.4433,-14.3258
2.278,-12.18675472,-12.4433,-14.3258
2.279,-12.18729145,-12.4433,-14.3258
2.28,-12.18782633,-12.4433,-14.3258
2.281,-12.18835936,-12.4433,-14.3258
2.282,-12.18889055,-12.4433,-14.3258
2.283,-12.18941988,-12.4433,-14.3258
2.284,-12.18994735,-12.4433,-14.3258
2.285,-12.19047294,-12.4433,-14.3258
2.286,-12.19099667,-12.4433,-14.3258
2.287,-12.19151851,-12.4433,-14.3258
2.288,-12.19203847,-12.4433,-14.3258
2.289,-12.19255654,-12.4433,-14.3258
2.29,-12.19307271,-12.4433,-14.3258
2.291,-12.19358697,-12.4433,-14.3258
2.292,-12.19409934,-12.4433,-14.3258
2.293,-12.19460978,-12.4433,-14.3258
2.294,-12.19511831,-12.4433,-14.3258
2.295,-12.19562492,-12.4433,-14.3258
2.296,-12.1961296,-12.4433,-14.3258
2.297,-12.19663234,-12.4433,-14.3258
2.298,-12.19713314,-12.4433,-14.3258
2.299,-12.197632,-12.4433,-14.3258
2.3,-12.19812891,-12.4433,-14.3258
2.301,-12.19862386,-12.4433,-14.3258
2.302,-12.19911686,-12.4433,-14.3258
2.303,-12.19960788,-12.4433,-14.3258
2.304,-12.20009694,-12.4433,-14.3258
2.305,-12.20058402,-12.4433,-14.3258
2.306,-12.20106912,-12.4433,-14.3258
2.307,-12.20155224,-12.4433,-14.3258
2.308,-12.20203337,-12.4433,-14.3258
2.309,-12.2025125,-12.4433,-14.3258
2.31,-12.20298963,-12.4433,-14.3258
2.311,-12.20346476,-12.4433,-14.3258
2.312,-12.20393788,-12.4433,-14.3258
2.313,-12.20440899,-12.4433,-14.3258
2.314,-12.20487808,-12.4433,-14.3258
2.315,-12.20534514,-12.4433,-14.3258
2.316,-12.20581018,-12.4433,-14.3258
2.317,-12.20627318,-12.4433,-14.3258
2.318,-12.20673415,-12.4433,-14.3258
2.319,-12.20719308,-12.4433,-14.3258
2.32,-12.20764997,-12.4433,-14.3258
2.321,-12.2081048,-12.4433,-14.3258
2.322,-12.20855758,-12.4433,-14.3258
2.323,-12.2090083,-12.4433,-14.3258
2.324,-12.20945697,-12.4433,-14.3258
2.325,-12.20990356,-12.4433,-14.3258
2.326,-12.21034808,-12.4433,-14.3258
2.327,-12.21079053,-12.4433,-14.3258
2.328,-12.21123091,-12.4433,-14.3258
2.329,-12.21166919,-12.4433,-14.3258
2.33,-12.2121054,-12.4433,-14.3258
2.331,-12.21253951,-12.4433,-14.3258
2.332,-12.21297153,-12.4433,-14.3258
2.333,-12.21340145,-12.4433,-14.3258
2.334,-12.21382926,-12.4433,-14.3258
2.335,-12.21425498,-12.4433,-14.3258
2.336,-12.21467858,-12.4433,-14.3258
2.337,-12.21510007,-12.4433,-14.3258
2.338,-12.21551945,-12.4433,-14.3258
2.339,-12.2159367,-12.4433,-14.3258
2.34,-12.21635183,-12.4433,-14.3258
2.341,-12.21676484,-12.4433,-14.3258
2.342,-12.21717571,-12.4433,-14.3258
2.343,-12.21758445,-12.4433,-14.3258
2.344,-12.21799105,-12.4433,-14.3258
2.345,-12.21839551,-12.4433,-14.3258
2.346,-12.21879783,-12.4433,-14.3258
2.347,-12.219198,-12.4433,-14.3258
2.348,-12.21959603,-12.4433,-14.3258
2.349,-12.21999189,-12.4433,-14.3258
2.35,-12.22038561,-12.4433,-14.3258
2.351,-12.22077716,-12.4433,-14.3258
2.352,-12.22116655,-12.4433,-14.3258
2.353,-12.22155378,-12.4433,-14.3258
2.354,-12.22193883,-12.4433,-14.3258
2.355,-12.22232172,-12.4433,-14.3258
2.356,-12.22270243,-12.4433,-14.3258
2.357,-12.22308097,-12.4433,-14.3258
2.358,-12.22345733,-12.4433,-14.3258
2.359,-12.2238315,-12.4433,-14.3258
2.36,-12.22420349,-12.4433,-14.3258
2.361,-12.2245733,-12.4433,-14.3258
2.362,-12.22494091,-12.4433,-14.3258
2.363,-12.22530633,-12.4433,-14.3258
2.364,-12.22566956,-12.4433,-14.3258
2.365,-12.22603059,-12.4433,-14.3258
2.366,-12.22638942,-12.4433,-14.3258
2.367,-12.22674605,-12.4433,-14.3258
2.368,-12.22710047,-12.4433,-14.3258
2.369,-12.22745269,-12.4433,-14.3258
2.37,-12.2278027,-12.4433,-14.3258
2.371,-12.2281505,-12.4433,-14.3258
2.372,-12.22849609,-12.4433,-14.3258
2.373,-12.22883947,-12.4433,-14.3258
2.374,-12.22918062,-12.4433,-14.3258
2.375,-12.22951956,-12.4433,-14.3258
2.376,-12.22985628,-12.4433,-14.3258
2.377,-12.23019077,-12.4433,-14.3258
2.378,-12.23052305,-12.4433,-14.3258
2.379,-12.23085309,-12.4433,-14.3258
2.38,-12.23118091,-12.4433,-14.3258
2.381,-12.2315065,-12.4433,-14.3258
2.382,-12.23182985,-12.4433,-14.3258
2.383,-12.23215098,-12.4433,-14.3258
2.384,-12.23246987,-12.4433,-14.3258
2.385,-12.23278653,-12.4433,-14.3258
2.386,-12.23310095,-12.4433,-14.3258
2.387,-12.23341313,-12.4433,-14.3258
2.388,-12.23372307,-12.4433,-14.3258
2.389,-12.23403077,-12.4433,-14.3258
2.39,-12.23433622,-12.4433,-14.3258
2.391,-12.23463944,-12.4433,-14.3258
2.392,-12.2349404,-12.4433,-14.3258
2.393,-12.23523913,-12.4433,-14.3258
2.394,-12.2355356,-12.4433,-14.3258
2.395,-12.23582983,-12.4433,-14.3258
2.396,-12.23612181,-12.4433,-14.3258
2.397,-12.23641154,-12.4433,-14.3258
2.398,-12.23669902,-12.4433,-14.3258
2.399,-12.23698425,-12.4433,-14.3258
2.4,-12.23726722,-12.4433,-14.3258
2.401,-12.23754794,-12.4433,-14.3258
2.402,-12.23782641,-12.4433,-14.3258
2.403,-12.23810262,-12.4433,-14.3258
2.404,-12.23837658,-12.4433,-14.3258
2.405,-12.23864828,-12.4433,-14.3258
2.406,-12.23891772,-12.4433,-14.3258
2.407,-12.23918491,-12.4433,-14.3258
2.408,-12.23944984,-12.4433,-14.3258
2.409,-12.23971251,-12.4433,-14.3258
2.41,-12.23997293,-12.4433,-14.3258
2.411,-12.24023108,-12.4433,-14.3258
2.412,-12.24048698,-12.4433,-14.3258
2.413,-12.24074062,-12.4433,-14.3258
2.414,-12.240992,-12.4433,-14.3258
2.415,-12.24124112,-12.4433,-14.3258
2.416,-12.24148798,-12.4433,-14.3258
2.417,-12.24173258,-12.4433,-14.3258
2.418,-12.24197492,-12.4433,-14.3258
2.419,-12.24221501,-12.4433,-14.3258
2.42,-12.24245283,-12.4433,-14.3258
2.421,-12.2426884,-12.4433,-14.3258
2.422,-12.2429217,-12.4433,-14.3258
2.423,-12.24315275,-12.4433,-14.3258
2.424,-12.24338154,-12.4433,-14.3258
2.425,-12.24360807,-12.4433,-14.3258
2.426,-12.24383234,-12.4433,-14.3258
2.427,-12.24405435,-12.4433,-14.3258
2.428,-12.24427411,-12.4433,-14.3258
2.429,-12.24449161,-12.4433,-14.3258
2.43,-12.24470686,-12.4433,-14.3258
2.431,-12.24491985,-12.4433,-14.3258
2.432,-12.24513059,-12.4433,-14.3258
2.433,-12.24533907,-12.4433,-14.3258
2.434,-12.2455453,-12.4433,-14.3258
2.435,-12.24574927,-12.4433,-14.3258
2.436,-12.245951,-12.4433,-14.3258
2.437,-12.24615047,-12.4433,-14.3258
2.438,-12.24634769,-12.4433,-14.3258
2.439,-12.24654267,-12.4433,-14.3258
2.44,-12.24673539,-12.4433,-14.3258
2.441,-12.24692587,-12.4433,-14.3258
2.442,-12.24711411,-12.4433,-14.3258
2.443,-12.24730009,-12.4433,-14.3258
2.444,-12.24748384,-12.4433,-14.3258
2.445,-12.24766534,-12.4433,-14.3258
2.446,-12.2478446,-12.4433,-14.3258
2.447,-12.24802162,-12.4433,-14.3258
2.448,-12.2481964,-12.4433,-14.3258
2.449,-12.24836894,-12.4433,-14.3258
2.45,-12.24853925,-12.4433,-14.3258
2.451,-12.24870733,-12.4433,-14.3258
2.452,-12.24887317,-12.4433,-14.3258
2.453,-12.24903677,-12.4433,-14.3258
2.454,-12.24919815,-12.4433,-14.3258
2.455,-12.2493573,-12.4433,-14.3258
2.456,-12.24951422,-12.4433,-14.3258
2.457,-12.24966892,-12.4433,-14.3258
2.458,-12.2498214,-12.4433,-14.3258
2.459,-12.24997165,-12.4433,-14.3258
2.46,-12.25011968,-12.4433,-14.3258
2.461,-12.2502655,-12.4433,-14.3258
2.462,-12.2504091,-12.4433,-14.3258
2.463,-12.25055048,-12.4433,-14.3258
2.464,-12.25068966,-12.4433,-14.3258
2.465,-12.25082662,-12.4433,-14.3258
2.466,-12.25096138,-12.4433,-14.3258
2.467,-12.25109393,-12.4433,-14.3258
2.468,-12.25122427,-12.4433,-14.3258
2.469,-12.25135242,-12.4433,-14.3258
2.47,-12.25147836,-12.4433,-14.3258
2.471,-12.25160211,-12.4433,-14.3258
2.472,-12.25172366,-12.4433,-14.3258
2.473,-12.25184302,-12.4433,-14.3258
2.474,-12.2519602,-12.4433,-14.3258
2.475,-12.25207518,-12.4433,-14.3258
2.476,-12.25218798,-12.4433,-14.3258
2.477,-12.25229859,-12.4433,-14.3258
2.478,-12.25240703,-12.4433,-14.3258
2.479,-12.25251329,-12.4433,-14.3258
2.48,-12.25261737,-12.4433,-14.3258
2.481,-12.25271928,-12.4433,-14.3258
2.482,-12.25281902,-12.4433,-14.3258
2.483,-12.2529166,-12.4433,-14.3258
2.484,-12.25301201,-12.4433,-14.3258
2.485,-12.25310526,-12.4433,-14.3258
2.486,-12.25319635,-12.4433,-14.3258
2.487,-12.25328529,-12.4433,-14.3258
2.488,-12.25337208,-12.4433,-14.3258
2.489,-12.25345671,-12.4433,-14.3258
2.49,-12.2535392,-12.4433,-14.3258
2.491,-12.25361954,-12.4433,-14.3258
2.492,-12.25369775,-12.4433,-14.3258
2.493,-12.25377382,-12.4433,-14.3258
2.494,-12.25384775,-12.4433,-14.3258
2.495,-12.25391955,-12.4433,-14.3258
2.496,-12.25398923,-12.4433,-14.3258
2.497,-12.25405678,-12.4433,-14.3258
2.498,-12.25412221,-12.4433,-14.3258
2.499,-12.25418552,-12.4433,-14.3258
2.5,-12.25424672,-12.4433,-14.3258
2.501,-12.25430581,-12.4433,-14.3258
2.502,-12.25436279,-12.4433,-14.3258
2.503,-12.25441767,-12.4433,-14.3258
2.504,-12.25447044,-12.4433,-14.3258
2.505,-12.25452112,-12.4433,-14.3258
2.506,-12.25456971,-12.4433,-14.3258
2.507,-12.2546162,-12.4433,-14.3258
2.508,-12.25466061,-12.4433,-14.3258
2.509,-12.25470294,-12.4433,-14.3258
2.51,-12.25474319,-12.4433,-14.3258
2.511,-12.25478137,-12.4433,-14.3258
2.512,-12.25481747,-12.4433,-14.3258
2.513,-12.25485151,-12.4433,-14.3258
2.514,-12.25488348,-12.4433,-14.3258
2.515,-12.25491339,-12.4433,-14.3258
2.516,-12.25494125,-12.4433,-14.3258
2.517,-12.25496706,-12.4433,-14.3258
2.518,-12.25499082,-12.4433,-14.3258
2.519,-12.25501254,-12.4433,-14.3258
2.52,-12.25503222,-12.4433,-14.3258
2.521,-12.25504986,-12.4433,-14.3258
2.522,-12.25506547,-12.4433,-14.3258
2.523,-12.25507905,-12.4433,-14.3258
2.524,-12.25509062,-12.4433,-14.3258
2.525,-12.25510016,-12.4433,-14.3258
2.526,-12.25510769,-12.4433,-14.3258
2.527,-12.25511321,-12.4433,-14.3258
2.528,-12.25511672,-12.4433,-14.3258
2.529,-12.25511824,-12.4433,-14.3258
2.53,-12.25511775,-12.4433,-14.3258
2.531,-12.25511528,-12.4433,-14.3258
2.532,-12.25511082,-12.4433,-14.3258
2.533,-12.25510437,-12.4433,-14.3258
2.534,-12.25509594,-12.4433,-14.3258
2.535,-12.25508554,-12.4433,-14.3258
2.536,-12.25507317,-12.4433,-14.3258
2.537,-12.25505884,-12.4433,-14.3258
2.538,-12.25504255,-12.4433,-14.3258
2.539,-12.2550243,-12.4433,-14.3258
2.54,-12.25500409,-12.4433,-14.3258
2.541,-12.25498195,-12.4433,-14.3258
2.542,-12.25495786,-12.4433,-14.3258
2.543,-12.25493183,-12.4433,-14.3258
2.544,-12.25490388,-12.4433,-14.3258
2.545,-12.25487399,-12.4433,-14.3258
2.546,-12.25484218,-12.4433,-14.3258
2.547,-12.25480846,-12.4433,-14.3258
2.548,-12.25477283,-12.4433,-14.3258
2.549,-12.25473528,-12.4433,-14.3258
2.55,-12.25469584,-12.4433,-14.3258
2.551,-12.25465449,-12.4433,-14.3258
2.552,-12.25461126,-12.4433,-14.3258
2.553,-12.25456614,-12.4433,-14.3258
2.554,-12.25451913,-12.4433,-14.3258
2.555,-12.25447025,-12.4433,-14.3258
2.556,-12.2544195,-12.4433,-14.3258
2.557,-12.25436688,-12.4433,-14.3258
2.558,-12.2543124,-12.4433,-14.3258
2.559,-12.25425607,-12.4433,-14.3258
2.56,-12.25419788,-12.4433,-14.3258
2.561,-12.25413785,-12.4433,-14.3258
2.562,-12.25407597,-12.4433,-14.3258
2.563,-12.25401227,-12.4433,-14.3258
2.564,-12.25394673,-12.4433,-14.3258
2.565,-12.25387937,-12.4433,-14.3258
2.566,-12.25381019,-12.4433,-14.3258
2.567,-12.2537392,-12.4433,-14.3258
2.568,-12.2536664,-12.4433,-14.3258
2.569,-12.2535918,-12.4433,-14.3258
2.57,-12.2535154,-12.4433,-14.3258
2.571,-12.25343721,-12.4433,-14.3258
2.572,-12.25335723,-12.4433,-14.3258
2.573,-12.25327548,-12.4433,-14.3258
2.574,-12.25319195,-12.4433,-14.3258
2.575,-12.25310665,-12.4433,-14.3258
2.576,-12.25301959,-12.4433,-14.3258
2.577,-12.25293077,-12.4433,-14.3258
2.578,-12.2528402,-12.4433,-14.3258
2.579,-12.25274789,-12.4433,-14.3258
2.58,-12.25265383,-12.4433,-14.3258
2.581,-12.25255804,-12.4433,-14.3258
2.582,-12.25246053,-12.4433,-14.3258
2.583,-12.25236129,-12.4433,-14.3258
2.584,-12.25226033,-12.4433,-14.3258
2.585,-12.25215766,-12.4433,-14.3258
2.586,-12.25205329,-12.4433,-14.3258
2.587,-12.25194722,-12.4433,-14.3258
2.588,-12.25183945,-12.4433,-14.3258
2.589,-12.25173,-12.4433,-14.3258
2.59,-12.25161887,-12.4433,-14.3258
2.591,-12.25150606,-12.4433,-14.3258
2.592,-12.25139159,-12.4433,-14.3258
2.593,-12.25127545,-12.4433,-14.3258
2.594,-12.25115765,-12.4433,-14.3258
2.595,-12.2510382,-12.4433,-14.3258
2.596,-12.25091711,-12.4433,-14.3258
2.597,-12.25079438,-12.4433,-14.3258
2.598,-12.25067002,-12.4433,-14.3258
2.599,-12.25054403,-12.4433,-14.3258
2.6,-12.25041642,-12.4433,-14.3258
2.601,-12.2502872,-12.4433,-14.3258
2.602,-12.25015637,-12.4433,-14.3258
2.603,-12.25002394,-12.4433,-14.3258
2.604,-12.24988991,-12.4433,-14.3258
2.605,-12.2497543,-12.4433,-14.3258
2.606,-12.2496171,-12.4433,-14.3258
2.607,-12.24947833,-12.4433,-14.3258
