x,y1,y2,y3
106,-1.198684007,-1.04688,-1.20492
107,-1.198639629,-1.04688,-1.20492
108,-1.198595429,-1.04688,-1.20492
109,-1.198551405,-1.04688,-1.20492
110,-1.198507559,-1.04688,-1.20492
111,-1.198463892,-1.04688,-1.20492
112,-1.198420402,-1.04688,-1.20492
113,-1.198377092,-1.04688,-1.20492
114,-1.198333962,-1.04688,-1.20492
115,-1.198291011,-1.04688,-1.20492
116,-1.198248241,-1.04688,-1.20492
117,-1.198205651,-1.04688,-1.20492
118,-1.198163242,-1.04688,-1.20492
119,-1.198121015,-1.04688,-1.20492
120,-1.19807897,-1.04688,-1.20492
121,-1.198037107,-1.04688,-1.20492
122,-1.197995427,-1.04688,-1.20492
123,-1.197953929,-1.04688,-1.20492
124,-1.197912616,-1.04688,-1.20492
125,-1.197871486,-1.04688,-1.20492
126,-1.19783054,-1.04688,-1.20492
127,-1.197789778,-1.04688,-1.20492
128,-1.197749202,-1.04688,-1.20492
129,-1.197708811,-1.04688,-1.20492
130,-1.197668605,-1.04688,-1.20492
131,-1.197628585,-1.04688,-1.20492
132,-1.197588752,-1.04688,-1.20492
133,-1.197549105,-1.04688,-1.20492
134,-1.197509646,-1.04688,-1.20492
135,-1.197470373,-1.04688,-1.20492
136,-1.197431288,-1.04688,-1.20492
137,-1.197392391,-1.04688,-1.20492
138,-1.197353683,-1.04688,-1.20492
139,-1.197315162,-1.04688,-1.20492
140,-1.197276831,-1.04688,-1.20492
141,-1.197238689,-1.04688,-1.20492
142,-1.197200737,-1.04688,-1.20492
143,-1.197162974,-1.04688,-1.20492
144,-1.197125401,-1.04688,-1.20492
145,-1.197088019,-1.04688,-1.20492
146,-1.197050827,-1.04688,-1.20492
147,-1.197013826,-1.04688,-1.20492
148,-1.196977016,-1.04688,-1.20492
149,-1.196940398,-1.04688,-1.20492
150,-1.196903972,-1.04688,-1.20492
151,-1.196867737,-1.04688,-1.20492
152,-1.196831695,-1.04688,-1.20492
153,-1.196795845,-1.04688,-1.20492
154,-1.196760188,-1.04688,-1.20492
155,-1.196724724,-1.04688,-1.20492
156,-1.196689454,-1.04688,-1.20492
157,-1.196654376,-1.04688,-1.20492
158,-1.196619493,-1.04688,-1.20492
159,-1.196584803,-1.04688,-1.20492
160,-1.196550308,-1.04688,-1.20492
161,-1.196516006,-1.04688,-1.20492
162,-1.1964819,-1.04688,-1.20492
163,-1.196447988,-1.04688,-1.20492
164,-1.196414271,-1.04688,-1.20492
165,-1.19638075,-1.04688,-1.20492
166,-1.196347424,-1.04688,-1.20492
167,-1.196314293,-1.04688,-1.20492
168,-1.196281359,-1.04688,-1.20492
169,-1.19624862,-1.04688,-1.20492
170,-1.196216077,-1.04688,-1.20492
171,-1.196183731,-1.04688,-1.20492
172,-1.196151581,-1.04688,-1.20492
173,-1.196119628,-1.04688,-1.20492
174,-1.196087872,-1.04688,-1.20492
175,-1.196056313,-1.04688,-1.20492
176,-1.196024951,-1.04688,-1.20492
177,-1.195993786,-1.04688,-1.20492
178,-1.195962819,-1.04688,-1.20492
179,-1.19593205,-1.04688,-1.20492
180,-1.195901478,-1.04688,-1.20492
181,-1.195871104,-1.04688,-1.20492
182,-1.195840928,-1.04688,-1.20492
183,-1.19581095,-1.04688,-1.20492
184,-1.195781171,-1.04688,-1.20492
185,-1.19575159,-1.04688,-1.20492
186,-1.195722207,-1.04688,-1.20492
187,-1.195693024,-1.04688,-1.20492
188,-1.195664039,-1.04688,-1.20492
189,-1.195635252,-1.04688,-1.20492
190,-1.195606665,-1.04688,-1.20492
191,-1.195578277,-1.04688,-1.20492
192,-1.195550088,-1.04688,-1.20492
193,-1.195522098,-1.04688,-1.20492
194,-1.195494307,-1.04688,-1.20492
195,-1.195466716,-1.04688,-1.20492
196,-1.195439325,-1.04688,-1.20492
197,-1.195412132,-1.04688,-1.20492
198,-1.19538514,-1.04688,-1.20492
199,-1.195358347,-1.04688,-1.20492
200,-1.195331754,-1.04688,-1.20492
201,-1.195305361,-1.04688,-1.20492
202,-1.195279168,-1.04688,-1.20492
203,-1.195253174,-1.04688,-1.20492
204,-1.195227381,-1.04688,-1.20492
205,-1.195201787,-1.04688,-1.20492
206,-1.195176394,-1.04688,-1.20492
207,-1.1951512,-1.04688,-1.20492
208,-1.195126207,-1.04688,-1.20492
209,-1.195101414,-1.04688,-1.20492
210,-1.195076821,-1.04688,-1.20492
211,-1.195052428,-1.04688,-1.20492
212,-1.195028235,-1.04688,-1.20492
213,-1.195004243,-1.04688,-1.20492
214,-1.19498045,-1.04688,-1.20492
215,-1.194956858,-1.04688,-1.20492
216,-1.194933466,-1.04688,-1.20492
217,-1.194910275,-1.04688,-1.20492
218,-1.194887283,-1.04688,-1.20492
219,-1.194864492,-1.04688,-1.20492
220,-1.194841901,-1.04688,-1.20492
221,-1.19481951,-1.04688,-1.20492
222,-1.194797319,-1.04688,-1.20492
223,-1.194775328,-1.04688,-1.20492
224,-1.194753538,-1.04688,-1.20492
225,-1.194731947,-1.04688,-1.20492
226,-1.194710556,-1.04688,-1.20492
227,-1.194689366,-1.04688,-1.20492
228,-1.194668375,-1.04688,-1.20492
229,-1.194647584,-1.04688,-1.20492
230,-1.194626993,-1.04688,-1.20492
231,-1.194606602,-1.04688,-1.20492
232,-1.19458641,-1.04688,-1.20492
233,-1.194566418,-1.04688,-1.20492
234,-1.194546625,-1.04688,-1.20492
235,-1.194527032,-1.04688,-1.20492
236,-1.194507639,-1.04688,-1.20492
237,-1.194488444,-1.04688,-1.20492
238,-1.194469449,-1.04688,-1.20492
239,-1.194450654,-1.04688,-1.20492
240,-1.194432057,-1.04688,-1.20492
241,-1.194413659,-1.04688,-1.20492
242,-1.19439546,-1.04688,-1.20492
243,-1.19437746,-1.04688,-1.20492
244,-1.194359659,-1.04688,-1.20492
245,-1.194342056,-1.04688,-1.20492
246,-1.194324651,-1.04688,-1.20492
247,-1.194307445,-1.04688,-1.20492
248,-1.194290437,-1.04688,-1.20492
249,-1.194273628,-1.04688,-1.20492
250,-1.194257016,-1.04688,-1.20492
251,-1.194240602,-1.04688,-1.20492
252,-1.194224386,-1.04688,-1.20492
253,-1.194208367,-1.04688,-1.20492
254,-1.194192546,-1.04688,-1.20492
255,-1.194176922,-1.04688,-1.20492
256,-1.194161495,-1.04688,-1.20492
257,-1.194146266,-1.04688,-1.20492
258,-1.194131233,-1.04688,-1.20492
259,-1.194116397,-1.04688,-1.20492
260,-1.194101757,-1.04688,-1.20492
261,-1.194087314,-1.04688,-1.20492
262,-1.194073067,-1.04688,-1.20492
263,-1.194059016,-1.04688,-1.20492
264,-1.194045161,-1.04688,-1.20492
265,-1.194031501,-1.04688,-1.20492
266,-1.194018037,-1.04688,-1.20492
267,-1.194004769,-1.04688,-1.20492
268,-1.193991695,-1.04688,-1.20492
269,-1.193978817,-1.04688,-1.20492
270,-1.193966133,-1.04688,-1.20492
271,-1.193953644,-1.04688,-1.20492
272,-1.193941349,-1.04688,-1.20492
273,-1.193929248,-1.04688,-1.20492
274,-1.193917341,-1.04688,-1.20492
275,-1.193905628,-1.04688,-1.20492
276,-1.193894108,-1.04688,-1.20492
277,-1.193882782,-1.04688,-1.20492
278,-1.193871649,-1.04688,-1.20492
279,-1.193860708,-1.04688,-1.20492
280,-1.19384996,-1.04688,-1.20492
281,-1.193839405,-1.04688,-1.20492
282,-1.193829042,-1.04688,-1.20492
283,-1.19381887,-1.04688,-1.20492
284,-1.19380889,-1.04688,-1.20492
285,-1.193799102,-1.04688,-1.20492
286,-1.193789505,-1.04688,-1.20492
287,-1.193780099,-1.04688,-1.20492
288,-1.193770884,-1.04688,-1.20492
289,-1.193761858,-1.04688,-1.20492
290,-1.193753024,-1.04688,-1.20492
291,-1.193744379,-1.04688,-1.20492
292,-1.193735923,-1.04688,-1.20492
293,-1.193727657,-1.04688,-1.20492
294,-1.19371958,-1.04688,-1.20492
295,-1.193711692,-1.04688,-1.20492
296,-1.193703993,-1.04688,-1.20492
297,-1.193696481,-1.04688,-1.20492
298,-1.193689158,-1.04688,-1.20492
299,-1.193682022,-1.04688,-1.20492
300,-1.193675074,-1.04688,-1.20492
301,-1.193668313,-1.04688,-1.20492
302,-1.193661739,-1.04688,-1.20492
303,-1.193655351,-1.04688,-1.20492
304,-1.193649149,-1.04688,-1.20492
305,-1.193643133,-1.04688,-1.20492
306,-1.193637303,-1.04688,-1.20492
307,-1.193631658,-1.04688,-1.20492
308,-1.193626198,-1.04688,-1.20492
309,-1.193620923,-1.04688,-1.20492
310,-1.193615832,-1.04688,-1.20492
311,-1.193610925,-1.04688,-1.20492
312,-1.193606201,-1.04688,-1.20492
313,-1.193601661,-1.04688,-1.20492
314,-1.193597304,-1.04688,-1.20492
315,-1.19359313,-1.04688,-1.20492
316,-1.193589138,-1.04688,-1.20492
317,-1.193585328,-1.04688,-1.20492
318,-1.193581699,-1.04688,-1.20492
319,-1.193578252,-1.04688,-1.20492
320,-1.193574986,-1.04688,-1.20492
321,-1.1935719,-1.04688,-1.20492
322,-1.193568995,-1.04688,-1.20492
323,-1.193566269,-1.04688,-1.20492
324,-1.193563723,-1.04688,-1.20492
325,-1.193561356,-1.04688,-1.20492
326,-1.193559168,-1.04688,-1.20492
327,-1.193557158,-1.04688,-1.20492
328,-1.193555326,-1.04688,-1.20492
329,-1.193553672,-1.04688,-1.20492
330,-1.193552195,-1.04688,-1.20492
331,-1.193550895,-1.04688,-1.20492
332,-1.193549772,-1.04688,-1.20492
333,-1.193548825,-1.04688,-1.20492
334,-1.193548053,-1.04688,-1.20492
335,-1.193547457,-1.04688,-1.20492
336,-1.193547035,-1.04688,-1.20492
337,-1.193546789,-1.04688,-1.20492
338,-1.193546716,-1.04688,-1.20492
339,-1.193546817,-1.04688,-1.20492
340,-1.193547092,-1.04688,-1.20492
341,-1.193547539,-1.04688,-1.20492
342,-1.193548159,-1.04688,-1.20492
343,-1.193548951,-1.04688,-1.20492
344,-1.193549914,-1.04688,-1.20492
345,-1.193551049,-1.04688,-1.20492
346,-1.193552355,-1.04688,-1.20492
347,-1.193553831,-1.04688,-1.20492
348,-1.193555477,-1.04688,-1.20492
349,-1.193557293,-1.04688,-1.20492
350,-1.193559278,-1.04688,-1.20492
351,-1.193561431,-1.04688,-1.20492
352,-1.193563753,-1.04688,-1.20492
353,-1.193566242,-1.04688,-1.20492
354,-1.193568899,-1.04688,-1.20492
355,-1.193571723,-1.04688,-1.20492
356,-1.193574713,-1.04688,-1.20492
357,-1.193577869,-1.04688,-1.20492
358,-1.193581191,-1.04688,-1.20492
359,-1.193584678,-1.04688,-1.20492
360,-1.19358833,-1.04688,-1.20492
361,-1.193592146,-1.04688,-1.20492
362,-1.193596125,-1.04688,-1.20492
363,-1.193600268,-1.04688,-1.20492
364,-1.193604574,-1.04688,-1.20492
365,-1.193609042,-1.04688,-1.20492
366,-1.193613671,-1.04688,-1.20492
367,-1.193618463,-1.04688,-1.20492
368,-1.193623415,-1.04688,-1.20492
369,-1.193628527,-1.04688,-1.20492
370,-1.1936338,-1.04688,-1.20492
371,-1.193639232,-1.04688,-1.20492
372,-1.193644823,-1.04688,-1.20492
373,-1.193650572,-1.04688,-1.20492
374,-1.193656479,-1.04688,-1.20492
375,-1.193662544,-1.04688,-1.20492
376,-1.193668766,-1.04688,-1.20492
377,-1.193675145,-1.04688,-1.20492
378,-1.193681679,-1.04688,-1.20492
379,-1.193688369,-1.04688,-1.20492
380,-1.193695214,-1.04688,-1.20492
381,-1.193702213,-1.04688,-1.20492
382,-1.193709367,-1.04688,-1.20492
383,-1.193716673,-1.04688,-1.20492
384,-1.193724133,-1.04688,-1.20492
385,-1.193731745,-1.04688,-1.20492
386,-1.19373951,-1.04688,-1.20492
387,-1.193747425,-1.04688,-1.20492
388,-1.193755492,-1.04688,-1.20492
389,-1.193763709,-1.04688,-1.20492
390,-1.193772075,-1.04688,-1.20492
391,-1.193780591,-1.04688,-1.20492
392,-1.193789256,-1.04688,-1.20492
393,-1.193798069,-1.04688,-1.20492
394,-1.19380703,-1.04688,-1.20492
395,-1.193816138,-1.04688,-1.20492
396,-1.193825392,-1.04688,-1.20492
397,-1.193834793,-1.04688,-1.20492
398,-1.193844339,-1.04688,-1.20492
399,-1.19385403,-1.04688,-1.20492
400,-1.193863865,-1.04688,-1.20492
401,-1.193873845,-1.04688,-1.20492
402,-1.193883968,-1.04688,-1.20492
403,-1.193894233,-1.04688,-1.20492
404,-1.193904641,-1.04688,-1.20492
405,-1.193915191,-1.04688,-1.20492
406,-1.193925881,-1.04688,-1.20492
407,-1.193936713,-1.04688,-1.20492
408,-1.193947684,-1.04688,-1.20492
409,-1.193958795,-1.04688,-1.20492
410,-1.193970044,-1.04688,-1.20492
411,-1.193981432,-1.04688,-1.20492
412,-1.193992958,-1.04688,-1.20492
413,-1.19400462,-1.04688,-1.20492
414,-1.19401642,-1.04688,-1.20492
415,-1.194028355,-1.04688,-1.20492
416,-1.194040426,-1.04688,-1.20492
417,-1.194052631,-1.04688,-1.20492
418,-1.194064971,-1.04688,-1.20492
419,-1.194077445,-1.04688,-1.20492
420,-1.194090052,-1.04688,-1.20492
421,-1.194102791,-1.04688,-1.20492
422,-1.194115662,-1.04688,-1.20492
423,-1.194128664,-1.04688,-1.20492
424,-1.194141798,-1.04688,-1.20492
425,-1.194155061,-1.04688,-1.20492
426,-1.194168454,-1.04688,-1.20492
427,-1.194181976,-1.04688,-1.20492
428,-1.194195626,-1.04688,-1.20492
429,-1.194209404,-1.04688,-1.20492
430,-1.194223309,-1.04688,-1.20492
431,-1.194237341,-1.04688,-1.20492
432,-1.194251498,-1.04688,-1.20492
433,-1.194265781,-1.04688,-1.20492
434,-1.194280189,-1.04688,-1.20492
435,-1.194294721,-1.04688,-1.20492
436,-1.194309376,-1.04688,-1.20492
437,-1.194324154,-1.04688,-1.20492
438,-1.194339055,-1.04688,-1.20492
439,-1.194354077,-1.04688,-1.20492
440,-1.19436922,-1.04688,-1.20492
441,-1.194384484,-1.04688,-1.20492
442,-1.194399867,-1.04688,-1.20492
443,-1.19441537,-1.04688,-1.20492
444,-1.194430991,-1.04688,-1.20492
445,-1.19444673,-1.04688,-1.20492
446,-1.194462586,-1.04688,-1.20492
447,-1.194478559,-1.04688,-1.20492
448,-1.194494648,-1.04688,-1.20492
449,-1.194510853,-1.04688,-1.20492
450,-1.194527172,-1.04688,-1.20492
451,-1.194543605,-1.04688,-1.20492
452,-1.194560152,-1.04688,-1.20492
453,-1.194576812,-1.04688,-1.20492
454,-1.194593584,-1.04688,-1.20492
455,-1.194610467,-1.04688,-1.20492
456,-1.194627462,-1.04688,-1.20492
457,-1.194644567,-1.04688,-1.20492
458,-1.194661781,-1.04688,-1.20492
459,-1.194679104,-1.04688,-1.20492
460,-1.194696536,-1.04688,-1.20492
461,-1.194714076,-1.04688,-1.20492
462,-1.194731722,-1.04688,-1.20492
463,-1.194749475,-1.04688,-1.20492
464,-1.194767334,-1.04688,-1.20492
465,-1.194785298,-1.04688,-1.20492
466,-1.194803366,-1.04688,-1.20492
467,-1.194821538,-1.04688,-1.20492
468,-1.194839813,-1.04688,-1.20492
469,-1.194858191,-1.04688,-1.20492
470,-1.19487667,-1.04688,-1.20492
471,-1.194895251,-1.04688,-1.20492
472,-1.194913932,-1.04688,-1.20492
473,-1.194932713,-1.04688,-1.20492
474,-1.194951593,-1.04688,-1.20492
475,-1.194970572,-1.04688,-1.20492
476,-1.194989649,-1.04688,-1.20492
477,-1.195008822,-1.04688,-1.20492
478,-1.195028092,-1.04688,-1.20492
479,-1.195047458,-1.04688,-1.20492
480,-1.195066919,-1.04688,-1.20492
481,-1.195086475,-1.04688,-1.20492
482,-1.195106124,-1.04688,-1.20492
483,-1.195125867,-1.04688,-1.20492
484,-1.195145702,-1.04688,-1.20492
485,-1.195165629,-1.04688,-1.20492
486,-1.195185647,-1.04688,-1.20492
487,-1.195205755,-1.04688,-1.20492
488,-1.195225953,-1.04688,-1.20492
489,-1.19524624,-1.04688,-1.20492
490,-1.195266616,-1.04688,-1.20492
491,-1.195287079,-1.04688,-1.20492
492,-1.195307629,-1.04688,-1.20492
493,-1.195328266,-1.04688,-1.20492
494,-1.195348988,-1.04688,-1.20492
495,-1.195369796,-1.04688,-1.20492
496,-1.195390687,-1.04688,-1.20492
497,-1.195411662,-1.04688,-1.20492
498,-1.19543272,-1.04688,-1.20492
499,-1.195453861,-1.04688,-1.20492
500,-1.195475082,-1.04688,-1.20492
501,-1.195496385,-1.04688,-1.20492
502,-1.195517768,-1.04688,-1.20492
503,-1.19553923,-1.04688,-1.20492
504,-1.195560771,-1.04688,-1.20492
505,-1.19558239,-1.04688,-1.20492
506,-1.195604086,-1.04688,-1.20492
507,-1.195625859,-1.04688,-1.20492
508,-1.195647708,-1.04688,-1.20492
509,-1.195669632,-1.04688,-1.20492
510,-1.195691631,-1.04688,-1.20492
511,-1.195713704,-1.04688,-1.20492
512,-1.19573585,-1.04688,-1.20492
513,-1.195758068,-1.04688,-1.20492
514,-1.195780358,-1.04688,-1.20492
515,-1.19580272,-1.04688,-1.20492
516,-1.195825151,-1.04688,-1.20492
517,-1.195847652,-1.04688,-1.20492
518,-1.195870223,-1.04688,-1.20492
519,-1.195892861,-1.04688,-1.20492
520,-1.195915567,-1.04688,-1.20492
521,-1.19593834,-1.04688,-1.20492
522,-1.195961179,-1.04688,-1.20492
523,-1.195984084,-1.04688,-1.20492
524,-1.196007053,-1.04688,-1.20492
525,-1.196030086,-1.04688,-1.20492
526,-1.196053183,-1.04688,-1.20492
527,-1.196076342,-1.04688,-1.20492
528,-1.196099563,-1.04688,-1.20492
529,-1.196122845,-1.04688,-1.20492
530,-1.196146188,-1.04688,-1.20492
531,-1.196169591,-1.04688,-1.20492
532,-1.196193052,-1.04688,-1.20492
533,-1.196216572,-1.04688,-1.20492
534,-1.19624015,-1.04688,-1.20492
535,-1.196263784,-1.04688,-1.20492
536,-1.196287475,-1.04688,-1.20492
537,-1.196311221,-1.04688,-1.20492
538,-1.196335022,-1.04688,-1.20492
539,-1.196358877,-1.04688,-1.20492
540,-1.196382785,-1.04688,-1.20492
541,-1.196406746,-1.04688,-1.20492
542,-1.196430759,-1.04688,-1.20492
543,-1.196454823,-1.04688,-1.20492
544,-1.196478938,-1.04688,-1.20492
545,-1.196503103,-1.04688,-1.20492
546,-1.196527316,-1.04688,-1.20492
547,-1.196551578,-1.04688,-1.20492
548,-1.196575887,-1.04688,-1.20492
549,-1.196600244,-1.04688,-1.20492
550,-1.196624646,-1.04688,-1.20492
551,-1.196649094,-1.04688,-1.20492
552,-1.196673587,-1.04688,-1.20492
553,-1.196698124,-1.04688,-1.20492
554,-1.196722704,-1.04688,-1.20492
555,-1.196747326,-1.04688,-1.20492
556,-1.196771991,-1.04688,-1.20492
557,-1.196796697,-1.04688,-1.20492
558,-1.196821443,-1.04688,-1.20492
559,-1.196846229,-1.04688,-1.20492
560,-1.196871054,-1.04688,-1.20492
561,-1.196895917,-1.04688,-1.20492
562,-1.196920818,-1.04688,-1.20492
563,-1.196945755,-1.04688,-1.20492
564,-1.196970729,-1.04688,-1.20492
565,-1.196995738,-1.04688,-1.20492
566,-1.197020782,-1.04688,-1.20492
567,-1.19704586,-1.04688,-1.20492
568,-1.197070971,-1.04688,-1.20492
569,-1.197096114,-1.04688,-1.20492
570,-1.197121289,-1.04688,-1.20492
571,-1.197146496,-1.04688,-1.20492
572,-1.197171733,-1.04688,-1.20492
573,-1.197196999,-1.04688,-1.20492
574,-1.197222294,-1.04688,-1.20492
575,-1.197247618,-1.04688,-1.20492
576,-1.197272969,-1.04688,-1.20492
577,-1.197298347,-1.04688,-1.20492
578,-1.19732375,-1.04688,-1.20492
579,-1.19734918,-1.04688,-1.20492
580,-1.197374633,-1.04688,-1.20492
581,-1.197400111,-1.04688,-1.20492
582,-1.197425612,-1.04688,-1.20492
583,-1.197451135,-1.04688,-1.20492
584,-1.19747668,-1.04688,-1.20492
585,-1.197502246,-1.04688,-1.20492
586,-1.197527832,-1.04688,-1.20492
587,-1.197553438,-1.04688,-1.20492
588,-1.197579063,-1.04688,-1.20492
589,-1.197604705,-1.04688,-1.20492
590,-1.197630366,-1.04688,-1.20492
591,-1.197656043,-1.04688,-1.20492
592,-1.197681735,-1.04688,-1.20492
593,-1.197707444,-1.04688,-1.20492
594,-1.197733166,-1.04688,-1.20492
595,-1.197758903,-1.04688,-1.20492
596,-1.197784652,-1.04688,-1.20492
597,-1.197810414,-1.04688,-1.20492
598,-1.197836188,-1.04688,-1.20492
599,-1.197861973,-1.04688,-1.20492
600,-1.197887768,-1.04688,-1.20492
601,-1.197913572,-1.04688,-1.20492
602,-1.197939385,-1.04688,-1.20492
603,-1.197965206,-1.04688,-1.20492
604,-1.197991035,-1.04688,-1.20492
605,-1.198016871,-1.04688,-1.20492
606,-1.198042712,-1.04688,-1.20492
607,-1.198068559,-1.04688,-1.20492
608,-1.19809441,-1.04688,-1.20492
609,-1.198120265,-1.04688,-1.20492
610,-1.198146123,-1.04688,-1.20492
611,-1.198171983,-1.04688,-1.20492
612,-1.198197845,-1.04688,-1.20492
613,-1.198223708,-1.04688,-1.20492
614,-1.198249572,-1.04688,-1.20492
615,-1.198275435,-1.04688,-1.20492
616,-1.198301297,-1.04688,-1.20492
617,-1.198327157,-1.04688,-1.20492
618,-1.198353014,-1.04688,-1.20492
619,-1.198378868,-1.04688,-1.20492
620,-1.198404718,-1.04688,-1.20492
621,-1.198430564,-1.04688,-1.20492
622,-1.198456404,-1.04688,-1.20492
623,-1.198482238,-1.04688,-1.20492
624,-1.198508065,-1.04688,-1.20492
625,-1.198533885,-1.04688,-1.20492
626,-1.198559696,-1.04688,-1.20492
627,-1.198585499,-1.04688,-1.20492
628,-1.198611292,-1.04688,-1.20492
629,-1.198637075,-1.04688,-1.20492
630,-1.198662846,-1.04688,-1.20492
631,-1.198688606,-1.04688,-1.20492
632,-1.198714354,-1.04688,-1.20492
633,-1.198740088,-1.04688,-1.20492
634,-1.198765809,-1.04688,-1.20492
635,-1.198791515,-1.04688,-1.20492
636,-1.198817206,-1.04688,-1.20492
637,-1.198842881,-1.04688,-1.20492
638,-1.19886854,-1.04688,-1.20492
639,-1.198894181,-1.04688,-1.20492
640,-1.198919804,-1.04688,-1.20492
641,-1.198945409,-1.04688,-1.20492
642,-1.198970994,-1.04688,-1.20492
643,-1.198996559,-1.04688,-1.20492
644,-1.199022104,-1.04688,-1.20492
645,-1.199047627,-1.04688,-1.20492
646,-1.199073128,-1.04688,-1.20492
647,-1.199098606,-1.04688,-1.20492
648,-1.19912406,-1.04688,-1.20492
649,-1.199149491,-1.04688,-1.20492
650,-1.199174897,-1.04688,-1.20492
651,-1.199200277,-1.04688,-1.20492
652,-1.199225631,-1.04688,-1.20492
653,-1.199250957,-1.04688,-1.20492
654,-1.199276257,-1.04688,-1.20492
655,-1.199301528,-1.04688,-1.20492
656,-1.19932677,-1.04688,-1.20492
657,-1.199351983,-1.04688,-1.20492
658,-1.199377165,-1.04688,-1.20492
659,-1.199402316,-1.04688,-1.20492
660,-1.199427436,-1.04688,-1.20492
661,-1.199452523,-1.04688,-1.20492
662,-1.199477578,-1.04688,-1.20492
663,-1.199502599,-1.04688,-1.20492
664,-1.199527585,-1.04688,-1.20492
