"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-32.8873401402501,-0.306308497235874
1.001,-33.1393200009029,-0.306472658987091
1.002,-33.3985362358445,-0.306640654677673
1.003,-33.6653879562205,-0.306812493755771
1.004,-33.9403057277627,-0.306988185376645
1.005,-34.2237545347583,-0.307167738401978
1.006,-34.5162370028013,-0.307351161399177
1.007,-34.8182968756519,-0.307538462640725
1.008,-35.1305227240592,-0.307729650103507
1.009,-35.4535518367332,-0.307924731468198
1.01,-35.7880742005328,-0.308123714118639
1.011,-36.1348364105298,-0.308326605141231
1.012,-36.4946452489668,-0.308533411324369
1.013,-36.8683705171411,-0.308744139157885
1.014,-37.2569464682572,-0.308958794832476
1.015,-37.6613708300226,-0.309177384239219
1.016,-38.0826998584409,-0.309399912969035
1.017,-38.522037029779,-0.309626386312204
1.018,-38.9805117050037,-0.309856809257914
1.019,-39.4592421622937,-0.310091186493787
1.02,-39.9592744517978,-0.310329522405455
1.021,-40.4814841038509,-0.310571821076147
1.022,-41.0264211868527,-0.310818086286294
1.023,-41.5940698684902,-0.311068321513154
1.024,-42.1834810952156,-0.311322529930435
1.025,-42.7922222860051,-0.311580714407987
1.026,-43.4155761959188,-0.311842877511456
1.027,-44.0454275304862,-0.312109021501995
1.028,-44.6688359188243,-0.312379148335984
1.029,-45.2664734450628,-0.312653259664758
1.03,-45.811485970689,-0.312931356834363
1.031,-46.269911231814,-0.313213440885344
1.032,-46.604188745201,-0.313499512552529
1.033,-46.7806010329456,-0.313789572264847
1.034,-46.7789190151618,-0.314083620145164
1.035,-46.5994640393442,-0.314381656010118
1.036,-46.2629885030481,-0.314683679370037
1.037,-45.8034588982821,-0.314989689428769
1.038,-45.2584179709608,-0.315299685083649
1.039,-44.6616509832821,-0.315613664925394
1.04,-44.0397862288008,-0.315931627238073
1.041,-43.4119440328964,-0.316253569999073
1.042,-42.7909009952061,-0.316579490879096
1.043,-42.1846540143661,-0.316909387242151
1.044,-41.5978393575888,-0.317243256145611
1.045,-41.0328363599099,-0.317581094340239
1.046,-40.4905602102623,-0.317922898270263
1.047,-39.9710059555769,-0.318268664073499
1.048,-39.4736113705968,-0.318618387581402
1.049,-38.9974943661524,-0.318972064319258
1.05,-38.5416059107564,-0.319329689506278
1.051,-38.1048269921945,-0.319691258055817
1.052,-37.6860288943263,-0.320056764575534
1.053,-37.2841096013765,-0.320426203367609
1.054,-36.8980147708102,-0.320799568428987
1.055,-36.5267488099577,-0.321176853451604
1.056,-36.1693796765858,-0.321558051822692
1.057,-35.8250397665978,-0.321943156625028
1.058,-35.4929244278402,-0.322332160637287
1.059,-35.1722890984018,-0.322725056334343
1.06,-34.8624457129303,-0.323121835887644
1.061,-34.5627587873953,-0.323522491165563
1.062,-34.2726414396448,-0.323927013733804
1.063,-33.9915515027136,-0.324335394855811
1.064,-33.718987822266,-0.324747625493198
1.065,-33.4544867869862,-0.325163696306215
1.066,-33.1976191134224,-0.325583597654189
1.067,-32.9479868895624,-0.326007319596063
1.068,-32.7052208708704,-0.326434851890868
1.069,-32.4689780163542,-0.326866183998289
1.07,-32.2389392489341,-0.327301305079192
1.071,-32.0148074229441,-0.327740203996216
1.072,-31.7963054813176,-0.328182869314362
1.073,-31.5831747854664,-0.328629289301609
1.074,-31.37517360172,-0.32907945192955
1.075,-31.1720757292956,-0.329533344874038
1.076,-30.9736692559556,-0.329990955515873
1.077,-30.7797554287176,-0.330452270941493
1.078,-30.5901476281616,-0.330917277943683
1.079,-30.4046704359848,-0.331385963022318
1.08,-30.2231587864975,-0.331858312385113
1.081,-30.0454571936954,-0.332334311948405
1.082,-29.8714190464177,-0.33281394733795
1.083,-29.7009059648737,-0.333297203889721
1.084,-29.5337872125317,-0.333784066650766
1.085,-29.3699391579901,-0.334274520380042
1.086,-29.2092447820164,-0.334768549549303
1.087,-29.0515932254453,-0.335266138344002
1.088,-28.8968793740731,-0.335767270664186
1.089,-28.7450034770893,-0.33627193012544
1.09,-28.5958707959388,-0.336780100059857
1.091,-28.4493912808322,-0.337291763516971
1.092,-28.3054792723951,-0.337806903264789
1.093,-28.1640532262099,-0.338325501790804
1.094,-28.0250354582201,-0.338847541302985
1.095,-27.888351909171,-0.339373003730889
1.096,-27.7539319264408,-0.339901870726683
1.097,-27.6217080617726,-0.340434123666268
1.098,-27.4916158835637,-0.340969743650363
1.099,-27.363593802495,-0.341508711505655
1.1,-27.2375829093982,-0.342051007785935
1.101,-27.1135268243611,-0.342596612773281
1.102,-26.9913715561643,-0.343145506479231
1.103,-26.8710653712236,-0.343697668645997
1.104,-26.7525586712885,-0.344253078747684
1.105,-26.6358038792148,-0.344811715991535
1.106,-26.5207553321863,-0.345373559319216
1.107,-26.4073691818197,-0.345938587408064
1.108,-26.2956033006324,-0.346506778672411
1.109,-26.1854171943988,-0.347078111264888
1.11,-26.0767719199619,-0.347652563077795
1.111,-25.9696300081002,-0.348230111744407
1.112,-25.8639553910881,-0.348810734640403
1.113,-25.7597133346113,-0.349394408885225
1.114,-25.6568703737339,-0.349981111343502
1.115,-25.5553942526299,-0.350570818626477
1.116,-25.4552538678227,-0.351163507093464
1.117,-25.3564192146907,-0.35175915285332
1.118,-25.2588613370175,-0.352357731765902
1.119,-25.1625522793857,-0.352959219443594
1.12,-25.0674650422219,-0.35356359125284
1.121,-24.9735735393228,-0.354170822315645
1.122,-24.8808525576981,-0.354780887511175
1.123,-24.789277719584,-0.355393761477296
1.124,-24.6988254464867,-0.356009418612193
1.125,-24.60947292513,-0.356627833075958
1.126,-24.521198075187,-0.35724897879224
1.127,-24.4339795186861,-0.357872829449874
1.128,-24.3477965509889,-0.358499358504545
1.129,-24.2626291132443,-0.35912853918048
1.13,-24.178457766231,-0.359760344472126
1.131,-24.0952636655045,-0.360394747145881
1.132,-24.0130285377739,-0.361031719741816
1.133,-23.931734658434,-0.361671234575419
1.134,-23.8513648301886,-0.362313263739372
1.135,-23.7719023626999,-0.362957779105327
1.136,-23.6933310532083,-0.363604752325697
1.137,-23.6156351680663,-0.364254154835478
1.138,-23.5387994251352,-0.36490595785408
1.139,-23.4628089769992,-0.365560132387168
1.14,-23.3876493949489,-0.366216649228537
1.141,-23.3133066536957,-0.366875478961992
1.142,-23.239767116775,-0.367536591963216
1.143,-23.1670175226032,-0.368199958401725
1.144,-23.0950449711534,-0.368865548242762
1.145,-23.0238369112166,-0.36953333124926
1.146,-22.9533811282189,-0.3702032769838
1.147,-22.8836657325664,-0.370875354810563
1.148,-22.8146791484888,-0.371549533897368
1.149,-22.7464101033587,-0.37222578321762
1.15,-22.678847617461,-0.372904071552381
1.151,-22.6119809941909,-0.373584367492378
1.152,-22.5457998106591,-0.374266639440074
1.153,-22.4802939086831,-0.374950855611714
1.154,-22.415453386148,-0.375636984039426
1.155,-22.3512685887166,-0.376324992573309
1.156,-22.2877301018736,-0.377014848883539
1.157,-22.2248287432872,-0.37770652046251
