frequency, S11, S21,, S22, S12
1911946496,-4.514830381,-2.61821759,,-4.548766172,-2.618212169
1912946432,-4.504349787,-2.625383729,,-4.538298765,-2.625383729
1913946368,-4.493877364,-2.632572844,,-4.527837616,-2.632574395
1914946304,-4.483413096,-2.639788862,,-4.517386463,-2.639785757
1915946240,-4.472952309,-2.647022518,,-4.506938738,-2.647023294
1916946176,-4.462497796,-2.654276955,,-4.496490704,-2.654278509
1917946112,-4.452049551,-2.661555325,,-4.486057308,-2.661555325
1918946048,-4.441607564,-2.668860013,,-4.475639449,-2.668857678
1919945984,-4.431175541,-2.676174715,,-4.465206348,-2.676173936
1920945920,-4.420746969,-2.683514259,,-4.454783191,-2.683512699
1921945856,-4.410327409,-2.690881035,,-4.444381112,-2.690878695
1922945792,-4.399914993,-2.698261831,,-4.43397127,-2.698255585
1923945728,-4.389506011,-2.705662921,,-4.423572252,-2.705667609
1924945664,-4.379106929,-2.713088257,,-4.413178478,-2.713090602
1925945600,-4.36871865,-2.720528499,,-4.40278346,-2.720528499
1926945536,-4.358327326,-2.728002469,,-4.392415883,-2.728003252
1927945472,-4.347955076,-2.735492215,,-4.382045186,-2.735489865
1928945408,-4.337582536,-2.743002475,,-4.37168431,-2.743000906
1929945344,-4.327219825,-2.750538782,,-4.36133508,-2.750533289
1930945280,-4.316866924,-2.758088627,,-4.350971683,-2.758086271
1931945216,-4.30652473,-2.765657538,,-4.340631896,-2.765656752
1932945152,-4.296185893,-2.773254204,,-4.330298193,-2.773254991
1933945088,-4.285854075,-2.780872389,,-4.319976076,-2.780871602
1934945024,-4.275532006,-2.788506622,,-4.309660934,-2.78850741
1935944960,-4.26522332,-2.796160879,,-4.299332599,-2.796160879
1936944896,-4.254917041,-2.803851767,,-4.289050617,-2.8038494
1937944832,-4.244622284,-2.811549365,,-4.27875908,-2.811546206
1938944768,-4.234338114,-2.819264745,,-4.268464423,-2.819267115
1939944704,-4.224065419,-2.827012178,,-4.258192215,-2.827009014
1940944640,-4.213794182,-2.834775114,,-4.24792599,-2.834771157
1941944576,-4.203534391,-2.84255913,,-4.237672115,-2.842561506
1942944512,-4.193283303,-2.850373781,,-4.227426925,-2.850370611
1943944448,-4.183046335,-2.858193751,,-4.21717768,-2.858190578
1944944384,-4.17280898,-2.866054771,,-4.20695527,-2.866047626
1945944320,-4.162592035,-2.873920386,,-4.196738765,-2.873919591
1946944256,-4.152377393,-2.881810481,,-4.186516379,-2.8818073
1947944192,-4.142174076,-2.889721925,,-4.176309863,-2.889721925
1948944128,-4.131978457,-2.897657154,,-4.166120082,-2.897658747
1949944064,-4.121798622,-2.905607452,,-4.155933449,-2.905607452
1950944000,-4.111630039,-2.913580826,,-4.145749061,-2.913576838
1951943936,-4.101470887,-2.921578924,,-4.135599371,-2.921576529
1952943872,-4.091314867,-2.92959381,,-4.12543476,-2.92959381
1953943808,-4.081178115,-2.937627918,,-4.115287667,-2.93762552
1954943744,-4.071046254,-2.945687692,,-4.105150859,-2.94568209
1955943680,-4.060930017,-2.953761174,,-4.095016238,-2.953756369
1956943616,-4.050817747,-2.961865225,,-4.084908019,-2.961862821
1957943552,-4.040720157,-2.969989486,,-4.074809112,-2.969985475
1958943488,-4.03063186,-2.978131592,,-4.064713233,-2.978127578
1959943424,-4.020551058,-2.986293189,,-4.054624855,-2.986290778
1960943360,-4.010489309,-2.99447673,,-4.044557362,-2.99447673
1961943296,-4.000435006,-3.002679851,,-4.034499994,-3.002677437
1962943232,-3.99039169,-3.010903399,,-4.024442035,-3.010902594
1963943168,-3.980357563,-3.019153063,,-4.014406648,-3.019149838
1964943104,-3.970338814,-3.027415185,,-4.004367979,-3.027411958
1965943040,-3.960330978,-3.035703518,,-3.994355373,-3.035701096
1966942976,-3.950334033,-3.044011657,,-3.984344792,-3.044004383
1967942912,-3.940349723,-3.052338026,,-3.974351318,-3.052337218
1968942848,-3.930375372,-3.060684287,,-3.964371365,-3.060683477
1969942784,-3.920416252,-3.069056962,,-3.954401361,-3.069052912
1970942720,-3.910469685,-3.077443951,,-3.944441289,-3.077443951
1971942656,-3.900533002,-3.08585908,,-3.934498193,-3.085852588
1972942592,-3.890608821,-3.094286982,,-3.924563209,-3.094282108
1973942528,-3.880697994,-3.102734998,,-3.914641613,-3.102731747
1974942464,-3.870795224,-3.111211311,,-3.904726327,-3.111208056
1975942400,-3.860909266,-3.119698885,,-3.894821743,-3.119697257
1976942336,-3.8510357,-3.128215674,,-3.884936629,-3.128209969
1977942272,-3.841177124,-3.136741354,,-3.875058642,-3.136742169
1978942208,-3.831325635,-3.145301248,,-3.865197421,-3.14529635
1979942144,-3.821486462,-3.153875012,,-3.85534942,-3.153868476
1980942080,-3.811667431,-3.162461858,,-3.845508482,-3.162460222
1981942016,-3.801859776,-3.171070816,,-3.835678093,-3.171071634
1982941952,-3.792059118,-3.179706851,,-3.825862602,-3.179709309
1983941888,-3.782279366,-3.188362649,,-3.816070703,-3.188361829
1984941824,-3.7725083,-3.197034152,,-3.806284022,-3.19703169
1985941760,-3.762751982,-3.205726322,,-3.796504296,-3.205723858
1986941696,-3.753006041,-3.214443316,,-3.7867437,-3.21444085
1987941632,-3.743281722,-3.223170384,,-3.777009144,-3.223170384
1988941568,-3.733568582,-3.231924837,,-3.767267548,-3.23192566
1989941504,-3.723868327,-3.240700148,,-3.757548452,-3.240696027
1990941440,-3.714178337,-3.24949554,,-3.74784226,-3.24949059
1991941376,-3.704502044,-3.258306931,,-3.73815241,-3.258308582
1992941312,-3.694841142,-3.267143446,,-3.72847021,-3.267140141
1993941248,-3.685197319,-3.276000183,,-3.718813802,-3.275997702
1994941184,-3.67556537,-3.284873877,,-3.709163254,-3.284870566
1995941120,-3.665950429,-3.293757939,,-3.699517696,-3.293756282
1996941056,-3.656349879,-3.302671462,,-3.689903846,-3.302665656
1997940992,-3.646759396,-3.311597087,,-3.680291479,-3.311602067
1998940928,-3.637187534,-3.320554779,,-3.670708132,-3.320552286
1999940864,-3.627628253,-3.329518839,,-3.661115909,-3.32951967
2000940800,-3.618083235,-3.338509251,,-3.651550053,-3.338509251
2001940736,-3.608555016,-3.347514418,,-3.641995055,-3.347512752
2002940672,-3.599041846,-3.35654271,,-3.632456035,-3.356541042
2003940608,-3.589543692,-3.365590009,,-3.62293895,-3.365587505
2004940544,-3.580057108,-3.374657195,,-3.613428347,-3.37465803
2005940480,-3.570588886,-3.383742643,,-3.603937037,-3.383744315
2006940416,-3.561133024,-3.392852251,,-3.594453019,-3.392849741
2007940352,-3.551695447,-3.40197603,,-3.585000166,-3.401973517
2008940288,-3.542272714,-3.411114846,,-3.575540048,-3.411114008
2009940224,-3.532863095,-3.420276288,,-3.566110157,-3.420276288
2010940160,-3.523469104,-3.429455368,,-3.556684047,-3.429454528
2011940096,-3.514090706,-3.438658014,,-3.547282959,-3.438657174
2012940032,-3.504730404,-3.447880075,,-3.537907683,-3.447880917
2013939968,-3.495383927,-3.457116545,,-3.528531857,-3.457113176
2014939904,-3.486058848,-3.466364925,,-3.519169898,-3.466364925
2015939840,-3.476742456,-3.47564296,,-3.509822622,-3.475639585
2016939776,-3.467443167,-3.484937213,,-3.500497609,-3.484937213
2017939712,-3.458159256,-3.494251947,,-3.49119227,-3.494251102
2018939648,-3.448894054,-3.503584673,,-3.481902336,-3.503582135
2019939584,-3.439643313,-3.512932893,,-3.47261765,-3.512929505
2020939520,-3.430408682,-3.52230088,,-3.46336096,-3.522297489
2021939456,-3.421192642,-3.531686136,,-3.454120408,-3.531685288
2022939392,-3.411992632,-3.541086154,,-3.444874086,-3.541081908
2023939328,-3.402803592,-3.550508618,,-3.43566404,-3.550506918
2024939264,-3.393633031,-3.559951882,,-3.426464148,-3.559951882
2025939200,-3.384482577,-3.569410886,,-3.417281939,-3.569407479
2026939136,-3.375346337,-3.578888222,,-3.408123239,-3.578888222
2027939072,-3.366228451,-3.58837711,,-3.398964547,-3.588378817
2028939008,-3.357126375,-3.597894655,,-3.38983264,-3.597895509
2029938944,-3.348043407,-3.607425543,,-3.380713243,-3.607422123
2030938880,-3.338971178,-3.616973224,,-3.37161635,-3.616970657
2031938816,-3.329921308,-3.626538596,,-3.3625344,-3.626536883
2032938752,-3.320885437,-3.636118272,,-3.353464858,-3.636121701
2033938688,-3.311866855,-3.645726014,,-3.34441436,-3.645726872
2034938624,-3.302864691,-3.655343855,,-3.335374542,-3.655342996
2035938560,-3.293879738,-3.664976975,,-3.32635702,-3.664977835
2036938496,-3.28491113,-3.674630573,,-3.317352605,-3.674632294
2037938432,-3.275962964,-3.684302114,,-3.308369568,-3.684301253
2038938368,-3.267035193,-3.693995093,,-3.299410344,-3.693988193
2039938304,-3.258117863,-3.703700928,,-3.290458312,-3.703700065
2040938240,-3.249221675,-3.713423106,,-3.281523389,-3.71341965
2041938176,-3.240341636,-3.723160799,,-3.272607191,-3.723159934
2042938112,-3.23147524,-3.732925299,,-3.26371711,-3.732921836
2043938048,-3.222629861,-3.742701077,,-3.254836576,-3.74269761
2044937984,-3.213807916,-3.752484685,,-3.24597629,-3.752484685
2045937920,-3.204994568,-3.762296109,,-3.237131262,-3.762295241
2046937856,-3.196200469,-3.772125861,,-3.228303106,-3.772122384
2047937792,-3.187425573,-3.781961804,,-3.219488494,-3.781962674
2048937728,-3.178669019,-3.791822236,,-3.210695614,-3.791821365
2049937664,-3.169930764,-3.801698503,,-3.201926057,-3.801699375
2050937600,-3.161209133,-3.811588897,,-3.193153521,-3.811586279
2051937536,-3.152507356,-3.821494323,,-3.184409982,-3.821489955
2052937472,-3.143825388,-3.831418314,,-3.175701102,-3.831420062
2053937408,-3.135157475,-3.841356539,,-3.166984257,-3.841356539
2054937344,-3.126507662,-3.851315164,,-3.158303612,-3.851309907
2055937280,-3.117877536,-3.861288101,,-3.149632947,-3.861286347
2056937216,-3.109263799,-3.871278016,,-3.140977137,-3.87127626
2057937152,-3.100666415,-3.881284951,,-3.132341042,-3.881284951
2058937088,-3.092092656,-3.891294872,,-3.123720545,-3.891293113
2059937024,-3.083538413,-3.901335956,,-3.115134331,-3.901330673
2060936960,-3.074994723,-3.911388894,,-3.106546539,-3.911388012
2061936896,-3.066476955,-3.921459006,,-3.097999427,-3.921457242
2062936832,-3.057972101,-3.931538386,,-3.089447438,-3.93153927
2063936768,-3.049489836,-3.941639429,,-3.080919789,-3.94163324
2064936704,-3.041024456,-3.951750684,,-3.072412373,-3.951754224
2065936640,-3.032574307,-3.961890776,,-3.063931622,-3.961889004
2066936576,-3.024147424,-3.972034067,,-3.055466957,-3.972031407
2067936512,-3.015738111,-3.982190319,,-3.047001367,-3.982186769
2068936448,-3.007347137,-3.992369337,,-3.038577668,-3.992365783
2069936384,-2.998975265,-4.002559615,,-3.030160252,-4.002555168
2070936320,-2.99062165,-4.012767411,,-3.021769268,-4.01276563
2071936256,-2.982285448,-4.022985638,,-3.013384513,-4.022982964
2072936192,-2.973968226,-4.033220561,,-3.005023686,-4.033217885
2073936128,-2.965669143,-4.043474901,,-2.996690757,-4.043471329
2074936064,-2.957392964,-4.05373351,,-2.988364766,-4.053734404
2075936000,-2.949133235,-4.064021446,,-2.980068987,-4.064019656
2076935936,-2.940893119,-4.074305644,,-2.97177848,-4.07430654
2077935872,-2.932671776,-4.084614777,,-2.963510873,-4.08461657
2078935808,-2.924468366,-4.094939037,,-2.955266116,-4.094937242
2079935744,-2.916285244,-4.10527936,,-2.947041756,-4.105277562
2080935680,-2.908122365,-4.115628586,,-2.938832952,-4.115628586
2081935616,-2.8999765,-4.125991235,,-2.930643664,-4.125993036
2082935552,-2.891848407,-4.136363733,,-2.922454691,-4.13636824
2083935488,-2.883742026,-4.146766852,,-2.914323471,-4.146766852
2084935424,-2.875654131,-4.157171773,,-2.906183714,-4.157173579
2085935360,-2.867587064,-4.167591147,,-2.898067301,-4.167588435
2086935296,-2.859535226,-4.178022295,,-2.889965429,-4.178025915
2087935232,-2.851507306,-4.188471583,,-2.88190192,-4.188471583
2088935168,-2.843497706,-4.198928174,,-2.873835375,-4.198928174
2089935104,-2.835502432,-4.209406606,,-2.865805497,-4.209408422
2090935040,-2.827531734,-4.219892394,,-2.857780476,-4.219891485
2091934976,-2.819578446,-4.230388278,,-2.849772193,-4.230388278
2092934912,-2.811644902,-4.240908854,,-2.841809124,-4.240908854
2093934848,-2.803731847,-4.251431391,,-2.833838147,-4.251432302
2094934784,-2.795837663,-4.261971401,,-2.825893286,-4.261969576
2095934720,-2.787963884,-4.272527102,,-2.817981595,-4.272525274
2096934656,-2.780106531,-4.283092127,,-2.810069053,-4.283089382
2097934592,-2.77227265,-4.29367382,,-2.802201418,-4.29366741
2098934528,-2.764453545,-4.304262138,,-2.794327358,-4.304257555
2099934464,-2.756656254,-4.314859845,,-2.786476032,-4.314859845
2100934400,-2.748881516,-4.325476143,,-2.778655262,-4.325476143
2101934336,-2.741123009,-4.336105564,,-2.770853185,-4.336100966
2102934272,-2.733386969,-4.346742612,,-2.763065833,-4.34673985
2103934208,-2.725667085,-4.357393752,,-2.755297888,-4.357391909
2104934144,-2.7179688,-4.368055326,,-2.747545387,-4.368053481
2105934080,-2.710288162,-4.378731973,,-2.739820057,-4.378731973
2106934016,-2.702629038,-4.389421881,,-2.732114007,-4.389419107
2107933952,-2.694991384,-4.400113047,,-2.724416239,-4.400110271
2108933888,-2.687370476,-4.410827701,,-2.716750201,-4.410823068
2109933824,-2.679772514,-4.421545499,,-2.709104884,-4.421543644
2110933760,-2.672189665,-4.432286868,,-2.701480245,-4.432280368
2111933696,-2.664630456,-4.443022126,,-2.693854393,-4.443021197
2112933632,-2.657089396,-4.453778226,,-2.686263201,-4.453779157
2113933568,-2.649568003,-4.464548703,,-2.678703479,-4.464545908
2114933504,-2.642064683,-4.475324264,,-2.671146353,-4.475322399
2115933440,-2.634587157,-4.486112383,,-2.663619051,-4.486107716
2116933376,-2.62712452,-4.496912154,,-2.656105185,-4.496906547
2117933312,-2.619681389,-4.507719858,,-2.648610166,-4.507716116
2118933248,-2.612259275,-4.518538318,,-2.641133179,-4.518536445
2119933184,-2.604858906,-4.529372246,,-2.633685048,-4.529371309
2120933120,-2.597474057,-4.540212293,,-2.626251761,-4.540208538
2121933056,-2.590112419,-4.551059404,,-2.618837936,-4.551059404
2122932992,-2.582772403,-4.561923939,,-2.61144663,-4.561922058
2123932928,-2.575447024,-4.572801231,,-2.604074703,-4.572801231
2124932864,-2.568147041,-4.583677171,,-2.596719025,-4.583679057
2125932800,-2.560860085,-4.594568728,,-2.589377249,-4.594569671
2126932736,-2.553600748,-4.605471214,,-2.582068637,-4.605467436
2127932672,-2.546357441,-4.616375198,,-2.574772303,-4.616374252
2128932608,-2.539135513,-4.627295818,,-2.56749747,-4.627299605
2129932544,-2.531933384,-4.638225533,,-2.560240245,-4.63822269
2130932480,-2.524748715,-4.649166259,,-2.55300444,-4.649167208
2131932416,-2.517588371,-4.660109469,,-2.545794626,-4.660112318
2132932352,-2.51044311,-4.671062765,,-2.53858386,-4.671062765
2133932288,-2.503319794,-4.682039496,,-2.531420516,-4.682038544
2134932224,-2.496216084,-4.69300637,,-2.524257696,-4.693004464
2135932160,-2.489133472,-4.703991008,,-2.517120703,-4.703992916
2136932096,-2.482069624,-4.714981995,,-2.509998759,-4.714984861
2137932032,-2.475029848,-4.725987945,,-2.502916334,-4.725985076
2138931968,-2.468007993,-4.736989748,,-2.495832037,-4.736986876
2139931904,-2.461002501,-4.748012293,,-2.488774924,-4.748009418
2140931840,-2.454019435,-4.759032611,,-2.481737303,-4.75903357
2141931776,-2.447054185,-4.770066048,,-2.47472219,-4.770067968
2142931712,-2.44011204,-4.781111671,,-2.467726489,-4.781109748
2143931648,-2.433185356,-4.792161809,,-2.46074254,-4.792159884
2144931584,-2.426283978,-4.803211645,,-2.453784795,-4.803212608
2145931520,-2.419401025,-4.814281421,,-2.44685092,-4.814277562
2146931456,-2.412538739,-4.825355739,,-2.439938587,-4.825354773
2147931392,-2.405696321,-4.836433633,,-2.433032548,-4.836425899
2148931328,-2.398869189,-4.847522846,,-2.426154067,-4.847521878
2149931264,-2.392068672,-4.85861468,,-2.419305367,-4.858615649
2150931200,-2.385282612,-4.86971398,,-2.412460596,-4.86971786
2151931136,-2.378518544,-4.880823672,,-2.405640218,-4.880826585
2152931072,-2.371775671,-4.891941831,,-2.398847218,-4.891941831
2153931008,-2.365053954,-4.90306166,,-2.392062615,-4.90306166
2154930944,-2.358351089,-4.914192893,,-2.385303797,-4.914185098
2155930880,-2.351667794,-4.925327751,,-2.378569203,-4.92532385
2156930816,-2.345002528,-4.936467211,,-2.371850475,-4.936466234
2157930752,-2.338358269,-4.947623003,,-2.365161176,-4.947619092
2158930688,-2.331734978,-4.958770702,,-2.358474839,-4.95877168
2159930624,-2.32513036,-4.969925943,,-2.351816347,-4.969926923
2160930560,-2.318546636,-4.981095604,,-2.345175097,-4.98109168
2161930496,-2.311980763,-4.992258116,,-2.338538253,-4.992259098
2162930432,-2.305437213,-5.003440966,,-2.331941936,-5.003439
2163930368,-2.298913694,-5.014624526,,-2.32537629,-5.014624526
2164930304,-2.292410169,-5.025807799,,-2.318809691,-5.025806814
2165930240,-2.285924356,-5.037002606,,-2.312268432,-5.036999647
2166930176,-2.279461463,-5.048201072,,-2.305752467,-5.04820206
2167930112,-2.273013218,-5.059407151,,-2.299244495,-5.059406162
2168930048,-2.266589316,-5.070616893,,-2.292770741,-5.070613924
2169929984,-2.260182987,-5.081825345,,-2.286300426,-5.081826336
2170929920,-2.253799429,-5.093038439,,-2.279854509,-5.093037447
2171929856,-2.247434121,-5.104272064,,-2.27344791,-5.104269085
2172929792,-2.24108554,-5.115499434,,-2.267035692,-5.115496451
2173929728,-2.234757385,-5.126724495,,-2.260643275,-5.1267235
2174929664,-2.228454086,-5.137961174,,-2.254287799,-5.137963167
2175929600,-2.222168902,-5.149204509,,-2.247954271,-5.149203511
2176929536,-2.215901799,-5.160449514,,-2.241626244,-5.160445519
2177929472,-2.209652747,-5.171695182,,-2.235321597,-5.171692183
2178929408,-2.203426914,-5.182942501,,-2.22903433,-5.182942501
2179929344,-2.197221291,-5.194201483,,-2.22277558,-5.194195471
2180929280,-2.191033615,-5.205455099,,-2.216526696,-5.205456102
2181929216,-2.184866822,-5.216714364,,-2.21029584,-5.21671336
2182929152,-2.178715689,-5.227988332,,-2.204093384,-5.22798431
2183929088,-2.172584631,-5.239259926,,-2.197914822,-5.239259926
2184929024,-2.166478797,-5.250528117,,-2.191749723,-5.250525094
2185928960,-2.160388526,-5.261797923,,-2.185598063,-5.261798932
2186928896,-2.154315269,-5.273080445,,-2.179467233,-5.273075395
2187928832,-2.148267126,-5.284360544,,-2.173367567,-5.284360544
2188928768,-2.142234454,-5.295639211,,-2.16727384,-5.295640223
2189928704,-2.136223869,-5.306921493,,-2.16120528,-5.306921493
2190928640,-2.130232383,-5.318205359,,-2.155147794,-5.31820333
2191928576,-2.12426365,-5.329491816,,-2.149119099,-5.329488769
2192928512,-2.118310264,-5.340791025,,-2.143119146,-5.340788991
2193928448,-2.112378091,-5.35207655,,-2.137121315,-5.35207655
2194928384,-2.106458263,-5.363374825,,-2.131155108,-5.363374825
2195928320,-2.100566941,-5.374669557,,-2.125195408,-5.374666496
2196928256,-2.094693786,-5.385968889,,-2.119270938,-5.38596991
2197928192,-2.088838034,-5.397263619,,-2.113358811,-5.397264642
2198928128,-2.083002593,-5.408567027,,-2.107463423,-5.408560884
2199928064,-2.077185229,-5.419874001,,-2.101597249,-5.419869902
2200928000,-2.07139031,-5.431167099,,-2.095732309,-5.431167099
2201927936,-2.065610473,-5.442472965,,-2.089897253,-5.442471937
2202927872,-2.059850819,-5.453779287,,-2.084080282,-5.453776202
2203927808,-2.054115707,-5.465072669,,-2.078281368,-5.465068551
2204927744,-2.048393393,-5.476383974,,-2.072507813,-5.476383974
2205927680,-2.042693361,-5.487688482,,-2.066742721,-5.48768745
2206927616,-2.037012651,-5.498994421,,-2.061012446,-5.498996487
2207927552,-2.031351234,-5.510304884,,-2.055294237,-5.510297645
2208927488,-2.025707617,-5.521603306,,-2.049587345,-5.521598129
2209927424,-2.02008542,-5.532906216,,-2.043906375,-5.532907252
2210927360,-2.014479506,-5.54421569,,-2.038253478,-5.544213614
2211927296,-2.008894949,-5.55551823,,-2.032608157,-5.555513036
2212927232,-2.003329531,-5.5668242,,-2.02698719,-5.566821079
2213927168,-1.997781038,-5.578116936,,-2.021373029,-5.578120059
2214927104,-1.992251625,-5.589424524,,-2.015786081,-5.589420354
2215927040,-1.986745626,-5.600720911,,-2.010226301,-5.600719867
2216926976,-1.981255009,-5.612025894,,-2.004677622,-5.612019626
2217926912,-1.975783383,-5.623321708,,-1.999145852,-5.623322754
2218926848,-1.97033217,-5.634611447,,-1.993630963,-5.634613542
2219926784,-1.964898436,-5.645912899,,-1.9881482,-5.645912899
2220926720,-1.959485779,-5.657203,,-1.982672076,-5.657205099
2221926656,-1.954091269,-5.668494304,,-1.977220739,-5.66848695
2222926592,-1.948714153,-5.67978575,,-1.971784713,-5.679781543
2223926528,-1.943358025,-5.691074165,,-1.966374859,-5.691071006
2224926464,-1.938019234,-5.702360578,,-1.960978808,-5.702356361
2225926400,-1.932699923,-5.713640746,,-1.955601613,-5.713635469
2226926336,-1.927399342,-5.724920974,,-1.950246866,-5.724917804
2227926272,-1.922116015,-5.736197016,,-1.944902224,-5.736193843
2228926208,-1.91685425,-5.747466725,,-1.939577805,-5.747462489
2229926144,-1.911608241,-5.758744909,,-1.934274301,-5.758737487
2230926080,-1.906381571,-5.770013537,,-1.92899457,-5.770011415
2231926016,-1.901176374,-5.781277878,,-1.923727018,-5.781271502
2232925952,-1.895988294,-5.792532581,,-1.918474515,-5.792534709
2233925888,-1.890817306,-5.803798901,,-1.913256525,-5.803796772
2234925824,-1.885665545,-5.815049142,,-1.908040536,-5.815048076
2235925760,-1.88053514,-5.826299246,,-1.90285322,-5.826293909
2236925696,-1.875418151,-5.837556677,,-1.897688771,-5.837550266
2237925632,-1.870323901,-5.848788284,,-1.892525547,-5.848788284
2238925568,-1.865248046,-5.860028236,,-1.887390902,-5.860027165
2239925504,-1.860189843,-5.871263681,,-1.882275441,-5.871259392
2240925440,-1.855149982,-5.88249459,,-1.877182012,-5.882490296
2241925376,-1.850127721,-5.893718784,,-1.872102676,-5.893718784
2242925312,-1.845123752,-5.904941604,,-1.867039568,-5.904940529
2243925248,-1.84013948,-5.916154418,,-1.861998409,-5.916158726
2244925184,-1.835172014,-5.927370114,,-1.856979168,-5.927367957
2245925120,-1.830227055,-5.938572497,,-1.851970335,-5.938572497
2246925056,-1.825295986,-5.949773396,,-1.84698265,-5.949777718
2247924992,-1.82038308,-5.960966299,,-1.842008201,-5.960963054
2248924928,-1.815491882,-5.972152251,,-1.837058429,-5.972149001
2249924864,-1.810614506,-5.983343138,,-1.832127571,-5.983343138
2250924800,-1.805760927,-5.994511829,,-1.827209161,-5.994510743
2251924736,-1.800920408,-6.005687573,,-1.822318201,-6.005687573
2252924672,-1.796100777,-6.016852976,,-1.817441783,-6.0168508
2253924608,-1.791297728,-6.02801779,,-1.812587034,-6.028013433
2254924544,-1.786511237,-6.039164553,,-1.807731784,-6.039160192
2255924480,-1.781745555,-6.050311749,,-1.802914581,-6.050311749
2256924416,-1.776997807,-6.061442973,,-1.798104691,-6.061440787
2257924352,-1.772267256,-6.072577849,,-1.793314228,-6.072576755
2258924288,-1.767556012,-6.083702138,,-1.788548868,-6.083703233
2259924224,-1.762862628,-6.094815791,,-1.783795752,-6.094817984
2260924160,-1.758183526,-6.10592754,,-1.779063409,-6.10592315
2261924096,-1.753526501,-6.117034069,,-1.77434754,-6.117031871
2262924032,-1.748886552,-6.128121044,,-1.769645276,-6.128123244
2263923968,-1.744264367,-6.13921592,,-1.7649694,-6.139209312
2264923904,-1.739657085,-6.150294454,,-1.760306371,-6.150287839
2265923840,-1.735070359,-6.1613632,,-1.755659725,-6.161359889
2266923776,-1.730501325,-6.172427637,,-1.751033699,-6.172422112
2267923712,-1.725949962,-6.183479994,,-1.746426137,-6.183479994
2268923648,-1.721415537,-6.194524647,,-1.741836305,-6.194522432
2269923584,-1.716900152,-6.205560447,,-1.737262762,-6.205561556
2270923520,-1.712399538,-6.216594012,,-1.732705485,-6.216594012
2271923456,-1.707919332,-6.227609766,,-1.728167997,-6.227605321
2272923392,-1.703455267,-6.238620983,,-1.723649563,-6.238616534
2273923328,-1.699008735,-6.249623181,,-1.719150157,-6.24961984
2274923264,-1.694581832,-6.260612973,,-1.714666927,-6.260608514
2275923200,-1.690169593,-6.271595884,,-1.710194191,-6.271593652
2276923136,-1.685776937,-6.282566293,,-1.705746783,-6.282565176
2277923072,-1.681401724,-6.293526382,,-1.701311245,-6.293524145
2278923008,-1.677039702,-6.304477222,,-1.696893211,-6.304480581
2279922944,-1.672700014,-6.315418772,,-1.692500425,-6.315414288
2280922880,-1.668374886,-6.326349864,,-1.688110273,-6.326348742
2281922816,-1.664067819,-6.337272699,,-1.683749557,-6.337271576
2282922752,-1.65977879,-6.348183862,,-1.679408367,-6.348183862
2283922688,-1.65550848,-6.359074296,,-1.675072585,-6.359075421
2284922624,-1.651253352,-6.369964205,,-1.67076545,-6.369966459
2285922560,-1.647016197,-6.380847936,,-1.666477773,-6.380845679
2286922496,-1.642793481,-6.39171077,,-1.662193342,-6.391707382
2287922432,-1.638590101,-6.402565065,,-1.657940293,-6.402565065
2288922368,-1.634403929,-6.413409648,,-1.653698195,-6.41341078
2289922304,-1.630233541,-6.424237676,,-1.649464924,-6.42423541
2290922240,-1.626083825,-6.435055889,,-1.645260848,-6.435046814
2291922176,-1.621947749,-6.445860834,,-1.641071181,-6.445864241
2292922112,-1.617829498,-6.456659278,,-1.636899416,-6.456657004
2293922048,-1.613730454,-6.467438668,,-1.632739916,-6.467434116
2294921984,-1.609646391,-6.478211462,,-1.628605295,-6.478209183
2295921920,-1.605577993,-6.48896394,,-1.624475187,-6.488960518
2296921856,-1.601529439,-6.499704015,,-1.620363605,-6.499702874
2297921792,-1.597493012,-6.510441923,,-1.616285241,-6.510439637
2298921728,-1.593478486,-6.521158192,,-1.612213441,-6.521157048
2299921664,-1.589478846,-6.531859614,,-1.6081517,-6.531858468
2300921600,-1.585494774,-6.54255874,,-1.604123096,-6.542557593
2301921536,-1.581527649,-6.553236038,,-1.600096115,-6.553228003
2302921472,-1.577578846,-6.56389832,,-1.596095226,-6.56389832
2303921408,-1.57364695,-6.574545526,,-1.592110615,-6.574547827
2304921344,-1.569730547,-6.585182201,,-1.588132481,-6.585178747
2305921280,-1.565831709,-6.595794468,,-1.584175483,-6.595791009
2306921216,-1.561948328,-6.606406468,,-1.580243087,-6.606405314
2307921152,-1.558082474,-6.617003173,,-1.576328985,-6.617000863
2308921088,-1.554233432,-6.6275718,,-1.572411531,-6.627569488
2309921024,-1.550398399,-6.638134245,,-1.568525594,-6.63813656
2310920960,-1.546581534,-6.648677727,,-1.564651621,-6.648677727
2311920896,-1.542780035,-6.659212617,,-1.56080005,-6.659209137
2312920832,-1.538999446,-6.669727261,,-1.556965981,-6.669724939
2313920768,-1.535231405,-6.680228561,,-1.553138254,-6.680225073
2314920704,-1.531480762,-6.690715297,,-1.549332174,-6.690712969
2315920640,-1.527746107,-6.701181588,,-1.545544238,-6.701176928
2316920576,-1.524025343,-6.711627358,,-1.5417633,-6.71162386
2317920512,-1.520324697,-6.72207121,,-1.538019939,-6.722067708
2318920448,-1.5166386,-6.732490922,,-1.534274503,-6.732487416
2319920384,-1.51297189,-6.742887578,,-1.530552698,-6.742885238
2320920320,-1.509314149,-6.753283344,,-1.526849637,-6.753278659
2321920256,-1.505677839,-6.763646554,,-1.523152805,-6.763646554
