frequency, S11, S21,, S22, S12
3148867328,-0.03319761,-26.34783123,,-0.046667701,-26.34783747
3149867264,-0.032820859,-26.4148048,,-0.046364695,-26.41480062
3150867200,-0.0324507,-26.4816815,,-0.046061699,-26.48168782
3151867136,-0.032084741,-26.54845954,,-0.045765298,-26.54846801
3152867072,-0.031724176,-26.6151435,,-0.045474295,-26.61513497
3153867008,-0.03136781,-26.68174675,,-0.045185096,-26.68175749
3154866944,-0.031017436,-26.7482409,,-0.044899499,-26.74824306
3155866880,-0.030674248,-26.81466213,,-0.044630673,-26.8146556
3156866816,-0.030330474,-26.88096657,,-0.044350479,-26.88096547
3157866752,-0.029995082,-26.94719525,,-0.044087655,-26.94718642
3158866688,-0.02966269,-27.01333483,,-0.043821845,-27.01333705
3159866624,-0.029336288,-27.07938285,,-0.043566817,-27.07937726
3160866560,-0.02901408,-27.14531881,,-0.043311796,-27.14532443
3161866496,-0.028696665,-27.21120098,,-0.043060373,-27.21119872
3162866432,-0.028383444,-27.27698552,,-0.042817337,-27.27699008
3163866368,-0.028073819,-27.34265384,,-0.042574307,-27.34265957
3164866304,-0.027768985,-27.40825156,,-0.04233248,-27.40823886
3165866240,-0.027468345,-27.4737884,,-0.042108016,-27.47379305
3166866176,-0.027171299,-27.53920648,,-0.04187458,-27.53920999
3167866112,-0.026877251,-27.60455243,,-0.041645938,-27.60455125
3168866048,-0.026592175,-27.66981608,,-0.041418497,-27.66981608
3169865984,-0.026309499,-27.7349918,,-0.041212608,-27.73498464
3170865920,-0.026028623,-27.80009008,,-0.041003133,-27.80009429
3171865856,-0.02575134,-27.86507336,,-0.040785881,-27.86507215
3172865792,-0.025478846,-27.93000413,,-0.040574619,-27.92999926
3173865728,-0.025209944,-27.99484737,,-0.040373535,-27.99485165
3174865664,-0.02494344,-28.05960476,,-0.04017066,-28.05959921
3175865600,-0.024682918,-28.12427436,,-0.03997916,-28.12427932
3176865536,-0.024424196,-28.18889042,,-0.039790056,-28.18888605
3177865472,-0.024171455,-28.25339766,,-0.039596767,-28.25338949
3178865408,-0.023918123,-28.31783676,,-0.039418442,-28.31784562
3179865344,-0.023671369,-28.38220115,,-0.039233538,-28.38219861
3180865280,-0.023427609,-28.44646683,,-0.039052826,-28.44646106
3181865216,-0.023185647,-28.51067302,,-0.038878101,-28.51067173
3182865152,-0.022947872,-28.57478605,,-0.038699191,-28.57478216
3183865088,-0.022713688,-28.63882301,,-0.038535242,-28.63882432
3184865024,-0.022483094,-28.70280474,,-0.038368903,-28.70280671
3185864960,-0.022253699,-28.76669775,,-0.038203763,-28.76669709
3186864896,-0.0220267,-28.83049905,,-0.038041019,-28.83049572
3187864832,-0.021804484,-28.89424977,,-0.037885458,-28.89424776
3188864768,-0.021587052,-28.95791869,,-0.037731693,-28.95792206
3189864704,-0.02136843,-29.02149823,,-0.037579128,-29.02149958
3190864640,-0.021155188,-29.08502299,,-0.03743195,-29.08501958
3191864576,-0.020943146,-29.1484543,,-0.03728238,-29.14845499
3192864512,-0.020737081,-29.21181405,,-0.037138796,-29.21181267
3193864448,-0.020532215,-29.27510109,,-0.037001196,-29.2750997
3194864384,-0.020329144,-29.33833878,,-0.036860009,-29.33834018
3195864320,-0.020127273,-29.40147005,,-0.036723011,-29.40148203
3196864256,-0.019930183,-29.46456977,,-0.036591399,-29.46457332
3197864192,-0.019735486,-29.527562,,-0.036456798,-29.52757057
3198864128,-0.019543779,-29.59051399,,-0.036331172,-29.59052979
3199864064,-0.01935327,-29.6533704,,-0.036203753,-29.65336607
3200864000,-0.019166348,-29.71616547,,-0.036076933,-29.71615893
3201863936,-0.018981221,-29.77888455,,-0.035957294,-29.77889187
3202863872,-0.018799083,-29.84155243,,-0.035838254,-29.84154948
3203863808,-0.018619934,-29.90412637,,-0.03572101,-29.90412933
3204863744,-0.018441983,-29.96666476,,-0.035604366,-29.96665581
3205863680,-0.018264035,-30.02910443,,-0.035486527,-30.02910443
3206863616,-0.018092061,-30.09151279,,-0.035386035,-30.09151279
3207863552,-0.017921284,-30.15382448,,-0.035275377,-30.1538222
3208863488,-0.017752899,-30.21606965,,-0.03516771,-30.21607424
3209863424,-0.017586905,-30.27825308,,-0.035064231,-30.27824461
3210863360,-0.017420914,-30.34036574,,-0.034959557,-30.34036419
3211863296,-0.017258508,-30.40243428,,-0.03486565,-30.40243116
3212863232,-0.017096105,-30.46441861,,-0.034770548,-30.4644045
3213863168,-0.016939077,-30.52635023,,-0.034667672,-30.52634234
3214863104,-0.016780262,-30.58820037,,-0.034574366,-30.5881972
3215863040,-0.016626225,-30.64999786,,-0.034476875,-30.64999865
3216862976,-0.016476369,-30.7117361,,-0.034388954,-30.71171842
3217862912,-0.016323531,-30.77341889,,-0.034304024,-30.77342294
3218862848,-0.01617368,-30.83501111,,-0.034212516,-30.83501274
3219862784,-0.016026219,-30.89656437,,-0.034126391,-30.89655291
3220862720,-0.015882342,-30.95803769,,-0.034046248,-30.95802616
3221862656,-0.01574205,-31.01947531,,-0.033968498,-31.01946619
3222862592,-0.01559758,-31.08081586,,-0.033889553,-31.08081503
3223862528,-0.015457889,-31.14212064,,-0.033811206,-31.14212399
3224862464,-0.015321781,-31.20336302,,-0.033733458,-31.20337146
3225862400,-0.015184481,-31.26454209,,-0.033658102,-31.26454039
3226862336,-0.015051959,-31.3256646,,-0.033588728,-31.32566033
3227862272,-0.01491705,-31.38672292,,-0.03351457,-31.38670057
3228862208,-0.014785725,-31.44772392,,-0.033446393,-31.44772392
3229862144,-0.014657386,-31.50867819,,-0.033383,-31.50867036
3230862080,-0.014528452,-31.56955631,,-0.033310638,-31.56954668
3231862016,-0.01440131,-31.63038191,,-0.03324605,-31.63037575
3232861952,-0.014277155,-31.69115352,,-0.033185051,-31.69114023
3233861888,-0.014153001,-31.75185719,,-0.033119866,-31.75186343
3234861824,-0.014028848,-31.81252079,,-0.033061858,-31.81252169
3235861760,-0.013910666,-31.8731233,,-0.032998468,-31.8731224
3236861696,-0.013791888,-31.93365591,,-0.032948235,-31.93366317
3237861632,-0.013676097,-31.99414065,,-0.032890228,-31.994137
3238861568,-0.013557322,-32.05456709,,-0.032837603,-32.05456801
3239861504,-0.013444517,-32.11494116,,-0.032779597,-32.11493561
3240861440,-0.013330519,-32.17526619,,-0.032731159,-32.17527178
3241861376,-0.013218911,-32.23552974,,-0.032681525,-32.2355157
3242861312,-0.01310969,-32.2957501,,-0.032633685,-32.29574727
3243861248,-0.012998681,-32.35590441,,-0.032579268,-32.35590535
3244861184,-0.012891254,-32.41600069,,-0.032528438,-32.41599878
3245861120,-0.012785021,-32.47606734,,-0.032490765,-32.47605775
3246861056,-0.012678193,-32.53603894,,-0.032440534,-32.53603798
3247860992,-0.012574947,-32.59598533,,-0.032399872,-32.59598824
3248860928,-0.012472298,-32.65587751,,-0.032358611,-32.65586971
3249860864,-0.012370844,-32.71572315,,-0.032314361,-32.7157153
3250860800,-0.012270585,-32.7755133,,-0.032278482,-32.77550343
3251860736,-0.012170327,-32.83525574,,-0.032240212,-32.8352478
3252860672,-0.012072457,-32.89492347,,-0.032197158,-32.89492147
3253860608,-0.011975781,-32.95457029,,-0.032163672,-32.95457733
3254860544,-0.0118803,-33.01415729,,-0.032127794,-33.01415324
3255860480,-0.011784819,-33.07367107,,-0.032092514,-33.07367717
3256860416,-0.011691727,-33.1331614,,-0.032065008,-33.1331614
3257860352,-0.011601022,-33.19259693,,-0.032030924,-33.1925856
3258860288,-0.011509125,-33.25197764,,-0.03200282,-33.25198074
3259860224,-0.011420212,-33.3113171,,-0.031972325,-33.3113046
3260860160,-0.011330107,-33.37061353,,-0.031945417,-33.37060515
3261860096,-0.011240599,-33.42983452,,-0.031915519,-33.42983347
3262860032,-0.011152882,-33.48902648,,-0.031891601,-33.48903708
3263859968,-0.011067552,-33.54816118,,-0.031857518,-33.54816331
3264859904,-0.010981627,-33.60725912,,-0.031834796,-33.60725805
3265859840,-0.010896896,-33.66631649,,-0.03181327,-33.66631325
3266859776,-0.010815745,-33.72532288,,-0.031792342,-33.72531636
3267859712,-0.010732209,-33.78426438,,-0.031768424,-33.7842611
3268859648,-0.010652253,-33.84318832,,-0.031745104,-33.84317623
3269859584,-0.010570508,-33.9020282,,-0.031724774,-33.90202931
3270859520,-0.01049115,-33.96083608,,-0.031714011,-33.96084386
3271859456,-0.010412987,-34.01960821,,-0.031687702,-34.01959255
3272859392,-0.01033363,-34.07833403,,-0.031666176,-34.07832278
3273859328,-0.010258451,-34.13701068,,-0.031657805,-34.13701407
3274859264,-0.010182676,-34.19564093,,-0.031639269,-34.19564548
3275859200,-0.010106901,-34.25422193,,-0.031624321,-34.2542288
3276859136,-0.01003411,-34.3127623,,-0.031613558,-34.31275769
3277859072,-0.00995953,-34.37127551,,-0.031596816,-34.37128709
3278859008,-0.00988853,-34.42972176,,-0.031589043,-34.42971361
3279858944,-0.00981574,-34.48813303,,-0.031571105,-34.48814241
3280858880,-0.009744145,-34.54650197,,-0.031562136,-34.54651494
3281858816,-0.009673743,-34.60483531,,-0.031555559,-34.60482582
3282858752,-0.009605728,-34.66311671,,-0.031548383,-34.66311671
3283858688,-0.009537117,-34.72135164,,-0.031536425,-34.72135284
3284858624,-0.0094697,-34.77955058,,-0.031531043,-34.77955118
3285858560,-0.00940288,-34.83769147,,-0.031518487,-34.83767266
3286858496,-0.00933785,-34.89581588,,-0.031519683,-34.8957994
3287858432,-0.009271627,-34.95387733,,-0.031510116,-34.95386996
3288858368,-0.009207195,-35.01192091,,-0.031507126,-35.01189868
3289858304,-0.009142762,-35.06989588,,-0.031500549,-35.0699083
3290858240,-0.009080717,-35.12786967,,-0.031499353,-35.12785904
3291858176,-0.009015093,-35.18576174,,-0.03149457,-35.18576991
3292858112,-0.008954838,-35.24363696,,-0.031493374,-35.24363696
3293858048,-0.00889339,-35.30145114,,-0.031492776,-35.30145686
3294857984,-0.00883254,-35.35924537,,-0.031495168,-35.35924728
3295857920,-0.008773479,-35.41699934,,-0.031492178,-35.41700384
3296857856,-0.008715612,-35.47470006,,-0.031495168,-35.474702
3297857792,-0.008655955,-35.53236222,,-0.031492178,-35.53234271
3298857728,-0.008598686,-35.58999763,,-0.031497559,-35.59000613
3299857664,-0.008539626,-35.64758544,,-0.031498157,-35.64758939
3300857600,-0.00848355,-35.70513284,,-0.031501147,-35.70514343
3301857536,-0.008426878,-35.7626605,,-0.031508322,-35.76265118
3302857472,-0.008370803,-35.82012464,,-0.03150593,-35.82013066
3303857408,-0.00831771,-35.87757274,,-0.031515497,-35.87757611
3304857344,-0.008262232,-35.93497689,,-0.031516693,-35.93495996
3305857280,-0.00821093,-35.9923419,,-0.031527456,-35.99232623
3306857216,-0.008156645,-36.04966176,,-0.031533435,-36.04965833
3307857152,-0.008103554,-36.10694482,,-0.031538219,-36.10695308
3308857088,-0.008051656,-36.16420863,,-0.031544796,-36.1642121
3309857024,-0.008001548,-36.22142379,,-0.031560342,-36.22143843
3310856960,-0.00794965,-36.2786065,,-0.031571105,-36.2786044
3311856896,-0.007900736,-36.33575077,,-0.031583063,-36.33575148
3312856832,-0.007850628,-36.392864,,-0.031586053,-36.39286187
3313856768,-0.007800521,-36.44992665,,-0.031599805,-36.44992237
3314856704,-0.007751607,-36.50695175,,-0.031605785,-36.50694673
3315856640,-0.007703887,-36.56396274,,-0.031621929,-36.56397067
3316856576,-0.007656763,-36.62094229,,-0.031635084,-36.62094809
3317856512,-0.007609639,-36.67785807,,-0.03164764,-36.67786172
3318856448,-0.007563113,-36.73476362,,-0.031658403,-36.73476949
3319856384,-0.007516586,-36.79161042,,-0.031669764,-36.7916237
3320856320,-0.007470656,-36.84844459,,-0.031684114,-36.84844607
3321856256,-0.007426516,-36.90524763,,-0.031699063,-36.90524315
3322856192,-0.007381779,-36.96201265,,-0.031714011,-36.96200515
3323856128,-0.007337639,-37.01873264,,-0.031727764,-37.01871679
3324856064,-0.007294096,-37.07543155,,-0.031745104,-37.07543155
3325856000,-0.00724936,-37.13208427,,-0.031758857,-37.13208656
3326855936,-0.00720701,-37.18872734,,-0.031779785,-37.18872273
3327855872,-0.007163467,-37.24530856,,-0.03179294,-37.24531706
3328855808,-0.007122907,-37.3018833,,-0.03181327,-37.30189572
3329855744,-0.007080558,-37.35841134,,-0.031831806,-37.35841915
3330855680,-0.007041191,-37.4148995,,-0.031849745,-37.41490342
3331855616,-0.006999438,-37.4713737,,-0.031874858,-37.47138002
3332855552,-0.006958879,-37.5277882,,-0.031889807,-37.527789
3333855488,-0.006919513,-37.58421367,,-0.03190655,-37.58421926
3334855424,-0.00687955,-37.64058019,,-0.031929272,-37.6406059
3335855360,-0.006841377,-37.69693101,,-0.031946613,-37.69692859
3336855296,-0.006802011,-37.75322749,,-0.031966345,-37.75322668
3337855232,-0.006765031,-37.8095151,,-0.031991459,-37.80951429
3338855168,-0.006725665,-37.86575576,,-0.032018367,-37.86575247
3339855104,-0.006689282,-37.92197578,,-0.032034512,-37.92198156
3340855040,-0.006652302,-37.97816471,,-0.032059028,-37.97818049
3341854976,-0.006615323,-38.03432775,,-0.032083545,-38.03432942
3342854912,-0.006577747,-38.09045428,,-0.032103278,-38.09046184
3343854848,-0.006544347,-38.14655118,,-0.032129588,-38.14654696
3344854784,-0.006507368,-38.20262722,,-0.032152311,-38.20261108
3345854720,-0.006473371,-38.25865549,,-0.032179219,-38.25866233
3346854656,-0.006437585,-38.31466692,,-0.032204334,-38.31468066
3347854592,-0.006402396,-38.37064907,,-0.032228253,-38.37066894
3348854528,-0.00636661,-38.4266075,,-0.03225277,-38.4266049
3349854464,-0.006335596,-38.48252782,,-0.03227908,-38.48252083
3350854400,-0.006302196,-38.53842255,,-0.032306587,-38.53843309
3351854336,-0.006268797,-38.59429126,,-0.0323323,-38.59428684
3352854272,-0.00623659,-38.65014331,,-0.032362199,-38.65014153
3353854208,-0.006202594,-38.70593913,,-0.032386716,-38.70595075
3354854144,-0.006171581,-38.76172544,,-0.032411233,-38.76173892
3355854080,-0.006139971,-38.8174931,,-0.032440534,-38.81750214
3356854016,-0.006107765,-38.87321097,,-0.032467444,-38.87323187
3357853952,-0.006076751,-38.92892672,,-0.032494951,-38.92891485
3358853888,-0.006045142,-38.98459172,,-0.032525448,-38.98458896
3359853824,-0.006015918,-39.0402477,,-0.032555348,-39.04024493
3360853760,-0.005984308,-39.09586028,,-0.032582856,-39.09586957
3361853696,-0.005955681,-39.15145126,,-0.032610363,-39.15146434
3362853632,-0.005925861,-39.20703454,,-0.032645645,-39.20704393
3363853568,-0.005896638,-39.26256951,,-0.032676741,-39.26258935
3364853504,-0.005868011,-39.31809068,,-0.032707837,-39.31808688
3365853440,-0.005838787,-39.37357796,,-0.032738933,-39.3735856
3366853376,-0.005810757,-39.4290444,,-0.032771225,-39.42904152
3367853312,-0.005782726,-39.48449664,,-0.032798135,-39.48448505
3368853248,-0.005753503,-39.53989193,,-0.032828633,-39.53990067
3369853184,-0.005727262,-39.59528815,,-0.032863318,-39.59528034
3370853120,-0.005698635,-39.65065807,,-0.032895012,-39.65066985
3371853056,-0.005671202,-39.70599558,,-0.032930893,-39.70599657
3372852992,-0.005643768,-39.76130142,,-0.032960793,-39.76131035
3373852928,-0.005617527,-39.8165993,,-0.032999066,-39.81660928
3374852864,-0.005591286,-39.8718643,,-0.033025977,-39.87187735
3375852800,-0.005566239,-39.92711537,,-0.033060662,-39.9271083
3376852736,-0.005538805,-39.98232113,,-0.033088769,-39.98232316
3377852672,-0.00551495,-40.03751792,,-0.033128239,-40.03753017
3378852608,-0.00548871,-40.0927039,,-0.033162924,-40.09271006
3379852544,-0.005463662,-40.14783074,,-0.033193424,-40.14782042
3380852480,-0.005437422,-40.20296115,,-0.033228109,-40.20297049
3381852416,-0.005413567,-40.25806429,,-0.033266981,-40.25806115
3382852352,-0.005389116,-40.31314849,,-0.033303461,-40.31315584
3383852288,-0.005364665,-40.36819384,,-0.033332765,-40.36819595
3384852224,-0.005341406,-40.42323194,,-0.033370442,-40.4232277
3385852160,-0.005318148,-40.47824926,,-0.033403932,-40.47825353
3386852096,-0.005293697,-40.53322769,,-0.033439814,-40.53323198
3387852032,-0.005270439,-40.58818971,,-0.03348407,-40.58819834
3388851968,-0.00524897,-40.6431388,,-0.033515766,-40.64313337
3389851904,-0.005223923,-40.69805779,,-0.033551649,-40.69805888
3390851840,-0.005201262,-40.75294892,,-0.03358813,-40.75295221
3391851776,-0.005179793,-40.80782768,,-0.033626405,-40.80782327
3392851712,-0.005157728,-40.86269664,,-0.033668867,-40.86268888
3393851648,-0.005136259,-40.91752723,,-0.033703555,-40.91749936
3394851584,-0.005113001,-40.97232946,,-0.033742429,-40.97234291
3395851520,-0.005090936,-41.02712601,,-0.033780705,-41.02713165
3396851456,-0.005070064,-41.08188792,,-0.033817785,-41.08189019
3397851392,-0.005047999,-41.13664829,,-0.033856659,-41.13663348
3398851328,-0.00502832,-41.19138253,,-0.033899122,-41.19137107
3399851264,-0.005006851,-41.24608393,,-0.033935604,-41.24607817
3400851200,-0.004987172,-41.30077579,,-0.033973881,-41.30077926
3401851136,-0.0049663,-41.35544232,,-0.034009766,-41.35545979
3402851072,-0.004947813,-41.41009083,,-0.034054023,-41.41008849
3403851008,-0.004927538,-41.46472055,,-0.034091702,-41.46472526
3404850944,-0.004906666,-41.51932479,,-0.03412998,-41.51933189
3405850880,-0.004886987,-41.57392291,,-0.034172444,-41.57390505
3406850816,-0.004866115,-41.62847787,,-0.034214908,-41.62848026
3407850752,-0.004848225,-41.68302883,,-0.034248999,-41.68304207
3408850688,-0.004829738,-41.73758135,,-0.034298043,-41.73757893
3409850624,-0.004810059,-41.79208516,,-0.034334527,-41.79207238
3410850560,-0.00479038,-41.84658124,,-0.034376393,-41.8466002
3411850496,-0.004771894,-41.90104508,,-0.034418859,-41.90104877
3412850432,-0.004754004,-41.95549493,,-0.034456539,-41.95550482
3413850368,-0.004734325,-42.00993017,,-0.034500799,-42.00992333
3414850304,-0.004716436,-42.06436081,,-0.03453848,-42.06435206
3415850240,-0.004699142,-42.11875813,,-0.034583338,-42.11876316
3416850176,-0.004681252,-42.17314333,,-0.034624009,-42.17311742
3417850112,-0.004664555,-42.2275038,,-0.03466827,-42.22750634
3418850048,-0.004645473,-42.28185602,,-0.034704755,-42.28185155
3419849984,-0.004627583,-42.33617834,,-0.034753801,-42.33617577
3420849920,-0.004611482,-42.39049771,,-0.034799856,-42.39049061
3421849856,-0.004594189,-42.44479104,,-0.034842323,-42.44479364
3422849792,-0.004578089,-42.49905107,,-0.034880005,-42.49905303
3423849728,-0.004560795,-42.5533137,,-0.03492666,-42.55332945
3424849664,-0.004544098,-42.60755625,,-0.034965538,-42.60758595
3425849600,-0.004527998,-42.66177679,,-0.035008604,-42.66178342
3426849536,-0.00451309,-42.71599602,,-0.035055259,-42.71599468
3427849472,-0.004494604,-42.77017744,,-0.035096531,-42.77017945
3428849408,-0.004479696,-42.82435727,,-0.035137204,-42.82433771
3429849344,-0.004463,-42.87851828,,-0.035189243,-42.87850675
3430849280,-0.004447495,-42.93266402,,-0.035233506,-42.93265447
3431849216,-0.004432588,-42.98678304,,-0.035277769,-42.98677961
3432849152,-0.004415891,-43.04088984,,-0.035315453,-43.04090569
3433849088,-0.004400387,-43.09499302,,-0.035362109,-43.09501381
3434849024,-0.004385479,-43.14908118,,-0.035409364,-43.14908048
3435848960,-0.004371168,-43.20312165,,-0.035452431,-43.20312445
3436848896,-0.004355068,-43.25718389,,-0.035492508,-43.25717825
3437848832,-0.004340756,-43.31120294,,-0.035539764,-43.31120294
3438848768,-0.004325849,-43.36521353,,-0.035586421,-43.36523346
3439848704,-0.004312134,-43.4192175,,-0.035629489,-43.41922037
3440848640,-0.00429663,-43.47320597,,-0.035677343,-43.47320238
3441848576,-0.004282915,-43.52717638,,-0.035719814,-43.52717276
3442848512,-0.004268604,-43.58113993,,-0.035765276,-43.58114575
3443848448,-0.004253696,-43.63507811,,-0.035813729,-43.63507664
3444848384,-0.004239981,-43.68901318,,-0.035857396,-43.68902274
3445848320,-0.004226266,-43.74292283,,-0.035903457,-43.74291248
3446848256,-0.004211955,-43.79681842,,-0.035952508,-43.79683031
3447848192,-0.004198837,-43.85070264,,-0.035997971,-43.85068844
3448848128,-0.004186314,-43.90457223,,-0.03604822,-43.90457148
3449848064,-0.004172003,-43.95843443,,-0.03609129,-43.95842687
3450848000,-0.004158885,-44.01228223,,-0.036136155,-44.01229666
3451847936,-0.004145766,-44.06610694,,-0.036186405,-44.06610389
3452847872,-0.004132648,-44.11990894,,-0.036228878,-44.11992046
3453847808,-0.004120126,-44.1737102,,-0.036276734,-44.17370248
3454847744,-0.004107604,-44.22751302,,-0.03632519,-44.2274975
3455847680,-0.004093293,-44.28129089,,-0.03637544,-44.28129401
3456847616,-0.004082559,-44.33504262,,-0.036417914,-44.33504655
3457847552,-0.004068248,-44.38880408,,-0.036468164,-44.38880803
3458847488,-0.00405513,-44.44253421,,-0.036516621,-44.44252946
3459847424,-0.004044397,-44.49626203,,-0.036563881,-44.49627718
3460847360,-0.004032471,-44.54996029,,-0.036612936,-44.54993705
3461847296,-0.004019353,-44.60367611,,-0.036662589,-44.60367691
3462847232,-0.004007427,-44.65735716,,-0.03670985,-44.65734582
3463847168,-0.003996098,-44.71103961,,-0.036762495,-44.71102494
3464847104,-0.003984768,-44.76468178,,-0.036804372,-44.76469079
3465847040,-0.003972843,-44.81834735,,-0.036853428,-44.81834488
3466846976,-0.003959128,-44.87197884,,-0.03690069,-44.87197635
3467846912,-0.003948395,-44.92559162,,-0.036946157,-44.92559994
3468846848,-0.003937066,-44.97921311,,-0.03699641,-44.97921144
3469846784,-0.003926929,-45.03282172,,-0.037047262,-45.03284275
3470846720,-0.003914407,-45.08642245,,-0.037098114,-45.08640384
3471846656,-0.00390427,-45.13998981,,-0.03714418,-45.13998981
3472846592,-0.003892941,-45.19355932,,-0.037189649,-45.19357727
3473846528,-0.003881612,-45.24712604,,-0.037244091,-45.24712947
3474846464,-0.003872071,-45.30066935,,-0.037291355,-45.30067712
3475846400,-0.003860146,-45.35420123,,-0.037342806,-45.35423076
3476846336,-0.003849413,-45.40772344,,-0.037389472,-45.40773305
3477846272,-0.003837487,-45.4612457,,-0.037433146,-45.46125974
3478846208,-0.003827351,-45.51475674,,-0.037485795,-45.51474968
3479846144,-0.00381781,-45.56824242,,-0.03753665,-45.56824863
3480846080,-0.003806481,-45.62172309,,-0.037585709,-45.62173112
3481846016,-0.003797537,-45.6752034,,-0.037640154,-45.67518815
3482845952,-0.003786208,-45.72865025,,-0.037689813,-45.72864574
3483845888,-0.003776667,-45.78211686,,-0.03773648,-45.78212139
3484845824,-0.003767127,-45.83555916,,-0.03778913,-45.8355546
3485845760,-0.00375699,-45.88900822,,-0.037839388,-45.88898165
3486845696,-0.003746258,-45.94241562,,-0.037890842,-45.94242391
3487845632,-0.003734928,-45.9958338,,-0.037939904,-45.99581249
3488845568,-0.003725984,-46.04922973,,-0.037988966,-46.0492288
3489845504,-0.003717637,-46.10263241,,-0.038039224,-46.10261463
3490845440,-0.0037075,-46.15600748,,-0.038089483,-46.15600937
3491845376,-0.003697364,-46.20938324,,-0.038140939,-46.20935864
3492845312,-0.00368842,-46.26275436,,-0.038194788,-46.26273629
3493845248,-0.003678879,-46.3161001,,-0.038239064,-46.31608672
3494845184,-0.003669935,-46.36946276,,-0.038292316,-46.36945795
3495845120,-0.003659799,-46.42280144,,-0.038341978,-46.42278791
3496845056,-0.003650259,-46.47613657,,-0.038394631,-46.47613074
3497844992,-0.003640718,-46.52944704,,-0.038443695,-46.52945778
3498844928,-0.003631774,-46.58276921,,-0.038491563,-46.58277412
3499844864,-0.003623427,-46.63607115,,-0.038543619,-46.63608695
3500844800,-0.003613887,-46.68937184,,-0.038597471,-46.68937284
3501844736,-0.003604346,-46.74266475,,-0.03864474,-46.74265477
3502844672,-0.003596595,-46.79594522,,-0.038697396,-46.79594221
3503844608,-0.003588844,-46.84922463,,-0.038754838,-46.84922463
3504844544,-0.0035799,-46.90249536,,-0.038802707,-46.90248117
3505844480,-0.00357036,-46.95574249,,-0.038857757,-46.95575677
3506844416,-0.003563204,-47.00899487,,-0.038907421,-47.00899897
3507844352,-0.003553664,-47.06224076,,-0.038956488,-47.06224076
3508844288,-0.00354472,-47.11547956,,-0.039009743,-47.11548888
3509844224,-0.003538162,-47.16871068,,-0.039061204,-47.16868464
3510844160,-0.003528621,-47.22193666,,-0.039111468,-47.22194295
3511844096,-0.00352087,-47.27515591,,-0.039163527,-47.27511907
3512844032,-0.003511926,-47.32834669,,-0.039215587,-47.32835092
3513843968,-0.003504175,-47.3815517,,-0.039267048,-47.3815517
3514843904,-0.003495827,-47.43473758,,-0.039320904,-47.43474506
3515843840,-0.003488672,-47.48793044,,-0.039377153,-47.48793367
3516843776,-0.003480921,-47.5411116,,-0.039432206,-47.54112132
3517843712,-0.003472573,-47.59429455,,-0.039480676,-47.59426521
3518843648,-0.003464822,-47.64746253,,-0.039536328,-47.64747673
3519843584,-0.003456475,-47.70061706,,-0.03958061,-47.70059839
3520843520,-0.003448723,-47.75376525,,-0.039636861,-47.753752
3521843456,-0.003440972,-47.80692103,,-0.039691317,-47.80692103
3522843392,-0.003433817,-47.8600618,,-0.039739789,-47.86005734
3523843328,-0.00342547,-47.91319366,,-0.039791253,-47.91319479
3524843264,-0.003418315,-47.96633188,,-0.039851095,-47.96632737
3525843200,-0.003410563,-48.01946596,,-0.039896576,-48.01948524
3526843136,-0.003404005,-48.0725704,,-0.039955821,-48.07255787
3527843072,-0.003395657,-48.12569708,,-0.040006688,-48.12571083
3528843008,-0.003389695,-48.17880104,,-0.040052767,-48.17878607
3529842944,-0.00338254,-48.23188507,,-0.040111414,-48.23190012
3530842880,-0.003374788,-48.28501718,,-0.040163479,-48.2849904
3531842816,-0.003367037,-48.33808895,,-0.040213748,-48.33809832
3532842752,-0.003360478,-48.39119205,,-0.040272995,-48.391205
3533842688,-0.003353323,-48.44428525,,-0.04032147,-48.44431127
3534842624,-0.003346765,-48.49735735,,-0.040375929,-48.49735141
3535842560,-0.00333961,-48.55042506,,-0.040430988,-48.55042626
3536842496,-0.003334244,-48.60349761,,-0.040484251,-48.60351564
3537842432,-0.003326492,-48.65654276,,-0.040533325,-48.65654639
3538842368,-0.003318741,-48.70961505,,-0.040595566,-48.70961809
3539842304,-0.003312183,-48.76267067,,-0.04064464,-48.76267373
3540842240,-0.003305028,-48.81573977,,-0.040697306,-48.81572872
3541842176,-0.003298469,-48.86877724,,-0.040751169,-48.86876058
3542842112,-0.003292507,-48.92182822,,-0.040803237,-48.92182263
3543842048,-0.003285948,-48.9748646,,-0.04086129,-48.9748515
3544841984,-0.003279389,-49.0278953,,-0.04091276,-49.02790785
3545841920,-0.003272831,-49.08093135,,-0.04096842,-49.08093135
3546841856,-0.003266272,-49.13394849,,-0.041018095,-49.13396054
3547841792,-0.003259117,-49.18698126,,-0.041072559,-49.18694112
3548841728,-0.003253751,-49.24000148,,-0.041128818,-49.24001814
3549841664,-0.003247788,-49.29301712,,-0.041180888,-49.29304352
3550841600,-0.003240634,-49.34604214,,-0.041243132,-49.34600654
3551841536,-0.003235267,-49.39903549,,-0.041291013,-49.39901922
3552841472,-0.003228113,-49.45204618,,-0.041346077,-49.45204357
3553841408,-0.00322215,-49.50505722,,-0.041396352,-49.50504341
3554841344,-0.003216188,-49.55805256,,-0.041448423,-49.55807636
3555841280,-0.003209033,-49.6110444,,-0.041502889,-49.61105437
3556841216,-0.003202474,-49.66404456,,-0.041559151,-49.66404857
3557841152,-0.003197704,-49.71705032,,-0.041615412,-49.71705636
3558841088,-0.003191742,-49.77003123,,-0.041663894,-49.77003664
