frequency, S11, S12, S21, S22
1000000000.0000000000, -15.6509273870, -78.7157578807, -78.7157578807, -15.6508970306
1001000000.0000000000, -15.5808672529, -78.7806768556, -78.7806865696, -15.5808587531
1002000000.0000000000, -15.5105581962, -78.8456152586, -78.8456055445, -15.5105484822
1003000000.0000000000, -15.4399795748, -78.9105148054, -78.9105148054, -15.4399880746
1004000000.0000000000, -15.3691520309, -78.9753852100, -78.9753997811, -15.3691496024
1005000000.0000000000, -15.2980694933, -79.0402798998, -79.0402896138, -15.2980427797
1006000000.0000000000, -15.2267016056, -79.1051600185, -79.1051551615, -15.2267028199
1007000000.0000000000, -15.1550835812, -79.1700401372, -79.1700352802, -15.1550932952
1008000000.0000000000, -15.0831595643, -79.2349056849, -79.2349056849, -15.0831802066
1009000000.0000000000, -15.0110072673, -79.2997615184, -79.2997615184, -15.0110230526
1010000000.0000000000, -14.9386024050, -79.3646076380, -79.3646076380, -14.9386109048
1011000000.0000000000, -14.8659328350, -79.4294440435, -79.4294440435, -14.8659352635
1012000000.0000000000, -14.7929499870, -79.4943047341, -79.4943047341, -14.7929706294
1013000000.0000000000, -14.7197728581, -79.5591168545, -79.5591168545, -14.7197643583
1014000000.0000000000, -14.6463298071, -79.6239532600, -79.6239532600, -14.6463346641
1015000000.0000000000, -14.5725880492, -79.6887459523, -79.6887410952, -14.5725880492
1016000000.0000000000, -14.4986167969, -79.7535483586, -79.7535435016, -14.4986034401
1017000000.0000000000, -14.4243431949, -79.8183604790, -79.8183604790, -14.4243286238
1018000000.0000000000, -14.3498109564, -79.8831823134, -79.8831823134, -14.3498073137
1019000000.0000000000, -14.2750504379, -79.9479458636, -79.9479507206, -14.2750759372
1020000000.0000000000, -14.2000337113, -80.0127336988, -80.0127336988, -14.2000191402
1021000000.0000000000, -14.1247352774, -80.0775118200, -80.0775215341, -14.1247522770
1022000000.0000000000, -14.0491915638, -80.1422656561, -80.1422656561, -14.0492012778
1023000000.0000000000, -13.9733928564, -80.2070292063, -80.2070340633, -13.9733625000
1024000000.0000000000, -13.8973124417, -80.2717927564, -80.2717976134, -13.8973051562
1025000000.0000000000, -13.8209709620, -80.3365465925, -80.3365465925, -13.8209794618
1026000000.0000000000, -13.7443878454, -80.4012907146, -80.4012761435, -13.7443914882
1027000000.0000000000, -13.6675885913, -80.4660202656, -80.4660348366, -13.6675752345
1028000000.0000000000, -13.5904529883, -80.5307595306, -80.5307498165, -13.5904663451
1029000000.0000000000, -13.5131061047, -80.5954890816, -80.5954890816, -13.5131243185
1030000000.0000000000, -13.4355017989, -80.6602089185, -80.6602089185, -13.4355212270
1031000000.0000000000, -13.3576461422, -80.7249336125, -80.7249287554, -13.3576582847
1032000000.0000000000, -13.2795354917, -80.7896145932, -80.7896145932, -13.2795342774
1033000000.0000000000, -13.2011443481, -80.8543247161, -80.8543295731, -13.2011601334
1034000000.0000000000, -13.1225734947, -80.9190154109, -80.9190154109, -13.1225407098
1035000000.0000000000, -13.0436723636, -80.9837158197, -80.9837206768, -13.0436723636
1036000000.0000000000, -12.9645320242, -81.0484307996, -81.0484259426, -12.9645332385
1037000000.0000000000, -12.8851986181, -81.1130777812, -81.1130874953, -12.8851621904
1038000000.0000000000, -12.8055397914, -81.1777733331, -81.1777684760, -12.8055446484
1039000000.0000000000, -12.7256247567, -81.2424494568, -81.2424445998, -12.7256332565
1040000000.0000000000, -12.6455032986, -81.3071158665, -81.3071110094, -12.6455045128
1041000000.0000000000, -12.5651171326, -81.3717774191, -81.3717774191, -12.5651256324
1042000000.0000000000, -12.4845063293, -81.4364389718, -81.4364389718, -12.4845063293
1043000000.0000000000, -12.4036283898, -81.5010859533, -81.5011053814, -12.4036393181
1044000000.0000000000, -12.3225270271, -81.5657329349, -81.5657329349, -12.3225173131
1045000000.0000000000, -12.2411378858, -81.6303799165, -81.6303799165, -12.2411573139
1046000000.0000000000, -12.1595034649, -81.6950268981, -81.6950366121, -12.1595228930
1047000000.0000000000, -12.0776601919, -81.7596544516, -81.7596544516, -12.0776686917
1048000000.0000000000, -11.9955449256, -81.8242917191, -81.8243014332, -11.9955473542
1049000000.0000000000, -11.9132220216, -81.8889095586, -81.8889095586, -11.9132147361
1050000000.0000000000, -11.8306368383, -81.9535371121, -81.9535371121, -11.8306089104
1051000000.0000000000, -11.7478051611, -82.0181549515, -82.0181646656, -11.7477820902
1052000000.0000000000, -11.6646929908, -82.0827922190, -82.0827922190, -11.6647051333
1053000000.0000000000, -11.5814047533, -82.1473809163, -82.1473809163, -11.5813877537
1054000000.0000000000, -11.4978433083, -82.2119987558, -82.2119987558, -11.4978299515
1055000000.0000000000, -11.4140705828, -82.2765971671, -82.2766068812, -11.4140438692
1056000000.0000000000, -11.3300185785, -82.3411858644, -82.3411858644, -11.3300088644
1057000000.0000000000, -11.2457310085, -82.4058037039, -82.4058037039, -11.2457370797
1058000000.0000000000, -11.1611920875, -82.4704021152, -82.4703924012, -11.1612163726
1059000000.0000000000, -11.0764637426, -82.5349713844, -82.5349810985, -11.0764661711
1060000000.0000000000, -10.9914949751, -82.5995503677, -82.5995503677, -10.9914949751
1061000000.0000000000, -10.9062699996, -82.6641584931, -82.6641390650, -10.9062699996
1062000000.0000000000, -10.8208179582, -82.7287083342, -82.7287083342, -10.8208276723
1063000000.0000000000, -10.7351825642, -82.7932970315, -82.7932970315, -10.7351594934
1064000000.0000000000, -10.6492071786, -82.8578857288, -82.8578760148, -10.6492217497
1065000000.0000000000, -10.5631006533, -82.9224452840, -82.9224452840, -10.5630860823
1066000000.0000000000, -10.4767002781, -82.9870145532, -82.9870048391, -10.4767124207
1067000000.0000000000, -10.3900971222, -83.0515741084, -83.0515838224, -10.3901044078
1068000000.0000000000, -10.3032632577, -83.1161336635, -83.1161336635, -10.3032790430
1069000000.0000000000, -10.2162241840, -83.1806835046, -83.1806835046, -10.2162290410
1070000000.0000000000, -10.1289519731, -83.2452430598, -83.2452430598, -10.1289392234
1071000000.0000000000, -10.0414229471, -83.3098220431, -83.3098123290, -10.0414029119
1072000000.0000000000, -9.9536929617, -83.3743524561, -83.3743621701, -9.9536826406
1073000000.0000000000, -9.8657158753, -83.4389120112, -83.4389120112, -9.8657104112
1074000000.0000000000, -9.7775372225, -83.5034521383, -83.5034521383, -9.7775445080
1075000064.0000000000, -9.6891673243, -83.5680019794, -83.5680019794, -9.6891618601
1076000000.0000000000, -9.6005199686, -83.6325421065, -83.6325421065, -9.6005369682
1076999936.0000000000, -9.5117086885, -83.6970725195, -83.6970628055, -9.5116959388
1077999872.0000000000, -9.4226424146, -83.7616126466, -83.7616126466, -9.4226205580
1078999808.0000000000, -9.3333715386, -83.8261430596, -83.8261430596, -9.3333818597
1079999744.0000000000, -9.2438924177, -83.8906734726, -83.8906734726, -9.2438857393
1080999680.0000000000, -9.1541898737, -83.9552135997, -83.9552135997, -9.1541995877
1081999616.0000000000, -9.0642578354, -84.0197440127, -84.0197440127, -9.0642529783
1082999552.0000000000, -8.9741454800, -84.0842549977, -84.0842647117, -8.9741418373
1083999488.0000000000, -8.8837805595, -84.1487951247, -84.1487951247, -8.8838066660
1084999424.0000000000, -8.7932444289, -84.2133061097, -84.2133158237, -8.7932565714
1085999360.0000000000, -8.7024727326, -84.2778365227, -84.2778462367, -8.7025012676
1086999296.0000000000, -8.6115146481, -84.3423669357, -84.3423766497, -8.6115134339
1087999232.0000000000, -8.5203501401, -84.4069070628, -84.4068973487, -8.5203355690
1088999168.0000000000, -8.4289786015, -84.4713986196, -84.4713986196, -8.4290004581
1089999104.0000000000, -8.3373812112, -84.5359290326, -84.5359290326, -8.3374018536
1090999040.0000000000, -8.2456411459, -84.6004303035, -84.6004400176, -8.2456126109
1091998976.0000000000, -8.1536187662, -84.6649510025, -84.6649510025, -8.1536236232
1092998912.0000000000, -8.0614093910, -84.7294814155, -84.7294911296, -8.0614142480
1093998848.0000000000, -7.9690239487, -84.7940118285, -84.7940118285, -7.9690215202
1094998784.0000000000, -7.8764272259, -84.8585130994, -84.8585130994, -7.8764296544
1095998720.0000000000, -7.7836568645, -84.9230337984, -84.9230240843, -7.7836562574
1096998656.0000000000, -7.6907074004, -84.9875253552, -84.9875253552, -7.6907067933
1097998592.0000000000, -7.5974877643, -85.0520557682, -85.0520557682, -7.5975077996
1098998528.0000000000, -7.5041205962, -85.1165667532, -85.1165570391, -7.5041436671
1099998464.0000000000, -7.4105476117, -85.1810777381, -85.1810777381, -7.4105731111
1100998400.0000000000, -7.3168301308, -85.2455887230, -85.2455984371, -7.3168331664
1101998336.0000000000, -7.2228971194, -85.3101094220, -85.3101094220, -7.2229019764
1102998272.0000000000, -7.1287340066, -85.3746301210, -85.3746301210, -7.1287576845
1103998208.0000000000, -7.0344543252, -85.4391313919, -85.4391411059, -7.0344755746
1104998144.0000000000, -6.9399433280, -85.5036520908, -85.5036520908, -6.9399275427
1105998080.0000000000, -6.8452866202, -85.5681630758, -85.5681630758, -6.8452823703
1106998016.0000000000, -6.7504046678, -85.6326740607, -85.6326740607, -6.7504119534
1107997952.0000000000, -6.6553776120, -85.6971947597, -85.6971850456, -6.6553636480
1108997888.0000000000, -6.5601593108, -85.7617057446, -85.7617154586, -6.5601544538
1109997824.0000000000, -6.4647345861, -85.8262264436, -85.8262361576, -6.4647394431
1110997760.0000000000, -6.3691811503, -85.8907568566, -85.8907471426, -6.3691775075
1111997696.0000000000, -6.2733842562, -85.9552775556, -85.9552775556, -6.2734079342
1112997632.0000000000, -6.1775060070, -86.0197885405, -86.0197982545, -6.1774823290
1113997568.0000000000, -6.0813709426, -86.0842995254, -86.0843189535, -6.0813927992
1114997504.0000000000, -5.9851017030, -86.1488299385, -86.1488299385, -5.9851156669
1115997440.0000000000, -5.8886928240, -86.2133409234, -86.2133506374, -5.8887013237
1116997376.0000000000, -5.7920933067, -86.2778616224, -86.2778616224, -5.7920993780
1117997312.0000000000, -5.6953031514, -86.3423920354, -86.3424114635, -5.6953043656
1118997248.0000000000, -5.5983848920, -86.4069030203, -86.4069127344, -5.5983927846
1119997184.0000000000, -5.5012887441, -86.4714431474, -86.4714528614, -5.5012905655
1120997120.0000000000, -5.4040207791, -86.5359735604, -86.5359735604, -5.4040389929
1121997056.0000000000, -5.3066307813, -86.6005039734, -86.6004942594, -5.3066459595
1122996992.0000000000, -5.2090070393, -86.6650538145, -86.6650538145, -5.2090313244
1123996928.0000000000, -5.1113007278, -86.7295745135, -86.7295647995, -5.1113037635
1124996864.0000000000, -5.0134104567, -86.7941146406, -86.7941243546, -5.0133977070
1125996800.0000000000, -4.9153532253, -86.8586644817, -86.8586644817, -4.9153602073
1126996736.0000000000, -4.8171803361, -86.9232046088, -86.9232046088, -4.8171867109
1127996672.0000000000, -4.7188298619, -86.9877447358, -86.9877447358, -4.7188338082
1128996608.0000000000, -4.6203370163, -87.0522751489, -87.0522751489, -4.6203694976
1129996544.0000000000, -4.5217303341, -87.1168249900, -87.1168249900, -4.5217291199
1130996480.0000000000, -4.4229372637, -87.1813748311, -87.1813748311, -4.4229257283
1131996416.0000000000, -4.3240203392, -87.2459246722, -87.2459246722, -4.3240185178
1132996352.0000000000, -4.2249613468, -87.3104745133, -87.3104842274, -4.2249470793
1133996288.0000000000, -4.1256935023, -87.3750437825, -87.3750534966, -4.1257302336
1134996224.0000000000, -4.0263837660, -87.4395936237, -87.4395936237, -4.0264041048
1135996160.0000000000, -3.9269164801, -87.5041531788, -87.5041531788, -3.9269125337
1136996096.0000000000, -3.8273135010, -87.5687127340, -87.5687127340, -3.8272925551
1137996032.0000000000, -3.7275141160, -87.6333111453, -87.6333014313, -3.7275220087
1138995968.0000000000, -3.6276555361, -87.6978707005, -87.6978707005, -3.6276436971
1139995904.0000000000, -3.5276281746, -87.7624496837, -87.7624496837, -3.5276196749
1140995840.0000000000, -3.4275203687, -87.8270189530, -87.8270189530, -3.4275003335
1141995776.0000000000, -3.3272559238, -87.8916076503, -87.8915979362, -3.3272437812
1142995712.0000000000, -3.2268442503, -87.9561866335, -87.9561866335, -3.2268573036
1143995648.0000000000, -3.1263563823, -88.0207753308, -88.0207656168, -3.1263588108
1144995584.0000000000, -3.0256979113, -88.0853543141, -88.0853543141, -3.0257328212
1145995520.0000000000, -2.9250115125, -88.1499527254, -88.1499527254, -2.9249626387
1146995456.0000000000, -2.8241326541, -88.2145414227, -88.2145414227, -2.8241101903
1147995392.0000000000, -2.7231147634, -88.2791689762, -88.2791689762, -2.7230898711
1148995328.0000000000, -2.6220446597, -88.3437673876, -88.3437673876, -2.6220331242
1149995264.0000000000, -2.5208031941, -88.4083657989, -88.4083657989, -2.5208148813
1150995200.0000000000, -2.4195240866, -88.4729739243, -88.4729739243, -2.4195095156
1151995136.0000000000, -2.3180938043, -88.5376014778, -88.5375917638, -2.3180584391
1152995072.0000000000, -2.2165410339, -88.6022290313, -88.6022290313, -2.2165293467
1153995008.0000000000, -2.1149204170, -88.6668468707, -88.6668565848, -2.1148855071
1154994944.0000000000, -2.0131703300, -88.7314744242, -88.7314841383, -2.0131683568
1155994880.0000000000, -1.9113543696, -88.7961116918, -88.7961019777, -1.9113460216
1156994816.0000000000, -1.8093801007, -88.8607683874, -88.8607489593, -1.8093769132
1157994752.0000000000, -1.7073674309, -88.9253862268, -88.9253862268, -1.7073700111
1158994688.0000000000, -1.6052526118, -88.9900332084, -88.9900332084, -1.6052463887
1159994624.0000000000, -1.5030333667, -89.0546801900, -89.0546801900, -1.5030341256
1160994560.0000000000, -1.4007137937, -89.1193368856, -89.1193368856, -1.4007134902
1161994496.0000000000, -1.2983295616, -89.1840032953, -89.1840032953, -1.2983130174
1162994432.0000000000, -1.1958123685, -89.2486794190, -89.2486794190, -1.1958216272
1163994368.0000000000, -1.0932784794, -89.3133458287, -89.3133458287, -1.0932550291
1164994304.0000000000, -0.9906230888, -89.3780219524, -89.3780122384, -0.9906194460
