frequency,e',e'',u',u''
1566000000,1.0461,0.0143,0.9788,0.022
1567000000,1.046,0.0143,0.9789,0.022
1568000000,1.0459,0.0143,0.979,0.0219
1569000000,1.0458,0.0143,0.9791,0.0219
1570000000,1.0458,0.0143,0.9791,0.0219
1571000000,1.0457,0.0143,0.9792,0.0219
1572000000,1.0456,0.0143,0.9793,0.0218
1573000000,1.0456,0.0143,0.9794,0.0218
1574000000,1.0455,0.0143,0.9794,0.0218
1575000000,1.0454,0.0143,0.9795,0.0217
1576000000,1.0453,0.0143,0.9796,0.0217
1577000000,1.0453,0.0143,0.9797,0.0217
1578000000,1.0452,0.0143,0.9797,0.0217
1579000000,1.0451,0.0143,0.9798,0.0216
1580000000,1.0451,0.0143,0.9799,0.0216
1581000000,1.045,0.0143,0.98,0.0216
1582000000,1.0449,0.0143,0.98,0.0216
1583000000,1.0448,0.0143,0.9801,0.0215
1584000000,1.0448,0.0143,0.9802,0.0215
1585000000,1.0447,0.0143,0.9803,0.0215
1586000000,1.0446,0.0142,0.9803,0.0215
1587000000,1.0446,0.0142,0.9804,0.0214
1588000000,1.0445,0.0142,0.9805,0.0214
1589000000,1.0444,0.0142,0.9805,0.0214
1590000000,1.0444,0.0142,0.9806,0.0214
1591000000,1.0443,0.0142,0.9807,0.0213
1592000000,1.0442,0.0142,0.9808,0.0213
1593000000,1.0441,0.0142,0.9808,0.0213
1594000000,1.0441,0.0142,0.9809,0.0213
1595000000,1.044,0.0142,0.981,0.0212
1596000000,1.0439,0.0142,0.981,0.0212
1597000000,1.0439,0.0142,0.9811,0.0212
1598000000,1.0438,0.0142,0.9812,0.0212
1599000000,1.0437,0.0142,0.9813,0.0211
1600000000,1.0437,0.0142,0.9813,0.0211
1601000000,1.0436,0.0142,0.9814,0.0211
1602000000,1.0435,0.0142,0.9815,0.0211
1603000000,1.0435,0.0142,0.9815,0.0211
1604000000,1.0434,0.0142,0.9816,0.021
1605000000,1.0433,0.0142,0.9817,0.021
1606000000,1.0433,0.0142,0.9817,0.021
1607000000,1.0432,0.0142,0.9818,0.021
1608000000,1.0431,0.0142,0.9819,0.0209
1609000000,1.043,0.0142,0.9819,0.0209
1610000000,1.043,0.0142,0.982,0.0209
1611000000,1.0429,0.0142,0.9821,0.0209
1612000000,1.0428,0.0142,0.9821,0.0209
1613000000,1.0428,0.0142,0.9822,0.0208
1614000000,1.0427,0.0142,0.9823,0.0208
1615000000,1.0426,0.0141,0.9823,0.0208
1616000000,1.0426,0.0141,0.9824,0.0208
1617000000,1.0425,0.0141,0.9825,0.0207
1618000000,1.0424,0.0141,0.9825,0.0207
1619000000,1.0424,0.0141,0.9826,0.0207
1620000000,1.0423,0.0141,0.9827,0.0207
1621000000,1.0422,0.0141,0.9827,0.0207
1622000000,1.0422,0.0141,0.9828,0.0206
1623000000,1.0421,0.0141,0.9829,0.0206
1624000000,1.042,0.0141,0.9829,0.0206
1625000000,1.042,0.0141,0.983,0.0206
1626000000,1.0419,0.0141,0.9831,0.0206
1627000000,1.0418,0.0141,0.9831,0.0205
1628000000,1.0418,0.0141,0.9832,0.0205
1629000000,1.0417,0.0141,0.9833,0.0205
1630000000,1.0416,0.0141,0.9833,0.0205
1631000000,1.0416,0.0141,0.9834,0.0205
1632000000,1.0415,0.0141,0.9835,0.0204
1633000000,1.0414,0.0141,0.9835,0.0204
1634000000,1.0414,0.0141,0.9836,0.0204
1635000000,1.0413,0.014,0.9837,0.0204
1636000000,1.0412,0.014,0.9837,0.0203
1637000000,1.0412,0.014,0.9838,0.0203
1638000000,1.0411,0.014,0.9838,0.0203
1639000000,1.0411,0.014,0.9839,0.0203
1640000000,1.041,0.014,0.984,0.0203
1641000000,1.0409,0.014,0.984,0.0202
1642000000,1.0409,0.014,0.9841,0.0202
1643000000,1.0408,0.014,0.9842,0.0202
1644000000,1.0407,0.014,0.9842,0.0202
1645000000,1.0407,0.014,0.9843,0.0202
1646000000,1.0406,0.014,0.9843,0.0201
1647000000,1.0405,0.014,0.9844,0.0201
1648000000,1.0405,0.014,0.9845,0.0201
1649000000,1.0404,0.014,0.9845,0.0201
1650000000,1.0403,0.014,0.9846,0.0201
1651000000,1.0403,0.014,0.9846,0.02
1652000000,1.0402,0.014,0.9847,0.02
1653000000,1.0402,0.014,0.9848,0.02
1654000000,1.0401,0.0139,0.9848,0.02
1655000000,1.04,0.0139,0.9849,0.02
1656000000,1.04,0.0139,0.985,0.02
1657000000,1.0399,0.0139,0.985,0.0199
1658000000,1.0398,0.0139,0.9851,0.0199
1659000000,1.0398,0.0139,0.9851,0.0199
1660000000,1.0397,0.0139,0.9852,0.0199
1661000000,1.0397,0.0139,0.9853,0.0199
1662000000,1.0396,0.0139,0.9853,0.0198
1663000000,1.0395,0.0139,0.9854,0.0198
1664000000,1.0395,0.0139,0.9854,0.0198
1665000000,1.0394,0.0139,0.9855,0.0198
1666000000,1.0393,0.0139,0.9855,0.0198
1667000000,1.0393,0.0139,0.9856,0.0197
1668000000,1.0392,0.0139,0.9857,0.0197
1669000000,1.0392,0.0139,0.9857,0.0197
1670000000,1.0391,0.0139,0.9858,0.0197
1671000000,1.039,0.0139,0.9858,0.0197
1672000000,1.039,0.0138,0.9859,0.0196
1673000000,1.0389,0.0138,0.9859,0.0196
1674000000,1.0389,0.0138,0.986,0.0196
1675000000,1.0388,0.0138,0.9861,0.0196
1676000000,1.0387,0.0138,0.9861,0.0196
1677000000,1.0387,0.0138,0.9862,0.0196
1678000000,1.0386,0.0138,0.9862,0.0195
1679000000,1.0386,0.0138,0.9863,0.0195
1680000000,1.0385,0.0138,0.9863,0.0195
1681000000,1.0384,0.0138,0.9864,0.0195
1682000000,1.0384,0.0138,0.9865,0.0195
1683000000,1.0383,0.0138,0.9865,0.0194
1684000000,1.0383,0.0138,0.9866,0.0194
1685000000,1.0382,0.0138,0.9866,0.0194
1686000000,1.0381,0.0138,0.9867,0.0194
1687000000,1.0381,0.0138,0.9867,0.0194
1688000000,1.038,0.0137,0.9868,0.0193
1689000000,1.038,0.0137,0.9868,0.0193
1690000000,1.0379,0.0137,0.9869,0.0193
1691000000,1.0378,0.0137,0.987,0.0193
1692000000,1.0378,0.0137,0.987,0.0193
1693000000,1.0377,0.0137,0.9871,0.0193
1694000000,1.0377,0.0137,0.9871,0.0192
1695000000,1.0376,0.0137,0.9872,0.0192
1696000000,1.0375,0.0137,0.9872,0.0192
1697000000,1.0375,0.0137,0.9873,0.0192
1698000000,1.0374,0.0137,0.9873,0.0192
1699000000,1.0374,0.0137,0.9874,0.0191
1700000000,1.0373,0.0137,0.9874,0.0191
1701000000,1.0373,0.0137,0.9875,0.0191
1702000000,1.0372,0.0137,0.9876,0.0191
1703000000,1.0371,0.0137,0.9876,0.0191
1704000000,1.0371,0.0136,0.9877,0.0191
1705000000,1.037,0.0136,0.9877,0.019
1706000000,1.037,0.0136,0.9878,0.019
1707000000,1.0369,0.0136,0.9878,0.019
1708000000,1.0369,0.0136,0.9879,0.019
1709000000,1.0368,0.0136,0.9879,0.019
1710000000,1.0367,0.0136,0.988,0.0189
1711000000,1.0367,0.0136,0.988,0.0189
1712000000,1.0366,0.0136,0.9881,0.0189
1713000000,1.0366,0.0136,0.9881,0.0189
1714000000,1.0365,0.0136,0.9882,0.0189
1715000000,1.0365,0.0136,0.9882,0.0189
1716000000,1.0364,0.0136,0.9883,0.0188
1717000000,1.0364,0.0136,0.9883,0.0188
1718000000,1.0363,0.0136,0.9884,0.0188
1719000000,1.0362,0.0136,0.9885,0.0188
1720000000,1.0362,0.0135,0.9885,0.0188
1721000000,1.0361,0.0135,0.9886,0.0188
1722000000,1.0361,0.0135,0.9886,0.0187
1723000000,1.036,0.0135,0.9887,0.0187
1724000000,1.036,0.0135,0.9887,0.0187
1725000000,1.0359,0.0135,0.9888,0.0187
1726000000,1.0359,0.0135,0.9888,0.0187
1727000000,1.0358,0.0135,0.9889,0.0186
1728000000,1.0358,0.0135,0.9889,0.0186
1729000000,1.0357,0.0135,0.989,0.0186
1730000000,1.0356,0.0135,0.989,0.0186
1731000000,1.0356,0.0135,0.9891,0.0186
1732000000,1.0355,0.0135,0.9891,0.0186
1733000000,1.0355,0.0135,0.9892,0.0185
1734000000,1.0354,0.0135,0.9892,0.0185
1735000000,1.0354,0.0135,0.9893,0.0185
1736000000,1.0353,0.0135,0.9893,0.0185
1737000000,1.0353,0.0135,0.9894,0.0185
1738000000,1.0352,0.0134,0.9894,0.0184
1739000000,1.0352,0.0134,0.9895,0.0184
1740000000,1.0351,0.0134,0.9895,0.0184
1741000000,1.035,0.0134,0.9896,0.0184
1742000000,1.035,0.0134,0.9896,0.0184
1743000000,1.0349,0.0134,0.9897,0.0184
1744000000,1.0349,0.0134,0.9897,0.0183
1745000000,1.0348,0.0134,0.9898,0.0183
1746000000,1.0348,0.0134,0.9898,0.0183
1747000000,1.0347,0.0134,0.9898,0.0183
1748000000,1.0347,0.0134,0.9899,0.0183
1749000000,1.0346,0.0134,0.9899,0.0182
1750000000,1.0346,0.0134,0.99,0.0182
1751000000,1.0345,0.0134,0.99,0.0182
1752000000,1.0345,0.0134,0.9901,0.0182
1753000000,1.0344,0.0134,0.9901,0.0182
1754000000,1.0344,0.0134,0.9902,0.0182
1755000000,1.0343,0.0134,0.9902,0.0181
1756000000,1.0342,0.0134,0.9903,0.0181
1757000000,1.0342,0.0134,0.9903,0.0181
1758000000,1.0341,0.0133,0.9904,0.0181
1759000000,1.0341,0.0133,0.9904,0.0181
1760000000,1.034,0.0133,0.9905,0.018
1761000000,1.034,0.0133,0.9905,0.018
1762000000,1.0339,0.0133,0.9906,0.018
1763000000,1.0339,0.0133,0.9906,0.018
1764000000,1.0338,0.0133,0.9907,0.018
1765000000,1.0338,0.0133,0.9907,0.0179
1766000000,1.0337,0.0133,0.9908,0.0179
1767000000,1.0337,0.0133,0.9908,0.0179
1768000000,1.0336,0.0133,0.9909,0.0179
1769000000,1.0336,0.0133,0.9909,0.0179
1770000000,1.0335,0.0133,0.991,0.0178
1771000000,1.0335,0.0133,0.991,0.0178
1772000000,1.0334,0.0133,0.991,0.0178
1773000000,1.0334,0.0133,0.9911,0.0178
1774000000,1.0333,0.0133,0.9911,0.0178
1775000000,1.0333,0.0133,0.9912,0.0178
1776000000,1.0332,0.0133,0.9912,0.0177
1777000000,1.0332,0.0133,0.9913,0.0177
1778000000,1.0331,0.0133,0.9913,0.0177
1779000000,1.0331,0.0133,0.9914,0.0177
1780000000,1.033,0.0133,0.9914,0.0177
1781000000,1.033,0.0133,0.9915,0.0176
1782000000,1.0329,0.0132,0.9915,0.0176
1783000000,1.0329,0.0132,0.9916,0.0176
1784000000,1.0328,0.0132,0.9916,0.0176
1785000000,1.0328,0.0132,0.9917,0.0176
1786000000,1.0327,0.0132,0.9917,0.0176
1787000000,1.0327,0.0132,0.9917,0.0175
1788000000,1.0326,0.0132,0.9918,0.0175
1789000000,1.0326,0.0132,0.9918,0.0175
1790000000,1.0325,0.0132,0.9919,0.0175
1791000000,1.0325,0.0132,0.9919,0.0175
1792000000,1.0325,0.0132,0.992,0.0174
1793000000,1.0324,0.0132,0.992,0.0174
1794000000,1.0324,0.0132,0.9921,0.0174
1795000000,1.0323,0.0132,0.9921,0.0174
1796000000,1.0323,0.0132,0.9922,0.0174
1797000000,1.0322,0.0132,0.9922,0.0174
1798000000,1.0322,0.0132,0.9922,0.0173
1799000000,1.0321,0.0132,0.9923,0.0173
1800000000,1.0321,0.0132,0.9923,0.0173
1801000000,1.032,0.0132,0.9924,0.0173
1802000000,1.032,0.0132,0.9924,0.0173
1803000000,1.0319,0.0132,0.9925,0.0172
1804000000,1.0319,0.0132,0.9925,0.0172
1805000000,1.0318,0.0132,0.9925,0.0172
1806000000,1.0318,0.0132,0.9926,0.0172
1807000000,1.0317,0.0132,0.9926,0.0172
1808000000,1.0317,0.0132,0.9927,0.0172
1809000000,1.0317,0.0132,0.9927,0.0171
1810000000,1.0316,0.0132,0.9928,0.0171
1811000000,1.0316,0.0132,0.9928,0.0171
1812000000,1.0315,0.0131,0.9928,0.0171
1813000000,1.0315,0.0131,0.9929,0.0171
1814000000,1.0314,0.0131,0.9929,0.0171
1815000000,1.0314,0.0131,0.993,0.017
1816000000,1.0313,0.0131,0.993,0.017
1817000000,1.0313,0.0131,0.9931,0.017
1818000000,1.0312,0.0131,0.9931,0.017
1819000000,1.0312,0.0131,0.9931,0.017
1820000000,1.0312,0.0131,0.9932,0.017
1821000000,1.0311,0.0131,0.9932,0.0169
1822000000,1.0311,0.0131,0.9933,0.0169
1823000000,1.031,0.0131,0.9933,0.0169
1824000000,1.031,0.0131,0.9934,0.0169
1825000000,1.0309,0.0131,0.9934,0.0169
1826000000,1.0309,0.0131,0.9934,0.0168
1827000000,1.0308,0.0131,0.9935,0.0168
1828000000,1.0308,0.0131,0.9935,0.0168
1829000000,1.0308,0.0131,0.9936,0.0168
1830000000,1.0307,0.0131,0.9936,0.0168
1831000000,1.0307,0.0131,0.9936,0.0168
1832000000,1.0306,0.0131,0.9937,0.0167
1833000000,1.0306,0.0131,0.9937,0.0167
1834000000,1.0306,0.0131,0.9938,0.0167
1835000000,1.0305,0.0131,0.9938,0.0167
1836000000,1.0305,0.0131,0.9938,0.0167
1837000000,1.0304,0.0131,0.9939,0.0167
1838000000,1.0304,0.0131,0.9939,0.0166
1839000000,1.0303,0.0131,0.994,0.0166
1840000000,1.0303,0.0131,0.994,0.0166
1841000000,1.0303,0.0131,0.994,0.0166
1842000000,1.0302,0.0131,0.9941,0.0166
1843000000,1.0302,0.0131,0.9941,0.0166
1844000000,1.0301,0.0131,0.9942,0.0165
1845000000,1.0301,0.0131,0.9942,0.0165
1846000000,1.0301,0.0131,0.9942,0.0165
1847000000,1.03,0.0131,0.9943,0.0165
1848000000,1.03,0.0131,0.9943,0.0165
1849000000,1.0299,0.0131,0.9943,0.0165
1850000000,1.0299,0.013,0.9944,0.0164
1851000000,1.0298,0.013,0.9944,0.0164
1852000000,1.0298,0.013,0.9945,0.0164
1853000000,1.0298,0.013,0.9945,0.0164
1854000000,1.0297,0.013,0.9945,0.0164
1855000000,1.0297,0.013,0.9946,0.0164
1856000000,1.0296,0.013,0.9946,0.0164
1857000000,1.0296,0.013,0.9946,0.0163
1858000000,1.0296,0.013,0.9947,0.0163
1859000000,1.0295,0.013,0.9947,0.0163
1860000000,1.0295,0.013,0.9948,0.0163
1861000000,1.0294,0.013,0.9948,0.0163
1862000000,1.0294,0.013,0.9948,0.0163
1863000000,1.0294,0.013,0.9949,0.0162
1864000000,1.0293,0.013,0.9949,0.0162
1865000000,1.0293,0.013,0.9949,0.0162
1866000000,1.0293,0.013,0.995,0.0162
1867000000,1.0292,0.013,0.995,0.0162
1868000000,1.0292,0.013,0.995,0.0162
1869000000,1.0291,0.013,0.9951,0.0162
1870000000,1.0291,0.013,0.9951,0.0161
1871000000,1.0291,0.013,0.9952,0.0161
1872000000,1.029,0.013,0.9952,0.0161
1873000000,1.029,0.013,0.9952,0.0161
1874000000,1.0289,0.013,0.9953,0.0161
1875000000,1.0289,0.013,0.9953,0.0161
1876000000,1.0289,0.013,0.9953,0.016
1877000000,1.0288,0.013,0.9954,0.016
1878000000,1.0288,0.013,0.9954,0.016
1879000000,1.0287,0.013,0.9954,0.016
1880000000,1.0287,0.013,0.9955,0.016
1881000000,1.0287,0.013,0.9955,0.016
1882000000,1.0286,0.013,0.9955,0.016
1883000000,1.0286,0.013,0.9956,0.0159
1884000000,1.0286,0.013,0.9956,0.0159
1885000000,1.0285,0.013,0.9956,0.0159
1886000000,1.0285,0.013,0.9957,0.0159
1887000000,1.0284,0.013,0.9957,0.0159
1888000000,1.0284,0.013,0.9957,0.0159
1889000000,1.0284,0.013,0.9958,0.0158
1890000000,1.0283,0.013,0.9958,0.0158
1891000000,1.0283,0.013,0.9958,0.0158
1892000000,1.0282,0.013,0.9959,0.0158
1893000000,1.0282,0.013,0.9959,0.0158
1894000000,1.0282,0.013,0.9959,0.0158
1895000000,1.0281,0.013,0.996,0.0157
1896000000,1.0281,0.013,0.996,0.0157
1897000000,1.0281,0.013,0.996,0.0157
1898000000,1.028,0.013,0.9961,0.0157
1899000000,1.028,0.013,0.9961,0.0157
1900000000,1.0279,0.0129,0.9961,0.0157
1901000000,1.0279,0.0129,0.9962,0.0157
1902000000,1.0279,0.0129,0.9962,0.0156
1903000000,1.0278,0.0129,0.9962,0.0156
1904000000,1.0278,0.0129,0.9963,0.0156
1905000000,1.0278,0.0129,0.9963,0.0156
1906000000,1.0277,0.0129,0.9963,0.0156
1907000000,1.0277,0.0129,0.9964,0.0156
1908000000,1.0276,0.0129,0.9964,0.0156
1909000000,1.0276,0.0129,0.9964,0.0155
1910000000,1.0276,0.0129,0.9965,0.0155
1911000000,1.0275,0.0129,0.9965,0.0155
1912000000,1.0275,0.0129,0.9965,0.0155
1913000000,1.0275,0.0129,0.9966,0.0155
1914000000,1.0274,0.0129,0.9966,0.0155
1915000000,1.0274,0.0129,0.9966,0.0155
1916000000,1.0274,0.0129,0.9967,0.0154
1917000000,1.0273,0.0129,0.9967,0.0154
1918000000,1.0273,0.0129,0.9967,0.0154
1919000000,1.0272,0.0129,0.9968,0.0154
1920000000,1.0272,0.0129,0.9968,0.0154
1921000000,1.0272,0.0129,0.9968,0.0154
1922000000,1.0271,0.0129,0.9969,0.0154
1923000000,1.0271,0.0129,0.9969,0.0153
1924000000,1.0271,0.0129,0.9969,0.0153
1925000000,1.027,0.0129,0.997,0.0153
1926000000,1.027,0.0129,0.997,0.0153
1927000000,1.027,0.0129,0.997,0.0153
1928000000,1.0269,0.0129,0.9971,0.0153
1929000000,1.0269,0.0129,0.9971,0.0153
1930000000,1.0268,0.0129,0.9971,0.0152
1931000000,1.0268,0.0129,0.9972,0.0152
1932000000,1.0268,0.0129,0.9972,0.0152
1933000000,1.0267,0.0129,0.9972,0.0152
1934000000,1.0267,0.0129,0.9973,0.0152
1935000000,1.0267,0.0129,0.9973,0.0152
1936000000,1.0266,0.0128,0.9973,0.0152
1937000000,1.0266,0.0128,0.9974,0.0152
1938000000,1.0266,0.0128,0.9974,0.0151
1939000000,1.0265,0.0128,0.9974,0.0151
1940000000,1.0265,0.0128,0.9975,0.0151
1941000000,1.0264,0.0128,0.9975,0.0151
1942000000,1.0264,0.0128,0.9975,0.0151
1943000000,1.0264,0.0128,0.9975,0.0151
1944000000,1.0263,0.0128,0.9976,0.0151
1945000000,1.0263,0.0128,0.9976,0.0151
1946000000,1.0263,0.0128,0.9976,0.015
1947000000,1.0262,0.0128,0.9977,0.015
1948000000,1.0262,0.0128,0.9977,0.015
1949000000,1.0262,0.0128,0.9977,0.015
1950000000,1.0261,0.0128,0.9978,0.015
1951000000,1.0261,0.0128,0.9978,0.015
1952000000,1.0261,0.0128,0.9978,0.015
1953000000,1.026,0.0128,0.9979,0.015
1954000000,1.026,0.0128,0.9979,0.015
1955000000,1.026,0.0128,0.9979,0.0149
1956000000,1.0259,0.0128,0.9979,0.0149
1957000000,1.0259,0.0128,0.998,0.0149
1958000000,1.0259,0.0128,0.998,0.0149
1959000000,1.0258,0.0128,0.998,0.0149
1960000000,1.0258,0.0127,0.9981,0.0149
1961000000,1.0257,0.0127,0.9981,0.0149
1962000000,1.0257,0.0127,0.9981,0.0149
1963000000,1.0257,0.0127,0.9982,0.0148
1964000000,1.0256,0.0127,0.9982,0.0148
1965000000,1.0256,0.0127,0.9982,0.0148
1966000000,1.0256,0.0127,0.9982,0.0148
1967000000,1.0255,0.0127,0.9983,0.0148
1968000000,1.0255,0.0127,0.9983,0.0148
1969000000,1.0255,0.0127,0.9983,0.0148
1970000000,1.0254,0.0127,0.9984,0.0148
1971000000,1.0254,0.0127,0.9984,0.0148
1972000000,1.0254,0.0127,0.9984,0.0147
1973000000,1.0253,0.0127,0.9984,0.0147
1974000000,1.0253,0.0127,0.9985,0.0147
1975000000,1.0253,0.0127,0.9985,0.0147
1976000000,1.0252,0.0127,0.9985,0.0147
1977000000,1.0252,0.0127,0.9986,0.0147
1978000000,1.0252,0.0127,0.9986,0.0147
1979000000,1.0251,0.0127,0.9986,0.0147
1980000000,1.0251,0.0126,0.9986,0.0147
1981000000,1.0251,0.0126,0.9987,0.0147
1982000000,1.025,0.0126,0.9987,0.0146
1983000000,1.025,0.0126,0.9987,0.0146
1984000000,1.025,0.0126,0.9988,0.0146
1985000000,1.0249,0.0126,0.9988,0.0146
1986000000,1.0249,0.0126,0.9988,0.0146
1987000000,1.0249,0.0126,0.9988,0.0146
1988000000,1.0249,0.0126,0.9989,0.0146
1989000000,1.0248,0.0126,0.9989,0.0146
1990000000,1.0248,0.0126,0.9989,0.0146
1991000000,1.0248,0.0126,0.9989,0.0145
1992000000,1.0247,0.0126,0.999,0.0145
1993000000,1.0247,0.0126,0.999,0.0145
1994000000,1.0247,0.0126,0.999,0.0145
1995000000,1.0246,0.0126,0.999,0.0145
1996000000,1.0246,0.0126,0.9991,0.0145
1997000000,1.0246,0.0126,0.9991,0.0145
1998000000,1.0245,0.0126,0.9991,0.0145
1999000000,1.0245,0.0126,0.9992,0.0145
2000000000,1.0245,0.0125,0.9992,0.0145
2001000000,1.0244,0.0125,0.9992,0.0144
2002000000,1.0244,0.0125,0.9992,0.0144
2003000000,1.0244,0.0125,0.9993,0.0144
2004000000,1.0243,0.0125,0.9993,0.0144
2005000000,1.0243,0.0125,0.9993,0.0144
2006000000,1.0243,0.0125,0.9993,0.0144
2007000000,1.0243,0.0125,0.9994,0.0144
2008000000,1.0242,0.0125,0.9994,0.0144
2009000000,1.0242,0.0125,0.9994,0.0144
2010000000,1.0242,0.0125,0.9994,0.0144
2011000000,1.0241,0.0125,0.9995,0.0143
2012000000,1.0241,0.0125,0.9995,0.0143
2013000000,1.0241,0.0125,0.9995,0.0143
2014000000,1.024,0.0125,0.9995,0.0143
2015000000,1.024,0.0125,0.9996,0.0143
2016000000,1.024,0.0125,0.9996,0.0143
2017000000,1.0239,0.0125,0.9996,0.0143
2018000000,1.0239,0.0125,0.9996,0.0143
2019000000,1.0239,0.0125,0.9997,0.0143
2020000000,1.0239,0.0125,0.9997,0.0142
2021000000,1.0238,0.0124,0.9997,0.0142
2022000000,1.0238,0.0124,0.9997,0.0142
2023000000,1.0238,0.0124,0.9998,0.0142
2024000000,1.0237,0.0124,0.9998,0.0142
2025000000,1.0237,0.0124,0.9998,0.0142
2026000000,1.0237,0.0124,0.9998,0.0142
2027000000,1.0236,0.0124,0.9999,0.0142
2028000000,1.0236,0.0124,0.9999,0.0142
2029000000,1.0236,0.0124,0.9999,0.0142
2030000000,1.0235,0.0124,0.9999,0.0141
2031000000,1.0235,0.0124,1,0.0141
2032000000,1.0235,0.0124,1,0.0141
2033000000,1.0235,0.0124,1,0.0141
2034000000,1.0234,0.0124,1,0.0141
2035000000,1.0234,0.0124,1.0001,0.0141
2036000000,1.0234,0.0124,1.0001,0.0141
2037000000,1.0233,0.0124,1.0001,0.0141
2038000000,1.0233,0.0124,1.0001,0.0141
2039000000,1.0233,0.0124,1.0002,0.014
2040000000,1.0233,0.0124,1.0002,0.014
2041000000,1.0232,0.0124,1.0002,0.014
2042000000,1.0232,0.0124,1.0002,0.014
2043000000,1.0232,0.0123,1.0003,0.014
2044000000,1.0231,0.0123,1.0003,0.014
2045000000,1.0231,0.0123,1.0003,0.014
2046000000,1.0231,0.0123,1.0003,0.014
2047000000,1.023,0.0123,1.0004,0.014
2048000000,1.023,0.0123,1.0004,0.014
2049000000,1.023,0.0123,1.0004,0.0139
2050000000,1.023,0.0123,1.0004,0.0139
2051000000,1.0229,0.0123,1.0004,0.0139
2052000000,1.0229,0.0123,1.0005,0.0139
2053000000,1.0229,0.0123,1.0005,0.0139
2054000000,1.0228,0.0123,1.0005,0.0139
2055000000,1.0228,0.0123,1.0005,0.0139
2056000000,1.0228,0.0123,1.0006,0.0139
2057000000,1.0228,0.0123,1.0006,0.0139
2058000000,1.0227,0.0123,1.0006,0.0138
2059000000,1.0227,0.0123,1.0006,0.0138
2060000000,1.0227,0.0123,1.0007,0.0138
2061000000,1.0226,0.0123,1.0007,0.0138
2062000000,1.0226,0.0123,1.0007,0.0138
2063000000,1.0226,0.0123,1.0007,0.0138
2064000000,1.0226,0.0123,1.0008,0.0138
2065000000,1.0225,0.0123,1.0008,0.0138
2066000000,1.0225,0.0123,1.0008,0.0138
2067000000,1.0225,0.0122,1.0008,0.0138
2068000000,1.0224,0.0122,1.0008,0.0137
2069000000,1.0224,0.0122,1.0009,0.0137
2070000000,1.0224,0.0122,1.0009,0.0137
2071000000,1.0224,0.0122,1.0009,0.0137
2072000000,1.0223,0.0122,1.0009,0.0137
2073000000,1.0223,0.0122,1.001,0.0137
2074000000,1.0223,0.0122,1.001,0.0137
2075000000,1.0222,0.0122,1.001,0.0137
2076000000,1.0222,0.0122,1.001,0.0137
2077000000,1.0222,0.0122,1.0011,0.0137
2078000000,1.0222,0.0122,1.0011,0.0136
2079000000,1.0221,0.0122,1.0011,0.0136
2080000000,1.0221,0.0122,1.0011,0.0136
2081000000,1.0221,0.0122,1.0011,0.0136
2082000000,1.022,0.0122,1.0012,0.0136
2083000000,1.022,0.0122,1.0012,0.0136
2084000000,1.022,0.0122,1.0012,0.0136
2085000000,1.022,0.0122,1.0012,0.0136
2086000000,1.0219,0.0122,1.0013,0.0136
2087000000,1.0219,0.0122,1.0013,0.0136
2088000000,1.0219,0.0122,1.0013,0.0135
2089000000,1.0219,0.0122,1.0013,0.0135
2090000000,1.0218,0.0122,1.0013,0.0135
2091000000,1.0218,0.0122,1.0014,0.0135
2092000000,1.0218,0.0122,1.0014,0.0135
2093000000,1.0217,0.0121,1.0014,0.0135
2094000000,1.0217,0.0121,1.0014,0.0135
2095000000,1.0217,0.0121,1.0014,0.0135
2096000000,1.0217,0.0121,1.0015,0.0135
2097000000,1.0216,0.0121,1.0015,0.0135
2098000000,1.0216,0.0121,1.0015,0.0134
2099000000,1.0216,0.0121,1.0015,0.0134
2100000000,1.0216,0.0121,1.0016,0.0134
2101000000,1.0215,0.0121,1.0016,0.0134
2102000000,1.0215,0.0121,1.0016,0.0134
2103000000,1.0215,0.0121,1.0016,0.0134
2104000000,1.0214,0.0121,1.0016,0.0134
2105000000,1.0214,0.0121,1.0017,0.0134
2106000000,1.0214,0.0121,1.0017,0.0134
2107000000,1.0214,0.0121,1.0017,0.0133
2108000000,1.0213,0.0121,1.0017,0.0133
2109000000,1.0213,0.0121,1.0017,0.0133
2110000000,1.0213,0.0121,1.0018,0.0133
2111000000,1.0213,0.0121,1.0018,0.0133
2112000000,1.0212,0.0121,1.0018,0.0133
2113000000,1.0212,0.0121,1.0018,0.0133
2114000000,1.0212,0.0121,1.0018,0.0133
2115000000,1.0212,0.0121,1.0019,0.0133
2116000000,1.0211,0.0121,1.0019,0.0133
2117000000,1.0211,0.0121,1.0019,0.0132
2118000000,1.0211,0.0121,1.0019,0.0132
2119000000,1.0211,0.0121,1.0019,0.0132
2120000000,1.021,0.012,1.002,0.0132
2121000000,1.021,0.012,1.002,0.0132
2122000000,1.021,0.012,1.002,0.0132
2123000000,1.021,0.012,1.002,0.0132
2124000000,1.0209,0.012,1.002,0.0132
2125000000,1.0209,0.012,1.0021,0.0132
2126000000,1.0209,0.012,1.0021,0.0132
2127000000,1.0209,0.012,1.0021,0.0132
2128000000,1.0208,0.012,1.0021,0.0131
2129000000,1.0208,0.012,1.0021,0.0131
2130000000,1.0208,0.012,1.0022,0.0131
2131000000,1.0208,0.012,1.0022,0.0131
2132000000,1.0207,0.012,1.0022,0.0131
2133000000,1.0207,0.012,1.0022,0.0131
2134000000,1.0207,0.012,1.0022,0.0131
2135000000,1.0207,0.012,1.0023,0.0131
