!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:47:40
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-6.5889673,-5.5240259,-18.899473,-165.76675
2001000000,-6.5600777,-5.4878945,-18.730747,-166.64514
2002000000,-6.4924641,-5.4581475,-18.709913,-167.61897
2003000000,-6.4321084,-5.4577818,-18.869703,-168.67276
2004000000,-6.3899598,-5.4958725,-18.949205,-169.61963
2005000000,-6.3123198,-5.503212,-19.284628,-170.59789
2006000000,-6.2823,-5.5789013,-19.56908,-171.21507
2007000000,-6.2452989,-5.637444,-20.219711,-172.22633
2008000000,-6.2819943,-5.795938,-20.709511,-172.70802
2009000000,-6.3229227,-5.9104781,-21.216602,-173.22794
2010000000,-6.3297405,-6.0206552,-21.685591,-173.56682
2011000000,-6.4070611,-6.1351738,-21.992088,-173.65321
2012000000,-6.4705558,-6.2820239,-22.143379,-173.75096
2013000000,-6.5218587,-6.3847771,-22.116314,-173.53734
2014000000,-6.6014514,-6.4722576,-22.169188,-173.34042
2015000000,-6.6349959,-6.5864735,-21.862906,-172.98499
2016000000,-6.6479425,-6.6412683,-21.627607,-172.43239
2017000000,-6.6451039,-6.691206,-21.436472,-172.04117
2018000000,-6.6475573,-6.7050204,-21.090239,-171.49329
2019000000,-6.6568484,-6.7336473,-21.070854,-170.87019
2020000000,-6.5991812,-6.7221994,-20.916895,-170.23657
2021000000,-6.5791774,-6.6831222,-20.71665,-169.48828
2022000000,-6.5025964,-6.6296954,-20.711178,-168.92896
2023000000,-6.4872398,-6.5680904,-20.874302,-168.49362
2024000000,-6.4524508,-6.4560943,-21.041159,-167.99327
2025000000,-6.4127927,-6.363255,-21.280689,-167.89583
2026000000,-6.4039016,-6.2521815,-21.59771,-167.67871
2027000000,-6.3937149,-6.0900273,-21.989231,-167.84161
2028000000,-6.4044948,-5.9677844,-22.13072,-167.92538
2029000000,-6.409687,-5.8561816,-22.489508,-168.34308
2030000000,-6.445106,-5.7287555,-22.802784,-168.84334
2031000000,-6.4627104,-5.5660076,-22.880203,-169.52554
2032000000,-6.5195923,-5.5046043,-23.075991,-170.3934
2033000000,-6.5438151,-5.4127259,-22.934122,-171.30374
2034000000,-6.5765338,-5.3763804,-22.812017,-172.35107
2035000000,-6.5805616,-5.352026,-22.591366,-173.41507
2036000000,-6.5810628,-5.3527899,-22.415745,-174.45708
2037000000,-6.5615511,-5.3929224,-22.075857,-175.70934
2038000000,-6.5289063,-5.4332352,-21.876183,-176.61282
2039000000,-6.4851918,-5.5320535,-21.776438,-177.54756
2040000000,-6.3897676,-5.5855565,-21.872807,-178.44942
2041000000,-6.3487988,-5.7048068,-22.078712,-179.06606
2042000000,-6.3024492,-5.8145924,-22.426252,-179.68585
2043000000,-6.262764,-5.9595332,-22.833988,179.81619
2044000000,-6.2284966,-6.0796671,-23.334961,179.55122
2045000000,-6.21066,-6.2364473,-23.960924,179.42757
2046000000,-6.2235756,-6.3810492,-24.606556,179.4464
2047000000,-6.2646518,-6.490871,-24.852371,179.6534
2048000000,-6.3231034,-6.6131649,-25.193155,-179.78351
2049000000,-6.4025817,-6.7252746,-25.424398,-179.41972
2050000000,-6.447154,-6.7740846,-25.547369,-178.59885
2051000000,-6.5102158,-6.8324451,-25.451519,-177.91551
2052000000,-6.5774817,-6.8534794,-25.254707,-177.4136
2053000000,-6.6192026,-6.8369036,-25.079321,-176.59937
2054000000,-6.6278338,-6.8197107,-24.633797,-175.83981
2055000000,-6.614347,-6.7756739,-24.385975,-175.1673
2056000000,-6.6089125,-6.7129564,-24.107094,-174.701
2057000000,-6.5723982,-6.6131883,-23.97673,-174.0247
2058000000,-6.5283532,-6.4862328,-23.804411,-173.71509
2059000000,-6.4471474,-6.376967,-23.914289,-173.32036
2060000000,-6.3983703,-6.2207747,-23.903021,-173.18991
2061000000,-6.3638377,-6.0890079,-24.053596,-173.41573
2062000000,-6.3353653,-5.9487286,-24.450556,-173.65788
2063000000,-6.3050714,-5.8105736,-24.900984,-174.11626
2064000000,-6.298449,-5.6511369,-25.202795,-174.73984
2065000000,-6.3078594,-5.5038996,-25.517263,-175.62604
2066000000,-6.3420539,-5.4181137,-25.872843,-176.48651
2067000000,-6.3668184,-5.3660922,-26.272261,-177.65898
2068000000,-6.4276972,-5.331996,-26.399178,-178.87196
2069000000,-6.4733076,-5.2884068,-26.405518,179.97421
2070000000,-6.5057721,-5.328125,-26.245205,178.72964
2071000000,-6.5314436,-5.351006,-26.178896,177.70689
2072000000,-6.5488496,-5.4400091,-25.864197,176.57167
2073000000,-6.5402374,-5.5265331,-25.621832,175.61304
2074000000,-6.5232539,-5.6427698,-25.42783,174.8219
2075000000,-6.4905944,-5.7610683,-25.212881,174.11993
2076000000,-6.4476833,-5.9026799,-25.284761,173.37541
2077000000,-6.3859348,-6.0710378,-25.127941,173.1312
2078000000,-6.342093,-6.1841526,-25.24888,172.6552
2079000000,-6.2917991,-6.338551,-25.553377,172.96111
2080000000,-6.2398262,-6.4956837,-25.764341,173.04582
2081000000,-6.2225657,-6.6204877,-26.190256,173.42937
2082000000,-6.1893005,-6.7446723,-26.7187,173.87469
2083000000,-6.1848712,-6.8653612,-27.034054,174.47897
2084000000,-6.2065897,-6.9265962,-27.576408,175.31561
2085000000,-6.2374535,-6.9632845,-28.037853,175.96274
2086000000,-6.2767673,-6.9773893,-28.321629,176.85988
2087000000,-6.3325734,-6.9668908,-28.375788,177.77702
2088000000,-6.3927307,-6.9438686,-28.45179,178.46558
2089000000,-6.4440398,-6.8488874,-28.561291,179.35411
2090000000,-6.4713349,-6.7857175,-28.374367,179.99875
2091000000,-6.5156584,-6.6562228,-28.036507,-179.56055
2092000000,-6.5165496,-6.5069366,-27.780834,-179.24124
