frequency, S11, S12, S13, S21, S22, S23, S31, S32, S33
2059937024.0000000000, -41.4489538009, -147.4071731442, -147.4071731442, -147.4071731442, -117.7650409817, 47.0055537205, -147.4071731442, 47.0055440064, -117.7650312676
2060936960.0000000000, -41.5584991068, -147.4809999001, -147.4809999001, -147.4809999001, -117.8576741321, 46.9676689379, -147.4810096141, 46.9676737949, -117.8576741321
2061936896.0000000000, -41.6680395558, -147.5548266559, -147.5548266559, -147.5548266559, -117.9504529933, 46.9294830198, -147.5548266559, 46.9294975909, -117.9504529933
2062936832.0000000000, -41.7775945758, -147.6286534117, -147.6286534117, -147.6286534117, -118.0433581371, 46.8910251084, -147.6286534117, 46.8910202514, -118.0433678511
2063936768.0000000000, -41.8871107397, -147.7024898816, -147.7024898816, -147.7024898816, -118.1364284197, 46.8522320625, -147.7024898816, 46.8522369195, -118.1364284197
2064936704.0000000000, -41.9966851878, -147.7763166374, -147.7763166374, -147.7763166374, -118.2296346989, 46.8131718802, -147.7763166374, 46.8131718802, -118.2296346989
2065936640.0000000000, -42.1062596359, -147.8501725354, -147.8501725354, -147.8501725354, -118.3229964029, 46.7737814204, -147.8501725354, 46.7738008485, -118.3229964029
2066936576.0000000000, -42.2158195130, -147.9239895772, -147.9239895772, -147.9239992912, -118.4164746754, 46.7341238242, -147.9239895772, 46.7341286812, -118.4164941035
2067936512.0000000000, -42.3253259628, -147.9978357611, -147.9978260470, -147.9978260470, -118.5101180868, 46.6941408075, -147.9978260470, 46.6941456645, -118.5101375149
2068936448.0000000000, -42.4348858398, -148.0716722310, -148.0716722310, -148.0716722310, -118.6039169228, 46.6538760834, -148.0716722310, 46.6538663694, -118.6039169228
2069936384.0000000000, -42.5444602880, -148.1455087008, -148.1455087008, -148.1455087008, -118.6978323275, 46.6133053669, -148.1455087008, 46.6133102239, -118.6978323275
2070936320.0000000000, -42.6539861659, -148.2193548848, -148.2193548848, -148.2193548848, -118.7919225850, 46.5724092298, -148.2193548848, 46.5724189438, -118.7919225850
2071936256.0000000000, -42.7635314718, -148.2932010687, -148.2932010687, -148.2931913546, -118.8861391251, 46.5312556704, -148.2931913546, 46.5312556704, -118.8861488391
2072936192.0000000000, -42.8730962059, -148.3670375386, -148.3670375386, -148.3670375386, -118.9805013759, 46.4898106897, -148.3670375386, 46.4898009756, -118.9805110900
2073936128.0000000000, -42.9826317979, -148.4408934365, -148.4408837225, -148.4408934365, -119.0750481936, 46.4480305743, -148.4408934365, 46.4480160032, -119.0750579076
2074936064.0000000000, -43.0921722468, -148.5147493345, -148.5147493345, -148.5147299064, -119.1697212939, 46.4059638946, -148.5147299064, 46.4059493235, -119.1697407220
2075936000.0000000000, -43.2017175528, -148.5885760903, -148.5885760903, -148.5885760903, -119.2645401049, 46.3636009364, -148.5885760903, 46.3635815083, -119.2645401049
2076935936.0000000000, -43.3112871439, -148.6624417023, -148.6624417023, -148.6624417023, -119.3595531969, 46.3209028436, -148.6624417023, 46.3209125576, -119.3595531969
2077935872.0000000000, -43.4208227358, -148.7362878863, -148.7362878863, -148.7362878863, -119.4546634293, 46.2779376145, -148.7362878863, 46.2779376145, -119.4546634293
2078935808.0000000000, -43.5303631848, -148.8101340702, -148.8101340702, -148.8101340702, -119.5499388005, 46.2346566789, -148.8101243561, 46.2346663929, -119.5499388005
2079935744.0000000000, -43.6399522040, -148.8839996822, -148.8839996822, -148.8839996822, -119.6453890245, 46.1910891789, -148.8839996822, 46.1910891789, -119.6453793105
2080935680.0000000000, -43.7494537968, -148.9578458661, -148.9578458661, -148.9578458661, -119.7409752452, 46.1472156865, -148.9578458661, 46.1472254005, -119.7409655312
2081935616.0000000000, -43.8590671011, -149.0317211922, -149.0317211922, -149.0317211922, -119.8367363188, 46.1030653437, -149.0317211922, 46.1030507726, -119.8367363188
2082935552.0000000000, -43.9685638368, -149.1055576621, -149.1055576621, -149.1055673761, -119.9326139609, 46.0585798662, -149.1055673761, 46.0585798662, -119.9326042468
2083935488.0000000000, -44.0781431420, -149.1794329881, -149.1794329881, -149.1794427022, -120.0286858839, 46.0138029674, -149.1794329881, 46.0138175385, -120.0286761699
2084935424.0000000000, -44.1876835909, -149.2532986001, -149.2532986001, -149.2533083142, -120.1249035177, 45.9687395042, -149.2533083142, 45.9687443613, -120.1248840896
2085935360.0000000000, -44.2972240399, -149.3271544981, -149.3271642122, -149.3271544981, -120.2212571481, 45.9233554775, -149.3271544981, 45.9233651915, -120.2212571481
2086935296.0000000000, -44.4067790599, -149.4010298242, -149.4010492523, -149.4010298242, -120.3177953454, 45.8776946004, -149.4010298242, 45.8776897434, -120.3178147735
2087935232.0000000000, -44.5163195089, -149.4748954362, -149.4748954362, -149.4748954362, -120.4144889674, 45.8316985887, -149.4748954362, 45.8316985887, -120.4144889674
2088935168.0000000000, -44.6259036711, -149.5487707623, -149.5487707623, -149.5487707623, -120.5113380142, 45.7854451548, -149.5487707623, 45.7854305837, -120.5113380142
2089935104.0000000000, -44.7354392630, -149.6226460883, -149.6226460883, -149.6226460883, -120.6083521998, 45.7388468722, -149.6226460883, 45.7388565863, -120.6083521998
2090935040.0000000000, -44.8449845690, -149.6965214144, -149.6965214144, -149.6965214144, -120.7055218101, 45.6919523112, -149.6965019863, 45.6919523112, -120.7055315242
2091934976.0000000000, -44.9545201609, -149.7703967404, -149.7703967404, -149.7703967404, -120.8028662733, 45.6447808998, -149.7703773123, 45.6447906139, -120.8028662733
2092934912.0000000000, -45.0640751810, -149.8442526384, -149.8442526384, -149.8442526384, -120.9003564472, 45.5973034960, -149.8442526384, 45.5973083530, -120.9003564472
2093934848.0000000000, -45.1736059159, -149.9181279645, -149.9181279645, -149.9181279645, -120.9980020458, 45.5495200997, -149.9181279645, 45.5495200997, -120.9980020458
2094934784.0000000000, -45.2832192202, -149.9920227186, -149.9920227186, -149.9920227186, -121.0958516394, 45.5014161398, -149.9920032905, 45.5014209969, -121.0958419254
2095934720.0000000000, -45.3927596691, -150.0658980447, -150.0658980447, -150.0658980447, -121.1938275156, 45.4530256156, -150.0658980447, 45.4530353297, -121.1938372297
2096934656.0000000000, -45.5023146892, -150.1397733708, -150.1397733708, -150.1397733708, -121.2919976728, 45.4043339559, -150.1397733708, 45.4043436700, -121.2919879588
2097934592.0000000000, -45.6118551381, -150.2136486968, -150.2136486968, -150.2136486968, -121.3903038266, 45.3553363038, -150.2136486968, 45.3553363038, -121.3903038266
2098934528.0000000000, -45.7214344433, -150.2875531650, -150.2875531650, -150.2875531650, -121.4888042614, 45.3060229451, -150.2875337369, 45.3060278021, -121.4887945473
2099934464.0000000000, -45.8309603212, -150.3614090630, -150.3614090630, -150.3614090630, -121.5874309787, 45.2564424501, -150.3614187770, 45.2564375931, -121.5874504068
2100934400.0000000000, -45.9405056272, -150.4353135312, -150.4353135312, -150.4353135312, -121.6862811192, 45.2065268205, -150.4353135312, 45.2065025354, -121.6862811192
2101934336.0000000000, -46.0500460761, -150.5091985713, -150.5091985713, -150.5091985713, -121.7852769703, 45.1563051985, -150.5091888573, 45.1563100555, -121.7852769703
2102934272.0000000000, -46.1595962391, -150.5830738974, -150.5830738974, -150.5830738974, -121.8844282462, 45.1057970120, -150.5830738974, 45.1058018691, -121.8844282462
2103934208.0000000000, -46.2691366881, -150.6569686515, -150.6569686515, -150.6569686515, -121.9837640890, 45.0549731191, -150.6569686515, 45.0549682621, -121.9837640890
2104934144.0000000000, -46.3786965651, -150.7308731197, -150.7308731197, -150.7308731197, -122.0832942127, 45.0038432336, -150.7308731197, 45.0038383766, -122.0832747846
2105934080.0000000000, -46.4882418711, -150.8047484458, -150.8047581598, -150.8047581598, -122.1829603331, 44.9524170698, -150.8047581598, 44.9524170698, -122.1829409050
2106934016.0000000000, -46.5977968912, -150.8786431999, -150.8786431999, -150.8786626280, -122.2828013063, 44.9006751994, -150.8786626280, 44.9006994845, -122.2828207344
2107933952.0000000000, -46.7073276261, -150.9525476681, -150.9525379541, -150.9525476681, -122.3828268464, 44.8486564787, -150.9525476681, 44.8486564787, -122.3828268464
2108933888.0000000000, -46.8168777891, -151.0264521364, -151.0264521364, -151.0264521364, -122.4830369534, 44.7963171944, -151.0264521364, 44.7963026233, -122.4830369534
2109933824.0000000000, -46.9264036670, -151.1003371765, -151.1003371765, -151.1003371765, -122.5834024851, 44.7436670607, -151.1003371765, 44.7436670607, -122.5834024851
2110933760.0000000000, -47.0359732581, -151.1742610728, -151.1742610728, -151.1742610728, -122.6839622978, 44.6906915063, -151.1742610728, 44.6906915063, -122.6839622978
2111933696.0000000000, -47.1454991360, -151.2481461129, -151.2481461129, -151.2481363988, -122.7846581071, 44.6374731008, -151.2481461129, 44.6374585298, -122.7846678212
2112933632.0000000000, -47.2550784411, -151.3220505811, -151.3220505811, -151.3220505811, -122.8855773395, 44.5838807045, -151.3220505811, 44.5838855615, -122.8855773395
2113933568.0000000000, -47.3645994620, -151.3959356212, -151.3959356212, -151.3959356212, -122.9866422826, 44.5300260290, -151.3959356212, 44.5300308860, -122.9866519967
2114933504.0000000000, -47.4741739101, -151.4698692315, -151.4698692315, -151.4698692315, -123.0879209348, 44.4758410758, -151.4698692315, 44.4758410758, -123.0879306488
2115933440.0000000000, -47.5837095020, -151.5437834138, -151.5437834138, -151.5437834138, -123.1893744397, 44.4213598442, -151.5437736997, 44.4213549872, -123.1893744397
2116933376.0000000000, -47.6932256659, -151.6176684539, -151.6176684539, -151.6176684539, -123.2909833695, 44.3665774772, -151.6176684539, 44.3665774772, -123.2909833695
2117933312.0000000000, -47.8027952570, -151.6915729221, -151.6915729221, -151.6915729221, -123.3927768661, 44.3114891177, -151.6915729221, 44.3114794036, -123.3927768661
2118933248.0000000000, -47.9123454200, -151.7654871043, -151.7654871043, -151.7654871043, -123.4947549296, 44.2560947657, -151.7654871043, 44.2560850516, -123.4947549296
2119933184.0000000000, -48.0218615838, -151.8394110006, -151.8394110006, -151.8394110006, -123.5969175600, 44.2003555650, -151.8394207147, 44.2003701361, -123.5969467022
2120933120.0000000000, -48.1314117468, -151.9133251829, -151.9133251829, -151.9133251829, -123.6992744714, 44.1443346570, -151.9133251829, 44.1443298000, -123.6992841854
2121933056.0000000000, -48.2409716239, -151.9872393651, -151.9872393651, -151.9872393651, -123.8018062355, 44.0880174706, -151.9872393651, 44.0880271846, -123.8018062355
2122932992.0000000000, -48.3504877877, -152.0611438333, -152.0611438333, -152.0611438333, -123.9045128526, 44.0313894346, -152.0611438333, 44.0314040057, -123.9045128526
2123932928.0000000000, -48.4600233797, -152.1350774437, -152.1350774437, -152.1350774437, -124.0074234646, 43.9744505492, -152.1350774437, 43.9744456922, -124.0074428927
2124932864.0000000000, -48.5695589716, -152.2089916259, -152.2089916259, -152.2090013400, -124.1105380716, 43.9171813862, -152.2089916259, 43.9171862432, -124.1105186435
2125932800.0000000000, -48.6790751355, -152.2829058082, -152.2829058082, -152.2829058082, -124.2137789612, 43.8596305158, -152.2829058082, 43.8596402298, -124.2137886752
2126932736.0000000000, -48.7886301555, -152.3568394185, -152.3568394185, -152.3568394185, -124.3172724160, 43.8017396538, -152.3568394185, 43.8017445108, -124.3172724160
2127932672.0000000000, -48.8981803185, -152.4307536008, -152.4307536008, -152.4307536008, -124.4209115815, 43.7435767984, -152.4307536008, 43.7435767984, -124.4209115815
2128932608.0000000000, -49.0077401956, -152.5046872111, -152.5046872111, -152.5046872111, -124.5247547420, 43.6850885225, -152.5046872111, 43.6850885225, -124.5247547420
2129932544.0000000000, -49.1172515024, -152.5786111074, -152.5786111074, -152.5786111074, -124.6287824694, 43.6262748261, -152.5786111074, 43.6262845401, -124.6287921834
2130932480.0000000000, -49.2268405216, -152.6525447178, -152.6525447178, -152.6525447178, -124.7330141918, 43.5671794222, -152.6525447178, 43.5671842793, -124.7330141918
2131932416.0000000000, -49.3363469714, -152.7264686141, -152.7264589000, -152.7264686141, -124.8374013389, 43.5077731689, -152.7264589000, 43.5077683119, -124.8374207670
2132932352.0000000000, -49.4458777063, -152.8003925104, -152.8003925104, -152.8003925104, -124.9420119091, 43.4480366380, -152.8003925104, 43.4480463520, -124.9420021950
2133932288.0000000000, -49.5553938701, -152.8743164067, -152.8743164067, -152.8743164067, -125.0468070462, 43.3879941146, -152.8743164067, 43.3879941146, -125.0468070462
2134932224.0000000000, -49.6649003199, -152.9482597310, -152.9482500170, -152.9482597310, -125.1518256063, 43.3276407417, -152.9482597310, 43.3276407417, -125.1518061782
2135932160.0000000000, -49.7744650540, -153.0221933414, -153.0221933414, -153.0221933414, -125.2569995912, 43.2669959474, -153.0221933414, 43.2669959474, -125.2569995912
2136932096.0000000000, -49.8839909319, -153.0961366658, -153.0961366658, -153.0961366658, -125.3623969992, 43.2060014474, -153.0961366658, 43.2060063045, -125.3623872852
2137932032.0000000000, -49.9935265238, -153.1700508480, -153.1700508480, -153.1700508480, -125.4679498320, 43.1447203831, -153.1700702761, 43.1447203831, -125.4679401179
2138931968.0000000000, -50.1030621158, -153.2440136005, -153.2440136005, -153.2440136005, -125.5737358018, 43.0831138982, -153.2439941724, 43.0831236122, -125.5737358018
2139931904.0000000000, -50.2125879937, -153.3179374968, -153.3179374968, -153.3179374968, -125.6796869105, 43.0212111348, -153.3179374968, 43.0212111348, -125.6797063386
2140931840.0000000000, -50.3220895864, -153.3918808212, -153.3918808212, -153.3918808212, -125.7858808703, 42.9589780938, -153.3918808212, 42.9589926649, -125.7858711563
2141931776.0000000000, -50.4316154643, -153.4658241456, -153.4658241456, -153.4658241456, -125.8922399690, 42.8964342034, -153.4658241456, 42.8964342034, -125.8922593971
2142931712.0000000000, -50.5411850554, -153.5397674700, -153.5397674700, -153.5397674700, -125.9988127766, 42.8335940345, -153.5397674700, 42.8335891775, -125.9988224907
2143931648.0000000000, -50.6506623631, -153.6137107944, -153.6137010803, -153.6137107944, -126.1055798652, 42.7704235881, -153.6137107944, 42.7704138740, -126.1055798652
2144931584.0000000000, -50.7601882410, -153.6876541188, -153.6876541188, -153.6876541188, -126.2125412347, 42.7069374351, -153.6876541188, 42.7069325780, -126.2125509488
2145931520.0000000000, -50.8697238329, -153.7615974432, -153.7615974432, -153.7615974432, -126.3197163133, 42.6431404326, -153.7615974432, 42.6431355756, -126.3197357414
2146931456.0000000000, -50.9792497108, -153.8355601956, -153.8355601956, -153.8355601956, -126.4271148149, 42.5790374376, -153.8355601956, 42.5790325806, -126.4271051009
2147931392.0000000000, -51.0887950168, -153.9095035200, -153.9095035200, -153.9095035200, -126.5346784554, 42.5146138791, -153.9095035200, 42.5146138791, -126.5346881694
2148931328.0000000000, -51.1982626104, -153.9834468444, -153.9834468444, -153.9834468444, -126.6424752329, 42.4498649000, -153.9834468444, 42.4498600430, -126.6424752329
2149931264.0000000000, -51.3078273445, -154.0574193109, -154.0574193109, -154.0574193109, -126.7504662914, 42.3848147855, -154.0574193109, 42.3848050715, -126.7504662914
2150931200.0000000000, -51.4173192232, -154.1313626353, -154.1313626353, -154.1313626353, -126.8586613449, 42.3194392504, -154.1313626353, 42.3194343934, -126.8586613449
2151931136.0000000000, -51.5268305300, -154.2053059597, -154.2053059597, -154.2053059597, -126.9670409653, 42.2537625799, -154.2052865316, 42.2537674369, -126.9670409653
2152931072.0000000000, -51.6363272658, -154.2792589982, -154.2792589982, -154.2792492841, -127.0756537228, 42.1877410607, -154.2792589982, 42.1877410607, -127.0756731509
2153931008.0000000000, -51.7458628577, -154.3532314647, -154.3532314647, -154.3532314647, -127.1844996174, 42.1213941209, -154.3532314647, 42.1214038349, -127.1845190455
2154930944.0000000000, -51.8553644505, -154.4271747891, -154.4271650750, -154.4271747891, -127.2934815086, 42.0548043299, -154.4271747891, 42.0547897589, -127.2935009367
2155930880.0000000000, -51.9648563292, -154.5011375416, -154.5011375416, -154.5011375416, -127.4027353932, 41.9878211201, -154.5011375416, 41.9878211201, -127.4027548213
2156930816.0000000000, -52.0743579220, -154.5751002941, -154.5751002941, -154.5751002941, -127.5122029868, 41.9205367748, -154.5751002941, 41.9205464888, -127.5122029868
2157930752.0000000000, -52.1839032280, -154.6490630465, -154.6490436184, -154.6490630465, -127.6218551473, 41.8529512940, -154.6490630465, 41.8529561511, -127.6218551473
2158930688.0000000000, -52.2934048207, -154.7230355131, -154.7230355131, -154.7230355131, -127.7317404450, 41.7850355357, -154.7230355131, 41.7850258217, -127.7317404450
2159930624.0000000000, -52.4028724143, -154.7969885515, -154.7969885515, -154.7969885515, -127.8418103095, 41.7167943568, -154.7969885515, 41.7167992138, -127.8418103095
2160930560.0000000000, -52.5123885782, -154.8709610180, -154.8709513040, -154.8709513040, -127.9521035971, 41.6482520424, -154.8709610180, 41.6482374714, -127.9521230252
2161930496.0000000000, -52.6219144561, -154.9449140565, -154.9449140565, -154.9449140565, -128.0626203077, 41.5793697364, -154.9449140565, 41.5793794505, -128.0626300218
2162930432.0000000000, -52.7314111918, -155.0189059511, -155.0189059511, -155.0189059511, -128.1733798696, 41.5101765809, -155.0189059511, 41.5101668669, -128.1733798696
2163930368.0000000000, -52.8409273557, -155.0928687036, -155.0928589895, -155.0928589895, -128.2843142842, 41.4406677189, -155.0928589895, 41.4406822900, -128.2842948561
2164930304.0000000000, -52.9504046633, -155.1668314561, -155.1668314561, -155.1668314561, -128.3954624079, 41.3708334363, -155.1668314561, 41.3708334363, -128.3954526939
2165930240.0000000000, -53.0598868280, -155.2408039226, -155.2408039226, -155.2408039226, -128.5068242407, 41.3006785902, -155.2408039226, 41.3006834472, -128.5068436688
2166930176.0000000000, -53.1694078489, -155.3147763891, -155.3147763891, -155.3147763891, -128.6184192106, 41.2302177516, -155.3147763891, 41.2302274656, -128.6184289246
2167930112.0000000000, -53.2788900136, -155.3887585697, -155.3887585697, -155.3887585697, -128.7302570316, 41.1594169214, -155.3887391416, 41.1594169214, -128.7302570316
2168930048.0000000000, -53.3883867493, -155.4627310362, -155.4627310362, -155.4627310362, -128.8422988476, 41.0882858135, -155.4627310362, 41.0883003846, -128.8422794195
2169929984.0000000000, -53.4978543429, -155.5367035028, -155.5367035028, -155.5367035028, -128.9545446586, 41.0168341421, -155.5367035028, 41.0168438562, -128.9545446586
2170929920.0000000000, -53.6073219365, -155.6106662553, -155.6106662553, -155.6106662553, -129.0670138927, 40.9451056204, -155.6106662553, 40.9450910494, -129.0670138927
2171929856.0000000000, -53.7168478144, -155.6846581499, -155.6846581499, -155.6846581499, -129.1797065498, 40.8730176790, -155.6846581499, 40.8730128220, -129.1797065498
2172929792.0000000000, -53.8263105510, -155.7586209024, -155.7586209024, -155.7586209024, -129.2926226301, 40.8006188880, -155.7586209024, 40.8006188880, -129.2926226301
2173929728.0000000000, -53.9357927157, -155.8326225110, -155.8326127970, -155.8326225110, -129.4057912755, 40.7278606773, -155.8326225110, 40.7278655344, -129.4057718474
2174929664.0000000000, -54.0452943085, -155.9066046916, -155.9066046916, -155.9066046916, -129.5191736300, 40.6547989027, -155.9066046916, 40.6548086168, -129.5191736300
2175929600.0000000000, -54.1547473310, -155.9805771581, -155.9805965862, -155.9805771581, -129.6327599795, 40.5814262786, -155.9805965862, 40.5814262786, -129.6327599795
2176929536.0000000000, -54.2642052106, -156.0545593387, -156.0545593387, -156.0545593387, -129.7465503239, 40.5077452334, -156.0545593387, 40.5077403764, -129.7465503239
2177929472.0000000000, -54.3737019463, -156.1285512334, -156.1285609474, -156.1285512334, -129.8606126617, 40.4336950545, -156.1285609474, 40.4336804835, -129.8606223757
2178929408.0000000000, -54.4831986821, -156.2025431280, -156.2025431280, -156.2025431280, -129.9749081365, 40.3593218836, -156.2025431280, 40.3593218836, -129.9749081365
2179929344.0000000000, -54.5926857038, -156.2765447366, -156.2765447366, -156.2765350226, -130.0894076064, 40.2846572912, -156.2765447366, 40.2846500057, -130.0894076064
2180929280.0000000000, -54.7021095842, -156.3505269172, -156.3505172032, -156.3505172032, -130.2041402134, 40.2096502787, -156.3505172032, 40.2096478502, -130.2041304993
2181929216.0000000000, -54.8115771778, -156.4245188118, -156.4245188118, -156.4244993838, -130.3190962434, 40.1343202741, -156.4245188118, 40.1343105601, -130.3190962434
2182929152.0000000000, -54.9210690565, -156.4985009924, -156.4985107065, -156.4985009924, -130.4342756966, 40.0586502779, -156.4985009924, 40.0586599919, -130.4342756966
2183929088.0000000000, -55.0304880799, -156.5724928871, -156.5724928871, -156.5724928871, -130.5497077149, 39.9826500041, -156.5724928871, 39.9826402901, -130.5497174290
2184929024.0000000000, -55.1399751016, -156.6464944957, -156.6464944957, -156.6464944957, -130.6653728704, 39.9063437378, -156.6464944957, 39.9063437378, -130.6653728704
2185928960.0000000000, -55.2494426952, -156.7204961044, -156.7204961044, -156.7204961044, -130.7812614490, 39.8296950514, -156.7204961044, 39.8296926229, -130.7812614490
2186928896.0000000000, -55.3589102888, -156.7944879990, -156.7944879990, -156.7944879990, -130.8973831647, 39.7527160874, -156.7944879990, 39.7527112303, -130.8973928787
2187928832.0000000000, -55.4683195981, -156.8684798936, -156.8684896077, -156.8684798936, -131.0137283034, 39.6754214168, -156.8684798936, 39.6754287024, -131.0137380175
2188928768.0000000000, -55.5777969058, -156.9424912164, -156.9424912164, -156.9424717883, -131.1303260074, 39.5977988972, -156.9424912164, 39.5977940402, -131.1303260074
2189928704.0000000000, -55.6872450713, -157.0164831110, -157.0164831110, -157.0164831110, -131.2471665625, 39.5198218149, -157.0164831110, 39.5198291004, -131.2471665625
2190928640.0000000000, -55.7966640947, -157.0904847197, -157.0904847197, -157.0904847197, -131.3642402548, 39.4415411686, -157.0904847197, 39.4415387401, -131.3642208267
2191928576.0000000000, -55.9061268313, -157.1644863283, -157.1644863283, -157.1644863283, -131.4815082280, 39.3629375302, -157.1644863283, 39.3629375302, -131.4814985140
2192928512.0000000000, -56.0155895678, -157.2384685089, -157.2384685089, -157.2384685089, -131.5990287664, 39.2840108998, -157.2384685089, 39.2840011858, -131.5990287664
2193928448.0000000000, -56.1249745921, -157.3124895457, -157.3124895457, -157.3124895457, -131.7168407263, 39.2047029931, -157.3124895457, 39.2047054216, -131.7168212982
2194928384.0000000000, -56.2343693303, -157.3864911543, -157.3864911543, -157.3864911543, -131.8348372530, 39.1250890938, -157.3864911543, 39.1250915224, -131.8348469670
2195928320.0000000000, -56.3438417810, -157.4605024771, -157.4605024771, -157.4605024771, -131.9530960590, 39.0451522026, -157.4605024771, 39.0451449170, -131.9530960590
2196928256.0000000000, -56.4533336597, -157.5345137998, -157.5345137998, -157.5345137998, -132.0715977161, 38.9648947477, -157.5345137998, 38.9648898907, -132.0715977161
2197928192.0000000000, -56.5627381120, -157.6085154085, -157.6085154085, -157.6085154085, -132.1903227963, 38.8842851587, -157.6085154085, 38.8842851587, -132.1903227963
2198928128.0000000000, -56.6721717064, -157.6825267312, -157.6825267312, -157.6825267312, -132.3093198699, 38.8033452921, -157.6825267312, 38.8033452921, -132.3093004418
2199928064.0000000000, -56.7815858728, -157.7565380539, -157.7565380539, -157.7565380539, -132.4285306525, 38.7220775764, -157.7565380539, 38.7220727194, -132.4285306525
2200928000.0000000000, -56.8909806110, -157.8305493766, -157.8305396626, -157.8305396626, -132.5479940002, 38.6404698691, -157.8305493766, 38.6404771546, -132.5479940002
2201927936.0000000000, -57.0004287766, -157.9045606993, -157.9045606993, -157.9045606993, -132.6677196273, 38.5585318842, -157.9045606993, 38.5585391697, -132.6677196273
2202927872.0000000000, -57.1098235148, -157.9785623080, -157.9785720220, -157.9785623080, -132.7876492493, 38.4762830497, -157.9785720220, 38.4762781927, -132.7876589634
2203927808.0000000000, -57.2192522522, -158.0526124869, -158.0526027729, -158.0526124869, -132.9078994349, 38.3936383679, -158.0526124869, 38.3936407964, -132.9078994349
2204927744.0000000000, -57.3286664186, -158.1266238096, -158.1266140956, -158.1266140956, -133.0283439014, 38.3107265498, -158.1266140956, 38.3107265498, -133.0283439014
2205927680.0000000000, -57.4380611568, -158.2006351323, -158.2006254183, -158.2006254183, -133.1490312191, 38.2274528834, -158.2006254183, 38.2274480264, -133.1490312191
2206927616.0000000000, -57.5474656092, -158.2746464551, -158.2746464551, -158.2746464551, -133.2699711020, 38.1438513680, -158.2746464551, 38.1438513680, -133.2699711020
2207927552.0000000000, -57.6568700615, -158.3486577778, -158.3486577778, -158.3486577778, -133.3911635501, 38.0599220035, -158.3486577778, 38.0599098609, -133.3911635501
2208927488.0000000000, -57.7662550857, -158.4226885286, -158.4226885286, -158.4226885286, -133.5125988494, 37.9756235052, -158.4226885286, 37.9756332192, -133.5125988494
2209927424.0000000000, -57.8756838231, -158.4967095654, -158.4967095654, -158.4967095654, -133.6343061420, 37.8909971578, -158.4967095654, 37.8910068718, -133.6343158561
2210927360.0000000000, -57.9850397052, -158.5707208881, -158.5707208881, -158.5707208881, -133.7562368577, 37.8060769605, -158.5707208881, 37.8060672464, -133.7562368577
2211927296.0000000000, -58.0944150153, -158.6447516389, -158.6447516389, -158.6447516389, -133.8784395667, 37.7207779154, -158.6447516389, 37.7207706298, -133.8784589948
2212927232.0000000000, -58.2038243247, -158.7187726756, -158.7187726756, -158.7187726756, -134.0008948409, 37.6351583067, -158.7187726756, 37.6351583067, -134.0008948409
2213927168.0000000000, -58.3131850638, -158.7928034265, -158.7928034265, -158.7928034265, -134.1235929663, 37.5492011349, -158.7928034265, 37.5492084204, -134.1235929663
2214927104.0000000000, -58.4225749450, -158.8668438913, -158.8668438913, -158.8668244632, -134.2465630850, 37.4628869719, -158.8668244632, 37.4628942574, -134.2465630850
2215927040.0000000000, -58.5319842543, -158.9408649281, -158.9408649281, -158.9408649281, -134.3697663408, 37.3762522453, -158.9408649281, 37.3762522453, -134.3697663408
2216926976.0000000000, -58.6412867091, -159.0148762508, -159.0148762508, -159.0148762508, -134.4932124478, 37.2892945267, -159.0148762508, 37.2892945267, -134.4932318759
2217926912.0000000000, -58.7506911614, -159.0889167157, -159.0889167157, -159.0889167157, -134.6169499762, 37.2019676743, -159.0889167157, 37.2019773884, -134.6169499762
2218926848.0000000000, -58.8600713286, -159.1629571805, -159.1629571805, -159.1629571805, -134.7409303557, 37.1143226869, -159.1629571805, 37.1143226869, -134.7409303557
2219926784.0000000000, -58.9693786405, -159.2369782173, -159.2369782173, -159.2369782173, -134.8651633005, 37.0263352793, -159.2369782173, 37.0263279938, -134.8651633005
2220926720.0000000000, -59.0787733787, -159.3110089681, -159.3110089681, -159.3110186821, -134.9896585245, 36.9380151656, -159.3110089681, 36.9380005946, -134.9896488105
2221926656.0000000000, -59.1881244038, -159.3850494330, -159.3850494330, -159.3850494330, -135.1143965997, 36.8493356322, -159.3850494330, 36.8493307752, -135.1144063138
2222926592.0000000000, -59.2974705718, -159.4590898978, -159.4590898978, -159.4590704697, -135.2393969542, 36.7603379638, -159.4590898978, 36.7603306782, -135.2393969542
2223926528.0000000000, -59.4068118828, -159.5331206486, -159.5331206486, -159.5331206486, -135.3646887301, 36.6709687330, -159.5331206486, 36.6709638760, -135.3646887301
2224926464.0000000000, -59.5161386227, -159.6071611135, -159.6071513994, -159.6071611135, -135.4902039290, 36.5812813672, -159.6071611135, 36.5812935098, -135.4902039290
2225926400.0000000000, -59.6254459346, -159.6811918643, -159.6811918643, -159.6811918643, -135.6160008354, 36.4912491528, -159.6811918643, 36.4912612954, -135.6160008354
2226926336.0000000000, -59.7347969596, -159.7552323292, -159.7552323292, -159.7552323292, -135.7420503069, 36.4008988033, -159.7552323292, 36.4008988033, -135.7420503069
2227926272.0000000000, -59.8441771268, -159.8292825081, -159.8292825081, -159.8292825081, -135.8683814858, 36.3101671775, -159.8292825081, 36.3101671775, -135.8683620577
2228926208.0000000000, -59.9534747246, -159.9033229729, -159.9033229729, -159.9033229729, -135.9949555158, 36.2191101312, -159.9033229729, 36.2191125597, -135.9949555158
