frequency,e',e''
1000000000,3.046,-0.0136
1010000000,3.0568,-0.0197
1020000000,3.0269,-0.0028
1030000000,3.0242,0.0104
1040000000,3.0288,-0.0024
1050000000,3.028,-0.0201
1060000000,3.0646,-0.0121
1070000000,3.0468,0.0044
1080000000,3.0233,-0.0162
1090000000,3.0542,-0.0336
1100000000,3.0603,0.0179
1110000000,3.0468,0.0019
1120000000,3.1117,-0.0025
1130000000,3.1002,-0.0062
1140000000,3.1046,-0.0356
1150000000,3.1233,-0.0104
1160000000,3.106,-0.0274
1170000000,3.1097,-0.0431
1180000000,3.1014,-0.0362
1190000000,3.1129,-0.0363
1200000000,3.1093,-0.0291
1210000000,3.1132,-0.0488
1220000000,3.1423,-0.0254
1230000000,3.1142,-0.042
1240000000,3.1171,-0.0101
1250000000,3.1127,-0.037
1260000000,3.1013,-0.027
1270000000,3.0979,-0.0367
1280000000,3.0817,-0.0246
1290000000,3.0761,-0.0354
1300000000,3.1116,-0.0317
1310000000,3.1329,-0.0024
1320000000,3.1171,0.0172
1330000000,3.1272,-0.004
1340000000,3.1194,-0.0217
1350000000,3.1207,-0.0289
1360000000,3.1065,-0.0247
1370000000,3.0989,-0.014
1380000000,3.1046,-0.0326
1390000000,3.1538,-0.006
1400000000,3.1127,0.0044
1410000000,3.1087,-0.0067
1420000000,3.0777,-0.0243
1430000000,3.12,-0.034
1440000000,3.1328,-0.0388
1450000000,3.138,-0.0519
1460000000,3.1339,-0.0409
1470000000,3.1288,-0.047
1480000000,3.138,-0.0627
1490000000,3.1217,-0.057
1500000000,3.117,-0.0473
1510000000,3.1118,-0.0665
1520000000,3.1013,-0.0331
1530000000,3.0858,-0.0524
1540000000,3.0759,-0.0436
1550000000,3.0896,-0.0367
1560000000,3.0801,-0.0212
1570000000,3.0836,-0.027
1580000000,3.1033,-0.0127
1590000000,3.1104,-0.0387
1600000000,3.1259,-0.0605
1610000000,3.1287,-0.0564
1620000000,3.136,-0.0593
1630000000,3.1451,-0.0625
1640000000,3.1485,-0.0602
1650000000,3.1491,-0.0578
1660000000,3.1543,-0.0614
1670000000,3.15,-0.0553
1680000000,3.1923,-0.0486
1690000000,3.1842,-0.042
1700000000,3.1633,-0.0724
1710000000,3.1711,-0.0475
1720000000,3.1707,-0.0685
1730000000,3.1755,-0.0737
1740000000,3.1932,-0.066
1750000000,3.1859,-0.0801
1760000000,3.1855,-0.0842
1770000000,3.1914,-0.0711
1780000000,3.1793,-0.0857
1790000000,3.1838,-0.0767
1800000000,3.1597,-0.0834
1810000000,3.1452,-0.0702
1820000000,3.1269,-0.0666
1830000000,3.1311,-0.0671
1840000000,3.1255,-0.0466
1850000000,3.1337,-0.0402
1860000000,3.1337,-0.0285
1870000000,3.1423,-0.0306
1880000000,3.1469,-0.0518
1890000000,3.1464,-0.0509
1900000000,3.1495,-0.0614
1910000000,3.1384,-0.06
1920000000,3.135,-0.0448
1930000000,3.14,-0.051
1940000000,3.1343,-0.042
1950000000,3.1297,-0.0384
1960000000,3.137,-0.0531
1970000000,3.1234,-0.052
1980000000,3.1329,-0.0598
1990000000,3.1232,-0.0515
2000000000,3.1196,-0.0456
2010000000,3.1149,-0.0549
2020000000,3.1117,-0.0555
2030000000,3.1114,-0.0511
2040000000,3.1356,-0.0518
2050000000,3.1369,-0.0606
2060000000,3.1465,-0.0605
2070000000,3.1387,-0.0524
2080000000,3.144,-0.0586
2090000000,3.1436,-0.0495
2100000000,3.1483,-0.059
2110000000,3.1539,-0.0603
2120000000,3.1417,-0.0652
2130000000,3.1507,-0.0656
2140000000,3.1508,-0.0791
2150000000,3.1444,-0.0737
2160000000,3.155,-0.0757
2170000000,3.1552,-0.0804
2180000000,3.1476,-0.073
2190000000,3.1474,-0.0729
2200000000,3.1369,-0.0701
2210000000,3.1256,-0.0707
2220000000,3.1258,-0.0723
2230000000,3.1217,-0.0724
2240000000,3.1157,-0.0673
2250000000,3.1134,-0.0756
2260000000,3.123,-0.0651
2270000000,3.116,-0.0614
2280000000,3.1119,-0.0606
2290000000,3.1053,-0.0541
2300000000,3.1099,-0.0668
2310000000,3.1037,-0.0665
2320000000,3.0974,-0.0748
2330000000,3.1015,-0.0669
2340000000,3.1017,-0.0589
2350000000,3.0993,-0.0715
2360000000,3.0959,-0.0582
2370000000,3.0907,-0.071
2380000000,3.0816,-0.0785
2390000000,3.0836,-0.0714
2400000000,3.0809,-0.0772
2410000000,3.0931,-0.0788
2420000000,3.1012,-0.0759
2430000000,3.1052,-0.0828
2440000000,3.1119,-0.0719
2450000000,3.1211,-0.0791
2460000000,3.1237,-0.0796
2470000000,3.1226,-0.0699
2480000000,3.1169,-0.0738
2490000000,3.1201,-0.0705
2500000000,3.1077,-0.0649
2510000000,3.1166,-0.0826
2520000000,3.1222,-0.0835
2530000000,3.1232,-0.0752
2540000000,3.128,-0.085
2550000000,3.1356,-0.069
2560000000,3.1418,-0.0615
2570000000,3.144,-0.0736
2580000000,3.1395,-0.0675
2590000000,3.1299,-0.0778
2600000000,3.1176,-0.0832
2610000000,3.1176,-0.0771
2620000000,3.1152,-0.0689
2630000000,3.139,-0.0716
2640000000,3.1377,-0.0733
2650000000,3.147,-0.0764
2660000000,3.1496,-0.0779
2670000000,3.1518,-0.0955
2680000000,3.1497,-0.0903
2690000000,3.1416,-0.095
2700000000,3.1406,-0.0978
2710000000,3.1333,-0.1048
2720000000,3.1368,-0.0908
2730000000,3.1322,-0.092
2740000000,3.1254,-0.0948
