Freq(Hz),S11 Phase_HFSS,S11 Phase_milled,S11 Phase_z0lver
1993000000,-131.6053346,3.7223008,-20.24208219
1994000000,-131.9021713,3.7027962,-20.4350323
1995000000,-132.1989918,3.1896615,-20.62807713
1996000000,-132.4957971,3.3393099,-20.82123609
1997000000,-132.7925882,3.1594152,-21.01457962
1998000000,-133.0893662,2.9718914,-21.2078673
1999000000,-133.3861318,2.8531456,-21.40148282
2000000000,-133.6828861,2.6795251,-21.59507649
2001000000,-133.97963,2.456851,-21.78887415
2002000000,-134.2763645,2.3139641,-21.98265239
2003000000,-134.5730904,2.097297,-22.17656905
2004000000,-134.8698087,2.0022917,-22.37071399
2005000000,-135.1665202,2.063998,-22.56493664
2006000000,-135.4632259,1.6619737,-22.75929772
2007000000,-135.7599267,1.6076543,-22.95368308
2008000000,-136.0566233,1.8614901,-23.14828458
2009000000,-136.3533168,1.4595135,-23.34293951
2010000000,-136.650008,1.1865541,-23.53761386
2011000000,-136.9466976,1.2847071,-23.73257964
2012000000,-137.2433867,1.1004609,-23.92766441
2013000000,-137.5400759,0.95846272,-24.1227929
2014000000,-137.8367662,0.81940651,-24.31806467
2015000000,-138.1334583,0.35612011,-24.51330001
2016000000,-138.4301531,0.42543629,-24.70896763
2017000000,-138.7268514,0.46809113,-24.90447253
2018000000,-139.023554,0.27472106,-25.10025429
2019000000,-139.3202617,-0.002179567,-25.29602147
2020000000,-139.6169752,-0.023410918,-25.49207522
2021000000,-139.9136954,-0.11957307,-25.68818726
2022000000,-140.210423,-0.36021701,-25.88438429
2023000000,-140.5071588,-0.66964734,-26.08075132
2024000000,-140.8039035,-0.7097978,-26.27717906
2025000000,-141.100658,-0.71629167,-26.4737768
2026000000,-141.3974229,-0.79368514,-26.6705251
2027000000,-141.6941989,-1.2208496,-26.86735112
2028000000,-141.9909869,-1.2830721,-27.06428884
2029000000,-142.2877875,-0.95726907,-27.26135043
2030000000,-142.5846015,-1.2967931,-27.45852129
2031000000,-142.8814296,-1.7386779,-27.65585001
2032000000,-143.1782724,-1.802196,-27.8533123
2033000000,-143.4751307,-1.9838016,-28.05079644
2034000000,-143.7720051,-2.1328456,-28.24847001
2035000000,-144.0688964,-2.0780208,-28.44626014
2036000000,-144.3658053,-2.6975708,-28.64414742
2037000000,-144.6627323,-2.7690256,-28.84224598
2038000000,-144.9596782,-2.6154013,-29.04045382
2039000000,-145.2566437,-2.8409264,-29.23863251
2040000000,-145.5536293,-2.8689387,-29.43715606
2041000000,-145.8506358,-3.0033333,-29.63566261
2042000000,-146.1476637,-3.0095379,-29.83436586
2043000000,-146.4447137,-3.4302359,-30.0331274
2044000000,-146.7417865,-3.6057308,-30.23202494
2045000000,-147.0388827,-3.7358599,-30.43108519
2046000000,-147.3360029,-3.844646,-30.63033729
2047000000,-147.6331476,-3.9841971,-30.82952139
2048000000,-147.9303176,-3.8275843,-31.02899206
2049000000,-148.2275134,-4.2059789,-31.22849915
2050000000,-148.5247356,-4.5084066,-31.42821995
2051000000,-148.8219848,-4.7408686,-31.62797718
2052000000,-149.1192615,-4.8851428,-31.82786555
2053000000,-149.4165665,-4.7269115,-32.02788749
2054000000,-149.7139002,-5.1683598,-32.22812799
2055000000,-150.0112632,-5.0344434,-32.42844621
2056000000,-150.308656,-5.3428717,-32.62888828
2057000000,-150.6060794,-5.3024235,-32.82941778
2058000000,-150.9035336,-5.5469928,-33.03011484
2059000000,-151.2010195,-5.8849998,-33.23089448
2060000000,-151.4985374,-5.8660269,-33.43186353
2061000000,-151.7960879,-5.9688334,-33.63287145
2062000000,-152.0936716,-6.3843598,-33.83413436
2063000000,-152.3912889,-6.429461,-34.03537298
2064000000,-152.6889405,-6.4627976,-34.2368156
2065000000,-152.9866267,-6.5761461,-34.43845492
2066000000,-153.2843482,-6.7433052,-34.64010396
2067000000,-153.5821055,-6.9108648,-34.84196671
2068000000,-153.879899,-6.8137035,-35.04393146
2069000000,-154.1777292,-7.4966297,-35.24600306
2070000000,-154.4755966,-7.3220439,-35.44824709
2071000000,-154.7735018,-7.5689845,-35.65062954
2072000000,-155.0714452,-7.735642,-35.85311399
2073000000,-155.3694273,-7.5987024,-36.05574901
2074000000,-155.6674486,-8.1187067,-36.25852002
2075000000,-155.9655094,-7.7969036,-36.46136632
2076000000,-156.2636104,-8.252306,-36.66433161
2077000000,-156.561752,-8.4070082,-36.86750576
2078000000,-156.8599346,-8.5470905,-37.07073576
2079000000,-157.1581586,-8.6833258,-37.27425475
2080000000,-157.4564246,-9.0000725,-37.47773246
2081000000,-157.7547329,-9.2147608,-37.68140931
2082000000,-158.0530841,-9.005538,-37.88512987
2083000000,-158.3514785,-9.2362976,-38.089154
2084000000,-158.6499166,-9.3864317,-38.29319998
2085000000,-158.9483988,-9.8171358,-38.4973091
2086000000,-159.2469255,-9.5322342,-38.70168536
2087000000,-159.5454971,-9.7727251,-38.90608591
2088000000,-159.8441141,-9.9971676,-39.11068073
2089000000,-160.1427769,-10.137672,-39.31548684
2090000000,-160.4414859,-10.24236,-39.52032209
2091000000,-160.7402414,-10.248359,-39.72526176
2092000000,-161.039044,-10.289485,-39.93038843
2093000000,-161.3378939,-11.007611,-40.13566081
2094000000,-161.6367915,-10.448465,-40.34103276
2095000000,-161.9357374,-11.205258,-40.54655042
2096000000,-162.2347318,-11.394938,-40.75217494
2097000000,-162.533775,-11.187399,-40.95798645
2098000000,-162.8328676,-10.99976,-41.1639291
2099000000,-163.1320099,-11.6819,-41.37001746
2100000000,-163.4312022,-11.650629,-41.57617867
2101000000,-163.7304449,-12.033112,-41.78250503
2102000000,-164.0297384,-11.829608,-41.98900623
2103000000,-164.329083,-12.05184,-42.19555115
2104000000,-164.628479,-12.021239,-42.40234864
2105000000,-164.9279269,-12.615068,-42.60915098
2106000000,-165.227427,-12.445888,-42.81622532
2107000000,-165.5269796,-12.679251,-43.02331908
2108000000,-165.826585,-12.563988,-43.23056827
2109000000,-166.1262437,-12.999416,-43.43803117
2110000000,-166.4259558,-13.075555,-43.64558149
2111000000,-166.7257219,-13.10421,-43.85328724
2112000000,-167.0255421,-13.439245,-44.06115813
2113000000,-167.3254168,-13.398782,-44.26911159
2114000000,-167.6253464,-13.758624,-44.4771039
2115000000,-167.9253311,-13.777708,-44.68541192
2116000000,-168.2253713,-13.883851,-44.89374423
2117000000,-168.5254672,-14.01274,-45.10228538
2118000000,-168.8256193,-14.322083,-45.31094797
2119000000,-169.1258277,-14.229837,-45.51973198
2120000000,-169.4260928,-14.557137,-45.72860827
2121000000,-169.7264149,-14.646313,-45.93767884
2122000000,-170.0267943,-14.809649,-46.14680284
2123000000,-170.3272312,-14.939918,-46.35617455
2124000000,-170.627726,-15.19818,-46.56570168
2125000000,-170.928279,-15.304069,-46.77525796
2126000000,-171.2288904,-15.220337,-46.98507165
2127000000,-171.5295605,-15.553714,-47.19489506
2128000000,-171.8302896,-15.670722,-47.40496133
2129000000,-172.131078,-15.825589,-47.61511987
2130000000,-172.4319259,-16.056812,-47.82546784
2131000000,-172.7328336,-16.203568,-48.03593724
2132000000,-173.0338014,-16.47584,-48.24641635
2133000000,-173.3348295,-16.630901,-48.45720631
2134000000,-173.6359182,-16.578281,-48.66801569
2135000000,-173.9370678,-16.62472,-48.87907279
2136000000,-174.2382785,-16.887627,-49.09019788
2137000000,-174.5395506,-17.175074,-49.30153668
2138000000,-174.8408843,-17.262217,-49.51293377
2139000000,-175.1422798,-16.809179,-49.72448628
2140000000,-175.4437375,-17.347324,-49.9362525
2141000000,-175.7452575,-17.575855,-50.14802358
2142000000,-176.0468401,-17.724939,-50.35996951
2143000000,-176.3484855,-17.62569,-50.57212429
2144000000,-176.650194,-17.902538,-50.78441993
2145000000,-176.9519658,-17.996004,-50.99675928
2146000000,-177.2538011,-18.150782,-51.20933662
2147000000,-177.5557002,-18.4163,-51.42192854
2148000000,-177.8576632,-18.67993,-51.6348313
2149000000,-178.1596905,-18.942329,-51.84780692
2150000000,-178.4617822,-18.901562,-52.06090397
2151000000,-178.7639385,-18.809879,-52.27413215
2152000000,-179.0661597,-19.016397,-52.48752062
2153000000,-179.3684459,-19.423616,-52.70115679
2154000000,-179.6707975,-19.421124,-52.91474925
2155000000,-179.9732145,-19.608555,-53.12852143
2156000000,179.7243027,-19.524937,-53.34259473
2157000000,179.4217541,-19.704882,-53.55665833
2158000000,179.1191393,-19.88014,-53.77086277
2159000000,178.8164582,-20.115963,-53.98517893
2160000000,178.5137106,-20.071676,-54.19973794
2161000000,178.2108963,-20.218357,-54.4144718
2162000000,177.9080151,-20.518881,-54.6293028
2163000000,177.6050668,-20.77442,-54.84424552
2164000000,177.3020512,-20.598122,-55.05931937
2165000000,176.9989682,-21.105663,-55.27450979
2166000000,176.6958174,-20.984138,-55.48990907
2167000000,176.3925989,-21.161839,-55.70547834
2168000000,176.0893123,-21.113123,-55.9211496
2169000000,175.7859574,-21.597027,-56.13695201
2170000000,175.4825342,-21.516289,-56.35285642
2171000000,175.1790425,-21.692476,-56.56905224
2172000000,174.875482,-21.750971,-56.78521407
2173000000,174.5718525,-22.239229,-57.00157018
2174000000,174.268154,-22.258368,-57.21818371
2175000000,173.9643862,-22.657001,-57.43475838
2176000000,173.660549,-22.595842,-57.6516439
2177000000,173.3566422,-22.730726,-57.86849543
2178000000,173.0526657,-22.856642,-58.08558009
2179000000,172.7486192,-23.038624,-58.30284932
2180000000,172.4445026,-22.648552,-58.52024969
2181000000,172.1403158,-22.968058,-58.73770834
2182000000,171.8360586,-23.339405,-58.95547298
2183000000,171.5317308,-23.339714,-59.17331048
2184000000,171.2273323,-23.562868,-59.3911917
2185000000,170.922863,-23.936983,-59.60933033
2186000000,170.6183226,-24.016912,-59.82749325
2187000000,170.313711,-24.02631,-60.04596702
2188000000,170.0090282,-24.261881,-60.26451365
2189000000,169.7042738,-24.196508,-60.48319627
2190000000,169.3994479,-24.727829,-60.70197603
2191000000,169.0945502,-25.150517,-60.92089665
2192000000,168.7895805,-24.735289,-61.13998726
2193000000,168.4845389,-24.845497,-61.35926244
2194000000,168.179425,-25.2799,-61.57863476
2195000000,167.8742389,-25.167933,-61.79822564
2196000000,167.5689802,-25.434349,-62.01789424
2197000000,167.263649,-25.560835,-62.23773769
2198000000,166.958245,-25.879007,-62.45768314
2199000000,166.6527682,-25.975182,-62.67778887
2200000000,166.3472184,-26.095572,-62.89801602
2201000000,166.0415954,-26.277655,-63.11837918
2202000000,165.7358991,-26.230661,-63.33893175
2203000000,165.4301295,-26.419426,-63.55966404
2204000000,165.1242864,-26.452187,-63.78047889
2205000000,164.8183696,-26.694208,-64.0014686
2206000000,164.512379,-27.127829,-64.22254574
2207000000,164.2063145,-26.771589,-64.44376858
2208000000,163.900176,-27.243654,-64.66520514
2209000000,163.5939634,-27.259073,-64.88667569
2210000000,163.2876765,-27.245861,-65.10840852
2211000000,162.9813152,-27.608778,-65.33024821
2212000000,162.6748794,-27.854057,-65.55223361
2213000000,162.368369,-27.706951,-65.77436472
2214000000,162.0617838,-27.995205,-65.99658811
2215000000,161.7551238,-28.36219,-66.21900578
2216000000,161.4483888,-28.252268,-66.44156431
2217000000,161.1415788,-28.488453,-66.66419569
2218000000,160.8346935,-28.81439,-66.88708449
2219000000,160.5277329,-28.695988,-67.11007044
2220000000,160.2206969,-29.038048,-67.33325552
2221000000,159.9135854,-28.995106,-67.55647946
2222000000,159.6063982,-29.086224,-67.7798734
2223000000,159.2991352,-29.469538,-68.00343247
2224000000,158.9917964,-29.398901,-68.22710811
2225000000,158.6843817,-29.246628,-68.45102175
2226000000,158.3768908,-29.612251,-68.67491596
2227000000,158.0693238,-29.872648,-68.8990773
2228000000,157.7616805,-30.146597,-69.1233115
2229000000,157.4539608,-30.303343,-69.34780312
2230000000,157.1461646,-30.537907,-69.57229474
2231000000,156.8382918,-30.561413,-69.79700007
2232000000,156.5303423,-30.325531,-70.02178312
2233000000,156.222316,-31.024061,-70.24674101
2234000000,155.9142127,-30.669247,-70.47188833
2235000000,155.6060325,-31.294811,-70.69715222
2236000000,155.2977752,-31.101482,-70.92253754
2237000000,154.9894407,-31.461391,-71.14804428
2238000000,154.6810289,-31.710546,-71.37375501
2239000000,154.3725397,-31.71347,-71.59959689
2240000000,154.0639729,-31.91865,-71.82556019
2241000000,153.7553286,-31.789822,-72.05164006
2242000000,153.4466066,-32.422142,-72.27785592
2243000000,153.1378068,-32.234161,-72.50429035
2244000000,152.8289292,-32.539303,-72.73086078
2245000000,152.5199735,-32.595142,-72.95749435
2246000000,152.2109398,-32.734547,-73.1842882
2247000000,151.9018279,-32.995628,-73.41122291
2248000000,151.5926378,-33.204185,-73.63840046
2249000000,151.2833693,-33.039997,-73.86555859
2250000000,150.9740224,-33.402622,-74.09293043
2251000000,150.6645969,-33.423,-74.3204334
2252000000,150.3550928,-33.598297,-74.54814523
2253000000,150.04551,-34.165577,-74.77593477
2254000000,149.7358484,-33.620518,-75.00384574
2255000000,149.4261078,-34.018169,-75.23187813
2256000000,149.1162883,-34.472092,-75.46020194
2257000000,148.8063897,-34.517239,-75.68853547
2258000000,148.4964119,-34.447968,-75.91699042
2259000000,148.1863549,-34.820072,-76.14565423
2260000000,147.8762185,-34.692097,-76.37434718
2261000000,147.5660027,-34.654861,-76.60331697
2262000000,147.2557073,-35.003304,-76.83233534
2263000000,146.9453323,-35.576038,-77.06151399
2264000000,146.6348776,-34.954773,-77.29087235
2265000000,146.3243432,-35.515266,-77.52037156
2266000000,146.0137288,-35.576508,-77.74987563
2267000000,145.7030345,-35.878323,-77.97961284
2268000000,145.3922601,-35.997379,-78.20945205
2269000000,145.0814055,-36.11068,-78.43947582
2270000000,144.7704707,-36.140568,-78.66968901
2271000000,144.4594557,-35.970417,-78.89986821
2272000000,144.1483601,-36.51577,-79.13036311
2273000000,143.8371841,-36.833267,-79.3609163
2274000000,143.5259276,-36.752739,-79.59158606
2275000000,143.2145903,-36.907532,-79.82243552
2276000000,142.9031723,-37.077625,-80.05342098
2277000000,142.5916734,-37.48996,-80.28446959
2278000000,142.2800937,-37.676598,-80.51565419
2279000000,141.9684329,-37.503868,-80.74711564
2280000000,141.656691,-37.669312,-80.97863537
2281000000,141.3448679,-37.510551,-81.21020368
2282000000,141.0329635,-38.033466,-81.44197598
2283000000,140.7209778,-38.092854,-81.67388913
2284000000,140.4089106,-38.208935,-81.90595771
2285000000,140.0967618,-38.340942,-82.13809429
2286000000,139.7845315,-38.559433,-82.37035715
2287000000,139.4722194,-38.660839,-82.60284343
2288000000,139.1598256,-38.628117,-82.83540742
2289000000,138.8473499,-38.883389,-83.06813656
2290000000,138.5347921,-38.797371,-83.3009434
2291000000,138.2221524,-39.14183,-83.53390568
2292000000,137.9094305,-39.34016,-83.7670428
2293000000,137.5966263,-39.479847,-84.00017021
2294000000,137.2837399,-39.830238,-84.2335599
2295000000,136.970771,-39.407959,-84.46705644
2296000000,136.6577196,-40.127979,-84.70070841
2297000000,136.3445857,-40.506279,-84.93443809
2298000000,136.031369,-40.321125,-85.16832319
2299000000,135.7180697,-40.352215,-85.40230544
2300000000,135.4046874,-40.64576,-85.63642368
2301000000,135.0912223,-40.822906,-85.87072649
2302000000,134.7776741,-40.962826,-86.10514587
2303000000,134.4640428,-41.216167,-86.33962353
2304000000,134.1503283,-41.223614,-86.57432462
2305000000,133.8365305,-41.498409,-86.80901599
2306000000,133.5226493,-41.254452,-87.0439405
2307000000,133.2086847,-41.539234,-87.27903986
2308000000,132.8946364,-41.809528,-87.51414893
2309000000,132.5805046,-41.970924,-87.74944258
2310000000,132.266289,-41.869946,-87.9848625
2311000000,131.9519896,-42.577927,-88.22037956
2312000000,131.6376062,-42.523079,-88.4560132
2313000000,131.3231389,-42.572472,-88.69184111
2314000000,131.0085874,-42.692646,-88.92770788
2315000000,130.6939517,-42.716854,-89.16376894
2316000000,130.3792318,-43.128765,-89.39988827
2317000000,130.0644275,-43.182407,-89.63615332
2318000000,129.7495387,-42.916908,-89.87261265
2319000000,129.4345653,-43.378956,-90.10913997
2320000000,129.1195073,-43.47126,-90.34577415
2321000000,128.8043646,-43.619598,-90.58255404
2322000000,128.4891369,-43.781425,-90.81948936
2323000000,128.1738244,-43.784397,-91.05649267
2324000000,127.8584268,-44.265884,-91.29360284
2325000000,127.5429441,-44.156998,-91.53080044
2326000000,127.2273762,-44.372616,-91.76821174
2327000000,126.911723,-44.469395,-92.00569105
2328000000,126.5959843,-44.965405,-92.24329663
2329000000,126.2801602,-44.476391,-92.48099936
2330000000,125.9642505,-44.841278,-92.71882836
2331000000,125.648255,-44.953552,-92.95683223
2332000000,125.3321738,-45.133469,-93.19494294
2333000000,125.0160067,-44.983929,-93.43313137
2334000000,124.6997535,-45.502193,-93.6713878
2335000000,124.3834143,-45.323761,-93.90992593
2336000000,124.066989,-45.575989,-94.14846406
2337000000,123.7504773,-46.184612,-94.3870702
2338000000,123.4338793,-46.383953,-94.62592889
2339000000,123.1171947,-46.332012,-94.86478759
2340000000,122.8004237,-46.157768,-95.10371429
2341000000,122.4835659,-46.822746,-95.3428644
2342000000,122.1666213,-46.213428,-95.58210195
2343000000,121.8495899,-47.023418,-95.82143663
2344000000,121.5324715,-46.678619,-96.06084903
2345000000,121.215266,-47.13744,-96.30046543
2346000000,120.8979734,-47.198441,-96.54009153
2347000000,120.5805935,-47.347401,-96.77996049
2348000000,120.2631261,-47.625477,-97.01979059
2349000000,119.9455713,-47.950176,-97.25981498
2350000000,119.627929,-48.028812,-97.49990736
2351000000,119.3101989,-47.952679,-97.74021345
2352000000,118.992381,-48.431644,-97.98052925
2353000000,118.6744753,-48.082245,-98.22092277
2354000000,118.3564815,-48.168362,-98.46146199
2355000000,118.0383996,-48.451778,-98.70208865
2356000000,117.7202296,-48.397659,-98.94290958
2357000000,117.4019712,-48.927475,-99.18379852
2358000000,117.0836244,-49.261204,-99.42467774
2359000000,116.7651891,-49.399403,-99.66581923
2360000000,116.4466652,-49.178829,-99.90699959
2361000000,116.1280525,-49.337971,-100.1482382
2362000000,115.809351,-49.875904,-100.3896809
2363000000,115.4905605,-49.670021,-100.6311041
2364000000,115.171681,-49.742176,-100.8727216
2365000000,114.8527124,-50.01955,-101.1144362
2366000000,114.5336545,-50.482296,-101.3561897
2367000000,114.2145072,-50.472271,-101.5980889
2368000000,113.8952704,-50.598713,-101.840056
2369000000,113.575944,-50.76128,-102.0821495
2370000000,113.256528,-50.556618,-102.3242916
2371000000,112.9370221,-50.879467,-102.5666279
2372000000,112.6174263,-51.02879,-102.8089739
2373000000,112.2977405,-51.060478,-103.0514851
2374000000,111.9779646,-51.293552,-103.2940254
2375000000,111.6580985,-51.720818,-103.5367309
2376000000,111.338142,-51.402649,-103.7794558
2377000000,111.018095,-51.766624,-104.0223361
2378000000,110.6979574,-51.988464,-104.2652553
2379000000,110.3777292,-52.143127,-104.5083396
2380000000,110.0574102,-52.180489,-104.7514724
2381000000,109.7370003,-52.473949,-104.9947025
2382000000,109.4164994,-52.449932,-105.2380491
2383000000,109.0959074,-52.53994,-105.4814248
2384000000,108.7752241,-52.704433,-105.7249171
2385000000,108.4544495,-53.268726,-105.9685259
2386000000,108.1335835,-52.83622,-106.2121931
2387000000,107.8126259,-53.533691,-106.4559671
2388000000,107.4915766,-53.323223,-106.6997508
2389000000,107.1704355,-53.370235,-106.9436705
2390000000,106.8492026,-53.623047,-107.1877651
2391000000,106.5278776,-53.926521,-107.4318305
2392000000,106.2064605,-53.910828,-107.6760708
2393000000,105.8849512,-54.356743,-107.9203111
2394000000,105.5633495,-54.411724,-108.1646777
2395000000,105.2416554,-54.256386,-108.4091608
2396000000,104.9198687,-54.478382,-108.6537313
2397000000,104.5979894,-54.592983,-108.8982728
2398000000,104.2760172,-54.692261,-109.1429502
2399000000,103.9539522,-54.560654,-109.3877053
2400000000,103.6317941,-55.044468,-109.632577
2401000000,103.309543,-54.607613,-109.8775167
2402000000,102.9871986,-54.849751,-110.1225049
2403000000,102.6647608,-55.018822,-110.3676292
2404000000,102.3422296,-55.254841,-110.612802
2405000000,102.0196049,-55.90519,-110.8579943
2406000000,101.6968865,-56.056576,-111.1033614
2407000000,101.3740742,-55.786316,-111.3487091
2408000000,101.0511681,-56.196907,-111.5941539
2409000000,100.728168,-56.211876,-111.839725
2410000000,100.4050738,-56.465481,-112.0853544
2411000000,100.0818853,-56.664558,-112.3310712
2412000000,99.75860254,-57.038689,-112.5768074
2413000000,99.43522531,-56.538734,-112.8225631
2414000000,99.11175352,-57.452396,-113.0684742
2415000000,98.78818708,-56.905937,-113.314463
2416000000,98.46452587,-57.313751,-113.5604907
2417000000,98.14076978,-57.541641,-113.8065669
2418000000,97.8169187,-57.434414,-114.0527694
2419000000,97.49297254,-57.554195,-114.2989039
2420000000,97.16893118,-57.925339,-114.5452522
2421000000,96.84479451,-57.706936,-114.7916392
2422000000,96.52056243,-58.019226,-115.0380652
2423000000,96.19623484,-58.155426,-115.2845397
2424000000,95.87181163,-58.580948,-115.5310822
2425000000,95.54729269,-58.538246,-115.7776733
2426000000,95.22267792,-58.395111,-116.0244101
2427000000,94.89796722,-58.877666,-116.2710983
2428000000,94.57316048,-58.87117,-116.5179614
2429000000,94.24825761,-58.886608,-116.7647662
2430000000,93.92325849,-59.296978,-117.0117264
2431000000,93.59816303,-59.340378,-117.2586769
2432000000,93.27297113,-59.310863,-117.5056954
2433000000,92.94768269,-59.165039,-117.7528013
2434000000,92.62229761,-59.67696,-117.9999169
2435000000,92.29681578,-59.623257,-118.2470908
2436000000,91.97123712,-59.96228,-118.4944396
2437000000,91.64556153,-60.253708,-118.7416524
2438000000,91.3197889,-60.254051,-118.9890012
2439000000,90.99391915,-60.322926,-119.2363499
2440000000,90.66795217,-60.358669,-119.4838347
2441000000,90.34188788,-60.57819,-119.7313292
2442000000,90.01572618,-60.558903,-119.9789403
2443000000,89.68946698,-61.112545,-120.2264639
2444000000,89.36311019,-60.758694,-120.4741526
2445000000,89.03665572,-61.117741,-120.7218414
2446000000,88.71010347,-61.429733,-120.9695885
2447000000,88.38345337,-61.557793,-121.2174035
2448000000,88.05670532,-61.373165,-121.4652283
2449000000,87.72985923,-61.571678,-121.7130822
2450000000,87.40291503,-61.7094,-121.9610041
2451000000,87.07587263,-62.076618,-122.2089551
2452000000,86.74873193,-62.081085,-122.4569159
2453000000,86.42149288,-62.017258,-122.7050321
2454000000,86.09415537,-62.634262,-122.9530997
2455000000,85.76671934,-62.656364,-123.2011867
2456000000,85.4391847,-63.040756,-123.449332
2457000000,85.11155137,-63.100861,-123.6974968
2458000000,84.78381929,-63.114567,-123.9457393
2459000000,84.45598838,-63.141376,-124.1939817
2460000000,84.12805856,-63.370155,-124.4423408
2461000000,83.80002977,-63.303825,-124.6906609
2462000000,83.47190193,-64.186607,-124.9390103
2463000000,83.14367497,-63.7276,-125.1874082
2464000000,82.81534883,-63.790359,-125.4358546
2465000000,82.48692343,-64.153618,-125.6842817
2466000000,82.15839873,-64.094185,-125.9328058
2467000000,81.82977465,-64.394943,-126.1812717
2468000000,81.50105113,-64.624138,-126.4298347
2469000000,81.17222811,-64.516754,-126.6784075
2470000000,80.84330554,-64.879158,-126.9270288
2471000000,80.51428336,-65.205421,-127.1756404
2472000000,80.18516152,-65.297714,-127.4243006
2473000000,79.85593995,-65.560333,-127.6729607
2474000000,79.52661862,-65.546585,-127.9216403
2475000000,79.19719747,-65.781311,-128.1703977
2476000000,78.86767645,-65.354027,-128.419155
2477000000,78.53805552,-65.6091,-128.6678734
2478000000,78.20833464,-66.002953,-128.916689
2479000000,77.87851376,-66.651192,-129.1654755
2480000000,77.54859285,-66.007645,-129.4142814
2481000000,77.21857186,-66.287918,-129.6631455
2482000000,76.88845077,-66.566307,-129.9119611
2483000000,76.55822953,-66.556602,-130.1607961
2484000000,76.22790812,-67.028587,-130.4096894
2485000000,75.8974865,-67.028954,-130.6585828
2486000000,75.56696466,-67.178436,-130.9075441
2487000000,75.23634256,-67.129166,-131.1564568
2488000000,74.90562018,-67.450752,-131.4053987
2489000000,74.57479751,-67.643585,-131.6543114
2490000000,74.24387452,-67.713272,-131.9033019
2491000000,73.9128512,-68.058739,-132.1521952
2492000000,73.58172753,-67.9086,-132.4012342
2493000000,73.25050351,-68.126999,-132.6501955
2494000000,72.91917913,-68.25293,-132.8992151
2495000000,72.58775437,-68.156914,-133.148157
2496000000,72.25622924,-68.800758,-133.397128
2497000000,71.92460374,-68.443405,-133.6462058
2498000000,71.59287787,-68.978737,-133.8951186
2499000000,71.26105163,-69.380066,-134.1441479
2500000000,70.92912502,-68.977715,-134.3931675
2501000000,70.59709807,-69.08094,-134.6421385
2502000000,70.26497078,-69.246796,-134.8911581
2503000000,69.93274317,-69.677345,-135.1401388
2504000000,69.60041525,-69.333755,-135.3891584
2505000000,69.26798705,-69.913139,-135.6381586
2506000000,68.93545859,-70.026352,-135.887149
2507000000,68.60282989,-70.410942,-136.13612
2508000000,68.270101,-70.273125,-136.3850911
2509000000,67.93727193,-70.228165,-136.6341495
2510000000,67.60434273,-70.119461,-136.8831205
2511000000,67.27131343,-70.874733,-137.1320721
2512000000,66.93818409,-70.645081,-137.3809946
2513000000,66.60495473,-71.08683,-137.6299073
2514000000,66.27162542,-70.807755,-137.8788589
2515000000,65.93819619,-71.255646,-138.1277911
2516000000,65.60466712,-71.944572,-138.3767135
2517000000,65.27103825,-71.468964,-138.6255874
2518000000,64.93730965,-71.648689,-138.8744807
2519000000,64.60348139,-71.602348,-139.1233352
2520000000,64.26955352,-72.165192,-139.3721799
2521000000,63.93552613,-72.385841,-139.6210441
2522000000,63.60139928,-72.568764,-139.8698597
2523000000,63.26717307,-72.434898,-140.118685
2524000000,62.93284757,-72.413971,-140.3674617
2525000000,62.59842286,-72.596519,-140.6161607
2526000000,62.26389904,-72.733879,-140.8649472
2527000000,61.9292762,-72.868706,-141.1136656
2528000000,61.59455444,-73.377777,-141.3623064
2529000000,61.25973386,-72.893982,-141.610986
2530000000,60.92481456,-73.042732,-141.8596559
2531000000,60.58979666,-73.741562,-142.108316
2532000000,60.25468026,-73.817513,-142.3568888
2533000000,59.91946548,-73.631676,-142.6054324
2534000000,59.58415245,-74.035233,-142.8540245
2535000000,59.24874129,-74.109947,-143.1025584
2536000000,58.91323212,-74.27256,-143.3510243
2537000000,58.57762508,-74.572464,-143.5995485
2538000000,58.24192031,-74.824486,-143.8478978
2539000000,57.90611795,-75.067902,-144.0963054
2540000000,57.57021815,-74.699036,-144.3446547
2541000000,57.23422104,-75.012589,-144.5930138
2542000000,56.89812679,-75.23912,-144.8412757
2543000000,56.56193556,-75.314728,-145.0895861
2544000000,56.22564751,-75.222137,-145.3378189
2545000000,55.8892628,-75.273506,-145.5859836
2546000000,55.55278161,-75.870842,-145.8341678
2547000000,55.21620411,-75.621735,-146.0822937
2548000000,54.87953048,-76.069023,-146.3303808
2549000000,54.54276092,-75.972145,-146.578429
2550000000,54.2058956,-76.008087,-146.826448
2551000000,53.86893472,-76.416214,-147.0743796
2552000000,53.53187849,-76.532227,-147.3223015
2553000000,53.1947271,-76.713669,-147.5701943
2554000000,52.85748077,-76.741562,-147.8180288
2555000000,52.5201397,-76.999718,-148.0657467
2556000000,52.18270412,-77.270874,-148.3135131
2557000000,51.84517424,-77.281952,-148.5612213
2558000000,51.50755031,-76.852982,-148.8089392
2559000000,51.16983254,-77.789345,-149.056492
2560000000,50.83202118,-77.750038,-149.3039865
2561000000,50.49411647,-77.823433,-149.5515684
2562000000,50.15611865,-77.457962,-149.799024
2563000000,49.81802799,-77.736122,-150.0464311
2564000000,49.47984474,-78.436867,-150.2937896
2565000000,49.14156916,-78.332733,-150.5410412
2566000000,48.80320152,-78.647102,-150.788322
2567000000,48.46474209,-78.938217,-151.0355056
