frequency, S11, S12, S21, S22
1000000000.0000000000, 0.0284793433, 0.9989708662, 0.9989711642, 0.0284793377
1010000000.0000000000, 0.0370961577, 0.9986864924, 0.9986864328, 0.0370962247
1020000000.0000000000, 0.0456173383, 0.9983322620, 0.9983325601, 0.0456173234
1030000000.0000000000, 0.0540270135, 0.9979114532, 0.9979115129, 0.0540269725
1040000000.0000000000, 0.0623093955, 0.9974274039, 0.9974273443, 0.0623094365
1050000000.0000000000, 0.0704490095, 0.9968842864, 0.9968842864, 0.0704490170
1060000000.0000000000, 0.0784299448, 0.9962866902, 0.9962866902, 0.0784300938
1070000000.0000000000, 0.0862371698, 0.9956406951, 0.9956405163, 0.0862372294
1080000000.0000000000, 0.0938551277, 0.9949506521, 0.9949508309, 0.0938550830
1090000000.0000000000, 0.1012684777, 0.9942225814, 0.9942226410, 0.1012684926
1100000000.0000000000, 0.1084622666, 0.9934630394, 0.9934629202, 0.1084624454
1110000000.0000000000, 0.1154220775, 0.9926775098, 0.9926774502, 0.1154220700
1120000000.0000000000, 0.1221331581, 0.9918735623, 0.9918735623, 0.1221329719
1130000000.0000000000, 0.1285806000, 0.9910570979, 0.9910573959, 0.1285806298
1140000000.0000000000, 0.1347509474, 0.9902364016, 0.9902363420, 0.1347509325
1150000000.0000000000, 0.1406298727, 0.9894182086, 0.9894180298, 0.1406297684
1160000000.0000000000, 0.1462036818, 0.9886089563, 0.9886091948, 0.1462037116
1170000000.0000000000, 0.1514586657, 0.9878172278, 0.9878173470, 0.1514586210
1180000000.0000000000, 0.1563812643, 0.9870490432, 0.9870490432, 0.1563812643
1190000000.0000000000, 0.1609582305, 0.9863123298, 0.9863123894, 0.1609582305
1200000000.0000000000, 0.1651764810, 0.9856136441, 0.9856135845, 0.1651764959
1210000000.0000000000, 0.1690226644, 0.9849607348, 0.9849604964, 0.1690226197
1220000000.0000000000, 0.1724836528, 0.9843594432, 0.9843595624, 0.1724838018
1230000000.0000000000, 0.1755465865, 0.9838163853, 0.9838163853, 0.1755467653
1240000000.0000000000, 0.1781982780, 0.9833382964, 0.9833381176, 0.1781982034
1250000000.0000000000, 0.1804255843, 0.9829304814, 0.9829304814, 0.1804253757
1260000000.0000000000, 0.1822152436, 0.9825993180, 0.9825993180, 0.1822152138
1270000000.0000000000, 0.1835540384, 0.9823479652, 0.9823478460, 0.1835540831
1280000000.0000000000, 0.1844284534, 0.9821822643, 0.9821822047, 0.1844284087
1290000000.0000000000, 0.1848249584, 0.9821057916, 0.9821057320, 0.1848248392
1300000000.0000000000, 0.1847293973, 0.9821215868, 0.9821216464, 0.1847294271
1310000000.0000000000, 0.1841279864, 0.9822314382, 0.9822313786, 0.1841278970
1320000000.0000000000, 0.1830061525, 0.9824384451, 0.9824384451, 0.1830061823
1330000000.0000000000, 0.1813500077, 0.9827427864, 0.9827427864, 0.1813499033
1340000000.0000000000, 0.1791436970, 0.9831440449, 0.9831441641, 0.1791437715
1350000000.0000000000, 0.1763726473, 0.9836413264, 0.9836413860, 0.1763727218
1360000000.0000000000, 0.1730213463, 0.9842324853, 0.9842325449, 0.1730213165
1370000000.0000000000, 0.1690743566, 0.9849139452, 0.9849139452, 0.1690744460
1380000000.0000000000, 0.1645159423, 0.9856809974, 0.9856811762, 0.1645159423
1390000000.0000000000, 0.1593299508, 0.9865279198, 0.9865279794, 0.1593298465
1400000000.0000000000, 0.1535005867, 0.9874466062, 0.9874467850, 0.1535005867
1410000000.0000000000, 0.1470119804, 0.9884282947, 0.9884283543, 0.1470120102
1420000000.0000000000, 0.1398479193, 0.9894616008, 0.9894616604, 0.1398480982
1430000000.0000000000, 0.1319936663, 0.9905337691, 0.9905336499, 0.1319938898
1440000000.0000000000, 0.1234336644, 0.9916301370, 0.9916301966, 0.1234337538
