"Freq [GHz]","ang_deg(S(1,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(1,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'"
1.867,163.613486628931,109.088233722232,109.088233722385,-118.456021694082
1.868,163.164570473252,108.80955970676,108.809559706912,-118.605073227779
1.869,162.715312517433,108.530771665231,108.530771665384,-118.754440765356
1.87,162.265723550938,108.251869358149,108.251869358301,-118.904131844771
1.871,161.815814501118,107.972852545042,107.972852545194,-119.054154043781
1.872,161.365596431587,107.693720984463,107.693720984615,-119.204514979353
1.873,160.915080540545,107.414474433985,107.414474434137,-119.355222307076
1.874,160.464278159006,107.135112650196,107.135112650348,-119.506283720556
1.875,160.013200748966,106.855635388698,106.85563538885,-119.657706950812
1.876,159.561859901481,106.576042404101,106.576042404253,-119.809499765649
1.877,159.110267334679,106.296333450021,106.296333450173,-119.961669969039
1.878,158.6584348917,106.016508279076,106.016508279228,-120.114225400486
1.879,158.206374538552,105.736566642882,105.736566643034,-120.267173934379
1.88,157.7540983619,105.456508292051,105.456508292203,-120.420523479346
1.881,157.301618566787,105.176332976184,105.176332976336,-120.574281977599
1.882,156.848947474273,104.896040443871,104.896040444023,-120.728457404264
1.883,156.396097519011,104.615630442686,104.615630442837,-120.883057766717
1.884,155.943081246752,104.335102719182,104.335102719333,-121.038091103901
1.885,155.48991131178,104.054457018887,104.054457019038,-121.193565485645
1.886,155.036600474281,103.773693086306,103.773693086456,-121.349489011973
1.887,154.583161597641,103.492810664908,103.492810665058,-121.505869812408
1.888,154.12960764569,103.21180949713,103.21180949728,-121.662716045269
1.889,153.675951679868,102.930689324369,102.930689324519,-121.820035896965
1.89,153.222206856343,102.64944988698,102.64944988713,-121.977837581285
1.891,152.768386423057,102.368090924272,102.368090924422,-122.136129338674
1.892,152.31450371672,102.086612174503,102.086612174652,-122.294919435517
1.893,151.860572159745,101.805013374877,101.805013375025,-122.45421616341
1.894,151.406605257125,101.52329426154,101.523294261688,-122.614027838428
1.895,150.952616593259,101.241454569576,101.241454569724,-122.774362800392
1.896,150.498619828724,100.959494033004,100.959494033152,-122.93522941213
1.897,150.044628697001,100.677412384774,100.677412384921,-123.096636058734
1.898,149.590657001145,100.395209356758,100.395209356905,-123.258591146815
1.899,149.136718610419,100.112884679756,100.112884679903,-123.421103103754
1.9,148.682827456874,99.8304380834829,99.8304380836288,-123.584180376956
1.901,148.228997531894,99.5478692965678,99.5478692967133,-123.747831433087
1.902,147.775242882702,99.2651780465513,99.2651780466963,-123.912064757328
1.903,147.321577608821,98.9823640598796,98.9823640600241,-124.076888852611
1.904,146.868015858509,98.6994270619007,98.6994270620447,-124.242312238863
1.905,146.414571825155,98.4163667768611,98.4163667770046,-124.408343452243
1.906,145.961259743646,98.1331829279005,98.1331829280435,-124.574991044382
1.907,145.508093886708,97.8498752370489,97.8498752371913,-124.742263581618
1.908,145.055088561222,97.5664434252214,97.5664434253632,-124.910169644234
1.909,144.60225810451,97.2828872122143,97.2828872123556,-125.078717825694
1.91,144.149616880609,96.9992063167014,96.9992063168421,-125.247916731874
1.911,143.697179276525,96.7154004562292,96.7154004563693,-125.417774980304
1.912,143.244959698462,96.4314693472125,96.431469347352,-125.5883011994
1.913,142.792972568057,96.1474127049309,96.1474127050697,-125.759504027701
1.914,142.341232318584,95.8632302435237,95.8632302436618,-125.931392113104
1.915,141.889753391165,95.5789216759863,95.5789216761237,-126.103974112104
1.916,141.438550230965,95.2944867141648,95.2944867143015,-126.277258689032
1.917,140.987637283397,95.0099250687529,95.009925068889,-126.451254515297
1.918,140.537028990314,94.7252364492867,94.725236449422,-126.625970268621
1.919,140.086739786212,94.4404205641406,94.4404205642751,-126.801414632291
1.92,139.636784094431,94.1554771205226,94.1554771206565,-126.977596294398
1.921,139.187176323375,93.8704058244703,93.8704058246033,-127.154523947087
1.922,138.737930862728,93.5852063808457,93.585206380978,-127.332206285806
1.923,138.289062079695,93.2998784933319,93.2998784934634,-127.510652008556
1.924,137.840584315252,93.0144218644271,93.0144218645577,-127.689869815151
1.925,137.392511880413,92.728836195441,92.7288361955708,-127.86986840647
1.926,136.944859052523,92.4431211864904,92.4431211866193,-128.050656483719
1.927,136.497640071565,92.1572765364939,92.1572765366219,-128.232242747697
1.928,136.050869136503,91.8713019431675,91.8713019432946,-128.41463589806
1.929,135.604560401645,91.5851971030206,91.5851971031468,-128.597844632594
1.93,135.158727973031,91.2989617113502,91.2989617114755,-128.781877646486
1.931,134.713385904871,91.0125954622375,91.0125954623619,-128.966743631602
1.932,134.268548195996,90.7260980485422,90.7260980486655,-129.152451275772
1.933,133.824228786362,90.4394691618981,90.4394691620205,-129.33900926207
1.934,133.380441553581,90.1527084927083,90.1527084928297,-129.526426268106
1.935,132.937200309503,89.8658157301411,89.8658157302615,-129.714710965322
1.936,132.494518796829,89.578790562124,89.5787905622433,-129.903872018283
1.937,132.052410685785,89.2916326753395,89.2916326754578,-130.093918083986
1.938,131.610889570823,89.0043417552206,89.0043417553378,-130.28485781116
1.939,131.169968967387,88.7169174859455,88.7169174860617,-130.476699839583
1.94,130.729662308722,88.4293595504326,88.4293595505476,-130.66945279939
1.941,130.289982942734,88.1416676303356,88.1416676304495,-130.8631253104
1.942,129.850944128908,87.8538414060392,87.853841406152,-131.057725981434
1.943,129.412559035278,87.5658805566537,87.5658805567653,-131.253263409649
1.944,128.974840735454,87.2777847600092,87.2777847601197,-131.449746179867
1.945,128.53780220571,86.9895536926522,86.9895536927615,-131.647182863915
1.946,128.10145632213,86.7011870298392,86.7011870299473,-131.845582019968
1.947,127.665815857811,86.4126844455325,86.4126844456394,-132.044952191897
1.948,127.230893480135,86.1240456123947,86.1240456125003,-132.245301908618
1.949,126.7967017481,85.8352702017834,85.8352702018879,-132.446639683451
1.95,126.363253109717,85.5463578837466,85.5463578838497,-132.64897401348
1.951,125.93055989947,85.2573083270174,85.2573083271192,-132.852313378919
1.952,125.498634335845,84.9681211990082,84.9681211991087,-133.056666242479
1.953,125.067488518927,84.6787961658062,84.6787961659054,-133.262041048747
1.954,124.637134428057,84.3893328921683,84.3893328922661,-133.468446223561
1.955,124.20758391957,84.0997310415152,84.0997310416117,-133.675890173393
1.956,123.77884872459,83.809990275926,83.8099902760211,-133.884381284738
1.957,123.350940446904,83.520110256134,83.5201102562278,-134.093927923502
1.958,122.9238705609,83.2300906415203,83.2300906416126,-134.304538434399
1.959,122.497650409576,82.9399310901088,82.9399310901997,-134.516221140346
1.96,122.072291202625,82.649631258561,82.6496312586504,-134.72898434187
1.961,121.647804014586,82.3591908021701,82.3591908022581,-134.94283631651
1.962,121.224199783063,82.068609374856,82.0686093749425,-135.157785318226
1.963,120.801489307025,81.7778866291601,81.777886629245,-135.373839576812
1.964,120.379683245171,81.4870222162389,81.4870222163223,-135.591007297313
1.965,119.958792114363,81.1960157858592,81.1960157859412,-135.809296659439
1.966,119.538826288136,80.9048669863925,80.904866986473,-136.028715816987
1.967,119.119795995278,80.6135754648094,80.6135754648883,-136.249272897268
1.968,118.701711318474,80.3221408666738,80.322140866751,-136.470976000523
1.969,118.284582193031,80.0305628361376,80.0305628362133,-136.693833199361
1.97,117.868418405662,79.7388410159345,79.7388410160085,-136.917852538181
1.971,117.453229593347,79.4469750473752,79.4469750474476,-137.143042032604
1.972,117.039025242257,79.1549645703413,79.1549645704121,-137.369409668907
1.973,116.625814686751,78.8628092232794,78.8628092233485,-137.596963403453
1.974,116.213607108436,78.5705086431954,78.5705086432627,-137.825711162128
1.975,115.8024115353,78.278062465649,78.2780624657148,-138.055660839771
1.976,115.392236840902,77.985470324748,77.985470324812,-138.286820299615
1.977,114.983091743636,77.692731853142,77.6927318532042,-138.519197372715
1.978,114.574984806054,77.3998466820167,77.3998466820772,-138.752799857385
1.979,114.167924434256,77.1068144410888,77.1068144411475,-138.987635518634
1.98,113.761918877339,76.8136347585988,76.8136347586557,-139.223712087596
1.981,113.356976226909,76.5203072613065,76.5203072613616,-139.461037260959
1.982,112.953104416657,76.2268315744835,76.2268315745368,-139.699618700404
1.983,112.550311221985,75.9332073219088,75.9332073219603,-139.939464032021
1.984,112.148604259706,75.6394341258621,75.6394341259117,-140.180580845746
1.985,111.747990987783,75.3455116071175,75.3455116071652,-140.422976694776
1.986,111.348478705138,75.0514393849377,75.0514393849835,-140.666659094996
1.987,110.95007455151,74.7572170770684,74.7572170771123,-140.91163552439
1.988,110.552785507365,74.4628442997316,74.4628442997737,-141.157913422461
1.989,110.156618393867,74.1683206676199,74.16832066766,-141.405500189636
1.99,109.761579872886,73.8736457938899,73.873645793928,-141.654403186672
1.991,109.367676447072,73.5788192901568,73.5788192901929,-141.904629734059
1.992,108.974914459963,73.2838407664871,73.2838407665213,-142.156187111412
1.993,108.583300096149,72.988709831394,72.9887098314262,-142.409082556866
1.994,108.192839381483,72.6934260918295,72.6934260918596,-142.663323266453
1.995,107.803538183325,72.3979891531789,72.397989153207,-142.918916393488
1.996,107.415402210845,72.1023986192549,72.102398619281,-143.175869047934
1.997,107.028437015358,71.8066540922908,71.8066540923148,-143.434188295771
1.998,106.642647990697,71.510755172934,71.5107551729559,-143.693881158347
1.999,106.258040373634,71.2147014602404,71.2147014602602,-143.954954611733
2,105.874619244332,70.9184925516671,70.9184925516848,-144.217415586062
2.001,105.492389526834,70.6221280430668,70.6221280430824,-144.481270964859
2.002,105.111355989592,70.3256075286811,70.3256075286945,-144.746527584365
2.003,104.731523246021,70.0289306011335,70.0289306011447,-145.013192232852
2.004,104.352895755088,69.7320968514241,69.7320968514332,-145.281271649925
2.005,103.975477821939,69.4351058689223,69.4351058689292,-145.550772525818
2.006,103.599273598546,69.1379572413601,69.1379572413648,-145.821701500674
2.007,103.224287084381,68.8406505548265,68.840650554829,-146.094065163816
2.008,102.850522127128,68.5431853937599,68.5431853937602,-146.36787005301
2.009,102.477982423407,68.2455613409422,68.2455613409403,-146.643122653713
2.01,102.106671519532,67.9477779774924,67.9477779774881,-146.919829398308
2.011,101.736592812282,67.6498348828583,67.6498348828518,-147.197996665325
2.012,101.367749549703,67.351731634813,67.3517316348042,-147.477630778655
2.013,101.000144831923,67.0534678094448,67.0534678094337,-147.758738006744
2.014,100.633781611989,66.755042981153,66.7550429811394,-148.041324561779
2.015,100.268662696718,66.4564567226399,66.4564567226241,-148.32539659885
2.016,99.9047907475697,66.1577086049048,66.1577086048866,-148.610960215111
2.017,99.5421682815284,65.8587981972365,65.8587981972159,-148.898021448915
2.018,99.1807976720023,65.5597250672074,65.5597250671844,-149.186586278937
2.019,98.8206811497331,65.2604887806657,65.2604887806403,-149.476660623282
2.02,98.4618208037191,64.96108890173,64.9610889017022,-149.768250338577
2.021,98.1042185821468,64.6615249927809,64.6615249927507,-150.061361219048
2.022,97.7478762933327,64.3617966144551,64.3617966144225,-150.355998995571
2.023,97.3927956066728,64.0619033256386,64.0619033256035,-150.652169334722
2.024,97.038978053599,63.7618446834596,63.761844683422,-150.949877837793
2.025,96.6864250285417,63.4616202432807,63.4616202432406,-151.249130039802
2.026,96.3351377898976,63.161229558694,63.1612295586515,-151.54993140848
2.027,95.985117461001,62.860672181512,62.8606721814669,-151.852287343238
2.028,95.636365031099,62.5599476617625,62.5599476617148,-152.156203174118
2.029,95.2888813563274,62.25905554768,62.2590555476298,-152.461684160728
2.03,94.9426671606895,61.9579953856999,61.9579953856472,-152.768735491149
2.031,94.597723037035,61.6567667204512,61.6567667203959,-153.077362280832
2.032,94.2540494480363,61.3553690947488,61.3553690946909,-153.38756957147
2.033,93.9116467271675,61.0538020495875,61.053802049527,-153.69936232985
2.034,93.5705150796777,60.7520651241342,60.7520651240711,-154.012745446689
2.035,93.2306545835628,60.4501578557211,60.4501578556554,-154.327723735445
2.036,92.8920651905364,60.148079779839,60.1480797797707,-154.64430193111
2.037,92.5547467269903,59.845830430129,59.845830430058,-154.962484688982
2.038,92.2186988949579,59.5434093383768,59.5434093383031,-155.282276583418
2.039,91.8839212730659,59.2408160345049,59.2408160344286,-155.603682106562
2.04,91.5504133174823,58.9380500465652,58.9380500464862,-155.926705667058
2.041,91.2181743628595,58.6351109007324,58.6351109006508,-156.251351588737
2.042,90.8872036232663,58.3319981212967,58.3319981212123,-156.577624109284
2.043,90.5575001931162,58.028711230656,58.0287112305689,-156.905527378887
2.044,90.2290630480856,57.7252497493099,57.72524974922,-157.235065458863
2.045,89.9018910460215,57.4216131958513,57.4216131957587,-157.56624232026
2.046,89.575982927845,57.1178010869598,57.1178010868644,-157.899061842447
2.047,89.251337318441,56.8138129373949,56.8138129372967,-158.23352781167
2.048,88.9279527275394,56.5096482599871,56.5096482598863,-158.569643919602
2.049,88.6058275505875,56.2053065656331,56.2053065655294,-158.907413761859
2.05,88.2849600696103,55.9007873632866,55.9007873631802,-159.246840836505
2.051,87.9653484540599,55.5960901599515,55.5960901598422,-159.587928542534
2.052,87.6469907616571,55.2912144606755,55.2912144605634,-159.93068017833
2.053,87.3298849392152,54.9861597685415,54.9861597684266,-160.275098940109
2.054,87.0140288234612,54.6809255846614,54.6809255845436,-160.621187920342
2.055,86.6994201418368,54.3755114081681,54.3755114080475,-160.968950106158
2.056,86.386056513294,54.0699167362087,54.0699167360852,-161.318388377727
2.057,86.0739354490751,53.7641410639369,53.7641410638106,-161.669505506631
2.058,85.7630543534827,53.458183884506,53.4581838843767,-162.022304154206
2.059,85.453410524637,53.1520446890607,53.1520446889286,-162.376786869875
2.06,85.1450011552205,52.8457229667318,52.8457229665968,-162.732956089464
2.061,84.8378233332111,52.5392182046262,52.5392182044883,-163.090814133494
2.062,84.5318740426042,52.2325298878218,52.2325298876809,-163.450363205469
2.063,84.2271501641199,51.9256574993594,51.9256574992156,-163.811605390135
2.064,83.923648475901,51.6186005202343,51.6186005200876,-164.174542651734
2.065,83.6213656541973,51.3113584293913,51.3113584292416,-164.539176832244
2.066,83.3202982740393,51.0039307037156,51.003930703563,-164.905509649596
2.067,83.0204428098985,50.6963168180257,50.6963168178701,-165.273542695893
2.068,82.7217956363375,50.3885162450669,50.3885162449084,-165.643277435603
2.069,82.4243530286478,50.0805284555034,50.0805284553418,-166.014715203752
2.07,82.1281111634768,49.7723529179106,49.772352917746,-166.387857204101
2.071,81.8330661194432,49.4639890987692,49.4639890986016,-166.762704507315
2.072,81.5392138777411,49.1554364624558,49.1554364622852,-167.139258049125
2.073,81.2465503227357,48.846694471238,48.8466944710644,-167.517518628483
2.074,80.9550712425448,48.5377625852654,48.5377625850887,-167.897486905711
2.075,80.6647723296127,48.2286402625625,48.2286402623828,-168.27916340064
2.076,80.3756491812753,47.9193269590228,47.9193269588401,-168.662548490755
2.077,80.0876973003112,47.6098221283996,47.6098221282139,-169.04764240933
2.078,79.8009120954883,47.3001252223003,47.3001252221115,-169.434445243562
2.079,79.5152888820981,46.9902356901786,46.9902356899868,-169.822956932709
2.08,79.2308228824836,46.6801529793268,46.6801529791319,-170.213177266225
2.081,78.9475092265567,46.3698765348696,46.3698765346716,-170.6051058819
2.082,78.6653429523104,46.0594057997562,46.0594057995552,-170.998742264003
2.083,78.3843190063205,45.7487402147533,45.7487402145492,-171.394085741431
2.084,78.1044322442424,45.4378792184382,45.437879218231,-171.791135485864
2.085,77.8256774313013,45.1268222471912,45.1268222469808,-172.189890509931
2.086,77.5480492427725,44.8155687351885,44.8155687349751,-172.590349665383
2.087,77.2715422644625,44.5041181143962,44.5041181141797,-172.992511641276
2.088,76.9961509931763,44.1924698145611,44.1924698143415,-173.396374962179
2.089,76.7218698371877,43.8806232632061,43.8806232629833,-173.801937986375
2.09,76.4486931166992,43.5685778856212,43.5685778853954,-174.209198904105
2.091,76.1766150643005,43.2563331048573,43.2563331046283,-174.618155735811
2.092,75.9056298254246,42.9438883417196,42.9438883414875,-175.028806330406
2.093,75.6357314587963,42.6312430147599,42.6312430145247,-175.441148363567
2.094,75.3669139368825,42.3183965402697,42.3183965400314,-175.855179336055
2.095,75.0991711463394,42.0053483322744,42.0053483320328,-176.270896572051
2.096,74.8324968884555,41.6920978025245,41.6920978022798,-176.688297217533
2.097,74.5668848795965,41.3786443604907,41.3786443602428,-177.107378238671
2.098,74.3023287516485,41.064987413356,41.064987413105,-177.528136420265
2.099,74.0388220524598,40.7511263660088,40.7511263657547,-177.950568364207
2.1,73.7763582462855,40.4370606210376,40.4370606207803,-178.374670487986
2.101,73.5149307142312,40.1227895787218,40.1227895784614,-178.800439023231
2.102,73.254532754698,39.8083126370276,39.808312636764,-179.22787001429
2.103,72.995157583831,39.4936291915999,39.4936291913331,-179.656959316853
2.104,72.7367983359683,39.1787386357555,39.1787386354855,179.912297403374
2.105,72.4794480640952,38.863640360478,38.8636403602049,179.479904671958
2.106,72.2230997402991,38.5483337544099,38.5483337541336,179.045867206974
2.107,71.9677462562314,38.2328182038467,38.2328182035672,178.610189920183
2.108,71.7133804235718,37.9170930927305,37.9170930924479,178.172877918172
2.109,71.4599949744976,37.6011578026437,37.6011578023579,177.733936503419
2.11,71.2075825621609,37.2850117128022,37.2850117125132,177.293371175315
2.111,70.9561357611686,36.9686542000502,36.968654199758,176.851187631122
2.112,70.7056470680717,36.6520846388524,36.652084638557,176.40739176686
2.113,70.4561089018601,36.3353024012893,36.3353024009908,175.961989678145
2.114,70.2075136044652,36.0183068570508,36.0183068567491,175.514987660945
2.115,69.9598534412709,35.701097373429,35.7010973731241,175.066392212276
2.116,69.7131206016334,35.3836733153142,35.3836733150061,174.616210030826
2.117,69.4673071994092,35.0660340451873,35.066034044876,174.164448017504
2.118,69.2224052734926,34.7481789231145,34.7481789227999,173.711113275908
2.119,68.978406788365,34.4301073067418,34.4301073064242,173.256213112731
2.12,68.7353036346503,34.1118185512888,34.111818550968,172.799755038067
2.121,68.4930876296875,33.7933120095437,33.7933120092197,172.341746765653
2.122,68.251750518108,33.4745870318567,33.4745870315295,171.882196213017
2.123,68.0112839724296,33.1556429661354,33.155642965805,171.421111501544
2.124,67.7716795936595,32.8364791578392,32.8364791575057,170.958500956453
2.125,67.5329289119111,32.5170949499733,32.5170949496366,170.494373106687
2.126,67.295023387034,32.1974896830841,32.1974896827443,170.028736684705
2.127,67.0579544092573,31.8776626952541,31.8776626949111,169.561600626193
2.128,66.8217132998438,31.5576133220957,31.5576133217495,169.092974069668
2.129,66.5862913117637,31.2373408967475,31.2373408963981,168.62286635599
2.13,66.3516796303772,30.9168447498683,30.9168447495159,168.151287027783
2.131,66.1178693741346,30.5961242096331,30.5961242092775,167.67824582874
2.132,65.8848515952915,30.2751786017276,30.2751786013689,167.203752702849
2.133,65.6526172806375,29.9540072493438,29.9540072489819,166.727817793494
2.134,65.4211573522425,29.6326094731756,29.6326094728105,166.250451442471
2.135,65.1904626682183,29.3109845914139,29.3109845910457,165.771664188888
2.136,64.9605240234938,28.9891319197423,28.9891319193709,165.291466767966
2.137,64.7313321506119,28.6670507713333,28.6670507709588,164.809870109728
2.138,64.5028777205369,28.3447404568437,28.3447404564662,164.326885337581
2.139,64.2751513434834,28.0222002844101,28.0222002840295,163.842523766796
2.14,64.0481435697587,27.699429559646,27.6994295592622,163.35679690287
2.141,63.8218448906252,27.3764275856369,27.37642758525,162.869716439784
2.142,63.5962457391778,27.0531936629368,27.0531936625468,162.381294258149
2.143,63.3713364912403,26.7297270895656,26.7297270891725,161.891542423243
2.144,63.1471074662778,26.4060271610035,26.4060271606074,161.400473182931
2.145,62.923548928328,26.0820931701901,26.0820931697909,160.908098965485
2.146,62.7006510869496,25.7579244075188,25.7579244071165,160.414432377284
2.147,62.4784040981885,25.4335201608352,25.4335201604299,159.919486200407
2.148,62.2567980655616,25.1088797154341,25.1088797150257,159.423273390115
2.149,62.0358230410589,24.7840023540552,24.7840023536437,158.925807072221
2.15,61.8154690261625,24.4588873568819,24.4588873564673,158.427100540354
2.151,61.5957259728845,24.1335340015381,24.1335340011205,157.927167253112
2.152,61.3765837848216,23.8079415630851,23.8079415626645,157.426020831107
2.153,61.1580323182281,23.482109314021,23.4821093135974,156.9236750539
2.154,60.940061383106,23.1560365242766,23.1560365238499,156.420143856836
2.155,60.7226607443128,22.8297224612143,22.8297224607846,155.915441327765
2.156,60.505820122687,22.5031663896271,22.5031663891945,155.409581703671
2.157,60.2895291961894,22.1763675717342,22.1763675712986,154.902579367185
2.158,60.073777601064,21.8493252671828,21.8493252667442,154.394448843009
2.159,59.8585549330135,21.5220387330444,21.5220387326028,153.885204794232
2.16,59.6438507483921,21.1945072238143,21.1945072233698,153.374862018556
2.161,59.4296545654158,20.8667299914106,20.8667299909631,152.86343544442
2.162,59.215955865387,20.5387062851733,20.538706284723,152.350940127035
2.163,59.0027440939376,20.2104353518633,20.21043535141,151.837391244328
2.164,58.7900086622855,19.8819164356629,19.8819164352067,151.322804092796
2.165,58.5777389485069,19.553148778173,19.553148777714,150.807194083269
2.166,58.3659242988259,19.2241316184165,19.2241316179545,150.290576736602
2.167,58.1545540289157,18.8948641928349,18.89486419237,149.772967679273
2.168,57.9436174252164,18.5653457352911,18.5653457348234,149.25438263891
2.169,57.7331037462655,18.2355754770681,18.2355754765976,148.734837439739
2.17,57.5230022240437,17.9055526468707,17.9055526463973,148.214347997964
2.171,57.3133020653322,17.5752764708255,17.5752764703493,147.692930317076
2.172,57.1039924530842,17.2447461724832,17.2447461720041,147.170600483096
2.173,56.8950625478067,16.9139609728172,16.9139609723353,146.647374659752
2.174,56.6865014889584,16.5829200902287,16.5829200897441,146.123269083607
2.175,56.4782983963542,16.2516227405458,16.2516227400584,145.598300059122
2.176,56.2704423715843,15.9200681370257,15.9200681365356,145.072483953672
2.177,56.0629224994409,15.5882554903579,15.588255489865,144.545837192509
2.178,55.8557278493587,15.2561840086654,15.2561840081698,144.018376253691
2.179,55.648847476861,14.9238528975078,14.9238528970094,143.490117662957
2.18,55.4422704250172,14.591261359885,14.5912613593839,142.961077988581
2.181,55.2359857259068,14.2584085962375,14.2584085957338,142.431273836175
2.182,55.0299824020941,13.9252938044535,13.9252938039471,141.900721843479
2.183,54.8242494681067,13.5919161798697,13.5919161793607,141.369438675121
2.184,54.6187759319234,13.2582749152762,13.2582749147645,140.837441017357
2.185,54.4135507964668,12.9243692009202,12.9243692004059,140.304745572788
2.186,54.2085630611011,12.590198224511,12.5901982239941,139.77136905508
2.187,54.0038017231361,12.2557611712236,12.2557611707042,139.23732818366
2.188,53.7992557793352,11.9210572237053,11.9210572231832,138.702639678421
2.189,53.594914227424,11.586085562078,11.5860855615533,138.167320254417
2.19,53.3907660676074,11.2508453639471,11.2508453634199,137.631386616571
2.191,53.1868003040841,10.9153358044048,10.9153358038751,137.094855454389
2.192,52.9830059465653,10.579556056037,10.5795560555048,136.557743436681
2.193,52.7793720117932,10.2435052889301,10.2435052883953,136.020067206315
2.194,52.5758875250611,9.90718267067646,9.90718267013931,135.481843374973
2.195,52.3725415217321,9.57058736638221,9.57058736584261,134.943088517946
2.196,52.1693230487579,9.2337185386753,9.23371853813327,134.403819168958
2.197,51.966221166193,8.89657534771052,8.89657534716608,133.864051815011
2.198,51.7632249487126,8.55915695118,8.55915695063312,133.323802891288
2.199,51.5603234871209,8.2214625043206,8.22146250377137,132.783088776079
2.2,51.3575058898594,7.88349115992202,7.88349115937038,132.241925785764
2.201,51.154761284511,7.54524206833584,7.54524206778193,131.700330169839
2.202,50.9520788192969,7.20671437748555,7.20671437692931,131.158318106001
2.203,50.7494476645703,6.86790723287508,6.8679072323166,130.615905695284
2.204,50.5468570143024,6.52881977760019,6.52881977703942,130.073108957259
2.205,50.3442960875606,6.18945115235614,6.18945115179307,129.529943825295
2.206,50.1417541299823,5.84980049545174,5.84980049488651,128.986426141893
2.207,49.9392204152358,5.50986694281803,5.50986694225057,128.442571654083
2.208,49.7366842464769,5.16964962802083,5.16964962745116,127.898396008901
2.209,49.534134957792,4.82914768227176,4.8291476816999,127.353914748937
2.21,49.331561915633,4.4883602344409,4.48836023386689,126.809143307972
2.211,49.128954520242,4.14728641106963,4.14728641049353,126.26409700669
2.212,48.9263022070627,3.80592533638402,3.80592533580581,125.718791048477
2.213,48.7235944481395,3.46427613230539,3.4642761317251,125.173240515309
2.214,48.5208207535076,3.12233791846885,3.12233791788646,124.627460363736
2.215,48.317970672564,2.78010981223354,2.78010981164913,124.081465420951
2.216,48.11503379543,2.43759092869896,2.43759092811258,123.53527038096
2.217,47.911999754296,2.09478038072036,2.09478038013202,122.988889800846
2.218,47.7088582247521,1.75167727892324,1.75167727833293,122.44233809714
2.219,47.5055989271038,1.40828073172007,1.40828073112779,121.895629542285
2.22,47.3022116276706,1.06458984532689,1.06458984473269,121.348778261209
2.221,47.0986861400683,0.720603723778822,0.720603723182787,120.801798228003
2.222,46.8950123264746,0.376321468949394,0.376321468351483,120.254703262701
2.223,46.6911800988766,0.0317421805669341,0.0317421799671887,119.707507028179
2.224,46.4871794202996,-0.313135043766538,-0.31313504436807,119.160223027148
2.225,46.2830003060186,-0.658311108557092,-0.658311109160493,118.612864599271
2.226,46.0786328247497,-1.00378692039872,-1.00378692100384,118.065444918387
2.227,45.8740670998219,-1.34956338795472,-1.34956338856155,117.517976989842
2.228,45.6692933103299,-1.69564142193556,-1.69564142254415,116.970473647945
2.229,45.464301692265,-2.04202193508155,-2.04202193569175,116.422947553521
2.23,45.2590825396275,-2.38870584213696,-2.38870584274889,115.875411191599
2.231,45.053626205515,-2.73569405983228,-2.73569406044586,115.327876869194
2.232,44.8479231031923,-3.08298750685933,-3.08298750747447,114.78035671322
2.233,44.6419637071361,-3.43058710384958,-3.43058710446633,114.232862668503
2.234,44.4357385540611,-3.77849377335053,-3.77849377396879,113.685406495926
2.235,44.2292382439206,-4.12670843980142,-4.12670844042116,113.137999770673
2.236,44.022453440886,-4.47523202950824,-4.47523203012953,112.590653880594
2.237,43.8153748743017,-4.82406547062071,-4.82406547124347,112.043380024684
2.238,43.6079933396195,-5.1732096931037,-5.17320969372788,111.496189211678
2.239,43.4002996993054,-5.52266562871305,-5.52266562933862,110.949092258753
2.24,43.1922848837261,-5.8724342109682,-5.87243421159512,110.402099790341
2.241,42.9839398920096,-6.22251637512389,-6.22251637575222,109.855222237068
2.242,42.7752557928819,-6.57291305814357,-6.57291305877322,109.308469834779
2.243,42.5662237254791,-6.92362519866973,-6.92362519930064,108.761852623696
2.244,42.3568349001365,-7.27465373699422,-7.27465373762638,108.21538044767
2.245,42.1470805991501,-7.62599961502987,-7.6259996156633,107.669062953544
2.246,41.9369521775157,-7.97766377627864,-7.97766377691328,107.122909590623
2.247,41.7264410636429,-8.32964716580037,-8.32964716643616,106.576929610245
2.248,41.5155387600421,-8.68195073018201,-8.68195073081895,106.031132065459
2.249,41.3042368439891,-9.03457541750417,-9.03457541814223,105.4855258108
2.25,41.0925269681624,-9.3875221773079,-9.38752217794706,104.940119502168
2.251,40.8804008612563,-9.74079196056181,-9.74079196120196,104.394921596803
2.252,40.6678503285696,-10.0943857196258,-10.0943857202669,103.849940353357
