"Freq [GHz]","ang_deg(S(1,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(1,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'"
3.161,44.3084062481965,-22.4650357346455,-22.4650357353948,54.7713344170296
3.162,43.9366874353071,-22.773569538425,-22.7735695391727,54.4310314351937
3.163,43.5652161440149,-23.0817139036491,-23.0817139043962,54.0909154916161
3.164,43.1939926279316,-23.3894682160355,-23.389468216781,53.7509863599256
3.165,42.8230171387268,-23.696831856679,-23.6968318574234,53.4112438150003
3.166,42.4522899261152,-24.0038042019919,-24.0038042027355,53.0716876329604
3.167,42.0818112378395,-24.3103846236479,-24.3103846243896,52.7323175911554
3.168,41.7115813196575,-24.6165724885141,-24.6165724892552,52.3931334681561
3.169,41.3416004153255,-24.9223671585992,-24.9223671593387,52.0541350437426
3.17,40.9718687665846,-25.2277679909849,-25.227767991723,51.7153220988952
3.171,40.6023866131463,-25.5327743377644,-25.5327743385006,51.3766944157835
3.172,40.2331541926797,-25.8373855459757,-25.8373855467104,51.0382517777582
3.173,39.8641717407944,-26.1416009575417,-26.1416009582746,50.6999939693374
3.174,39.4954394910308,-26.4454199091959,-26.4454199099276,50.3619207762009
3.175,39.1269576748433,-26.748841732422,-26.7488417331521,50.0240319851766
3.176,38.7587265215898,-27.0518657533788,-27.0518657541058,49.6863273842332
3.177,38.3907462585156,-27.3544912928361,-27.3544912935613,49.3488067624677
3.178,38.0230171107433,-27.6567176660959,-27.6567176668204,49.0114699100978
3.179,37.6555393012582,-27.9585441829314,-27.9585441836529,48.6743166184501
3.18,37.2883130508977,-28.2599701475004,-28.2599701482198,48.3373466799523
3.181,36.9213385783372,-28.5609948582798,-28.5609948589979,48.0005598881212
3.182,36.5546161000788,-28.8616176079891,-28.8616176087042,47.663956037554
3.183,36.1881458304397,-29.1618376835052,-29.1618376842188,47.3275349239185
3.184,35.8219279815404,-29.4616543657955,-29.4616543665063,46.9912963439435
3.185,35.4559627632928,-29.7610669298292,-29.761066930538,46.6552400954081
3.186,35.0902503833899,-30.0600746444989,-30.0600746452054,46.3193659771335
3.187,34.7247910472938,-30.3586767725409,-30.358676773244,45.983673788972
3.188,34.3595849582253,-30.656872570446,-30.6568725711463,45.6481633317982
3.189,33.9946323171534,-30.9546612883786,-30.954661289076,45.3128344074991
3.19,33.6299333227843,-31.2520421700893,-31.2520421707844,44.9776868189642
3.191,33.2654881715519,-31.5490144528251,-31.5490144535175,44.6427203700768
3.192,32.9012970576078,-31.8455773672412,-31.8455773679314,44.3079348657042
3.193,32.5373601728104,-32.1417301373091,-32.1417301379961,43.9733301116879
3.194,32.1736777067164,-32.4374719802259,-32.4374719809098,43.6389059148339
3.195,31.8102498465708,-32.7328021063173,-32.7328021069974,43.3046620829046
3.196,31.4470767772978,-33.0277197189426,-33.027719719619,42.970598424608
3.197,31.084158681492,-33.3222240143979,-33.3222240150742,42.6367147495894
3.198,30.7214957394095,-33.6163141818207,-33.6163141824929,42.3030108684217
3.199,30.3590881289589,-33.9099894030809,-33.9099894037488,41.969486592596
3.2,29.9969360256933,-34.2032488526853,-34.2032488533489,41.6361417345128
3.201,29.6350396028018,-34.4960916976687,-34.49609169833,41.3029761074724
3.202,29.2733990311015,-34.7885170974933,-34.7885170981513,40.969989525666
3.203,28.9120144790299,-35.0805242039356,-35.0805242045908,40.6371818041665
3.204,28.5508861126374,-35.3721121609805,-35.3721121616314,40.3045527589198
3.205,28.1900140955791,-35.6632801047068,-35.6632801053541,39.9721022067351
3.206,27.8293985891082,-35.9540271631745,-35.9540271638186,39.6398299652765
3.207,27.4690397520686,-36.244352456311,-36.2443524569517,39.3077358530535
3.208,27.1089377408886,-36.5342550957915,-36.5342550964291,38.9758196894128
3.209,26.7490927095735,-36.8237341849222,-36.8237341855553,38.6440812945286
3.21,26.3895048096997,-37.1127888185126,-37.1127888191419,38.3125204893947
3.211,26.0301741904081,-37.4014180827588,-37.4014180833842,37.9811370958145
3.212,25.6711009983983,-37.6896210551133,-37.6896210557355,37.6499309363936
3.213,25.312285377922,-37.9773968041587,-37.9773968047767,37.3189018345296
3.214,24.9537274707785,-38.2647443894742,-38.2647443900878,36.9880496144051
3.215,24.5954274163077,-38.5516628615069,-38.5516628621167,36.657374100977
3.216,24.2373853513866,-38.8381512614306,-38.8381512620362,36.3268751199705
3.217,23.8796014104223,-39.1242086210159,-39.124208621617,35.9965524978678
3.218,23.522075725348,-39.409833962482,-39.4098339630805,35.6664060619013
3.219,23.1648084256185,-39.695026298362,-39.6950262989531,35.3364356400448
3.22,22.8077996382046,-39.979784631346,-39.9797846319337,35.0066410610046
3.221,22.4510494875895,-40.2641079541452,-40.2641079547313,34.6770221542112
3.222,22.0945580957653,-40.5479952493373,-40.5479952499169,34.3475787498121
3.223,21.7383255822269,-40.831445489207,-40.8314454897819,34.0183106786614
3.224,21.3823520639697,-41.1144576355941,-41.114457636165,33.6892177723131
3.225,21.0266376554856,-41.3970306397381,-41.397030640305,33.3602998630123
3.226,20.6711824687597,-41.6791634421081,-41.6791634426713,33.0315567836869
3.227,20.3159866132659,-41.9608549722437,-41.9608549728019,32.7029883679394
3.228,19.9610501959661,-42.2421041485797,-42.2421041491338,32.3745944500398
3.229,19.6063733213044,-42.5229098782825,-42.522909878831,32.0463748649157
3.23,19.2519560912062,-42.8032710570695,-42.8032710576141,31.7183294481457
3.231,18.8977986050752,-43.0831865690317,-43.0831865695715,31.3904580359508
3.232,18.5439009597906,-43.3626552864531,-43.3626552869879,31.0627604651865
3.233,18.190263249705,-43.6416760696231,-43.641676070153,30.7352365733347
3.234,17.836885566643,-43.9202477666524,-43.9202477671776,30.4078861984969
3.235,17.4837679998981,-44.198369213274,-44.1983692137953,30.0807091793846
3.236,17.1309106362317,-44.476039232653,-44.4760392331695,29.7537053553128
3.237,16.7783135598714,-44.7532566351824,-44.7532566356925,29.426874566192
3.238,16.4259768525095,-45.0300202182787,-45.0300202187853,29.10021665252
3.239,16.0739005933019,-45.306328766178,-45.3063287666792,28.7737314553748
3.24,15.7220848588671,-45.5821810497191,-45.5821810502157,28.4474188164069
3.241,15.3705297232849,-45.8575758261285,-45.8575758266207,28.1212785778314
3.242,15.019235258096,-46.1325118388025,-46.1325118392894,27.7953105824207
3.243,14.6682015323011,-46.4069878170769,-46.4069878175598,27.4695146734968
3.244,14.3174286123611,-46.681002476,-46.6810024764765,27.1438906949242
3.245,13.9669165621958,-46.9545545160962,-46.9545545165692,26.8184384911018
3.246,13.6166654431854,-47.2276426231311,-47.2276426235969,26.4931579069567
3.247,13.2666753141685,-47.500265467859,-47.5002654683219,26.1680487879358
3.248,12.9169462314441,-47.7724217057845,-47.7724217062422,25.8431109799985
3.249,12.567478248771,-48.0441099768999,-48.0441099773513,25.5183443296106
3.25,12.2182714173686,-48.3153289054258,-48.3153289058723,25.1937486837355
3.251,11.8693257859174,-48.5860770995505,-48.586077099992,24.8693238898285
3.252,11.5206414005602,-48.8563531511564,-48.8563531515913,24.5450697958285
3.253,11.1722183049028,-49.1261556355407,-49.126155635972,24.220986250152
3.254,10.8240565400155,-49.3954831111411,-49.395483111568,23.8970731016853
3.255,10.4761561444332,-49.6643341192424,-49.6643341196632,23.5733301997776
3.256,10.1285171541586,-49.9327071836785,-49.9327071840933,23.2497573942344
3.257,9.78113960266226,-50.2006008105364,-50.2006008109483,22.9263545353102
3.258,9.43402352088499,-50.4680134878538,-50.4680134882599,22.6031214737018
3.259,9.08716893724002,-50.7349436852955,-50.7349436856966,22.2800580605418
3.26,8.74057587761438,-51.0013898538366,-51.0013898542309,21.9571641473916
3.261,8.39424436537099,-51.2673504254341,-51.2673504258249,21.634439586234
3.262,8.04817442135153,-51.5328238126986,-51.5328238130848,21.3118842294677
3.263,7.70236606387839,-51.7978084085413,-51.7978084089224,20.9894979298995
3.264,7.3568193087574,-52.0623025858357,-52.0623025862115,20.6672805407387
3.265,7.01153416928087,-52.3263046970453,-52.3263046974161,20.3452319155902
3.266,6.66651065622959,-52.5898130738764,-52.5898130742398,20.0233519084475
3.267,6.32174877787646,-52.8528260268861,-52.8528260272445,19.7016403736867
3.268,5.97724853998933,-53.1153418451173,-53.1153418454713,19.3800971660601
3.269,5.63300994583434,-53.3773587956931,-53.3773587960416,19.0587221406893
3.27,5.28903299617887,-53.638875123428,-53.6388751237723,18.7375151530595
3.271,4.9453176892962,-53.8998890504126,-53.8998890507538,18.4164760590131
3.272,4.60186402096739,-54.1603987755992,-54.1603987759344,18.0956047147427
3.273,4.25867198448694,-54.4204024743757,-54.4204024747052,17.7749009767864
3.274,3.91574157066438,-54.6798982981179,-54.6798982984418,17.4543647020193
3.275,3.57307276783029,-54.9388843737557,-54.9388843740762,17.1339957476496
3.276,3.23066556183936,-55.1973588033066,-55.1973588036217,16.8137939712112
3.277,2.88851993607548,-55.4553196634107,-55.4553196637208,16.4937592305588
3.278,2.5466358714548,-55.7127650048426,-55.7127650051492,16.1738913838603
3.279,2.20501334643117,-55.9696928520377,-55.9696928523351,15.854190289592
3.28,1.86365233700015,-56.2261012025665,-56.2261012028616,15.5346558065321
3.281,1.522552816705,-56.4819880266381,-56.4819880269277,15.2152877937561
3.282,1.18171475663897,-56.737351266568,-56.7373512668534,14.8960861106283
3.283,0.841138125453261,-56.9921888362343,-56.9921888365154,14.5770506167991
3.284,0.500822889359489,-57.2464986205305,-57.2464986208062,14.2581811721969
3.285,0.160769012136922,-57.5002784747939,-57.5002784750656,13.939477637024
3.286,-0.179023544864282,-57.7535262242328,-57.753526224499,13.6209398717493
3.287,-0.518554822716185,-58.006239663325,-58.0062396635877,13.3025677371042
3.288,-0.857824864908356,-58.2584165552153,-58.2584165554738,12.9843610940758
3.289,-1.19683371734114,-58.51005463109,-58.5100546313443,12.6663198039031
3.29,-1.53558142832184,-58.7611515895329,-58.7611515897815,12.3484437280692
3.291,-1.87406804855769,-59.0117050958835,-59.0117050961298,12.0307327282971
3.292,-2.21229363115025,-59.2617127815538,-59.2617127817942,11.7131866665444
3.293,-2.55025823158864,-59.5111722433413,-59.5111722435786,11.3958054049981
3.294,-2.88796190774567,-59.7600810427361,-59.7600810429664,11.0785888060676
3.295,-3.22540471986879,-60.0084367051741,-60.008436705402,10.7615367323817
3.296,-3.56258673057601,-60.2562367193296,-60.2562367195529,10.4446490467818
3.297,-3.8995080048477,-60.503478536322,-60.5034785365423,10.1279256123178
3.298,-4.23616861002264,-60.7501595689579,-60.7501595691724,9.81136629224102
3.299,-4.57256861578881,-60.9962771909206,-60.9962771911341,9.4949709500012
3.3,-4.90870809417842,-61.2418287359589,-61.2418287361654,9.17873944924012
3.301,-5.24458711955977,-61.4868114970339,-61.4868114972382,8.86267165378763
3.302,-5.58020576863197,-61.731222725467,-61.7312227256689,8.54676742765539
3.303,-5.91556412041716,-61.9750596300535,-61.9750596302547,8.23102663503242
3.304,-6.25066225625376,-62.2183193761486,-62.2183193763426,7.91544914028012
3.305,-6.58550025978818,-62.4609990847287,-62.4609990849203,7.60003480792855
3.306,-6.92007821697045,-62.7030958314515,-62.7030958316395,7.28478350266871
3.307,-7.25439621604343,-62.9446066456635,-62.9446066458483,6.96969508935128
3.308,-7.58845434753835,-63.1855285093844,-63.1855285095652,6.65476943297891
3.309,-7.92225270426592,-63.4258583562844,-63.425858356463,6.34000639870314
3.31,-8.25579138130891,-63.6655930706112,-63.6655930707875,6.02540585181938
3.311,-8.58907047601514,-63.9047294861067,-63.9047294862796,5.71096765776183
3.312,-8.92209008798961,-64.1432643848698,-64.1432643850413,5.39669168209907
3.313,-9.25485031908595,-64.3811944962264,-64.3811944963912,5.08257779053021
3.314,-9.58735127339994,-64.618516495517,-64.6185164956823,4.76862584887916
3.315,-9.91959305726083,-64.8552270029136,-64.8552270030743,4.45483572309085
3.316,-10.2515757792234,-65.091322582143,-65.0913225823014,4.14120727922682
3.317,-10.5832995500602,-65.3267997392123,-65.326799739371,3.82774038346033
3.318,-10.9147644827536,-65.5616549210964,-65.5616549212515,3.51443490207232
3.319,-11.2459706924865,-65.7958845143683,-65.7958845145212,3.20129070144756
3.32,-11.5769182966358,-66.0294848438126,-66.0294848439636,2.88830764806926
3.321,-11.907607414763,-66.2624521709954,-66.2624521711444,2.57548560851541
3.322,-12.2380381686059,-66.4947826927762,-66.4947826929253,2.26282444945493
3.323,-12.5682106820707,-66.7264725398097,-66.7264725399528,1.95032403764263
3.324,-12.8981250812231,-66.9575177749716,-66.9575177751164,1.63798423991551
3.325,-13.2277814942793,-67.1879143917677,-67.1879143919096,1.3258049231895
3.326,-13.5571800515985,-67.4176583126786,-67.4176583128213,1.0137859544537
3.327,-13.8863208856736,-67.6467453874602,-67.6467453876029,0.701927200767345
3.328,-14.2152041311225,-67.8751713914025,-67.8751713915452,0.390228529255937
3.329,-14.5438299246791,-68.1029320235387,-68.1029320236757,0.0786898071069119
3.33,-14.8721984051851,-68.3300229047753,-68.3300229049122,-0.232689098434317
3.331,-15.2003097135802,-68.5564395760158,-68.556439576151,-0.543908320067507
3.332,-15.5281639928941,-68.7821774961811,-68.7821774963167,-0.854967990442706
3.333,-15.855761388237,-69.0072320402119,-69.0072320403486,-1.16586824216288
3.334,-16.1831020467904,-69.2315984969721,-69.2315984971067,-1.47660920778827
3.335,-16.5101861177984,-69.4552720671186,-69.4552720672586,-1.78719101984004
3.336,-16.8370137525586,-69.6782478609181,-69.6782478610553,-2.09761381080418
3.337,-17.163585104412,-69.9005208959367,-69.9005208960756,-2.40787771313403
3.338,-17.4899003287351,-70.1220860947474,-70.1220860948873,-2.71798285925577
3.339,-17.8159595829297,-70.3429382824891,-70.34293828263,-3.02792938157053
3.34,-18.1417630264136,-70.5630721844201,-70.5630721845624,-3.33771741245854
3.341,-18.4673108206119,-70.7824824233223,-70.7824824234659,-3.64734708428253
3.342,-18.7926031289471,-71.0011635168916,-71.0011635170352,-3.9568185293914
3.343,-19.1176401168289,-71.2191098750281,-71.2191098751752,-4.26613188012289
3.344,-19.4424219516462,-71.4363157970165,-71.4363157971621,-4.57528726880809
3.345,-19.7669488027566,-71.652775468646,-71.6527754687933,-4.8842848277741
3.346,-20.0912208414772,-71.8684829592407,-71.8684829593916,-5.19312468934759
3.347,-20.4152382410745,-72.0834322185885,-72.0834322187415,-5.50180698585816
3.348,-20.7390011767556,-72.2976170737636,-72.2976170739168,-5.81033184964152
3.349,-21.0625098256571,-72.5110312258746,-72.5110312260293,-6.11869941304207
3.35,-21.3857643668372,-72.7236682466847,-72.7236682468438,-6.42690980841761
3.351,-21.7087649812646,-72.9355215751293,-72.9355215752903,-6.73496316814133
3.352,-22.031511851809,-73.1465845137445,-73.1465845139122,-7.0428596246049
3.353,-22.3540051632317,-73.3568502249454,-73.3568502251166,-7.35059931022236
3.354,-22.6762451021755,-73.5663117272211,-73.5663117273915,-7.65818235743263
3.355,-22.9982318571543,-73.7749618911472,-73.7749618913262,-7.96560889870206
3.356,-23.3199656185441,-73.9827934353645,-73.9827934355501,-8.27287906652861
3.357,-23.6414465785726,-74.1897989223223,-74.1897989225074,-8.57999299344409
3.358,-23.9626749313091,-74.3959707539452,-74.3959707541378,-8.8869508120168
3.359,-24.2836508726551,-74.6013011671534,-74.6013011673514,-9.19375265485529
3.36,-24.6043746003337,-74.8057822291971,-74.805782229402,-9.50039865461049
3.361,-24.9248463138793,-75.0094058328744,-75.0094058330829,-9.80688894397839
3.362,-25.2450662146287,-75.2121636915765,-75.2121636917914,-10.1132236557038
3.363,-25.5650345057097,-75.4140473341456,-75.4140473343664,-10.4194029225821
3.364,-25.8847513920324,-75.6150480995971,-75.6150480998211,-10.7254268774627
3.365,-26.2042170802777,-75.8151571316347,-75.8151571318659,-11.0312956532512
3.366,-26.5234317788881,-76.0143653729855,-76.0143653732216,-11.3370093829125
3.367,-26.8423956980566,-76.2126635595374,-76.2126635597811,-11.6425681994724
3.368,-27.1611090497178,-76.4100422142872,-76.4100422145379,-11.947972236022
3.369,-27.4795720475371,-76.6064916410523,-76.6064916413086,-12.2532216257189
3.37,-27.7977849069,-76.8020019180112,-76.8020019182793,-12.5583165017899
3.371,-28.1157478449026,-76.9965628909686,-76.996562891244,-12.8632569975338
3.372,-28.4334610803413,-77.1901641664069,-77.190164166686,-13.1680432463243
3.373,-28.7509248337014,-77.3827951042824,-77.3827951045726,-13.4726753816106
3.374,-29.0681393271489,-77.5744448105993,-77.5744448109027,-13.7771535369225
3.375,-29.3851047845186,-77.7651021296592,-77.7651021299674,-14.0814778458707
3.376,-29.7018214313043,-77.9547556360965,-77.9547556364168,-14.3856484421499
3.377,-30.0182894946488,-78.1433936265805,-78.1433936269119,-14.6896654595413
3.378,-30.3345092033332,-78.3310041112484,-78.331004111591,-14.9935290319145
3.379,-30.6504807877667,-78.5175748047959,-78.5175748051452,-15.29723929323
3.38,-30.966204479976,-78.7030931172737,-78.7030931176271,-15.600796377541
3.381,-31.2816805135958,-78.8875461445294,-78.8875461449052,-15.9042004189963
3.382,-31.5969091238577,-79.0709206583026,-79.0709206586866,-16.2074515518421
3.383,-31.9118905475803,-79.2532030959417,-79.2532030963334,-16.510549910424
3.384,-32.2266250231585,-79.4343795497528,-79.4343795501571,-16.8134956291896
3.385,-32.5411127905537,-79.6144357559513,-79.6144357563685,-17.1162888426898
3.386,-32.8553540912821,-79.7933570831599,-79.7933570835889,-17.4189296855814
3.387,-33.1693491684065,-79.9711285205421,-79.9711285209886,-17.721418292629
3.388,-33.4830982665243,-80.1477346654222,-80.1477346658712,-18.0237547987075
3.389,-33.7966016317576,-80.3231597104128,-80.3231597108889,-18.3259393388027
3.39,-34.1098595117429,-80.4973874301848,-80.4973874306734,-18.627972048015
3.391,-34.4228721556212,-80.6704011675344,-80.6704011680371,-18.9298530615602
3.392,-34.7356398140263,-80.8421838190462,-80.8421838195601,-19.2315825147709
3.393,-35.0481627390759,-81.0127178201504,-81.0127178206812,-19.5331605430998
3.394,-35.3604411843609,-81.1819851295935,-81.1819851301384,-19.8345872821208
3.395,-35.6724754049344,-81.3499672132902,-81.3499672138533,-20.1358628675305
3.396,-35.9842656573021,-81.5166450275701,-81.5166450281507,-20.4369874351504
3.397,-36.2958121994119,-81.6819990017078,-81.6819990023024,-20.7379611209288
3.398,-36.6071152906426,-81.8460090197716,-81.8460090203793,-21.0387840609413
3.399,-36.9181751917949,-82.0086544017529,-82.0086544023795,-21.3394563913945
3.4,-37.2289921650806,-82.1699138839095,-82.1699138845564,-21.6399782486259
3.401,-37.5395664741123,-82.3297655983496,-82.3297655990226,-21.940349769107
3.402,-37.849898383892,-82.4881870517142,-82.4881870523915,-22.2405710894427
3.403,-38.1599881608035,-82.6451551029976,-82.6451551037047,-22.5406423463761
3.404,-38.4698360725989,-82.8006459405326,-82.8006459412521,-22.8405636767869
3.405,-38.779442388391,-82.9546350578756,-82.9546350586122,-23.1403352176952
3.406,-39.0888073786407,-83.1070972287949,-83.1070972295537,-23.4399571062612
3.407,-39.3979313151494,-83.2580064811528,-83.2580064819323,-23.7394294797889
3.408,-39.7068144710464,-83.4073360696862,-83.4073360704867,-24.0387524757253
3.409,-40.0154571207798,-83.5550584476378,-83.5550584484638,-24.3379262316632
3.41,-40.3238595401057,-83.7011452371686,-83.701145238009,-24.6369508853419
3.411,-40.6320220060791,-83.8455671984536,-83.8455671993308,-24.9358265746492
3.412,-40.9399447970423,-83.9882941975541,-83.9882941984473,-25.2345534376224
3.413,-41.247628192616,-84.1292951726921,-84.1292951736078,-25.5331316124497
3.414,-41.5550724736878,-84.2685380992732,-84.2685381002022,-25.8315612374713
3.415,-41.8622779224037,-84.4059899531625,-84.4059899541258,-26.1298424511816
3.416,-42.1692448221561,-84.5416166725159,-84.5416166735022,-26.4279753922285
3.417,-42.4759734575757,-84.6753831176915,-84.675383118705,-26.7259601994175
3.418,-42.7824641145189,-84.807253029595,-84.8072530306249,-27.0237970117095
3.419,-43.0887170800607,-84.9371889859779,-84.9371889870448,-27.3214859682254
3.42,-43.3947326424824,-85.0651523557815,-85.0651523568679,-27.6190272082451
3.421,-43.7005110912624,-85.1911032514616,-85.1911032525806,-27.9164208712091
3.422,-44.0060527170656,-85.3150004790517,-85.3150004802009,-28.2136670967196
3.423,-44.3113578117343,-85.4368014859467,-85.4368014871188,-28.5107660245421
3.424,-44.6164266682777,-85.556462306226,-85.5564623074188,-28.8077177946059
3.425,-44.9212595808622,-85.6739375034692,-85.6739375046852,-29.104522547006
3.426,-45.2258568448002,-85.7891801108721,-85.7891801121301,-29.4011804220022
3.427,-45.5302187565427,-85.9021415684721,-85.9021415697533,-29.6976915600229
3.428,-45.8343456136667,-86.0127716574464,-86.0127716587497,-29.9940561016636
3.429,-46.1382377148673,-86.1210184311906,-86.1210184325331,-30.2902741876897
3.43,-46.4418953599461,-86.2268281432192,-86.2268281445901,-30.5863459590353
3.431,-46.7453188498036,-86.3301451713799,-86.3301451727806,-30.8822715568071
3.432,-47.0485084864271,-86.4309119385492,-86.4309119399832,-31.1780511222826
3.433,-47.3514645728828,-86.5290688292702,-86.5290688307162,-31.4736847969129
3.434,-47.6541874133039,-86.6245541024532,-86.6245541039409,-31.7691727223213
3.435,-47.9566773128833,-86.7173037996141,-86.7173038011404,-32.0645150403069
3.436,-48.258934577862,-86.8072516485884,-86.8072516501549,-32.3597118928435
3.437,-48.5609595155204,-86.8943289624346,-86.8943289640225,-32.6547634220811
3.438,-48.8627524341684,-86.978464533121,-86.9784645347537,-32.9496697703464
3.439,-49.1643136431355,-87.0595845200232,-87.0595845216772,-33.2444310801442
3.44,-49.4656434527612,-87.1376123324768,-87.1376123341745,-33.5390474941567
3.441,-49.7667421743859,-87.212468506558,-87.212468508287,-33.8335191552461
3.442,-50.067610120341,-87.2840705752929,-87.2840705770473,-34.127846206454
3.443,-50.3682476039392,-87.3523329322206,-87.3523329340137,-34.4220287910023
3.444,-50.6686549394653,-87.4171666879287,-87.4171666897499,-34.7160670522945
3.445,-50.9688324421668,-87.4784795188458,-87.4784795207038,-35.0099611339156
3.446,-51.2687804282438,-87.5361755082776,-87.5361755101678,-35.3037111796325
3.447,-51.5684992148401,-87.5901549789214,-87.5901549808638,-35.5973173333958
3.448,-51.8679891200342,-87.6403143164335,-87.6403143183942,-35.8907797393396
3.449,-52.1672504628291,-87.6865457836309,-87.686545785632,-36.1840985417818
3.45,-52.4662835631432,-87.7287373246681,-87.7287373266926,-36.4772738852251
3.451,-52.7650887418017,-87.7667723586181,-87.7667723606771,-36.7703059143579
3.452,-53.0636663205259,-87.8005295619207,-87.8005295640158,-37.0631947740535
3.453,-53.3620166219255,-87.8298826388393,-87.8298826409839,-37.355940609372
3.454,-53.6601399694883,-87.8547000796149,-87.8547000817827,-37.6485435655602
3.455,-53.9580366875717,-87.8748449050146,-87.8748449072276,-37.941003788052
3.456,-54.2557071013931,-87.8901743970984,-87.8901743993298,-38.2333214224689
3.457,-54.553151537021,-87.9005398149094,-87.9005398171811,-38.5254966146206
3.458,-54.8503703213656,-87.9057860944979,-87.9057860968039,-38.8175295105049
3.459,-55.1473637821702,-87.905751532225,-87.905751534581,-39.1094202563087
3.46,-55.4441322480019,-87.9002674504054,-87.9002674527961,-39.4011689984083
3.461,-55.7406760482429,-87.8891578443397,-87.8891578467446,-39.6927758833694
3.462,-56.0369955130809,-87.8722390094563,-87.8722390118991,-39.9842410579476
3.463,-56.333090973501,-87.8493191478588,-87.8493191503377,-40.2755646690889
3.464,-56.6289627612757,-87.8201979524618,-87.8201979549802,-40.5667468639295
3.465,-56.9246112089574,-87.784666168167,-87.7846661706844,-40.857787789797
3.466,-57.2200366498688,-87.742505128164,-87.7425051307219,-41.1486875942099
3.467,-57.5152394180939,-87.6934862646944,-87.6934862672742,-41.4394464248779
3.468,-57.8102198484698,-87.6373705920534,-87.637370594671,-41.7300644297028
3.469,-58.1049782765779,-87.5739081613719,-87.5739081639925,-42.0205417567782
3.47,-58.3995150387341,-87.5028374846278,-87.5028374872935,-42.3108785543892
3.471,-58.6938304719821,-87.4238849275773,-87.4238849302416,-42.6010749710138
3.472,-58.9879249140833,-87.3367640688586,-87.3367640715385,-42.8911311553226
3.473,-59.2817987035087,-87.2411750247953,-87.2411750275022,-43.1810472561784
3.474,-59.5754521794304,-87.1368037377163,-87.1368037404447,-43.4708234226373
3.475,-59.868885681713,-87.0233212264927,-87.0233212292079,-43.7604598039481
3.476,-60.1620995509047,-86.9003827978639,-86.9003828005988,-44.0499565495525
3.477,-60.4550941282298,-86.7676272173717,-86.7676272200886,-44.3393138090859
3.478,-60.7478697555795,-86.6246758382327,-86.6246758409688,-44.6285317323765
3.479,-61.0404267755039,-86.4711316874871,-86.4711316902303,-44.9176104694465
3.48,-61.3327655312034,-86.3065785084831,-86.3065785112106,-45.2065501705113
3.481,-61.6248863665207,-86.1305797590682,-86.1305797617778,-45.4953509859796
3.482,-61.9167896259321,-85.9426775652883,-85.9426775679809,-45.7840130664539
3.483,-62.2084756545399,-85.7423916312087,-85.7423916338833,-46.0725365627304
3.484,-62.4999447980636,-85.5292181053407,-85.5292181079791,-46.3609216257987
3.485,-62.7911974028321,-85.3026284054991,-85.3026284080962,-46.6491684068424
3.486,-63.0822338157755,-85.0620680047198,-85.0620680072758,-46.9372770572384
3.487,-63.3730543844173,-84.8069551815682,-84.8069551840702,-47.2252477285576
3.488,-63.6636594568653,-84.5366797399544,-84.5366797424059,-47.513080572564
3.489,-63.954049381805,-84.250601704737,-84.2506017070852,-47.8007757412155
3.49,-64.2442245084908,-83.9480500017317,-83.9480500040488,-48.0883333866634
3.491,-64.5341851867382,-83.6283211326054,-83.6283211348047,-48.3757536612524
3.492,-64.8239317669161,-83.29067785754,-83.2906778596394,-48.6630367175207
3.493,-65.113464599939,-82.9343479032009,-82.9343479051882,-48.9501827081998
3.494,-65.4027840372581,-82.5585227144523,-82.5585227163073,-49.2371917862138
3.495,-65.6918904308553,-82.1623562760803,-82.1623562778264,-49.5240641046804
3.496,-65.9807841332344,-81.7449640325882,-81.7449640341454,-49.8107998169101
3.497,-66.2694654974134,-81.3054219420193,-81.3054219433951,-50.0973990764061
3.498,-66.557934876917,-80.8427657061769,-80.8427657073969,-50.3838620368642
3.499,-66.8461926257693,-80.3559902262434,-80.355990227239,-50.6701888521731
3.5,-67.1342390984852,-79.844049343166,-79.8440493439505,-50.9563796764129
3.501,-67.4220746500639,-79.3058559310827,-79.3058559315475,-51.2424346638565
3.502,-67.7096996359813,-78.7402824226219,-78.7402824228233,-51.5283539689685
3.503,-67.9971144121819,-78.1461618598053,-78.146161859669,-51.8141377464055
3.504,-68.2843193350718,-77.5222895737167,-77.5222895732854,-52.0997861510152
3.505,-68.5713147615112,-76.8674256139151,-76.8674256131124,-52.3852993378369
3.506,-68.8581010488072,-76.1802980624588,-76.1802980612439,-52.6706774621007
3.507,-69.1446785547059,-75.4596073825773,-75.4596073809181,-52.9559206792277
