frequency, S11, S12, S21, S22
1000000000.0000000000, -72.3387921361, -167.7053442430, -167.7053442430, -83.8354976867
1001000000.0000000000, -72.6722219362, -167.8900471292, -167.8900471292, -83.8498453339
1002000000.0000000000, -72.9969139511, -168.0748277278, -168.0748277278, -83.8736058924
1003000000.0000000000, -73.3140532946, -168.2596083264, -168.2596083264, -83.9066919358
1004000000.0000000000, -73.6237176792, -168.4444083531, -168.4444083531, -83.9481709158
1005000000.0000000000, -73.9270776473, -168.6292278079, -168.6292278079, -83.9971297117
1006000000.0000000000, -74.2241380561, -168.8140666908, -168.8140666908, -84.0535683238
1007000000.0000000000, -74.5152340401, -168.9989444298, -168.9989444298, -84.1163016381
1008000000.0000000000, -74.8013175759, -169.1838221689, -169.1838221689, -84.1848633806
1009000000.0000000000, -75.0827529404, -169.3687581922, -169.3687581922, -84.2593409775
1010000000.0000000000, -75.3590155749, -169.5536942156, -169.5536747875, -84.3387338822
1011000000.0000000000, -75.6315917287, -169.7386496670, -169.7386496670, -84.4234209424
1012000000.0000000000, -75.8998208465, -169.9236245466, -169.9236439747, -84.5124307534
1013000000.0000000000, -76.1646403339, -170.1086382823, -170.1086382823, -84.6056856028
1014000000.0000000000, -76.4264241816, -170.2936714461, -170.2936714461, -84.7030980643
1015000000.0000000000, -76.6844438362, -170.4787240380, -170.4787240380, -84.8039492984
1016000000.0000000000, -76.9394667073, -170.6637960580, -170.6637960580, -84.9084627282
1017000000.0000000000, -77.1918327867, -170.8488680780, -170.8488680780, -85.0162497917
1018000000.0000000000, -77.4416392147, -171.0339789542, -171.0339983823, -85.1273979154
1019000000.0000000000, -77.6886674253, -171.2191092585, -171.2190898304, -85.2409356946
1020000000.0000000000, -77.9336265440, -171.4042589909, -171.4042589909, -85.3576013969
1021000000.0000000000, -78.1761134377, -171.5894475795, -171.5894475795, -85.4767636092
1022000000.0000000000, -78.4164729552, -171.7746361680, -171.7746361680, -85.5984417597
1023000000.0000000000, -78.6549236625, -171.9598247566, -171.9598247566, -85.7224318533
1024000000.0000000000, -78.8913198488, -172.1450716295, -172.1450716295, -85.8485784653
1025000000.0000000000, -79.1262395001, -172.3303379304, -172.3303185023, -85.9768330255
1026000000.0000000000, -79.3590609173, -172.5155653752, -172.5155848033, -86.1069429686
1027000000.0000000000, -79.5907992182, -172.7008511042, -172.7008511042, -86.2391802879
1028000000.0000000000, -79.8204538561, -172.8861756894, -172.8861756894, -86.3730884233
1029000000.0000000000, -80.0490059496, -173.0714808466, -173.0714808466, -86.5087159450
1030000000.0000000000, -80.2760717940, -173.2568248599, -173.2568248599, -86.6460045687
1031000000.0000000000, -80.5018602413, -173.4422077294, -173.4422077294, -86.7848182978
1032000000.0000000000, -80.7262304377, -173.6275711708, -173.6275711708, -86.9251085619
1033000000.0000000000, -80.9495709452, -173.8129540403, -173.8129734684, -87.0668365050
1034000000.0000000000, -81.1717554810, -173.9983757660, -173.9983757660, -87.2099147006
1035000000.0000000000, -81.3928569007, -174.1837780636, -174.1837780636, -87.3543042926
1036000000.0000000000, -81.6129432025, -174.3692386455, -174.3692192174, -87.4999664246
1037000000.0000000000, -81.8318589616, -174.5546992273, -174.5546992273, -87.6467456721
1038000000.0000000000, -82.0499101706, -174.7401792373, -174.7401792373, -87.7946226068
1039000000.0000000000, -82.2670579732, -174.9256592473, -174.9256592473, -87.9435292305
1040000000.0000000000, -82.4831275166, -175.1111586854, -175.1111586854, -88.0935238275
1041000000.0000000000, -82.6987016436, -175.2967164077, -175.2967164077, -88.2447521083
1042000000.0000000000, -82.9132266536, -175.4822352739, -175.4822158458, -88.3965923742
1043000000.0000000000, -83.1269648257, -175.6677929962, -175.6677929962, -88.5494623290
1044000000.0000000000, -83.3401978675, -175.8533507186, -175.8533701466, -88.7034785413
1045000000.0000000000, -83.5524983607, -176.0389472971, -176.0389472971, -88.8579998841
1046000000.0000000000, -83.7640411583, -176.2245438756, -176.2245438756, -89.0133954910
1047000000.0000000000, -83.9751371097, -176.4101404542, -176.4101598823, -89.1697430746
1048000000.0000000000, -84.1854170812, -176.5957953170, -176.5957953170, -89.3267803555
1049000000.0000000000, -84.3952016363, -176.7814307517, -176.7814307517, -89.4846141882
1050000000.0000000000, -84.6045004891, -176.9670856145, -176.9670661864, -89.6431377182
1051000000.0000000000, -84.8130027901, -177.1527599054, -177.1527599054, -89.8022246630
1052000000.0000000000, -85.0210485308, -177.3384536244, -177.3384536244, -89.9620013051
1053000000.0000000000, -85.2285599990, -177.5241861996, -177.5241667715, -90.1225939271
1054000000.0000000000, -85.4355080524, -177.7098604905, -177.7098604905, -90.2836139672
1055000000.0000000000, -85.6420772580, -177.8955736376, -177.8955736376, -90.4452654203
1056000000.0000000000, -85.8480830489, -178.0813256409, -178.0813450690, -90.6075385724
1057000000.0000000000, -86.0536128515, -178.2670776442, -178.2670776442, -90.7702682848
1058000000.0000000000, -86.2586958080, -178.4528490756, -178.4528490756, -90.9336682663
1059000000.0000000000, -86.4635261992, -178.6386205069, -178.6386205069, -91.0974665238
1060000000.0000000000, -86.6677057493, -178.8244113664, -178.8244113664, -91.2618087679
1061000000.0000000000, -86.8715841640, -179.0102216540, -179.0102216540, -91.4267241407
1062000000.0000000000, -87.0750934448, -179.1960319415, -179.1960319415, -91.5920086474
1063000000.0000000000, -87.2781461655, -179.3818616572, -179.3818810853, -91.7577205721
