Freq(Hz),S21 Phase_copper strip,S21 Phase_HFSS,S21 Phase_milled,S21 Phase_z0lver
1159000000,164.1586,58.88981336,104.10327,162.731966
1160000000,163.99641,58.60996995,103.81216,162.5450969
1161000000,163.86198,58.33008064,103.65589,162.3582569
1162000000,163.63104,58.05014542,103.21983,162.1713683
1163000000,163.45889,57.77016424,103.14091,161.9844895
1164000000,163.1839,57.49013708,102.86449,161.7975912
1165000000,163.05569,57.21006391,102.65482,161.6106736
1166000000,162.8756,56.9299447,102.3821,161.4237462
1167000000,162.84026,56.64977939,102.20947,161.236809
1168000000,162.71768,56.36956796,101.94204,161.0498331
1169000000,162.32462,56.08931036,101.68581,160.8628571
1170000000,162.25166,55.80900654,101.31186,160.6758811
1171000000,162.0202,55.52865646,101.07705,160.4888566
1172000000,161.83551,55.24826006,100.89,160.3018029
1173000000,161.68462,54.96781729,100.68591,160.1147686
1174000000,161.53818,54.6873281,100.3164,159.9277344
1175000000,161.19662,54.40679242,100.10256,159.7406418
1176000000,161.18094,54.12621019,99.861145,159.5535493
1177000000,161.01334,53.84558134,99.844765,159.3664276
1178000000,160.68324,53.56490582,99.383003,159.1793059
1179000000,160.59117,53.28418355,99.069603,158.9921357
1180000000,160.35304,53.00341445,98.814423,158.8049848
1181000000,160.31969,52.72259846,98.811142,158.6177854
1182000000,159.98907,52.44173549,98.353638,158.4305666
1183000000,159.7926,52.16082546,98.124687,158.2433284
1184000000,159.58994,51.87986829,97.787659,158.0560804
1185000000,159.64638,51.59886389,97.767517,157.8688033
1186000000,159.23708,51.31781217,97.550438,157.681497
1187000000,159.18077,51.03671305,97.142319,157.4942199
1188000000,159.03128,50.75556641,97.079308,157.3068748
1189000000,158.78505,50.47437218,96.75766,157.1195006
1190000000,158.39711,50.19313024,96.242233,156.9321069
1191000000,158.34995,49.91184049,96.254738,156.7447229
1192000000,158.17804,49.63050283,95.989166,156.5572904
1193000000,158.04642,49.34911715,95.654572,156.3698482
1194000000,157.81259,49.06768333,95.510574,156.1823671
1195000000,157.62367,48.78620127,95.084282,155.9948859
1196000000,157.36601,48.50467083,94.928123,155.8073563
1197000000,157.33849,48.22309191,94.738136,155.6198072
1198000000,157.03944,47.94146438,94.305923,155.4322386
1199000000,156.95042,47.6597881,94.03968,155.244641
1200000000,156.8311,47.37806297,93.931862,155.0570239
1201000000,156.44841,47.09628883,93.641914,154.8693776
1202000000,156.34319,46.81446556,93.419754,154.681712
1203000000,156.26381,46.53259301,93.295792,154.493988
1204000000,155.90134,46.25067105,92.84024,154.3062932
1205000000,155.80717,45.96869954,92.627327,154.1185012
1206000000,155.64658,45.68667832,92.362488,153.9307287
1207000000,155.44513,45.40460725,92.258446,153.742927
1208000000,155.4268,45.12248617,92.097656,153.5550865
1209000000,155.08217,44.84031493,91.701591,153.3672169
1210000000,154.9426,44.55809337,91.638199,153.179318
1211000000,154.63753,44.27582133,91.149353,152.9913901
1212000000,154.52605,43.99349865,90.764114,152.8034233
1213000000,154.31657,43.71112515,90.558182,152.6154565
1214000000,154.0074,43.42870067,90.418808,152.4274217
1215000000,153.90875,43.14622504,90.162949,152.2393675
1216000000,153.62566,42.86369807,89.781189,152.0512938
1217000000,153.4886,42.58111959,89.633652,151.8631813
1218000000,153.32039,42.29848942,89.402328,151.6750202
1219000000,153.15509,42.01580737,89.197639,151.4868494
1220000000,152.9073,41.73307326,88.962166,151.2986106
1221000000,152.79825,41.45028688,88.538857,151.1103718
1222000000,152.74275,41.16744806,88.48571,150.9220844
1223000000,152.44084,40.88455659,88.1455,150.7337388
1224000000,152.12727,40.60161228,87.826805,150.5454028
1225000000,151.98042,40.31861492,87.485558,150.3569989
1226000000,151.73137,40.0355643,87.283623,150.1685561
1227000000,151.60982,39.75246021,87.16864,149.9800939
1228000000,151.52159,39.46930246,86.96344,149.7915831
1229000000,151.29575,39.18609081,86.621872,149.6030529
1230000000,151.20871,38.90282506,86.346283,149.4144741
1231000000,150.82481,38.61950497,85.976173,149.225837
1232000000,150.56094,38.33613034,85.625732,149.0371902
1233000000,150.53494,38.05270093,85.408638,148.8484657
1234000000,150.51804,37.76921652,85.400909,148.6597412
1235000000,150.09396,37.48567687,85.066185,148.4709487
1236000000,149.86731,37.20208174,84.785164,148.2821076
1237000000,149.93939,36.91843091,84.644211,148.0932666
1238000000,149.56894,36.63472412,84.225258,147.9043575
1239000000,149.34804,36.35096113,83.964432,147.7153804
1240000000,149.04156,36.06714171,83.593239,147.5263936
1241000000,149.01436,35.78326559,83.439224,147.3373583
1242000000,148.87109,35.49933252,83.221054,147.1482744
1243000000,148.66275,35.21534226,82.977463,146.9591127
1244000000,148.38504,34.93129453,82.647957,146.7699317
1245000000,148.11632,34.64718909,82.243156,146.5807409
1246000000,148.12207,34.36302566,82.288361,146.3914336
1247000000,148.03127,34.07880398,81.974876,146.2021165
1248000000,147.66563,33.79452378,81.639671,146.0127509
1249000000,147.46783,33.51018478,81.419151,145.8233075
1250000000,147.28612,33.22578672,81.224854,145.6338545
1251000000,147.20183,32.9413293,80.878105,145.4443334
1252000000,146.81516,32.65681226,80.533585,145.2547541
1253000000,146.59242,32.3722353,80.237213,145.0651165
1254000000,146.29677,32.08759814,80.123268,144.8754594
1255000000,146.32616,31.80290049,79.84848,144.6857441
1256000000,146.0914,31.51814205,79.486511,144.4959413
1257000000,146.06128,31.23332254,79.262337,144.30609
1258000000,145.88315,30.94844165,79.074196,144.1162386
1259000000,145.4395,30.66349908,78.793282,143.9262902
1260000000,145.50774,30.37849452,78.692917,143.736264
1261000000,145.14401,30.09342768,78.303574,143.5462378
1262000000,144.80511,29.80829824,77.907249,143.3560853
1263000000,145.01436,29.52310588,77.989296,143.1659134
1264000000,144.74261,29.2378503,77.554237,142.9757124
1265000000,144.55309,28.95253118,77.141045,142.7854045
1266000000,144.23991,28.66714819,76.90876,142.5950481
1267000000,143.96574,28.38170102,76.572746,142.4046333
1268000000,143.96471,28.09618933,76.552139,142.2141506
1269000000,143.6797,27.8106128,76.225052,142.0236484
1270000000,143.44269,27.52497109,75.869484,141.8330588
1271000000,143.29605,27.23926389,75.579987,141.6423623
1272000000,143.04097,26.95349083,75.30751,141.4516465
1273000000,142.88486,26.6676516,75.013756,141.2608432
1274000000,142.77922,26.38174584,74.846413,141.0700301
1275000000,142.50911,26.09577321,74.390312,140.8791005
1276000000,142.25397,25.80973337,74.301544,140.6881321
1277000000,142.19223,25.52362597,74.094452,140.4970471
1278000000,142.0417,25.23745065,73.793648,140.3059232
1279000000,141.68311,24.95120705,73.319969,140.1147313
1280000000,141.63835,24.66489483,73.372849,139.9234909
1281000000,141.32367,24.37851363,72.961288,139.7321339
1282000000,141.24641,24.09206307,72.653084,139.5407672
1283000000,140.89804,23.8055428,72.332947,139.3492742
1284000000,140.96478,23.51895244,72.345001,139.157752
1285000000,140.61118,23.23229164,72.006256,138.9661036
1286000000,140.20108,22.94556001,71.404716,138.7744357
1287000000,140.04503,22.65875719,71.231491,138.5826416
1288000000,140.05591,22.37188279,71.19413,138.3908086
1289000000,139.74739,22.08493644,70.715958,138.1988882
1290000000,139.64212,21.79791776,70.496002,138.0068803
1291000000,139.4239,21.51082636,70.321846,137.8148045
1292000000,139.15001,21.22366185,69.930099,137.6226606
1293000000,139.02493,20.93642385,69.792976,137.4304585
1294000000,138.83124,20.64911197,69.325981,137.2381301
1295000000,138.4373,20.36172581,69.081657,137.045724
1296000000,138.52458,20.07426499,68.961403,136.853279
1297000000,138.10968,19.78672909,68.628159,136.6607077
1298000000,137.9478,19.49911772,68.057899,136.4680685
1299000000,137.82329,19.21143049,68.031937,136.2753612
1300000000,137.82352,18.92366698,67.861,136.0825471
1301000000,137.5202,18.63582679,67.465965,135.8896455
1302000000,137.4185,18.34790952,67.320526,135.6966663
1303000000,137.14587,18.05991474,66.974037,135.503619
1304000000,136.72789,17.77184206,66.599716,135.3104455
1305000000,136.61865,17.48369105,66.434692,135.1171748
1306000000,136.67775,17.1954613,66.264374,134.9238459
1307000000,136.33022,16.9071524,65.918579,134.7304295
1308000000,136.20529,16.61876391,65.694359,134.5369159
1309000000,135.99695,16.33029542,65.302177,134.343315
1310000000,135.80452,16.04174651,65.064362,134.1495878
1311000000,135.4926,15.75311674,64.720741,133.9557828
1312000000,135.34415,15.46440569,64.520866,133.7619099
1313000000,135.1476,15.17561294,64.494049,133.5679301
1314000000,134.93449,14.88673804,64.064522,133.373824
1315000000,134.70374,14.59778058,63.804901,133.1796693
1316000000,134.45349,14.3087401,63.466206,132.9853787
1317000000,134.45892,14.01961617,63.093784,132.7909812
1318000000,134.11977,13.73040837,62.769062,132.5964962
1319000000,133.93759,13.44111623,62.43795,132.4019336
1320000000,133.47511,13.15173934,62.163506,132.2072447
1321000000,133.73376,12.86227723,61.988064,132.0124489
1322000000,133.36281,12.57272947,61.845573,131.8175948
1323000000,133.21558,12.2830956,61.411678,131.6225659
1324000000,132.99507,11.99337519,61.104862,131.4274981
1325000000,132.66579,11.70356778,60.930908,131.2323041
1326000000,132.70795,11.41367292,60.665249,131.0369837
1327000000,132.46138,11.12369016,60.449749,130.8415663
1328000000,132.17159,10.83361904,60.057655,130.6460516
1329000000,132.15862,10.54345911,59.918831,130.4503719
1330000000,131.7301,10.25320992,59.431545,130.2546435
1331000000,131.56239,9.962870998,59.039959,130.0587695
1332000000,131.18219,9.672441892,58.821991,129.862808
1333000000,131.18549,9.381922142,58.753288,129.6667009
1334000000,130.92204,9.091311286,58.255341,129.4704965
1335000000,130.83089,8.800608861,58.124187,129.2741951
1336000000,130.56097,8.509814403,57.851089,129.0777479
1337000000,130.43631,8.218927447,57.557049,128.8811939
1338000000,130.19331,7.927947527,57.342117,128.6845233
1339000000,130.00883,7.636874177,56.876022,128.4877459
1340000000,130.06987,7.345706927,56.826023,128.2908421
1341000000,129.49684,7.05444531,56.355244,128.0938024
1342000000,129.2558,6.763088855,55.952332,127.8966558
1343000000,129.27802,6.471637092,55.881607,127.6993635
1344000000,129.02792,6.180089548,55.578915,127.5019644
1345000000,128.97932,5.888445752,55.300053,127.3044487
1346000000,128.82854,5.59670523,55.060329,127.1067775
1347000000,128.57491,5.304867508,54.677032,126.9089898
1348000000,128.49464,5.012932111,54.458019,126.711105
1349000000,128.37798,4.720898565,54.261906,126.5130356
1350000000,127.98336,4.428766393,53.970612,126.3149273
1351000000,127.66038,4.136535119,53.649136,126.1166053
1352000000,127.32365,3.844204265,53.267838,125.9181473
1353000000,127.39776,3.551773355,53.115784,125.7195922
1354000000,127.09835,3.25924191,52.694458,125.5209011
1355000000,126.94144,2.966609451,52.283066,125.3221031
1356000000,126.69277,2.673875501,52.195534,125.1230915
1357000000,126.80308,2.38103958,52.084339,124.9239924
1358000000,126.47638,2.088101208,51.512699,124.7247767
1359000000,125.9619,1.795059906,51.200806,124.525357
1360000000,125.97379,1.501915195,51.055092,124.3258596
1361000000,125.82808,1.208666593,50.61306,124.1261777
1362000000,125.65874,0.915313621,50.582348,123.9263889
1363000000,125.3468,0.6218558,50.10601,123.7264349
1364000000,124.93617,0.328292648,49.853432,123.526345
1365000000,124.87482,0.034623685,49.548141,123.3260899
1366000000,124.6216,-0.259151568,49.215137,123.1257183
1367000000,124.40308,-0.553033592,48.945732,122.9251815
1368000000,124.34287,-0.847022866,48.696499,122.7245379
1369000000,124.20471,-1.141119871,48.356239,122.5236611
1370000000,123.99081,-1.435325084,47.96331,122.3227066
1371000000,123.72237,-1.729638987,47.807388,122.1215967
1372000000,123.70423,-2.024062056,47.670349,121.9202828
1373000000,123.45811,-2.318594771,47.154781,121.7188717
1374000000,123.18214,-2.61323761,46.973206,121.5172761
1375000000,122.83666,-2.90799105,46.49284,121.3155251
1376000000,122.98025,-3.202855567,46.584358,121.1136283
1377000000,122.72929,-3.497831638,46.030006,120.9115567
1378000000,122.37639,-3.792919739,45.856567,120.70932
1379000000,122.116,-4.088120345,45.326633,120.5069376
1380000000,122.02137,-4.383433929,45.114639,120.3044094
1381000000,121.78943,-4.678860966,44.607201,120.1017161
1382000000,121.58117,-4.974401927,44.510033,119.8988479
1383000000,121.22623,-5.270057285,44.207298,119.6958049
1384000000,121.44134,-5.565827509,44.175488,119.4926162
1385000000,121.03467,-5.861713071,43.767723,119.2892429
1386000000,120.72733,-6.157714438,43.22628,119.0857239
1387000000,120.67042,-6.453832078,43.05431,118.8820204
1388000000,120.36412,-6.750066458,42.659069,118.6781614
1389000000,120.24554,-7.046418042,42.55584,118.4741275
1390000000,120.15103,-7.342887295,42.464806,118.2699286
1391000000,119.8923,-7.639474679,41.980099,118.0655256
1392000000,119.81334,-7.936180655,41.624168,117.8609769
1393000000,119.53072,-8.233005683,41.397667,117.6562631
1394000000,119.4777,-8.529950222,41.322605,117.4513453
1395000000,119.21717,-8.827014727,40.853279,117.246272
1396000000,119.04646,-9.124199656,40.535618,117.0410336
1397000000,118.71676,-9.421505459,40.184361,116.8355816
1398000000,118.58598,-9.718932591,39.809528,116.6299643
1399000000,118.30139,-10.0164815,39.601696,116.4241528
1400000000,118.15673,-10.31415263,39.27599,116.2181859
1401000000,117.8472,-10.61194644,38.865475,116.0119955
1402000000,117.65303,-10.90986336,38.668476,115.8056497
1403000000,117.60758,-11.20790384,38.505184,115.5991194
1404000000,117.3871,-11.50606832,38.118473,115.3923559
1405000000,117.15578,-11.80435724,37.934261,115.1854856
1406000000,116.98147,-12.10277103,37.689285,114.9783918
1407000000,116.78702,-12.40131013,37.274422,114.7710843
1408000000,116.61304,-12.69997496,36.968014,114.5636117
1409000000,116.26756,-12.99876597,36.59362,114.3559351
1410000000,116.14047,-13.29768356,36.333855,114.1480739
1411000000,115.99974,-13.59672817,35.929169,113.9400088
1412000000,115.81229,-13.89590023,35.758465,113.731759
1413000000,115.58885,-14.19520014,35.516624,113.523315
1414000000,115.393,-14.49462832,35.192039,113.3146379
1415000000,115.21101,-14.7941852,34.672424,113.1058247
1416000000,115.04263,-15.09387117,34.681297,112.8967784
1417000000,114.93938,-15.39368665,34.353458,112.6875184
1418000000,114.63058,-15.69363204,33.955189,112.4780641
1419000000,114.40221,-15.99370774,33.601807,112.2684059
1420000000,114.20148,-16.29391416,33.45364,112.0585533
1421000000,113.8839,-16.59425168,32.990341,111.8485065
1422000000,113.68923,-16.89472071,32.738132,111.6382265
1423000000,113.55996,-17.19532163,32.387955,111.4277328
1424000000,113.40627,-17.49605482,32.077877,111.2170546
1425000000,113.24054,-17.79692067,31.809769,111.0061626
1426000000,113.05804,-18.09791956,31.574745,110.7950764
1427000000,112.88203,-18.39905186,31.13258,110.5837182
1428000000,112.77192,-18.70031795,31.106991,110.3722142
1429000000,112.49906,-19.00171819,30.735975,110.1604869
1430000000,112.19678,-19.30325296,30.399113,109.9485166
1431000000,111.96905,-19.6049226,30.007648,109.7363424
1432000000,112.00111,-19.90672748,29.763557,109.5239837
1433000000,111.7605,-20.20866795,29.331408,109.3113626
1434000000,111.58237,-20.51074436,29.146442,109.0985181
1435000000,111.51566,-20.81295705,28.808002,108.8854794
1436000000,111.22718,-21.11530637,28.405352,108.672188
1437000000,110.88274,-21.41779266,28.228571,108.4587218
1438000000,110.81768,-21.72041624,27.945585,108.2450225
1439000000,110.74986,-22.02317744,27.724876,108.0310901
1440000000,110.24078,-22.32607659,27.217421,107.8169148
1441000000,110.12823,-22.62911401,26.95462,107.602516
1442000000,109.93359,-22.93229001,26.578506,107.387923
1443000000,109.82104,-23.2356049,26.399647,107.173058
1444000000,109.60738,-23.53905899,26.089497,106.9579988
1445000000,109.24863,-23.84265258,25.723764,106.7426869
1446000000,109.22504,-24.14638597,25.477819,106.5271419
1447000000,109.09694,-24.45025944,25.257467,106.3113929
1448000000,108.74833,-24.75427329,24.760384,106.095372
1449000000,108.57966,-25.05842779,24.533409,105.8791276
1450000000,108.49989,-25.36272321,24.359062,105.6626598
1451000000,108.16509,-25.66715984,23.856836,105.4459685
1452000000,107.90099,-25.97173794,23.547356,105.2290538
1453000000,107.93121,-26.27645777,23.35994,105.0118089
1454000000,107.85,-26.58131958,23.172457,104.7944183
1455000000,107.40973,-26.88632362,22.759731,104.5767653
1456000000,107.2708,-27.19147013,22.469131,104.3588404
1457000000,107.15485,-27.49675937,22.267292,104.140692
1458000000,106.83784,-27.80219155,21.817913,103.9223203
1459000000,106.67373,-28.1077669,21.531673,103.7036571
1460000000,106.47688,-28.41348565,21.326693,103.4847802
1461000000,106.3335,-28.71934802,20.878803,103.2656604
1462000000,106.20451,-29.02535421,20.664474,103.0462978
1463000000,106.13443,-29.33150442,20.438164,102.8266535
1464000000,105.71021,-29.63779886,19.842644,102.6067761
1465000000,105.45257,-29.94423771,19.755314,102.3866557
1466000000,105.30758,-30.25082116,19.482588,102.1663023
1467000000,105.13914,-30.55754939,18.981888,101.9456672
1468000000,105.08676,-30.86442257,18.826168,101.7247989
1469000000,104.8615,-31.17144086,18.390219,101.503678
1470000000,104.62093,-31.47860444,18.256586,101.2822755
1471000000,104.40137,-31.78591344,17.947086,101.0606301
1472000000,104.04245,-32.09336802,17.580555,100.8387515
1473000000,103.97997,-32.40096832,17.248108,100.6165913
1474000000,103.93768,-32.70871446,16.99674,100.3941882
1475000000,103.68863,-33.01660658,16.487638,100.1715034
1476000000,103.50811,-33.32464479,16.469414,99.94858542
1477000000,103.23137,-33.63282921,16.02009,99.72539548
1478000000,103.14134,-33.94115994,15.863215,99.50193355
1479000000,102.95435,-34.24963707,15.461733,99.27821905
1480000000,102.69496,-34.55826071,15.174669,99.0542617
1481000000,102.71121,-34.86703093,14.705359,98.83002265
1482000000,102.3244,-35.1759478,14.552715,98.60550188
1483000000,102.09841,-35.48501141,14.237995,98.38073827
1484000000,101.89375,-35.7942218,13.825397,98.15570266
1485000000,101.757,-36.10357903,13.504085,97.93039506
1486000000,101.60693,-36.41308315,13.272597,97.70480575
1487000000,101.53541,-36.7227342,13.152013,97.47899301
1488000000,101.20758,-37.0325322,12.601339,97.25285
1489000000,100.93782,-37.34247719,12.372429,97.02648357
1490000000,100.83991,-37.65256916,12.053117,96.79985486
1491000000,100.69671,-37.96280814,11.759601,96.5729153
1492000000,100.29878,-38.27319412,11.384192,96.34569403
1493000000,100.21778,-38.58372708,11.136165,96.11825905
1494000000,100.05647,-38.89440702,10.666965,95.89050351
1495000000,99.927216,-39.20523391,10.541508,95.66248569
1496000000,99.805626,-39.51620771,10.411881,95.43420559
1497000000,99.49575,-39.82732838,9.9694433,95.20567292
1498000000,99.232422,-40.13859587,9.698164,94.97678084
1499000000,99.200539,-40.45001013,9.2484531,94.74770418
1500000000,98.680122,-40.76157107,8.8019142,94.51828754
1501000000,98.820084,-41.07327863,8.8618269,94.28860862
1502000000,98.660347,-41.38513273,8.4935102,94.05864799
1503000000,98.29332,-41.69713326,7.9961724,93.82840565
1504000000,98.162422,-42.00928013,7.8553996,93.59789132
1505000000,97.974205,-42.32157322,7.4336543,93.36710499
1506000000,97.881241,-42.63401242,7.1295805,93.13604668
1507000000,97.718292,-42.94659759,6.7891288,92.90466779
1508000000,97.469017,-43.25932859,6.7472129,92.67302663
1509000000,97.429741,-43.57220529,6.3348813,92.44114262
1510000000,97.008499,-43.88522752,5.8624573,92.2089089
