"Freq [GHz]","dB(S(1,1)) []","dB(S(1,2)) []","dB(S(2,1)) []","dB(S(2,2)) []"
1,-10.0436945689504,-0.974158426413418,-0.974158426409542,-10.0291224640006
1.001,-10.045825865744,-0.97456230424002,-0.974562304235418,-10.030976565407
1.002,-10.0479712390332,-0.974962308137544,-0.97496230813222,-10.0328439465444
1.003,-10.0501307591737,-0.975358446171127,-0.975358446165075,-10.0347246887343
1.004,-10.0523044966038,-0.975750726443176,-0.975750726436411,-10.0366188733691
1.005,-10.0544925218435,-0.976139157093313,-0.976139157085828,-10.0385265819114
1.006,-10.0566949054945,-0.976523746298186,-0.976523746289985,-10.0404478958937
1.007,-10.0589117182398,-0.976904502271415,-0.976904502262496,-10.0423828969173
1.008,-10.0611430308433,-0.977281433263429,-0.977281433253799,-10.0443316666524
1.009,-10.0633889141494,-0.977654547561364,-0.977654547551015,-10.046294286837
1.01,-10.0656494390827,-0.978023853488941,-0.978023853477877,-10.0482708392764
1.011,-10.0679246766476,-0.978389359406341,-0.978389359394569,-10.0502614058425
1.012,-10.0702146979277,-0.978751073710107,-0.978751073697625,-10.0522660684734
1.013,-10.0725195740859,-0.979109004832988,-0.9791090048198,-10.0542849091726
1.014,-10.0748393763635,-0.979463161243842,-0.979463161229943,-10.056318010008
1.015,-10.0771741760799,-0.9798135514475,-0.979813551432901,-10.0583654531121
1.016,-10.0795240446326,-0.980160183984678,-0.980160183969375,-10.0604273206802
1.017,-10.0818890534961,-0.980503067431799,-0.980503067415795,-10.0625036949708
1.018,-10.0842692742219,-0.980842210400926,-0.980842210384215,-10.064594658304
1.019,-10.0866647784382,-0.981177621539597,-0.981177621522187,-10.0667002930613
1.02,-10.0890756378489,-0.98150930953073,-0.981509309512625,-10.0688206816848
1.021,-10.0915019242337,-0.981837283092494,-0.981837283073682,-10.0709559066763
1.022,-10.0939437094474,-0.982161550978172,-0.98216155095867,-10.0731060505967
1.023,-10.0964010654194,-0.982482121976047,-0.982482121955852,-10.0752711960653
1.024,-10.0988740641533,-0.982799004909282,-0.982799004888394,-10.0774514257587
1.025,-10.1013627777264,-0.983112208635791,-0.983112208614212,-10.0796468224104
1.026,-10.1038672782894,-0.98342174204812,-0.983421742025848,-10.0818574688099
1.027,-10.1063876380654,-0.983727614073293,-0.983727614050336,-10.0840834478018
1.028,-10.10892392935,-0.984029833672731,-0.984029833649094,-10.086324842285
1.029,-10.1114762245105,-0.984328409842102,-0.984328409817775,-10.0885817352121
1.03,-10.1140445959853,-0.984623351611188,-0.984623351586179,-10.0908542095883
1.031,-10.1166291162835,-0.984914668043776,-0.984914668018087,-10.0931423484706
1.032,-10.1192298579845,-0.985202368237516,-0.985202368211143,-10.0954462349672
1.033,-10.1218468937373,-0.985486461323806,-0.985486461296756,-10.0977659522362
1.034,-10.1244802962599,-0.985766956467651,-0.985766956439929,-10.1001015834852
1.035,-10.1271301383389,-0.98604386286756,-0.98604386283916,-10.10245321197
1.036,-10.1297964928289,-0.986317189755387,-0.986317189726306,-10.104820920994
1.037,-10.132479432652,-0.986586946396205,-0.986586946366462,-10.1072047939071
1.038,-10.135179030797,-0.986853142088224,-0.986853142057808,-10.1096049141051
1.039,-10.1378953603191,-0.987115786162594,-0.987115786131507,-10.1120213650283
1.04,-10.1406284943393,-0.987374887983318,-0.98737488795157,-10.1144542301608
1.041,-10.1433785060436,-0.987630456947115,-0.987630456914705,-10.1169035930297
1.042,-10.1461454686824,-0.987882502483292,-0.987882502450216,-10.119369537204
1.043,-10.1489294555704,-0.988131034053595,-0.988131034019856,-10.1218521462935
1.044,-10.1517305400853,-0.988376061152093,-0.988376061117699,-10.124351503948
1.045,-10.1545487956677,-0.988617593305056,-0.988617593270004,-10.1268676938563
1.046,-10.15738429582,-0.988855640070804,-0.988855640035096,-10.1294007997453
1.047,-10.1602371141065,-0.989090211039584,-0.989090211003217,-10.1319509053784
1.048,-10.163107324152,-0.989321315833435,-0.98932131579642,-10.1345180945554
1.049,-10.1659949996415,-0.989548964106067,-0.989548964068401,-10.1371024511109
1.05,-10.1689002143197,-0.989773165542705,-0.989773165504399,-10.1397040589131
1.051,-10.17182304199,-0.989993929859986,-0.989993929821026,-10.1423230018632
1.052,-10.1747635565142,-0.990211266805785,-0.990211266766185,-10.1449593638942
1.053,-10.1777218318115,-0.990425186159131,-0.99042518611889,-10.1476132289695
1.054,-10.1806979418581,-0.990635697730029,-0.990635697689147,-10.1502846810825
1.055,-10.1836919606862,-0.990842811359347,-0.990842811317827,-10.1529738042546
1.056,-10.1867039623839,-0.991046536918674,-0.991046536876523,-10.1556806825349
1.057,-10.1897340210938,-0.991246884310194,-0.991246884267406,-10.1584053999987
1.058,-10.1927822110126,-0.991443863466536,-0.991443863423116,-10.1611480407465
1.059,-10.1958486063907,-0.991637484350649,-0.991637484306601,-10.1639086889026
1.06,-10.1989332815309,-0.991827756955659,-0.991827756910984,-10.1666874286143
1.061,-10.2020363107882,-0.99201469130474,-0.992014691259439,-10.1694843440506
1.062,-10.2051577685688,-0.992198297450964,-0.992198297405041,-10.1722995194011
1.063,-10.2082977293294,-0.99237858547718,-0.992378585430636,-10.1751330388746
1.064,-10.2114562675766,-0.992555565495869,-0.992555565448699,-10.1779849866983
1.065,-10.2146334578658,-0.992729247648977,-0.992729247601195,-10.1808554471161
1.066,-10.217829374801,-0.99289964210785,-0.992899642059454,-10.1837445043879
1.067,-10.2210440930337,-0.99306675907301,-0.993066759023996,-10.1866522427881
1.068,-10.2242776872619,-0.993230608774069,-0.993230608724452,-10.1895787466043
1.069,-10.2275302322301,-0.993391201469583,-0.993391201419353,-10.1925241001365
1.07,-10.2308018027276,-0.993548547446888,-0.993548547396053,-10.1954883876952
1.071,-10.2340924735884,-0.993702657021987,-0.993702656970546,-10.1984716936007
1.072,-10.2374023196901,-0.993853540539392,-0.993853540487353,-10.2014741021816
