"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(1,2)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,2)) [deg]"
1.028,-125.719331974872,-32.4520991034357,-32.4520991030854,-116.273721413399
1.029,-125.920665753678,-32.6616248920304,-32.6616248916701,-116.440568363481
1.03,-126.122146213984,-32.8711636130663,-32.8711636126961,-116.607517604865
1.031,-126.323773633868,-33.0807152924984,-33.0807152921182,-116.774568698506
1.032,-126.525548294129,-33.2902799562899,-33.2902799558999,-116.941721201256
1.033,-126.727470478303,-33.499857630412,-33.4998576300123,-117.108974665843
1.034,-126.92954047269,-33.7094483408444,-33.709448340435,-117.276328640843
1.035,-127.131758566371,-33.9190521135746,-33.9190521131556,-117.443782670664
1.036,-127.334125051233,-34.1286689745986,-34.12866897417,-117.611336295514
1.037,-127.536640221993,-34.3382989499205,-34.3382989494824,-117.778989051381
1.038,-127.739304376213,-34.5479420655529,-34.5479420651054,-117.946740470008
1.039,-127.942117814334,-34.7575983475165,-34.7575983470597,-118.114590078867
1.04,-128.14508083969,-34.9672678218406,-34.9672678213746,-118.282537401139
1.041,-128.348193758533,-35.1769505145628,-35.1769505140876,-118.450581955682
