Freq(Hz),S11 Phase_copper strip,S11 Phase_HFSS,S11 Phase_milled,S11 Phase_z0lver
2014000000,113.9831,65.77369243,139.29913,-119.8030091
2015000000,113.92336,65.50206557,138.79695,-119.9943079
2016000000,113.82351,65.2304527,138.56886,-120.1855289
2017000000,114.03664,64.95885191,138.29568,-120.376575
2018000000,114.37675,64.68726131,138.13722,-120.5675338
2019000000,114.25228,64.41567898,137.73956,-120.7583759
2020000000,114.30901,64.14410298,137.62169,-120.9490724
2021000000,114.49028,63.87253136,137.49948,-121.1396717
2022000000,114.66165,63.60096217,136.90981,-121.3301739
2023000000,114.64355,63.32939343,136.70319,-121.5205401
2024000000,114.7094,63.05782316,136.65401,-121.7108577
2025000000,114.65425,62.78624934,136.02359,-121.9010684
2026000000,115.04586,62.51466997,136.17,-122.0911334
2027000000,115.1675,62.24308301,135.59184,-122.2811402
2028000000,115.45,61.97148643,135.82253,-122.4710304
2029000000,115.57028,61.69987816,135.43796,-122.6608526
2030000000,115.68804,61.42825612,135.2543,-122.8505582
2031000000,115.85232,61.15661824,134.84656,-123.0402153
2032000000,115.98917,60.8849624,134.87456,-123.2297946
2033000000,116.29434,60.6132865,134.67838,-123.4192768
2034000000,116.31463,60.3415884,134.22867,-123.6087201
2035000000,116.55862,60.06986596,134.10443,-123.798008
2036000000,116.86325,59.798117,134.12624,-123.9872765
2037000000,116.85229,59.52633937,133.92912,-124.1765159
2038000000,117.14043,59.25453086,133.56741,-124.3656387
2039000000,117.53008,58.98268927,133.58998,-124.5547031
2040000000,117.54807,58.71081237,133.32948,-124.7437288
2041000000,117.70897,58.43889793,133.30981,-124.9327156
2042000000,118.16416,58.16694369,133.06171,-125.1216441
2043000000,118.3739,57.89494739,133.32457,-125.3105046
2044000000,118.66275,57.62290674,133.03004,-125.4993165
2045000000,118.88502,57.35081944,133.08414,-125.6880798
2046000000,119.01855,57.07868316,132.87386,-125.8768335
2047000000,119.45513,56.80649558,132.68213,-126.0655386
2048000000,119.65744,56.53425435,132.84639,-126.2542145
2049000000,120.10538,56.2619571,133.12868,-126.4428516
2050000000,120.24094,55.98960144,132.74991,-126.6314886
2051000000,120.78574,55.71718498,132.94351,-126.8200674
2052000000,121.35517,55.44470529,132.97495,-127.0086365
2053000000,121.49471,55.17215996,132.84875,-127.1972153
2054000000,121.88847,54.89954651,133.19289,-127.3857747
2055000000,122.21928,54.62686249,133.43719,-127.5743049
2056000000,122.84558,54.3541054,133.46834,-127.7628448
2057000000,123.09126,54.08127275,133.68619,-127.9513653
2058000000,123.47094,53.80836201,133.87257,-128.1398664
2059000000,124.17268,53.53537065,134.17227,-128.3284063
2060000000,124.55311,53.26229609,134.68741,-128.5169657
2061000000,124.99142,52.98913578,134.94431,-128.7055154
2062000000,125.64089,52.71588711,135.12097,-128.8940844
2063000000,126.02,52.44254747,135.58578,-129.0826632
2064000000,126.29536,52.16911423,135.87677,-129.2712614
2065000000,127.12108,51.89558474,136.66014,-129.4598791
2066000000,127.59482,51.62195632,137.04102,-129.6485453
2067000000,128.04543,51.34822629,137.65152,-129.8372407
2068000000,129.04878,51.07439195,138.38087,-130.0259652
2069000000,128.92932,50.80045056,138.66595,-130.2147674
2070000000,130.03409,50.52639937,139.49564,-130.4035599
2071000000,130.6619,50.25223561,140.41475,-130.5924204
2072000000,131.12341,49.97795651,141.29424,-130.7813294
2073000000,132.019,49.70355924,142.23776,-130.9703259
2074000000,132.31941,49.42904099,142.75137,-131.1593322
2075000000,133.22069,49.1543989,143.7963,-131.3484161
2076000000,133.88568,48.87963009,144.83893,-131.537568
2077000000,134.9523,48.60473169,146.13734,-131.7268073
2078000000,135.33945,48.32970078,146.98633,-131.9160758
2079000000,136.15742,48.05453441,148.38953,-132.10549
2080000000,136.94608,47.77922965,149.2092,-132.2949431
2081000000,137.69537,47.5037835,150.59862,-132.4844641
2082000000,138.46251,47.22819297,151.74359,-132.6741406
2083000000,139.36215,46.95245504,153.1674,-132.8638559
2084000000,140.0106,46.67656665,154.32278,-133.0537364
2085000000,140.6629,46.40052475,155.77924,-133.2436266
2086000000,141.94373,46.12432625,157.0412,-133.4336916
2087000000,142.52049,45.84796802,158.46956,-133.6238538
2088000000,143.32191,45.57144693,159.53044,-133.814152
2089000000,144.18661,45.29475983,161.41508,-134.0045376
2090000000,145.34892,45.01790352,162.54979,-134.1950786
2091000000,146.26282,44.74087481,164.04169,-134.3857071
2092000000,147.05244,44.46367044,165.56741,-134.5765104
2093000000,147.93279,44.18628717,166.69212,-134.7674497
2094000000,148.86017,43.90872172,168.17496,-134.958525
2095000000,149.56519,43.63097078,169.02939,-135.1497557
2096000000,150.65312,43.35303101,170.6413,-135.3411516
2097000000,151.41444,43.07489905,171.54884,-135.5326835
2098000000,152.43854,42.79657153,173.00142,-135.7243707
2099000000,152.68504,42.51804503,173.68796,-135.9162135
2100000000,154.12036,42.23931612,174.83572,-136.1082699
2101000000,154.76079,41.96038133,175.84743,-136.3004817
2102000000,155.87924,41.68123717,176.71092,-136.4928878
2103000000,156.78308,41.40188013,177.51631,-136.6854882
2104000000,157.59038,41.12230665,178.63951,-136.8782635
2105000000,158.34053,40.84251318,179.02856,-137.0712428
2106000000,159.38542,40.5624961,-179.92058,-137.264426
2107000000,160.24229,40.2822518,-179.38947,-137.4578133
2108000000,161.02176,40.00177661,-178.59671,-137.6514433
2109000000,161.38058,39.72106685,-178.20264,-137.8452677
2110000000,162.79228,39.4401188,-177.76524,-138.0393155
2111000000,163.75052,39.15892872,-177.07411,-138.2336256
2112000000,164.07449,38.87749284,-177.04909,-138.4281105
2113000000,164.79131,38.59580735,-176.76373,-138.6228966
2114000000,165.62735,38.31386842,-176.25404,-138.8178672
2115000000,166.47252,38.03167219,-176.05432,-139.0131584
2116000000,167.30563,37.74921475,-175.79865,-139.2086633
2117000000,168.11018,37.46649219,-175.3035,-139.40445
2118000000,169.00554,37.18350055,-174.97028,-139.6004891
2119000000,169.73953,36.90023582,-175.16458,-139.7968294
2120000000,170.17165,36.61669401,-175.01033,-139.9934515
2121000000,170.76862,36.33287104,-174.78897,-140.1903455
2122000000,171.56331,36.04876283,-174.63373,-140.3875309
2123000000,172.11392,35.76436527,-175.08217,-140.5850078
2124000000,172.62267,35.47967419,-174.97017,-140.7828246
2125000000,173.28731,35.19468542,-174.9834,-140.9809135
2126000000,173.97722,34.90939472,-175.10785,-141.179352
2127000000,174.64487,34.62379785,-175.12309,-141.3781111
2128000000,175.02881,34.3378905,-175.2809,-141.5772005
2129000000,176.02994,34.05166837,-175.33372,-141.7766105
2130000000,176.36421,33.76512707,-175.58781,-141.9763993
2131000000,176.96323,33.47826223,-175.60847,-142.1765378
2132000000,177.17006,33.19106939,-176.16628,-142.3769968
2133000000,177.99986,32.9035441,-176.06323,-142.5778931
2134000000,178.24173,32.61568184,-176.33128,-142.7791195
2135000000,178.49744,32.32747806,-176.77873,-142.9806957
2136000000,179.21487,32.0389282,-177.03055,-143.1826993
2137000000,179.60829,31.75002762,-177.29007,-143.3851109
2138000000,-179.81834,31.46077166,-177.32904,-143.5878819
2139000000,-179.28859,31.17115564,-177.89894,-143.7910998
2140000000,-179.31171,30.8811748,-178.22885,-143.9947062
2141000000,-179.08041,30.59082438,-178.83606,-144.1987498
2142000000,-178.65997,30.30009955,-179.03189,-144.4032207
2143000000,-178.32495,30.00899546,-179.28539,-144.6081483
2144000000,-177.78818,29.7175072,-179.69505,-144.8135518
2145000000,-177.27478,29.42562985,179.9617,-145.0193244
2146000000,-177.23952,29.13335841,179.47469,-145.2256314
2147000000,-176.66063,28.84068787,179.11601,-145.4324046
2148000000,-176.41837,28.54761315,178.77382,-145.6396149
2149000000,-176.19957,28.25412915,178.31133,-145.8473789
2150000000,-176.00777,27.96023072,177.90862,-146.0555801
2151000000,-175.80658,27.66591265,177.04619,-146.2643252
2152000000,-175.133,27.37116971,176.96964,-146.4735852
2153000000,-175.22334,27.07599661,176.25841,-146.6833407
2154000000,-175.19334,26.78038803,175.8924,-146.8936692
2155000000,-174.6413,26.48433858,175.27307,-147.1044932
2156000000,-174.44806,26.18784284,174.7451,-147.3158805
2157000000,-174.31732,25.89089535,174.36583,-147.5278605
2158000000,-174.42923,25.59349059,173.49661,-147.7403552
2159000000,-174.52893,25.29562299,173.11201,-147.9534814
2160000000,-173.52861,24.99728696,172.83511,-148.167171
2161000000,-174.11447,24.69847682,172.02776,-148.381492
2162000000,-173.8279,24.39918687,171.58615,-148.5963668
2163000000,-173.19878,24.09941135,171.27956,-148.8118826
2164000000,-173.48566,23.79914446,170.22404,-149.0280201
2165000000,-173.10538,23.49838035,170.0425,-149.2448085
2166000000,-172.98453,23.1971131,169.43062,-149.4622283
2167000000,-172.98705,22.89533675,168.6886,-149.6803281
2168000000,-172.603,22.59304531,168.32285,-149.8990884
2169000000,-172.88582,22.2902327,167.59776,-150.1184996
2170000000,-172.62077,21.98689281,167.01866,-150.3386685
2171000000,-172.48587,21.68301948,166.03661,-150.5594882
2172000000,-172.58922,21.37860649,165.5153,-150.7810267
2173000000,-172.17905,21.07364756,165.23376,-151.0032938
2174000000,-172.37878,20.76813636,164.40747,-151.2263284
2175000000,-172.36394,20.46206651,163.99448,-151.4500429
2176000000,-172.1738,20.15543158,163.21687,-151.6745636
2177000000,-172.17197,19.84822506,162.54895,-151.8998518
2178000000,-172.45242,19.54044041,161.59843,-152.1259171
2179000000,-172.44962,19.23207102,161.07832,-152.3527887
2180000000,-172.27592,18.92311023,160.44376,-152.5804568
2181000000,-172.14851,18.6135513,159.53162,-152.8089409
2182000000,-172.30615,18.30338747,159.06856,-153.0382798
2183000000,-172.33022,17.99261189,158.36961,-153.2684736
2184000000,-172.43025,17.68121766,157.44159,-153.4994833
2185000000,-172.24495,17.36919782,156.94865,-153.7313965
2186000000,-172.33441,17.05654536,155.77107,-153.9641742
2187000000,-172.0793,16.74325319,155.57097,-154.1978456
2188000000,-172.24599,16.42931417,154.827,-154.4324204
2189000000,-172.17215,16.1147211,154.20367,-154.6680054
2190000000,-172.11206,15.79946671,153.31157,-154.9044551
2191000000,-172.33427,15.48354368,152.47217,-155.1418566
2192000000,-172.23799,15.16694462,152.00455,-155.3802879
2193000000,-172.42146,14.84966206,151.02718,-155.6196615
2194000000,-172.51434,14.53168849,150.20131,-155.8599967
2195000000,-172.32956,14.21301632,149.50177,-156.1014102
2196000000,-172.58183,13.89363792,148.83171,-156.3438631
2197000000,-172.49216,13.57354555,148.12155,-156.5872874
2198000000,-172.82603,13.25273144,147.19861,-156.8317705
2199000000,-172.44632,12.93118774,146.76463,-157.077429
2200000000,-172.63403,12.60890654,146.21437,-157.3241367
2201000000,-172.78261,12.28587985,145.50183,-157.5719032
2202000000,-173.08165,11.96209963,144.67139,-157.8208645
2203000000,-172.95511,11.63755774,144.20166,-158.070904
2204000000,-173.18298,11.31224602,143.09973,-158.3221481
2205000000,-172.90057,10.98615619,143.12212,-158.5745482
2206000000,-173.14525,10.65927992,142.57674,-158.8281237
2207000000,-173.19272,10.33160883,142.0136,-159.082962
2208000000,-173.10779,10.00313445,142.16962,-159.3390146
2209000000,-173.26085,9.673848221,141.56718,-159.5962717
2210000000,-173.24101,9.343741545,141.32909,-159.8548305
2211000000,-173.09183,9.012805737,141.33789,-160.1146035
2212000000,-173.55969,8.681032039,141.3907,-160.3757365
2213000000,-173.95958,8.348411622,141.70648,-160.6381518
2214000000,-173.91827,8.014935584,142.11848,-160.9019464
2215000000,-173.89415,7.680594949,144.13734,-161.167101
2216000000,-173.8175,7.345380665,145.24379,-161.4336253
2217000000,-173.91559,7.00928361,147.42477,-161.7014999
2218000000,-174.04346,6.672294582,150.71675,-161.9708996
2219000000,-174.06271,6.334404309,154.93881,-162.2416106
2220000000,-174.50591,5.995603438,161.21388,-162.5138565
2221000000,-174.3123,5.655882545,170.23442,-162.7875498
2222000000,-174.51418,5.315232128,-178.84982,-163.0627487
2223000000,-174.63434,4.973642608,-164.93549,-163.3394436
2224000000,-174.60619,4.631104329,-151.15651,-163.6177316
2225000000,-174.76208,4.287607559,-139.17262,-163.8975156
2226000000,-175.05861,3.943142489,-129.23175,-164.1789315
2227000000,-175.09058,3.597699232,-121.23488,-164.4619212
2228000000,-175.22263,3.251267822,-116.03411,-164.7465039
2229000000,-175.50793,2.903838216,-112.52916,-165.0327963
2230000000,-175.50304,2.555400294,-109.73408,-165.3207206
2231000000,-175.42148,2.205943855,-107.65809,-165.610374
2232000000,-175.76462,1.85545862,-106.58614,-165.9017177
2233000000,-176.1078,1.503934234,-105.90446,-166.1947905
2234000000,-175.96867,1.151360259,-105.23095,-166.4896507
2235000000,-176.09282,0.79772618,-105.2599,-166.7862594
2236000000,-176.37,0.443021403,-105.42234,-167.0847138
2237000000,-176.42795,0.087235255,-105.80046,-167.3849944
2238000000,-176.64529,-0.269643019,-106.27815,-167.6871207
2239000000,-176.57361,-0.62762425,-106.72739,-167.9910732
2240000000,-176.99309,-0.986719351,-107.32674,-168.2970074
2241000000,-176.97142,-1.346939312,-108.00765,-168.6048261
2242000000,-177.071,-1.708295206,-108.88057,-168.9145682
2243000000,-177.29475,-2.070798183,-109.26264,-169.2262726
2244000000,-177.32399,-2.434459472,-110.48392,-169.5400363
2245000000,-177.5506,-2.799290382,-111.32269,-169.8558011
2246000000,-177.48834,-3.165302303,-112.01026,-170.1735281
2247000000,-177.70209,-3.532506703,-113.23833,-170.4934117
2248000000,-178.10471,-3.900915127,-114.35626,-170.8153158
2249000000,-178.13701,-4.270539202,-114.92667,-171.1393764
2250000000,-178.33,-4.641390632,-116.16438,-171.4654963
2251000000,-178.5766,-5.0134812,-117.27403,-171.79387
2252000000,-178.61192,-5.386822768,-117.98141,-172.1243613
2253000000,-178.8532,-5.761427274,-119.26401,-172.4570285
2254000000,-179.04492,-6.137306737,-120.02399,-172.79193
2255000000,-179.29907,-6.51447325,-121.13491,-173.1291434
2256000000,-179.35631,-6.892938987,-122.02883,-173.4685328
2257000000,-179.35945,-7.272716195,-123.07125,-173.8102924
2258000000,-179.39481,-7.6538172,-123.98447,-174.1542474
2259000000,-179.6646,-8.036254405,-125.03738,-174.5006308
2260000000,-179.73476,-8.420040286,-125.91623,-174.849268
2261000000,-179.76859,-8.805187397,-126.737,-175.2002754
2262000000,179.70836,-9.191708366,-127.94833,-175.5536529
2263000000,179.63577,-9.579615895,-128.73878,-175.9094396
2264000000,179.65305,-9.968922761,-129.7672,-176.2676742
2265000000,179.30745,-10.35964181,-130.60005,-176.6282791
2266000000,179.35143,-10.75178598,-131.24728,-176.9913513
2267000000,179.0638,-11.14536825,-132.31413,-177.3568132
2268000000,178.94232,-11.5404017,-133.22989,-177.7247618
2269000000,178.70586,-11.93689946,-134.01964,-178.0951779
2270000000,178.67403,-12.33487475,-134.75008,-178.4681196
2271000000,178.25166,-12.73434086,-135.80206,-178.843412
2272000000,178.46394,-13.13531112,-136.50261,-179.2211913
2273000000,178.17494,-13.53779897,-137.44754,-179.6015351
2274000000,177.86536,-13.94181789,-138.01057,-179.984288
2275000000,177.72359,-14.34738145,-138.94138,179.6305024
2276000000,177.8499,-14.75450327,-139.65508,179.2428148
2277000000,177.14595,-15.16319706,-140.73988,178.8526015
2278000000,177.16382,-15.57347656,-141.40097,178.4599986
2279000000,177.14676,-15.98535563,-141.83568,178.065006
2280000000,177.03722,-16.39884814,-142.78145,177.6676238
2281000000,176.92075,-16.81396807,-143.48091,177.2678131
2282000000,176.43312,-17.23072945,-144.2476,176.8657098
2283000000,176.60222,-17.64914637,-144.82806,176.4612363
2284000000,176.32693,-18.069233,-145.47852,176.0545092
2285000000,175.74261,-18.49100356,-146.43382,175.645645
2286000000,175.92506,-18.91447235,-147.07207,175.2345271
2287000000,175.97021,-19.33965373,-147.71161,174.8212721
2288000000,175.82822,-19.76656213,-148.29189,174.406016
2289000000,175.52803,-20.19521203,-149.16856,173.9887006
2290000000,175.26262,-20.625618,-149.50925,173.5695006
2291000000,175.12839,-21.05779467,-150.16516,173.1485132
2292000000,175.01852,-21.49175674,-151.05641,172.7257968
2293000000,174.91786,-21.92751897,-151.62042,172.3014484
2294000000,174.46431,-22.3650962,-151.90215,171.87574
2295000000,174.56734,-22.80450334,-152.53127,171.4484385
2296000000,173.99139,-23.24575538,-153.52562,171.0199907
2297000000,174.19972,-23.68886738,-153.6481,170.5905327
2298000000,173.89134,-24.13385448,-154.49275,170.160181
2299000000,173.91333,-24.58073189,-154.92451,169.7290328
2300000000,173.63359,-25.02951493,-155.58476,169.2974765
2301000000,173.20381,-25.48021898,-156.04372,168.8655706
2302000000,173.1496,-25.93285952,-156.51244,168.4336452
2303000000,172.9079,-26.38745212,-157.10374,168.0019529
2304000000,172.77878,-26.84401247,-157.6059,167.5707464
2305000000,172.59314,-27.30255633,-157.9814,167.1403559
2306000000,172.70557,-27.7630996,-158.55003,166.711131
2307000000,172.33536,-28.22565827,-159.00259,166.2834409
2308000000,172.27756,-28.69024848,-159.5526,165.8577908
2309000000,171.89754,-29.15688648,-160.24593,165.4343749
2310000000,171.83081,-29.62558865,-160.46773,165.013951
2311000000,171.77916,-30.09637154,-160.98222,164.596927
2312000000,171.55614,-30.56925184,-161.38239,164.1839246
2313000000,171.39731,-31.04424642,-161.95627,163.7753517
2314000000,171.32278,-31.52137232,-162.33832,163.3721411
2315000000,171.18919,-32.00064677,-162.82735,162.974856
2316000000,170.85913,-32.48208721,-163.21869,162.5845942
2317000000,170.49677,-32.96571131,-163.71982,162.2020064
2318000000,170.43416,-33.45153696,-163.97961,161.8279962
2319000000,170.56769,-33.93958231,-164.46144,161.4638555
2320000000,169.85306,-34.42986581,-165.07817,161.1106624
2321000000,169.82399,-34.92240616,-165.47183,160.7695342
2322000000,169.60666,-35.41722243,-165.85249,160.4422194
2323000000,169.53406,-35.914334,-166.12488,160.1298643
2324000000,169.40315,-36.41376063,-166.59294,159.8345572
2325000000,169.11522,-36.9155225,-167.10316,159.5580372
2326000000,169.24922,-37.41964019,-167.36685,159.3023732
2327000000,168.97113,-37.92613478,-167.55083,159.0698578
2328000000,168.83015,-38.43502784,-168.40028,158.8631623
2329000000,168.54402,-38.94634148,-168.50224,158.6849678
2330000000,168.10471,-39.46009841,-168.86987,158.5386062
2331000000,168.2834,-39.97632198,-169.46259,158.4276815
2332000000,168.16678,-40.49503621,-169.67947,158.355885
2333000000,167.98759,-41.01626587,-169.9837,158.3278406
2334000000,167.65547,-41.54003656,-170.32393,158.3484538
2335000000,167.68895,-42.0663747,-170.73167,158.4233102
2336000000,167.45641,-42.59530768,-170.99799,158.5587726
2337000000,166.968,-43.12686389,-171.44377,158.7617088
2338000000,166.97281,-43.66107282,-171.93259,159.0402979
2339000000,166.82181,-44.19796514,-172.08592,159.403273
2340000000,166.51149,-44.73757279,-172.7412,159.8609017
2341000000,166.4973,-45.27992911,-172.90889,160.4248896
2342000000,166.27826,-45.82506891,-173.25734,161.1077676
2343000000,165.89095,-46.37302862,-173.65857,161.9243207
2344000000,165.88948,-46.92384642,-174.05716,162.8912666
2345000000,165.8221,-47.47756237,-174.42815,164.0255273
2346000000,165.57353,-48.03421856,-174.38985,165.3476868
2347000000,165.20474,-48.59385931,-174.97067,166.8790286
2348000000,165.22633,-49.15653129,-175.25009,168.6420892
2349000000,165.08408,-49.72228378,-175.25031,170.6611733
2350000000,164.77461,-50.29116881,-175.74602,172.9574574
2351000000,164.72136,-50.86324148,-175.99179,175.5518267
2352000000,164.51498,-51.43856011,-176.12791,178.4590078
2353000000,164.32736,-52.0171866,-176.47751,-178.315473
2354000000,164.05177,-52.59918666,-176.99574,-174.7743144
2355000000,164.19695,-53.18463018,-177.11984,-170.9430555
2356000000,163.73381,-53.77359152,-177.58865,-166.8599502
2357000000,163.72757,-54.36614997,-177.86606,-162.5859736
2358000000,163.44379,-54.96239009,-178.25136,-158.1986438
2359000000,163.28873,-55.56240221,-178.5307,-153.7870094
2360000000,163.09769,-56.16628291,-178.5791,-149.4412071
2361000000,162.97617,-56.77413559,-178.86308,-145.2482748
2362000000,162.75211,-57.386071,-179.17088,-141.2765508
2363000000,162.77579,-58.00220796,-179.59248,-137.5798703
2364000000,162.41081,-58.62267406,-179.57318,-134.1896679
2365000000,162.24512,-59.2476064,-179.95583,-131.1216416
2366000000,162.15416,-59.87715253,179.69664,-128.3751309
2367000000,161.73308,-60.51147134,179.47099,-125.9393628
2368000000,161.69164,-61.15073415,179.14932,-123.7977943
2369000000,161.52193,-61.79512586,178.6606,-121.9286952
2370000000,161.18845,-62.44484623,178.36874,-120.3089458
2371000000,161.07809,-63.1001113,178.21529,-118.9155435
2372000000,160.96989,-63.761155,177.86789,-117.7255631
2373000000,160.95824,-64.42823088,177.57999,-116.7189061
2374000000,160.62408,-65.10161407,177.41866,-115.8765623
2375000000,160.43179,-65.78160344,177.0162,-115.1807354
2376000000,160.39745,-66.46852411,177.21117,-114.6165144
2377000000,159.83755,-67.16273009,176.59326,-114.1695614
2378000000,159.70338,-67.86460738,176.43011,-113.8277435
2379000000,159.71176,-68.57457742,176.22484,-113.5802588
2380000000,159.66341,-69.29310095,176.16505,-113.4175873
2381000000,159.15224,-70.02068236,175.59988,-113.3310935
2382000000,159.03427,-70.75787469,175.68863,-113.3131225
2383000000,159.0246,-71.50528516,175.11101,-113.3571951
2384000000,158.75769,-72.26358163,175.04253,-113.4573178
2385000000,158.5649,-73.03349978,174.52495,-113.6079632
2386000000,158.45059,-73.81585146,174.49623,-113.8047309
2387000000,158.16479,-74.6115342,174.18141,-114.0432788
2388000000,158.10007,-75.42154208,173.99689,-114.3198766
2389000000,157.73798,-76.24697837,173.96153,-114.6315615
2390000000,157.57346,-77.08907004,173.58081,-114.974953
2391000000,157.66959,-77.94918461,173.54761,-115.3475353
2392000000,157.31404,-78.82884978,173.38589,-115.7468215
2393000000,157.2412,-79.72977628,172.89778,-116.1705773
2394000000,157.03175,-80.65388467,172.67717,-116.6172195
2395000000,156.79074,-81.60333679,172.46451,-117.0849508
2396000000,156.65213,-82.58057289,172.25024,-117.5719354
2397000000,156.46211,-83.58835551,171.8837,-118.0769396
2398000000,156.31544,-84.6298217,171.81856,-118.5986422
2399000000,156.11018,-85.70854523,171.54115,-119.1360621
2400000000,155.9185,-86.82861107,171.34439,-119.6881211
2401000000,156.0013,-87.99470494,171.41057,-120.2537021
2402000000,155.714,-89.21222129,171.10184,-120.8324941
2403000000,155.24471,-90.48739399,170.58279,-121.4231956
2404000000,155.112,-91.82745515,170.61186,-122.0254568
2405000000,154.93373,-93.24082847,170.17854,-122.6387337
2406000000,154.80849,-94.73736532,170.00764,-123.2622686
2407000000,154.77644,-96.32863325,169.94566,-123.8959839
2408000000,154.49318,-98.02826858,169.52498,-124.5392481
2409000000,154.265,-99.85240614,169.32088,-125.1920223
2410000000,153.96988,-101.8202002,169.36339,-125.8537335
2411000000,153.91037,-103.9544487,168.98184,-126.5241873
2412000000,153.64305,-106.2823283,168.65408,-127.2033934
2413000000,153.37756,-108.8362284,168.50989,-127.8910605
2414000000,153.24974,-111.6546446,168.64514,-128.5872565
2415000000,153.23416,-114.7830187,168.22826,-129.2917775
2416000000,152.88487,-118.2742957,167.92711,-130.0046914
2417000000,152.75125,-122.1887536,167.56993,-130.7260371
2418000000,152.48953,-126.5923306,167.59274,-131.4560574
2419000000,152.09261,-131.5522288,167.09344,-132.1944998
2420000000,152.03517,-137.1281542,166.90108,-132.9416946
2421000000,152.04309,-143.3576305,167.15315,-133.6977292
2422000000,151.73778,-150.2353393,166.98164,-134.4629435
2423000000,151.54291,-157.6904447,166.52315,-135.2376776
2424000000,151.32292,-165.571815,166.32295,-136.0219703
2425000000,151.05151,-173.6543597,166.15219,-136.8162005
2426000000,151.12065,178.3268649,166.07343,-137.6208927
2427000000,150.58536,170.6248158,165.60695,-138.4364063
2428000000,150.71677,163.4341475,165.78081,-139.2628483
2429000000,150.53217,156.8693884,165.40764,-140.1011705
2430000000,150.43494,150.9695392,165.27515,-140.9517033
2431000000,150.07249,145.7179621,164.95374,-141.8150101
2432000000,149.8688,141.0650118,164.92419,-142.6915863
2433000000,149.25954,136.9462134,164.60817,-143.5823061
2434000000,149.1891,133.2941597,164.29396,-144.4878398
2435000000,149.06882,130.0451053,164.32304,-145.4088771
2436000000,149.16025,127.1419658,164.13991,-146.3465449
2437000000,149.13632,124.5351967,164.17639,-147.3011346
2438000000,148.72716,122.1825663,163.9482,-148.2744044
2439000000,148.56638,120.0484323,163.67807,-149.2669371
2440000000,148.06096,118.1028584,163.30568,-150.2798208
2441000000,148.31346,116.3207383,163.25677,-151.3145125
2442000000,147.99538,114.6810028,163.24875,-152.372003
2443000000,147.80696,113.1659344,162.90999,-153.4541576
2444000000,147.33057,111.7605902,162.62346,-154.5623749
2445000000,147.21721,110.4523229,162.46074,-155.6978887
2446000000,147.06944,109.2303868,162.29179,-156.8634189
2447000000,146.87009,108.0856155,162.1425,-158.0600146
2448000000,146.48586,107.0101575,161.96257,-159.2898518
2449000000,146.60478,105.99726,161.71323,-160.5561361
2450000000,146.23116,105.0410913,161.57571,-161.8605286
2451000000,146.08791,104.1365952,161.59993,-163.205992
2452000000,146.09045,103.2793705,161.20343,-164.5959944
2453000000,145.48315,102.4655709,161.19676,-166.0332459
2454000000,145.38699,101.6918226,160.91235,-167.5216905
2455000000,145.1931,100.955155,160.86453,-169.0656022
2456000000,144.74724,100.2529422,160.26672,-170.6690028
2457000000,144.78503,99.58285475,160.19835,-172.3371378
2458000000,144.61755,98.94281802,160.13853,-174.0757967
2459000000,144.47713,98.33097718,160.16814,-175.8907498
2460000000,144.13013,97.74566734,159.89601,-177.788758
2461000000,144.01898,97.18538794,159.78299,-179.7789913
2462000000,143.68883,96.64878075,159.59477,178.1308673
2463000000,143.38379,96.13461082,159.29288,175.9310631
2464000000,143.30194,95.64175009,159.17223,173.6082791
2465000000,143.14909,95.16916297,158.98642,171.1509555
2466000000,142.9052,94.71589388,159.00934,168.5441328
2467000000,142.56763,94.28105625,158.60265,165.7681496
2468000000,142.57179,93.86382286,158.56975,162.8051808
2469000000,142.30582,93.46341734,158.51358,159.6307371
2470000000,141.86031,93.07910662,158.12799,156.2178233
2471000000,141.90608,92.71019425,158.13188,152.536083
2472000000,141.61478,92.35601446,157.71715,148.5475537
2473000000,141.38365,92.01592689,157.72624,144.2117666
2474000000,141.11095,91.68931188,157.51421,139.4859897
2475000000,140.91399,91.3755663,157.55934,134.3180876
2476000000,140.74292,91.07409985,157.31316,128.6568286
2477000000,140.44678,90.78433177,157.0883,122.4569353
2478000000,140.0997,90.50568797,156.74213,115.6822813
2479000000,139.90749,90.23759846,156.64398,108.3169259
2480000000,139.78644,89.97949525,156.60324,100.3864461
2481000000,139.5665,89.73081036,156.38602,91.95607169
2482000000,139.27831,89.49097438,156.181,83.15413501
2483000000,139.13577,89.2594151,156.29791,74.15392978
2484000000,138.63231,89.03555654,155.90283,65.14772613
2485000000,138.5092,88.81881821,155.73744,56.32890643
2486000000,138.33742,88.6086146,155.56444,47.85154034
2487000000,138.21237,88.40435499,155.48326,39.82133369
2488000000,138.01016,88.20544339,155.40143,32.28741768
2489000000,137.53792,88.01127877,155.15157,25.26183774
2490000000,137.40253,87.82125553,154.98029,18.7181911
2491000000,137.27663,87.63476407,154.57477,12.62722146
2492000000,136.87189,87.45119171,154.52731,6.943778555
2493000000,136.52573,87.26992361,154.41713,1.623274749
2494000000,136.38452,87.09034402,154.27135,-3.373901562
2495000000,136.03967,86.91183755,154.17778,-8.082413589
2496000000,135.94855,86.73379066,154.09593,-12.53456888
2497000000,135.80971,86.55559324,153.72569,-16.7571764
2498000000,135.38681,86.37664025,153.66315,-20.77109947
2499000000,135.26328,86.19633349,153.66933,-24.59591555
